EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,BadPassSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,FTOffRebounds,BadPassOutOfBoundsTurnovers,OffFTReboundPct,HeaveAttempts,Fg3aBlocked,SelfOReb,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,SelfORebPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,PtsUnassisted3s,StepOutOfBoundsTurnovers,BlockedShortMidRange,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,DefensiveGoaltends,LongMidRangePctBlocked,3SecondViolations,SecondChanceAtRimPctAssisted,on,HeaveMakes,Clear Path Fouls,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1425,1610612746,Aaron Williams,Aaron Williams,1425,LAC,1192.0,20.0,4.0,45.0,42.0,15.0,26.0,6.0,87.0,2.0,2.0,3.0,2.0,5.0,4.0,8.0,38.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,4.0,15.0,1.0,2.0,0.5,1.0,0.4,1.0,0.4,1.0,0.5714285714285714,1.0,1.0,19.23076923076923,0.6666666666666666,0.5,0.058823529411764705,0.09090909090909091,0.05,0.08695652173913043,0.2222222222222222,0.2,0.4,0.6,0.6666666666666666,0.6666666666666666,0.5,0.4,0.47291999999999995,0.5581,0.25,0.5,5.26,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1501,1610612746,Tim Thomas,Tim Thomas,1501,LAC,9903.0,165.0,11.0,339.0,334.0,96.0,95.0,30.0,673.0,9.0,3.0,7.0,14.0,28.0,11.0,72.0,337.0,1.0,4.0,9.0,2.0,21.0,18.0,10.0,2.0,4.0,15.0,2.0,22.0,4.0,26.0,2.0,,3.0,4.0,,7.0,,8.0,16.0,8.0,13.0,,,21.0,96.0,1.0,,0.6428571428571429,0.6923076923076923,0.5,0.25,0.49193548387096775,0.5714285714285714,0.5303030303030303,0.6428571428571429,0.5555555555555556,19.623655913978492,0.42857142857142855,0.2,0.12096774193548387,0.03508771929824561,0.12422360248447205,0.027972027972027972,0.06896551724137931,0.06382978723404255,0.14516129032258066,0.11290322580645161,0.42857142857142855,0.42857142857142855,,0.6935483870967742,0.5122217741935485,0.5066571428571428,0.125,0.2916666666666667,10.342857142857142,0.2831858407079646,5.0,1.0,2.0,4.0,6.0,6.0,12.0,1.0,3.0,10.0,31.0,2.0,3.0,3.0,9.0,11.0,34.0,2.0,3.0,1.0,5.0,9.0,3.0,9.0,33.0,31.0,10.0,2.0,9.0,5.0,14.0,4.0,1.0,3.0,1.0,5.0,33.0,5.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.3235294117647059,0.6666666666666666,0.3333333333333333,0.3235294117647059,0.5555555555555556,0.5277777777777778,0.5483870967741935,0.07142857142857142,0.2222222222222222,0.13513513513513514,0.030303030303030304,0.019230769230769232,0.0967741935483871,0.1956521739130435,0.03571428571428571,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.7142857142857143,0.6,0.1935483870967742,0.5,0.5,1.0,0.04838709677419355,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3225806451612903,0.3225806451612903,1.0,0.2857142857142857,0.5,0.42857142857142855,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.3225806451612903,0.5456444444444445,0.09090909090909091,0.0967741935483871,0.08571428571428572,25.220588235294116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1510,1610612746,Brevin Knight,Brevin Knight,1510,LAC,7819.0,130.0,-37.0,261.0,266.0,89.0,103.0,29.0,527.0,4.0,2.0,4.0,12.0,29.0,5.0,29.0,283.0,,1.0,,2.0,6.0,18.0,6.0,,,6.0,,9.0,1.0,10.0,11.0,3.0,7.0,6.0,1.0,13.0,,9.0,20.0,6.0,6.0,1.0,,6.0,89.0,2.0,1.0,0.75,0.75,0.41379310344827586,,0.4,,0.4393939393939394,,0.375,15.646258503401361,0.5384615384615384,,0.06896551724137931,,0.07692307692307693,,,0.03571428571428571,0.13333333333333333,0.13333333333333333,0.5,0.5,0.5,0.16666666666666666,0.43169500000000005,,,0.20689655172413793,14.541379310344825,0.34099616858237547,1.0,,,,1.0,9.0,21.0,,,,1.0,,,,,,1.0,,,,2.0,7.0,,,,1.0,,,21.0,4.0,25.0,4.0,,9.0,3.0,9.0,54.0,3.0,8.0,6.0,1.0,,2.0,,1.0,,,,2.0,,,,,,,,,,,0.2857142857142857,0.2857142857142857,0.03333333333333333,,,0.1,,,0.07692307692307693,0.09090909090909091,0.13636363636363635,,,0.25,0.25,,0.7,0.42857142857142855,0.42857142857142855,0.8888888888888888,,,,,0.03333333333333333,,,,,,,,,0.14285714285714285,,,,,0.39528571428571435,0.0625,0.06451612903225806,,26.9,1.0,4.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1739,1610612746,Ruben Patterson,Ruben Patterson,1739,LAC,19617.0,327.0,-33.0,644.0,655.0,193.0,227.0,76.0,1299.0,60.0,5.0,18.0,39.0,84.0,24.0,102.0,697.0,9.0,20.0,21.0,9.0,33.0,34.0,44.0,14.0,24.0,26.0,1.0,40.0,24.0,64.0,21.0,7.0,13.0,14.0,4.0,27.0,1.0,19.0,37.0,28.0,41.0,4.0,,33.0,193.0,5.0,3.0,0.4358974358974359,0.53125,0.4642857142857143,0.45,0.45348837209302323,0.45,0.4857142857142857,0.4772727272727273,0.5689655172413793,18.0327868852459,0.48148148148148145,0.045454545454545456,0.10699588477366255,0.09917355371900827,0.12,0.08108108108108109,0.10126582278481013,0.07865168539325842,0.6976744186046512,0.20930232558139536,0.2777777777777778,0.35714285714285715,0.6,0.7209302325581395,0.5364517647058824,0.55997,0.20588235294117646,0.3235294117647059,2.9535714285714283,0.2996894409937888,32.0,9.0,20.0,10.0,16.0,2.0,6.0,,,,2.0,,,,1.0,,2.0,,,3.0,12.0,21.0,,1.0,,1.0,,14.0,15.0,2.0,17.0,1.0,1.0,8.0,2.0,5.0,36.0,13.0,14.0,9.0,1.0,1.0,13.0,,6.0,1.0,,,18.0,,7.0,6.0,7.0,2.0,,,,,,0.5714285714285714,0.5454545454545454,0.023255813953488372,0.16666666666666666,0.16666666666666666,0.15853658536585366,0.12307692307692308,0.08163265306122448,0.11764705882352941,0.12790697674418605,0.1746031746031746,0.10526315789473684,0.2857142857142857,0.5333333333333333,0.64,0.375,0.06976744186046512,0.3333333333333333,0.3333333333333333,1.0,,,,,0.023255813953488372,,,,1.0,0.45,,,,0.7272727272727273,0.625,0.045454545454545456,,,0.5193454545454546,0.1782178217821782,0.18181818181818182,,33.55,,3.0,,1.0,1.0,5.0,3.0,3.0,1.0,0.5,0.2222222222222222,0.5,0.16129032258064516,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,11447.0,191.0,-29.0,373.0,387.0,138.0,162.0,40.0,760.0,16.0,3.0,10.0,23.0,49.0,15.0,88.0,424.0,1.0,2.0,4.0,8.0,32.0,24.0,22.0,,2.0,11.0,1.0,18.0,2.0,20.0,3.0,2.0,3.0,5.0,1.0,8.0,1.0,3.0,6.0,15.0,20.0,2.0,,32.0,138.0,1.0,2.0,0.5217391304347826,0.5217391304347826,0.46938775510204084,0.5,0.553030303030303,0.25,0.5866666666666667,0.4,0.64,19.71496437054632,0.375,0.06666666666666667,0.0763888888888889,0.015625,0.09239130434782608,0.012578616352201259,,0.08695652173913043,0.24242424242424243,0.15151515151515152,0.3,0.3333333333333333,,0.5,0.47291969696969693,0.47279999999999994,0.045454545454545456,0.36363636363636365,11.122448979591837,0.3699731903485255,11.0,,,3.0,5.0,9.0,23.0,2.0,4.0,7.0,13.0,,1.0,4.0,7.0,9.0,17.0,,2.0,2.0,6.0,12.0,4.0,8.0,24.0,13.0,7.0,4.0,12.0,7.0,19.0,7.0,,3.0,3.0,6.0,45.0,6.0,1.0,2.0,,1.0,3.0,,1.0,1.0,,,9.0,,5.0,1.0,5.0,1.0,0.8888888888888888,0.5294117647058824,,0.5,0.5294117647058824,0.5,0.6,0.25757575757575757,0.08163265306122448,0.1875,0.15,,0.043478260869565216,0.0625,0.08,0.15151515151515152,0.14285714285714285,0.2,0.6875,0.8461538461538461,0.45454545454545453,0.3484848484848485,0.391304347826087,0.391304347826087,0.7777777777777778,0.06060606060606061,0.5,0.5,1.0,0.19696969696969696,0.5384615384615384,0.5384615384615384,0.8571428571428571,,,0.25,,,0.25,0.6,0.35,0.5714285714285714,0.5384615384615384,0.4815149999999999,0.1232876712328767,0.16071428571428573,,24.705882352941178,,1.0,,,,1.0,,2.0,1.0,,0.1,,0.03333333333333333,1.0,1.0,3.0,1.0,3.0,0.25,0.05,,,,,,,,,,True,,,,,,,,,,,
208,1610612746,Sam Cassell,Sam Cassell,208,LAC,5436.0,91.0,8.0,176.0,175.0,37.0,58.0,24.0,351.0,2.0,2.0,5.0,12.0,24.0,11.0,47.0,191.0,,1.0,,3.0,12.0,6.0,18.0,,,4.0,,9.0,,9.0,4.0,1.0,4.0,1.0,1.0,5.0,,,2.0,10.0,11.0,1.0,,12.0,37.0,,1.0,0.25,0.25,0.5,,0.5625,,0.6111111111111112,,0.55,20.098039215686274,0.8,,0.05714285714285714,,0.09278350515463918,,,,0.0625,0.15625,0.4,0.4,0.5,0.3125,0.44852500000000006,0.3599,,0.2553191489361702,15.504166666666668,0.21022727272727273,,,,,,10.0,17.0,,,4.0,8.0,,,1.0,2.0,4.0,8.0,,,,3.0,7.0,1.0,2.0,9.0,8.0,4.0,1.0,10.0,6.0,16.0,5.0,1.0,5.0,1.0,4.0,38.0,5.0,3.0,3.0,,,,,,1.0,,3.0,3.0,,,,,,0.75,0.5,,0.5,0.5,0.42857142857142855,0.5,0.25,0.041666666666666664,0.5,0.18518518518518517,,,0.16666666666666666,0.08333333333333333,0.2,0.14285714285714285,,,,,0.53125,0.5882352941176471,0.5882352941176471,0.2,,,,,0.25,0.5,0.5,0.75,,,,,,,,0.2222222222222222,0.5,0.5,0.43221666666666664,0.08571428571428572,0.1111111111111111,,25.8,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,True,,,,,,,,,,,
2424,1610612746,Dan Dickau,Dan Dickau,2424,LAC,6639.0,111.0,,214.0,216.0,64.0,65.0,26.0,430.0,7.0,2.0,5.0,10.0,20.0,15.0,50.0,224.0,,,,10.0,14.0,10.0,10.0,,,2.0,,4.0,,4.0,5.0,2.0,7.0,2.0,1.0,9.0,,5.0,13.0,14.0,19.0,3.0,,14.0,64.0,1.0,3.0,0.5,0.5,0.5,,0.546875,,0.625,,0.6363636363636364,20.16460905349794,0.7777777777777778,,0.022988505747126436,,0.03571428571428571,,,,0.21875,0.15625,0.4,0.4,1.0,0.59375,0.48849999999999993,0.5979,,0.28,9.774999999999999,0.29906542056074764,5.0,,,1.0,1.0,3.0,8.0,1.0,1.0,4.0,11.0,,1.0,,2.0,5.0,12.0,,1.0,,2.0,4.0,,2.0,12.0,11.0,4.0,,11.0,1.0,12.0,1.0,,4.0,3.0,4.0,25.0,2.0,3.0,6.0,1.0,,3.0,,1.0,1.0,,1.0,3.0,2.0,,,,,0.8,0.4166666666666667,,,0.4166666666666667,0.5,0.3333333333333333,0.375,,,0.08,,,0.03333333333333333,0.03125,0.09523809523809523,,,0.7142857142857143,0.7142857142857143,0.2,0.25,0.375,0.375,0.6666666666666666,0.03125,1.0,1.0,1.0,0.34375,0.36363636363636365,0.36363636363636365,0.75,,,1.0,,,0.16666666666666666,1.0,0.3333333333333333,,0.36363636363636365,0.4365333333333334,0.13513513513513514,0.13043478260869565,0.14285714285714285,25.39166666666667,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,True,,,,,,,,,,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,7219.0,120.0,-6.0,250.0,252.0,101.0,104.0,30.0,502.0,16.0,,3.0,16.0,34.0,30.0,80.0,265.0,3.0,4.0,13.0,20.0,38.0,20.0,12.0,4.0,5.0,13.0,5.0,25.0,6.0,31.0,5.0,2.0,5.0,6.0,3.0,11.0,,2.0,8.0,21.0,34.0,6.0,,38.0,101.0,1.0,6.0,0.625,0.7142857142857143,0.47058823529411764,0.75,0.5102040816326531,0.9,0.6111111111111112,0.9285714285714286,0.6379310344827587,25.874125874125877,0.45454545454545453,0.45454545454545453,0.16666666666666666,0.056179775280898875,0.17094017094017094,0.05357142857142857,0.03571428571428571,0.10810810810810811,0.32653061224489793,0.061224489795918366,,,,0.6326530612244898,0.49654489795918366,0.51838,0.1625,0.475,8.81470588235294,0.404,10.0,2.0,3.0,3.0,5.0,6.0,15.0,,,6.0,15.0,1.0,1.0,2.0,6.0,6.0,15.0,1.0,1.0,4.0,6.0,12.0,2.0,6.0,18.0,15.0,6.0,4.0,10.0,3.0,13.0,1.0,2.0,4.0,2.0,4.0,29.0,7.0,3.0,2.0,,2.0,7.0,,3.0,1.0,,3.0,9.0,1.0,,,,,1.0,0.4,1.0,0.3333333333333333,0.4,0.5,0.5,0.30612244897959184,0.11764705882352941,0.25,0.1794871794871795,0.08333333333333333,0.05405405405405406,0.05263157894736842,0.36363636363636365,0.18518518518518517,0.16666666666666666,,0.625,0.8333333333333334,0.5,0.30612244897959184,0.4,0.4,0.8333333333333334,,,,,0.30612244897959184,0.4,0.42857142857142855,1.0,0.6,0.6666666666666666,0.2,1.0,1.0,0.2777777777777778,0.6,0.3333333333333333,0.3333333333333333,0.4,0.49392222222222215,0.17543859649122806,0.21951219512195122,0.0625,25.33333333333333,,1.0,,,1.0,1.0,1.0,2.0,,0.06666666666666667,,0.06666666666666667,0.047619047619047616,,,,,,,,1.0,0.043478260869565216,0.045454545454545456,,,,,,,True,,,,,,,,,,,
2624,1610612746,Quinton Ross,Quinton Ross,2624,LAC,4069.0,68.0,-23.0,133.0,141.0,40.0,45.0,16.0,274.0,1.0,1.0,3.0,4.0,15.0,2.0,19.0,162.0,1.0,1.0,2.0,,6.0,6.0,2.0,2.0,5.0,3.0,,5.0,5.0,10.0,3.0,1.0,1.0,1.0,1.0,2.0,,3.0,5.0,4.0,2.0,,,6.0,40.0,,,0.75,1.0,0.26666666666666666,1.0,0.4473684210526316,1.0,0.475,1.0,1.0,14.473684210526315,0.5,,0.06818181818181818,0.09615384615384616,0.07692307692307693,0.07462686567164178,0.16666666666666666,0.045454545454545456,0.05263157894736842,0.15789473684210525,0.3333333333333333,0.5,,0.2631578947368421,0.4318631578947369,0.3819,0.10526315789473684,0.3157894736842105,15.859999999999998,0.3007518796992481,,,,,,3.0,11.0,3.0,3.0,,1.0,,,,,3.0,4.0,,,,,1.0,2.0,2.0,9.0,1.0,,1.0,3.0,2.0,5.0,2.0,,1.0,2.0,,12.0,2.0,2.0,,,,,,1.0,,,,1.0,,2.0,2.0,2.0,1.0,1.0,0.75,,1.0,0.75,,1.0,0.21052631578947367,0.06666666666666667,,0.09523809523809523,0.09090909090909091,0.06896551724137931,0.08333333333333333,0.1,0.058823529411764705,0.25,0.5,,,,0.5789473684210527,0.2727272727272727,0.2727272727272727,1.0,0.15789473684210525,1.0,1.0,1.0,0.05263157894736842,,,,,,,,,,,,,,0.5275166666666666,0.05,0.0625,,23.85,,,,,,1.0,,,,,0.3333333333333333,,0.09090909090909091,,2.0,,,,,0.6666666666666666,,,,2.0,1.0,,,,,True,,,,,,,,,,,
201154,1610612746,Al Thornton,Al Thornton,201154,LAC,7336.0,122.0,-10.0,232.0,243.0,40.0,55.0,33.0,475.0,15.0,2.0,7.0,16.0,43.0,7.0,48.0,255.0,3.0,7.0,6.0,2.0,6.0,22.0,10.0,2.0,6.0,15.0,4.0,25.0,8.0,33.0,3.0,1.0,2.0,3.0,,5.0,1.0,4.0,10.0,11.0,14.0,2.0,,6.0,40.0,,1.0,0.6875,0.7333333333333333,0.37209302325581395,0.42857142857142855,0.41836734693877553,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2727272727272727,22.14022140221402,0.4,0.6666666666666666,0.1485148514851485,0.058823529411764705,0.15789473684210525,0.06837606837606838,0.1,0.0625,0.30612244897959184,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.5,0.42857142857142855,0.46914489795918374,0.4866,0.125,0.125,10.523255813953488,0.1724137931034483,8.0,3.0,6.0,1.0,3.0,6.0,21.0,,,3.0,6.0,,,,1.0,3.0,6.0,,,,2.0,7.0,,1.0,9.0,6.0,3.0,6.0,2.0,2.0,4.0,1.0,1.0,1.0,,1.0,10.0,6.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,,,5.0,,3.0,1.0,3.0,,1.0,0.5,,,0.5,0.2857142857142857,0.25,0.12244897959183673,0.13953488372093023,0.3333333333333333,0.1875,0.08,,0.14285714285714285,0.21951219512195122,0.24,,,0.5333333333333333,0.8,0.5,0.42857142857142855,0.2857142857142857,0.3,1.0,,,,,0.12244897959183673,0.5,0.5,1.0,0.8571428571428571,0.5,,,,0.375,0.3333333333333333,0.125,,0.5,0.47626875,0.09259259259259259,0.10416666666666667,,25.183333333333334,,,,,,2.0,,,,,,,0.08333333333333333,,,,,2.0,,,2.0,0.13333333333333333,0.14285714285714285,,,2.0,0.047619047619047616,,,True,,,,,,,,,,,
