EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,SelfOReb,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PtsUnassisted3s,Corner3Assists,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls,OffensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,4970.0,83,-9,156,161,36,54.0,17,317,10,15,2.0,5.0,3.0,6.0,3.0,5,3.0,5.0,16,25,5.0,37,181,2.0,6.0,4.0,3.0,6.0,6.0,22,10.0,2.0,3,1.0,4,1.0,1.0,1.0,1.0,9,1.0,5,1.0,3.0,14,1.0,18,7,25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,6,1.0,4.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,6.0,36,2.0,0.6875,0.7333333333333333,0.64,0.3333333333333333,0.5,0.64,0.3333333333333333,0.5,0.6851851851851852,0.3333333333333333,0.5,17.24137931034483,0.3333333333333333,0.5,0.14285714285714285,0.28,0.09803921568627451,0.125,0.125,0.22972972972972974,0.1016949152542373,0.15789473684210525,0.16666666666666666,0.3333333333333333,0.25,0.4666666666666667,0.15789473684210525,0.16666666666666666,0.5,0.6,0.6666666666666666,0.6666666666666666,0.7,0.2,0.6,0.6,0.3333333333333333,0.2,0.6,0.6,1.0,0.8333333333333334,0.4,1.0,0.5,0.6,0.5011159999999999,0.5372333333333333,0.5711166666666666,0.1111111111111111,0.1111111111111111,0.10810810810810811,0.16216216216216217,5.287999999999999,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
101111,1610612749,Charlie Villanueva,Charlie Villanueva,101111,MIL,16008.0,267,-46,524,524,99,134.0,83,1048,32,52,13.0,21.0,6.0,10.0,12.0,35,8.0,21.0,52,108,19.0,150,572,19.0,29.0,39.0,7.0,16.0,28.0,56,48.0,24.0,7,,7,,4.0,2.0,1.0,14,6.0,21,1.0,7.0,36,5.0,48,28,76,4.0,3.0,1.0,7.0,3.0,5.0,9.0,16.0,3.0,21.0,29,,25.0,28.0,6.0,16.0,4.0,4.0,4.0,4.0,1.0,28.0,99,1.0,0.5384615384615384,0.7,0.48148148148148145,0.6551724137931034,0.4375,0.44256756756756754,0.6129032258064516,0.46,0.4716981132075472,0.609375,0.5185185185185185,27.86624203821656,0.4375,0.22727272727272727,0.047619047619047616,0.23376623376623376,0.1,0.1320754716981132,0.0821917808219178,0.20772946859903382,0.09540636042402827,0.13333333333333333,0.0847457627118644,0.26666666666666666,0.26,0.23255813953488372,0.21311475409836064,0.14285714285714285,1.0,0.35135135135135137,0.6153846153846154,0.6956521739130435,0.46875,0.23648648648648649,0.34285714285714286,0.36363636363636365,0.5,0.14189189189189189,0.38095238095238093,0.38095238095238093,0.875,0.6774193548387096,0.6190476190476191,0.4,0.6,0.6216216216216216,0.49209383561643844,0.5184461538461538,0.49089347826086965,0.10126582278481013,0.13559322033898305,0.26,0.18666666666666668,6.507407407407408,0.18893129770992367,1.0,3.0,1.0,1.0,8.0,37.0,2.0,2.0,8.0,9.0,40.0,2.0,1.0,3.0,9.0,5.0,27.0,1.0,36.0,8.0,8.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,0.225,0.3333333333333333,0.23076923076923078,0.2702702702702703,0.07407407407407407,0.11538461538461539,0.05714285714285714,0.07894736842105263,0.034482758620689655,0.09090909090909091,0.03896103896103896,0.02027027027027027,0.3333333333333333,0.3333333333333333,1.0,0.25,0.21621621621621623,0.21621621621621623,1.0,0.15384615384615385,0.06451612903225806,0.04,1.0,0.32,0.25,0.2222222222222222,27.002500000000005,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,16112.0,269,-71,516,530,119,153.0,86,1046,21,43,4.0,10.0,7.0,12.0,8.0,25,9.0,31.0,38,99,45.0,163,588,6.0,17.0,19.0,12.0,24.0,41.0,26,50.0,6.0,14,7.0,21,4.0,7.0,2.0,5.0,49,3.0,13,,8.0,12,,20,16,36,7.0,5.0,2.0,11.0,2.0,7.0,7.0,18.0,5.0,3.0,12,,45.0,52.0,5.0,20.0,,,1.0,,,41.0,119,3.0,0.34210526315789475,0.37142857142857144,0.3838383838383838,0.35294117647058826,0.5,0.4244604316546763,0.3409090909090909,0.5,0.496875,0.3958333333333333,0.5555555555555556,28.07570977917981,0.6111111111111112,,,0.0670391061452514,0.05485232067510549,0.14285714285714285,0.047619047619047616,0.0851063829787234,0.05333333333333334,0.043010752688172046,0.04477611940298507,0.13333333333333333,0.07017543859649122,0.07692307692307693,0.05714285714285714,0.1,,0.30935251798561153,0.4883720930232558,0.5833333333333334,0.47619047619047616,0.17985611510791366,0.32,0.3333333333333333,0.25,0.22302158273381295,0.2903225806451613,0.3,0.1111111111111111,0.45454545454545453,0.4,0.4,0.5833333333333334,0.5971223021582733,0.5015420863309353,0.4966029411764707,0.49935166666666664,0.12987012987012986,0.17543859649122806,0.1165644171779141,0.25153374233128833,8.103030303030303,0.23062015503875968,3.0,7.0,1.0,2.0,11.0,33.0,3.0,1.0,4.0,14.0,40.0,5.0,4.0,2.0,6.0,11.0,36.0,,33.0,11.0,9.0,4.0,4.0,2.0,2.0,2.0,1.0,6.0,5.0,0.8571428571428571,0.35,0.3333333333333333,0.35,0.28776978417266186,0.09090909090909091,0.16279069767441862,0.04,0.07792207792207792,0.020833333333333332,0.25,0.05194805194805195,0.050359712230215826,0.42857142857142855,0.42857142857142855,1.0,0.23741007194244604,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.5,0.13636363636363635,0.06666666666666667,0.5,0.13333333333333333,0.25,0.3333333333333333,25.335,1.0,2.0,1.0,6.0,3.0,1.0,5.0,1.0,1.0,0.2,0.03225806451612903,0.09090909090909091,0.5,1.0,,,,,,,,,,,True,,,,,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,17809.0,297,-34,565,573,97,125.0,81,1138,8,22,1.0,3.0,1.0,1.0,2.0,4,9.0,23.0,19,49,22.0,105,628,1.0,5.0,8.0,1.0,3.0,13.0,16,22.0,,38,7.0,45,4.0,19.0,5.0,14.0,97,,1,,8.0,14,,22,1,23,8.0,3.0,5.0,14.0,1.0,7.0,5.0,19.0,5.0,12.0,26,,18.0,25.0,1.0,9.0,,,,,,13.0,97,1.0,0.42105263157894735,0.42105263157894735,0.3877551020408163,0.2,0.3333333333333333,0.4715909090909091,0.2857142857142857,0.25,0.525,0.2857142857142857,0.43333333333333335,17.841079460269864,0.7368421052631579,,,0.07909604519774012,0.004694835680751174,0.14545454545454545,,0.09482758620689655,0.003436426116838488,0.012195121951219513,,,0.04838709677419355,0.08771929824561403,0.10344827586206896,0.08823529411764706,,0.25,0.36363636363636365,0.47058823529411764,0.5,0.045454545454545456,0.5,0.6666666666666666,,0.26136363636363635,0.391304347826087,0.391304347826087,0.4444444444444444,0.21428571428571427,0.3333333333333333,0.1,1.0,0.6931818181818182,0.5204159090909092,0.5126636363636363,0.541525,0.09375,0.15789473684210525,0.0761904761904762,0.12380952380952381,9.875510204081632,0.17168141592920355,5.0,13.0,,2.0,10.0,26.0,5.0,1.0,5.0,15.0,39.0,9.0,,1.0,7.0,8.0,39.0,,26.0,10.0,6.0,,7.0,1.0,1.0,1.0,2.0,4.0,4.0,0.8666666666666667,0.38461538461538464,0.14285714285714285,0.38461538461538464,0.4431818181818182,0.12244897959183673,0.22727272727272727,0.25,,,0.23809523809523808,,0.14772727272727273,0.38461538461538464,0.38461538461538464,1.0,0.29545454545454547,0.38461538461538464,0.38461538461538464,0.8,,0.35714285714285715,0.2,,0.5,0.2,0.38461538461538464,24.96410256410256,1.0,4.0,2.0,6.0,3.0,1.0,,,,0.2222222222222222,,0.2857142857142857,0.25,1.0,1.0,1.0,0.2,1.0,,,,,,,True,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,32036.0,534,-81,1024,1035,202,270.0,167,2059,51,97,19.0,44.0,8.0,14.0,10.0,39,3.0,17.0,64,153,33.0,161,1120,19.0,53.0,45.0,10.0,25.0,36.0,90,38.0,36.0,9,2.0,11,2.0,8.0,,1.0,24,13.0,52,2.0,12.0,52,13.0,77,67,144,20.0,12.0,8.0,18.0,3.0,5.0,16.0,34.0,8.0,55.0,83,6.0,50.0,63.0,3.0,26.0,24.0,17.0,24.0,16.0,4.0,36.0,202,7.0,0.703125,0.9782608695652174,0.41830065359477125,0.3584905660377358,0.4,0.4155844155844156,0.35185185185185186,0.38461538461538464,0.4375,0.3813559322033898,0.45,17.65182186234818,0.5294117647058824,0.3611111111111111,0.045454545454545456,0.15853658536585366,0.11818181818181818,0.10810810810810811,0.11016949152542373,0.14578587699316628,0.11648745519713262,0.10975609756097561,0.10434782608695652,0.10714285714285714,0.14285714285714285,0.17777777777777778,0.15873015873015872,0.125,0.6666666666666666,0.6298701298701299,0.5257731958762887,0.5604395604395604,0.6470588235294118,0.2532467532467532,0.2564102564102564,0.2631578947368421,0.9,0.11038961038961038,0.17647058823529413,0.17647058823529413,1.0,0.8148148148148148,0.4318181818181818,0.5384615384615384,0.5714285714285714,0.6363636363636364,0.5104139610389611,0.5492597826086957,0.49884038461538466,0.14689265536723164,0.14772727272727273,0.2795031055900621,0.2236024844720497,4.056862745098039,0.197265625,,,,,,1.0,1.0,,1.0,,1.0,1.0,7.0,,1.0,16.0,,,1.0,,7.0,6.0,13.0,3.0,1.0,4.0,5.0,7.0,7.0,,,,,0.006493506493506494,0.0457516339869281,0.061855670103092786,0.02564102564102564,0.13664596273291926,0.1111111111111111,0.06451612903225806,0.07228915662650602,,,,,0.006493506493506494,,,,0.05263157894736842,0.018518518518518517,,,0.038461538461538464,,,25.0,,,,,,,,,,,,,,,,,,,8.0,3.0,4.0,1.0,,,True,,,,,,,,,
2767,1610612749,Royal Ivey,Royal Ivey,2767,MIL,14745.0,246,-23,478,481,87,126.0,78,959,8,22,1.0,5.0,1.0,5.0,1.0,7,11.0,30.0,20,59,13.0,68,529,1.0,7.0,2.0,2.0,9.0,16.0,28,12.0,,25,12.0,37,7.0,12.0,4.0,9.0,86,1.0,5,,4.0,7,1.0,12,6,18,10.0,4.0,6.0,5.0,,3.0,4.0,9.0,3.0,8.0,25,2.0,24.0,20.0,2.0,8.0,,,,,,16.0,87,1.0,0.7,0.7,0.3389830508474576,0.14285714285714285,0.2222222222222222,0.34810126582278483,0.14285714285714285,0.3125,0.38636363636363635,0.14285714285714285,0.38095238095238093,16.753022452504318,0.5555555555555556,0.058823529411764705,,0.051094890510948905,0.025510204081632654,0.08,0.020833333333333332,0.058823529411764705,0.02459016393442623,0.02666666666666667,0.04081632653061224,,0.02040816326530612,0.02631578947368421,0.1,0.06060606060606061,,0.27848101265822783,0.36363636363636365,0.47058823529411764,0.625,0.08860759493670886,0.14285714285714285,0.2,1.0,0.379746835443038,0.36666666666666664,0.36666666666666664,0.7272727272727273,0.7142857142857143,0.2,0.3125,0.2,0.5316455696202531,0.4761715189873418,0.43055000000000004,0.50136875,0.09411764705882353,0.12307692307692308,0.029411764705882353,0.23529411764705882,10.825423728813558,0.18200836820083682,2.0,7.0,,1.0,3.0,13.0,,2.0,6.0,5.0,20.0,,,2.0,7.0,6.0,15.0,,13.0,3.0,7.0,1.0,2.0,1.0,,2.0,5.0,3.0,3.0,1.0,0.25,0.2857142857142857,0.25,0.25316455696202533,0.11864406779661017,0.22727272727272727,0.2857142857142857,0.013888888888888888,0.027777777777777776,0.11764705882352941,0.021739130434782608,0.08860759493670886,0.2857142857142857,0.2857142857142857,1.0,0.16455696202531644,0.23076923076923078,0.23076923076923078,1.0,,,0.0625,,0.375,0.3333333333333333,0.23076923076923078,25.075000000000003,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201146,1610612749,Yi Jianlian,Yi Jianlian,201146,MIL,7367.0,123,-13,232,235,40,64.0,42,467,5,15,2.0,5.0,2.0,2.0,2.0,12,11.0,24.0,18,51,14.0,50,239,4.0,10.0,14.0,2.0,6.0,6.0,24,12.0,4.0,2,1.0,3,,1.0,,1.0,7,2.0,9,,3.0,14,2.0,19,11,30,1.0,1.0,,2.0,3.0,,5.0,7.0,1.0,7.0,11,1.0,11.0,16.0,,7.0,3.0,,3.0,2.0,,6.0,40,,0.6666666666666666,0.75,0.35294117647058826,0.4,0.3333333333333333,0.35294117647058826,0.4,0.3333333333333333,0.423728813559322,0.5384615384615384,0.42857142857142855,22.758620689655174,0.2857142857142857,0.25,,0.16666666666666666,0.07317073170731707,0.10714285714285714,0.09090909090909091,0.15178571428571427,0.07586206896551724,0.125,0.06060606060606061,0.2857142857142857,0.15151515151515152,0.041666666666666664,0.2962962962962963,0.10526315789473684,0.6666666666666666,0.29411764705882354,0.3333333333333333,0.5,0.4,0.23529411764705882,0.16666666666666666,0.2,,0.47058823529411764,0.4583333333333333,0.4782608695652174,0.9090909090909091,0.5,0.4,0.3333333333333333,1.0,0.29411764705882354,0.4465764705882353,0.4624625,0.39835,0.1206896551724138,0.1206896551724138,0.28,0.12,10.525490196078431,0.1724137931034483,,,,,,,,,,,,,6.0,,,2.0,,,,,8.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,0.1568627450980392,0.3333333333333333,0.16666666666666666,0.023809523809523808,,0.1111111111111111,0.08,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.041666666666666664,,,,,,,,3.0,,3.0,1.0,,,True,,,,,,,,,
201196,1610612749,Ramon Sessions,Ramon Sessions,201196,MIL,5053.0,84,1,158,159,43,22.0,31,317,3,11,,1.0,,4.0,1.0,3,3.0,4.0,7,18,7.0,24,167,1.0,3.0,4.0,1.0,6.0,3.0,4,10.0,,18,6.0,24,4.0,7.0,6.0,5.0,54,1.0,1,,6.0,4,,10,2,12,5.0,,5.0,4.0,1.0,3.0,3.0,7.0,1.0,2.0,8,,9.0,10.0,,4.0,1.0,1.0,1.0,1.0,,3.0,43,,0.2857142857142857,0.2857142857142857,0.3888888888888889,0.3333333333333333,0.16666666666666666,0.4473684210526316,0.3333333333333333,0.16666666666666666,0.5,0.5,0.21428571428571427,15.816326530612246,0.5714285714285714,,,0.08,0.012987012987012988,0.2857142857142857,0.09090909090909091,0.14084507042253522,0.022727272727272728,,0.04,,0.07692307692307693,0.07692307692307693,0.08333333333333333,0.3333333333333333,1.0,0.5789473684210527,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.15789473684210525,0.3333333333333333,0.3333333333333333,,0.21052631578947367,0.75,0.75,0.3333333333333333,0.3333333333333333,,0.6666666666666666,,0.631578947368421,0.48821315789473685,0.3572,0.4608333333333334,0.17391304347826086,0.18181818181818182,0.16666666666666666,0.125,6.055555555555555,0.2721518987341772,,,,,1.0,1.0,,,,1.0,1.0,,2.0,,,1.0,3.0,,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.05263157894736842,0.1111111111111111,0.18181818181818182,,,0.1111111111111111,0.16666666666666666,,,,,,0.05263157894736842,1.0,1.0,1.0,,,,,,,1.0,26.3,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,
2046,1610612749,Desmond Mason,Desmond Mason,2046,MIL,11248.0,187,-17,349,357,60,80.0,53,706,17,24,4.0,4.0,2.0,3.0,7.0,18,4.0,14.0,28,56,15.0,71,380,5.0,6.0,12.0,4.0,7.0,13.0,38,18.0,8.0,12,3.0,15,1.0,5.0,1.0,6.0,33,3.0,8,,9.0,17,,26,11,37,2.0,1.0,1.0,7.0,1.0,4.0,4.0,11.0,2.0,5.0,8,,23.0,31.0,3.0,16.0,3.0,3.0,3.0,2.0,,13.0,60,,0.6785714285714286,0.7916666666666666,0.5,0.8333333333333334,0.5714285714285714,0.5,0.8333333333333334,0.5714285714285714,0.5071428571428571,0.8571428571428571,0.5909090909090909,19.285714285714285,0.6363636363636364,,,0.15315315315315314,0.050955414012738856,0.1836734693877551,0.10344827586206896,0.1625,0.05913978494623656,0.037037037037037035,0.0784313725490196,,0.13157894736842105,0.08333333333333333,0.20408163265306123,0.20512820512820512,0.6666666666666666,0.42857142857142855,0.7083333333333334,0.85,0.6470588235294118,0.32142857142857145,0.3888888888888889,0.3888888888888889,0.5714285714285714,0.25,0.2857142857142857,0.2857142857142857,1.0,0.6666666666666666,1.0,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.5030625000000001,0.535925,0.47580000000000006,0.2318840579710145,0.2318840579710145,0.16901408450704225,0.18309859154929578,7.364285714285714,0.17191977077363896,,,,,,,,,,,,,2.0,,,5.0,,,,,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,0.07142857142857142,0.16666666666666666,,0.038461538461538464,0.13636363636363635,0.1,0.041666666666666664,,,,,,,,,0.25,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,
2250,1610612749,Bobby Simmons,Bobby Simmons,2250,MIL,14582.0,243,-61,470,472,76,110.0,82,942,2,11,1.0,7.0,,3.0,6.0,9,18.0,36.0,26,56,5.0,93,514,2.0,9.0,11.0,1.0,9.0,12.0,28,24.0,2.0,14,3.0,17,3.0,9.0,3.0,2.0,37,5.0,9,,6.0,19,2.0,27,14,41,12.0,7.0,5.0,3.0,,3.0,4.0,7.0,,11.0,25,2.0,10.0,6.0,,3.0,,,,,,12.0,76,1.0,0.5384615384615384,0.56,0.4642857142857143,0.2222222222222222,0.1111111111111111,0.5116279069767442,0.35714285714285715,0.36666666666666664,0.5224719101123596,0.36666666666666664,0.375,16.81260945709282,0.42857142857142855,0.09523809523809523,,0.12025316455696203,0.04326923076923077,0.15,0.078125,0.12626262626262627,0.051470588235294115,0.03571428571428571,0.07692307692307693,0.2,0.09090909090909091,0.0851063829787234,0.17857142857142858,0.13793103448275862,,0.12790697674418605,0.18181818181818182,0.2,,0.10465116279069768,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4186046511627907,0.5,0.5,0.6666666666666666,0.5,0.14285714285714285,0.2,,0.47674418604651164,0.45397000000000004,0.45154000000000005,0.46685,0.033707865168539325,0.05084745762711865,0.11827956989247312,0.12903225806451613,13.657142857142858,0.16170212765957448,7.0,14.0,2.0,4.0,5.0,16.0,3.0,1.0,2.0,12.0,30.0,5.0,1.0,3.0,6.0,1.0,30.0,,16.0,5.0,1.0,1.0,,1.0,,2.0,1.0,,,0.8333333333333334,0.4,0.5,0.4,0.3488372093023256,0.017857142857142856,0.09090909090909091,,0.03529411764705882,0.04081632653061224,0.18181818181818182,0.022727272727272728,0.16279069767441862,0.5,0.5,0.8571428571428571,0.18604651162790697,0.3125,0.3125,0.8,,0.21428571428571427,0.26666666666666666,0.5,0.13333333333333333,0.5,0.3125,25.463333333333328,2.0,2.0,2.0,6.0,,1.0,,,,0.4,,0.14285714285714285,1.0,0.5,,,,,,,,,,,True,,,,,,,,,
