EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,PenaltyCorner3Frequency,FTDefRebounds,BlockedLongMidRange,BlockedShortMidRange,DefFTReboundPct,PenaltyCorner3FGM,HeaveAttempts,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Corner3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,OffensiveGoaltends,3SecondViolations,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,on,HeaveMakes
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,97745.0,1629.0,232.0,3082.0,3066.0,605.0,475.0,376.0,6148.0,100.0,158.0,9.0,14.0,19.0,34.0,102.0,206.0,84.0,191.0,4.0,6.0,1.0,1.0,40.0,98.0,2.0,7.0,7.0,25.0,286.0,555.0,44.0,104.0,132.0,836.0,3315.0,24.0,49.0,3.0,8.0,5.0,62.0,57.0,116.0,7.0,25.0,80.0,215.0,54.0,518.0,102.0,30.0,18.0,98.0,40.0,26.0,1.0,389.0,153.0,542.0,92.0,61.0,203.0,46.0,140.0,1237.0,9.0,27.0,33.0,95.0,128.0,36.0,164.0,13.0,115.0,65.0,50.0,71.0,11.0,41.0,39.0,5.0,30.0,5.0,110.0,7.0,24.0,18.0,94.0,1.0,4.0,10.0,199.0,4.0,12.0,164.0,18.0,6.0,55.0,33.0,1.0,215.0,605.0,13.0,32.0,0.0944055944055944,0.09747292418772563,0.7727272727272727,0.4230769230769231,0.375,0.28,0.4230769230769231,0.5153153153153153,0.4897959183673469,0.49137931034482757,0.5341426403641881,0.5,0.4787234042553192,0.5713305898491083,0.5166666666666667,0.5721925133689839,0.15781487101669195,0.009615384615384616,0.04684684684684685,0.08227848101265822,0.04854368932038835,0.015706806282722512,0.01020408163265306,23.759569038843207,0.6454545454545455,0.08903467666354264,0.025139664804469275,0.1,0.022443890274314215,0.09162491052254831,0.02440677966101695,0.02531645569620253,0.019830028328611898,0.02962962962962963,0.031007751937984496,0.006993006993006993,0.08881578947368421,0.04779411764705882,0.1120162932790224,0.088,0.1375,0.04406779661016949,0.23975720789074356,0.6329113924050633,0.6896551724137931,0.16,0.3125948406676783,0.49514563106796117,0.5204081632653061,0.029411764705882353,0.2898330804248862,0.4397905759162304,0.44680851063829785,0.09523809523809523,0.009104704097116844,0.6666666666666666,0.6666666666666666,0.75,0.14871016691957512,0.40816326530612246,0.41237113402061853,0.775,0.24561403508771928,0.6428571428571429,0.017543859649122806,1.0,1.0,0.12280701754385964,0.2857142857142857,0.5,0.24113475177304963,0.5588235294117647,0.1773049645390071,0.28,0.3975720789074355,0.40816326530612246,0.4729146656534953,0.45556590909090905,0.44673829787234043,0.07902298850574713,0.0929054054054054,0.07416267942583732,0.25717703349282295,9.595855855855858,25.394230769230774,0.1963011031797534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1517,1610612740,Bobby Jackson,Bobby Jackson,1517,NOH,2977.0,50.0,-19.0,88.0,92.0,24.0,16.0,9.0,180.0,4.0,5.0,,,,1.0,,1.0,,2.0,,1.0,,,1.0,5.0,,,,1.0,4.0,8.0,1.0,6.0,1.0,12.0,89.0,,,,,,,,1.0,,2.0,,,,8.0,,3.0,,5.0,1.0,,,5.0,1.0,6.0,,1.0,,2.0,3.0,13.0,,1.0,,4.0,4.0,1.0,5.0,,3.0,,3.0,1.0,1.0,1.0,1.0,,,,2.0,,2.0,3.0,6.0,,1.0,,4.0,,1.0,1.0,1.0,,1.0,,,,24.0,,,,,,0.16666666666666666,,,0.16666666666666666,0.5,,,0.39285714285714285,,,0.42857142857142855,,,0.42857142857142855,,,,,,,16.3265306122449,0.5,0.125,0.02857142857142857,,,0.09090909090909091,0.021739130434782608,,0.08333333333333333,,,,0.125,,0.16666666666666666,,,,0.35714285714285715,0.8,0.8,,0.07142857142857142,,,,0.14285714285714285,,,,0.07142857142857142,,,,0.35714285714285715,0.2,0.2,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.7857142857142857,0.2,0.4802785714285714,,0.3788833333333333,0.07142857142857142,0.125,,,6.8125,26.683333333333337,0.2727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,
1763,1610612740,Ryan Bowen,Ryan Bowen,1763,NOH,7675.0,128.0,-28.0,237.0,235.0,25.0,37.0,32.0,472.0,4.0,13.0,1.0,5.0,1.0,1.0,,1.0,2.0,5.0,,,,,,,,,,,6.0,19.0,,,4.0,16.0,259.0,2.0,7.0,,,2.0,6.0,1.0,1.0,,,1.0,3.0,10.0,2.0,,,2.0,,,2.0,,1.0,2.0,3.0,2.0,,1.0,,,8.0,4.0,9.0,,8.0,8.0,13.0,21.0,1.0,5.0,5.0,,,1.0,,6.0,2.0,,2.0,6.0,,1.0,11.0,18.0,,3.0,1.0,5.0,,1.0,8.0,,,4.0,,,3.0,25.0,1.0,,0.8333333333333334,1.0,,,,,,0.3157894736842105,0.2857142857142857,1.0,0.3157894736842105,0.2857142857142857,1.0,0.34782608695652173,0.375,0.75,,,0.10526315789473684,0.15384615384615385,,,,10.507246376811596,,0.11267605633802817,0.1,,0.10256410256410256,0.08080808080808081,0.10077519379844961,0.10714285714285714,0.11428571428571428,0.07407407407407407,0.14814814814814814,,0.1875,0.125,0.06451612903225806,,,0.09090909090909091,0.6842105263157895,0.3076923076923077,0.36363636363636365,0.75,0.05263157894736842,,,,0.2631578947368421,0.4,0.4,1.0,,,,,,,,,0.7142857142857143,0.2,,,,,,,1.0,1.0,,,0.6842105263157895,,0.5213263157894737,0.5565599999999999,0.5614,0.17391304347826086,0.17391304347826086,0.375,0.1875,5.242105263157894,,0.10548523206751055,,2.0,2.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,True,
200756,1610612740,Hilton Armstrong,Hilton Armstrong,200756,NOH,9010.0,150.0,-61.0,281.0,287.0,76.0,87.0,36.0,568.0,12.0,24.0,8.0,11.0,1.0,2.0,1.0,5.0,1.0,4.0,,,,,,,,,,,14.0,33.0,,,9.0,37.0,345.0,9.0,14.0,,,2.0,20.0,2.0,4.0,,,3.0,7.0,10.0,18.0,,,16.0,,,10.0,,3.0,,3.0,,,,,3.0,6.0,2.0,13.0,4.0,15.0,22.0,15.0,37.0,2.0,2.0,2.0,,4.0,,2.0,7.0,,2.0,2.0,11.0,1.0,1.0,16.0,28.0,,1.0,5.0,12.0,2.0,,16.0,,,6.0,2.0,,7.0,76.0,2.0,2.0,0.35714285714285715,0.8333333333333334,,,,,,0.42424242424242425,0.6428571428571429,0.5,0.42424242424242425,0.6428571428571429,0.5,0.45121951219512196,0.6666666666666666,0.4375,,,0.30303030303030304,0.2916666666666667,0.6,,,16.09907120743034,0.36363636363636365,0.19230769230769232,0.12149532710280374,0.12121212121212122,0.06666666666666667,0.17117117117117117,0.10948905109489052,0.2,0.13333333333333333,0.047619047619047616,0.043478260869565216,0.14285714285714285,0.24,0.4,0.11627906976744186,0.16,,0.2222222222222222,0.7272727272727273,0.5,0.7058823529411765,0.25,0.15151515151515152,0.2,0.5,1.0,0.12121212121212122,0.25,0.25,1.0,,,,,,,,,0.7857142857142857,0.7272727272727273,,,,,,,0.5,0.5,,,0.7272727272727273,,0.516739393939394,0.4852166666666667,0.39299999999999996,0.15384615384615385,0.15384615384615385,0.5405405405405406,0.1891891891891892,3.218181818181818,,0.2704626334519573,,3.0,1.0,3.0,2.0,0.6666666666666666,,3.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,True,
2050,1610612740,Morris Peterson,Morris Peterson,2050,NOH,107745.0,1796.0,212.0,3391.0,3391.0,671.0,551.0,410.0,6782.0,54.0,103.0,5.0,10.0,6.0,10.0,12.0,29.0,36.0,97.0,74.0,172.0,4.0,9.0,39.0,115.0,6.0,11.0,7.0,16.0,102.0,229.0,113.0,287.0,65.0,608.0,3648.0,9.0,23.0,10.0,20.0,5.0,53.0,11.0,25.0,18.0,47.0,14.0,90.0,168.0,36.0,327.0,12.0,12.0,114.0,39.0,13.0,,45.0,22.0,67.0,11.0,11.0,27.0,9.0,9.0,156.0,10.0,26.0,43.0,123.0,170.0,36.0,206.0,14.0,47.0,29.0,18.0,14.0,2.0,9.0,27.0,,5.0,5.0,41.0,4.0,7.0,65.0,125.0,,3.0,10.0,74.0,9.0,12.0,85.0,6.0,1.0,31.0,7.0,,90.0,671.0,11.0,6.0,0.8235294117647058,0.875,0.9646017699115044,0.39372822299651566,0.5,0.3829787234042553,0.3951048951048951,0.44541484716157204,0.391304347826087,0.44,0.5261627906976745,0.5581395348837209,0.5277777777777778,0.5498188405797102,0.5520833333333334,0.5555555555555556,0.5562015503875969,,0.056768558951965066,0.0970873786407767,0.06896551724137931,0.010309278350515464,,15.307176045431078,0.34146341463414637,0.10594315245478036,0.02195945945945946,0.11315789473684211,0.022675736961451247,0.10772225827384815,0.022153846153846152,0.023121387283236993,0.015748031496062992,0.0262582056892779,0.017543859649122806,0.03205128205128205,0.08708708708708708,0.0777027027027027,0.13345864661654136,0.12027491408934708,0.0898876404494382,0.05,0.1996124031007752,0.5242718446601942,0.5806451612903226,0.8518518518518519,0.0562015503875969,0.41379310344827586,0.4444444444444444,0.5833333333333334,0.187984496124031,0.3711340206185567,0.375,0.8611111111111112,0.3333333333333333,0.43023255813953487,0.43023255813953487,0.9864864864864865,0.22286821705426357,0.3391304347826087,0.3391304347826087,0.9230769230769231,0.23255813953488372,0.5,0.20930232558139536,0.4444444444444444,0.75,0.2558139534883721,0.5454545454545454,0.8333333333333334,0.1388888888888889,0.6,0.2222222222222222,0.4375,0.7558139534883721,0.34210526315789475,0.546979708737864,0.50639,0.5161274647887324,0.06788990825688074,0.1220472440944882,0.08717105263157894,0.14802631578947367,9.21048034934498,24.04668989547039,0.19787673252727808,31.0,7.0,5.0,7.0,5.0,0.7142857142857143,0.4305555555555556,4.0,1.0,1.0,0.057971014492753624,11.0,1.0,8.0,2.0,6.0,0.3548387096774194,0.020618556701030927,,,,,,,,,,,True,
978,1610612740,Peja Stojakovic,Peja Stojakovic,978,NOH,95373.0,1590.0,183.0,3007.0,3015.0,582.0,476.0,351.0,6022.0,45.0,79.0,11.0,21.0,6.0,10.0,18.0,50.0,67.0,181.0,37.0,82.0,3.0,9.0,95.0,226.0,7.0,17.0,17.0,42.0,130.0,310.0,132.0,308.0,65.0,721.0,3267.0,18.0,40.0,10.0,26.0,9.0,75.0,24.0,56.0,24.0,60.0,30.0,150.0,178.0,82.0,393.0,3.0,20.0,226.0,95.0,19.0,4.0,42.0,24.0,66.0,10.0,14.0,18.0,6.0,18.0,156.0,4.0,31.0,41.0,103.0,158.0,37.0,195.0,4.0,35.0,21.0,14.0,24.0,3.0,13.0,14.0,3.0,11.0,5.0,38.0,3.0,5.0,30.0,67.0,,2.0,2.0,48.0,7.0,1.0,69.0,4.0,12.0,20.0,8.0,,150.0,582.0,6.0,7.0,0.6846153846153846,0.7416666666666667,0.9924242424242424,0.42857142857142855,0.38461538461538464,0.4,0.42857142857142855,0.41935483870967744,0.45,0.42857142857142855,0.5307443365695793,0.5,0.5172413793103449,0.5512422360248447,0.5357142857142857,0.5775193798449613,0.49838187702265374,0.012987012987012988,0.06129032258064516,0.17721518987341772,0.06,0.011049723756906077,0.01327433628318584,19.906460099386145,0.631578947368421,0.10137795275590551,0.029551954242135366,0.12202380952380952,0.010498687664041995,0.10650887573964497,0.024475524475524476,0.05161290322580645,0.018072289156626505,0.022113022113022112,0.016260162601626018,,0.07718120805369127,0.12062256809338522,0.10629067245119306,0.11067193675889328,0.1566265060240964,0.0121580547112462,0.127831715210356,0.569620253164557,0.6923076923076923,0.7333333333333333,0.08090614886731391,0.36,0.3829787234042553,0.6666666666666666,0.2928802588996764,0.3701657458563536,0.3743016759776536,0.6567164179104478,0.13268608414239483,0.45121951219512196,0.4567901234567901,1.0,0.3656957928802589,0.42035398230088494,0.4260089686098655,0.9894736842105263,0.3181818181818182,0.5238095238095238,0.13636363636363635,0.3333333333333333,1.0,0.25757575757575757,0.4117647058823529,1.0,0.08620689655172414,0.6,0.3620689655172414,0.40476190476190477,0.6262135922330098,0.42035398230088494,0.5110669902912622,0.5203148148148148,0.4880491379310345,0.03459119496855346,0.06134969325153374,0.10402219140083217,0.20804438280166435,12.439677419354837,24.791558441558443,0.1935483870967742,18.0,7.0,2.0,7.0,5.0,0.7142857142857143,0.15517241379310345,14.0,2.0,3.0,0.2413793103448276,7.0,,,,2.0,0.3888888888888889,0.0064516129032258064,2.0,0.012195121951219513,0.028985507246376812,0.2727272727272727,,,,,,,True,
2199,1610612740,Tyson Chandler,Tyson Chandler,2199,NOH,94225.0,1570.0,286.0,2967.0,2953.0,552.0,409.0,360.0,5920.0,186.0,267.0,66.0,100.0,26.0,36.0,35.0,98.0,2.0,5.0,,,,,,,,,,,223.0,370.0,,,111.0,557.0,3130.0,67.0,106.0,,,16.0,150.0,29.0,47.0,,,34.0,92.0,270.0,176.0,,,112.0,,,29.0,,33.0,16.0,49.0,15.0,1.0,17.0,5.0,11.0,114.0,47.0,125.0,96.0,234.0,345.0,172.0,517.0,17.0,27.0,17.0,10.0,33.0,4.0,13.0,50.0,2.0,20.0,4.0,83.0,5.0,19.0,61.0,138.0,,25.0,23.0,162.0,15.0,8.0,173.0,25.0,,85.0,14.0,1.0,92.0,552.0,6.0,12.0,0.6053811659192825,0.8083832335329342,,,,,,0.6027027027027027,0.6320754716981132,0.6170212765957447,0.6027027027027027,0.6320754716981132,0.6170212765957447,0.6272522522522522,0.635593220338983,0.6388888888888888,,,0.07837837837837838,0.06367041198501873,0.12244897959183673,,,15.527401296405422,0.39759036144578314,0.2254335260115607,0.12112403100775193,0.2926829268292683,0.11989795918367346,0.24158125915080528,0.12078651685393259,0.14381270903010032,0.16422287390029325,0.0663265306122449,0.11788617886178862,0.1232876712328767,0.1840277777777778,0.2536764705882353,0.23430962343096234,0.3147410358565737,0.22077922077922077,0.1452991452991453,0.7216216216216216,0.6966292134831461,0.744,0.6774193548387096,0.2648648648648649,0.35714285714285715,0.4069767441860465,0.22857142857142856,0.013513513513513514,0.4,0.4,0.5,,,,,,,,,0.9433962264150944,0.66,,,,,,,0.7659574468085106,0.7222222222222222,,,0.7216216216216216,,0.5438489189189188,0.5648579545454545,0.5712085106382979,0.19767441860465115,0.19767441860465115,0.26929982046678635,0.1651705565529623,2.268648648648649,,0.18604651162790697,,38.0,29.0,38.0,24.0,0.631578947368421,,15.0,2.0,7.0,0.2631578947368421,,,1.0,,,,,,,,0.15151515151515152,4.0,12.0,,,,,True,
2561,1610612740,David West,David West,2561,NOH,92132.0,1536.0,259.0,2908.0,2909.0,556.0,422.0,344.0,5817.0,123.0,209.0,37.0,60.0,31.0,48.0,91.0,228.0,141.0,289.0,,,,,2.0,8.0,1.0,2.0,1.0,4.0,355.0,726.0,2.0,8.0,133.0,849.0,3093.0,47.0,90.0,1.0,2.0,22.0,119.0,67.0,132.0,1.0,4.0,27.0,164.0,410.0,300.0,6.0,,56.0,7.0,2.0,38.0,,45.0,59.0,104.0,34.0,25.0,23.0,5.0,17.0,267.0,25.0,68.0,35.0,185.0,240.0,96.0,336.0,19.0,30.0,15.0,15.0,36.0,5.0,16.0,48.0,4.0,20.0,11.0,84.0,12.0,16.0,65.0,117.0,,5.0,19.0,143.0,11.0,4.0,159.0,14.0,,76.0,11.0,,164.0,556.0,5.0,9.0,0.5774647887323944,0.6269113149847095,1.0,0.25,0.5,0.25,0.2857142857142857,0.4889807162534435,0.5222222222222223,0.5075757575757576,0.4877384196185286,0.5271739130434783,0.5036764705882353,0.5260223048327137,0.5776699029126213,0.5394736842105263,0.010899182561307902,,0.05234159779614325,0.09569377990430622,0.07017543859649122,0.006920415224913495,,26.871980676328505,0.42857142857142855,0.18190757128810225,0.06746031746031746,0.109717868338558,0.06756756756756757,0.16467065868263472,0.06748911465892599,0.12286689419795221,0.05063291139240506,0.040100250626566414,0.05128205128205128,0.09558823529411764,0.1598639455782313,0.23552123552123552,0.16594827586206898,0.11428571428571428,0.0945945945945946,0.05688622754491018,0.2847411444141689,0.5885167464114832,0.6507936507936508,0.5121951219512195,0.3106267029972752,0.3991228070175439,0.42924528301886794,0.37362637362637363,0.39373297002724794,0.48788927335640137,0.4912891986062718,0.7659574468085106,,,,,0.010899182561307902,0.25,0.25,1.0,0.6521739130434783,0.6166666666666667,,,,0.021739130434782608,0.5,1.0,0.35294117647058826,0.6458333333333334,0.029411764705882353,0.25,0.2956403269754768,0.2857142857142857,0.45208724420191004,0.5169893333333333,0.4600962962962962,0.09547738693467336,0.09644670050761421,0.14016489988221437,0.19316843345111898,9.977548209366393,28.8375,0.19119669876203577,,47.0,35.0,50.0,30.0,0.6,,20.0,2.0,10.0,0.3333333333333333,,1.0,1.0,,,,,3.0,,0.04411764705882353,0.16216216216216217,,8.0,3.0,2.0,1.0,5.0,True,
1719,1610612740,Bonzi Wells,Bonzi Wells,1719,NOH,895.0,15.0,1.0,28.0,29.0,20.0,18.0,5.0,57.0,2.0,5.0,,,1.0,2.0,,2.0,,,,,,,,,,,,,2.0,7.0,,,2.0,6.0,30.0,,,,,,,1.0,3.0,,,,2.0,2.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,3.0,,,4.0,,,2.0,,,2.0,20.0,,,0.5,0.5,,,,,,0.2857142857142857,,0.3333333333333333,0.2857142857142857,,0.3333333333333333,0.3333333333333333,,0.25,,,0.2857142857142857,0.4,,,,27.27272727272727,,,,,,,,,,,,,,,,,,,0.7142857142857143,0.4,0.6666666666666666,0.5,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,,,0.7142857142857143,,0.5092285714285714,,0.45743333333333336,0.2222222222222222,0.2222222222222222,,0.3333333333333333,2.0285714285714285,,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2446,1610612740,Rasual Butler,Rasual Butler,2446,NOH,9012.0,150.0,24.0,280.0,275.0,56.0,58.0,39.0,555.0,2.0,3.0,,1.0,1.0,1.0,1.0,3.0,4.0,10.0,5.0,13.0,1.0,1.0,6.0,20.0,2.0,3.0,,5.0,7.0,16.0,11.0,33.0,4.0,51.0,288.0,,1.0,3.0,4.0,,9.0,2.0,2.0,2.0,7.0,,10.0,12.0,2.0,33.0,,,20.0,6.0,,,5.0,,5.0,,,4.0,,1.0,10.0,,2.0,5.0,10.0,16.0,2.0,18.0,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,5.0,10.0,,,,5.0,,1.0,6.0,,,3.0,,,10.0,56.0,1.0,,0.8571428571428571,0.8571428571428571,1.0,0.3333333333333333,0.75,0.2857142857142857,0.3333333333333333,0.4375,,1.0,0.47959183673469385,0.9,0.5555555555555556,0.49038461538461536,0.9,0.5555555555555556,0.673469387755102,,,,,,,16.307692307692307,,0.09174311926605505,0.022222222222222223,0.20833333333333334,,0.11278195488721804,0.014084507042253521,0.043478260869565216,,0.02631578947368421,,,0.1111111111111111,0.1,0.07692307692307693,0.2,0.25,,0.061224489795918366,0.6666666666666666,0.6666666666666666,1.0,0.061224489795918366,0.3333333333333333,0.3333333333333333,1.0,0.20408163265306123,0.4,0.4,0.75,0.2653061224489796,0.38461538461538464,0.38461538461538464,1.0,0.40816326530612246,0.3,0.3,1.0,0.2,,0.2,1.0,1.0,0.6,0.6666666666666666,1.0,0.1111111111111111,1.0,0.5555555555555556,,0.7346938775510204,0.3,0.518238775510204,0.536675,0.5532333333333335,0.057692307692307696,0.15789473684210525,0.17647058823529413,0.19607843137254902,14.1625,24.2060606060606,0.2,2.0,4.0,1.0,4.0,3.0,0.75,0.2222222222222222,1.0,2.0,1.0,0.125,2.0,,,,,1.0,,,,,,,,,,,,True,
