EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked,on,OffensiveGoaltends
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,105220.0,1754,-470,3475,3493,1026.0,747,410,6968,173.0,238.0,49.0,76.0,51.0,66.0,45.0,112.0,97.0,255.0,1.0,11.0,1.0,2.0,1.0,5.0,12.0,37.0,1.0,5.0,7.0,24.0,315.0,605,13.0,48.0,183.0,852.0,3991,62.0,111.0,2.0,7.0,33.0,163.0,89.0,155.0,8.0,29.0,67.0,269.0,404.0,226.0,36.0,3.0,88.0,1.0,36.0,12.0,36.0,34.0,19.0,53.0,16.0,3.0,21.0,6.0,7.0,125.0,25.0,95.0,3.0,59.0,154.0,20.0,233.0,123.0,356.0,12.0,36.0,19.0,17.0,38.0,3.0,15.0,47.0,7.0,23.0,3.0,9.0,85.0,16.0,25.0,73.0,156,16.0,21.0,201.0,18.0,13.0,260.0,28.0,125.0,19.0,26.0,2.0,1.0,19.0,1.0,7.0,28.0,14.0,1.0,2.0,4.0,269.0,1026.0,20.0,18.0,0.6412698412698413,0.7453874538745388,0.9230769230769231,0.2708333333333333,0.2857142857142857,0.27586206896551724,0.2765957446808511,0.5206611570247934,0.5585585585585585,0.5741935483870968,0.5122511485451761,0.5508474576271186,0.5489130434782609,0.5539661898569571,0.5780141843971631,0.5873362445414847,0.07350689127105667,0.05950413223140496,0.09663865546218488,0.11607142857142858,21.58200657063432,0.4470588235294118,0.19801980198019803,0.02,0.1375,0.08091993185689948,0.13981042654028436,0.05219206680584551,0.13813229571984437,0.07259528130671507,0.11893203883495146,0.08282208588957055,0.04357798165137615,0.05641025641025641,0.033707865168539325,0.10397553516819572,0.16722408026755853,0.1417004048582996,0.13855421686746988,0.14444444444444443,0.042704626334519574,0.5,0.36447166921898927,0.726890756302521,0.8046511627906977,0.5722543352601156,0.17151607963246554,0.4017857142857143,0.45454545454545453,0.4666666666666667,0.3905053598774885,0.3803921568627451,0.3803921568627451,0.845360824742268,0.016845329249617153,0.09090909090909091,0.09090909090909091,1.0,0.05666156202143951,0.32432432432432434,0.32432432432432434,0.9166666666666666,0.6440677966101694,0.6447368421052632,0.10204081632653061,0.01694915254237288,0.5,1.0,0.0423728813559322,0.2,1.0,0.358695652173913,0.7727272727272727,0.02717391304347826,0.2,0.13043478260869565,0.2916666666666667,0.43797856049004597,0.3333333333333333,0.4715514592933948,0.5147786458333334,0.47096483516483506,0.16666666666666666,0.17806267806267806,0.19131455399061034,0.31572769953051644,9.457851239669424,25.841666666666672,0.2952517985611511,,,,,,,,,,,,True,
200752,1610612763,Rudy Gay,Rudy Gay,200752,MEM,71441.0,1191,-365,2349,2357,693.0,450,279,4706,79.0,134.0,16.0,23.0,29.0,42.0,44.0,106.0,57.0,131.0,9.0,23.0,1.0,2.0,1.0,8.0,40.0,152.0,5.0,19.0,14.0,62.0,180.0,371,49.0,175.0,121.0,628.0,2779,27.0,41.0,6.0,21.0,12.0,84.0,54.0,108.0,15.0,70.0,38.0,191.0,90.0,270.0,117.0,30.0,26.0,2.0,150.0,40.0,11.0,53.0,16.0,69.0,12.0,4.0,21.0,12.0,20.0,154.0,17.0,34.0,1.0,28.0,106.0,16.0,150.0,52.0,202.0,18.0,37.0,31.0,6.0,52.0,4.0,21.0,22.0,2.0,31.0,2.0,9.0,74.0,6.0,20.0,36.0,74,1.0,4.0,116.0,6.0,10.0,149.0,6.0,54.0,19.0,35.0,3.0,3.0,23.0,,9.0,38.0,27.0,2.0,,1.0,191.0,693.0,8.0,18.0,0.25,0.2694610778443114,0.7959183673469388,0.28,0.2857142857142857,0.21428571428571427,0.2832369942196532,0.48517520215633425,0.6585365853658537,0.5,0.4642857142857143,0.5806451612903226,0.4297752808988764,0.506514657980456,0.6102941176470589,0.46798029556650245,0.32051282051282054,0.029649595687331536,0.08208955223880597,,25.634328358208954,0.7027027027027027,0.26666666666666666,0.010101010101010102,0.14520547945205478,0.04171779141104295,0.0989399293286219,0.05246913580246913,0.13228035538005922,0.04477611940298507,0.06666666666666667,0.03375527426160337,0.023890784982935155,0.05223880597014925,0.05357142857142857,0.14563106796116504,0.11616161616161616,0.16257668711656442,0.10222222222222223,0.08620689655172414,0.06020066889632107,0.7105263157894737,0.2454212454212454,0.5895522388059702,0.6422764227642277,0.43037974683544306,0.19413919413919414,0.41509433962264153,0.41509433962264153,0.13636363636363635,0.23992673992673993,0.4351145038167939,0.4351145038167939,0.08771929824561403,0.04212454212454213,0.391304347826087,0.391304347826087,0.8888888888888888,0.2783882783882784,0.2631578947368421,0.26490066225165565,0.775,0.3709677419354839,0.6956521739130435,0.0625,0.03225806451612903,0.5,,0.3064516129032258,0.2631578947368421,0.6,0.23595505617977527,0.6904761904761905,0.0449438202247191,0.125,0.34831460674157305,0.22580645161290322,0.5659340659340659,0.26666666666666666,0.4900607933579336,0.5118889999999999,0.48598247126436783,0.09243697478991597,0.1288782816229117,0.1337579617834395,0.304140127388535,9.242318059299189,25.80857142857143,0.2950191570881226,1.0,1.0,6.0,1.0,3.0,0.005714285714285714,0.006578947368421052,0.005681818181818182,,,,True,
200768,1610612763,Kyle Lowry,Kyle Lowry,200768,MEM,61977.0,1033,-217,2064,2071,652.0,537,250,4135,60.0,125.0,6.0,9.0,11.0,37.0,25.0,46.0,25.0,63.0,10.0,21.0,,,4.0,5.0,7.0,51.0,1.0,4.0,1.0,17.0,110.0,234,17.0,72.0,120.0,391.0,2312,8.0,15.0,1.0,4.0,2.0,21.0,31.0,71.0,5.0,22.0,60.0,137.0,38.0,182.0,39.0,12.0,8.0,12.0,39.0,7.0,34.0,94.0,62.0,156.0,52.0,10.0,43.0,15.0,36.0,374.0,7.0,13.0,,37.0,66.0,2.0,105.0,20.0,125.0,3.0,43.0,20.0,23.0,31.0,5.0,19.0,29.0,3.0,12.0,,6.0,60.0,2.0,22.0,36.0,82,4.0,11.0,146.0,5.0,21.0,173.0,10.0,72.0,18.0,11.0,,,9.0,,2.0,11.0,4.0,,,1.0,137.0,652.0,9.0,18.0,0.17272727272727273,0.1792452830188679,0.7647058823529411,0.2361111111111111,0.25,0.22727272727272727,0.2833333333333333,0.4700854700854701,0.5333333333333333,0.43661971830985913,0.44281045751633985,0.5,0.41397849462365593,0.5051679586563308,0.525,0.5074074074074074,0.23529411764705882,0.1452991452991453,0.224,0.08695652173913043,18.95674300254453,0.5166666666666667,0.03076923076923077,,0.10153846153846154,0.019230769230769232,0.14285714285714285,0.023890784982935155,0.11331133113311331,0.02063983488132095,0.01694915254237288,0.021739130434782608,0.01953125,0.02880658436213992,,0.06965174129353234,0.09259259259259259,0.1289198606271777,0.15048543689320387,0.11320754716981132,0.023622047244094488,0.36363636363636365,0.4084967320261438,0.48,0.6185567010309279,0.2,0.1503267973856209,0.5434782608695652,0.5952380952380952,0.04,0.20588235294117646,0.3968253968253968,0.4098360655737705,0.24,0.06862745098039216,0.47619047619047616,0.47619047619047616,0.9,0.16666666666666666,0.13725490196078433,0.14285714285714285,0.5714285714285714,0.47368421052631576,0.6666666666666666,,,,,0.21052631578947367,0.25,,0.3978494623655914,0.2972972972972973,0.053763440860215055,0.8,0.1827956989247312,0.058823529411764705,0.6437908496732027,0.1794871794871795,0.5065230375426621,0.496259375,0.47009085365853676,0.1978319783197832,0.24324324324324326,0.05370843989769821,0.35038363171355497,7.097863247863248,28.9375,0.31589147286821706,2.0,,,1.0,,0.027777777777777776,0.0392156862745098,0.0136986301369863,0.031746031746031744,,,True,
200784,1610612763,Bobby Jones,Bobby Jones,200784,MEM,2603.0,43,-9,82,78,29.0,14,12,160,5.0,5.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,5.0,,,,3.0,5.0,5,,5.0,3.0,13.0,80,1.0,1.0,,,,2.0,2.0,2.0,,3.0,2.0,6.0,4.0,6.0,,,2.0,,5.0,,,,,,,,,,,,1.0,1.0,,1.0,3.0,1.0,5.0,2.0,7.0,,,,,,,,2.0,,,,1.0,2.0,,1.0,1.0,5,1.0,1.0,5.0,1.0,2.0,4.0,,2.0,,,,,,,,,,,,,6.0,29.0,,,0.4,0.5,,,,,,1.0,1.0,1.0,0.5,1.0,0.4,0.5416666666666666,1.0,0.5,0.5,,,,14.893617021276597,,0.5,,0.09090909090909091,0.03333333333333333,0.1111111111111111,0.08333333333333333,0.09523809523809523,0.047619047619047616,0.14285714285714285,,,0.09090909090909091,,,,0.15,0.14285714285714285,,,,0.5,1.0,1.0,0.4,,,,,,,,,,,,,0.5,,,,1.0,1.0,,,,,,,,0.4,1.0,,,0.6,,1.0,,0.59855,0.6419,0.57367,0.16666666666666666,0.2857142857142857,0.15384615384615385,0.46153846153846156,0.5,25.7,0.35365853658536583,,,,,,,,,,,,True,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,12599.0,210,52,404,409,90.0,86,48,813,23.0,33.0,6.0,6.0,5.0,7.0,10.0,20.0,6.0,26.0,,,,,,,,2.0,,1.0,,1.0,39.0,79,,2.0,22.0,100.0,414,8.0,8.0,,1.0,1.0,17.0,7.0,12.0,,1.0,10.0,24.0,48.0,30.0,,,8.0,1.0,1.0,,8.0,14.0,4.0,18.0,3.0,1.0,9.0,1.0,4.0,40.0,3.0,9.0,1.0,6.0,27.0,5.0,38.0,13.0,51.0,2.0,3.0,3.0,,11.0,,7.0,5.0,2.0,4.0,,2.0,16.0,3.0,2.0,10.0,14,,1.0,29.0,1.0,,26.0,6.0,12.0,4.0,8.0,,,5.0,,2.0,8.0,4.0,,,,24.0,90.0,1.0,4.0,0.6153846153846154,0.6857142857142857,,,,,,0.4936708860759494,1.0,0.5833333333333334,0.48148148148148145,0.8888888888888888,0.5384615384615384,0.5494505494505495,0.9444444444444444,0.631578947368421,0.024691358024691357,0.10126582278481013,0.18181818181818182,0.05,23.311546840958606,0.6875,0.38461538461538464,0.058823529411764705,0.18120805369127516,0.07086614173228346,0.13953488372093023,0.06818181818181818,0.171875,0.07017543859649122,0.075,0.11764705882352941,0.03773584905660377,0.07692307692307693,,0.08333333333333333,0.24390243902439024,0.19444444444444445,0.15151515151515152,0.1,0.06060606060606061,0.5,0.4074074074074074,0.696969696969697,0.8518518518518519,0.6956521739130435,0.24691358024691357,0.5,0.5263157894736842,0.4,0.32098765432098764,0.23076923076923078,0.24,0.6666666666666666,,,,,0.024691358024691357,,,,0.6666666666666666,1.0,0.3333333333333333,,,,0.1111111111111111,,,0.5384615384615384,0.7142857142857143,,,0.07692307692307693,,0.43209876543209874,,0.47190812499999996,0.52334375,0.5088916666666666,0.13793103448275862,0.1411764705882353,0.17,0.24,7.951898734177214,37.7,0.22277227722772278,,,,,1.0,,,,0.038461538461538464,,,True,
2434,1610612763,Juan Carlos Navarro,Juan Carlos Navarro,2434,MEM,54305.0,905,-317,1813,1832,535.0,453,215,3645,20.0,44.0,2.0,7.0,5.0,13.0,43.0,81.0,8.0,33.0,6.0,22.0,,2.0,1.0,9.0,55.0,168.0,3.0,14.0,9.0,35.0,71.0,158,61.0,190.0,56.0,381.0,2122,7.0,21.0,3.0,16.0,5.0,28.0,17.0,43.0,10.0,44.0,34.0,98.0,44.0,98.0,156.0,27.0,4.0,,168.0,55.0,7.0,63.0,12.0,75.0,8.0,4.0,43.0,9.0,11.0,162.0,10.0,11.0,,22.0,55.0,1.0,78.0,21.0,99.0,5.0,17.0,11.0,6.0,41.0,4.0,26.0,19.0,3.0,15.0,1.0,7.0,60.0,8.0,13.0,15.0,36,1.0,,71.0,4.0,13.0,66.0,1.0,14.0,17.0,1.0,,,1.0,,,1.0,1.0,,,,98.0,535.0,8.0,16.0,0.30985915492957744,0.3188405797101449,0.8524590163934426,0.32105263157894737,0.1875,0.22727272727272727,0.32105263157894737,0.44936708860759494,0.3333333333333333,0.3953488372093023,0.46695402298850575,0.3108108108108108,0.367816091954023,0.5,0.35,0.4537037037037037,0.5459770114942529,0.04430379746835443,0.06818181818181818,0.024691358024691357,21.33138969873664,0.6833333333333333,0.015625,,0.09927797833935018,0.01870748299319728,0.10232558139534884,0.03597122302158273,0.10013003901170352,0.02424942263279446,0.02403846153846154,0.023121387283236993,0.00966183574879227,0.03111111111111111,0.05660377358490566,0.07142857142857142,0.05660377358490566,0.14977973568281938,0.09815950920245399,0.11538461538461539,0.024390243902439025,1.0,0.12643678160919541,0.45454545454545453,0.4878048780487805,0.25,0.23275862068965517,0.5308641975308642,0.5443037974683544,0.27906976744186046,0.09482758620689655,0.24242424242424243,0.25806451612903225,0.625,0.06321839080459771,0.2727272727272727,0.2727272727272727,1.0,0.4827586206896552,0.3273809523809524,0.3313253012048193,0.8363636363636363,0.1891891891891892,0.2857142857142857,,0.05405405405405406,,,0.3783783783783784,0.21428571428571427,1.0,0.14942528735632185,0.38461538461538464,0.10344827586206896,0.1111111111111111,0.40229885057471265,0.2571428571428571,0.6724137931034483,0.3273809523809524,0.5071567528735632,0.49041399999999996,0.4874568965517242,0.04143646408839779,0.08187134502923976,0.07349081364829396,0.2572178477690289,8.481645569620252,25.356315789473683,0.29509100937672367,2.0,,2.0,1.0,,0.010526315789473684,0.011904761904761904,0.005235602094240838,0.06060606060606061,,,True,
2545,1610612763,Darko Milicic,Darko Milicic,2545,MEM,37744.0,629,-195,1261,1269,341.0,181,154,2530,43.0,77.0,11.0,26.0,8.0,20.0,24.0,87.0,5.0,21.0,,,,,,,,,,,,,72.0,185,,,30.0,174.0,1459,12.0,29.0,,,8.0,32.0,15.0,40.0,,,8.0,38.0,90.0,54.0,,,24.0,,,,18.0,14.0,6.0,20.0,4.0,2.0,8.0,2.0,4.0,46.0,17.0,40.0,2.0,31.0,73.0,18.0,122.0,59.0,181.0,4.0,14.0,12.0,2.0,23.0,1.0,7.0,17.0,4.0,16.0,,2.0,40.0,5.0,7.0,29.0,55,1.0,9.0,42.0,7.0,3.0,50.0,4.0,24.0,3.0,34.0,,,19.0,,11.0,34.0,24.0,,,1.0,38.0,341.0,1.0,3.0,0.625,0.75,,,,,,0.3891891891891892,0.41379310344827586,0.375,0.3891891891891892,0.41379310344827586,0.375,0.4182692307692308,0.4444444444444444,0.3958333333333333,,0.0972972972972973,0.15584415584415584,0.05747126436781609,17.294281729428175,0.575,0.5294117647058824,0.0425531914893617,0.1738095238095238,0.08849557522123894,0.20394736842105263,0.1111111111111111,0.18181818181818182,0.09421487603305785,0.10256410256410256,0.0979020979020979,0.06535947712418301,0.12096774193548387,0.06896551724137931,0.1896551724137931,0.19658119658119658,0.1497326203208556,0.17647058823529413,0.30303030303030304,0.042105263157894736,0.7058823529411765,0.41621621621621624,0.5584415584415584,0.6615384615384615,0.6511627906976745,0.4702702702702703,0.27586206896551724,0.2926829268292683,0.5833333333333334,0.11351351351351352,0.23809523809523808,0.25,0.6,,,,,,,,,0.896551724137931,0.4230769230769231,,,,,,,,0.5,0.4,,,,,0.41621621621621624,,0.47111243243243234,0.544432,0.49190999999999996,0.11707317073170732,0.11707317073170732,0.1839080459770115,0.21839080459770116,5.688108108108108,,0.2704203013481364,,,,,4.0,,,,0.047619047619047616,,,True,
200814,1610612763,Tarence Kinsey,Tarence Kinsey,200814,MEM,3723.0,62,-2,128,127,46.0,53,14,255,3.0,4.0,,1.0,2.0,3.0,1.0,3.0,5.0,12.0,2.0,2.0,,,1.0,1.0,,2.0,,,,2.0,9.0,19,2.0,4.0,5.0,29.0,124,,1.0,,,,,5.0,9.0,1.0,3.0,3.0,16.0,10.0,8.0,6.0,,,,2.0,,,1.0,,1.0,,,1.0,,,2.0,,2.0,,1.0,3.0,,4.0,2.0,6.0,,2.0,2.0,,1.0,,1.0,,,,,,1.0,,,3.0,5,,,5.0,,2.0,6.0,,1.0,2.0,,,,,,,,,,,,16.0,46.0,1.0,2.0,0.5555555555555556,0.5555555555555556,1.0,0.5,,0.3333333333333333,0.5,0.47368421052631576,,0.5555555555555556,0.5217391304347826,,0.5416666666666666,0.5576923076923077,,0.5714285714285714,0.17391304347826086,,,,18.493150684931507,1.0,,,0.057692307692307696,0.043478260869565216,0.1,,0.06451612903225806,0.034482758620689655,,0.2857142857142857,,,,,0.2857142857142857,0.038461538461538464,0.1111111111111111,,,,0.17391304347826086,0.75,0.75,0.3333333333333333,0.13043478260869565,0.3333333333333333,0.3333333333333333,,0.5217391304347826,0.4166666666666667,0.4166666666666667,0.8,0.08695652173913043,1.0,1.0,1.0,0.08695652173913043,,,,1.0,,,,,,,,,0.25,0.6666666666666666,0.08333333333333333,1.0,0.16666666666666666,,0.34782608695652173,,0.4651630434782609,0.5838,0.5009666666666667,0.041666666666666664,0.05,,0.5517241379310345,13.6,24.075,0.359375,,,,,,,,,,,,True,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,5623.0,94,-47,187,187,32.0,35,19,374,8.0,12.0,1.0,1.0,1.0,1.0,4.0,8.0,2.0,7.0,,,,,,,,,,,,,14.0,27,,,5.0,33.0,220,3.0,3.0,,,1.0,7.0,3.0,5.0,,,1.0,7.0,14.0,14.0,,,4.0,,,,3.0,2.0,,2.0,,,1.0,,1.0,4.0,3.0,2.0,1.0,1.0,9.0,2.0,12.0,6.0,18.0,,2.0,1.0,1.0,3.0,1.0,1.0,3.0,,2.0,,,6.0,,1.0,7.0,12,2.0,1.0,6.0,,,9.0,1.0,4.0,1.0,8.0,,,6.0,,2.0,8.0,4.0,1.0,1.0,,7.0,32.0,,1.0,0.5,0.5833333333333334,,,,,,0.5185185185185185,1.0,0.6,0.5185185185185185,1.0,0.6,0.532258064516129,0.875,0.5833333333333334,,0.1111111111111111,0.08333333333333333,0.25,17.788461538461537,0.5,0.3333333333333333,0.125,0.1232876712328767,0.03508771929824561,0.06666666666666667,0.10714285714285714,0.11363636363636363,0.058823529411764705,,,0.05714285714285714,0.13043478260869565,,0.17391304347826086,0.1111111111111111,0.0975609756097561,0.07692307692307693,,,0.5,0.4444444444444444,0.6666666666666666,0.7272727272727273,0.625,0.2962962962962963,0.5,0.6666666666666666,,0.25925925925925924,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,0.3333333333333333,1.0,,,,,,,,0.2,1.0,,,,,0.4444444444444444,,0.46858888888888894,0.29645,0.37774,0.13333333333333333,0.13333333333333333,0.21212121212121213,0.21212121212121213,6.574074074074074,,0.1711229946524064,,,,,,,,,,,,True,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,49059.0,818,-137,1637,1643,393.0,272,172,3280,49.0,81.0,5.0,10.0,11.0,15.0,6.0,18.0,27.0,61.0,5.0,17.0,1.0,2.0,1.0,3.0,48.0,107.0,3.0,13.0,12.0,25.0,82.0,160,53.0,124.0,62.0,385.0,1860,6.0,14.0,4.0,15.0,4.0,28.0,19.0,34.0,13.0,28.0,22.0,99.0,52.0,112.0,138.0,21.0,4.0,,107.0,48.0,15.0,68.0,16.0,84.0,11.0,5.0,41.0,12.0,15.0,184.0,3.0,13.0,,36.0,89.0,3.0,128.0,16.0,144.0,5.0,13.0,11.0,2.0,36.0,5.0,20.0,21.0,2.0,16.0,2.0,1.0,57.0,3.0,16.0,28.0,46,2.0,9.0,69.0,1.0,6.0,85.0,13.0,34.0,6.0,4.0,,,3.0,,1.0,4.0,2.0,,1.0,,99.0,393.0,3.0,5.0,0.3170731707317073,0.325,0.8679245283018868,0.4274193548387097,0.26666666666666666,0.4642857142857143,0.4274193548387097,0.5125,0.42857142857142855,0.5588235294117647,0.5686619718309859,0.41379310344827586,0.6209677419354839,0.6022364217252396,0.4375,0.6575342465753424,0.43661971830985913,0.09375,0.18518518518518517,,20.0870985302123,0.631578947368421,0.06976744186046512,,0.16635514018691588,0.024714828897338403,0.18274111675126903,0.01485148514851485,0.17076502732240437,0.02197802197802198,0.03260869565217391,0.020833333333333332,0.020202020202020204,0.01764705882352941,,0.16666666666666666,0.13380281690140844,0.18518518518518517,0.18471337579617833,0.175,0.03787878787878788,0.5,0.2852112676056338,0.6049382716049383,0.7424242424242424,0.2653061224489796,0.06338028169014084,0.3333333333333333,0.3333333333333333,0.5,0.2147887323943662,0.4426229508196721,0.4426229508196721,0.37037037037037035,0.05985915492957746,0.29411764705882354,0.29411764705882354,1.0,0.3767605633802817,0.4485981308411215,0.4485981308411215,0.8541666666666666,0.3448275862068966,0.5,,0.06896551724137931,0.5,1.0,0.4482758620689655,0.23076923076923078,0.6666666666666666,0.24193548387096775,0.7333333333333333,0.04838709677419355,0.3333333333333333,0.4032258064516129,0.48,0.721830985915493,0.4485981308411215,0.5172794014084505,0.5336729166666666,0.4906846774193548,0.12052117263843648,0.1878453038674033,0.07272727272727272,0.2571428571428571,8.56375,25.816129032258065,0.24007330482590103,,,11.0,3.0,,,,0.023809523809523808,,1.0,,True,
