EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,LongMidRangeFGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PtsAssisted2s,DefThreePtRebounds,LostBallSteals,LostBallTurnovers,Travels,ShootingFouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,FTDefRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,OffThreePtRebounds,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,FTOffRebounds,SelfOReb,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Technical Free Throw Trips,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGM,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,1435.0,24,8,50,53,26,34.0,8.0,103,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,6.0,1.0,4.0,1.0,8.0,44,1.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,26,1.0,0.25,0.25,0.3333333333333333,0.25,0.35,0.14285714285714285,0.4,0.14285714285714285,0.4,0.16666666666666666,0.5,20.967741935483872,0.3333333333333333,0.0625,0.047619047619047616,0.043478260869565216,0.037037037037037035,0.1111111111111111,0.2,0.2,0.5,1.0,0.1,1.0,1.0,0.3,0.4,0.25,0.25,1.0,1.0,0.14285714285714285,0.42857142857142855,0.6,0.25,0.48525999999999997,0.4701571428571429,0.1,0.16666666666666666,0.25,10.466666666666667,24.55,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,2401.0,40,-10,77,77,29,32.0,12.0,154,2.0,4.0,3.0,1.0,4.0,2.0,1.0,3.0,,1.0,4.0,10.0,1.0,3.0,2.0,13.0,78,,3.0,7.0,1.0,9.0,6.0,3.0,3.0,1.0,,3.0,3.0,3.0,,,6.0,,2.0,3.0,,3.0,2.0,1.0,3.0,1.0,2.0,2.0,,5.0,,1.0,7.0,3.0,2.0,,1.0,9.0,29,1.0,0.3333333333333333,0.3333333333333333,0.4,0.42857142857142855,0.4230769230769231,0.5625,0.4642857142857143,0.5625,0.23076923076923078,,,20.652173913043477,0.6,0.08,,0.1,,,0.2222222222222222,0.3076923076923077,0.5,0.5,0.3076923076923077,0.25,0.25,0.15384615384615385,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,,0.375,0.125,0.5384615384615384,0.3333333333333333,0.48602692307692313,0.506225,0.07142857142857142,0.09090909090909091,0.6923076923076923,6.85,27.0,0.37662337662337664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,0.25,0.25,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,0.5357,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,1742.0,29,-1,57,57,27,30.0,11.0,114,6.0,7.0,6.0,,,5.0,,,,,9.0,12.0,,,5.0,23.0,58,,6.0,7.0,,17.0,8.0,,,,,1.0,1.0,,1.0,,2.0,4.0,4.0,6.0,4.0,10.0,,,1.0,1.0,,1.0,,2.0,,,4.0,5.0,6.0,,1.0,17.0,27,,,,0.75,0.8571428571428571,0.75,0.8571428571428571,0.7666666666666667,0.85,,,,23.28767123287671,0.5,0.25,0.16666666666666666,0.21739130434782608,0.13333333333333333,0.25,0.2857142857142857,0.5833333333333334,0.8571428571428571,0.8571428571428571,,,,0.4166666666666667,,,,,,0.8571428571428571,,0.5833333333333334,,0.5086916666666667,0.5687571428571429,0.07692307692307693,0.07692307692307693,0.7391304347826086,7.108333333333333,,0.47368421052631576,2.0,2.0,6.0,3.0,,2.0,3.0,5.0,,10.0,1.0,,1.0,,1.0,,,0.5555555555555556,0.7142857142857143,,0.6666666666666666,0.6666666666666666,0.625,0.14285714285714285,,0.3333333333333333,0.6,0.6,0.6666666666666666,1.0,1.0,,0.4981333333333334,0.21739130434782608,1.0,5.0,4.0,1.0,1.0,2.0,2.0,0.5,0.2222222222222222,0.6666666666666666,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,2709.0,45,1,87,90,39,49.0,14.0,177,7.0,10.0,3.0,4.0,8.0,1.0,,,,,12.0,19.0,,,3.0,27.0,88,,2.0,6.0,,4.0,4.0,,,,1.0,,,,,,,4.0,4.0,7.0,5.0,12.0,4.0,2.0,1.0,,1.0,,,1.0,,1.0,4.0,4.0,5.0,1.0,3.0,4.0,39,,,,0.631578947368421,0.3333333333333333,0.631578947368421,0.3333333333333333,0.6428571428571429,0.3333333333333333,,0.05263157894736842,,21.153846153846153,1.0,0.14814814814814814,0.11764705882352941,0.1282051282051282,0.125,0.07142857142857142,0.25,0.5263157894736842,0.7,0.7,0.42105263157894735,0.5,0.5714285714285714,0.05263157894736842,,,,,,0.5,,0.5263157894736842,,0.4872526315789473,0.4822166666666667,0.14285714285714285,0.14285714285714285,0.14814814814814814,4.436842105263159,,0.4482758620689655,2.0,3.0,1.0,1.0,,2.0,3.0,4.0,,20.0,1.0,2.0,,,4.0,1.0,,0.8333333333333334,0.9090909090909091,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.16666666666666666,0.7142857142857143,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,,0.5628000000000001,0.14814814814814814,,,2.0,2.0,,,,0.3333333333333333,0.2,0.1111111111111111,,1.0,1.0,0.125,0.16666666666666666,0.1,0.16666666666666666,0.1,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201178,1610612762,Kyrylo Fesenko,Kyrylo Fesenko,201178,UTA,4206.0,70,-1,138,142,73,86.0,24.0,280,5.0,13.0,8.0,1.0,3.0,,,,,,6.0,16.0,,,2.0,14.0,135,,4.0,10.0,,10.0,10.0,,,,2.0,2.0,2.0,2.0,,,4.0,9.0,6.0,11.0,14.0,25.0,,,5.0,,1.0,3.0,,8.0,,4.0,19.0,5.0,4.0,,,10.0,73,,,,0.375,0.4,0.375,0.4,0.3888888888888889,0.4166666666666667,,0.125,0.15384615384615385,15.294117647058824,0.625,0.15384615384615385,0.15,0.19642857142857142,0.18055555555555555,0.12,0.26666666666666666,0.8125,0.38461538461538464,0.45454545454545453,0.1875,0.3333333333333333,0.3333333333333333,,,,,,,0.8,,0.8125,,0.49773124999999996,0.48016000000000003,,,0.7142857142857143,1.0625,,0.5289855072463768,3.0,9.0,3.0,,,3.0,10.0,8.0,,2.0,5.0,,4.0,,7.0,,4.0,0.16666666666666666,0.3333333333333333,,0.3,0.3,0.36363636363636365,0.29411764705882354,0.3,0.2,,,0.9,0.3333333333333333,0.375,,0.47701249999999995,0.5714285714285714,2.0,2.0,6.0,,2.0,2.0,2.0,,0.2,,0.2857142857142857,,4.0,,0.3333333333333333,0.13333333333333333,0.4,0.15384615384615385,,,1.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,0.3333333333333333,0.125,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,1560.0,26,8,52,53,34,39.0,13.0,105,1.0,3.0,3.0,,3.0,1.0,1.0,3.0,1.0,1.0,2.0,7.0,1.0,3.0,8.0,15.0,42,1.0,1.0,4.0,1.0,6.0,2.0,,3.0,1.0,1.0,3.0,5.0,3.0,,,12.0,4.0,1.0,4.0,4.0,8.0,3.0,1.0,1.0,,1.0,,,1.0,,,1.0,6.0,10.0,,4.0,6.0,34,,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.25,0.35,0.2,0.5,0.375,0.3,0.14285714285714285,,22.535211267605636,1.0,0.07692307692307693,0.13793103448275862,0.045454545454545456,0.1111111111111111,0.21428571428571427,,0.3,0.3333333333333333,0.3333333333333333,0.3,,,0.1,0.3,0.3333333333333333,0.3333333333333333,,0.25,0.6,0.2,0.6,0.3333333333333333,0.5082700000000001,0.55165,0.2857142857142857,0.36363636363636365,0.4,8.12857142857143,24.833333333333332,0.6538461538461539,1.0,2.0,1.0,1.0,,1.0,3.0,5.0,,2.0,,2.0,,,1.0,,,0.5,1.0,,0.3333333333333333,0.625,0.625,,,,1.0,1.0,0.5,0.5,0.3333333333333333,,0.5648875,0.3333333333333333,,4.0,2.0,3.0,1.0,1.0,1.0,0.75,0.1,,,1.0,,0.3333333333333333,,,,0.2,,,,1.0,,,,,,,,,,0.16666666666666666,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,892.0,15,8,32,30,16,16.0,6.0,62,,2.0,1.0,,,3.0,,1.0,,1.0,1.0,5.0,1.0,2.0,,5.0,19,,1.0,3.0,1.0,2.0,2.0,3.0,1.0,,,3.0,3.0,2.0,1.0,,6.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,2.0,,,1.0,,,,,2.0,16,1.0,0.5,0.5,0.2,0.3333333333333333,0.35714285714285715,0.25,0.35714285714285715,0.25,0.2857142857142857,,,21.42857142857143,0.5,,,0.1,,,,0.2857142857142857,,,,,,0.42857142857142855,0.14285714285714285,,,,,0.25,0.25,0.5714285714285714,,0.4895071428571428,0.475175,,,0.4,9.98,23.65,0.5,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,0.25,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,1745.0,29,1,59,63,40,55.0,10.0,122,3.0,7.0,5.0,,,2.0,,,,,3.0,9.0,,,4.0,10.0,68,,2.0,6.0,,6.0,,,,,1.0,1.0,1.0,,1.0,,2.0,2.0,1.0,3.0,2.0,5.0,3.0,3.0,2.0,,1.0,,,2.0,1.0,2.0,4.0,4.0,5.0,,2.0,6.0,40,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.42857142857142855,,0.1111111111111111,0.14285714285714285,18.30985915492958,1.0,0.07142857142857142,0.09523809523809523,0.13636363636363635,0.08695652173913043,0.2,,0.7777777777777778,0.42857142857142855,0.5,,,,0.2222222222222222,,,,,,0.8333333333333334,,0.7777777777777778,,0.5637666666666666,0.5785833333333333,0.18181818181818182,0.18181818181818182,0.6,4.455555555555555,,0.6779661016949152,,,2.0,,,,,2.0,,6.0,2.0,,1.0,,2.0,1.0,2.0,1.0,1.0,,,,1.0,0.25,,1.0,,,,,0.4,,,0.2,2.0,2.0,,,1.0,,,,,0.3333333333333333,0.5,,,,,,,,,,,1.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2078,1610612762,Jason Hart,Jason Hart,2078,UTA,2769.0,46,-2,84,84,39,45.0,16.0,168,,1.0,1.0,1.0,2.0,6.0,1.0,3.0,,1.0,1.0,9.0,2.0,5.0,2.0,10.0,83,1.0,,3.0,3.0,7.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,,,2.0,10.0,,4.0,4.0,,4.0,3.0,1.0,2.0,,2.0,,,2.0,1.0,2.0,3.0,2.0,3.0,,,7.0,39,0.5,0.4,0.5,0.1111111111111111,,0.2857142857142857,0.5,0.2857142857142857,0.5,0.35714285714285715,0.1111111111111111,1.0,15.384615384615383,1.0,0.18181818181818182,,0.12121212121212122,,,0.2222222222222222,0.07142857142857142,,,0.14285714285714285,0.5,0.5,0.42857142857142855,0.21428571428571427,0.3333333333333333,0.3333333333333333,,,0.16666666666666666,0.16666666666666666,0.42857142857142855,0.5,0.4423423076923077,0.45949166666666663,,,0.7,15.02222222222222,27.160000000000004,0.4642857142857143,,1.0,,,1.0,1.0,2.0,2.0,2.0,,,2.0,,,1.0,,1.0,,,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,,,1.0,0.5825666666666667,0.2,,1.0,,,1.0,,,,,,,,,,,,,0.2857142857142857,,,,,,,1.0,1.0,1.0,,,,,,,,,3.0,2.0,1.0,1.0,,,1.0,2.0,0.14285714285714285,0.5,0.5,1.0,3.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.5,True,,,,,,,,,,,,,,,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,604.0,10,-7,20,23,8,18.0,1.0,43,1.0,2.0,2.0,,2.0,2.0,,,,,1.0,6.0,,,3.0,5.0,23,,1.0,3.0,,5.0,,,,,1.0,2.0,2.0,,,2.0,4.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,4.0,2.0,3.0,1.0,2.0,5.0,8,,,,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.35714285714285715,0.625,,0.16666666666666666,,42.85714285714286,0.5,0.14285714285714285,,0.1111111111111111,,,,0.3333333333333333,0.5,0.5,0.3333333333333333,,,0.3333333333333333,,,,,,0.6666666666666666,,0.3333333333333333,,0.4378,0.5116333333333333,0.2857142857142857,0.2857142857142857,1.0,8.133333333333333,,0.4,,,1.0,,,,,,,2.0,,,,,2.0,,2.0,1.0,1.0,,,,,,,1.0,,,,,0.5,,,,,3.0,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
