EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,Blocked3s,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,OffensiveGoaltends,SecondChanceAtRimPctAssisted,3SecondViolations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,LongMidRangePctBlocked,Corner3PctBlocked,on
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,54857.0,914,136,1886,1884,737,611,247,3770,111.0,173.0,40.0,51.0,45.0,67.0,25.0,85.0,73.0,180.0,2.0,7.0,,2.0,5.0,21.0,62.0,2.0,5.0,5.0,24.0,209.0,438.0,23.0,69.0,158.0,645.0,1973.0,48.0,66.0,2.0,5.0,38.0,140.0,84.0,157.0,7.0,29.0,75.0,264.0,202.0,216.0,66.0,3.0,60.0,8.0,54.0,21.0,40.0,,51.0,21.0,72.0,12.0,9.0,43.0,,8.0,165.0,15.0,48.0,3.0,42.0,91.0,8.0,141,66.0,207,12.0,33.0,16.0,17.0,40.0,3.0,20.0,51.0,8.0,20.0,4.0,4.0,91.0,7.0,30.0,20.0,80.0,9.0,16.0,133.0,12.0,4.0,191.0,16.0,76.0,19.0,16.0,10.0,4.0,2.0,16.0,9.0,3.0,3.0,264.0,737,18.0,17.0,0.48325358851674644,0.5642458100558659,0.9565217391304348,0.3333333333333333,0.4,0.2413793103448276,0.3770491803278688,0.4771689497716895,0.7272727272727273,0.535031847133758,0.480276134122288,0.7183098591549296,0.5080645161290323,0.5401023890784983,0.7865168539325843,0.5748898678414097,0.13609467455621302,,0.091324200913242,0.14450867052023122,0.1411764705882353,,31.183786273606632,0.43956043956043955,0.12307692307692308,0.038461538461538464,0.13914373088685014,0.08,0.1700404858299595,0.05813953488372093,0.14761376248612654,0.07342657342657342,0.09813084112149532,0.07894736842105263,0.0641025641025641,0.04712041884816754,0.08955223880597014,0.06403940886699508,0.16666666666666666,0.17667844522968199,0.1871345029239766,0.13157894736842105,0.053811659192825115,0.5625,0.34122287968441817,0.6416184971098265,0.75,0.5315315315315315,0.16765285996055226,0.29411764705882354,0.3424657534246575,0.36,0.35502958579881655,0.40555555555555556,0.4124293785310734,0.4520547945205479,0.013806706114398421,0.2857142857142857,0.2857142857142857,1.0,0.1222879684418146,0.3387096774193548,0.3387096774193548,0.9523809523809523,0.7183098591549296,0.7843137254901961,,0.07042253521126761,0.4,1.0,0.3602150537634409,0.6716417910447762,0.026881720430107527,0.4,0.12903225806451613,0.20833333333333334,0.47731755424063116,0.3888888888888889,0.49075751503006015,0.5449333333333334,0.49638072625698315,0.13403880070546736,0.15261044176706828,0.21705426356589147,0.40930232558139534,9.291324200913243,28.942028985507243,0.39077412513255566,,,,,,,1.0,0.175,6.0,,,,17.0,0.016666666666666666,,True
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,81280.0,1355,350,2780,2795,948,794,349,5575,115.0,195.0,13.0,16.0,38.0,59.0,68.0,163.0,80.0,178.0,6.0,19.0,2.0,1.0,3.0,29.0,95.0,4.0,8.0,14.0,37.0,263.0,536.0,35.0,114.0,289.0,920.0,2870.0,24.0,43.0,5.0,10.0,15.0,78.0,87.0,167.0,15.0,40.0,124.0,343.0,84.0,442.0,75.0,30.0,2.0,1.0,94.0,29.0,38.0,2.0,159.0,108.0,267.0,71.0,37.0,102.0,23.0,34.0,642.0,6.0,14.0,2.0,25.0,53.0,3.0,81,22.0,103,3.0,82.0,57.0,25.0,70.0,9.0,45.0,32.0,3.0,25.0,4.0,8.0,102.0,11.0,30.0,18.0,41.0,,7.0,278.0,2.0,23.0,364.0,32.0,144.0,39.0,10.0,5.0,3.0,2.0,10.0,6.0,1.0,2.0,343.0,948,5.0,35.0,0.1596958174904943,0.16030534351145037,0.7142857142857143,0.30701754385964913,0.5,0.375,0.30973451327433627,0.4906716417910448,0.5581395348837209,0.5209580838323353,0.48538461538461536,0.5943396226415094,0.5289855072463768,0.5638957816377171,0.639344262295082,0.6129032258064516,0.1753846153846154,0.017543859649122806,0.0708955223880597,0.12307692307692308,0.06748466257668712,0.021052631578947368,28.508634222919937,0.6862745098039216,0.02857142857142857,0.017699115044247787,0.05526590198123045,0.016646848989298454,0.06944444444444445,0.014319809069212411,0.05913570887035633,0.015873015873015872,0.021671826625386997,0.013636363636363636,0.013422818791946308,0.01904761904761905,,0.03514376996805112,0.05084745762711865,0.07317073170731707,0.06808510638297872,0.072,0.00980392156862745,0.6,0.3,0.5897435897435898,0.672514619883041,0.19130434782608696,0.25076923076923074,0.4171779141104294,0.4473684210526316,0.1323529411764706,0.27384615384615385,0.449438202247191,0.45714285714285713,0.1375,0.02923076923076923,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.14615384615384616,0.30526315789473685,0.3118279569892473,0.7241379310344828,0.3018867924528302,0.8125,0.03773584905660377,0.1509433962264151,0.5,0.75,0.28502415458937197,0.6440677966101694,0.014492753623188406,0.3333333333333333,0.178743961352657,0.3783783783783784,0.4753846153846154,0.30851063829787234,0.48902665639445286,0.4736175,0.4877271844660194,0.19426336375488917,0.2222222222222222,0.08478260869565217,0.37282608695652175,8.8410447761194,25.41578947368421,0.3410071942446043,1.0,,,0.5,1.0,,,0.23076923076923078,,,5.0,0.04201680672268908,15.0,0.016853932584269662,,True
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,47628.0,794,204,1654,1668,735,586,215,3322,55.0,83.0,18.0,36.0,19.0,34.0,11.0,25.0,21.0,57.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,,,,1.0,87.0,165.0,2.0,6.0,46.0,226.0,1675.0,20.0,40.0,,1.0,10.0,50.0,33.0,69.0,1.0,3.0,29.0,98.0,136.0,38.0,6.0,,28.0,,3.0,1.0,4.0,,49.0,16.0,65.0,13.0,3.0,35.0,5.0,9.0,146.0,26.0,41.0,1.0,56.0,165.0,35.0,256,68.0,324,2.0,27.0,18.0,9.0,14.0,1.0,10.0,12.0,,4.0,,4.0,26.0,2.0,11.0,38.0,61.0,5.0,3.0,62.0,16.0,10.0,70.0,4.0,23.0,14.0,100.0,78.0,4.0,18.0,100.0,54.0,1.0,1.0,98.0,735,5.0,14.0,0.7816091954022989,0.9315068493150684,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.5272727272727272,0.5,0.4782608695652174,0.5263157894736842,0.4878048780487805,0.4791666666666667,0.553921568627451,0.5319148936170213,0.532608695652174,0.03508771929824561,,0.024242424242424242,0.03614457831325301,0.04,,12.118018967334036,0.5384615384615384,0.5223880597014925,0.012987012987012988,0.2815699658703072,0.082,0.25225225225225223,0.1078838174273859,0.27351485148514854,0.09041835357624832,0.09844559585492228,0.058333333333333334,0.08021390374331551,0.11049723756906077,0.1,0.20207253886010362,0.24427480916030533,0.35877862595419846,0.2714285714285714,0.21951219512195122,0.02631578947368421,0.54,0.4853801169590643,0.6626506024096386,0.6875,0.7454545454545455,0.14619883040935672,0.44,0.4583333333333333,0.6363636363636364,0.3333333333333333,0.3684210526315789,0.3684210526315789,0.9523809523809523,0.017543859649122806,0.3333333333333333,0.3333333333333333,1.0,0.017543859649122806,0.3333333333333333,0.3333333333333333,1.0,0.8780487804878049,0.5,0.024390243902439025,,,,0.4722222222222222,0.5588235294117647,0.027777777777777776,0.5,0.013888888888888888,,0.52046783625731,0.3333333333333333,0.49236374269005845,0.553080303030303,0.4945687499999999,0.12105263157894737,0.125,0.22123893805309736,0.4336283185840708,7.930303030303029,25.3,0.4443772672309553,,,,,,,1.0,0.2222222222222222,1.0,,,,,,,True
2403,1610612743,Nene,Nene,2403,DEN,7312.0,122,28,240,242,34,36,37,482,12.0,24.0,1.0,4.0,1.0,3.0,,2.0,3.0,7.0,,,,,,,1.0,,,,1.0,15.0,33.0,,1.0,11.0,41.0,235.0,1.0,5.0,,,3.0,5.0,2.0,6.0,,1.0,,4.0,16.0,14.0,,,,1.0,,,4.0,,6.0,3.0,9.0,3.0,,5.0,,1.0,21.0,3.0,7.0,1.0,7.0,21.0,2.0,30,11.0,41,1.0,6.0,3.0,3.0,5.0,,1.0,6.0,1.0,4.0,,3.0,11.0,2.0,3.0,10.0,21.0,2.0,1.0,18.0,1.0,2.0,19.0,1.0,9.0,1.0,9.0,3.0,,6.0,9.0,7.0,1.0,,4.0,34,2.0,1.0,0.5333333333333333,0.5333333333333333,,,,,,0.45454545454545453,0.2,0.3333333333333333,0.4411764705882353,0.2,0.2857142857142857,0.47674418604651164,0.3125,0.25,0.029411764705882353,,0.12121212121212122,0.16666666666666666,,,18.94736842105263,0.45454545454545453,0.18181818181818182,0.1111111111111111,0.21,0.08139534883720931,0.2,0.08108108108108109,0.2074074074074074,0.08130081300813008,0.13513513513513514,,0.06896551724137931,0.038461538461538464,0.18181818181818182,0.18181818181818182,0.19444444444444445,0.25806451612903225,0.2,0.2,0.07142857142857142,0.7777777777777778,0.7058823529411765,0.5,0.6,0.5833333333333334,0.058823529411764705,,,,0.20588235294117646,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,,,0.029411764705882353,,,,0.8,0.25,,,,,0.42857142857142855,0.3333333333333333,,,0.14285714285714285,,0.7352941176470589,,0.5380151515151516,0.554975,0.4715833333333333,0.21428571428571427,0.21951219512195122,0.12195121951219512,0.0975609756097561,4.209090909090909,51.3,0.14166666666666666,,,,,,,,,1.0,,,,,,,True
201192,1610612743,Taurean Green,Taurean Green,201192,DEN,134.0,2,3,3,4,3,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.3333333333333333,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True
2366,1610612743,Mike Wilks,Mike Wilks,2366,DEN,3390.0,56,10,108,106,21,25,12,214,1.0,3.0,,,1.0,1.0,,,3.0,5.0,,,,,,,1.0,,,,,4.0,8.0,,1.0,,8.0,97.0,,,,,,,2.0,2.0,,,,4.0,6.0,2.0,,,,,1.0,,,,2.0,,2.0,,,1.0,,1.0,4.0,,1.0,,1.0,4.0,,5,1.0,6,,3.0,2.0,1.0,2.0,,2.0,1.0,,,,1.0,3.0,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,4.0,21,,,0.75,0.75,,,,,,0.5,,1.0,0.4444444444444444,,1.0,0.4444444444444444,,1.0,0.1111111111111111,,,,,,9.836065573770492,0.6666666666666666,,,0.125,0.03571428571428571,0.06666666666666667,,0.10638297872340426,0.020833333333333332,0.058823529411764705,,,,,0.16666666666666666,0.25,,0.08333333333333333,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,0.5555555555555556,0.6,0.6,1.0,,,,,0.1111111111111111,,,,,,,,,,0.5,1.0,,,,,0.4444444444444444,,0.5033944444444445,,0.62775,,,,0.5,12.424999999999999,26.4,0.19444444444444445,,,,,,,,,,,,,,,,True
1741,1610612743,Jelani McCoy,Jelani McCoy,1741,DEN,260.0,4,-13,10,10,6,10,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1,,1,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,True
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,52875.0,881,-11,1844,1823,796,629,214,3667,77.0,114.0,15.0,23.0,32.0,48.0,16.0,41.0,9.0,30.0,21.0,53.0,2.0,11.0,26.0,19.0,70.0,,4.0,9.0,37.0,102.0,185.0,40.0,123.0,81.0,405.0,2033.0,22.0,32.0,,6.0,8.0,52.0,42.0,78.0,20.0,63.0,40.0,184.0,148.0,56.0,120.0,,26.0,3.0,67.0,19.0,19.0,1.0,36.0,17.0,53.0,15.0,2.0,18.0,4.0,14.0,123.0,7.0,30.0,2.0,21.0,75.0,15.0,111,39.0,150,6.0,21.0,14.0,7.0,19.0,4.0,8.0,29.0,4.0,11.0,2.0,7.0,48.0,7.0,16.0,47.0,89.0,9.0,8.0,74.0,2.0,2.0,110.0,7.0,51.0,6.0,12.0,10.0,1.0,1.0,12.0,8.0,,1.0,184.0,796,13.0,6.0,0.7254901960784313,0.8314606741573034,1.0,0.3252032520325203,,0.31746031746031744,0.3333333333333333,0.5513513513513514,0.6875,0.5384615384615384,0.525974025974026,0.5789473684210527,0.5106382978723404,0.564066852367688,0.6046511627906976,0.5542168674698795,0.39935064935064934,0.008130081300813009,0.10270270270270271,0.13157894736842105,0.04878048780487805,,19.38095238095238,0.3958333333333333,0.25862068965517243,0.02631578947368421,0.12274959083469722,0.050335570469798654,0.0963302752293578,0.032407407407407406,0.1158021712907117,0.04556650246305419,0.05172413793103448,0.04895104895104895,0.049773755656108594,0.02564102564102564,0.05,0.13043478260869565,0.11333333333333333,0.1220472440944882,0.09027777777777778,0.10810810810810811,0.04285714285714286,0.6666666666666666,0.37012987012987014,0.6754385964912281,0.7777777777777778,0.7792207792207793,0.1331168831168831,0.3902439024390244,0.41025641025641024,0.4375,0.09740259740259741,0.3,0.32142857142857145,0.7777777777777778,0.17207792207792208,0.39622641509433965,0.40384615384615385,1.0,0.22727272727272727,0.2714285714285714,0.2714285714285714,1.0,0.6052631578947368,0.6521739130434783,0.05263157894736842,0.10526315789473684,,,0.3404255319148936,0.6666666666666666,0.18439716312056736,0.4230769230769231,0.2624113475177305,0.24324324324324326,0.7694805194805194,0.2835820895522388,0.5502863934426228,0.5397359375,0.5420804347826086,0.14730878186968838,0.22270742358078602,0.12839506172839507,0.454320987654321,5.030270270270271,25.051219512195118,0.4316702819956616,,,,,,,1.0,0.26666666666666666,,,1.0,0.008064516129032258,,0.06666666666666667,0.018867924528301886,False
101144,1610612743,Von Wafer,Von Wafer,101144,DEN,3759.0,63,-13,132,134,95,107,15,266,2.0,8.0,,1.0,2.0,7.0,1.0,2.0,3.0,9.0,,1.0,1.0,,1.0,1.0,8.0,,,1.0,7.0,6.0,19.0,1.0,9.0,5.0,20.0,136.0,,1.0,,1.0,,,4.0,15.0,1.0,8.0,3.0,14.0,6.0,6.0,,3.0,,1.0,7.0,1.0,2.0,,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,,1.0,,1.0,7.0,,8,1.0,9,1.0,1.0,,1.0,6.0,1.0,2.0,4.0,1.0,4.0,,1.0,10.0,,7.0,3.0,4.0,,,4.0,,,7.0,1.0,3.0,1.0,,,,,1.0,,,,14.0,95,1.0,1.0,0.5,0.5,,0.1111111111111111,,0.125,0.125,0.3157894736842105,,0.26666666666666666,0.26785714285714285,,0.2391304347826087,0.3225806451612903,,0.28,0.32142857142857145,,0.10526315789473684,0.25,,,27.7027027027027,0.6,,,0.15217391304347827,0.03225806451612903,0.05555555555555555,,0.125,0.018867924528301886,0.058823529411764705,,,,,0.2,0.14285714285714285,0.11764705882352941,0.09090909090909091,,0.05555555555555555,,0.2857142857142857,0.25,0.3333333333333333,0.5,0.07142857142857142,0.5,0.5,,0.32142857142857145,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.03571428571428571,,,,0.2857142857142857,0.125,0.125,,0.5,,0.5,,,,0.30434782608695654,0.2857142857142857,0.043478260869565216,,0.30434782608695654,0.14285714285714285,0.6071428571428571,0.14285714285714285,0.4827611111111111,0.5879,0.49168636363636364,0.1,0.14285714285714285,,0.7,9.905263157894737,29.27777777777777,0.7196969696969697,,1.0,1.0,,,,,,,,,,,,,False
1741,1610612743,Jelani McCoy,Jelani McCoy,1741,DEN,1737.0,29,-1,56,57,18,20,5,113,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,3.0,60.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,3.0,1.0,5,1.0,6,,,,,1.0,,,3.0,,1.0,,2.0,4.0,1.0,1.0,4.0,6.0,,1.0,1.0,,,2.0,,1.0,,3.0,2.0,,1.0,4.0,,,1.0,,18,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,,0.75,,,,,,,,,9.836065573770492,0.25,0.3333333333333333,,0.15,,0.14285714285714285,0.25,0.14814814814814814,0.05263157894736842,,,,0.3333333333333333,,0.16666666666666666,0.3333333333333333,,,0.3333333333333333,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6104,,,0.5,0.5,,,,,0.32142857142857145,,1.0,,,,1.0,,,,,,,,,,False
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,87884.0,1465,7,3048,3058,808,603,309,6106,67.0,114.0,4.0,11.0,8.0,20.0,12.0,29.0,51.0,118.0,15.0,36.0,2.0,7.0,16.0,23.0,63.0,3.0,5.0,10.0,29.0,130.0,261.0,38.0,99.0,48.0,422.0,3325.0,8.0,18.0,3.0,7.0,7.0,32.0,19.0,44.0,17.0,45.0,21.0,110.0,176.0,84.0,105.0,9.0,6.0,3.0,60.0,23.0,13.0,1.0,246.0,42.0,288.0,31.0,11.0,136.0,29.0,81.0,618.0,3.0,17.0,2.0,38.0,77.0,5.0,120,22.0,142,3.0,85.0,45.0,40.0,46.0,28.0,40.0,42.0,3.0,6.0,2.0,3.0,88.0,5.0,24.0,57.0,132.0,5.0,6.0,54.0,4.0,6.0,62.0,6.0,26.0,8.0,22.0,10.0,6.0,6.0,25.0,14.0,,1.0,110.0,808,13.0,6.0,0.676923076923077,0.6929133858267716,0.9210526315789473,0.3838383838383838,0.42857142857142855,0.37777777777777777,0.3958333333333333,0.49808429118773945,0.4444444444444444,0.4318181818181818,0.5194444444444445,0.5,0.5,0.5438144329896907,0.5517241379310345,0.5445544554455446,0.275,0.010101010101010102,0.04980842911877394,0.10526315789473684,0.034482758620689655,,13.884007029876978,0.5227272727272727,0.06329113924050633,0.021052631578947368,0.07,0.015412511332728921,0.10734463276836158,0.014018691588785047,0.07909215955983494,0.015186028853454821,0.025906735751295335,0.00411522633744856,0.012658227848101266,0.013071895424836602,0.01639344262295082,0.041666666666666664,0.07806691449814127,0.0870488322717622,0.0992063492063492,0.12745098039215685,0.01744186046511628,0.56,0.31666666666666665,0.5877192982456141,0.6568627450980392,0.6417910447761194,0.08055555555555556,0.41379310344827586,0.42857142857142855,0.3333333333333333,0.3277777777777778,0.4322033898305085,0.4322033898305085,0.803921568627451,0.1,0.4166666666666667,0.42857142857142855,1.0,0.175,0.36507936507936506,0.36507936507936506,0.8695652173913043,0.44,0.36363636363636365,0.08,0.2,0.6,0.6666666666666666,0.2247191011235955,0.4,0.1797752808988764,0.4375,0.3258426966292135,0.3448275862068966,0.5916666666666667,0.38333333333333336,0.5198386554621849,0.5120630434782609,0.5119812499999999,0.06842105263157895,0.09252669039145907,0.07582938388625593,0.26066350710900477,9.742528735632183,25.83939393939394,0.2650918635170604,,3.0,1.0,,,2.0,,0.25,,,,,,,0.027777777777777776,False
200784,1610612743,Bobby Jones,Bobby Jones,200784,DEN,5128.0,85,-22,178,182,124,119,23,360,7.0,13.0,3.0,4.0,5.0,9.0,,,,4.0,1.0,3.0,,1.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,7.0,17.0,4.0,7.0,7.0,33.0,187.0,3.0,4.0,1.0,1.0,1.0,10.0,5.0,12.0,3.0,5.0,3.0,22.0,4.0,10.0,12.0,,6.0,,4.0,3.0,3.0,,2.0,,2.0,,,1.0,,1.0,4.0,2.0,5.0,,1.0,8.0,4.0,13,7.0,20,1.0,2.0,1.0,1.0,2.0,,,2.0,1.0,2.0,,,4.0,,1.0,7.0,18.0,2.0,1.0,7.0,,1.0,10.0,1.0,5.0,1.0,,,,,,,,,22.0,124,5.0,1.0,0.2857142857142857,0.5,1.0,0.5714285714285714,1.0,0.6,0.5714285714285714,0.4117647058823529,0.75,0.4166666666666667,0.5416666666666666,0.9,0.5588235294117647,0.5689655172413793,0.8333333333333334,0.5789473684210527,0.2916666666666667,,0.17647058823529413,0.23076923076923078,,,16.336633663366335,0.5,0.3333333333333333,,0.14035087719298245,0.09615384615384616,0.038461538461538464,0.06666666666666667,0.10843373493975904,0.08536585365853659,0.1,0.09090909090909091,0.09523809523809523,0.07407407407407407,,0.16666666666666666,0.21428571428571427,0.08,,0.125,0.1,,0.5416666666666666,0.5384615384615384,0.7,0.2857142857142857,,,,,0.16666666666666666,,,,0.125,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.75,0.75,1.0,0.8,0.75,,0.2,1.0,1.0,0.5294117647058824,0.5555555555555556,0.11764705882352941,0.5,0.17647058823529413,0.6666666666666666,0.8333333333333334,0.75,0.5605999999999999,0.5467200000000001,0.568764705882353,0.17857142857142858,0.23809523809523808,0.30303030303030304,0.6666666666666666,4.617647058823529,24.842857142857145,0.6966292134831461,,,,,,,,,,,,,,,,False
