EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,OffThreePtRebounds,FTDefRebounds,Loose Ball Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,DefensiveGoaltends,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,34705.0,578,-38,1069,1094,392,334,166,2163,39.0,73,2.0,5.0,14.0,25.0,12.0,37,30.0,74.0,5.0,11.0,1.0,2.0,4.0,11.0,32.0,1.0,7.0,22.0,81,184,16.0,43.0,77.0,287,1147,8.0,20.0,2.0,7.0,23.0,33.0,61,9.0,26.0,43.0,136.0,52.0,110.0,30.0,18.0,2.0,1.0,31.0,11.0,16.0,52.0,18.0,70.0,11.0,7.0,27.0,7.0,18.0,158.0,13.0,1.0,10.0,20,30,14.0,44,4.0,22,11.0,11.0,16.0,5.0,9.0,15.0,2.0,7.0,1.0,2.0,31,3.0,8.0,14,34,2.0,1.0,76,5.0,93.0,8.0,5.0,40.0,8.0,5.0,5.0,5.0,4.0,1.0,136.0,392,5.0,6.0,0.32098765432098764,0.325,0.625,0.37209302325581395,0.34615384615384615,0.38095238095238093,0.44021739130434784,0.4,0.5409836065573771,0.46255506607929514,0.36363636363636365,0.5344827586206896,0.5299625468164794,0.42,0.6081081081081081,0.1894273127753304,0.08695652173913043,0.1643835616438356,0.02702702702702703,0.04054054054054054,23.46456692913386,0.5161290322580645,0.016666666666666666,0.060240963855421686,0.029213483146067417,0.06802721088435375,0.06263048016701461,0.024528301886792454,0.043209876543209874,0.020618556701030927,0.021505376344086023,0.05128205128205128,0.06172839506172839,0.06716417910447761,0.06481481481481481,0.07692307692307693,0.03669724770642202,0.8,0.32158590308370044,0.5342465753424658,0.639344262295082,0.358974358974359,0.16299559471365638,0.32432432432432434,0.3333333333333333,0.16666666666666666,0.32599118942731276,0.40540540540540543,0.4225352112676056,0.3333333333333333,0.048458149779735685,0.45454545454545453,0.45454545454545453,1.0,0.14096916299559473,0.34375,0.34375,0.45454545454545453,0.22727272727272727,0.4,0.045454545454545456,0.045454545454545456,0.28735632183908044,0.56,0.04597701149425287,0.5,0.25287356321839083,0.3181818181818182,0.5110132158590308,0.3548387096774194,0.48872533333333334,0.44689761904761904,0.48394882352941176,0.15444015444015444,0.18518518518518517,0.08013937282229965,0.4738675958188153,9.147826086956524,26.013953488372096,0.3666978484565014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,6149.0,102,-10,181,190,50,34,31,371,5.0,9,,,1.0,3.0,4.0,7,4.0,11.0,,,,,,,,,,,13,27,,,2.0,28,196,1.0,5.0,,,2.0,3.0,9,,,,6.0,18.0,8.0,,,,,,,1.0,8.0,2.0,10.0,1.0,1.0,4.0,2.0,2.0,22.0,2.0,,1.0,4,5,2.0,7,,4,4.0,,2.0,,2.0,,,,,,2,,,4,8,1.0,,6,2.0,3.0,1.0,,2.0,,,,,,,6.0,50,,,0.6923076923076923,0.6923076923076923,,,,,0.48148148148148145,0.2,0.3333333333333333,0.48148148148148145,0.2,0.3333333333333333,0.5,0.2,0.3333333333333333,,0.037037037037037035,0.1111111111111111,,,13.100436681222707,1.0,,0.07547169811320754,0.02127659574468085,0.034482758620689655,0.06097560975609756,0.01904761904761905,,0.047619047619047616,0.023809523809523808,0.07142857142857142,,0.11538461538461539,0.041666666666666664,,,,0.3333333333333333,0.5555555555555556,0.625,0.4,0.25925925925925924,0.5714285714285714,0.5714285714285714,0.75,0.4074074074074074,0.36363636363636365,0.36363636363636365,1.0,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,0.4581925925925926,0.380825,0.4560777777777778,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.21428571428571427,8.844444444444447,,0.27624309392265195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1889,1610612755,Andre Miller,Andre Miller,1889,PHI,97792.0,1630,-43,3015,3014,619,550,477,6029,117.0,188,16.0,27.0,23.0,40.0,77.0,182,116.0,255.0,,1.0,,,1.0,1.0,11.0,2.0,1.0,5.0,310,625,1.0,12.0,107.0,730,3185,42.0,80.0,2.0,16.0,100.0,57.0,119,1.0,6.0,50.0,167.0,212.0,408.0,3.0,,20.0,3.0,8.0,1.0,35.0,264.0,34.0,298.0,22.0,12.0,168.0,27.0,69.0,630.0,35.0,5.0,35.0,81,118,53.0,171,8.0,61,35.0,26.0,66.0,21.0,46.0,41.0,4.0,20.0,1.0,8.0,107,18.0,23.0,35,102,6.0,5.0,115,5.0,147.0,17.0,,65.0,17.0,3.0,,3.0,2.0,,167.0,619,12.0,17.0,0.3419354838709677,0.35333333333333333,1.0,0.08333333333333333,0.16666666666666666,0.1111111111111111,0.496,0.525,0.4789915966386555,0.489010989010989,0.5121951219512195,0.468,0.51994301994302,0.5376344086021505,0.5318471337579618,0.018838304552590265,0.056,0.11170212765957446,0.054945054945054944,0.01568627450980392,22.616717920044728,0.616822429906542,0.03968253968253968,0.07879377431906615,0.027580772261623327,0.09831460674157304,0.0838150289017341,0.03296703296703297,0.02631578947368421,0.040123456790123455,0.020872865275142316,0.07309941520467836,0.052434456928838954,0.10023866348448687,0.09387755102040816,0.10810810810810811,0.02867383512544803,0.6666666666666666,0.29513343799058084,0.6223404255319149,0.7005988023952096,0.37606837606837606,0.2857142857142857,0.4230769230769231,0.4476744186046512,0.19480519480519481,0.4003139717425432,0.4549019607843137,0.46215139442231074,0.4051724137931034,0.0015698587127158557,,,,0.01726844583987441,0.09090909090909091,0.1,1.0,0.32926829268292684,0.5925925925925926,,0.024390243902439025,0.32,0.575,0.008,,0.04,0.2,0.3139717425431711,0.125,0.4558298895899053,0.45593421052631583,0.4484983606557376,0.0948905109489051,0.09658246656760773,0.136986301369863,0.22876712328767124,10.01936,34.725,0.20530679933665008,1.0,13.0,2.0,5.0,1.0,2.0,2.0,0.08333333333333333,0.09090909090909091,0.027777777777777776,0.06951871657754011,0.07692307692307693,0.05263157894736842,0.125,,,,,,,,,,,,,,,,,,,True,
2223,1610612755,Samuel Dalembert,Samuel Dalembert,2223,PHI,76735.0,1279,-42,2344,2341,349,274,375,4685,94.0,171,37.0,72.0,20.0,35.0,24.0,83,43.0,96.0,,1.0,,,,,,,,,161,350,,1.0,61.0,383,2472,46.0,98.0,,16.0,108.0,26.0,56,,,8.0,60.0,204.0,118.0,,,66.0,,,,41.0,18.0,2.0,20.0,2.0,,14.0,1.0,3.0,42.0,126.0,3.0,62.0,152,232,139.0,371,11.0,17,14.0,3.0,28.0,2.0,18.0,48.0,6.0,10.0,3.0,9.0,76,14.0,11.0,70,129,24.0,7.0,79,5.0,86.0,11.0,,44.0,5.0,72.0,54.0,72.0,39.0,5.0,60.0,349,4.0,3.0,0.6335403726708074,0.796875,,,,,0.46,0.46938775510204084,0.4642857142857143,0.4586894586894587,0.46938775510204084,0.4642857142857143,0.4922879177377892,0.4954128440366973,0.4918032786885246,0.002849002849002849,0.11714285714285715,0.17543859649122806,0.12048192771084337,0.010416666666666666,16.55960028551035,0.3684210526315789,0.03333333333333333,0.18627450980392157,0.12340842311459353,0.23048327137546468,0.19723502304147467,0.11836379460400348,0.1565217391304348,0.12595419847328243,0.09420289855072464,0.18081180811808117,0.18691588785046728,0.1903323262839879,0.22404371584699453,0.2441860465116279,0.07432432432432433,0.5416666666666666,0.48717948717948717,0.5497076023391813,0.6666666666666666,0.6595744680851063,0.23646723646723647,0.2891566265060241,0.3287671232876712,0.3333333333333333,0.27350427350427353,0.4479166666666667,0.45263157894736844,0.7441860465116279,0.002849002849002849,,,,,,,,0.7346938775510204,0.5138888888888888,,,0.625,0.5714285714285714,,,,,0.49002849002849,,0.4776554131054131,0.523838202247191,0.4888321428571429,0.11458333333333333,0.11488250652741515,0.2819843342036554,0.1566579634464752,7.0051428571428564,23.7,0.14889078498293515,,10.0,18.0,13.0,4.0,14.0,1.0,,,0.3673469387755102,0.078125,0.09195402298850575,0.04878048780487805,0.16216216216216217,10.0,12.0,,,,,,,,,,,,,,,,,True,
2501,1610612755,Reggie Evans,Reggie Evans,2501,PHI,112755.0,1879,-71,3456,3481,732,642,548,6937,131.0,267,34.0,81.0,22.0,47.0,17.0,58,3.0,20.0,,,,,,1.0,1.0,1.0,,,151,345,1.0,1.0,120.0,425,3663,39.0,93.0,1.0,37.0,118.0,25.0,60,,,41.0,91.0,198.0,104.0,,3.0,46.0,,1.0,1.0,57.0,55.0,10.0,65.0,5.0,5.0,26.0,7.0,22.0,140.0,190.0,11.0,66.0,284,387,224.0,611,18.0,86,49.0,37.0,44.0,4.0,22.0,64.0,4.0,22.0,1.0,19.0,108,26.0,16.0,76,213,38.0,16.0,222,26.0,257.0,14.0,,111.0,26.0,6.0,5.0,8.0,3.0,,91.0,732,25.0,21.0,0.6556291390728477,0.7734375,,1.0,,1.0,0.43768115942028984,0.41935483870967744,0.4166666666666667,0.4407514450867052,0.4308510638297872,0.4166666666666667,0.453091684434968,0.44029850746268656,0.42924528301886794,0.002890173410404624,0.16521739130434782,0.18352059925093633,0.13793103448275862,,13.91452161243322,0.4074074074074074,0.07236842105263158,0.24315068493150685,0.1292517006802721,0.1575178997613365,0.2205419029615627,0.12558962264150944,0.18106995884773663,0.1226158038147139,0.09238249594813615,0.21518987341772153,0.2777777777777778,0.24411134903640258,0.15358361774744028,0.16666666666666666,0.1323529411764706,0.375,0.7716763005780347,0.49063670411985016,0.6009174311926605,0.6717557251908397,0.1676300578034682,0.29310344827586204,0.34,0.5882352941176471,0.057803468208092484,0.15,0.15,0.3333333333333333,,,,,0.002890173410404624,1.0,1.0,,0.8617021276595744,0.41975308641975306,,0.010638297872340425,0.7833333333333333,0.46808510638297873,,,,,0.7745664739884393,1.0,0.5490936416184975,0.5448697674418604,0.551735,0.2505643340857788,0.251131221719457,0.2776470588235294,0.21411764705882352,2.5066666666666664,24.5,0.21180555555555555,,23.0,37.0,29.0,1.0,,4.0,,,0.4457831325301205,0.10176991150442478,0.11333333333333333,0.07894736842105263,0.23529411764705882,,16.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,True,
200760,1610612755,Rodney Carney,Rodney Carney,200760,PHI,21157.0,353,16,657,663,179,146,111,1320,23.0,41,6.0,7.0,4.0,8.0,9.0,23,11.0,45.0,4.0,11.0,,1.0,3.0,5.0,18.0,1.0,1.0,8.0,43,109,9.0,29.0,19.0,132,687,9.0,15.0,1.0,6.0,24.0,10.0,24,2.0,11.0,10.0,36.0,56.0,30.0,27.0,,8.0,1.0,17.0,5.0,7.0,14.0,1.0,15.0,,1.0,6.0,2.0,6.0,31.0,15.0,3.0,12.0,21,36,20.0,56,4.0,15,8.0,7.0,4.0,2.0,4.0,11.0,1.0,,,3.0,15,2.0,5.0,26,40,,4.0,18,,24.0,4.0,,12.0,2.0,6.0,3.0,6.0,3.0,,36.0,179,3.0,1.0,0.6511627906976745,0.717948717948718,1.0,0.3103448275862069,0.18181818181818182,0.32142857142857145,0.3944954128440367,0.6,0.4166666666666667,0.40942028985507245,0.5625,0.37142857142857144,0.44594594594594594,0.631578947368421,0.45,0.21014492753623187,0.06422018348623854,0.0975609756097561,0.13043478260869565,,20.403022670025187,0.26666666666666666,0.07894736842105263,0.10552763819095477,0.05,0.15,0.11827956989247312,0.050746268656716415,0.05319148936170213,0.02531645569620253,0.06299212598425197,0.08823529411764706,0.1,0.12345679012345678,0.1111111111111111,0.23076923076923078,0.05333333333333334,0.5,0.2971014492753623,0.5609756097560976,0.6216216216216216,0.6521739130434783,0.16666666666666666,0.391304347826087,0.45,0.7777777777777778,0.32608695652173914,0.24444444444444444,0.24444444444444444,0.5454545454545454,0.07971014492753623,0.36363636363636365,0.36363636363636365,1.0,0.13043478260869565,0.2777777777777778,0.2777777777777778,1.0,0.4375,0.8571428571428571,,0.0625,0.22857142857142856,0.5,0.08571428571428572,0.3333333333333333,0.22857142857142856,0.125,0.5072463768115942,0.29411764705882354,0.49070218978102204,0.45308,0.4630705882352941,0.0821917808219178,0.10256410256410256,0.18181818181818182,0.2727272727272727,9.62660550458716,25.58620689655173,0.2724505327245053,,2.0,3.0,,1.0,2.0,,,,0.16666666666666666,0.05714285714285714,0.047619047619047616,0.07142857142857142,0.16666666666666666,,,,,,,,,,,,,,,,,,,True,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,17328.0,289,65,535,555,168,146,85,1090,31.0,48,7.0,11.0,9.0,14.0,10.0,20,8.0,21.0,1.0,3.0,2.0,1.0,1.0,,2.0,,,,49,89,1.0,5.0,8.0,109,535,11.0,17.0,2.0,2.0,27.0,14.0,28,1.0,1.0,3.0,34.0,64.0,34.0,3.0,,14.0,,2.0,,5.0,6.0,3.0,9.0,2.0,1.0,4.0,1.0,1.0,21.0,13.0,1.0,12.0,18,30,18.0,48,2.0,17,12.0,5.0,6.0,,4.0,5.0,2.0,2.0,,2.0,11,1.0,2.0,14,16,1.0,,15,3.0,9.0,1.0,,5.0,,,,,,,34.0,168,,,0.6530612244897959,0.7619047619047619,1.0,0.2,1.0,0.2,0.550561797752809,0.6470588235294118,0.5,0.5372340425531915,0.6578947368421053,0.5344827586206896,0.5561224489795918,0.675,0.5666666666666667,0.05319148936170213,0.056179775280898875,0.08333333333333333,0.05,,17.057902973395933,0.5454545454545454,0.02857142857142857,0.09782608695652174,0.0625,0.1518987341772152,0.11406844106463879,0.06719367588932806,0.07692307692307693,0.05263157894736842,0.05813953488372093,0.06666666666666667,0.10344827586206896,0.12121212121212122,0.15254237288135594,0.15,0.05263157894736842,,0.5106382978723404,0.6458333333333334,0.7045454545454546,0.6451612903225806,0.2127659574468085,0.5,0.5263157894736842,0.5,0.22340425531914893,0.38095238095238093,0.38095238095238093,0.875,0.031914893617021274,0.3333333333333333,0.3333333333333333,1.0,0.02127659574468085,,,,0.5789473684210527,0.6363636363636364,0.10526315789473684,,0.4827586206896552,0.6428571428571429,0.034482758620689655,1.0,,,0.5638297872340425,,0.528606914893617,0.5057266666666665,0.5110293103448276,0.05102040816326531,0.053763440860215055,0.24770642201834864,0.3119266055045872,6.058426966292135,24.220000000000002,0.31401869158878504,,4.0,,4.0,,,1.0,,,,0.08888888888888889,,0.19047619047619047,0.14285714285714285,,,,1.0,,,0.5,,1.0,0.5,1.0,,,,,,,,True,
201160,1610612755,Jason Smith,Jason Smith,201160,PHI,14683.0,245,-61,441,460,134,125,68,901,12.0,19,3.0,5.0,1.0,3.0,6.0,14,10.0,29.0,1.0,1.0,,,,,1.0,,,1.0,28,62,1.0,2.0,6.0,65,500,6.0,8.0,,1.0,13.0,3.0,12,,1.0,1.0,7.0,44.0,12.0,3.0,,4.0,,1.0,,4.0,4.0,1.0,5.0,,1.0,1.0,1.0,2.0,11.0,12.0,1.0,5.0,19,27,15.0,42,1.0,2,1.0,1.0,1.0,1.0,,9.0,,1.0,,3.0,10,3.0,3.0,15,29,3.0,5.0,13,1.0,7.0,1.0,,3.0,1.0,12.0,12.0,12.0,3.0,,7.0,134,1.0,1.0,0.7857142857142857,0.8461538461538461,1.0,0.5,,0.5,0.45161290322580644,0.75,0.25,0.4609375,0.75,0.23076923076923078,0.48507462686567165,0.7222222222222222,0.25,0.03125,0.06451612903225806,0.05263157894736842,0.14285714285714285,0.034482758620689655,14.893617021276595,0.1,0.06666666666666667,0.12179487179487179,0.06451612903225806,0.09090909090909091,0.11374407582938388,0.0625,0.05454545454545454,0.09090909090909091,0.061224489795918366,0.06779661016949153,0.05714285714285714,0.20967741935483872,0.07692307692307693,0.125,0.03225806451612903,0.25,0.296875,0.631578947368421,0.6666666666666666,0.75,0.21875,0.42857142857142855,0.5,0.6666666666666666,0.453125,0.3448275862068966,0.35714285714285715,0.9,0.015625,1.0,1.0,1.0,0.015625,,,,0.625,0.6,,,0.23076923076923078,0.3333333333333333,,,0.07692307692307693,,0.328125,,0.45540937500000006,0.4894428571428571,0.4518192307692308,0.045454545454545456,0.046875,0.2,0.1076923076923077,10.335483870967742,24.15,0.30385487528344673,,2.0,3.0,3.0,,,1.0,,,0.2,0.05263157894736842,0.07407407407407407,,0.3333333333333333,,,,,,,,,,,,,,,,,,,True,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,100143.0,1669,-108,3048,3066,628,511,489,6114,119.0,181,10.0,24.0,23.0,40.0,22.0,67,106.0,276.0,21.0,58.0,6.0,5.0,17.0,30.0,89.0,6.0,5.0,20.0,247,524,51.0,147.0,164.0,811,3261,21.0,54.0,12.0,9.0,66.0,42.0,100,10.0,37.0,40.0,154.0,240.0,254.0,120.0,33.0,12.0,3.0,85.0,29.0,18.0,175.0,17.0,192.0,8.0,9.0,102.0,16.0,57.0,401.0,42.0,1.0,44.0,94,140,48.0,188,15.0,91,55.0,36.0,53.0,14.0,35.0,68.0,6.0,18.0,4.0,14.0,121,15.0,20.0,43,98,5.0,20.0,168,7.0,237.0,27.0,18.0,107.0,13.0,21.0,9.0,24.0,13.0,,154.0,628,7.0,11.0,0.48582995951417,0.4979253112033195,0.7843137254901961,0.3469387755102041,0.2702702702702703,0.3472222222222222,0.4713740458015267,0.3888888888888889,0.42,0.4821162444113264,0.4318181818181818,0.41605839416058393,0.5189295039164491,0.4391891891891892,0.46646341463414637,0.21907600596125187,0.03435114503816794,0.08287292817679558,0.029850746268656716,0.0036231884057971015,24.32655305112699,0.4380165289256198,0.007407407407407408,0.09170731707317073,0.03230769230769231,0.11796246648793565,0.09871244635193133,0.03133333333333333,0.048723897911832945,0.024922118380062305,0.023722627737226276,0.07536231884057971,0.07664233576642336,0.11576354679802955,0.11363636363636363,0.12844036697247707,0.04285714285714286,0.5416666666666666,0.2697466467958271,0.6574585635359116,0.7168674698795181,0.6554621848739496,0.09985096870342772,0.3283582089552239,0.3384615384615385,0.22727272727272727,0.4113263785394933,0.38405797101449274,0.38545454545454544,0.3490566037735849,0.08643815201192251,0.3620689655172414,0.3620689655172414,0.8095238095238095,0.13263785394932937,0.33707865168539325,0.33707865168539325,0.7666666666666667,0.36363636363636365,0.4166666666666667,0.09090909090909091,0.09090909090909091,0.291970802919708,0.575,0.12408759124087591,0.29411764705882354,0.145985401459854,0.25,0.488822652757079,0.3411764705882353,0.5020568965517241,0.5038254237288136,0.5030018518518519,0.1460823373173971,0.1771523178807947,0.08138101109741061,0.18988902589395806,10.823854961832064,25.4108843537415,0.20603674540682415,,5.0,2.0,3.0,3.0,9.0,,,,0.028985507246376812,0.025,0.022556390977443608,0.029850746268656716,0.3,1.0,1.0,3.0,5.0,3.0,1.0,0.4166666666666667,0.5,2.0,0.3333333333333333,1.0,1.0,1.0,1.0,3.0,2.0,0.3333333333333333,0.020134228187919462,True,
1916,1610612755,Calvin Booth,Calvin Booth,1916,PHI,4083.0,68,12,136,132,23,39,20,268,2.0,3,,,1.0,1.0,,3,1.0,6.0,,,,,,,,,,,3,12,,,3.0,9,119,,,,,,1.0,2,,,,2.0,6.0,,,,,,,,1.0,2.0,,2.0,,,,,2.0,4.0,1.0,,,7,10,1.0,11,,1,1.0,,,,,1.0,,,,1.0,1,,1.0,11,13,,,6,2.0,4.0,,,2.0,,6.0,3.0,6.0,3.0,,2.0,23,,,1.0,1.0,,,,,0.25,,0.5,0.25,,0.5,0.32142857142857145,,0.5,,0.08333333333333333,0.3333333333333333,,,9.493670886075948,,,0.15555555555555556,0.017543859649122806,,0.1111111111111111,0.015384615384615385,,,0.05,0.15,0.1,0.2,,,,0.5,0.25,0.6666666666666666,1.0,1.0,0.25,,,,0.5,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,,,,,0.5,1.0,,,,,0.25,,0.45113333333333333,,0.5406,0.14285714285714285,0.14285714285714285,,0.2222222222222222,11.308333333333332,,0.16911764705882354,,,3.0,2.0,,3.0,,,,0.5,,,,,2.0,,,,,,,,,,,,,,,,,,True,
