EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,HeaveAttempts,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,3SecondViolations,Defensive 3 Seconds Violations,DefensiveGoaltends,OffensiveGoaltends,Arc3PctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedCorner3
101119,1610612750,Rashad McCants,Rashad McCants,101119,MIN,5406.0,90,-24,178,179,53.0,69,28,357,6.0,14,3.0,4.0,3.0,4.0,4.0,6.0,4.0,11.0,1.0,3.0,1.0,6.0,15.0,1.0,1.0,14.0,31,7.0,18.0,8.0,57,215,3.0,4.0,2.0,1.0,7.0,5.0,9.0,1.0,3.0,13.0,10.0,18.0,18.0,3.0,2.0,15.0,6.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,12.0,1.0,2.0,2.0,3.0,5,3.0,8,3.0,2.0,1.0,6.0,4.0,3.0,2.0,9.0,1.0,2.0,3.0,16.0,1.0,3.0,9.0,1.0,8.0,1.0,1.0,4.0,13.0,53.0,3.0,0.35714285714285715,0.38461538461538464,0.8571428571428571,0.3888888888888889,0.3888888888888889,0.45161290322580644,0.75,0.5555555555555556,0.5,0.5,0.5,0.5384615384615384,0.5833333333333334,0.5909090909090909,0.3673469387755102,0.0967741935483871,0.21428571428571427,29.047619047619047,0.6666666666666666,0.09375,0.03076923076923077,0.05714285714285714,0.045454545454545456,0.07462686567164178,0.034482758620689655,0.041666666666666664,0.045454545454545456,0.05555555555555555,0.09090909090909091,0.13333333333333333,0.08695652173913043,0.2857142857142857,0.42857142857142855,0.5454545454545454,0.5,0.12244897959183673,0.6666666666666666,0.6666666666666666,0.22448979591836735,0.36363636363636365,0.36363636363636365,0.5,0.061224489795918366,0.3333333333333333,0.3333333333333333,1.0,0.30612244897959184,0.4,0.4,0.8333333333333334,0.6666666666666666,0.75,0.16666666666666666,0.16666666666666666,0.4,0.75,0.1,0.6530612244897959,0.4,0.5008183673469389,0.4812166666666666,0.47908999999999996,0.07692307692307693,0.11764705882352941,0.12280701754385964,0.22807017543859648,8.187096774193547,25.250000000000004,0.29775280898876405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101123,1610612750,Gerald Green,Gerald Green,101123,MIN,3268.0,54,-13,104,107,21.0,45,15,211,4.0,6,1.0,1.0,1.0,1.0,,2.0,6.0,13.0,1.0,2.0,,,,,,10.0,21,1.0,2.0,3.0,26,120,3.0,3.0,,,6.0,2.0,3.0,,2.0,6.0,12.0,8.0,3.0,,2.0,,,2.0,3.0,3.0,6.0,3.0,,1.0,1.0,15.0,,2.0,3.0,2.0,5,2.0,7,1.0,,1.0,2.0,,1.0,2.0,3.0,,1.0,3.0,6.0,,1.0,4.0,,4.0,,,2.0,6.0,21.0,1.0,0.6,0.6666666666666666,1.0,0.5,0.5,0.47619047619047616,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.52,1.0,0.75,0.08695652173913043,0.09523809523809523,0.16666666666666666,22.22222222222222,0.6666666666666666,0.05714285714285714,0.046511627906976744,0.23076923076923078,,0.10416666666666667,0.037037037037037035,0.058823529411764705,0.058823529411764705,,0.07692307692307693,,0.2222222222222222,0.2608695652173913,0.6666666666666666,0.8,0.5,0.08695652173913043,,,0.5652173913043478,0.46153846153846156,0.46153846153846156,0.6666666666666666,0.08695652173913043,0.5,0.5,1.0,,,,,0.3333333333333333,1.0,,,0.3333333333333333,1.0,,0.34782608695652173,,0.4683847826086957,0.49196666666666666,0.46536666666666665,0.08,0.08695652173913043,0.23076923076923078,0.23076923076923078,12.614285714285714,23.8,0.20192307692307693,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.5,0.08333333333333333,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1761,1610612750,Greg Buckner,Greg Buckner,1761,MIN,31168.0,519,-138,988,996,233.0,426,147,1984,15.0,21,4.0,7.0,3.0,5.0,7.0,15.0,8.0,31.0,4.0,10.0,,11.0,40.0,5.0,10.0,30.0,67,15.0,50.0,19.0,124,1167,5.0,10.0,5.0,,16.0,6.0,16.0,13.0,9.0,27.0,30.0,30.0,42.0,3.0,2.0,39.0,11.0,5.0,31.0,8.0,39.0,7.0,1.0,14.0,9.0,86.0,1.0,8.0,22.0,31.0,55,10.0,65,21.0,13.0,8.0,16.0,12.0,13.0,4.0,29.0,,8.0,31.0,63.0,3.0,3.0,31.0,3.0,22.0,2.0,2.0,6.0,27.0,233.0,7.0,0.5,0.5172413793103449,0.9333333333333333,0.3,0.30612244897959184,0.44776119402985076,0.5,0.375,0.44871794871794873,0.5333333333333333,0.3103448275862069,0.48412698412698413,0.5333333333333333,0.39705882352941174,0.42735042735042733,0.07462686567164178,0.14285714285714285,13.35055986218777,0.5517241379310345,0.11923076923076924,0.0215633423180593,0.18032786885245902,0.008620689655172414,0.1387434554973822,0.018480492813141684,0.03508771929824561,0.014598540145985401,0.011235955056179775,0.0625,0.14414414414414414,0.20430107526881722,0.1794871794871795,0.7142857142857143,0.8333333333333334,0.5333333333333333,0.1282051282051282,0.4666666666666667,0.5,0.26495726495726496,0.25806451612903225,0.26666666666666666,0.5,0.08547008547008547,0.4,0.4,1.0,0.3418803418803419,0.275,0.275,0.9090909090909091,0.4666666666666667,0.5714285714285714,,0.3333333333333333,0.1724137931034483,0.6,0.3448275862068966,0.6068376068376068,0.28205128205128205,0.49134396551724135,0.481675,0.4571178571428571,0.049586776859504134,0.08450704225352113,0.12903225806451613,0.21774193548387097,10.564179104477613,25.32799999999999,0.23582995951417005,8.0,2.0,,,,2.0,,0.06666666666666667,0.14492753623188406,0.10344827586206896,,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,5.0,0.4,0.15384615384615385,0.03225806451612903,0.043478260869565216,0.027777777777777776,0.016666666666666666,0.03076923076923077,0.42857142857142855,0.75,0.4,1.0,0.10344827586206896,0.3333333333333333,0.1,,,,,,,,,,True,,,,,,,
2060,1610612750,Marko Jaric,Marko Jaric,2060,MIN,14705.0,245,-45,470,482,118.0,204,69,952,10.0,19,,1.0,2.0,5.0,2.0,5.0,16.0,29.0,,3.0,,3.0,8.0,,1.0,28.0,53,3.0,11.0,16.0,81,538,1.0,5.0,,2.0,4.0,5.0,13.0,1.0,7.0,17.0,22.0,34.0,9.0,,,5.0,3.0,3.0,31.0,12.0,43.0,9.0,3.0,15.0,5.0,98.0,1.0,2.0,5.0,18.0,23,4.0,27,13.0,6.0,7.0,9.0,4.0,9.0,5.0,18.0,1.0,5.0,10.0,22.0,,2.0,28.0,4.0,22.0,2.0,,8.0,17.0,118.0,6.0,0.39285714285714285,0.39285714285714285,1.0,0.2727272727272727,0.375,0.5283018867924528,0.2,0.38461538461538464,0.5078125,0.2,0.35714285714285715,0.5472972972972973,0.3333333333333333,0.4473684210526316,0.171875,0.05660377358490566,0.10526315789473684,16.60649819494585,0.5,0.13953488372093023,0.011834319526627219,0.08928571428571429,0.018867924528301886,0.12432432432432433,0.013513513513513514,0.037037037037037035,,0.02702702702702703,0.0975609756097561,0.13333333333333333,0.06666666666666667,0.296875,0.5263157894736842,0.5882352941176471,0.3,0.078125,0.4,0.4,0.453125,0.5517241379310345,0.5714285714285714,0.5,0.046875,,,,0.125,0.375,0.375,1.0,0.2,,,,0.35714285714285715,0.4,0.07142857142857142,0.46875,0.6,0.4810401639344261,0.38806,0.43622307692307694,0.11428571428571428,0.13559322033898305,0.04938271604938271,0.20987654320987653,11.30377358490566,33.39090909090909,0.251063829787234,11.0,9.0,,,5.0,9.0,3.0,,0.21428571428571427,0.18181818181818182,0.3333333333333333,,,,,,,3.0,1.0,,,1.0,,,4.0,1.0,4.0,3.0,1.0,4.0,,,0.034482758620689655,,0.047619047619047616,,,,,,,,,,1.0,0.09090909090909091,0.3333333333333333,,,,,,,True,,,,,,,
952,1610612750,Antoine Walker,Antoine Walker,952,MIN,15797.0,263,-51,511,512,161.0,209,70,1023,22.0,43,10.0,19.0,8.0,14.0,7.0,32.0,3.0,5.0,2.0,7.0,,20.0,50.0,1.0,17.0,32.0,80,22.0,57.0,13.0,143,583,11.0,23.0,1.0,1.0,23.0,10.0,24.0,20.0,7.0,57.0,24.0,40.0,66.0,,12.0,50.0,20.0,8.0,15.0,2.0,17.0,1.0,1.0,7.0,3.0,36.0,4.0,17.0,10.0,11.0,26,25.0,51,10.0,4.0,6.0,8.0,4.0,8.0,4.0,16.0,,,11.0,20.0,1.0,1.0,19.0,3.0,25.0,1.0,,11.0,57.0,161.0,2.0,0.375,0.46153846153846156,1.0,0.38596491228070173,0.38596491228070173,0.4,0.4782608695652174,0.4166666666666667,0.4744525547445255,0.4583333333333333,0.5681818181818182,0.4798657718120805,0.4423076923076923,0.57,0.41605839416058393,0.1,0.13953488372093023,27.731092436974787,0.5,0.08396946564885496,0.0913978494623656,0.12658227848101267,0.0625,0.1,0.084,0.14925373134328357,0.07246376811594203,0.058823529411764705,0.1388888888888889,0.09090909090909091,0.08333333333333333,0.31386861313868614,0.5116279069767442,0.5945945945945946,0.45454545454545453,0.23357664233576642,0.21875,0.23333333333333334,0.0364963503649635,0.6,0.6,0.3333333333333333,0.051094890510948905,0.2857142857142857,0.2857142857142857,1.0,0.36496350364963503,0.4,0.4,1.0,0.7916666666666666,0.5263157894736842,,0.041666666666666664,0.3181818181818182,0.5714285714285714,0.38636363636363635,0.7299270072992701,0.4,0.4987594890510949,0.520490909090909,0.48615795454545446,0.07482993197278912,0.12222222222222222,0.16083916083916083,0.3986013986013986,4.22875,25.157894736842103,0.3150684931506849,5.0,2.0,,,2.0,2.0,1.0,0.0625,0.025,0.2631578947368421,0.5,1.0,3.0,,9.0,,10.0,,4.0,5.0,6.0,3.0,,1.0,3.0,1.0,2.0,,,2.0,,0.5,,0.19230769230769232,0.18181818181818182,0.04,0.08,0.14285714285714285,0.2,,,0.06818181818181818,0.3333333333333333,0.5294117647058824,,,,0.07692307692307693,,,,,,True,,,,,,,
101155,1610612750,Ryan Gomes,Ryan Gomes,101155,MIN,13272.0,221,-74,415,414,69.0,176,70,829,7.0,23,2.0,10.0,,3.0,5.0,14.0,11.0,34.0,3.0,11.0,3.0,7.0,16.0,2.0,3.0,23.0,71,10.0,27.0,21.0,97,506,6.0,17.0,5.0,11.0,29.0,,5.0,3.0,4.0,7.0,24.0,22.0,27.0,3.0,6.0,15.0,7.0,11.0,12.0,5.0,17.0,2.0,3.0,3.0,6.0,39.0,6.0,14.0,6.0,14.0,25,20.0,45,2.0,2.0,,7.0,5.0,5.0,2.0,12.0,2.0,,9.0,17.0,2.0,1.0,14.0,,24.0,3.0,1.0,13.0,7.0,69.0,5.0,0.5217391304347826,0.6,0.9,0.37037037037037035,0.38461538461538464,0.323943661971831,0.35294117647058826,,0.3877551020408163,0.4090909090909091,0.1875,0.4444444444444444,0.5370370370370371,0.3181818181818182,0.2755102040816326,0.15492957746478872,0.391304347826087,23.952095808383234,0.5833333333333334,0.125,0.08383233532934131,0.15384615384615385,0.11320754716981132,0.13245033112582782,0.09090909090909091,0.15,0.1076923076923077,0.05405405405405406,0.10256410256410256,0.1276595744680851,0.2,0.23469387755102042,0.30434782608695654,0.5,0.7142857142857143,0.14285714285714285,0.35714285714285715,0.38461538461538464,0.3469387755102041,0.3235294117647059,0.3333333333333333,0.6363636363636364,0.11224489795918367,0.2727272727272727,0.2727272727272727,1.0,0.16326530612244897,0.4375,0.4375,0.8571428571428571,0.45454545454545453,0.2,0.13636363636363635,0.09090909090909091,0.375,,0.375,0.5102040816326531,0.4666666666666667,0.4877716494845361,0.529090625,0.5056714285714285,0.12037037037037036,0.16049382716049382,0.29896907216494845,0.07216494845360824,10.336619718309858,25.451851851851853,0.16626506024096385,3.0,1.0,,,1.0,1.0,,0.07142857142857142,0.15384615384615385,,,,,2.0,1.0,2.0,1.0,1.0,,5.0,4.0,1.0,,,2.0,1.0,,,,,0.4,0.3333333333333333,0.029411764705882353,0.2777777777777778,,0.016129032258064516,0.07692307692307693,,,1.0,1.0,,,0.3333333333333333,,,,0.25,,,,,,True,,,,,,,
200783,1610612750,Craig Smith,Craig Smith,200783,MIN,14389.0,240,-86,457,456,94.0,166,70,913,24.0,38,6.0,8.0,6.0,7.0,21.0,41.0,2.0,6.0,,,,,1.0,,1.0,47.0,85,,1.0,21.0,115,542,8.0,15.0,,7.0,23.0,6.0,13.0,1.0,4.0,16.0,52.0,42.0,,,12.0,,,13.0,5.0,,5.0,,,2.0,1.0,10.0,6.0,13.0,7.0,20.0,34,19.0,53,2.0,1.0,1.0,5.0,4.0,12.0,1.0,17.0,4.0,2.0,24.0,44.0,2.0,6.0,30.0,1.0,36.0,6.0,,19.0,16.0,94.0,7.0,0.5531914893617021,0.6341463414634146,,,,0.5529411764705883,0.5333333333333333,0.46153846153846156,0.5465116279069767,0.5333333333333333,0.42857142857142855,0.5693069306930693,0.575,0.42105263157894735,0.011627906976744186,0.15294117647058825,0.18421052631578946,22.09737827715356,0.29411764705882354,0.1652892561983471,0.08387096774193549,0.12727272727272726,0.09836065573770492,0.1534090909090909,0.08796296296296297,0.10869565217391304,0.0847457627118644,0.10416666666666667,0.11764705882352941,0.12962962962962962,0.075,0.4418604651162791,0.631578947368421,0.7741935483870968,0.5833333333333334,0.47674418604651164,0.5121951219512195,0.6,0.06976744186046512,0.3333333333333333,0.3333333333333333,0.5,,,,,0.011627906976744186,,,,0.5333333333333333,0.75,,,0.5,0.8571428571428571,0.07142857142857142,0.45348837209302323,,0.46863294117647053,0.47208181818181827,0.46281538461538463,0.1919191919191919,0.19387755102040816,0.2,0.1391304347826087,4.914117647058823,61.1,0.20568927789934355,2.0,1.0,,,,1.0,,0.14634146341463414,0.2727272727272727,0.26666666666666666,,,,,,,,1.0,,7.0,2.0,2.0,1.0,,,5.0,2.0,1.0,,2.0,,,,0.4117647058823529,,0.06,0.08,0.5238095238095238,,,,,,,,,,0.07692307692307693,2.0,1.0,,,,True,,,,,,,
201147,1610612750,Corey Brewer,Corey Brewer,201147,MIN,8955.0,149,-64,275,285,64.0,120,37,560,3.0,8,2.0,4.0,1.0,1.0,6.0,9.0,5.0,12.0,1.0,2.0,,3.0,8.0,,2.0,14.0,29,4.0,10.0,3.0,43,351,2.0,4.0,,,4.0,3.0,4.0,2.0,1.0,10.0,10.0,18.0,12.0,,4.0,8.0,3.0,2.0,4.0,1.0,5.0,1.0,,2.0,1.0,11.0,1.0,5.0,2.0,8.0,14,6.0,20,2.0,1.0,1.0,2.0,2.0,3.0,,5.0,1.0,1.0,9.0,21.0,3.0,1.0,9.0,2.0,8.0,,,2.0,10.0,64.0,3.0,0.35714285714285715,0.4166666666666667,1.0,0.4,0.4,0.4827586206896552,0.5,0.75,0.5128205128205128,0.5,0.75,0.5,0.5,0.625,0.2564102564102564,0.06896551724137931,0.125,15.286624203821656,0.4,0.12121212121212122,0.04716981132075472,0.06060606060606061,0.037037037037037035,0.10101010101010101,0.045112781954887216,0.023809523809523808,0.06060606060606061,0.041666666666666664,,0.2222222222222222,0.08695652173913043,0.20512820512820512,0.375,0.42857142857142855,,0.23076923076923078,0.6666666666666666,0.75,0.3076923076923077,0.4166666666666667,0.4166666666666667,0.8,0.05128205128205128,0.5,0.5,1.0,0.20512820512820512,0.375,0.375,1.0,1.0,0.5,,,0.16666666666666666,1.0,0.3333333333333333,0.46153846153846156,0.375,0.4762807692307692,0.5685999999999999,0.48589166666666667,0.04878048780487805,0.06451612903225806,0.09302325581395349,0.23255813953488372,10.910344827586206,25.009999999999998,0.23272727272727273,1.0,1.0,,,,1.0,,0.1111111111111111,0.08,,,,,,1.0,,1.0,,,4.0,,,,,2.0,,2.0,,1.0,2.0,,0.5,,0.25,,0.06451612903225806,,0.16666666666666666,,,,,,0.5,,,,,,,,,,True,,,,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,2430.0,40,7,79,80,17.0,31,9,159,,3,,2.0,,,,1.0,,,,,,,,,,,4,,,1.0,1,70,,2.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,3.0,,5.0,,4.0,5,5.0,10,,,,,,1.0,,1.0,,,2.0,6.0,2.0,,5.0,3.0,6.0,,,3.0,1.0,17.0,,,,,,,,,,,,,0.07142857142857142,,0.5,,,,8.98876404494382,,0.18181818181818182,0.18518518518518517,,,0.12121212121212122,0.14285714285714285,0.25,0.1111111111111111,,0.125,0.09090909090909091,,0.75,,,,0.25,,,,,,,,,,,,,,,1.0,,,,,,,0.75,,0.556525,0.61315,,0.42857142857142855,0.42857142857142855,,1.0,2.0,,0.21518987341772153,,1.0,,,1.0,1.0,,,0.6666666666666666,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,0.3333333333333333,,0.2,0.5,,,,,,,,,,,,1.0,,,,,True,,,,,,,
2744,1610612750,Al Jefferson,Al Jefferson,2744,MIN,19776.0,330,-88,627,631,164.0,320,95,1258,39.0,55,15.0,19.0,13.0,19.0,41.0,85.0,7.0,23.0,,,,,,,,87.0,163,,,27.0,201,754,25.0,34.0,,6.0,56.0,23.0,43.0,,10.0,56.0,82.0,92.0,,,26.0,,,10.0,5.0,7.0,12.0,7.0,,4.0,1.0,31.0,5.0,29.0,9.0,37.0,58,37.0,95,8.0,5.0,3.0,12.0,3.0,10.0,9.0,22.0,2.0,9.0,14.0,27.0,1.0,2.0,33.0,1.0,39.0,7.0,,22.0,56.0,164.0,5.0,0.47126436781609193,0.5540540540540541,,,,0.5337423312883436,0.7352941176470589,0.5348837209302325,0.5337423312883436,0.7352941176470589,0.5348837209302325,0.5614525139664804,0.7567567567567568,0.5714285714285714,,0.06134969325153374,0.07272727272727272,27.309782608695652,0.5454545454545454,0.23417721518987342,0.11983471074380166,0.125,0.07042253521126761,0.2,0.10862619808306709,0.17391304347826086,0.1,0.09615384615384616,0.2545454545454545,0.2537313432835821,0.14285714285714285,0.3374233128834356,0.7090909090909091,0.7647058823529411,0.46153846153846156,0.5214723926380368,0.4823529411764706,0.5125,0.1411042944785276,0.30434782608695654,0.3181818181818182,0.42857142857142855,,,,,,,,,0.5588235294117647,0.7894736842105263,,,0.4418604651162791,0.6842105263157895,,0.3374233128834356,,0.44420184049079753,0.5099516129032258,0.4446674418604651,0.12359550561797752,0.12359550561797752,0.27860696517412936,0.27860696517412936,6.728220858895706,,0.26156299840510366,,8.0,,,6.0,8.0,7.0,0.058823529411764705,0.16666666666666666,0.0625,0.875,,,,,,,,3.0,12.0,7.0,,2.0,2.0,3.0,1.0,1.0,,2.0,1.0,,,0.043478260869565216,0.3870967741935484,0.12,0.0963855421686747,0.1076923076923077,0.4878048780487805,0.13333333333333333,,,,,,,,,,,1.0,2.0,1.0,,True,,,,,,,
