EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,SelfOReb,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,Corner3Assists,StepOutOfBoundsTurnovers,Loose Ball Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,HeaveAttempts,NonHeaveArc3FGM,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,3SecondViolations,SecondChanceCorner3FGM,SecondChanceFG3M,PtsUnassisted3s,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3
1112,1610612741,Ben Wallace,Ben Wallace,1112,CHI,20876.0,348,-61,665,659,136.0,203.0,93.0,1324,19.0,42.0,10.0,20.0,7.0,11.0,3.0,11.0,5.0,1.0,22.0,58.0,1.0,6.0,50.0,701,11.0,24.0,1.0,23.0,7.0,13.0,1.0,15.0,34.0,10.0,6.0,1.0,4.0,17.0,3.0,20.0,3.0,11.0,1.0,5.0,43.0,2.0,31.0,2.0,16.0,34.0,7.0,57.0,35.0,92.0,14.0,6.0,8.0,7.0,2.0,4.0,7.0,1.0,3.0,1.0,14.0,5.0,3.0,13.0,21.0,3.0,25.0,6.0,2.0,25.0,3.0,12.0,2.0,16.0,13.0,1.0,2.0,16.0,11.0,15.0,136.0,2.0,1.0,0.7727272727272727,0.8947368421052632,0.3793103448275862,0.4583333333333333,0.5384615384615384,0.3728813559322034,0.4583333333333333,0.5384615384615384,0.35714285714285715,0.46,0.4411764705882353,0.01694915254237288,0.06896551724137931,0.09523809523809523,10.755441741357235,0.5,0.28,0.08695652173913043,0.1511111111111111,0.1111111111111111,0.24615384615384617,0.03773584905660377,0.1724137931034483,0.09939759036144578,0.0990990990990991,0.14285714285714285,0.10714285714285714,0.045454545454545456,0.10144927536231885,0.15151515151515152,0.17886178861788618,0.2916666666666667,0.11764705882352941,0.6875,0.711864406779661,0.4523809523809524,0.5,0.7894736842105263,0.1864406779661017,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.0847457627118644,0.01694915254237288,0.8333333333333334,0.5,0.7,0.8461538461538461,0.6363636363636364,0.7288135593220338,0.5247881355932202,0.5300380952380953,0.5308230769230768,0.17647058823529413,0.1791044776119403,0.46,0.3,3.0689655172413794,26.4,0.20451127819548873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1559,1610612741,Adrian Griffin,Adrian Griffin,1559,CHI,5599.0,93,11,175,179,48.0,52.0,28.0,354,1.0,8.0,,2.0,,1.0,3.0,9.0,11.0,,10.0,28.0,,1.0,21.0,178,3.0,8.0,,6.0,3.0,8.0,,6.0,10.0,10.0,2.0,,1.0,8.0,5.0,13.0,5.0,5.0,1.0,2.0,31.0,,4.0,1.0,2.0,4.0,,6.0,5.0,11.0,6.0,5.0,1.0,3.0,,2.0,1.0,,1.0,,4.0,,1.0,2.0,3.0,,2.0,,,3.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,6.0,48.0,,,0.5,0.5555555555555556,0.35714285714285715,0.375,0.375,0.35714285714285715,0.375,0.375,0.3620689655172414,0.375,0.375,,0.03571428571428571,,15.942028985507248,0.75,,0.1,0.08163265306122448,0.05555555555555555,0.10526315789473684,,0.08823529411764706,0.04597701149425287,0.125,,0.03333333333333333,,0.045454545454545456,0.09090909090909091,0.125,0.06666666666666667,0.25,1.0,0.2857142857142857,0.125,0.125,,0.32142857142857145,0.3333333333333333,0.375,0.3333333333333333,0.39285714285714285,,0.25,,,0.125,,0.2857142857142857,0.4531,0.42083750000000003,0.3763375,0.06896551724137931,0.06896551724137931,0.2857142857142857,0.2857142857142857,9.764285714285716,,0.2742857142857143,6.0,1.0,1.0,0.1111111111111111,0.058823529411764705,0.5454545454545454,0.5454545454545454,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200748,1610612741,Tyrus Thomas,Tyrus Thomas,200748,CHI,79814.0,1330,-31,2573,2586,612.0,684.0,340.0,5159,101.0,206.0,31.0,63.0,20.0,49.0,25.0,75.0,153.0,3.0,185.0,434.0,6.0,129.0,502.0,2709,38.0,81.0,18.0,94.0,34.0,93.0,54.0,125.0,242.0,128.0,44.0,3.0,49.0,76.0,14.0,90.0,12.0,46.0,7.0,23.0,194.0,21.0,78.0,3.0,60.0,150.0,30.0,240.0,102.0,342.0,48.0,29.0,19.0,31.0,12.0,20.0,46.0,3.0,11.0,7.0,77.0,4.0,15.0,105.0,170.0,12.0,148.0,10.0,17.0,174.0,10.0,77.0,15.0,71.0,50.0,2.0,19.0,72.0,36.0,125.0,612.0,9.0,14.0,0.654054054054054,0.7423312883435583,0.42626728110599077,0.4691358024691358,0.3655913978494624,0.4238636363636364,0.4634146341463415,0.3622448979591837,0.48084291187739464,0.49473684210526314,0.4734848484848485,0.013636363636363636,0.11290322580645161,0.18446601941747573,19.97327989311957,0.4025974025974026,0.3409090909090909,0.0375,0.17793594306049823,0.0783132530120482,0.19543973941368079,0.0875,0.1826086956521739,0.08009708737864078,0.11614730878186968,0.06976744186046512,0.0514018691588785,0.08648648648648649,0.11721611721611722,0.16766467065868262,0.22332506203473945,0.18666666666666668,0.21951219512195122,0.5,0.4681818181818182,0.49029126213592233,0.6011904761904762,0.6138613861386139,0.17045454545454544,0.3333333333333333,0.373134328358209,0.4,0.3477272727272727,0.006818181818181818,0.7682926829268293,0.49206349206349204,0.25806451612903225,0.5,0.40816326530612246,0.4818181818181818,0.4817035227272725,0.5208409090909091,0.4901607142857142,0.15187376725838264,0.1536926147704591,0.18725099601593626,0.24900398406374502,7.925345622119818,24.483333333333334,0.23785464438398757,59.0,10.0,8.0,0.10666666666666667,0.04950495049504951,0.38562091503267976,0.3933333333333333,0.8305084745762712,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,13.0,1.0,1.0,0.16666666666666666,0.2,0.16666666666666666,0.0196078431372549,0.09090909090909091,0.006818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.012195121951219513,0.030612244897959183,0.3333333333333333,0.02040816326530612,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200757,1610612741,Thabo Sefolosha,Thabo Sefolosha,200757,CHI,28488.0,475,-30,923,930,236.0,242.0,117.0,1853,24.0,48.0,6.0,12.0,7.0,11.0,5.0,14.0,49.0,19.0,54.0,111.0,32.0,30.0,174.0,997,8.0,16.0,1.0,17.0,11.0,24.0,12.0,43.0,76.0,32.0,6.0,15.0,9.0,30.0,19.0,49.0,15.0,11.0,2.0,17.0,117.0,1.0,14.0,1.0,14.0,31.0,2.0,47.0,16.0,63.0,17.0,8.0,9.0,12.0,7.0,6.0,17.0,1.0,6.0,2.0,29.0,2.0,6.0,23.0,37.0,3.0,28.0,,1.0,40.0,2.0,16.0,5.0,7.0,5.0,1.0,1.0,7.0,6.0,43.0,236.0,3.0,4.0,0.7037037037037037,0.7450980392156863,0.4864864864864865,0.5,0.4583333333333333,0.5034965034965035,0.42105263157894735,0.484375,0.5370370370370371,0.425,0.5375,0.22377622377622378,0.08108108108108109,0.125,17.817164179104477,0.41379310344827586,0.07142857142857142,0.03225806451612903,0.10333333333333333,0.03932584269662921,0.13861386138613863,0.0125,0.11221945137157108,0.034403669724770644,0.03875968992248062,0.05405405405405406,0.032679738562091505,,0.05660377358490566,0.1,0.1417910447761194,0.17647058823529413,0.06060606060606061,0.8571428571428571,0.3356643356643357,0.5,0.5714285714285714,0.75,0.0979020979020979,0.35714285714285715,0.45454545454545453,0.4,0.34265734265734266,0.13286713286713286,0.631578947368421,0.5,0.5,0.34375,0.6363636363636364,0.5594405594405595,0.5113776978417267,0.543875,0.5152428571428571,0.10191082802547771,0.128,0.09770114942528736,0.2471264367816092,9.465765765765765,27.884375,0.25568797399783316,25.0,3.0,,0.21428571428571427,0.04838709677419355,0.5102040816326531,0.5102040816326531,0.72,6.0,13.0,2.0,2.0,2.0,6.0,12.0,3.0,3.0,8.0,36.0,4.0,1.0,1.0,,,,2.0,,1.0,0.375,0.375,0.42857142857142855,,0.0625,0.09090909090909091,0.46153846153846156,0.46153846153846156,1.0,0.10526315789473684,0.0625,1.0,0.1875,6.0,1.0,1.0,4.0,6.0,0.3157894736842105,0.3157894736842105,1.0,0.05263157894736842,0.16666666666666666,0.4,,,,,,,,,,,,,,,,True,,,
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,27169.0,453,-8,861,874,159.0,165.0,120.0,1735,51.0,89.0,15.0,27.0,6.0,11.0,2.0,17.0,6.0,,53.0,112.0,,37.0,143.0,911,15.0,27.0,7.0,37.0,7.0,15.0,13.0,27.0,68.0,38.0,24.0,,17.0,18.0,3.0,21.0,2.0,11.0,3.0,4.0,45.0,9.0,35.0,,23.0,44.0,7.0,74.0,44.0,118.0,20.0,15.0,5.0,19.0,3.0,7.0,12.0,,12.0,2.0,31.0,2.0,4.0,27.0,42.0,2.0,51.0,8.0,3.0,52.0,4.0,26.0,2.0,18.0,11.0,2.0,5.0,18.0,11.0,27.0,159.0,2.0,1.0,0.6415094339622641,0.8292682926829268,0.4732142857142857,0.5555555555555556,0.4666666666666667,0.4732142857142857,0.5555555555555556,0.4666666666666667,0.5257352941176471,0.5967741935483871,0.6428571428571429,,0.15178571428571427,0.19101123595505617,16.45320197044335,0.6129032258064516,0.2692307692307692,,0.16117216117216118,0.09695290858725762,0.20535714285714285,0.14754098360655737,0.17402597402597403,0.10426540284360189,0.14814814814814814,0.08641975308641975,0.05517241379310345,0.11363636363636363,0.15463917525773196,0.14285714285714285,0.17699115044247787,0.24691358024691357,0.0967741935483871,0.6111111111111112,0.7946428571428571,0.5730337078651685,0.7083333333333334,0.6666666666666666,0.15178571428571427,0.11764705882352941,0.11764705882352941,,0.05357142857142857,,1.0,0.5555555555555556,0.2,0.7333333333333333,0.5454545454545454,0.7946428571428571,0.5473910714285714,0.5593608695652174,0.53414,0.19402985074626866,0.19402985074626866,0.25874125874125875,0.1888111888111888,2.1464285714285714,,0.18466898954703834,,6.0,1.0,,0.14285714285714285,,,,,,,,,,,,,,,1.0,,5.0,,,,,1.0,,,,,,0.23529411764705882,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,True,,,
201189,1610612741,Aaron Gray,Aaron Gray,201189,CHI,16112.0,269,4,507,516,133.0,130.0,79.0,1023,31.0,59.0,11.0,21.0,3.0,12.0,14.0,28.0,5.0,,46.0,92.0,,23.0,115.0,538,12.0,23.0,5.0,29.0,7.0,21.0,4.0,18.0,50.0,42.0,16.0,,15.0,10.0,3.0,13.0,3.0,6.0,2.0,2.0,29.0,7.0,23.0,,8.0,40.0,2.0,50.0,30.0,80.0,9.0,6.0,3.0,10.0,4.0,7.0,13.0,,3.0,2.0,23.0,,2.0,23.0,43.0,6.0,34.0,2.0,1.0,43.0,5.0,22.0,2.0,6.0,5.0,,1.0,6.0,5.0,18.0,133.0,1.0,2.0,0.5434782608695652,0.6578947368421053,0.5,0.5217391304347826,0.3333333333333333,0.5,0.5217391304347826,0.3333333333333333,0.5180180180180181,0.5576923076923077,0.34615384615384615,,0.16304347826086957,0.22033898305084745,22.185430463576157,0.43478260869565216,0.11764705882352941,,0.24242424242424243,0.11979166666666667,0.11940298507462686,0.12280701754385964,0.20689655172413793,0.12048192771084337,0.18055555555555555,0.125,0.05555555555555555,0.15217391304347827,0.29545454545454547,0.18181818181818182,0.23863636363636365,0.12,0.11764705882352941,0.8333333333333334,0.6413043478260869,0.5254237288135594,0.6739130434782609,0.6451612903225806,0.30434782608695654,0.5,0.5384615384615384,0.2857142857142857,0.05434782608695652,,0.9130434782608695,0.5238095238095238,0.2727272727272727,0.5714285714285714,0.25,0.6413043478260869,0.5074304347826086,0.5438090909090909,0.4679714285714286,0.2018348623853211,0.2018348623853211,0.25217391304347825,0.1565217391304348,3.5576086956521746,,0.26232741617357,1.0,4.0,1.0,0.07142857142857142,0.12903225806451613,0.2,0.2,1.0,,,,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,
693,1610612741,Joe Smith,Joe Smith,693,CHI,11513.0,192,6,384,383,90.0,129.0,43.0,767,9.0,15.0,2.0,4.0,,1.0,11.0,21.0,42.0,,40.0,78.0,,23.0,103.0,380,3.0,7.0,4.0,10.0,5.0,17.0,12.0,22.0,56.0,24.0,6.0,,6.0,6.0,2.0,8.0,1.0,2.0,,4.0,18.0,6.0,14.0,,5.0,19.0,3.0,27.0,20.0,47.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,,1.0,1.0,8.0,1.0,3.0,8.0,16.0,3.0,21.0,2.0,2.0,30.0,1.0,9.0,6.0,3.0,3.0,,,3.0,3.0,22.0,90.0,1.0,6.0,0.7,0.7567567567567568,0.5128205128205128,0.42857142857142855,0.29411764705882354,0.5128205128205128,0.42857142857142855,0.29411764705882354,0.5543478260869565,0.5555555555555556,0.44,,0.07692307692307693,0.06666666666666667,22.675736961451246,0.25,0.3333333333333333,,0.14728682170542637,0.09395973154362416,0.1,0.14634146341463414,0.1340782122905028,0.10526315789473684,0.02040816326530612,0.15625,0.11764705882352941,0.1724137931034483,0.2391304347826087,0.08333333333333333,0.1016949152542373,0.10256410256410256,0.09090909090909091,1.0,0.19230769230769232,0.6,0.6428571428571429,0.7777777777777778,0.2692307692307692,0.5238095238095238,0.5789473684210527,0.45454545454545453,0.5384615384615384,,0.5714285714285714,0.5,,0.058823529411764705,,0.19230769230769232,0.42386025641025643,0.52236,0.3854,0.10465116279069768,0.10465116279069768,0.0970873786407767,0.21359223300970873,12.249999999999998,,0.234375,20.0,1.0,,0.09523809523809523,0.03125,0.47619047619047616,0.5128205128205128,0.8,,,,,,,,,,,,1.0,,2.0,1.0,,,1.0,,,,,,0.07142857142857142,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2768,1610612741,Chris Duhon,Chris Duhon,2768,CHI,29440.0,491,13,953,959,287.0,270.0,125.0,1912,17.0,36.0,3.0,7.0,8.0,16.0,4.0,12.0,17.0,42.0,28.0,65.0,52.0,26.0,133.0,948,4.0,11.0,1.0,15.0,12.0,25.0,10.0,37.0,18.0,38.0,4.0,41.0,9.0,70.0,14.0,84.0,11.0,34.0,6.0,30.0,182.0,1.0,5.0,,8.0,30.0,1.0,39.0,6.0,45.0,21.0,14.0,7.0,11.0,6.0,10.0,19.0,2.0,1.0,4.0,30.0,2.0,6.0,15.0,31.0,3.0,23.0,,2.0,33.0,2.0,12.0,2.0,2.0,,1.0,1.0,2.0,1.0,37.0,287.0,4.0,2.0,0.32142857142857145,0.34615384615384615,0.4307692307692308,0.36363636363636365,0.48,0.45726495726495725,0.3888888888888889,0.34615384615384615,0.5,0.3888888888888889,0.3977272727272727,0.4444444444444444,0.13846153846153847,0.19444444444444445,14.505893019038986,0.36666666666666664,0.03225806451612903,,0.10135135135135136,0.014204545454545454,0.06060606060606061,0.010416666666666666,0.08878504672897196,0.013392857142857142,0.02112676056338028,0.013157894736842105,0.007462686567164179,0.0136986301369863,0.0967741935483871,0.0392156862745098,0.125,0.045454545454545456,0.09090909090909091,0.5,0.3076923076923077,0.4722222222222222,0.5862068965517241,0.11764705882352941,0.10256410256410256,0.3333333333333333,0.4,0.5,0.1452991452991453,0.358974358974359,0.3888888888888889,0.42857142857142855,,0.41025641025641024,0.5,0.7521367521367521,0.506975431034483,0.51119375,0.4975828947368421,0.1015625,0.16,0.11278195488721804,0.2781954887218045,6.775384615384614,25.834615384615383,0.3011542497376705,7.0,1.0,,0.16666666666666666,0.016666666666666666,0.4117647058823529,0.4117647058823529,0.7142857142857143,2.0,10.0,4.0,,2.0,12.0,17.0,7.0,1.0,14.0,45.0,3.0,1.0,2.0,4.0,,,,,0.8823529411764706,0.3269230769230769,0.07142857142857142,0.3333333333333333,,,0.08547008547008547,0.2,0.2,1.0,0.2222222222222222,0.05128205128205128,,0.3076923076923077,15.0,3.0,1.0,1.0,15.0,0.35714285714285715,0.35714285714285715,0.8666666666666667,0.16666666666666666,0.08333333333333333,0.36585365853658536,,2.0,2.0,6.0,1.0,0.2857142857142857,0.5,1.0,0.018867924528301886,,,,,,,True,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,46762.0,779,-50,1501,1508,264.0,384.0,201.0,3009,19.0,32.0,,2.0,3.0,6.0,10.0,23.0,118.0,70.0,81.0,173.0,77.0,41.0,296.0,1619,3.0,16.0,4.0,25.0,14.0,32.0,15.0,58.0,42.0,120.0,2.0,69.0,6.0,142.0,19.0,161.0,11.0,49.0,12.0,81.0,341.0,2.0,5.0,,11.0,54.0,3.0,68.0,7.0,75.0,36.0,17.0,19.0,38.0,9.0,27.0,16.0,4.0,11.0,,54.0,4.0,10.0,37.0,73.0,2.0,63.0,1.0,14.0,52.0,2.0,16.0,9.0,3.0,2.0,,1.0,3.0,2.0,58.0,264.0,8.0,6.0,0.25925925925925924,0.2625,0.4682080924855491,0.1875,0.4375,0.51,0.3387096774193548,0.4777777777777778,0.5366300366300366,0.36363636363636365,0.5471698113207547,0.308,0.03468208092485549,0.03125,18.62857142857143,0.7037037037037037,0.058823529411764705,,0.11088295687885011,0.00859106529209622,0.06395348837209303,0.014598540145985401,0.09863429438543247,0.009735744089012517,0.014778325123152709,0.0078125,0.00398406374501992,0.009708737864077669,0.10810810810810811,0.09574468085106383,0.11836734693877551,0.045112781954887216,0.1282051282051282,0.6666666666666666,0.128,0.59375,0.6129032258064516,0.3684210526315789,0.092,0.43478260869565216,0.47619047619047616,0.1,0.472,0.28,0.06451612903225806,,,0.13333333333333333,0.5,0.436,0.4800522088353412,0.4927339285714286,0.46212613636363636,0.06060606060606061,0.0855614973262032,0.08445945945945946,0.19594594594594594,14.384393063583815,25.40000000000001,0.1758827448367755,52.0,2.0,,0.08695652173913043,0.015748031496062992,0.4406779661016949,0.45217391304347826,0.25,4.0,7.0,,3.0,4.0,9.0,31.0,15.0,5.0,13.0,87.0,8.0,1.0,2.0,4.0,,,,,0.9354838709677419,0.4025974025974026,0.38461538461538464,0.40789473684210525,0.025423728813559324,0.029411764705882353,0.028,0.5714285714285714,0.5714285714285714,1.0,,0.08888888888888889,0.75,0.2,27.0,15.0,2.0,1.0,27.0,0.38571428571428573,0.38571428571428573,0.9259259259259259,0.4838709677419355,0.2222222222222222,0.391304347826087,,,5.0,6.0,,0.3333333333333333,,,,5.0,0.3333333333333333,1.0,,,,True,,,
2751,1610612741,Viktor Khryapa,Viktor Khryapa,2751,CHI,3328.0,55,23,103,103,35.0,26.0,16.0,206,3.0,6.0,1.0,3.0,2.0,4.0,1.0,2.0,7.0,1.0,8.0,15.0,1.0,3.0,19.0,89,1.0,3.0,2.0,4.0,4.0,8.0,,8.0,12.0,4.0,2.0,1.0,,4.0,1.0,5.0,1.0,2.0,2.0,,11.0,1.0,4.0,,1.0,4.0,,5.0,5.0,10.0,1.0,1.0,,2.0,,,1.0,,2.0,,3.0,,1.0,4.0,8.0,1.0,4.0,1.0,1.0,4.0,,2.0,,,,,,,,8.0,35.0,1.0,,0.75,0.8571428571428571,0.5333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,0.4444444444444444,0.5277777777777778,0.5,0.4444444444444444,0.0625,,,17.355371900826448,0.6666666666666666,,,0.11764705882352941,0.10526315789473684,0.06666666666666667,0.25,0.10204081632653061,0.11904761904761904,0.16666666666666666,0.1,0.0625,0.25,,0.14285714285714285,0.17647058823529413,0.1,,,0.375,0.5,0.5,0.6666666666666666,0.125,0.5,0.5,,0.4375,0.0625,1.0,0.3333333333333333,,0.4444444444444444,0.5,0.4375,0.475015625,0.6130333333333333,0.4821722222222222,0.1111111111111111,0.11764705882352941,0.21052631578947367,0.42105263157894735,11.026666666666669,25.5,0.33980582524271846,4.0,1.0,,,0.125,0.5714285714285714,0.5714285714285714,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
