EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Defensive 3 Seconds Violations,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Fg3aBlocked,SelfOReb,StepOutOfBoundsTurnovers,BlockedCorner3,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,OffensiveGoaltends,Clear Path Fouls,on,Arc3PctBlocked
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,36074.0,601,-106.0,1188,1191,410,398,144,2379,40.0,60.0,3.0,6.0,12.0,19.0,11.0,29.0,21.0,59.0,8.0,14.0,2.0,2.0,3.0,6.0,14.0,49.0,1.0,5.0,4.0,14.0,72.0,148,22.0,63.0,64.0,274.0,1294,5.0,15.0,3.0,7.0,4.0,23.0,20.0,44.0,7.0,20.0,30.0,91.0,48.0,96.0,60.0,6.0,4.0,49.0,14.0,10.0,24.0,8.0,32.0,6.0,2.0,10.0,5.0,9.0,72.0,7.0,11.0,16.0,45.0,5.0,66.0,18.0,84.0,37.0,27.0,10.0,18.0,5.0,14.0,19.0,2.0,4.0,1.0,37.0,1.0,10.0,30.0,65,5.0,7.0,68.0,3.0,8.0,80.0,7.0,1.0,3.0,29.0,2.0,11.0,15.0,3.0,3.0,11.0,1.0,3.0,18.0,11.0,1.0,91.0,410,11.0,10.0,0.3333333333333333,0.34285714285714286,0.9090909090909091,0.3492063492063492,0.42857142857142855,0.35,0.3492063492063492,0.4864864864864865,0.3333333333333333,0.45454545454545453,0.4976303317535545,0.4318181818181818,0.4765625,0.5530612244897959,0.46,0.5421686746987951,0.2985781990521327,0.06756756756756757,0.13333333333333333,0.06896551724137931,20.935412026726056,0.4864864864864865,0.10638297872340426,0.12396694214876033,0.026252983293556086,0.1032258064516129,0.050724637681159424,0.11776061776061776,0.03231597845601436,0.03225806451612903,0.015503875968992248,0.030120481927710843,0.05714285714285714,0.030303030303030304,0.14678899082568808,0.10909090909090909,0.11805555555555555,0.09523809523809523,0.12,0.6111111111111112,0.2843601895734597,0.6666666666666666,0.7692307692307693,0.5,0.13744075829383887,0.3793103448275862,0.4074074074074074,0.09090909090909091,0.2796208530805687,0.3559322033898305,0.3559322033898305,0.14285714285714285,0.06635071090047394,0.5714285714285714,0.5714285714285714,1.0,0.23222748815165878,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.2727272727272727,0.5,0.09090909090909091,1.0,1.0,0.22727272727272727,0.2,1.0,0.296875,0.631578947368421,0.09375,0.5,0.21875,0.2857142857142857,0.5829383886255924,0.2857142857142857,0.49571208530805705,0.4927527777777778,0.494446875,0.13247863247863248,0.17058823529411765,0.03125,0.08394160583941605,0.33211678832116787,9.479729729729728,24.831746031746032,0.3451178451178451,,,,,,,,,,,,,,,,,True,
101158,1610612758,Orien Greene,Orien Greene,101158,SAC,1698.0,28,-3.0,52,54,20,22,7,106,1.0,3.0,,1.0,1.0,3.0,,1.0,,2.0,,,,,,,,,,,,,1.0,6,,,,2.0,48,,1.0,,,,,1.0,4.0,,,,2.0,,2.0,,,,,,1.0,1.0,1.0,2.0,1.0,,,1.0,,5.0,,,2.0,1.0,,3.0,,3.0,1.0,,1.0,,,,2.0,,,,2.0,,,,1,,1.0,,,,,,,,,,,,,,,,,,,,2.0,20,,,,,,,,,,0.16666666666666666,,0.25,0.16666666666666666,,0.25,0.16666666666666666,,0.25,,0.16666666666666666,,1.0,13.114754098360656,,,0.058823529411764705,,0.18181818181818182,,0.10714285714285714,,,,,,,0.16666666666666666,,,0.2222222222222222,,,0.5,0.3333333333333333,0.3333333333333333,,0.16666666666666666,,,,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,0.75,0.3333333333333333,,,,,0.5,,0.49111666666666665,0.587,0.547425,,,,,1.0,8.483333333333334,,0.38461538461538464,,,,,,,,,,,,,,,,,True,
1630,1610612758,Mikki Moore,Mikki Moore,1630,SAC,19723.0,329,-48.0,633,634,179,211,77,1267,11.0,17.0,2.0,2.0,3.0,4.0,6.0,10.0,10.0,22.0,,1.0,,,,,,,,,,,27.0,49,,1.0,18.0,72.0,714,10.0,12.0,,,2.0,22.0,7.0,13.0,,,10.0,24.0,42.0,12.0,,,6.0,,,3.0,5.0,4.0,9.0,3.0,1.0,1.0,,4.0,22.0,3.0,10.0,8.0,25.0,6.0,39.0,13.0,52.0,7.0,4.0,3.0,5.0,3.0,3.0,9.0,1.0,2.0,1.0,14.0,3.0,4.0,25.0,41,5.0,3.0,23.0,3.0,6.0,21.0,1.0,,,6.0,,5.0,7.0,,,2.0,,5.0,7.0,3.0,1.0,24.0,179,2.0,3.0,0.7777777777777778,0.875,,,,,,0.5510204081632653,0.8333333333333334,0.5384615384615384,0.54,0.8333333333333334,0.5384615384615384,0.6,0.8461538461538461,0.6666666666666666,0.02,0.061224489795918366,0.11764705882352941,,10.263522884882109,0.35714285714285715,0.25,0.1358695652173913,0.044642857142857144,0.0963855421686747,0.05,0.12359550561797752,0.045774647887323945,0.07042253521126761,0.019230769230769232,0.039603960396039604,0.023255813953488372,0.11764705882352941,0.16071428571428573,0.125,0.125,0.0784313725490196,0.125,0.42857142857142855,0.34,0.6470588235294118,0.7333333333333333,0.8181818181818182,0.2,0.6,0.6,0.6666666666666666,0.44,0.45454545454545453,0.47619047619047616,0.8,0.02,,,,,,,,0.16666666666666666,1.0,,,,,,,0.3076923076923077,0.75,,,,,0.36,,0.431411,0.44001999999999997,0.4159384615384616,0.10909090909090909,0.1111111111111111,,0.3055555555555556,0.3333333333333333,10.151020408163266,22.9,0.28278041074249605,2.0,0.045454545454545456,,,,,,,,,,,,,,,True,
1903,1610612758,Kenny Thomas,Kenny Thomas,1903,SAC,8430.0,140,-83.0,273,269,93,77,33,542,6.0,11.0,2.0,5.0,1.0,2.0,3.0,7.0,,,,,,,,,,,,,,,9.0,18,,,,18.0,336,2.0,6.0,,,,4.0,3.0,4.0,,,,6.0,6.0,12.0,,,4.0,,,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,7.0,6.0,12.0,1.0,19.0,10.0,29.0,5.0,4.0,1.0,2.0,1.0,2.0,5.0,,,,7.0,,1.0,9.0,20,3.0,4.0,3.0,1.0,,3.0,,,,,,2.0,,,,,,,,,,6.0,93,2.0,1.0,0.3333333333333333,0.42857142857142855,,,,,,0.5,0.3333333333333333,0.75,0.5,0.3333333333333333,0.75,0.45,0.2857142857142857,0.6,,0.05555555555555555,0.09090909090909091,,8.360128617363344,0.2857142857142857,0.2,0.16,0.07291666666666667,0.17647058823529413,0.06451612903225806,0.1651376146788991,0.07086614173228346,0.10344827586206896,,0.1,,0.14285714285714285,0.16129032258064516,0.1111111111111111,0.19230769230769232,0.18181818181818182,0.16666666666666666,,0.6111111111111112,0.5454545454545454,0.6,0.5,0.3888888888888889,0.42857142857142855,0.42857142857142855,,,,,,,,,,,,,,0.8333333333333334,0.4,,,,,,,0.5,0.5,,,,,0.6111111111111112,,0.5085833333333334,0.5315999999999999,0.47145,,,,0.2222222222222222,0.3333333333333333,3.183333333333333,,0.34065934065934067,,,1.0,0.14285714285714285,,,,,,,,,,,,,True,
200763,1610612758,Quincy Douby,Quincy Douby,200763,SAC,52578.0,876,-144.0,1749,1748,636,631,207,3497,37.0,75.0,3.0,8.0,7.0,19.0,22.0,59.0,31.0,79.0,6.0,36.0,1.0,3.0,1.0,10.0,36.0,86.0,3.0,8.0,12.0,31.0,90.0,213,42.0,122.0,48.0,354.0,1897,6.0,17.0,4.0,11.0,2.0,26.0,26.0,77.0,13.0,41.0,30.0,121.0,46.0,134.0,69.0,57.0,,85.0,36.0,12.0,44.0,9.0,53.0,7.0,2.0,22.0,2.0,20.0,115.0,3.0,14.0,21.0,44.0,1.0,66.0,17.0,83.0,30.0,13.0,17.0,36.0,7.0,28.0,23.0,2.0,8.0,6.0,59.0,5.0,19.0,31.0,80,2.0,3.0,41.0,2.0,10.0,52.0,3.0,1.0,4.0,19.0,1.0,6.0,7.0,5.0,4.0,2.0,3.0,2.0,12.0,7.0,,121.0,636,19.0,6.0,0.25555555555555554,0.25555555555555554,0.5476190476190477,0.3442622950819672,0.36363636363636365,0.3170731707317073,0.34710743801652894,0.4225352112676056,0.35294117647058826,0.33766233766233766,0.45671641791044776,0.42857142857142855,0.3855932203389831,0.49159663865546216,0.4482758620689655,0.45112781954887216,0.3641791044776119,0.056338028169014086,0.14666666666666667,0.01694915254237288,20.946626384692852,0.6101694915254238,0.015151515151515152,0.08349146110056926,0.022653721682847898,0.09333333333333334,0.016042780748663103,0.08643617021276596,0.02111801242236025,0.014925373134328358,0.027932960893854747,0.025210084033613446,0.014492753623188406,0.02040816326530612,0.07975460122699386,0.07894736842105263,0.08962264150943396,0.09395973154362416,0.09210526315789473,0.5833333333333334,0.22388059701492538,0.49333333333333335,0.578125,0.35135135135135137,0.1761194029850746,0.3728813559322034,0.3793103448275862,0.09090909090909091,0.23582089552238805,0.3924050632911392,0.3924050632911392,0.25806451612903225,0.10746268656716418,0.16666666666666666,0.17142857142857143,0.8333333333333334,0.25671641791044775,0.4186046511627907,0.4186046511627907,0.5,0.2857142857142857,0.375,0.10714285714285714,0.3333333333333333,1.0,0.2857142857142857,0.375,0.6666666666666666,0.16101694915254236,0.3684210526315789,0.0847457627118644,0.1,0.2627118644067797,0.3870967741935484,0.5880597014925373,0.4235294117647059,0.4907416167664667,0.48246818181818174,0.45680974576271177,0.05698005698005698,0.08296943231441048,0.00819672131147541,0.07344632768361582,0.3418079096045198,9.687323943661971,24.96147540983607,0.36363636363636365,1.0,,,,1.0,1.0,3.0,2.0,1.0,1.0,0.00819672131147541,0.027777777777777776,0.016129032258064516,,,,True,
201208,1610612758,Darryl Watkins,Darryl Watkins,201208,SAC,2073.0,35,,66,69,30,20,11,135,,,,,,,2.0,5.0,,2.0,,,,,,,,,,,,,2.0,7,,,1.0,5.0,59,,1.0,,,1.0,1.0,1.0,2.0,,,1.0,3.0,4.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,2.0,2.0,4.0,2.0,2.0,,,1.0,,1.0,,,,1.0,,,4.0,4,,,1.0,,,2.0,,,,1.0,,,2.0,,,1.0,,1.0,2.0,2.0,,3.0,30,,,1.0,1.0,,,,,,0.2857142857142857,,0.5,0.2857142857142857,,0.5,0.3125,0.25,0.5,,,,,11.25,,,,0.03571428571428571,0.15384615384615385,0.14285714285714285,0.06060606060606061,0.05714285714285714,,,0.07692307692307693,0.25,,,,,0.125,0.2,1.0,,,,,0.7142857142857143,0.4,0.4,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37782857142857146,0.3639,0.3544,0.125,0.125,,0.2,0.6,11.9,,0.45454545454545453,,,,,,,,,,,,,,,,,True,
2755,1610612758,Kevin Martin,Kevin Martin,2755,SAC,12043.0,201,-60.0,413,409,144,131,46,822,17.0,28.0,1.0,1.0,8.0,10.0,6.0,16.0,10.0,28.0,1.0,4.0,,1.0,,1.0,7.0,14.0,1.0,2.0,2.0,4.0,33.0,72,8.0,18.0,61.0,151.0,473,3.0,6.0,1.0,3.0,2.0,11.0,10.0,23.0,2.0,5.0,20.0,46.0,28.0,38.0,18.0,6.0,,14.0,7.0,5.0,10.0,2.0,12.0,2.0,,7.0,1.0,2.0,26.0,,4.0,8.0,9.0,1.0,18.0,4.0,22.0,10.0,8.0,2.0,8.0,1.0,4.0,9.0,1.0,4.0,2.0,17.0,1.0,3.0,7.0,21,,3.0,48.0,2.0,4.0,74.0,5.0,,2.0,29.0,,10.0,1.0,,,1.0,,,1.0,,,46.0,144,5.0,9.0,0.42424242424242425,0.42424242424242425,0.75,0.4444444444444444,0.3333333333333333,0.4,0.4444444444444444,0.4583333333333333,0.5,0.43478260869565216,0.5,0.5,0.4642857142857143,0.6048387096774194,0.55,0.575,0.2,0.06944444444444445,0.14285714285714285,0.0625,30.23758099352052,0.47058823529411764,0.07142857142857142,0.08035714285714286,0.028368794326241134,0.1509433962264151,,0.10303030303030303,0.0223463687150838,,,0.07407407407407407,,,0.045454545454545456,0.125,0.08333333333333333,0.19444444444444445,0.058823529411764705,,0.3111111111111111,0.6071428571428571,0.7083333333333334,0.47058823529411764,0.17777777777777778,0.375,0.4,,0.3111111111111111,0.35714285714285715,0.35714285714285715,0.6,0.044444444444444446,0.25,0.25,1.0,0.15555555555555556,0.5,0.5,0.7142857142857143,0.1111111111111111,1.0,0.1111111111111111,,,0.2222222222222222,0.5,1.0,0.35714285714285715,0.8,0.03571428571428571,,0.14285714285714285,0.5,0.5111111111111111,0.5,0.5021505555555555,0.43438125000000005,0.5020392857142857,0.2543859649122807,0.3020833333333333,,0.0728476821192053,0.304635761589404,9.133333333333333,24.883333333333333,0.3486682808716707,,,,,,,1.0,1.0,,,,,0.023809523809523808,1.0,,,True,
949,1610612758,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,SAC,1492.0,25,-8.0,48,48,21,6,3,96,1.0,1.0,1.0,1.0,,,1.0,3.0,1.0,3.0,,,,,,,,,,,,,3.0,7,,,2.0,8.0,51,1.0,1.0,,,,2.0,1.0,3.0,,,2.0,4.0,2.0,4.0,,,,,,1.0,,,,,,,,,,1.0,,,2.0,,2.0,1.0,3.0,,,,,,,1.0,,,,1.0,,1.0,3.0,5,1.0,,2.0,,,2.0,,,,,,1.0,,,,,,,,,,4.0,21,,1.0,0.3333333333333333,0.3333333333333333,,,,,,0.42857142857142855,1.0,0.3333333333333333,0.42857142857142855,1.0,0.3333333333333333,0.5,1.0,0.5,,0.14285714285714285,,0.3333333333333333,17.647058823529413,,,0.25,,,0.2,0.11764705882352941,0.045454545454545456,,,,,0.3333333333333333,0.5,,0.2,,,,0.14285714285714285,1.0,1.0,,0.42857142857142855,0.3333333333333333,0.5,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.14285714285714285,,0.43057142857142855,,0.34319999999999995,,,,0.25,0.5,11.271428571428572,,0.4375,,,,,,,,,,,,,,,,,True,
2422,1610612758,John Salmons,John Salmons,2422,SAC,36109.0,602,-102.0,1195,1200,460,448,140,2395,49.0,87.0,4.0,7.0,18.0,27.0,23.0,56.0,14.0,47.0,2.0,4.0,,1.0,2.0,3.0,,19.0,,1.0,,9.0,86.0,190,2.0,23.0,69.0,247.0,1293,6.0,13.0,,2.0,3.0,15.0,26.0,63.0,2.0,12.0,32.0,90.0,32.0,140.0,6.0,,10.0,19.0,,30.0,33.0,16.0,49.0,8.0,8.0,17.0,5.0,11.0,114.0,5.0,16.0,23.0,37.0,14.0,74.0,22.0,96.0,23.0,14.0,9.0,24.0,3.0,15.0,19.0,2.0,9.0,6.0,43.0,3.0,14.0,38.0,57,2.0,6.0,71.0,3.0,1.0,85.0,11.0,,,39.0,,9.0,5.0,1.0,,3.0,,2.0,6.0,5.0,,90.0,460,5.0,7.0,0.18604651162790697,0.19753086419753085,1.0,0.08695652173913043,,0.16666666666666666,0.08695652173913043,0.45263157894736844,0.46153846153846156,0.4126984126984127,0.41784037558685444,0.4,0.38666666666666666,0.494,0.46875,0.47368421052631576,0.107981220657277,0.15789473684210525,0.22988505747126436,0.125,21.528288023512125,0.5581395348837209,0.30434782608695654,0.10192837465564739,0.0380952380952381,0.14375,0.03875968992248062,0.1147227533460803,0.03825136612021858,0.056338028169014086,0.025,0.03164556962025317,0.050505050505050504,,0.08849557522123894,0.16037735849056603,0.06944444444444445,0.1188118811881188,0.1864406779661017,0.8333333333333334,0.4084507042253521,0.5632183908045977,0.7313432835820896,0.22448979591836735,0.26291079812206575,0.4107142857142857,0.46938775510204084,0.17391304347826086,0.22065727699530516,0.2978723404255319,0.3181818181818182,0.07142857142857142,0.018779342723004695,0.5,0.5,1.0,0.0892018779342723,,,,0.4666666666666667,0.5714285714285714,0.06666666666666667,,,0.06666666666666667,,,0.36,0.6666666666666666,0.04,0.6666666666666666,0.12,,0.5164319248826291,,0.47815399061032865,0.4887333333333333,0.46616466666666667,0.16182572614107885,0.17889908256880735,,0.06072874493927125,0.3643724696356275,7.011052631578949,25.7,0.38493723849372385,,0.06382978723404255,1.0,0.02564102564102564,,,8.0,1.0,1.0,,,,0.0898876404494382,,1.0,,True,
1533,1610612758,Anthony Johnson,Anthony Johnson,1533,SAC,3669.0,61,-50.0,127,123,45,47,9,250,1.0,2.0,,,,1.0,,1.0,2.0,2.0,1.0,1.0,,,,,1.0,4.0,,,,1.0,3.0,5,2.0,5.0,3.0,15.0,159,,,,,,,,1.0,,1.0,,,4.0,2.0,6.0,,,4.0,1.0,,5.0,,5.0,,,2.0,1.0,2.0,10.0,,,2.0,3.0,,5.0,,5.0,2.0,2.0,,6.0,,6.0,,,,,6.0,,2.0,2.0,6,,,2.0,,,4.0,,,,2.0,,,,,,,,,,,,,45,2.0,,0.6666666666666666,0.6666666666666666,1.0,0.4,,,0.4,0.6,,,0.6,,,0.625,,,0.5,,,,13.235294117647058,1.0,,0.07894736842105263,,0.2222222222222222,,0.10638297872340426,,,,,,,0.1111111111111111,,0.11764705882352941,0.3333333333333333,,,0.2,0.5,0.5,1.0,0.1,,,,0.2,1.0,1.0,0.5,0.1,1.0,1.0,1.0,0.4,0.25,0.25,1.0,,,,,,,,,0.5,,,,0.5,,0.7,0.25,0.5326500000000001,,0.4669,0.16666666666666666,0.2857142857142857,,,,9.379999999999999,24.86,0.3543307086614173,,,,,,,,,,,,,,,,1.0,True,
