EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,ShortMidRangeAssists,FG2APctBlocked,ShortMidRangePctBlocked,3SecondViolations,ShortMidRangeFGM,Corner3FGM,FG3M,PtsAssisted3s,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,ThreePtAssists,Corner3Assists,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,OffArc3ReboundPct,Arc3FGM,SecondChanceArc3FGA,NonHeaveArc3FGM,SecondChanceTurnovers,Blocked2s,BlockedAtRim,Blocks,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,PenaltyArc3FGA,PenaltyFG3A,Arc3Assists,Loose Ball Fouls Drawn,OffShortMidRangeReboundPct,PenaltyArc3Frequency,Travels,ShortMidRangePctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,FTOffRebounds,FTDefRebounds,LostBallTurnovers,StepOutOfBoundsTurnovers,Clear Path Fouls,Offensive Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,BlocksRecoveredPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,2751.0,46,8.0,86,86,34,23.0,11.0,172,6.0,7.0,1.0,1.0,5.0,6.0,1.0,3.0,4.0,1.0,1.0,2.0,9.0,12.0,3.0,2.0,20.0,78,1.0,1.0,1.0,2.0,6.0,7.0,2.0,14.0,8.0,10.0,2.0,5.0,5.0,3.0,2.0,10.0,1.0,1.0,4.0,5.0,9.0,2.0,11.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,7.0,2.0,3.0,1.0,2.0,14.0,34,0.4444444444444444,0.4444444444444444,0.75,1.0,0.8571428571428571,0.6,0.5,0.8571428571428571,0.625,0.5,0.875,0.2,18.367346938775512,0.25,0.03125,0.26666666666666666,0.1,0.2571428571428571,0.047619047619047616,0.125,0.25,0.25,0.4,0.18181818181818182,0.2,0.4,0.16666666666666666,0.4666666666666667,0.8571428571428571,0.8571428571428571,0.5,0.06666666666666667,0.26666666666666666,0.75,0.75,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.5,1.0,0.5,0.8571428571428571,0.8333333333333334,0.6666666666666666,0.4978866666666667,0.5195,0.5104857142857143,0.125,0.15384615384615385,0.1,0.7,7.7,23.933333333333334,0.3953488372093023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101158,1610612758,Orien Greene,Orien Greene,101158,SAC,912.0,15,19.0,28,28,15,14.0,5.0,56,2.0,3.0,,1.0,1.0,2.0,1.0,,,,,,2.0,4.0,,,4.0,13,,1.0,,,1.0,2.0,,2.0,4.0,,,1.0,1.0,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,2.0,15,1.0,1.0,0.5,,0.5,0.5,,0.5,0.5,,0.5,,12.121212121212121,0.1111111111111111,,,,0.06666666666666667,,,,,,0.25,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,0.25,,,,,,,1.0,,,1.0,0.5,0.75,0.60255,0.587,0.7115,,,,0.5,3.325,,0.5357142857142857,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,1610612758,Mikki Moore,Mikki Moore,1630,SAC,1158.0,19,-10.0,37,39,14,6.0,2.0,76,1.0,1.0,,,,,,,2.0,1.0,,,1.0,3.0,1.0,1.0,3.0,39,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,4.0,2.0,1.0,,1.0,1.0,1.0,,14,1.0,1.0,0.3333333333333333,,,0.25,,,0.375,,,0.25,12.5,0.125,,,,0.07142857142857142,,,,,,0.2,,,,0.25,1.0,1.0,1.0,,0.5,,,,0.25,,,,,,,0.5,0.5649375,,,0.25,0.3333333333333333,,,13.866666666666667,22.9,0.3783783783783784,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,1610612758,John Salmons,John Salmons,2422,SAC,1790.0,30,-1.0,57,55,18,20.0,7.0,112,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,,,6.0,12.0,1.0,3.0,18.0,62,1.0,1.0,,2.0,2.0,3.0,1.0,5.0,4.0,8.0,,4.0,4.0,1.0,3.0,8.0,,1.0,,,,1.0,1.0,1.0,2.0,2.0,,1.0,,3.0,,,,2.0,,4.0,,1.0,5.0,18,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5769230769230769,1.0,0.6666666666666666,0.6,1.0,0.625,0.07692307692307693,27.69230769230769,,0.05263157894736842,,,,0.041666666666666664,,,,,,,,0.2,0.3076923076923077,0.75,1.0,0.3333333333333333,0.07692307692307693,0.5384615384615384,0.2857142857142857,0.2857142857142857,0.5,0.07692307692307693,,1.0,1.0,,0.3333333333333333,1.0,0.38461538461538464,0.4720384615384615,,0.43393333333333334,0.07142857142857142,0.07692307692307693,0.1111111111111111,0.2777777777777778,11.550000000000002,22.7,0.3157894736842105,1.0,,0.08333333333333333,,,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.6666666666666666,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,1610612758,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,SAC,3033.0,51,,96,94,38,26.0,11.0,190,1.0,6.0,1.0,4.0,,1.0,3.0,1.0,5.0,,,,3.0,14.0,,4.0,10.0,97,1.0,4.0,,4.0,1.0,5.0,2.0,4.0,2.0,4.0,,3.0,4.0,3.0,,9.0,3.0,3.0,1.0,3.0,4.0,6.0,10.0,1.0,1.0,,1.0,1.0,,1.0,5.0,9.0,2.0,4.0,1.0,4.0,,1.0,4.0,38,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.25,0.2,0.21428571428571427,0.25,0.2,0.3125,0.4,0.3333333333333333,,15.74074074074074,0.14285714285714285,0.08823529411764706,0.06666666666666667,0.2727272727272727,0.1111111111111111,0.13333333333333333,0.125,0.2,0.25,0.2,0.08333333333333333,0.1,,0.125,0.42857142857142855,0.16666666666666666,0.25,,0.21428571428571427,0.35714285714285715,0.2,0.2,1.0,,,1.0,0.25,,0.2,,0.42857142857142855,0.4692,0.55355,0.40594,0.06666666666666667,0.06666666666666667,0.4,0.4,8.807142857142857,,0.3958333333333333,3.0,,0.21428571428571427,0.3333333333333333,,1.0,,,,,,,1.0,1.0,,,,0.3333333333333333,,0.11764705882352941,0.3333333333333333,0.5,,,,,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,281.0,5,-6.0,8,8,5,8.0,2.0,16,,,,,,,,,1.0,,,,,1.0,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.416,,,,,,,19.6,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,1610612758,Kevin Martin,Kevin Martin,2755,SAC,2066.0,34,-16.0,66,63,23,15.0,7.0,129,5.0,5.0,,,2.0,2.0,,3.0,7.0,1.0,,3.0,8.0,12.0,4.0,16.0,35.0,81,,,1.0,,2.0,3.0,8.0,12.0,12.0,4.0,3.0,1.0,1.0,,1.0,2.0,,,3.0,1.0,4.0,,4.0,,,,,1.0,1.0,2.0,,,,11.0,1.0,18.0,2.0,7.0,12.0,23,0.75,0.75,0.6666666666666666,,0.6666666666666666,0.59375,,0.6666666666666666,0.7291666666666666,,0.75,0.25,35.13513513513514,0.07142857142857142,,0.375,,0.18181818181818182,,,,,,0.125,0.4,0.3333333333333333,,0.3125,1.0,1.0,0.6,,0.4375,0.42857142857142855,0.42857142857142855,1.0,0.0625,0.1875,,,,0.6666666666666666,1.0,0.5625,0.52815,0.60195,0.5946000000000001,0.3333333333333333,0.4117647058823529,,0.34285714285714286,10.950000000000001,24.425,0.3484848484848485,,,,,,,,1.0,3.0,1.0,,1.0,3.0,3.0,1.0,0.25,0.25,,0.5,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,1610612758,Kenny Thomas,Kenny Thomas,1903,SAC,956.0,16,-1.0,31,27,4,2.0,4.0,58,,,,,,,2.0,,,,,,1.0,2.0,,,2.0,37,,,,,1.0,1.0,,2.0,,2.0,,2.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,1.0,2.0,4,,,0.5,,1.0,0.5,,1.0,0.3333333333333333,,1.0,,8.571428571428571,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.38935,,0.3831,0.3333333333333333,0.3333333333333333,,1.0,7.1,,0.12903225806451613,,,,,,1.0,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200763,1610612758,Quincy Douby,Quincy Douby,200763,SAC,1492.0,25,-8.0,48,48,21,6.0,3.0,96,,,,,,,3.0,,,1.0,,2.0,1.0,3.0,3.0,,2.0,51,,,,,1.0,3.0,,2.0,,2.0,2.0,1.0,2.0,1.0,,5.0,,1.0,,2.0,2.0,1.0,3.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,2.0,21,,,0.3333333333333333,,0.3333333333333333,0.16666666666666666,,0.25,0.16666666666666666,,0.25,0.5,15.686274509803921,0.25,0.058823529411764705,,,0.11764705882352941,0.045454545454545456,,,,1.0,0.2,,,0.2,,,,,0.5,,,,,0.16666666666666666,0.3333333333333333,,,,,,0.5,0.4403083333333333,,0.4116875,,,,1.0,8.700000000000001,24.53333333333333,0.4375,,,,,,1.0,,,,1.0,,1.0,,,,,,,0.5,,0.3333333333333333,0.3333333333333333,,,,,,1.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.125,0.25,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201208,1610612758,Darryl Watkins,Darryl Watkins,201208,SAC,638.0,11,17.0,20,20,15,10.0,3.0,40,,,,,,,3.0,,,,,,1.0,3.0,,1.0,3.0,9,,,,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,2.0,1.0,1.0,2.0,2.0,4.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,2.0,,1.0,3.0,15,1.0,1.0,0.3333333333333333,,1.0,0.3333333333333333,,1.0,0.375,0.5,0.75,,21.73913043478261,0.2,0.2857142857142857,0.2,,0.2,0.2857142857142857,,,,,0.5,,0.5,,,,,,1.0,,,,,,,,,,,,,0.34413333333333335,,0.3449,0.25,0.25,0.3333333333333333,1.0,12.133333333333333,,0.75,,,,,,1.0,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
