EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,Corner3FGA,PtsPutbacks,ThreePtAssists,Arc3Assists,OffThreePtRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,SecondChanceAtRimAccuracy,FTDefRebounds,DeadBallTurnovers,Travels,Offensive Fouls,Blocked3s,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,DefFTReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,Loose Ball Fouls Drawn,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Corner3Assists,HeaveAttempts,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,Loose Ball Fouls,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,6447.0,107,-64,217,216,33.0,79.0,24.0,433,9.0,14.0,1.0,2.0,3.0,4.0,8.0,9.0,18.0,3.0,15.0,1.0,4.0,22.0,40.0,3.0,15.0,8.0,61.0,271,1.0,3.0,1.0,1.0,3.0,3.0,6.0,4.0,3.0,9.0,16.0,28.0,6.0,3.0,15.0,3.0,2.0,8.0,8.0,5.0,1.0,2.0,16.0,1.0,1.0,3.0,4.0,7.0,2.0,9.0,1.0,3.0,2.0,1.0,6.0,1.0,5.0,6.0,1.0,1.0,4.0,8.0,7.0,2.0,9.0,1.0,2.0,3.0,9.0,33.0,1.0,2.0,0.36363636363636365,0.36363636363636365,0.6666666666666666,0.2,0.2,0.55,0.3333333333333333,0.5,0.4818181818181818,0.25,0.3,0.5169491525423728,0.3,0.375,0.2727272727272727,0.05,0.07142857142857142,0.125,26.422764227642276,1.0,0.125,0.07017543859649122,0.011627906976744186,0.13636363636363635,0.08860759493670886,0.009345794392523364,0.038461538461538464,0.05,0.11538461538461539,0.21428571428571427,0.03571428571428571,0.2545454545454545,0.6428571428571429,0.6923076923076923,0.2222222222222222,0.14545454545454545,0.5,0.5714285714285714,0.25,0.32727272727272727,0.5,0.5,0.5555555555555556,0.2727272727272727,0.2,0.2,0.6666666666666666,0.25,0.25,0.3,0.6666666666666666,0.4,0.5272727272727272,0.2,0.4736290909090909,0.40191666666666664,0.47128,0.03571428571428571,0.04878048780487805,0.04918032786885246,0.14754098360655737,10.125000000000002,25.6,0.15207373271889402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
101135,1610612752,David Lee,David Lee,101135,NYK,2897.0,48,-45,96,97,22.0,22.0,10.0,193,6.0,7.0,4.0,2.0,3.0,,,,1.0,,,,,6.0,8.0,,1.0,3.0,15.0,132,3.0,4.0,,,6.0,2.0,3.0,,2.0,6.0,4.0,8.0,,,,,,2.0,3.0,1.0,,1.0,7.0,7.0,,1.0,4.0,5.0,8.0,13.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,4.0,,5.0,1.0,2.0,1.0,6.0,22.0,,1.0,0.3333333333333333,0.5,,,,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.6818181818181818,0.75,0.75,0.1111111111111111,,,,10.714285714285714,1.0,,0.13793103448275862,0.16666666666666666,0.09090909090909091,0.125,0.1568627450980392,0.07142857142857142,0.08333333333333333,0.3,,0.3333333333333333,0.7777777777777778,0.8571428571428571,0.8571428571428571,0.3333333333333333,,,,,0.1111111111111111,,,,,,,,1.0,,1.0,0.6666666666666666,,0.8888888888888888,,0.5422,0.57385,0.5549,0.2,0.2222222222222222,0.4,0.4,2.7625,22.9,0.22916666666666666,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.3,0.16666666666666666,0.3333333333333333,0.2,1.0,0.1111111111111111,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
200764,1610612752,Renaldo Balkman,Renaldo Balkman,200764,NYK,5550.0,92,-58,181,178,40.0,86.0,28.0,359,7.0,15.0,7.0,,2.0,,3.0,,,,,,,7.0,18.0,,,1.0,15.0,216,3.0,7.0,,,6.0,,2.0,,,,6.0,8.0,,,,,4.0,2.0,3.0,1.0,,1.0,7.0,5.0,,1.0,10.0,13.0,10.0,23.0,,5.0,5.0,,2.0,2.0,,5.0,1.0,2.0,5.0,9.0,6.0,,10.0,,5.0,,,40.0,,,0.42857142857142855,0.75,,,,0.3888888888888889,0.42857142857142855,,0.3888888888888889,0.42857142857142855,,0.32608695652173914,0.42857142857142855,,,0.2222222222222222,0.2,0.3333333333333333,13.270142180094787,0.4,,0.19230769230769232,0.07246376811594203,0.04,0.14285714285714285,0.11363636363636363,0.07692307692307693,0.15789473684210525,0.11764705882352941,0.05263157894736842,,0.8333333333333334,0.4666666666666667,0.5833333333333334,0.42857142857142855,0.16666666666666666,,,,,,,,,,,,1.0,,1.0,,,0.8333333333333334,,0.5777444444444444,0.57325,0.5731,0.21739130434782608,0.21739130434782608,0.4,,1.3444444444444443,,0.22099447513812154,3.0,,6.0,1.0,1.0,5.0,3.0,1.0,4.0,3.0,0.2631578947368421,0.041666666666666664,0.10526315789473684,0.5,,0.75,,0.42857142857142855,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.2,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
200776,1610612752,Mardy Collins,Mardy Collins,200776,NYK,4618.0,77,-44,149,152,36.0,94.0,21.0,301,,6.0,,,1.0,4.0,8.0,1.0,4.0,3.0,6.0,,3.0,5.0,18.0,4.0,7.0,5.0,27.0,174,,,,,,1.0,4.0,4.0,2.0,13.0,,10.0,6.0,6.0,6.0,3.0,1.0,10.0,12.0,4.0,2.0,4.0,26.0,,,3.0,5.0,8.0,,8.0,,4.0,3.0,1.0,7.0,6.0,1.0,7.0,,1.0,3.0,9.0,8.0,,8.0,,2.0,2.0,13.0,36.0,1.0,2.0,,,0.5,0.5714285714285714,0.5714285714285714,0.2777777777777778,,0.25,0.44,,0.6875,0.46551724137931033,,0.65,0.28,0.05555555555555555,0.16666666666666666,,21.05263157894737,1.0,,0.10204081632653061,,0.11538461538461539,0.10666666666666667,,,0.2,,0.09090909090909091,,0.24,,,,0.32,0.5,0.5,,0.16,0.25,0.25,,0.24,0.5,0.5,0.3333333333333333,,,0.125,,0.375,0.52,0.5,0.435618,,0.39727500000000004,0.07407407407407407,0.1,,0.48148148148148145,8.36111111111111,25.3,0.24161073825503357,,1.0,,2.0,2.0,,,,,,,,,,0.25,,0.04,,,,,,,,,,,,0.14285714285714285,1.0,1.0,1.0,2.0,3.0,0.75,1.0,1.0,1.0,0.125,1.0,0.6666666666666666,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201043,1610612752,Randolph Morris,Randolph Morris,201043,NYK,10853.0,181,-118,353,357,70.0,162.0,48.0,710,8.0,14.0,8.0,2.0,5.0,12.0,37.0,1.0,7.0,,,,,21.0,58.0,,,14.0,56.0,439,2.0,9.0,,3.0,7.0,4.0,8.0,,4.0,12.0,28.0,14.0,,,,,4.0,2.0,2.0,1.0,,1.0,4.0,10.0,,9.0,13.0,25.0,12.0,37.0,2.0,4.0,2.0,2.0,5.0,1.0,4.0,9.0,1.0,1.0,27.0,37.0,18.0,,29.0,3.0,14.0,2.0,12.0,70.0,4.0,2.0,0.6666666666666666,0.7,,,,0.3620689655172414,0.2222222222222222,0.5,0.3620689655172414,0.2222222222222222,0.5,0.39436619718309857,0.2916666666666667,0.5454545454545454,,0.06896551724137931,0.07142857142857142,0.08108108108108109,19.607843137254903,0.5555555555555556,,0.12264150943396226,0.06896551724137931,0.20454545454545456,0.14666666666666667,0.06593406593406594,0.0851063829787234,0.1111111111111111,0.09090909090909091,0.16129032258064516,0.06060606060606061,0.2413793103448276,0.5714285714285714,0.6153846153846154,0.875,0.6379310344827587,0.32432432432432434,0.35294117647058826,0.5833333333333334,0.1206896551724138,0.14285714285714285,0.14285714285714285,,,,,,0.8888888888888888,,0.625,0.4,,0.2413793103448276,,0.43616896551724144,0.54785,0.499375,0.2028985507246377,0.2028985507246377,0.125,0.21428571428571427,7.232758620689655,,0.19830028328611898,2.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,0.05405405405405406,0.10638297872340426,0.0196078431372549,0.14285714285714285,0.3076923076923077,1.0,,0.25,3.0,4.0,,1.0,,,,,0.25,0.03333333333333333,0.19230769230769232,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201163,1610612752,Wilson Chandler,Wilson Chandler,201163,NYK,6274.0,105,-82,203,211,37.0,116.0,31.0,414,6.0,8.0,5.0,1.0,3.0,3.0,7.0,7.0,16.0,,3.0,1.0,,16.0,31.0,,3.0,4.0,36.0,260,5.0,6.0,1.0,,10.0,1.0,6.0,,2.0,4.0,12.0,20.0,,,3.0,,,1.0,1.0,,1.0,,2.0,3.0,1.0,2.0,8.0,10.0,6.0,16.0,2.0,2.0,2.0,,2.0,1.0,1.0,5.0,,1.0,9.0,12.0,3.0,,4.0,,1.0,1.0,4.0,37.0,1.0,1.0,0.375,0.46153846153846156,,,,0.5161290322580645,0.8333333333333334,0.16666666666666666,0.47058823529411764,0.7142857142857143,0.16666666666666666,0.5,0.7142857142857143,0.2857142857142857,0.08823529411764706,,,,17.22689075630252,0.4,0.07692307692307693,0.13559322033898305,0.034482758620689655,0.06666666666666667,0.11235955056179775,0.04504504504504504,0.06896551724137931,0.05,0.16666666666666666,0.09523809523809523,0.1111111111111111,0.23529411764705882,0.75,0.75,0.3333333333333333,0.20588235294117646,0.42857142857142855,0.42857142857142855,,0.47058823529411764,0.4375,0.4375,0.5714285714285714,0.08823529411764706,,,,0.7142857142857143,0.14285714285714285,0.5,0.3333333333333333,,0.3235294117647059,,0.46226176470588237,0.58757,0.5177333333333333,0.02857142857142857,0.03125,0.2777777777777778,0.1111111111111111,11.32258064516129,24.733333333333334,0.18226600985221675,4.0,,6.0,,,2.0,3.0,1.0,3.0,2.0,0.08333333333333333,0.041666666666666664,,,,0.6666666666666666,,0.8,,3.0,,,,,2.0,,,0.09523809523809523,0.2,,,,,,,,,,,,,,,1.0,0.25,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,4696.0,78,-49,152,150,32.0,60.0,24.0,302,3.0,7.0,2.0,,,4.0,6.0,5.0,19.0,2.0,4.0,1.0,2.0,12.0,32.0,3.0,8.0,12.0,45.0,196,1.0,3.0,1.0,2.0,7.0,4.0,8.0,3.0,4.0,15.0,6.0,18.0,6.0,3.0,4.0,2.0,1.0,5.0,9.0,2.0,,3.0,22.0,2.0,,1.0,5.0,6.0,2.0,8.0,2.0,2.0,2.0,,3.0,2.0,1.0,4.0,,2.0,1.0,2.0,11.0,,14.0,1.0,5.0,2.0,15.0,32.0,,2.0,0.25,0.2727272727272727,0.6666666666666666,0.375,0.375,0.375,0.3333333333333333,0.5,0.4125,0.625,0.5,0.4782608695652174,0.7,0.5769230769230769,0.2,0.03125,,0.16666666666666666,27.3224043715847,0.75,,0.10204081632653061,0.028169014084507043,0.06666666666666667,0.09375,0.023809523809523808,,0.0625,0.14285714285714285,,0.08333333333333333,0.175,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.15,0.6666666666666666,0.8,,0.475,0.2631578947368421,0.2631578947368421,0.4,0.1,0.5,0.5,0.5,0.5,0.25,,,0.18181818181818182,0.375,0.5,0.46188250000000003,0.5359125,0.4350863636363636,0.11363636363636363,0.1388888888888889,0.15555555555555556,0.3333333333333333,12.006250000000001,24.262499999999996,0.21052631578947367,1.0,4.0,2.0,4.0,4.0,,,,,,,0.04,0.041666666666666664,,0.2,,0.1,0.5,,1.0,,,,,,,,,0.08333333333333333,1.0,,1.0,1.0,1.0,0.3333333333333333,0.25,0.25,1.0,0.09090909090909091,,0.5,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,
2407,1610612752,Jared Jeffries,Jared Jeffries,2407,NYK,2093.0,35,-15,70,70,14.0,42.0,10.0,140,1.0,2.0,1.0,,,,1.0,2.0,3.0,,2.0,,1.0,3.0,6.0,,2.0,,6.0,80,1.0,1.0,,,2.0,,,1.0,,,4.0,2.0,,,2.0,,1.0,1.0,3.0,,,1.0,8.0,3.0,1.0,2.0,,2.0,4.0,6.0,,1.0,,1.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,,2.0,,1.0,,,14.0,,,0.6666666666666666,1.0,,,,0.5,1.0,,0.375,1.0,,0.3333333333333333,1.0,,0.25,0.16666666666666666,0.5,,13.75,0.5,0.16666666666666666,,0.13043478260869565,0.2857142857142857,0.07142857142857142,0.09375,0.2,,,0.2,,0.25,0.5,1.0,,0.125,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,0.25,,,,1.0,,,,1.0,0.5,,0.4650625,0.5364,0.39945,0.1111111111111111,0.14285714285714285,0.3333333333333333,,11.933333333333335,25.2,0.2,1.0,,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,0.125,,0.5,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2410,1610612752,Fred Jones,Fred Jones,2410,NYK,6793.0,113,-54,221,223,43.0,98.0,29.0,444,1.0,7.0,1.0,,,3.0,4.0,3.0,5.0,4.0,12.0,,3.0,7.0,16.0,4.0,15.0,2.0,28.0,262,1.0,1.0,,1.0,3.0,,1.0,3.0,2.0,2.0,2.0,12.0,12.0,,12.0,4.0,2.0,9.0,11.0,4.0,4.0,1.0,24.0,1.0,,3.0,6.0,10.0,1.0,11.0,1.0,2.0,,2.0,7.0,5.0,2.0,11.0,1.0,1.0,10.0,14.0,4.0,,4.0,,,2.0,2.0,43.0,1.0,2.0,0.14285714285714285,0.14285714285714285,1.0,0.26666666666666666,0.26666666666666666,0.4375,1.0,,0.41935483870967744,1.0,,0.42424242424242425,0.75,0.16666666666666666,0.4838709677419355,0.125,0.2857142857142857,,17.39130434782609,0.6363636363636364,,0.08955223880597014,0.011627906976744186,0.10714285714285714,0.09473684210526316,0.009009009009009009,,0.08695652173913043,0.1,0.15789473684210525,0.058823529411764705,0.22580645161290322,0.14285714285714285,0.2,,0.12903225806451613,0.75,0.75,,0.16129032258064516,0.6,0.6,0.3333333333333333,0.3870967741935484,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,0.75,0.7096774193548387,0.3333333333333333,0.5101935483870969,0.5386,0.4342125,,,0.10714285714285714,0.07142857142857142,8.25,24.7,0.19457013574660634,1.0,3.0,,2.0,,,1.0,1.0,2.0,1.0,,,0.037037037037037035,,,0.5,0.0967741935483871,1.0,1.0,4.0,,1.0,1.0,1.0,,,0.1,,0.07142857142857142,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,True,,,,,,,,,,,,,,,,,,,
2047,1610612752,Quentin Richardson,Quentin Richardson,2047,NYK,816.0,14,-28,23,27,9.0,7.0,2.0,50,,2.0,1.0,,,,,,3.0,,,,,,5.0,,,,,40,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,2.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,24.0,,1.0,,,,,,,,,,,0.4,,,,,,,,0.6,,,,,,,,1.0,,,,,0.4,,0.44366000000000005,0.5671,0.35795,,,,,11.24,,0.391304347826087,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
