EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,HeaveAttempts,StepOutOfBoundsTurnovers,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Clear Path Fouls,on
15,1610612756,Eric Piatkowski,Eric Piatkowski,15,PHX,3515.0,59,-16,116,120,27,52,6,236,1.0,1.0,3.0,1.0,2.0,9.0,1.0,1,3.0,12.0,2.0,11,128,2.0,2.0,2.0,9.0,9.0,2.0,3.0,3.0,1.0,2.0,6.0,3.0,5,8,8,1.0,1.0,1.0,5,6,1.0,2.0,2.0,1.0,2.0,27,1.0,1.0,1.0,0.25,0.25,0.34615384615384615,0.39285714285714285,0.3333333333333333,0.9230769230769231,12.096774193548388,0.12195121951219512,0.14285714285714285,0.12903225806451613,0.23076923076923078,0.15384615384615385,0.1875,0.07692307692307693,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.6923076923076923,0.2222222222222222,0.2222222222222222,1.0,0.5,0.5,1.0,0.2222222222222222,0.5808384615384615,0.6158250000000001,0.18181818181818182,24.591666666666665,0.23275862068965517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1730,1610612756,Brian Skinner,Brian Skinner,1730,PHX,29661.0,494,-17,987,997,297,315,92,1984,43.0,,,,1.0,2.0,2.0,116,1.0,2.0,21.0,122,1044,2.0,8.0,35.0,3.0,2.0,1.0,3.0,8.0,3.0,,21.0,22.0,67,107,144,13.0,1.0,24.0,35,75,9.0,39.0,32.0,5.0,35.0,297,12.0,3.0,1.0,0.5,0.5,0.4279661016949153,0.4621212121212121,0.4069767441860465,0.01694915254237288,14.272559852670351,0.17819148936170212,0.18333333333333332,0.17943548387096775,0.15079365079365079,0.2,0.1875,0.3644067796610169,,,,,0.01694915254237288,0.5,0.5,1.0,,0.05405405405405406,0.3813559322033898,0.5,0.4644228813559321,0.4422567567567567,0.28688524590163933,29.3,0.3009118541033435,23.0,6.0,14.0,6.0,13.0,12.0,22.0,14.0,51.0,1.0,49.0,9.0,22.0,4.0,22.0,12.0,35.0,1.0,70.0,28.0,10.0,8.0,5.0,3.0,2.0,11.0,25.0,1.0,18.0,37.0,2.0,12.0,4.0,8.0,11.0,2.0,6.0,1.0,5.0,4.0,6.0,8.0,5.0,7.0,4.0,13.0,46.0,33.0,2.0,11.0,46.0,26.0,2.0,1.0,0.7142857142857143,0.7954545454545454,0.5,0.4224137931034483,0.4090909090909091,0.34285714285714286,0.4090909090909091,0.36486486486486486,0.44,0.06896551724137931,0.13953488372093023,0.09090909090909091,0.4583333333333333,0.47368421052631576,0.05,0.07396449704142012,0.0990990990990991,0.0801781737193764,0.08602150537634409,0.05970149253731343,0.07303370786516854,0.10810810810810811,0.08108108108108109,0.18620689655172415,0.16666666666666666,0.03571428571428571,0.5652173913043478,0.5348837209302325,0.6216216216216216,0.6521739130434783,0.1864406779661017,0.5454545454545454,0.6,0.6666666666666666,0.4322033898305085,0.27450980392156865,0.27450980392156865,0.8571428571428571,0.6363636363636364,0.42857142857142855,0.3333333333333333,0.35135135135135137,0.46153846153846156,0.5,0.47773333333333334,0.10236220472440945,0.104,0.18032786885245902,9.762931034482758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,50239.0,837,112,1673,1684,455,367,146,3357,129.0,15.0,48.0,9.0,13.0,41.0,8.0,187,28.0,89.0,27.0,325,1715,17.0,15.0,103.0,84.0,41.0,13.0,30.0,51.0,15.0,14.0,123.0,42.0,139,202,238,15.0,3.0,28.0,28,50,3.0,33.0,39.0,5.0,103.0,455,6.0,5.0,1.0,0.3146067415730337,0.3146067415730337,0.5398550724637681,0.5527210884353742,0.5852272727272727,0.322463768115942,17.5,0.21786833855799373,0.23333333333333334,0.22127139364303178,0.1853932584269663,0.22388059701492538,0.24203821656050956,0.4673913043478261,0.17391304347826086,0.3125,0.3125,1.0,0.14855072463768115,0.3170731707317073,0.3170731707317073,1.0,0.11538461538461539,0.10256410256410256,0.7898550724637681,0.3170731707317073,0.5699684782608695,0.5505865384615384,0.3169230769230769,24.384269662921348,0.2719665271966527,80.0,10.0,19.0,30.0,47.0,16.0,39.0,11.0,19.0,3.0,107.0,12.0,24.0,2.0,29.0,38.0,61.0,4.0,166.0,48.0,14.0,12.0,21.0,13.0,8.0,9.0,26.0,1.0,21.0,36.0,8.0,43.0,28.0,15.0,13.0,3.0,10.0,1.0,3.0,3.0,5.0,5.0,4.0,2.0,3.0,16.0,28.0,12.0,2.0,14.0,29.0,13.0,,,0.7757009345794392,0.83,0.23529411764705882,0.5721925133689839,0.5,0.6229508196721312,0.45,0.5641025641025641,0.46774193548387094,0.06417112299465241,0.07751937984496124,0.05128205128205128,0.4642857142857143,0.40384615384615385,0.034482758620689655,0.05371900826446281,0.03488372093023256,0.04716981132075472,0.06358381502890173,0.06896551724137931,0.035897435897435895,0.03636363636363636,0.03225806451612903,0.23552123552123552,0.17391304347826086,0.0625,0.4482758620689655,0.6201550387596899,0.6722689075630253,0.8,0.14130434782608695,0.41025641025641024,0.43243243243243246,0.6875,0.06884057971014493,0.5789473684210527,0.5789473684210527,0.7272727272727273,0.6333333333333333,0.5263157894736842,0.3,0.6025641025641025,0.6382978723404256,0.375,0.563526,0.05536332179930796,0.08,0.08923076923076922,3.785026737967914,2.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,2.0,0.16666666666666666,0.06666666666666667,0.13333333333333333,0.25,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,True
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,138455.0,2308,160,4624,4648,1364,1140,418,9272,225.0,10.0,26.0,7.0,3.0,15.0,7.0,605,13.0,41.0,96.0,725,4972,14.0,38.0,203.0,39.0,12.0,3.0,201.0,317.0,98.0,72.0,750.0,48.0,209,281,378,80.0,22.0,155.0,90,166,9.0,159.0,129.0,15.0,203.0,1364,11.0,14.0,1.0,0.3170731707317073,0.34210526315789475,0.4868421052631579,0.5171184022824536,0.5205128205128206,0.06346749226006192,16.78115799803729,0.12004595060310166,0.09917355371900827,0.11550561797752809,0.13307984790874525,0.12476007677543186,0.0906801007556675,0.34829721362229105,0.04024767801857585,0.38461538461538464,0.38461538461538464,1.0,0.02321981424148607,0.2,0.2,1.0,0.040697674418604654,0.040697674418604654,0.4117647058823529,0.25,0.4771365474339037,0.4738866863905326,0.28,25.951219512195124,0.29498269896193774,138.0,20.0,44.0,41.0,66.0,52.0,124.0,105.0,256.0,1.0,295.0,30.0,72.0,13.0,85.0,75.0,158.0,5.0,382.0,208.0,28.0,34.0,116.0,68.0,48.0,41.0,56.0,,24.0,97.0,20.0,61.0,38.0,23.0,75.0,24.0,54.0,5.0,21.0,12.0,39.0,20.0,7.0,20.0,19.0,59.0,39.0,26.0,1.0,12.0,39.0,23.0,1.0,,0.6474576271186441,0.6797153024911032,0.35714285714285715,0.48760330578512395,0.4166666666666667,0.47468354430379744,0.46153846153846156,0.4796511627906977,0.5,0.05619834710743802,0.11555555555555555,0.06451612903225806,0.4838709677419355,0.15286624203821655,,0.041328413284132844,0.06710310965630115,0.049338758901322485,0.05924170616113744,0.037037037037037035,0.030927835051546393,0.06982543640897755,0.06190476190476191,0.10662824207492795,0.13793103448275862,0.06711409395973154,0.5897435897435898,0.6133333333333333,0.6934673366834171,0.5942028985507246,0.19195046439628483,0.41935483870967744,0.4482758620689655,0.40384615384615385,0.39628482972136225,0.41015625,0.41015625,0.8380952380952381,0.5641025641025641,0.45454545454545453,0.25,0.38372093023255816,0.6212121212121212,0.14285714285714285,0.5132813725490195,0.08600583090379009,0.09147286821705426,0.11724137931034483,9.603636363636362,4.0,4.0,2.0,2.0,4.0,6.0,31.0,,,,0.6666666666666666,0.05128205128205128,0.02564102564102564,1.0,1.0,0.5714285714285714,2.0,3.0,3.0,5.0,0.5,1.0,,,,,,,,,,,,True
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,100044.0,1667,50,3332,3373,1017,887,304,6705,220.0,42.0,93.0,23.0,78.0,217.0,76.0,416,120.0,310.0,121.0,899,3637,99.0,67.0,288.0,333.0,212.0,78.0,106.0,160.0,52.0,38.0,374.0,46.0,98,144,174,33.0,5.0,78.0,69,125,6.0,138.0,151.0,17.0,288.0,1017,10.0,15.0,0.925,0.3870967741935484,0.39344262295081966,0.5358126721763086,0.5662042875157629,0.5538461538461539,0.42699724517906334,23.681348558999456,0.07852564102564102,0.13333333333333333,0.0903954802259887,0.06233766233766234,0.06179775280898876,0.1407942238267148,0.30303030303030304,0.128099173553719,0.45161290322580644,0.45652173913043476,1.0,0.2988980716253444,0.35944700460829493,0.3611111111111111,0.8846153846153846,0.10222222222222223,0.3377777777777778,0.7300275482093664,0.36792452830188677,0.5301753129346316,0.5106379545454547,0.3203559510567297,25.135483870967747,0.3052220888355342,130.0,9.0,13.0,40.0,63.0,30.0,69.0,49.0,127.0,23.0,209.0,10.0,21.0,8.0,58.0,61.0,126.0,33.0,200.0,218.0,10.0,43.0,54.0,32.0,22.0,11.0,19.0,,,30.0,7.0,51.0,36.0,15.0,45.0,4.0,29.0,7.0,16.0,3.0,27.0,9.0,4.0,10.0,15.0,64.0,12.0,6.0,1.0,5.0,13.0,9.0,2.0,,0.4784688995215311,0.49019607843137253,0.3333333333333333,0.5024038461538461,0.47619047619047616,0.48412698412698413,0.5208333333333334,0.4911111111111111,0.5576923076923077,0.10336538461538461,0.1318181818181818,0.15942028985507245,0.5769230769230769,,,0.01905717151454363,0.024175824175824177,0.02066115702479339,0.022364217252396165,0.023255813953488372,0.014084507042253521,0.019672131147540985,0.03333333333333333,0.10256410256410256,0.10294117647058823,0.020588235294117647,0.6923076923076923,0.5909090909090909,0.680628272251309,0.5153846153846153,0.09504132231404959,0.43478260869565216,0.5172413793103449,0.23333333333333334,0.174931129476584,0.3858267716535433,0.3951612903225806,0.5306122448979592,0.2708333333333333,0.6923076923076923,0.1111111111111111,0.28,0.6349206349206349,0.3026315789473684,0.5327790322580647,0.08376288659793814,0.13763440860215054,0.06451612903225806,7.269471153846153,6.0,10.0,7.0,21.0,10.0,27.0,16.0,1.0,1.0,,0.37037037037037035,0.125,0.4375,0.3333333333333333,0.8571428571428571,0.43478260869565216,3.0,5.0,2.0,,0.5,1.0,27.0,2.0,1.0,1.0,0.0064516129032258064,0.023622047244094488,0.010752688172043012,0.004608294930875576,0.003215434083601286,,,True
959,1610612756,Steve Nash,Steve Nash,959,PHX,79877.0,1331,208,2683,2689,772,606,245,5372,66.0,9.0,18.0,5.0,97.0,190.0,57.0,246,106.0,208.0,103.0,667,2918,62.0,61.0,219.0,126.0,189.0,97.0,332.0,405.0,201.0,92.0,883.0,24.0,99,127,137,42.0,2.0,147.0,22,54,4.0,107.0,115.0,29.0,219.0,772,9.0,27.0,0.39622641509433965,0.5096153846153846,0.5120772946859904,0.6211453744493393,0.6477732793522267,0.6515151515151515,0.4581497797356828,21.683067526297933,0.09801980198019802,0.09523809523809523,0.09746434231378764,0.05592105263157895,0.07766990291262135,0.09090909090909091,0.14537444933920704,0.039647577092511016,0.5,0.5,1.0,0.4185022026431718,0.5105263157894737,0.5105263157894737,0.3402061855670103,0.03731343283582089,0.4253731343283582,0.6035242290748899,0.5132275132275133,0.49765750551876387,0.47795827067669167,0.328335832083958,25.307211538461544,0.2877376071561685,35.0,3.0,4.0,8.0,17.0,29.0,61.0,59.0,119.0,26.0,123.0,12.0,20.0,9.0,51.0,37.0,72.0,28.0,36.0,210.0,,13.0,73.0,38.0,35.0,4.0,6.0,,4.0,10.0,2.0,26.0,21.0,5.0,105.0,32.0,83.0,1.0,22.0,9.0,40.0,2.0,,19.0,3.0,13.0,2.0,,1.0,1.0,2.0,2.0,,,0.14634146341463414,0.14634146341463414,0.45161290322580644,0.5,0.6,0.5138888888888888,0.7,0.5895522388059702,0.7352941176470589,0.052845528455284556,0.16666666666666666,0.01639344262295082,0.7142857142857143,0.04938271604938271,,0.008645533141210375,0.010443864229765013,0.009285051067780872,,0.00546448087431694,0.01718213058419244,0.00816326530612245,0.014492753623188406,0.14609571788413098,0.11627906976744186,0.00966183574879227,1.0,0.5303030303030303,0.6363636363636364,0.22857142857142856,0.1343612334801762,0.47540983606557374,0.48333333333333334,0.034482758620689655,0.2621145374449339,0.4957983193277311,0.5,0.15254237288135594,0.13333333333333333,0.75,0.3333333333333333,0.12686567164179105,0.47058823529411764,0.45614035087719296,0.4322075000000001,0.030107526881720432,0.05078125,0.07646176911544228,11.346747967479677,,2.0,6.0,10.0,6.0,10.0,39.0,,,,0.6,,0.3333333333333333,0.6,0.6666666666666666,0.4,,1.0,1.0,,,,192.0,,33.0,1.0,,0.008403361344537815,,,0.004784688995215311,,,True
1952,1610612756,Raja Bell,Raja Bell,1952,PHX,86387.0,1440,145,2886,2893,890,682,262,5779,28.0,37.0,102.0,32.0,58.0,139.0,49.0,177,95.0,241.0,55.0,498,3086,81.0,38.0,178.0,279.0,139.0,58.0,67.0,92.0,31.0,26.0,209.0,39.0,86,135,162,18.0,4.0,39.0,58,123,2.0,78.0,62.0,17.0,178.0,890,12.0,17.0,0.9789473684210527,0.3941908713692946,0.3941908713692946,0.5299043062200957,0.5528089887640449,0.6205673758865248,0.5765550239234449,15.186695952306243,0.0774077407740774,0.12828947368421054,0.08833922261484099,0.07492795389048991,0.05214723926380368,0.13306451612903225,0.06698564593301436,0.24401913875598086,0.3627450980392157,0.36633663366336633,1.0,0.33253588516746413,0.4172661870503597,0.42028985507246375,0.9655172413793104,0.26666666666666666,0.4083333333333333,0.6435406698564593,0.4172661870503597,0.51566004784689,0.5090983333333334,0.357429718875502,24.470124481327804,0.30838530838530837,15.0,,1.0,5.0,8.0,6.0,21.0,58.0,128.0,25.0,79.0,1.0,3.0,,17.0,16.0,39.0,36.0,136.0,22.0,,11.0,25.0,16.0,9.0,15.0,11.0,1.0,10.0,27.0,3.0,34.0,24.0,10.0,21.0,6.0,14.0,1.0,7.0,5.0,15.0,3.0,4.0,17.0,2.0,12.0,14.0,6.0,1.0,7.0,14.0,11.0,,,0.8607594936708861,0.8607594936708861,0.4444444444444444,0.4463276836158192,0.3333333333333333,0.41025641025641024,0.4722222222222222,0.5833333333333334,0.4722222222222222,0.062146892655367235,0.17857142857142858,0.14285714285714285,0.5384615384615384,0.10752688172043011,0.014285714285714285,0.013048635824436536,0.03826530612244898,0.021052631578947368,0.0078125,0.0045662100456621,0.021739130434782608,0.036585365853658534,0.0410958904109589,0.09817351598173515,0.10714285714285714,0.013157894736842105,0.7857142857142857,0.5357142857142857,0.6521739130434783,0.7333333333333333,0.050239234449760764,0.2857142857142857,0.3333333333333333,0.5,0.3062200956937799,0.453125,0.464,0.9310344827586207,0.05555555555555555,,,0.06666666666666667,0.625,0.5102040816326531,0.5342666666666666,0.028037383177570093,0.06417112299465241,0.03413654618473896,15.080790960451976,6.0,11.0,3.0,9.0,5.0,15.0,10.0,,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,0.34375,2.0,,3.0,,0.3333333333333333,1.0,6.0,2.0,6.0,,0.008298755186721992,0.0234375,0.00980392156862745,0.007194244604316547,,,,True
255,1610612756,Grant Hill,Grant Hill,255,PHX,64111.0,1069,75,2150,2166,628,510,182,4316,118.0,14.0,29.0,10.0,2.0,12.0,1.0,319,16.0,41.0,105.0,491,2265,11.0,29.0,125.0,48.0,12.0,2.0,65.0,96.0,29.0,22.0,223.0,30.0,108,150,185,28.0,6.0,52.0,38,75,6.0,99.0,120.0,5.0,125.0,628,8.0,5.0,1.0,0.3902439024390244,0.3902439024390244,0.5361111111111111,0.5941320293398533,0.6138613861386139,0.11388888888888889,19.57537154989384,0.13106796116504854,0.13761467889908258,0.1324376199616123,0.07954545454545454,0.13733905579399142,0.143646408839779,0.3277777777777778,0.08055555555555556,0.4827586206896552,0.4827586206896552,1.0,0.03333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.11494252873563218,0.011494252873563218,0.44166666666666665,0.16666666666666666,0.4909736111111111,0.4910298850574712,0.2545824847250509,23.960975609756094,0.29209302325581393,81.0,8.0,15.0,21.0,35.0,23.0,61.0,65.0,140.0,,169.0,15.0,31.0,7.0,37.0,39.0,76.0,6.0,206.0,132.0,12.0,17.0,31.0,21.0,10.0,15.0,20.0,,12.0,35.0,5.0,31.0,24.0,7.0,24.0,7.0,13.0,2.0,11.0,2.0,16.0,8.0,5.0,13.0,15.0,59.0,19.0,7.0,,12.0,19.0,9.0,1.0,,0.6094674556213018,0.6319018404907976,0.5454545454545454,0.5297805642633229,0.4838709677419355,0.5131578947368421,0.45454545454545453,0.5517241379310345,0.5,0.05329153605015674,0.09322033898305085,0.06557377049180328,0.46153846153846156,0.17647058823529413,,0.031055900621118012,0.05859375,0.03888888888888889,0.031746031746031744,0.04,0.025,0.07471264367816093,0.024390243902439025,0.16819571865443425,0.10810810810810811,0.03205128205128205,0.47368421052631576,0.6864406779661016,0.7570093457943925,0.6049382716049383,0.16944444444444445,0.3770491803278688,0.40350877192982454,0.34782608695652173,0.3888888888888889,0.4642857142857143,0.47101449275362317,0.7076923076923077,0.45454545454545453,0.5333333333333333,0.25,0.40229885057471265,0.6,,0.48444000000000004,0.14603960396039603,0.162534435261708,0.07535641547861507,9.797178683385578,1.0,6.0,,1.0,,2.0,14.0,,,5.0,,0.030303030303030304,0.030303030303030304,,,0.6,,,3.0,,,,,,7.0,,,0.014285714285714285,,,,,,True
2556,1610612756,Marcus Banks,Marcus Banks,2556,PHX,14374.0,240,-47,469,475,120,124,39,944,18.0,6.0,10.0,2.0,14.0,39.0,11.0,34,20.0,49.0,10.0,98,535,13.0,4.0,18.0,54.0,38.0,14.0,8.0,12.0,7.0,1.0,28.0,5.0,9,15,18,6.0,1.0,11.0,11,32,,17.0,14.0,3.0,18.0,120,6.0,3.0,0.9,0.40816326530612246,0.4166666666666667,0.5301204819277109,0.5449438202247191,0.45,0.5903614457831325,19.607843137254903,0.05625,0.058823529411764705,0.05714285714285714,0.046511627906976744,0.03389830508474576,0.041666666666666664,0.21686746987951808,0.12048192771084337,0.6,0.6,0.8333333333333334,0.46987951807228917,0.358974358974359,0.358974358974359,0.9285714285714286,0.11764705882352941,0.6470588235294118,0.8072289156626506,0.3684210526315789,0.5483408536585366,0.5641062499999999,0.1836734693877551,25.73469387755102,0.255863539445629,11.0,,,1.0,3.0,,1.0,3.0,15.0,2.0,14.0,,,,6.0,1.0,4.0,4.0,12.0,16.0,,2.0,4.0,4.0,,,3.0,,1.0,3.0,,6.0,3.0,3.0,5.0,,5.0,,,1.0,3.0,1.0,1.0,3.0,1.0,4.0,6.0,1.0,2.0,3.0,6.0,1.0,,,0.42857142857142855,0.42857142857142855,0.3076923076923077,0.4117647058823529,,0.25,1.5,0.4117647058823529,1.5,0.058823529411764705,0.05555555555555555,1.0,0.45454545454545453,0.047619047619047616,,0.020833333333333332,,0.013574660633484163,0.021739130434782608,,0.029411764705882353,,,0.08620689655172414,0.15384615384615385,,0.16666666666666666,0.6111111111111112,0.6470588235294118,0.45454545454545453,0.012048192771084338,,,,0.18072289156626506,0.2,0.2,0.3333333333333333,,,,0.17647058823529413,0.3333333333333333,0.18181818181818182,0.600375,0.046511627906976744,0.10810810810810811,0.061224489795918366,8.66764705882353,1.0,2.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,6.0,,1.0,,,,,,,,,True
1752,1610612756,Sean Marks,Sean Marks,1752,PHX,4062.0,68,-54,135,136,47,51,9,271,3.0,,,,,1.0,,22,,1.0,4.0,24,164,,3.0,13.0,,1.0,,2.0,2.0,1.0,1.0,4.0,4.0,5,12,16,3.0,2.0,4.0,8,13,1.0,5.0,7.0,1.0,13.0,47,1.0,1.0,,,,0.43478260869565216,0.46153846153846156,0.5416666666666666,0.043478260869565216,20.689655172413794,0.10638297872340426,0.21052631578947367,0.13636363636363635,0.1,0.07142857142857142,0.17647058823529413,0.13043478260869565,,,,,0.043478260869565216,,,,,,0.17391304347826086,,0.4201695652173913,0.39937000000000006,0.5416666666666666,26.8,0.34814814814814815,3.0,1.0,1.0,1.0,1.0,,,7.0,19.0,,10.0,1.0,1.0,1.0,3.0,5.0,10.0,,18.0,2.0,2.0,,,,,,4.0,,3.0,4.0,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,0.9,1.0,,0.45454545454545453,1.0,0.5,1.0,0.5,0.75,,,,0.25,0.3333333333333333,,0.08,,0.05555555555555555,0.06666666666666667,0.125,0.07407407407407407,,,0.13043478260869565,0.5,,1.0,1.0,1.0,0.6666666666666666,,,,,0.8260869565217391,0.3684210526315789,0.3684210526315789,1.0,1.0,1.0,,0.1,1.0,,0.5774,0.12,0.125,0.125,16.80909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
