EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Arc3Assists,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,HeaveAttempts,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,on,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,3pt And 1 Free Throw Trips,Corner3PctBlocked
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,12648.0,211,-98,388,397,164,166,39,785,13.0,27.0,5.0,5.0,5.0,8.0,8.0,19.0,13.0,19.0,1.0,1.0,34.0,65.0,1.0,25.0,93,474,6.0,8.0,5.0,17.0,11.0,19.0,1.0,13.0,35.0,42.0,26.0,8.0,1.0,8.0,7.0,2.0,9.0,2.0,2.0,1.0,4.0,20.0,3.0,11.0,1.0,3.0,24.0,7.0,34.0,15.0,49.0,3.0,4.0,3.0,1.0,9.0,4.0,5.0,5.0,3.0,14.0,1.0,8.0,13.0,19.0,1.0,1.0,20.0,31.0,3.0,16.0,1.0,9.0,6.0,2.0,1.0,9.0,3.0,1.0,35.0,164,1.0,0.6176470588235294,0.7,0.5230769230769231,0.75,0.5789473684210527,0.5151515151515151,0.75,0.55,0.58125,0.7727272727272727,0.6481481481481481,0.0151515151515151,0.123076923076923,0.2222222222222222,0.1052631578947368,21.962616822429904,0.6428571428571429,0.4117647058823529,0.1666666666666666,0.1548387096774193,0.0820895522388059,0.125,0.0714285714285714,0.1508379888268156,0.0795454545454545,0.175,0.048780487804878,0.0377358490566037,0.0689655172413793,0.0769230769230769,0.1666666666666666,0.1212121212121212,0.1612903225806451,0.1875,0.1304347826086956,0.3333333333333333,0.4090909090909091,0.4814814814814814,0.6190476190476191,0.6923076923076923,0.2878787878787879,0.4210526315789473,0.4705882352941176,0.25,0.2878787878787879,0.6842105263157895,0.6842105263157895,0.7692307692307693,0.0151515151515151,0.625,1.0,0.4,0.4,0.625,0.05,0.4242424242424242,0.4513772727272727,0.5187142857142858,0.4536999999999999,0.2025316455696202,0.2051282051282051,0.1827956989247312,0.3763440860215054,8.295384615384615,25.1,0.422680412371134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,16813.0,280,-8,504,514,131,163,57,1018,19.0,28.0,5.0,6.0,7.0,14.0,14.0,38.0,32.0,57.0,21.0,7.0,65.0,123.0,22.0,43.0,197,570,8.0,14.0,6.0,25.0,15.0,32.0,7.0,19.0,61.0,64.0,66.0,4.0,21.0,9.0,27.0,5.0,32.0,1.0,7.0,4.0,16.0,69.0,5.0,8.0,,7.0,43.0,6.0,56.0,13.0,69.0,,3.0,1.0,2.0,6.0,3.0,4.0,3.0,2.0,10.0,1.0,4.0,16.0,20.0,,,37.0,49.0,4.0,18.0,5.0,8.0,7.0,,1.0,8.0,5.0,,61.0,131,5.0,0.4923076923076923,0.5079365079365079,0.5284552845528455,0.5714285714285714,0.46875,0.5310344827586206,0.5,0.5384615384615384,0.5853658536585366,0.5681818181818182,0.6382978723404256,0.1517241379310344,0.073170731707317,0.1785714285714285,0.0789473684210526,30.155979202772965,0.6,0.4615384615384615,,0.2324324324324324,0.0412371134020618,0.1666666666666666,0.0862068965517241,0.2202643171806167,0.0515873015873015,0.0377358490566037,0.0172413793103448,0.0602409638554216,0.0434782608695652,0.25,0.1525423728813559,0.2264150943396226,0.3013698630136986,0.1666666666666666,,0.625,0.193103448275862,0.6785714285714286,0.8260869565217391,0.4736842105263157,0.2620689655172414,0.3684210526315789,0.4,0.3571428571428571,0.3931034482758621,0.5614035087719298,0.5714285714285714,0.5625,0.1448275862068965,0.3157894736842105,0.8333333333333334,0.2,0.358974358974359,0.5,0.1794871794871795,0.3448275862068966,0.4520544827586206,0.4934699999999999,0.4812974358974357,0.1132075471698113,0.1313868613138686,0.1269035532994923,0.3096446700507614,11.45040650406504,25.08636363636364,0.2599206349206349,1.0,1.0,7.0,1.0,5.0,4.0,8.0,1.0,5.0,4.0,24.0,7.0,4.0,2.0,6.0,1.0,7.0,2.0,1.0,0.3636363636363636,0.2,0.5714285714285714,0.3636363636363636,0.0175438596491228,0.1666666666666666,0.0068965517241379,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2631578947368421,0.2,1.0,0.5714285714285714,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,16100.0,268,-71,496,501,174,171,47,997,8.0,13.0,,,,1.0,7.0,17.0,14.0,37.0,34.0,13.0,29.0,67.0,47.0,20.0,120,585,,3.0,1.0,1.0,10.0,18.0,19.0,12.0,50.0,18.0,40.0,,34.0,7.0,25.0,5.0,30.0,,8.0,4.0,13.0,65.0,,3.0,,7.0,10.0,,17.0,3.0,20.0,1.0,8.0,8.0,,8.0,7.0,4.0,1.0,2.0,12.0,1.0,2.0,5.0,15.0,,,17.0,24.0,3.0,10.0,3.0,2.0,1.0,1.0,,2.0,1.0,,50.0,174,3.0,0.3103448275862069,0.3103448275862069,0.4328358208955223,,0.5555555555555556,0.4385964912280701,,0.5135135135135135,0.4798387096774194,0.0833333333333333,0.5813953488372093,0.4122807017543859,0.1044776119402985,0.2307692307692307,0.0588235294117647,24.504504504504503,0.6666666666666666,,,0.0578034682080924,0.0179640718562874,0.1842105263157894,,0.0805687203791469,0.0127118644067796,,0.0392156862745098,0.0136986301369863,,,0.0714285714285714,0.0232558139534883,0.0675675675675675,0.08,0.0163934426229508,0.5,0.1140350877192982,0.6153846153846154,0.8,0.25,0.1491228070175438,0.4117647058823529,0.4375,0.2857142857142857,0.3245614035087719,0.3783783783783784,0.4117647058823529,0.3571428571428571,0.2982456140350877,,,,0.027027027027027,,0.3513513513513513,0.5263157894736842,0.4670008771929824,0.4600499999999999,0.4308094594594595,0.0826446280991735,0.1351351351351351,0.0083333333333333,0.4166666666666667,12.31492537313433,24.823404255319144,0.3508064516129032,4.0,13.0,10.0,,1.0,3.0,14.0,,2.0,6.0,36.0,10.0,5.0,1.0,,,1.0,5.0,0.8571428571428571,0.2978723404255319,,0.3157894736842105,0.2978723404255319,0.081081081081081,0.3846153846153846,0.1140350877192982,0.3076923076923077,0.3076923076923077,1.0,0.2941176470588235,0.2941176470588235,0.8,0.2,,,0.2307692307692307,0.2941176470588235,1.0,3.0,6.0,6.0,1.0,0.2,0.1621621621621621,0.5,,,,,,,,True,,,,,,,,,,,,
1904,1610612742,Devean George,Devean George,1904,DAL,3327.0,55,-21,108,113,60,62,8,221,4.0,6.0,1.0,3.0,3.0,5.0,1.0,2.0,2.0,7.0,5.0,3.0,7.0,15.0,8.0,2.0,25,110,1.0,3.0,,2.0,5.0,11.0,4.0,2.0,15.0,10.0,4.0,,5.0,1.0,1.0,,1.0,,1.0,,,2.0,,3.0,,2.0,8.0,1.0,11.0,3.0,14.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,5.0,7.0,,,2.0,3.0,,1.0,,,,,,,,,15.0,60,,0.7142857142857143,0.7142857142857143,0.4666666666666667,0.3333333333333333,0.4545454545454545,0.5,0.3333333333333333,0.4333333333333333,0.5,0.3333333333333333,0.4375,0.3478260869565217,0.0666666666666666,0.1666666666666666,,21.186440677966104,1.0,0.125,,0.1904761904761904,0.0789473684210526,0.2,,0.1923076923076923,0.0588235294117647,0.1538461538461538,,0.0526315789473684,,,0.25,0.1428571428571428,0.1333333333333333,0.125,0.0833333333333333,,0.2608695652173913,0.6666666666666666,0.8,0.75,0.0869565217391304,0.5,0.5,,0.3043478260869565,0.2857142857142857,0.2857142857142857,1.0,0.217391304347826,1.0,0.3333333333333333,,0.3333333333333333,0.6,0.2,0.6086956521739131,0.4982717391304349,0.54785,0.5094366666666666,0.0416666666666666,0.0625,0.08,0.6,9.259999999999998,24.525,0.5555555555555556,1.0,3.0,2.0,,,1.0,3.0,,,1.0,9.0,2.0,,,,,1.0,,1.0,0.375,,0.25,0.375,,0.5,0.1304347826086956,0.3333333333333333,0.3333333333333333,1.0,0.4,0.4,1.0,,,,0.3333333333333333,0.4,,,1.0,,,,0.0666666666666666,,,,,,,,,True,,,,,,,,,,,,
2239,1610612742,Trenton Hassell,Trenton Hassell,2239,DAL,27788.0,463,-90,844,863,280,321,94,1707,1.0,10.0,,2.0,,2.0,6.0,14.0,29.0,52.0,1.0,,36.0,76.0,4.0,1.0,76,971,7.0,15.0,,14.0,10.0,17.0,2.0,1.0,21.0,56.0,16.0,,1.0,4.0,17.0,9.0,26.0,1.0,7.0,,10.0,61.0,3.0,8.0,,4.0,27.0,2.0,33.0,11.0,44.0,,9.0,7.0,2.0,6.0,2.0,8.0,4.0,1.0,14.0,2.0,5.0,17.0,55.0,6.0,3.0,7.0,2.0,,1.0,,1.0,1.0,,,1.0,1.0,,21.0,280,,0.7777777777777778,0.7777777777777778,0.4736842105263157,0.4666666666666667,0.5882352941176471,0.46875,0.4666666666666667,0.5263157894736842,0.4691358024691358,0.4666666666666667,0.525,0.05,0.0526315789473684,0.3,,9.937238493723848,0.4285714285714285,0.064516129032258,,0.0868167202572347,0.0258064516129032,0.0571428571428571,0.0309278350515463,0.0813648293963254,0.027027027027027,0.0227272727272727,0.0112359550561797,0.037593984962406,0.0410958904109589,,0.1142857142857142,0.0389610389610389,0.0930232558139534,0.06,,1.0,0.125,0.1,0.1428571428571428,,0.175,0.4285714285714285,0.4285714285714285,0.3333333333333333,0.65,0.5576923076923077,0.5686274509803921,0.896551724137931,0.0125,0.1333333333333333,,,0.1052631578947368,,,0.175,0.4060399999999998,0.4214,0.378342105263158,0.0123456790123456,0.0129870129870129,0.1842105263157894,0.2763157894736842,14.546052631578943,24.4,0.3317535545023696,1.0,3.0,,,,,1.0,,,,3.0,,8.0,3.0,,4.0,,8.0,1.0,0.25,,,0.25,0.0192307692307692,0.05,0.0375,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,2.0,,1.0,,0.1052631578947368,,,,,,,,,True,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,5660.0,94,-6,176,176,78,101,16,352,9.0,15.0,,,3.0,6.0,1.0,4.0,1.0,5.0,13.0,7.0,11.0,24.0,14.0,6.0,46,168,,1.0,,3.0,3.0,10.0,8.0,,18.0,4.0,18.0,,12.0,3.0,7.0,1.0,8.0,,1.0,2.0,4.0,17.0,1.0,,,1.0,6.0,,7.0,1.0,8.0,,3.0,,3.0,5.0,2.0,1.0,3.0,,6.0,1.0,3.0,6.0,10.0,,1.0,11.0,8.0,,4.0,,,,,,,,,18.0,78,,0.1818181818181818,0.1818181818181818,0.4583333333333333,,0.3,0.5263157894736842,0.75,0.5,0.5476190476190477,0.75,0.5,0.3684210526315789,0.125,0.2,,25.0,0.8333333333333334,,,0.1016949152542373,,0.0666666666666666,0.0454545454545454,0.0945945945945946,0.0108695652173913,,,,,0.1428571428571428,0.125,0.0555555555555555,0.12,0.0769230769230769,,,0.3947368421052631,0.6,0.75,0.2222222222222222,0.1052631578947368,0.25,0.25,,0.131578947368421,0.2,0.2,,0.3421052631578947,,,,0.3333333333333333,0.5,0.3888888888888889,0.7631578947368421,0.5010175675675675,0.3801,0.4834000000000001,0.0952380952380952,0.1428571428571428,0.0652173913043478,0.391304347826087,5.525,27.064285714285717,0.4431818181818182,1.0,1.0,5.0,,,3.0,6.0,1.0,1.0,4.0,12.0,5.0,1.0,,1.0,5.0,,1.0,0.6666666666666666,0.4285714285714285,1.0,0.5,0.4615384615384615,,,0.0263157894736842,1.0,1.0,1.0,0.3846153846153846,0.3846153846153846,0.6,,,,0.4285714285714285,0.4166666666666667,1.0,1.0,1.0,6.0,,0.5,0.0555555555555555,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,
224,1610612742,Eddie Jones,Eddie Jones,224,DAL,2628.0,44,-12,69,77,13,24,10,146,,,,,,,1.0,1.0,,,6.0,2.0,1.0,1.0,8.0,,8,88,,,,,,,3.0,,3.0,2.0,,,6.0,,1.0,2.0,3.0,2.0,,,1.0,8.0,,,,,2.0,2.0,4.0,,4.0,,1.0,1.0,,2.0,2.0,,,,2.0,,,2.0,2.0,,,6.0,,,,,,,,,,,,3.0,13,,1.0,1.0,1.0,,,0.4444444444444444,,0.5,0.4444444444444444,,0.5,0.8888888888888888,,,,13.75,1.0,0.6666666666666666,,0.064516129032258,,,,0.0555555555555555,,,,,,,0.1666666666666666,,0.0555555555555555,,,,,,,,0.1111111111111111,1.0,1.0,1.0,,,,,0.6666666666666666,,,,,,0.6666666666666666,0.8888888888888888,0.5405666666666666,,0.5515,,,,0.375,13.1,24.775,0.1884057971014492,,2.0,2.0,,,1.0,2.0,,,1.0,6.0,2.0,,,,2.0,,,1.0,0.25,,0.3333333333333333,0.25,,,0.2222222222222222,,,,0.3333333333333333,0.3333333333333333,1.0,,,,0.5,0.3333333333333333,,,1.0,,,,0.3333333333333333,,,,,,,,,True,,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,13559.0,226,4,398,413,124,133,45,811,11.0,15.0,1.0,2.0,3.0,4.0,13.0,24.0,21.0,48.0,18.0,5.0,45.0,87.0,23.0,38.0,134,458,5.0,12.0,2.0,12.0,10.0,15.0,7.0,15.0,35.0,26.0,64.0,2.0,15.0,2.0,9.0,4.0,13.0,2.0,3.0,2.0,4.0,30.0,,4.0,,5.0,25.0,4.0,34.0,4.0,38.0,2.0,,,,5.0,4.0,6.0,1.0,,11.0,,4.0,9.0,20.0,,5.0,29.0,44.0,6.0,22.0,3.0,6.0,3.0,1.0,2.0,6.0,3.0,,35.0,124,3.0,0.2888888888888888,0.2954545454545454,0.5172413793103449,0.4166666666666667,0.6666666666666666,0.4363636363636363,0.3333333333333333,0.4545454545454545,0.5193798449612403,0.375,0.5833333333333334,0.209090909090909,0.0229885057471264,0.0666666666666666,0.0416666666666666,30.368763557483728,0.4545454545454545,0.2666666666666666,,0.1633986928104575,0.0264900662251655,0.1785714285714285,,0.1657458563535911,0.0211640211640211,,0.0444444444444444,0.0273972602739726,,,0.1224489795918367,0.2272727272727272,0.15,0.217391304347826,0.0357142857142857,0.5,0.1363636363636363,0.7333333333333333,0.7857142857142857,0.3636363636363636,0.2181818181818181,0.5416666666666666,0.5652173913043478,0.3846153846153846,0.4363636363636363,0.4375,0.4375,0.1904761904761904,0.1636363636363636,0.1333333333333333,0.5,1.0,0.1818181818181818,0.75,0.2272727272727272,0.3454545454545454,0.4597896226415094,0.4414423076923078,0.4962925,0.1746031746031746,0.2135922330097087,0.0895522388059701,0.2611940298507462,12.454022988505743,28.456521739130437,0.3115577889447236,1.0,5.0,1.0,,3.0,,2.0,,3.0,,6.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,0.0869565217391304,,,0.1,,,0.0454545454545454,0.2,0.2,1.0,0.0555555555555555,0.0555555555555555,1.0,0.2,,,,0.0666666666666666,,,2.0,,,,0.0909090909090909,,,3.0,,,1.0,,,True,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,9517.0,159,-32,286,290,63,77,39,576,8.0,26.0,,3.0,,4.0,3.0,5.0,5.0,14.0,9.0,3.0,16.0,45.0,9.0,28.0,72,350,1.0,4.0,,8.0,1.0,7.0,3.0,8.0,16.0,14.0,18.0,,9.0,3.0,30.0,3.0,33.0,1.0,9.0,3.0,18.0,69.0,,3.0,,3.0,8.0,1.0,12.0,3.0,15.0,1.0,6.0,5.0,1.0,5.0,5.0,6.0,,3.0,11.0,1.0,2.0,6.0,14.0,,1.0,23.0,30.0,4.0,15.0,2.0,,,,,,,,16.0,63,2.0,0.4375,0.4375,0.3555555555555555,0.25,0.1428571428571428,0.4074074074074074,0.6666666666666666,0.4,0.5373134328358209,0.6666666666666666,0.5714285714285714,0.1666666666666666,0.0666666666666666,0.0769230769230769,0.2,23.49397590361446,0.4545454545454545,0.25,,0.0808080808080808,0.0258620689655172,0.1111111111111111,,0.0873015873015873,0.0206896551724137,0.024390243902439,0.0714285714285714,,,,0.1176470588235294,0.0416666666666666,0.073170731707317,0.1666666666666666,0.0333333333333333,,0.4814814814814814,0.3076923076923077,0.3333333333333333,0.625,0.0925925925925925,0.6,0.75,,0.2592592592592592,0.3571428571428571,0.3571428571428571,0.4,0.1666666666666666,0.5,,,0.4,,0.3,0.6481481481481481,0.4906879629629629,0.4850916666666667,0.41608,0.2307692307692307,0.2678571428571428,0.1111111111111111,0.2222222222222222,6.9,26.21111111111111,0.2202797202797203,,,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,9.0,4.0,2.0,1.0,1.0,,,3.0,0.75,0.4444444444444444,1.0,0.6666666666666666,0.4444444444444444,,,,,,,0.4444444444444444,0.4444444444444444,0.75,0.3333333333333333,1.0,1.0,0.6666666666666666,0.4444444444444444,,,,3.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,6246.0,104,-23,206,210,81,83,27,416,6.0,7.0,,,2.0,2.0,3.0,9.0,6.0,12.0,5.0,2.0,15.0,28.0,12.0,9.0,45,234,1.0,3.0,,2.0,5.0,12.0,6.0,2.0,18.0,14.0,16.0,,5.0,,9.0,4.0,13.0,1.0,6.0,1.0,2.0,30.0,1.0,,,6.0,9.0,,15.0,1.0,16.0,,2.0,2.0,,6.0,6.0,3.0,,1.0,9.0,,5.0,1.0,4.0,,1.0,9.0,10.0,,4.0,1.0,2.0,1.0,1.0,,2.0,2.0,,18.0,81,1.0,0.4666666666666667,0.4666666666666667,0.5357142857142857,0.3333333333333333,0.4166666666666667,0.45,0.25,0.4444444444444444,0.5,0.25,0.4736842105263157,0.3,,,,23.47826086956522,0.6666666666666666,,,0.1184210526315789,,0.24,0.0384615384615384,0.1485148514851485,0.0111111111111111,,,,0.0526315789473684,,0.0344827586206896,0.1875,0.1612903225806451,0.2666666666666666,,1.0,0.175,0.8571428571428571,0.8571428571428571,0.5,0.225,0.3333333333333333,0.3333333333333333,,0.3,0.5,0.5,0.6666666666666666,0.125,,,,0.1111111111111111,1.0,0.1111111111111111,0.475,0.49823625,0.4632333333333333,0.4656083333333333,0.0909090909090909,0.125,0.0444444444444444,0.4,10.996428571428575,24.183333333333334,0.3932038834951456,1.0,7.0,1.0,,1.0,1.0,2.0,,1.0,2.0,6.0,1.0,3.0,1.0,1.0,,,1.0,1.0,0.1666666666666666,,0.3333333333333333,0.1666666666666666,,0.2,0.175,0.1428571428571428,0.1428571428571428,1.0,0.2,0.2,1.0,0.25,,,0.5,0.2,,1.0,4.0,,,,0.2222222222222222,0.25,,,,,,1.0,,True,,,,,,,,,,,,
