EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Clear Path Fouls,Technical Free Throw Trips,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,OffensiveGoaltends,3SecondViolations,BlockedArc3,on
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,44841.0,747,-115,1373,1396,349,353,201,2769,73.0,125.0,29.0,54.0,18.0,31.0,22.0,58,29,74,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,124,257,2.0,5.0,48.0,302,1544,32.0,65.0,1.0,1.0,13.0,80.0,22.0,51.0,1.0,2.0,12.0,59,122,126.0,6.0,50.0,3.0,29,27,9.0,36,7.0,2.0,15.0,6.0,6.0,81,9.0,70,1.0,28,74,12.0,114,80,194,13.0,26,20,6.0,18,1.0,9,28.0,2.0,9.0,1.0,11.0,46,2.0,11.0,68,117,5.0,6.0,69.0,8.0,10.0,68.0,10.0,35.0,4.0,52.0,33.0,3.0,16.0,52.0,30.0,6.0,2.0,59,349,10.0,4.0,0.49193548387096775,0.6161616161616161,1.0,0.4,1.0,0.5,0.4,0.48249027237354086,0.49230769230769234,0.43137254901960786,0.4847328244274809,0.5075757575757576,0.44339622641509435,0.5189003436426117,0.5555555555555556,0.46825396825396826,0.019083969465648856,0.11284046692607004,0.184,0.08620689655172414,0.013513513513513514,20.841063698206554,0.391304347826087,0.2727272727272727,0.029411764705882353,0.17494089834515367,0.12797074954296161,0.15819209039548024,0.05732484076433121,0.17,0.11221590909090909,0.17575757575757575,0.12290502793296089,0.09359605911330049,0.06015037593984962,0.041666666666666664,0.16,0.15178571428571427,0.1989247311827957,0.15789473684210525,0.1590909090909091,0.12380952380952381,0.5769230769230769,0.4770992366412214,0.584,0.7156862745098039,0.5068493150684932,0.22137404580152673,0.3793103448275862,0.41509433962264153,0.5,0.2824427480916031,0.3918918918918919,0.3972602739726027,0.4482758620689655,0.007633587786259542,1.0,1.0,1.0,0.011450381679389313,0.8181818181818182,0.5370370370370371,0.10344827586206896,0.015151515151515152,1.0,1.0,0.5849056603773585,0.5806451612903226,0.018867924528301886,1.0,0.018867924528301886,0.4961832061068702,0.49763295019157083,0.5414967741935484,0.5299192307692309,0.12195121951219512,0.12411347517730496,0.26490066225165565,0.19536423841059603,7.376653696498055,27.46,0.2541879096868172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,129648.0,2161,12,4012,4028,936,919,561,8040,102.0,157.0,6.0,8.0,25.0,36.0,45.0,100,41,116,1.0,9.0,,,1.0,3.0,65.0,15.0,188,373,17.0,74.0,170.0,597,4399,16.0,29.0,1.0,7.0,4.0,39.0,47.0,83.0,3.0,18.0,86.0,189,118,258.0,36.0,2.0,64.0,21,228,112.0,340,80.0,32.0,108.0,38.0,82.0,792,6.0,17,,55,122,3.0,180,23,203,8.0,69,41,28.0,45,17.0,39,46.0,4.0,6.0,,7.0,91,7.0,20.0,30,78,,11.0,190.0,2.0,25.0,219.0,23.0,89.0,29.0,2.0,1.0,1.0,,2.0,2.0,,2.0,189,936,11.0,23.0,0.31382978723404253,0.3155080213903743,0.7058823529411765,0.22972972972972974,0.14285714285714285,0.16666666666666666,0.2328767123287671,0.5040214477211796,0.5517241379310345,0.5662650602409639,0.47762863534675615,0.4861111111111111,0.5099009900990099,0.5452029520295203,0.527027027027027,0.6266666666666667,0.16554809843400448,0.05630026809651475,0.10828025477707007,0.03,0.008620689655172414,13.508884607150502,0.4945054945054945,0.0297029702970297,,0.09420849420849421,0.01171605789110958,0.10416666666666667,0.01171875,0.09709270433351619,0.011716760061130923,0.016867469879518072,0.012474012474012475,0.007207207207207207,0.014925373134328358,,0.08469945355191257,0.07967032967032966,0.10973451327433628,0.10498687664041995,0.10204081632653061,0.037037037037037035,1.0,0.3512304250559284,0.6496815286624203,0.7285714285714285,0.35294117647058826,0.22371364653243847,0.45,0.4639175257731959,0.2222222222222222,0.2595078299776286,0.35344827586206895,0.3565217391304348,0.3170731707317073,0.020134228187919462,0.1111111111111111,0.1111111111111111,1.0,0.14541387024608501,0.2222222222222222,0.75,,,,,0.3564356435643564,0.6944444444444444,0.0297029702970297,0.3333333333333333,0.1485148514851485,0.5167785234899329,0.5051146396396397,0.4697446428571429,0.4832146464646467,0.17348927875243664,0.20273348519362186,0.06532663316582915,0.3165829145728643,8.457104557640749,25.664864864864864,0.2333000997008973,16.0,1.0,7.0,2.0,15.0,1.0,16.0,1.0,7.0,0.24615384615384617,0.24615384615384617,0.6875,0.19444444444444445,0.14285714285714285,1.0,0.13333333333333333,0.25,,,,,,,,,,,,True
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,110497.0,1842,73,3430,3431,761,757,479,6861,149.0,235.0,49.0,79.0,30.0,50.0,100.0,251,64,183,18.0,48.0,2.0,2.0,6.0,10.0,175.0,32.0,313,669,73.0,223.0,195.0,1040,3746,67.0,121.0,6.0,10.0,34.0,186.0,54.0,121.0,17.0,42.0,55.0,214,354,272.0,213.0,78.0,174.0,31,50,25.0,75,20.0,5.0,29.0,9.0,12.0,175,33.0,103,5.0,73,238,29.0,340,141,481,20.0,72,48,24.0,46,7.0,29,33.0,3.0,17.0,1.0,8.0,79,8.0,14.0,67,123,11.0,8.0,210.0,17.0,13.0,256.0,31.0,114.0,19.0,25.0,19.0,1.0,5.0,25.0,14.0,,1.0,214,761,12.0,19.0,0.5654952076677316,0.6459854014598541,0.9726027397260274,0.3273542600896861,0.6,0.40476190476190477,0.32882882882882886,0.4678624813153961,0.5537190082644629,0.4462809917355372,0.4736547085201794,0.5801526717557252,0.48773006134969327,0.5194805194805194,0.6241610738255033,0.5487179487179488,0.25,0.04633781763826607,0.05531914893617021,0.05179282868525897,0.0273224043715847,26.99524643482612,0.5822784810126582,0.3372093023255814,0.049019607843137254,0.21518987341772153,0.08187599364069953,0.16331096196868009,0.0744920993227991,0.20025756600128783,0.07995296884185774,0.07932011331444759,0.07981220657276995,0.08559498956158663,0.07017543859649122,0.0891089108910891,0.17647058823529413,0.2413793103448276,0.22245322245322247,0.13230769230769232,0.2459016393442623,0.0425531914893617,0.56,0.26345291479820626,0.6340425531914894,0.6711711711711712,0.5302013422818792,0.28139013452914796,0.398406374501992,0.42016806722689076,0.48,0.20515695067264575,0.34972677595628415,0.3595505617977528,0.78125,0.053811659192825115,0.375,0.375,1.0,0.1961883408071749,0.6030534351145038,0.620253164556962,0.16326530612244897,0.015267175572519083,1.0,1.0,0.3067484662576687,0.6,0.06134969325153374,0.6,0.19631901840490798,0.5134529147982063,0.48769303370786526,0.5168892523364486,0.4929817901234569,0.12423625254582485,0.15159574468085107,0.17884615384615385,0.20576923076923076,8.6660687593423,25.133183856502246,0.221865889212828,55.0,4.0,8.0,11.0,6.0,1.0,55.0,,,0.3142857142857143,0.3160919540229885,0.9636363636363636,0.061068702290076333,0.5,1.0,0.34375,0.3160919540229885,1.0,1.0,8.0,0.004484304932735426,0.005714285714285714,0.034782608695652174,,,,,,True
200762,1610612764,Oleksiy Pecherov,Oleksiy Pecherov,200762,WAS,4737.0,79,23,149,145,66,42,23,294,4.0,7.0,1.0,1.0,3.0,5.0,4.0,6,1,4,,2.0,,,,1.0,16.0,8.0,9,17,6.0,18.0,4.0,40,151,1.0,3.0,,2.0,2.0,4.0,5.0,10.0,3.0,9.0,4.0,23,12,6.0,18.0,2.0,16.0,2,1,1.0,2,,1.0,,1.0,,5,3.0,4,,1,10,2.0,13,7,20,1.0,1,1,,4,,3,,,1.0,,,4,,1.0,4,8,1.0,,2.0,,,4.0,,1.0,1.0,2.0,2.0,,,2.0,,,,23,66,2.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5,0.5142857142857142,0.2,0.5,0.5405405405405406,0.3333333333333333,0.5476190476190477,0.5142857142857142,0.11764705882352941,0.14285714285714285,0.16666666666666666,,23.976608187134502,1.0,0.4,,0.19607843137254902,0.1,0.04,0.1,0.14473684210526316,0.1,0.15384615384615385,0.125,0.05263157894736842,0.13043478260869565,,0.13333333333333333,0.29411764705882354,0.15789473684210525,0.058823529411764705,,0.05555555555555555,,0.2,0.5714285714285714,0.6666666666666666,0.75,0.17142857142857143,0.6666666666666666,0.8,0.5,0.11428571428571428,0.25,0.25,1.0,0.05714285714285714,,,,0.45714285714285713,0.2,1.0,,,,,0.2631578947368421,0.6,0.05263157894736842,,0.42105263157894735,0.7142857142857143,0.5135071428571428,0.5209,0.5167368421052632,0.027777777777777776,0.05555555555555555,0.1,0.575,8.517647058823528,25.005555555555556,0.4429530201342282,6.0,,2.0,3.0,,,6.0,,,0.375,0.375,1.0,0.4,,,0.375,0.375,,,,,,,,,,,,True
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,26243.0,437,11,824,828,270,248,109,1652,5.0,11.0,1.0,3.0,,4.0,1.0,6,17,50,4.0,15.0,1.0,2.0,1.0,7.0,63.0,16.0,23,67,32.0,78.0,21.0,163,867,1.0,5.0,1.0,7.0,,5.0,6.0,19.0,5.0,23.0,12.0,39,26,20.0,81.0,,63.0,2,22,8.0,30,6.0,2.0,6.0,8.0,8.0,68,1.0,7,,5,16,,21,8,29,3.0,10,8,2.0,13,4.0,10,11.0,2.0,3.0,2.0,1.0,24,3.0,9.0,21,48,1.0,1.0,14.0,,,22.0,2.0,6.0,3.0,4.0,1.0,1.0,2.0,4.0,3.0,,,39,270,9.0,3.0,0.5652173913043478,0.5652173913043478,0.84375,0.41025641025641024,0.14285714285714285,0.21739130434782608,0.41025641025641024,0.34328358208955223,0.2,0.3157894736842105,0.4896551724137931,0.20833333333333334,0.32142857142857145,0.5292207792207793,0.20833333333333334,0.40625,0.5379310344827586,0.029850746268656716,0.09090909090909091,0.16666666666666666,,18.619246861924687,0.5416666666666666,,,0.06299212598425197,0.023972602739726026,0.049019607843137254,0.009708737864077669,0.05898876404494382,0.020253164556962026,0.05063291139240506,0.011111111111111112,0.016260162601626018,0.012345679012345678,,0.06944444444444445,0.012048192771084338,0.10101010101010101,0.039473684210526314,0.07692307692307693,0.03488372093023256,0.75,0.07586206896551724,0.45454545454545453,0.5,0.2,0.041379310344827586,0.16666666666666666,0.2,,0.3448275862068966,0.34,0.34,0.7058823529411765,0.10344827586206896,0.26666666666666666,0.26666666666666666,1.0,0.43448275862068964,0.25,0.3333333333333333,,0.16666666666666666,0.5,1.0,0.09523809523809523,,0.16666666666666666,0.14285714285714285,0.38095238095238093,0.6137931034482759,0.489653125,0.50399375,0.4718609756097561,0.052980132450331126,0.08450704225352113,0.03067484662576687,0.2392638036809816,15.273134328358207,25.239743589743586,0.3276699029126214,28.0,,5.0,4.0,15.0,,28.0,,,0.4444444444444444,0.45161290322580644,0.8214285714285714,0.4166666666666667,,,0.25,0.4444444444444444,1.0,,2.0,0.01282051282051282,0.015873015873015872,0.025,,,,,,True
201156,1610612764,Nick Young,Nick Young,201156,WAS,13662.0,228,-16,443,451,180,191,56,894,10.0,18.0,2.0,3.0,4.0,4.0,2.0,15,17,40,6.0,9.0,,,1.0,1.0,18.0,9.0,29,73,11.0,27.0,19.0,110,467,4.0,9.0,,1.0,,8.0,12.0,24.0,3.0,10.0,11.0,44,14,44.0,33.0,2.0,18.0,2,11,1.0,12,1.0,,4.0,4.0,3.0,25,3.0,3,,7,16,,23,6,29,2.0,7,7,,11,2.0,3,12.0,2.0,8.0,,3.0,23,3.0,8.0,10,27,,3.0,19.0,2.0,1.0,26.0,1.0,13.0,,,,,,1.0,1.0,,,44,180,4.0,,0.2413793103448276,0.25,1.0,0.4074074074074074,,0.3,0.4074074074074074,0.3972602739726027,0.4444444444444444,0.5,0.455,0.4,0.4852941176470588,0.49107142857142855,0.4,0.5365853658536586,0.27,0.0273972602739726,0.05555555555555555,0.06666666666666667,,26.5748031496063,0.4782608695652174,,,0.1095890410958904,0.01764705882352941,0.1076923076923077,0.07317073170731707,0.10900473933649289,0.02843601895734597,0.018518518518518517,,0.028985507246376812,0.05555555555555555,0.2,0.09803921568627451,0.07142857142857142,0.1509433962264151,0.12,0.06666666666666667,0.03571428571428571,1.0,0.18,0.5555555555555556,0.5882352941176471,0.4,0.15,0.13333333333333333,0.14285714285714285,,0.4,0.425,0.425,0.17647058823529413,0.09,0.6666666666666666,0.6666666666666666,1.0,0.18,0.3,0.6666666666666666,,,,,0.11764705882352941,1.0,0.029411764705882353,1.0,0.2647058823529412,0.45,0.4703551020408164,0.41632500000000006,0.45553593750000004,0.125,0.15294117647058825,0.07272727272727272,0.4,11.879452054794525,25.848148148148148,0.40632054176072235,5.0,,1.0,2.0,,,5.0,,,0.2777777777777778,0.2777777777777778,1.0,0.1,,,0.2222222222222222,0.2777777777777778,,1.0,1.0,,,0.037037037037037035,1.0,1.0,,,,True
201187,1610612764,Dominic McGuire,Dominic McGuire,201187,WAS,12473.0,208,-70,383,406,128,130,62,789,5.0,13.0,1.0,6.0,4.0,8.0,,4,2,10,,,,,,,1.0,,7,27,,1.0,3.0,17,436,1.0,7.0,,,,2.0,4.0,15.0,,,3.0,11,8,6.0,,2.0,1.0,2,8,5.0,13,3.0,2.0,5.0,3.0,,31,4.0,19,,11,15,2.0,28,23,51,4.0,2,2,,9,,3,3.0,1.0,6.0,,1.0,12,3.0,3.0,10,21,,,6.0,1.0,,7.0,1.0,2.0,2.0,9.0,6.0,,3.0,9.0,6.0,,1.0,11,128,3.0,2.0,0.5714285714285714,0.6666666666666666,,,,,,0.25925925925925924,0.14285714285714285,0.26666666666666666,0.25,0.14285714285714285,0.26666666666666666,0.27419354838709675,0.14285714285714285,0.3055555555555556,0.03571428571428571,0.07407407407407407,0.07692307692307693,0.25,,9.45054945054945,0.75,0.16666666666666666,,0.13513513513513514,0.125,0.1774193548387097,0.08,0.15028901734104047,0.11386138613861387,0.1590909090909091,0.15555555555555556,0.07936507936507936,0.047619047619047616,0.25,,0.11627906976744186,0.24390243902439024,0.21428571428571427,0.1,0.2222222222222222,0.6666666666666666,0.4642857142857143,0.38461538461538464,0.4166666666666667,0.4,0.14285714285714285,,,,0.35714285714285715,0.2,0.2,1.0,,,,,0.03571428571428571,0.8571428571428571,0.16666666666666666,,,,,0.5333333333333333,0.5,,,,0.5,0.4791392857142857,0.5724333333333335,0.46255999999999997,0.06896551724137931,0.07142857142857142,0.11764705882352941,0.6470588235294118,8.877777777777778,25.4,0.3342036553524804,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,89595.0,1493,47,2769,2764,557,528,387,5533,47.0,87.0,6.0,12.0,15.0,26.0,6.0,24,44,106,30.0,72.0,2.0,9.0,9.0,20.0,205.0,44.0,97,217,104.0,277.0,85.0,591,3062,9.0,22.0,8.0,21.0,6.0,48.0,24.0,56.0,22.0,64.0,34.0,148,78,116.0,285.0,4.0,202.0,15,106,21.0,127,16.0,5.0,60.0,18.0,28.0,275,12.0,8,1.0,38,76,2.0,116,21,137,6.0,41,28,13.0,30,11.0,21,23.0,3.0,9.0,,3.0,53,6.0,14.0,27,58,3.0,5.0,78.0,,9.0,106.0,8.0,44.0,10.0,6.0,5.0,,1.0,6.0,5.0,,,148,557,8.0,10.0,0.4020618556701031,0.4105263157894737,0.9134615384615384,0.37545126353790614,0.38095238095238093,0.34375,0.3795620437956204,0.4470046082949309,0.4090909090909091,0.42857142857142855,0.5121457489878543,0.4883720930232558,0.475,0.5452029520295203,0.5217391304347826,0.5285714285714286,0.5607287449392713,0.06912442396313365,0.12643678160919541,0.08333333333333333,0.018867924528301886,18.461061123177167,0.5660377358490566,0.030303030303030304,0.012658227848101266,0.084070796460177,0.008072653884964682,0.10764872521246459,0.03208556149732621,0.09069212410501193,0.014652014652014652,0.014336917562724014,,0.010869565217391304,0.02413793103448276,0.05952380952380952,0.07114624505928854,0.0653061224489796,0.10344827586206896,0.0931174089068826,0.14150943396226415,0.022641509433962263,0.8333333333333334,0.17611336032388664,0.5402298850574713,0.618421052631579,0.3617021276595745,0.048582995951417005,0.25,0.2727272727272727,0.16666666666666666,0.2145748987854251,0.41509433962264153,0.4230769230769231,0.4772727272727273,0.145748987854251,0.4166666666666667,0.4166666666666667,0.9666666666666667,0.4149797570850202,0.27906976744186046,0.5,0.3333333333333333,0.20930232558139536,0.2222222222222222,1.0,0.21666666666666667,0.5769230769230769,0.16666666666666666,0.45,0.36666666666666664,0.7368421052631579,0.5124829918032787,0.5063515151515152,0.4963353448275861,0.08646616541353383,0.17391304347826086,0.08121827411167512,0.25042301184433163,10.635483870967743,25.41805054151625,0.20115565185987722,74.0,6.0,12.0,13.0,27.0,3.0,74.0,,,0.36097560975609755,0.3645320197044335,0.8918918918918919,0.27906976744186046,0.5,0.8333333333333334,0.29545454545454547,0.36633663366336633,2.0,,2.0,0.007220216606498195,0.00975609756097561,0.007168458781362007,,,,,,True
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,85831.0,1431,63,2621,2617,443,484,365,5238,147.0,225.0,59.0,94.0,21.0,33.0,54.0,150,5,25,,,,,,,,,206,400,,,134.0,546,2844,65.0,114.0,,,53.0,183.0,30.0,61.0,,,28.0,88,218,194.0,,80.0,,40,34,11.0,45,8.0,3.0,16.0,6.0,12.0,101,34.0,134,2.0,61,117,15.0,193,170,363,11.0,19,15,4.0,26,2.0,3,43.0,3.0,23.0,1.0,9.0,69,7.0,12.0,78,137,9.0,13.0,164.0,9.0,17.0,188.0,22.0,96.0,9.0,86.0,50.0,3.0,33.0,86.0,54.0,1.0,10.0,88,443,10.0,8.0,0.529126213592233,0.6566265060240963,,,,,,0.515,0.5701754385964912,0.4918032786885246,0.515,0.5701754385964912,0.4918032786885246,0.5652173913043478,0.6310344827586207,0.55,,0.1,0.13777777777777778,0.06,,18.134034165571617,0.37681159420289856,0.3,0.0273972602739726,0.13160854893138357,0.14120126448893572,0.17681159420289855,0.10059171597633136,0.14424635332252836,0.13053613053613053,0.23880597014925373,0.12048192771084337,0.08595988538681948,0.09923664122137404,0.10526315789473684,0.08163265306122448,0.13709677419354838,0.1590909090909091,0.1991869918699187,0.12121212121212122,0.07142857142857142,0.627906976744186,0.5625,0.6533333333333333,0.7577319587628866,0.5374149659863946,0.375,0.36,0.3829787234042553,0.48148148148148145,0.0625,0.2,0.2,0.8,,,,,,0.8245614035087719,0.6276595744680851,0.1016949152542373,,,,0.5409836065573771,0.6363636363636364,,,,0.5625,0.5106894999999999,0.5473237113402062,0.48638524590163934,0.20253164556962025,0.20253164556962025,0.33516483516483514,0.16117216117216118,4.5035,,0.16901945822205267,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,,True
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,82148.0,1369,74,2549,2556,574,578,343,5105,107.0,153.0,25.0,32.0,23.0,29.0,22.0,78,95,224,10.0,23.0,1.0,2.0,1.0,5.0,88.0,27.0,224,455,42.0,111.0,146.0,720,2832,35.0,61.0,4.0,6.0,17.0,99.0,39.0,74.0,9.0,32.0,71.0,176,188,260.0,69.0,28.0,84.0,29,127,38.0,165,27.0,11.0,77.0,21.0,29.0,368,8.0,42,2.0,40,110,11.0,161,52,213,8.0,80,52,28.0,56,10.0,38,32.0,1.0,18.0,1.0,4.0,88,8.0,20.0,35,92,5.0,10.0,132.0,4.0,4.0,162.0,15.0,56.0,24.0,9.0,6.0,,3.0,10.0,5.0,,3.0,176,574,15.0,23.0,0.41964285714285715,0.44761904761904764,0.5476190476190477,0.3783783783783784,0.6666666666666666,0.28125,0.3925233644859813,0.49230769230769234,0.5737704918032787,0.527027027027027,0.5070671378091873,0.6119402985074627,0.49528301886792453,0.5600315955766193,0.6513157894736842,0.6118881118881119,0.196113074204947,0.06373626373626373,0.09803921568627451,0.1282051282051282,0.017857142857142856,24.398508980006778,0.6363636363636364,0.1774193548387097,0.025974025974025976,0.1385390428211587,0.04794520547945205,0.12158054711246201,0.024922118380062305,0.13357079252003562,0.04177109440267335,0.078125,0.04797047970479705,0.025787965616045846,0.025423728813559324,0.023529411764705882,0.13852813852813853,0.1523809523809524,0.13031161473087818,0.1322314049586777,0.09195402298850575,0.03125,0.5,0.2703180212014134,0.6993464052287581,0.7753623188405797,0.4485981308411215,0.13780918727915195,0.28205128205128205,0.3235294117647059,0.4090909090909091,0.3957597173144876,0.42410714285714285,0.4318181818181818,0.3894736842105263,0.04063604240282685,0.43478260869565216,0.43478260869565216,0.5,0.15547703180212014,0.47761194029850745,0.78125,0.24,0.029850746268656716,0.5,1.0,0.27358490566037735,0.7931034482758621,0.04716981132075472,0.2,0.25471698113207547,0.4664310954063604,0.4775216964285714,0.4813928571428571,0.4599889999999999,0.09523809523809523,0.11290322580645161,0.1375,0.24444444444444444,10.840659340659341,26.559459459459458,0.22518634758728914,32.0,3.0,4.0,8.0,57.0,4.0,32.0,1.0,12.0,0.36363636363636365,0.37209302325581395,0.5625,0.05970149253731343,0.75,0.3333333333333333,0.2962962962962963,0.38095238095238093,2.0,,2.0,0.018018018018018018,0.022727272727272728,0.017699115044247787,1.0,,,,1.0,True
