EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGA,FG3A,NonHeaveArc3FGA,Arc3Assists,ShortMidRangeAssists,FTOffRebounds,BadPassSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APct,LongMidRangePctBlocked,OffFTReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Avg3ptShotDistance,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,on,OffensiveGoaltends,Corner3PctBlocked
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,8850.0,148,15.0,293,294,114,115,34,587,24.0,37.0,6.0,7.0,11.0,16.0,3.0,8.0,1.0,27.0,46.0,18.0,72.0,316,6.0,8.0,4.0,16.0,13.0,18.0,11.0,37.0,26.0,28.0,8.0,5.0,5.0,1.0,6.0,1.0,1.0,4.0,13.0,2.0,9.0,9.0,37.0,4.0,50.0,11.0,61.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,8.0,1.0,2.0,9.0,18.0,2.0,17.0,1.0,1.0,26.0,4.0,11.0,4.0,10.0,7.0,3.0,10.0,6.0,2.0,37.0,114,1.0,4.0,0.48148148148148145,0.5652173913043478,0.5869565217391305,0.75,0.7222222222222222,0.5869565217391305,0.75,0.7222222222222222,0.631578947368421,0.8,0.7115384615384616,0.10869565217391304,0.10810810810810811,0.125,19.6969696969697,0.125,0.36363636363636365,0.30327868852459017,0.10465116279069768,0.34615384615384615,0.10526315789473684,0.3108108108108108,0.10476190476190476,0.06666666666666667,0.14285714285714285,0.11428571428571428,0.0625,0.3333333333333333,0.3,0.23809523809523808,0.375,0.36363636363636365,0.25,0.14285714285714285,0.6,0.8043478260869565,0.6486486486486487,0.7272727272727273,0.5416666666666666,0.17391304347826086,0.375,0.42857142857142855,0.021739130434782608,0.875,0.8571428571428571,0.16666666666666666,0.8888888888888888,0.6875,0.8043478260869565,0.5478521739130434,0.552875,0.58325,0.20754716981132076,0.20754716981132076,0.2222222222222222,0.5138888888888888,2.0717391304347825,0.3890784982935154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101142,1610612747,Ronny Turiaf,Ronny Turiaf,101142,LAL,87475.0,1458,135.0,2853,2864,721,714,353,5717,112.0,179.0,25.0,40.0,32.0,48.0,21.0,78.0,139.0,188.0,396.0,140.0,516.0,3058,29.0,51.0,27.0,85.0,47.0,84.0,49.0,143.0,306.0,70.0,32.0,35.0,79.0,49.0,128.0,15.0,45.0,26.0,305.0,25.0,66.0,39.0,140.0,32.0,211.0,95.0,306.0,13.0,28.0,11.0,40.0,9.0,32.0,19.0,9.0,72.0,12.0,17.0,142.0,199.0,6.0,158.0,13.0,15.0,186.0,24.0,92.0,13.0,108.0,83.0,25.0,108.0,64.0,4.0,143.0,721,11.0,11.0,0.8138297872340425,0.8895348837209303,0.47474747474747475,0.5686274509803921,0.5595238095238095,0.473551637279597,0.5686274509803921,0.5595238095238095,0.5397489539748954,0.6439393939393939,0.6383928571428571,0.08838383838383838,0.12290502793296089,0.14102564102564102,16.85565430585351,0.5555555555555556,0.35555555555555557,0.12962962962962962,0.0718954248366013,0.11572700296735905,0.06830601092896176,0.12632321806633734,0.07087227414330217,0.09933774834437085,0.07692307692307693,0.04810126582278481,0.07220216606498195,0.056179775280898875,0.10054347826086957,0.15719063545150502,0.13559322033898305,0.11764705882352941,0.10975609756097561,0.07647058823529412,0.5925925925925926,0.4508816120906801,0.6256983240223464,0.7133757961783439,0.8214285714285714,0.1964735516372796,0.2692307692307692,0.31343283582089554,0.3501259445843829,0.7843137254901961,0.625,0.36,0.5714285714285714,0.6666666666666666,0.4534005037783375,0.48904785894206537,0.4982027777777777,0.5112428571428571,0.1978494623655914,0.19827586206896552,0.16472868217054262,0.2771317829457364,8.239646464646462,0.2527164388363127,55.0,1.0,1.0,1.0,34.0,8.0,4.0,17.0,21.0,2.0,11.0,7.0,1.0,0.0025188916876574307,0.014388489208633094,0.04040404040404041,0.5714285714285714,0.39568345323741005,0.40145985401459855,0.8909090909090909,0.0025188916876574307,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,51379.0,856,79.0,1668,1669,417,380,206,3337,72.0,118.0,20.0,39.0,18.0,24.0,11.0,30.0,43.0,101.0,191.0,72.0,292.0,1787,23.0,46.0,18.0,67.0,24.0,38.0,15.0,72.0,114.0,88.0,26.0,11.0,69.0,32.0,101.0,7.0,40.0,23.0,234.0,24.0,41.0,30.0,134.0,13.0,177.0,67.0,244.0,14.0,28.0,9.0,24.0,3.0,23.0,7.0,3.0,47.0,5.0,8.0,35.0,62.0,6.0,79.0,6.0,5.0,97.0,7.0,44.0,8.0,18.0,12.0,5.0,18.0,9.0,6.0,72.0,417,2.0,6.0,0.5643564356435643,0.6477272727272727,0.5287958115183246,0.5,0.631578947368421,0.5045871559633027,0.5104166666666666,0.5816326530612245,0.5551330798479087,0.5775862068965517,0.5901639344262295,0.05759162303664921,0.09322033898305085,,16.187989556135772,0.5106382978723404,0.2826086956521739,0.2110236220472441,0.07550644567219153,0.14354066985645933,0.10619469026548672,0.1943127962085308,0.08452535760728218,0.09392265193370165,0.0916030534351145,0.05194805194805195,0.08982035928143713,0.15254237288135594,0.2102803738317757,0.1566265060240964,0.24705882352941178,0.1437908496732026,0.14285714285714285,0.14736842105263157,0.5,0.5412844036697247,0.6101694915254238,0.6728971962616822,0.5138888888888888,0.13761467889908258,0.36666666666666664,0.36666666666666664,0.19724770642201836,0.8125,0.5128205128205128,0.2,0.4897959183673469,0.75,0.6651376146788991,0.5102951612903225,0.5412905405405407,0.5018947916666667,0.17254901960784313,0.19298245614035087,0.22945205479452055,0.2465753424657534,5.598429319371728,0.25,18.0,22.0,27.0,21.0,25.0,6.0,2.0,19.0,17.0,3.0,2.0,1.0,2.0,0.12385321100917432,,0.03389830508474576,0.8181818181818182,0.4186046511627907,0.4186046511627907,0.6111111111111112,0.10091743119266056,25.53333333333333,5.0,3.0,6.0,1.0,2.0,3.0,8.0,6.0,1.0,2.0,3.0,11.0,15.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.2222222222222222,0.5,0.2727272727272727,0.23076923076923078,0.037037037037037035,0.045454545454545456,0.022935779816513763,0.2727272727272727,0.2857142857142857,0.8333333333333334,0.041666666666666664,0.5,1.0,0.061224489795918366,0.16326530612244897,0.375,0.2857142857142857,,,,,,,,,,,,,,,,,,,True,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,48482.0,808,155.0,1566,1583,408,396,194,3149,53.0,86.0,6.0,8.0,7.0,10.0,17.0,32.0,48.0,94.0,166.0,29.0,409.0,1650,9.0,13.0,2.0,29.0,13.0,24.0,6.0,80.0,76.0,112.0,2.0,12.0,81.0,38.0,119.0,14.0,39.0,31.0,276.0,9.0,9.0,26.0,44.0,2.0,72.0,18.0,90.0,5.0,40.0,8.0,32.0,10.0,22.0,10.0,2.0,54.0,7.0,16.0,7.0,47.0,5.0,43.0,,1.0,37.0,5.0,17.0,3.0,1.0,,,1.0,1.0,,80.0,408,9.0,2.0,0.40425531914893614,0.40860215053763443,0.5662650602409639,0.6923076923076923,0.5416666666666666,0.5956112852664577,0.5192307692307693,0.5873015873015873,0.6107784431137725,0.5576923076923077,0.5984848484848485,0.07228915662650602,0.11627906976744186,0.0625,21.488062187673513,0.5925925925925926,0.045454545454545456,0.07407407407407407,0.018404907975460124,0.14207650273224043,0.039473684210526314,0.09009009009009009,0.02510460251046025,0.017142857142857144,,0.03076923076923077,0.04142011834319527,0.03389830508474576,0.0730593607305936,0.08860759493670886,0.06451612903225806,0.12408759124087591,0.1956521739130435,0.034722222222222224,1.0,0.26959247648902823,0.6162790697674418,0.6973684210526315,0.41509433962264153,0.10031347962382445,0.53125,0.5666666666666667,0.15047021943573669,0.3076923076923077,0.75,0.16666666666666666,0.15873015873015872,0.7,0.7492163009404389,0.529165251572327,0.5399777777777778,0.5075637096774193,0.054380664652567974,0.09550561797752809,0.07090464547677261,0.19559902200489,7.205421686746988,0.26053639846743293,24.0,112.0,153.0,111.0,24.0,11.0,,32.0,22.0,1.0,3.0,,,0.47962382445141066,,,0.4117647058823529,0.5,0.5,0.375,0.3510971786833856,25.223529411764712,41.0,12.0,47.0,3.0,10.0,11.0,27.0,64.0,3.0,13.0,16.0,39.0,159.0,33.0,1.0,47.0,1.0,2.0,,1.0,0.828125,0.41830065359477125,0.23076923076923078,0.41025641025641024,0.42105263157894735,0.006535947712418301,0.008928571428571428,0.12852664576802508,0.41964285714285715,0.42342342342342343,0.7872340425531915,0.38461538461538464,0.3,1.0,0.19047619047619047,0.42857142857142855,0.4074074074074074,0.42342342342342343,17.0,3.0,5.0,1.0,1.0,1.0,0.4146341463414634,0.4146341463414634,0.9411764705882353,0.11538461538461539,0.4166666666666667,0.006535947712418301,,,,,,,True,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,65005.0,1083,95.0,2131,2136,581,561,258,4267,102.0,150.0,11.0,19.0,29.0,40.0,39.0,86.0,196.0,215.0,432.0,188.0,762.0,2317,17.0,41.0,17.0,60.0,56.0,106.0,84.0,232.0,158.0,272.0,20.0,24.0,104.0,42.0,146.0,20.0,64.0,30.0,334.0,10.0,24.0,39.0,96.0,4.0,139.0,34.0,173.0,7.0,39.0,14.0,53.0,11.0,36.0,24.0,2.0,89.0,9.0,30.0,33.0,83.0,11.0,177.0,6.0,2.0,235.0,20.0,95.0,23.0,16.0,11.0,3.0,16.0,10.0,,232.0,581,13.0,20.0,0.3674418604651163,0.3853658536585366,0.4976851851851852,0.4146341463414634,0.5283018867924528,0.5035087719298246,0.4056603773584906,0.5034013605442177,0.563150074294205,0.4918032786885246,0.5906735751295337,0.05555555555555555,0.08,0.05813953488372093,31.28859613009469,0.5955056179775281,0.05714285714285714,0.12075471698113208,0.03560830860534125,0.156,0.036101083032490974,0.1291866028708134,0.035751840168243953,0.04830917874396135,0.04294478527607362,0.023026315789473683,0.02830188679245283,0.06153846153846154,0.08582089552238806,0.10775862068965517,0.16271186440677965,0.140625,0.20689655172413793,0.025089605734767026,0.625,0.2631578947368421,0.68,0.7391304347826086,0.4411764705882353,0.15087719298245614,0.45348837209302323,0.48148148148148145,0.34385964912280703,0.3584905660377358,0.5789473684210527,0.18181818181818182,0.272108843537415,0.725,0.5052631578947369,0.48424147627416525,0.47939374999999995,0.48417842465753425,0.15384615384615385,0.1873767258382643,0.07874015748031496,0.30446194225721784,10.47777777777778,0.2726419521351478,74.0,129.0,138.0,128.0,22.0,10.0,,25.0,29.0,6.0,1.0,2.0,2.0,0.24210526315789474,0.03571428571428571,,0.3076923076923077,0.37755102040816324,0.3915343915343915,0.2972972972972973,0.22631578947368422,25.740579710144925,9.0,2.0,42.0,3.0,11.0,11.0,39.0,48.0,3.0,12.0,12.0,41.0,96.0,48.0,1.0,42.0,,,,2.0,0.6666666666666666,0.34782608695652173,0.25,0.2926829268292683,0.35036496350364965,,,0.015789473684210527,0.32558139534883723,0.32558139534883723,0.6904761904761905,0.20754716981132076,0.2727272727272727,0.6666666666666666,0.013605442176870748,0.2653061224489796,0.28205128205128205,0.328125,6.0,1.0,1.0,,4.0,5.0,0.6666666666666666,0.6666666666666666,0.5,0.018867924528301886,0.5,0.03496503496503497,,,,,,,True,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,38525.0,642,-25.0,1271,1261,321,291,154,2532,15.0,32.0,4.0,5.0,4.0,8.0,9.0,21.0,94.0,71.0,147.0,42.0,268.0,1391,6.0,11.0,5.0,29.0,14.0,30.0,19.0,77.0,74.0,68.0,2.0,10.0,44.0,11.0,55.0,4.0,30.0,6.0,121.0,4.0,2.0,14.0,29.0,,43.0,6.0,49.0,3.0,20.0,11.0,16.0,3.0,11.0,3.0,2.0,27.0,,11.0,19.0,42.0,3.0,48.0,1.0,17.0,45.0,1.0,13.0,6.0,1.0,,1.0,1.0,1.0,,77.0,321,4.0,6.0,0.5211267605633803,0.5285714285714286,0.48299319727891155,0.5454545454545454,0.4666666666666667,0.518348623853211,0.631578947368421,0.5576923076923077,0.5529661016949152,0.6666666666666666,0.6166666666666667,0.06802721088435375,0.125,0.23809523809523808,18.25121443442054,0.5925925925925926,,0.06263498920086392,0.004750593824228029,0.09210526315789473,0.02962962962962963,0.06991869918699187,0.01079136690647482,0.007936507936507936,0.01020408163265306,,0.02830188679245283,0.034482758620689655,0.04225352112676056,0.06521739130434782,0.07650273224043716,0.09482758620689655,0.08333333333333333,0.028037383177570093,1.0,0.14678899082568808,0.46875,0.5357142857142857,0.3333333333333333,0.0963302752293578,0.42857142857142855,0.5625,0.43119266055045874,0.2631578947368421,0.8,0.25,0.15384615384615385,0.5,0.4724770642201835,0.48483394495412846,0.5382617647058824,0.4779634615384615,0.05652173913043478,0.08176100628930817,0.10820895522388059,0.2873134328358209,13.831292517006801,0.25255704169944926,47.0,43.0,71.0,43.0,7.0,8.0,,9.0,13.0,3.0,,,1.0,0.3256880733944954,0.010638297872340425,,0.7777777777777778,0.5,0.5053763440860215,0.5319148936170213,0.19724770642201836,24.57323943661972,28.0,10.0,13.0,1.0,5.0,5.0,12.0,28.0,4.0,8.0,10.0,22.0,81.0,3.0,,13.0,,,,,0.9642857142857143,0.39436619718309857,0.5,0.45454545454545453,0.39436619718309857,,,0.12844036697247707,0.3023255813953488,0.3023255813953488,0.9230769230769231,0.2631578947368421,0.2,1.0,0.19230769230769232,0.23076923076923078,0.4166666666666667,0.3023255813953488,15.0,3.0,5.0,,8.0,,0.5357142857142857,0.5357142857142857,1.0,0.15789473684210525,0.5,,3.0,1.0,1.0,,,,True,,
201159,1610612747,Javaris Crittenton,Javaris Crittenton,201159,LAL,4564.0,76,-13.0,166,169,67,77,12,335,6.0,10.0,,1.0,2.0,3.0,1.0,3.0,8.0,9.0,21.0,7.0,25.0,162,,1.0,1.0,1.0,3.0,6.0,1.0,7.0,4.0,14.0,,3.0,6.0,5.0,11.0,,3.0,2.0,27.0,1.0,,3.0,4.0,,7.0,1.0,8.0,,1.0,1.0,7.0,1.0,6.0,3.0,1.0,13.0,1.0,5.0,1.0,4.0,3.0,7.0,,,12.0,2.0,5.0,2.0,,,,,,,7.0,67,,1.0,0.2222222222222222,0.2222222222222222,0.42857142857142855,,0.5,0.4090909090909091,,0.42857142857142855,0.46296296296296297,0.25,0.4375,0.14285714285714285,0.3,,21.666666666666668,0.5384615384615384,,0.057971014492753624,,0.13636363636363635,0.0625,0.07692307692307693,0.015625,,,,0.07692307692307693,,0.03225806451612903,0.125,0.045454545454545456,0.125,0.16666666666666666,,,0.45454545454545453,0.6,0.8571428571428571,0.16666666666666666,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.36363636363636365,1.0,,,0.42857142857142855,0.6666666666666666,0.5,0.5077795454545455,0.5604,0.49515000000000003,0.2,0.20833333333333334,0.04,0.28,8.552380952380954,0.4036144578313253,2.0,1.0,1.0,1.0,5.0,1.0,,,4.0,,,,,0.045454545454545456,,,,0.25,0.25,0.5,0.045454545454545456,25.6,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,True,,
2772,1610612747,Trevor Ariza,Trevor Ariza,2772,LAL,8798.0,147,-7.0,298,304,97,99,29,602,10.0,16.0,1.0,5.0,2.0,3.0,,2.0,8.0,13.0,26.0,17.0,43.0,298,1.0,6.0,6.0,8.0,2.0,6.0,7.0,11.0,16.0,10.0,2.0,2.0,7.0,3.0,10.0,,4.0,2.0,23.0,2.0,9.0,5.0,13.0,3.0,21.0,12.0,33.0,2.0,11.0,2.0,1.0,3.0,3.0,,,4.0,,2.0,3.0,8.0,,15.0,,,26.0,,8.0,5.0,1.0,1.0,,1.0,1.0,,11.0,97,,4.0,0.6153846153846154,0.6666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.40625,0.16666666666666666,0.2857142857142857,0.4777777777777778,0.4,0.4583333333333333,0.07692307692307693,0.0625,0.5,14.714714714714715,0.25,0.2727272727272727,0.10833333333333334,0.0967741935483871,0.13513513513513514,0.05714285714285714,0.11464968152866242,0.0859375,0.14705882352941177,0.10526315789473684,0.05,0.038461538461538464,0.1111111111111111,0.14583333333333334,0.06451612903225806,0.0975609756097561,0.16,0.08333333333333333,0.125,1.0,0.5,0.625,0.6666666666666666,0.7,0.0625,,,0.25,0.8333333333333334,0.2,,0.42857142857142855,0.6666666666666666,0.6875,0.5194296875000001,0.5399333333333333,0.49455714285714286,0.2,0.23529411764705882,0.18604651162790697,0.2558139534883721,6.407692307692307,0.32550335570469796,3.0,2.0,6.0,2.0,3.0,1.0,1.0,9.0,1.0,,,,,0.1875,,0.05555555555555555,,0.375,0.375,0.3333333333333333,0.0625,23.983333333333334,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.125,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,True,,
201207,1610612747,Coby Karl,Coby Karl,201207,LAL,2259.0,38,3.0,81,77,28,28,13,158,3.0,4.0,,,1.0,1.0,1.0,3.0,2.0,4.0,9.0,1.0,18.0,75,,,,,1.0,3.0,,5.0,6.0,2.0,,1.0,4.0,,4.0,,3.0,1.0,8.0,1.0,1.0,2.0,6.0,,8.0,2.0,10.0,1.0,2.0,1.0,,1.0,2.0,,,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,2.0,1.0,,5.0,28,1.0,,0.75,0.75,0.4444444444444444,,0.3333333333333333,0.4473684210526316,,0.5,0.47368421052631576,,0.5,0.1111111111111111,0.25,,22.58064516129032,,,0.16216216216216217,0.05263157894736842,0.25,0.05555555555555555,0.17777777777777778,0.05405405405405406,,,0.14285714285714285,0.0625,,0.14285714285714285,,0.2222222222222222,0.2857142857142857,,0.09090909090909091,0.5,0.21052631578947367,0.75,1.0,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,0.10526315789473684,,,,0.2,1.0,0.7368421052631579,0.5081842105263158,,0.49526000000000003,0.05263157894736842,0.1111111111111111,,0.2777777777777778,6.122222222222224,0.345679012345679,,9.0,10.0,9.0,,,,1.0,,,,,,0.5263157894736842,,,,,,,0.47368421052631576,25.68,1.0,1.0,3.0,,,1.0,1.0,3.0,,,1.0,2.0,9.0,,,3.0,,,,1.0,1.0,0.3,,0.5,0.3,,,0.05263157894736842,0.3333333333333333,0.3333333333333333,1.0,,,,0.2,0.2,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,True,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,34221.0,570,45.0,1103,1115,275,294,152,2218,35.0,57.0,6.0,12.0,10.0,15.0,17.0,44.0,34.0,61.0,135.0,26.0,175.0,1193,7.0,17.0,8.0,22.0,14.0,26.0,12.0,43.0,70.0,52.0,10.0,10.0,67.0,17.0,84.0,5.0,38.0,19.0,185.0,11.0,21.0,13.0,53.0,6.0,72.0,35.0,107.0,4.0,22.0,9.0,24.0,5.0,9.0,7.0,,33.0,8.0,8.0,26.0,51.0,,42.0,2.0,5.0,37.0,5.0,17.0,4.0,6.0,4.0,2.0,7.0,2.0,,43.0,275,7.0,4.0,0.5737704918032787,0.625,0.45185185185185184,0.4117647058823529,0.5384615384615384,0.46273291925465837,0.3888888888888889,0.484375,0.4943502824858757,0.5,0.5375,0.07407407407407407,0.12280701754385964,0.06818181818181818,16.470588235294116,0.7272727272727273,0.16216216216216217,0.13283208020050125,0.05570291777188329,0.1,0.07971014492753623,0.12476370510396975,0.062135922330097085,0.056,0.042105263157894736,0.06369426751592357,0.06796116504854369,0.11428571428571428,0.09230769230769231,0.1320754716981132,0.1656441717791411,0.10784313725490197,0.07142857142857142,0.05,0.2857142857142857,0.35403726708074534,0.6140350877192983,0.7,0.6285714285714286,0.2732919254658385,0.38636363636363635,0.4146341463414634,0.2111801242236025,0.6666666666666666,0.5,0.3333333333333333,0.46875,0.6666666666666666,0.515527950310559,0.49517843750000007,0.5135117647058824,0.5410951612903226,0.09826589595375723,0.11564625850340136,0.12571428571428572,0.24571428571428572,8.08148148148148,0.24932003626473254,9.0,16.0,26.0,15.0,12.0,10.0,3.0,13.0,17.0,3.0,3.0,,,0.16149068322981366,,0.09090909090909091,0.35294117647058826,0.2647058823529412,0.2647058823529412,0.7777777777777778,0.09937888198757763,24.673076923076923,10.0,1.0,5.0,,1.0,1.0,5.0,9.0,,1.0,1.0,6.0,24.0,3.0,1.0,5.0,,,,,0.8888888888888888,0.34615384615384615,,0.16666666666666666,0.36,,,0.062111801242236024,0.3125,0.3125,0.8,0.05555555555555555,,,0.03125,0.15625,0.2,0.3333333333333333,4.0,,,,,,0.4,0.4,1.0,,,,,,,1.0,1.0,,True,,
