EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,HeaveAttempts,Corner3Assists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,FTDefRebounds,Loose Ball Fouls Drawn,DefFTReboundPct,LongMidRangePctBlocked,Offensive Fouls Drawn,BlockedShortMidRange,3SecondViolations,StepOutOfBoundsTurnovers,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,on,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Clear Path Fouls,OffensiveGoaltends,BlockedCorner3,Corner3PctBlocked
101119,1610612750,Rashad McCants,Rashad McCants,101119,MIN,5693.0,95,-36,177,186,41,59.0,23,363,6.0,10.0,1.0,2.0,1.0,2.0,2.0,7.0,4.0,9.0,2.0,4.0,13.0,1.0,4.0,12.0,26.0,4.0,15.0,5.0,41.0,202,1.0,2.0,2.0,2.0,3.0,1.0,4.0,7.0,4.0,20.0,9.0,3.0,2.0,13.0,4.0,2.0,9.0,3.0,12.0,3.0,5.0,3.0,1.0,27.0,2.0,4.0,8.0,12.0,2.0,14.0,2.0,7.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,6.0,8.0,4.0,1.0,7.0,41,2.0,0.1666666666666666,0.1818181818181818,0.75,0.2666666666666666,0.25,0.2666666666666666,0.4615384615384615,0.5,0.6666666666666666,0.4390243902439024,0.5,0.5,0.4555555555555555,0.5,0.5,0.3658536585365853,0.0769230769230769,0.1,0.1428571428571428,24.37810945273632,0.5,0.1212121212121212,0.03125,0.125,0.1224489795918367,0.0210526315789473,0.0476190476190476,0.0454545454545454,0.1764705882352941,0.0476190476190476,0.1428571428571428,0.12,0.1428571428571428,0.0909090909090909,0.2439024390243902,0.6,0.6666666666666666,0.1707317073170731,0.2857142857142857,0.3333333333333333,0.5,0.2195121951219512,0.4444444444444444,0.4444444444444444,0.25,0.048780487804878,0.3170731707317073,0.3076923076923077,0.3076923076923077,0.75,1.0,0.5,0.2857142857142857,0.5,0.5714285714285714,0.25,0.6097560975609756,0.3076923076923077,0.4705914634146342,0.56385,0.4750857142857143,0.0888888888888888,0.1333333333333333,0.048780487804878,0.1707317073170731,9.607692307692307,25.21333333333333,0.231638418079096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101123,1610612750,Gerald Green,Gerald Green,101123,MIN,21464.0,358,-46,690,702,155,290.0,94,1392,10.0,26.0,2.0,6.0,3.0,8.0,5.0,18.0,19.0,65.0,11.0,9.0,28.0,1.0,6.0,34.0,109.0,15.0,39.0,34.0,147.0,720,6.0,13.0,18.0,5.0,27.0,1.0,6.0,22.0,32.0,36.0,45.0,,4.0,27.0,9.0,6.0,16.0,13.0,29.0,11.0,6.0,4.0,6.0,71.0,9.0,17.0,34.0,51.0,11.0,62.0,1.0,8.0,5.0,3.0,22.0,13.0,10.0,,9.0,4.0,32.0,,21.0,43.0,25.0,41.0,16.0,,22.0,155,9.0,0.4705882352941176,0.5,1.0,0.3846153846153846,0.1666666666666666,0.3947368421052631,0.3119266055045872,0.4615384615384615,0.1851851851851851,0.3817567567567567,0.5,0.1969696969696969,0.4337349397590361,0.5294117647058824,0.2894736842105263,0.2635135135135135,0.055045871559633,0.1538461538461538,0.1111111111111111,24.657534246575345,0.6875,0.146551724137931,0.0327272727272727,0.1531531531531531,0.1486880466472303,0.0301369863013698,0.0319148936170212,0.048780487804878,0.1311475409836065,0.1311475409836065,0.1636363636363636,0.1139240506329113,0.25,0.0108695652173913,0.1756756756756756,0.3846153846153846,0.4545454545454545,0.1216216216216216,0.2777777777777778,0.3125,0.4,0.4391891891891892,0.2923076923076923,0.2923076923076923,0.4210526315789473,0.0743243243243243,0.1891891891891892,0.3214285714285714,0.3214285714285714,1.0,0.4,0.3333333333333333,0.2424242424242424,0.375,0.1818181818181818,0.1666666666666666,0.4391891891891892,0.3333333333333333,0.4724710884353742,0.4920791666666666,0.4592625,0.1036585365853658,0.1290322580645161,0.1224489795918367,0.1496598639455782,12.741284403669727,25.074358974358976,0.2246376811594203,6.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,1.0,2.0,2.0,2.0,10.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,0.5,0.0222222222222222,0.0202020202020202,0.0259740259740259,0.5,0.6,0.5454545454545454,0.5454545454545454,1.0,0.0666666666666666,1.0,1.0,0.0666666666666666,0.025,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101155,1610612750,Ryan Gomes,Ryan Gomes,101155,MIN,7525.0,125,-16,247,245,68,130.0,35,492,8.0,13.0,3.0,5.0,2.0,3.0,3.0,7.0,6.0,15.0,3.0,,5.0,,1.0,17.0,35.0,1.0,8.0,9.0,46.0,266,3.0,8.0,6.0,3.0,6.0,,1.0,9.0,18.0,16.0,3.0,,4.0,4.0,,,2.0,1.0,3.0,,1.0,1.0,,7.0,5.0,9.0,13.0,24.0,7.0,31.0,,3.0,3.0,,1.0,,3.0,2.0,1.0,,4.0,,1.0,3.0,10.0,12.0,6.0,2.0,9.0,68,1.0,0.5294117647058824,0.6,1.0,0.125,,0.1428571428571428,0.4857142857142857,0.375,0.5,0.4302325581395348,0.375,0.4285714285714285,0.4791666666666667,0.375,0.5,0.1860465116279069,,,,17.808219178082194,0.25,0.1625,0.0467289719626168,0.25,0.1896551724137931,0.05,0.0294117647058823,0.0571428571428571,0.16,0.1666666666666666,0.1621621621621621,0.3214285714285714,,,0.3023255813953488,0.6153846153846154,0.6153846153846154,0.1627906976744186,0.4285714285714285,0.4285714285714285,0.3333333333333333,0.3488372093023256,0.4,0.4,0.8333333333333334,0.0697674418604651,0.1162790697674418,,,,0.625,0.6,0.4285714285714285,0.6666666666666666,0.1428571428571428,,0.4883720930232558,,0.473904761904762,0.50446,0.4317,0.1276595744680851,0.1538461538461538,0.1304347826086956,0.1956521739130435,9.574285714285711,27.075000000000003,0.2753036437246963,1.0,,,,,,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,,,1.0,1.0,1.0,,,0.0606060606060606,0.0526315789473684,0.074074074074074,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,2.0,1.0,0.2,,,,,,,,,,,True,,,,,,,,,,,,,,,
1720,1610612750,Michael Doleac,Michael Doleac,1720,MIN,1248.0,21,8,46,48,21,22.0,1,94,,,,,,,,1.0,2.0,4.0,,,,,,2.0,5.0,,,,4.0,34,,,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,4.0,5.0,,5.0,,1.0,,1.0,,,,,,,,,3.0,4.0,,,,,,21,,1.0,1.0,,,,,0.4,,,0.4,,,0.4,,,,,,,10.638297872340424,,0.2857142857142857,,,0.2,,,,,0.5,0.3333333333333333,,,,,,,0.2,,,,0.8,0.5,0.5,1.0,,,,,,,,,,,,,,0.3876399999999999,,0.3777,,,,,17.02,,0.4565217391304347,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,
2742,1610612750,Sebastian Telfair,Sebastian Telfair,2742,MIN,12371.0,206,-58,407,407,90,196.0,50,814,9.0,15.0,1.0,1.0,1.0,3.0,3.0,15.0,11.0,18.0,1.0,4.0,10.0,2.0,5.0,23.0,48.0,4.0,11.0,5.0,63.0,434,2.0,2.0,4.0,3.0,11.0,2.0,5.0,15.0,2.0,44.0,12.0,,,9.0,4.0,4.0,28.0,12.0,40.0,7.0,13.0,5.0,10.0,92.0,2.0,2.0,13.0,16.0,2.0,18.0,1.0,1.0,1.0,,6.0,3.0,3.0,1.0,3.0,,9.0,,8.0,21.0,10.0,8.0,2.0,1.0,15.0,90,7.0,0.0434782608695652,0.0434782608695652,1.0,0.3636363636363636,0.4,0.4,0.4791666666666667,1.0,0.2727272727272727,0.4915254237288136,0.6666666666666666,0.375,0.5,0.6666666666666666,0.3947368421052631,0.1864406779661017,0.0833333333333333,0.1333333333333333,0.1333333333333333,15.450643776824034,0.6666666666666666,0.0948905109489051,0.0126582278481012,0.03125,0.0746268656716417,0.0094786729857819,0.0208333333333333,,0.1219512195121951,0.0277777777777777,0.1166666666666666,0.0425531914893617,,0.0384615384615384,0.2542372881355932,0.6,0.6923076923076923,0.2542372881355932,0.2,0.2307692307692307,,0.3050847457627119,0.6111111111111112,0.6111111111111112,,0.0169491525423728,0.1694915254237288,0.4,0.4,1.0,0.3333333333333333,1.0,0.1875,0.3333333333333333,0.3125,0.4,0.4406779661016949,0.4444444444444444,0.4532310344827586,0.4657833333333332,0.4138866666666666,0.0327868852459016,0.04,0.0634920634920634,0.238095238095238,9.708333333333332,27.363636363636363,0.2211302211302211,,,,1.0,,1.0,,3.0,1.0,5.0,,1.0,5.0,2.0,,,,,2.0,1.0,,,1.0,1.0,,2.0,,,0.0161290322580645,,,0.1111111111111111,,,,,,,0.3333333333333333,,1.0,1.0,0.0588235294117647,,,,,,,,,,,True,,,,,,,,,,,,,,,
200751,1610612750,Randy Foye,Randy Foye,200751,MIN,2858.0,48,5,94,98,28,31.0,9,192,,2.0,,,,,,1.0,3.0,9.0,,2.0,6.0,,,3.0,12.0,2.0,6.0,1.0,13.0,81,1.0,1.0,2.0,,2.0,,,,,6.0,3.0,3.0,,6.0,2.0,4.0,5.0,,5.0,,3.0,,2.0,10.0,1.0,4.0,2.0,6.0,1.0,7.0,,3.0,2.0,1.0,3.0,1.0,3.0,,2.0,,6.0,,,2.0,2.0,2.0,1.0,,,28,,,,0.5,0.3333333333333333,,0.3333333333333333,0.25,1.0,,0.3333333333333333,1.0,,0.3421052631578947,1.0,,0.3333333333333333,0.3333333333333333,1.0,,23.80952380952381,0.5,0.0625,0.0294117647058823,0.25,0.125,0.0232558139534883,0.1,,0.125,,0.0555555555555555,0.2727272727272727,0.2,,0.1111111111111111,,,0.0555555555555555,,,,0.5,0.3333333333333333,0.4285714285714285,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,,,,,,0.4444444444444444,0.3333333333333333,0.4554249999999999,0.3341,0.4245,0.0526315789473684,0.0769230769230769,0.1538461538461538,,14.199999999999998,25.433333333333334,0.2978723404255319,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2222222222222222,,,,,,,,,,True,,,,,,,,,,,,,,,
200783,1610612750,Craig Smith,Craig Smith,200783,MIN,10977.0,183,-21,353,360,56,103.0,51,713,16.0,33.0,3.0,8.0,4.0,5.0,6.0,16.0,1.0,2.0,,,2.0,,2.0,23.0,51.0,,2.0,19.0,65.0,365,5.0,12.0,14.0,4.0,6.0,,2.0,11.0,36.0,10.0,,,8.0,,,9.0,3.0,1.0,4.0,,1.0,1.0,1.0,9.0,13.0,9.0,20.0,31.0,14.0,45.0,1.0,5.0,2.0,3.0,4.0,1.0,5.0,,3.0,1.0,9.0,,12.0,29.0,22.0,27.0,14.0,,11.0,56,2.0,0.782608695652174,0.9473684210526316,,,,,0.4509803921568627,0.4166666666666667,0.6666666666666666,0.4339622641509434,0.4166666666666667,0.5,0.5078125,0.5,0.5,0.0377358490566037,0.1764705882352941,0.1818181818181818,0.1875,17.848410757946212,0.4444444444444444,0.1680672268907563,0.0962962962962963,0.1475409836065573,0.1611111111111111,0.0782122905027933,0.1538461538461538,0.0909090909090909,0.2,0.3125,0.0806451612903225,0.2142857142857142,,0.0526315789473684,0.6226415094339622,0.4848484848484848,0.5925925925925926,0.3018867924528302,0.375,0.4615384615384615,0.6666666666666666,0.0377358490566037,0.5,0.5,1.0,,0.0377358490566037,,,,0.6666666666666666,0.375,0.625,0.8,0.25,,0.660377358490566,,0.5081294117647058,0.5130416666666667,0.5518833333333334,0.2258064516129032,0.2333333333333333,0.2153846153846154,0.1692307692307692,3.343137254901961,51.8,0.1586402266288951,,,,,,,4.0,3.0,2.0,1.0,1.0,,,2.0,2.0,5.0,,,2.0,2.0,,,1.0,2.0,2.0,2.0,,0.0227272727272727,0.04,0.0263157894736842,1.0,0.8125,,,,,,,,,2.0,1.0,0.2,,2.0,1.0,2.0,,,,,,,True,,,,,,,,,,,,,,,
201147,1610612750,Corey Brewer,Corey Brewer,201147,MIN,9825.0,164,34,318,321,71,159.0,47,639,12.0,18.0,2.0,4.0,2.0,4.0,2.0,5.0,13.0,29.0,,,,,,27.0,52.0,,,10.0,64.0,305,2.0,4.0,6.0,9.0,13.0,,,20.0,28.0,26.0,,,4.0,,,2.0,4.0,1.0,5.0,1.0,3.0,1.0,,11.0,9.0,7.0,10.0,19.0,12.0,31.0,,7.0,5.0,2.0,2.0,2.0,4.0,1.0,,2.0,6.0,1.0,11.0,18.0,12.0,14.0,8.0,,20.0,71,2.0,0.5185185185185185,0.56,,,,,0.5192307692307693,0.5,0.6923076923076923,0.5192307692307693,0.5,0.6923076923076923,0.5517241379310345,0.6,0.7142857142857143,,0.0384615384615384,0.0555555555555555,,17.11229946524064,0.3333333333333333,0.099009900990099,0.0647482014388489,0.1320754716981132,0.1103896103896103,0.0718562874251497,0.0208333333333333,0.1621621621621621,,0.2083333333333333,0.0892857142857142,0.1388888888888889,0.1176470588235294,,0.3461538461538461,0.6666666666666666,0.7058823529411765,0.0961538461538461,0.4,0.4,0.5,0.5576923076923077,0.4482758620689655,0.4642857142857143,0.4615384615384615,,,,,,1.0,0.5,0.3076923076923077,0.5,,,0.3461538461538461,,0.4769423076923077,0.6479666666666667,0.4499923076923078,0.1379310344827586,0.1379310344827586,0.09375,0.3125,11.246153846153844,,0.2232704402515723,,,,,,,2.0,2.0,,,3.0,,1.0,,,2.0,,,,3.0,,,1.0,3.0,1.0,,,0.1071428571428571,0.037037037037037,0.125,0.3333333333333333,0.5833333333333334,,,,,,,,,2.0,,0.25,0.0344827586206896,2.0,2.0,,1.0,,,,,,True,,,,,,,,,,,,,,,
2744,1610612750,Al Jefferson,Al Jefferson,2744,MIN,10988.0,183,-56,351,356,88,195.0,59,707,27.0,41.0,14.0,18.0,9.0,14.0,18.0,38.0,3.0,6.0,,,,,,48.0,85.0,,,17.0,113.0,404,21.0,29.0,43.0,14.0,25.0,,,33.0,34.0,62.0,,,26.0,,,10.0,3.0,4.0,7.0,3.0,2.0,1.0,,18.0,23.0,11.0,30.0,47.0,29.0,76.0,5.0,4.0,2.0,2.0,7.0,3.0,3.0,1.0,4.0,1.0,10.0,1.0,10.0,13.0,20.0,24.0,15.0,,33.0,88,1.0,0.3541666666666667,0.4857142857142857,,,,,0.5647058823529412,0.7241379310344828,0.56,0.5647058823529412,0.7241379310344828,0.56,0.6075268817204301,0.7413793103448276,0.6111111111111112,,0.1176470588235294,0.1707317073170731,0.0789473684210526,24.52380952380952,0.7,0.2702702702702703,0.1464968152866242,0.2037037037037037,0.2484848484848484,0.1343283582089552,0.2,0.1607142857142857,0.1818181818181818,0.1666666666666666,0.3958333333333333,0.1578947368421052,0.3125,0.1851851851851851,0.4823529411764706,0.6585365853658537,0.7941176470588235,0.4470588235294118,0.4736842105263157,0.5142857142857142,0.4444444444444444,0.0705882352941176,0.5,0.5,0.3333333333333333,,,,,,0.6206896551724138,0.7777777777777778,0.56,0.6428571428571429,,,0.4823529411764706,,0.4702329411764707,0.5191692307692308,0.4662800000000001,0.1630434782608695,0.1630434782608695,0.3805309734513274,0.2920353982300885,5.364705882352942,,0.2507122507122507,,,,,,,1.0,5.0,,1.0,4.0,,3.0,,1.0,8.0,,,1.0,9.0,,,6.0,9.0,2.0,1.0,,0.0909090909090909,0.0784313725490196,0.0789473684210526,0.2222222222222222,0.2962962962962963,,,,,,,,,6.0,,0.4,,,3.0,,,2.0,2.0,0.1176470588235294,0.1666666666666666,,True,,,,,,,,,,,,,,,
2060,1610612750,Marko Jaric,Marko Jaric,2060,MIN,5099.0,85,6,156,163,39,53.0,24,319,3.0,6.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,7.0,2.0,1.0,6.0,,2.0,8.0,15.0,1.0,8.0,4.0,23.0,158,2.0,4.0,4.0,5.0,9.0,,2.0,13.0,6.0,10.0,3.0,,,5.0,1.0,,5.0,1.0,6.0,1.0,2.0,1.0,2.0,13.0,2.0,3.0,4.0,7.0,2.0,9.0,,2.0,1.0,1.0,3.0,1.0,3.0,,2.0,1.0,6.0,,2.0,3.0,4.0,5.0,3.0,,13.0,39,,0.375,0.375,1.0,0.125,,0.1428571428571428,0.5333333333333333,0.5,0.5555555555555556,0.4130434782608695,0.4,0.4545454545454545,0.46,0.4,0.5416666666666666,0.3478260869565217,,,,16.756756756756754,0.5,0.0666666666666666,0.0317460317460317,0.1428571428571428,0.0864197530864197,0.0229885057471264,0.0384615384615384,,,,0.1290322580645161,0.1538461538461538,0.125,,0.2608695652173913,0.5,0.5,0.0869565217391304,1.0,1.0,,0.3043478260869565,0.4285714285714285,0.4285714285714285,1.0,0.0869565217391304,0.2608695652173913,0.1666666666666666,0.1666666666666666,1.0,0.4,0.5,0.4545454545454545,0.6,0.1818181818181818,,0.6086956521739131,0.2,0.4582840909090909,0.43547,0.454665,0.12,0.1764705882352941,0.1739130434782608,0.5652173913043478,9.746666666666666,30.437500000000004,0.25,,,,1.0,,1.0,,3.0,1.0,,,1.0,,,,1.0,,,,1.0,,,,1.0,1.0,,,,0.0476190476190476,,1.0,,,,,,,,0.2,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,
