EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceFtPoints,OffThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,PtsAssisted2s,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,DefAtRimReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,Fg2aBlocked,Arc3Assists,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,BlocksRecoveredPct,Corner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,FTDefRebounds,LostBallSteals,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls Drawn,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGA,PenaltyCorner3Frequency,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,OffCorner3ReboundPct,BlockedLongMidRange,DefCorner3ReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Clear Path Fouls,Loose Ball Fouls,DefensiveGoaltends,3SecondViolations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,OffensiveGoaltends,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,HeaveMakes
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,1238.0,21,-2,40,36,17,5.0,5,76,2.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,4.0,1.0,1.0,8.0,13,1.0,4.0,20.0,41,1.0,2.0,2.0,2.0,5.0,1.0,2.0,6.0,16.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,2,1.0,3,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,6.0,17,1.0,0.6153846153846154,0.5,0.4,0.5714285714285714,0.5,0.3333333333333333,0.625,0.5,0.42857142857142855,0.07142857142857142,36.95652173913043,0.0625,0.07142857142857142,0.3333333333333333,0.10526315789473684,0.047619047619047616,0.2,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.5,0.5,0.2857142857142857,0.75,0.75,0.07142857142857142,0.5,1.0,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,0.3877535714285715,0.2908,0.40689166666666665,0.06666666666666667,0.07142857142857142,0.1,0.3,10.76923076923077,25.8,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612740,Bobby Jackson,Bobby Jackson,1517,NOH,1796.0,30,7,56,55,14,10.0,7,111,1.0,2.0,,1.0,,,,1.0,,,4.0,1.0,1.0,3,5.0,3.0,5.0,53,,1.0,2.0,,,1.0,,,2.0,,4.0,2.0,,2.0,,2.0,4.0,,,2.0,2,2.0,4,,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,,,14,,0.3333333333333333,,,0.125,,,0.2777777777777778,0.5,,0.625,17.1875,0.08695652173913043,,,0.07142857142857142,0.07692307692307693,,0.09090909090909091,,,0.25,0.5,0.5,0.125,,,,,,0.5,1.0,,,,1.0,0.875,0.49314375,,0.40545,0.2222222222222222,0.5,0.4,,2.5,25.48,0.25,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.2,0.2222222222222222,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,1610612740,Ryan Bowen,Ryan Bowen,1763,NOH,1183.0,20,-12,41,39,7,11.0,6,80,1.0,2.0,,,1.0,1.0,,,1.0,2.0,,,2.0,4,,,4.0,43,,,,1.0,1.0,,,2.0,,,,3.0,,3.0,,1.0,6.0,,1.0,2.0,3,,3,,,1.0,1.0,,1.0,,,,,2.0,7,,0.5,,1.0,0.5,,1.0,0.5,,1.0,,10.638297872340425,0.2,,0.16666666666666666,0.1875,,,,0.16666666666666666,,0.5,0.5,0.5,,,,0.5,0.5,0.5,,,,1.0,1.0,,0.5,0.552325,,0.7669,,,,0.5,9.399999999999999,,0.17073170731707318,,,,,,,,1.0,,,,,0.25,,4.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200756,1610612740,Hilton Armstrong,Hilton Armstrong,200756,NOH,3161.0,53,-9,115,112,46,40.0,11,227,5.0,10.0,2.0,2.0,2.0,4.0,,,,1.0,,,5.0,11,,1.0,11.0,113,2.0,2.0,4.0,2.0,4.0,,,4.0,4.0,4.0,,1.0,1.0,2.0,,1.0,5.0,3.0,7.0,2.0,9,3.0,12,,1.0,8.0,13.0,8.0,8.0,4.0,2.0,1.0,,4.0,46,,0.45454545454545453,1.0,0.5,0.45454545454545453,1.0,0.5,0.4583333333333333,1.0,0.5,,19.68503937007874,0.05555555555555555,0.10344827586206896,0.5,0.18,0.075,0.16666666666666666,0.058823529411764705,0.5384615384615384,,0.9090909090909091,0.5,0.7142857142857143,,,,0.09090909090909091,,,,1.0,1.0,1.0,0.5,,0.9090909090909091,0.5420727272727273,0.5680499999999999,0.60275,0.08333333333333333,0.08333333333333333,0.36363636363636365,0.36363636363636365,1.6909090909090911,,0.4,,,,1.0,1.0,5.0,2.0,3.0,,0.38461538461538464,,,0.14285714285714285,,6.0,,2.0,0.6,1.0,,0.6,,3.0,1.0,3.0,2.0,1.0,3.0,8.0,7.0,1.0,8.0,4.0,0.2727272727272727,0.3,0.08333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200790,1610612740,Marcus Vinicius,Marcus Vinicius,200790,NOH,4146.0,69,4,146,140,60,47.0,16,286,3.0,4.0,,,3.0,3.0,,1.0,1.0,3.0,9.0,4.0,4.0,8,12.0,5.0,28.0,133,1.0,2.0,2.0,4.0,5.0,4.0,1.0,12.0,,,9.0,1.0,1.0,2.0,,,5.0,1.0,3.0,3.0,7,1.0,8,,,,3.0,2.0,4.0,6.0,11.0,2.0,2.0,12.0,60,2.0,0.5,0.5,0.8,0.575,0.5,0.6111111111111112,0.56,0.5,0.5454545454545454,0.6,17.177914110429448,0.06,0.02564102564102564,0.17647058823529413,0.08955223880597014,0.017543859649122806,0.07142857142857142,0.045454545454545456,0.1875,,0.2,0.75,1.0,0.05,,,0.15,0.3333333333333333,0.3333333333333333,0.45,,,0.3333333333333333,1.0,0.4444444444444444,0.8,0.5310900000000001,0.4236,0.54215,0.13043478260869565,0.2,0.07142857142857142,0.42857142857142855,9.075,24.95,0.410958904109589,3.0,,,1.0,,3.0,1.0,4.0,,1.0,,,0.125,0.15,8.0,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,,,,1.0,1.0,,1.0,1.0,0.25,0.25,,1.0,3.0,2.0,1.0,5.0,1.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.25,0.4166666666666667,1.0,0.25,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,1.0,0.25,0.2222222222222222,0.07692307692307693,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,1610612740,Tyson Chandler,Tyson Chandler,2199,NOH,947.0,16,10,30,26,16,6.0,4,56,2.0,4.0,1.0,2.0,2.0,3.0,,1.0,,,,,2.0,5,,1.0,5.0,17,1.0,2.0,3.0,2.0,3.0,,1.0,5.0,,,,1.0,,1.0,,1.0,2.0,1.0,,4.0,5,2.0,7,,,,1.0,,,1.0,2.0,,1.0,5.0,16,1.0,0.4,0.5,0.6666666666666666,0.4,0.5,0.6666666666666666,0.4166666666666667,0.5,0.625,,20.0,0.2222222222222222,0.08333333333333333,,0.2222222222222222,0.1111111111111111,,,,,0.8,0.5,0.5,0.2,,,,,,,1.0,0.5,1.0,0.6666666666666666,,0.8,0.57598,,0.6489999999999999,,,0.6,1.0,1.9,,0.5333333333333333,,1.0,1.0,,,1.0,,,,1.0,0.16666666666666666,0.2,0.4444444444444444,,4.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,0.14285714285714285,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,1610612740,David West,David West,2561,NOH,1047.0,17,5,32,31,13,3.0,5,63,3.0,3.0,,,1.0,1.0,,4.0,,1.0,1.0,1.0,3.0,8,1.0,2.0,8.0,29,,,,1.0,3.0,1.0,,2.0,2.0,,1.0,,,,,,,,1.0,6.0,7,,7,,,,,,,5.0,3.0,2.0,,2.0,13,,0.375,,0.3333333333333333,0.3333333333333333,,0.25,0.4,,0.25,0.1111111111111111,27.027027027027028,0.46153846153846156,,0.25,0.4117647058823529,,,0.4,0.25,,0.3333333333333333,1.0,1.0,0.4444444444444444,,,0.1111111111111111,,,0.1111111111111111,,,0.25,1.0,0.25,0.4444444444444444,0.4508055555555555,0.30375,0.3842125,0.2,0.2222222222222222,,0.25,6.8125,26.8,0.40625,,,,1.0,,,,,1.0,,,,0.42857142857142855,,4.0,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1610612740,Peja Stojakovic,Peja Stojakovic,978,NOH,306.0,5,-5,11,11,4,3.0,1,22,,,,,,,1.0,1.0,1.0,1.0,,,2.0,2,,,4.0,15,,,,,,,,,4.0,,,,,,,,,,,1.0,1,,1,,,,,,,,,,,,4,,1.0,,,1.0,,,1.0,,,,16.666666666666668,1.0,,,0.5,,,,,,,,,0.5,1.0,1.0,0.5,1.0,1.0,,,,,,,,0.34965,,,,,,,11.6,,0.36363636363636365,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,1610612740,Jannero Pargo,Jannero Pargo,2457,NOH,2620.0,44,7,97,95,41,40.0,10,192,2.0,3.0,,,2.0,2.0,1.0,2.0,7.0,8.0,1.0,,10.0,13,1.0,5.0,28.0,84,1.0,1.0,2.0,6.0,7.0,,,12.0,14.0,,1.0,10.0,2.0,12.0,1.0,9.0,26.0,,,2.0,2,,2,,,1.0,4.0,2.0,4.0,2.0,5.0,2.0,,12.0,41,,0.7692307692307693,1.0,0.8571428571428571,0.8214285714285714,1.0,0.8571428571428571,0.84375,1.0,0.8571428571428571,0.07142857142857142,18.69158878504673,0.06666666666666667,,,0.046511627906976744,,,0.13333333333333333,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,0.5,0.5714285714285714,0.875,0.875,0.07142857142857142,,,0.2857142857142857,1.0,,0.2857142857142857,0.43836785714285714,0.2283,0.46041428571428566,0.125,0.13333333333333333,0.07142857142857142,0.42857142857142855,13.16923076923077,25.2,0.422680412371134,,,,3.0,,3.0,2.0,1.0,,0.75,,,,,6.0,1.0,,0.3,0.3,,0.5,0.2857142857142857,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,3.0,1.0,,3.0,,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,1610612740,Morris Peterson,Morris Peterson,2050,NOH,586.0,10,-5,21,19,9,10.0,2,40,,,,,,,,,,1.0,,,,1,1.0,,,15,,,,,,1.0,,,,,,,,,,,,,,2.0,2,,2,,,,,,3.0,,,,,,9,,,,,,,,,,,0.5,8.695652173913043,0.2857142857142857,,,0.2222222222222222,,,0.5,,,,,,,,,0.5,,,,,,,,,0.5,0.3908,,0.5478,,,,,16.0,24.5,0.42857142857142855,1.0,,,1.0,1.0,,,1.0,,,,,,0.5,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
