EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,FTOffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Clear Path Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Offensive Fouls,PtsUnassisted3s,SecondChanceCorner3FGM,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Travels,Blocked3s,BlockedArc3,on,OffensiveGoaltends,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,8379.0,140,-4,260,252,84.0,60.0,25,512,6.0,12.0,2.0,5.0,1.0,1.0,3.0,9.0,3.0,5.0,1.0,12.0,26,1.0,7.0,31.0,250,3.0,6.0,2.0,8.0,1.0,2.0,2.0,4.0,22.0,2.0,2.0,1.0,7.0,5.0,12.0,3.0,2.0,4.0,1.0,2.0,29.0,5.0,10.0,5.0,20.0,3.0,28.0,15.0,43.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,13.0,11.0,3.0,10.0,4.0,1.0,1.0,4.0,84.0,1.0,1.0,0.9166666666666666,1.0,0.46153846153846156,0.5,0.5,0.4444444444444444,0.5,0.5,0.484375,0.5714285714285714,0.6666666666666666,0.037037037037037035,11.724137931034484,0.5,0.5,0.20833333333333334,0.12345679012345678,0.16129032258064516,0.08333333333333333,0.1968503937007874,0.10638297872340426,0.21428571428571427,0.11428571428571428,0.02857142857142857,0.16,0.23333333333333334,0.15384615384615385,0.225,0.14285714285714285,0.2,0.21428571428571427,0.4444444444444444,0.5,0.5,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.18518518518518517,0.6,0.6,1.0,0.037037037037037035,0.8333333333333334,0.4,0.5,0.5,1.0,0.48148148148148145,0.45344615384615383,0.5853666666666667,0.4437,0.12903225806451613,0.13333333333333333,0.25806451612903225,0.12903225806451613,6.319230769230769,47.8,0.3230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,34961.0,583,15,1065,1060,294.0,269.0,124,2125,8.0,22.0,2.0,8.0,1.0,4.0,3.0,6.0,9.0,21.0,41.0,20.0,49,70.0,18.0,112.0,1070,2.0,10.0,3.0,10.0,6.0,13.0,10.0,43.0,32.0,8.0,2.0,,32.0,15.0,47.0,6.0,9.0,15.0,5.0,12.0,109.0,10.0,23.0,18.0,51.0,5.0,74.0,35.0,109.0,1.0,21.0,15.0,16.0,12.0,6.0,22.0,3.0,25.0,55.0,37.0,4.0,28.0,4.0,9.0,,43.0,294.0,6.0,9.0,0.8,0.8421052631578947,0.40816326530612246,0.2,0.46153846153846156,0.3949579831932773,0.25,0.4230769230769231,0.42424242424242425,0.29411764705882354,0.4479166666666667,0.5882352941176471,12.612612612612612,0.7272727272727273,0.20833333333333334,0.13212435233160622,0.06515580736543909,0.16666666666666666,0.053763440860215055,0.1396761133603239,0.061224489795918366,0.02830188679245283,0.06666666666666667,0.047619047619047616,0.06172839506172839,0.10784313725490197,0.12745098039215685,0.14835164835164835,0.17391304347826086,0.15384615384615385,0.013513513513513514,0.18487394957983194,0.36363636363636365,0.4,0.75,0.05042016806722689,0.5,0.6,0.3333333333333333,0.17647058823529413,0.42857142857142855,0.42857142857142855,1.0,0.3445378151260504,0.5714285714285714,0.25,,0.10256410256410256,0.25,0.773109243697479,0.530551680672269,0.5608166666666666,0.5080948717948717,0.04065040650406504,0.07692307692307693,0.08928571428571429,0.38392857142857145,9.471428571428572,24.204285714285707,0.27605633802816903,6.0,29.0,3.0,1.0,12.0,12.0,1.0,1.0,6.0,14.0,18.0,1.0,4.0,7.0,26.0,54.0,41.0,12.0,3.0,2.0,6.0,2.0,2.0,4.0,1.0,9.0,1.0,7.0,7.0,1.0,1.0,19.0,14.0,1.0,4.0,19.0,9.0,4.0,1.0,0.2571428571428571,0.25,0.2692307692307692,0.2571428571428571,0.061224489795918366,0.09090909090909091,0.16666666666666666,0.06666666666666667,0.10309278350515463,0.47368421052631576,0.24369747899159663,0.20689655172413793,0.20689655172413793,1.0,0.2926829268292683,0.2926829268292683,1.0,0.21428571428571427,0.07142857142857142,1.0,1.0,0.3076923076923077,0.08333333333333333,0.358974358974359,0.42857142857142855,0.2926829268292683,0.014084507042253521,,,,,,,,,,,,True,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,16333.0,272,8,498,490,118.0,64.0,60,988,4.0,13.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,15.0,2.0,8.0,31,26.0,8.0,57.0,493,1.0,1.0,,2.0,1.0,6.0,4.0,15.0,16.0,,,,4.0,4.0,8.0,1.0,3.0,2.0,1.0,1.0,20.0,2.0,4.0,8.0,13.0,1.0,22.0,6.0,28.0,,6.0,3.0,4.0,4.0,3.0,7.0,1.0,3.0,16.0,10.0,1.0,11.0,4.0,2.0,,15.0,118.0,2.0,3.0,1.0,1.0,0.25806451612903225,1.0,0.16666666666666666,0.4298245614035088,0.5,0.4230769230769231,0.4596774193548387,0.5,0.5,0.45614035087719296,12.084063047285465,0.5714285714285714,0.16666666666666666,0.07344632768361582,0.02247191011235955,0.16,0.02631578947368421,0.09251101321585903,0.023622047244094488,,0.04,0.023255813953488372,0.030303030303030304,0.020833333333333332,0.0625,0.1111111111111111,0.17857142857142858,0.13636363636363635,,0.22807017543859648,0.3076923076923077,0.5714285714285714,1.0,0.05263157894736842,0.3333333333333333,0.5,1.0,0.2631578947368421,0.2,0.2,1.0,0.03508771929824561,0.5,1.0,1.0,0.23076923076923078,0.3333333333333333,0.6842105263157895,0.5180543859649123,0.5751,0.5236461538461539,0.06666666666666667,0.11764705882352941,0.03508771929824561,0.2631578947368421,10.680645161290323,23.457692307692305,0.23694779116465864,10.0,24.0,,2.0,5.0,1.0,,1.0,1.0,2.0,11.0,,1.0,3.0,7.0,33.0,2.0,1.0,7.0,,3.0,1.0,,,,1.0,,,3.0,1.0,,3.0,3.0,,,3.0,1.0,,1.0,0.4230769230769231,,0.42857142857142855,0.4230769230769231,0.22580645161290322,0.46153846153846156,0.3333333333333333,,0.02,0.3333333333333333,0.42105263157894735,0.4166666666666667,0.4166666666666667,1.0,0.5,0.5,1.0,,0.5,,,0.38461538461538464,0.4,0.15384615384615385,0.5,0.5,,1.0,,,,,,,,,,,True,,,,,,
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,11610.0,194,-21,347,352,79.0,101.0,40,699,12.0,18.0,1.0,1.0,3.0,5.0,3.0,8.0,10.0,26.0,1.0,25.0,52,2.0,12.0,68.0,368,3.0,4.0,,6.0,5.0,12.0,3.0,13.0,18.0,32.0,,,17.0,11.0,28.0,8.0,3.0,8.0,3.0,6.0,67.0,,1.0,2.0,11.0,,13.0,1.0,14.0,,,,4.0,3.0,7.0,11.0,,4.0,14.0,11.0,2.0,15.0,7.0,1.0,,13.0,79.0,,,0.36,0.36,0.4807692307692308,0.75,0.4166666666666667,0.5185185185185185,0.75,0.4166666666666667,0.5573770491803278,0.75,0.4642857142857143,0.037037037037037035,17.884130982367758,0.36363636363636365,,0.08943089430894309,0.008695652173913044,0.05405405405405406,,0.08125,0.005917159763313609,0.03225806451612903,,,,0.06060606060606061,0.1388888888888889,0.07407407407407407,0.043478260869565216,0.07142857142857142,,0.3333333333333333,0.6666666666666666,0.7058823529411765,0.08333333333333333,0.14814814814814814,0.375,0.42857142857142855,0.3333333333333333,0.48148148148148145,0.38461538461538464,0.38461538461538464,0.7,0.018518518518518517,0.25,1.0,,0.4166666666666667,0.6,0.37037037037037035,0.4542620370370371,0.5333333333333333,0.4190666666666667,0.11666666666666667,0.1206896551724138,0.08823529411764706,0.19117647058823528,10.65576923076923,24.15,0.2276657060518732,1.0,1.0,,,,1.0,,,,,2.0,,,,,3.0,1.0,1.0,2.0,,,2.0,,1.0,1.0,2.0,,,,1.0,,,,,,,,,0.5,1.0,,,1.0,0.038461538461538464,0.05555555555555555,0.125,,,,0.018518518518518517,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,4.0,3.0,,,,,,,,,,True,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,20706.0,345,4,653,643,196.0,190.0,79,1296,26.0,50.0,3.0,8.0,7.0,14.0,5.0,15.0,15.0,37.0,55.0,46.0,102,68.0,50.0,217.0,654,7.0,15.0,5.0,28.0,9.0,27.0,22.0,67.0,24.0,68.0,4.0,1.0,30.0,15.0,45.0,5.0,10.0,18.0,4.0,8.0,105.0,2.0,9.0,9.0,25.0,4.0,38.0,12.0,50.0,4.0,11.0,8.0,21.0,14.0,9.0,30.0,,16.0,32.0,54.0,4.0,57.0,20.0,8.0,,67.0,196.0,6.0,6.0,0.2608695652173913,0.2727272727272727,0.45098039215686275,0.4666666666666667,0.3333333333333333,0.49117647058823527,0.5227272727272727,0.4090909090909091,0.5489690721649485,0.56,0.5076923076923077,0.4,29.679144385026735,0.7,0.25,0.11210762331838565,0.043478260869565216,0.14516129032258066,0.015873015873015872,0.11929824561403508,0.03303303303303303,0.014492753623188406,0.022988505747126436,0.029850746268656716,,0.03333333333333333,0.13793103448275862,0.14285714285714285,0.17073170731707318,0.09523809523809523,0.04597701149425287,0.29411764705882354,0.52,0.6341463414634146,0.23076923076923078,0.08823529411764706,0.3333333333333333,0.35714285714285715,0.4,0.21764705882352942,0.40540540540540543,0.40540540540540543,0.26666666666666666,0.3235294117647059,0.36363636363636365,0.375,0.3333333333333333,0.2545454545454545,0.5,0.6941176470588235,0.5027130177514794,0.5280972222222222,0.48320462962962957,0.10752688172043011,0.1694915254237288,0.12903225806451613,0.3087557603686636,8.448039215686276,25.339705882352945,0.3001531393568147,5.0,13.0,3.0,3.0,7.0,20.0,2.0,4.0,6.0,21.0,25.0,3.0,7.0,9.0,28.0,60.0,54.0,20.0,10.0,1.0,3.0,3.0,4.0,7.0,,8.0,,2.0,,4.0,,,,,,,,,0.8,0.36764705882352944,0.42857142857142855,0.32142857142857145,0.373134328358209,0.09803921568627451,0.18,0.06666666666666667,0.058823529411764705,0.11764705882352941,,0.07647058823529412,0.38461538461538464,0.38461538461538464,1.0,0.36363636363636365,0.36363636363636365,0.75,0.13636363636363635,0.18181818181818182,0.5,0.5,0.12727272727272726,0.42857142857142855,0.38181818181818183,0.2857142857142857,0.37037037037037035,,1.0,15.0,1.0,5.0,0.3333333333333333,1.0,,,,,,True,,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,17380.0,290,-1,509,510,119.0,79.0,51,1019,2.0,2.0,,,,,4.0,9.0,15.0,32.0,27.0,21.0,43,56.0,5.0,125.0,527,3.0,5.0,2.0,14.0,5.0,6.0,4.0,32.0,28.0,14.0,,,11.0,3.0,14.0,2.0,1.0,3.0,3.0,5.0,31.0,1.0,5.0,5.0,24.0,,29.0,6.0,35.0,2.0,3.0,2.0,7.0,4.0,2.0,9.0,2.0,6.0,14.0,8.0,,6.0,,2.0,,32.0,119.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.4883720930232558,0.6,0.8333333333333334,0.6060606060606061,0.46153846153846156,0.6086956521739131,0.6138613861386139,0.5,0.64,0.5656565656565656,18.998272884283246,0.7777777777777778,,0.12307692307692308,0.029585798816568046,0.08928571428571429,0.012195121951219513,0.11553784860557768,0.02390438247011952,0.023255813953488372,0.0273972602739726,,0.029411764705882353,0.043478260869565216,0.1346153846153846,0.15463917525773196,0.08108108108108109,0.10526315789473684,0.044444444444444446,0.020202020202020204,1.0,1.0,1.0,0.09090909090909091,0.4444444444444444,0.6666666666666666,0.25,0.32323232323232326,0.46875,0.4838709677419355,0.7333333333333333,0.2727272727272727,,,,,,0.5858585858585859,0.4857797979797981,0.483425,0.44308913043478254,,,0.112,0.256,15.667441860465118,24.22321428571428,0.2337917485265226,17.0,29.0,1.0,4.0,9.0,9.0,1.0,7.0,2.0,8.0,26.0,2.0,8.0,6.0,17.0,78.0,27.0,9.0,4.0,,1.0,1.0,1.0,3.0,,3.0,,1.0,,,,2.0,2.0,,,2.0,,,1.0,0.4642857142857143,0.25,0.35294117647058826,0.4642857142857143,0.09302325581395349,,0.3333333333333333,,0.03773584905660377,,0.29292929292929293,0.5862068965517241,0.5862068965517241,1.0,0.3333333333333333,0.3333333333333333,1.0,0.07692307692307693,0.5384615384615384,0.14285714285714285,1.0,0.391304347826087,0.4444444444444444,0.34782608695652173,0.25,0.3333333333333333,,,,1.0,2.0,1.0,1.0,1.0,0.03125,,,,True,,,,,,
200827,1610612759,Darius Washington,Darius Washington,200827,SAS,612.0,10,2,24,21,16.0,16.0,3,45,1.0,2.0,,,1.0,1.0,,,1.0,2.0,1.0,2.0,4,1.0,1.0,5.0,24,1.0,1.0,,2.0,2.0,3.0,1.0,5.0,4.0,,,,,1.0,1.0,1.0,,,,,3.0,,1.0,,2.0,,2.0,1.0,3.0,,1.0,,,,,,,,1.0,3.0,,4.0,2.0,,,5.0,16.0,1.0,,1.0,1.0,0.5,1.0,0.6666666666666666,0.4,0.5,0.5,0.35714285714285715,0.5,0.4166666666666667,0.2,25.925925925925924,,,0.3333333333333333,0.125,,,0.2857142857142857,0.09090909090909091,0.5,,,,,1.0,0.3333333333333333,,,,0.4,0.5,1.0,1.0,,,,,0.4,0.5,0.5,1.0,0.2,,,,0.25,1.0,0.6,0.5178100000000001,0.443,0.5164875,0.2857142857142857,0.3333333333333333,0.4,1.0,12.225,24.8,0.6666666666666666,,,,,,,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,,,,,0.5,,,,,0.25,,,,,,,,,,,,,,,True,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,15451.0,258,42,466,459,130.0,92.0,56,925,26.0,43.0,1.0,4.0,5.0,9.0,3.0,8.0,21.0,52.0,4.0,50.0,103,6.0,33.0,133.0,459,2.0,8.0,5.0,9.0,12.0,24.0,14.0,38.0,30.0,70.0,,,16.0,18.0,34.0,9.0,9.0,7.0,3.0,6.0,86.0,1.0,3.0,7.0,7.0,,14.0,4.0,18.0,2.0,9.0,8.0,13.0,7.0,8.0,21.0,,2.0,9.0,39.0,2.0,44.0,19.0,5.0,1.0,38.0,130.0,1.0,3.0,0.3,0.3,0.4854368932038835,0.25,0.5,0.45871559633027525,0.25,0.5,0.5155038759689923,0.4090909090909091,0.5588235294117647,0.05504587155963303,27.59259259259259,0.6190476190476191,,0.03910614525139665,0.017857142857142856,0.15217391304347827,0.014925373134328358,0.06222222222222222,0.01702127659574468,0.017857142857142856,,,0.029411764705882353,,0.06521739130434782,0.047058823529411764,0.07142857142857142,0.2777777777777778,0.04,0.3944954128440367,0.6046511627906976,0.7222222222222222,0.2692307692307692,0.07339449541284404,0.375,0.375,0.6666666666666666,0.47706422018348627,0.40384615384615385,0.42,0.2857142857142857,0.03669724770642202,0.5,0.25,1.0,0.375,0.5555555555555556,0.44954128440366975,0.48702453703703696,0.39925000000000005,0.47855833333333336,0.1532258064516129,0.16101694915254236,0.06766917293233082,0.2857142857142857,10.181553398058252,26.55,0.27896995708154504,,2.0,,,,,,,,,,,,,,,4.0,,9.0,,1.0,1.0,2.0,6.0,,6.0,,,,4.0,,2.0,2.0,,,2.0,2.0,,,,,,,0.08737864077669903,0.16279069767441862,,,0.045454545454545456,1.0,0.01834862385321101,,,,,,,,,,,,,,,,,2.0,,,,,,,0.038461538461538464,1.0,,,True,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,3960.0,66,-6,132,127,45.0,54.0,17,259,3.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,11.0,4.0,5,11.0,2.0,25.0,134,2.0,2.0,,7.0,1.0,2.0,,5.0,6.0,2.0,,1.0,4.0,3.0,7.0,2.0,1.0,3.0,,1.0,17.0,2.0,,2.0,5.0,,7.0,2.0,9.0,,2.0,2.0,4.0,3.0,,4.0,,3.0,8.0,8.0,1.0,2.0,,1.0,,5.0,45.0,2.0,,0.75,0.75,0.8,1.0,0.5,0.71875,1.1666666666666667,0.625,0.7352941176470589,1.1666666666666667,0.625,0.6875,13.636363636363637,1.0,,0.10416666666666667,,0.16666666666666666,0.08333333333333333,0.11666666666666667,0.029411764705882353,,,0.05555555555555555,0.16666666666666666,0.15384615384615385,,0.13636363636363635,0.4,,,0.1875,1.0,1.0,0.6666666666666666,0.0625,,,,0.0625,1.0,1.0,1.0,0.6875,0.6666666666666666,1.0,0.5,0.25,1.0,0.875,0.5196899999999999,0.528,0.46843750000000006,,,0.28,0.2,4.64,26.872727272727275,0.3409090909090909,,,,,,5.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,15.0,10.0,5.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,0.45454545454545453,1.0,0.5,0.5,,,,,,,,,,,0.45454545454545453,0.45454545454545453,1.0,,0.3333333333333333,1.0,1.0,,,0.5,0.5,0.5,,,,,,,,,,,,,True,,,,,,
757,1610612759,Damon Stoudamire,Damon Stoudamire,757,SAS,6036.0,101,-13,186,190,60.0,58.0,20,376,1.0,4.0,,,1.0,2.0,3.0,5.0,1.0,9.0,13.0,5.0,18,20.0,1.0,17.0,178,,,,3.0,1.0,4.0,1.0,6.0,,10.0,,2.0,6.0,4.0,10.0,2.0,2.0,2.0,1.0,3.0,24.0,2.0,1.0,1.0,14.0,,15.0,3.0,18.0,1.0,1.0,,4.0,2.0,2.0,6.0,,4.0,7.0,2.0,1.0,1.0,,,,6.0,60.0,,,,,0.2777777777777778,,0.25,0.21052631578947367,1.5,0.19230769230769232,0.21052631578947367,1.5,0.19230769230769232,0.5263157894736842,20.85308056872038,0.6666666666666666,,0.2,0.017543859649122806,0.05555555555555555,0.04,0.17045454545454544,0.028037383177570093,,0.04,0.07407407407407407,,0.21052631578947367,0.1875,0.2,0.07142857142857142,,0.037037037037037035,0.10526315789473684,0.25,0.3333333333333333,,0.13157894736842105,0.6,0.6,,0.23684210526315788,0.1111111111111111,0.1111111111111111,,0.34210526315789475,,,,0.15384615384615385,0.5,0.631578947368421,0.47537083333333324,,0.4588227272727273,,,0.17647058823529413,0.35294117647058826,11.33888888888889,27.5,0.3225806451612903,1.0,7.0,1.0,1.0,4.0,1.0,,,,5.0,2.0,1.0,1.0,1.0,9.0,6.0,11.0,1.0,1.0,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,1.0,0.1,1.0,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.25,,,,,0.18421052631578946,0.14285714285714285,0.14285714285714285,1.0,0.07692307692307693,0.07692307692307693,1.0,1.0,,,,0.3076923076923077,0.25,0.38461538461538464,,0.09090909090909091,,,,1.0,1.0,1.0,1.0,,,1.0,,,True,,,,,,
