EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Corner3Assists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Loose Ball Fouls,Offensive Fouls,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3A,PtsUnassisted3s,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Clear Path Fouls,Technical Free Throw Trips,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,HeaveAttempts,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceFg3Pct,Corner3PctBlocked,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,OffensiveGoaltends,3pt And 1 Free Throw Trips,on,BlockedCorner3
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,1184.0,20,8.0,37,35,5.0,9,6.0,72,5.0,7.0,1.0,3.0,1.0,3.0,1.0,5.0,11.0,2.0,12.0,37,1.0,4.0,1.0,3.0,3.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,7.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,0.8,1.0,0.45454545454545453,0.25,0.45454545454545453,0.25,0.5,0.3,26.08695652173913,0.18181818181818182,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.2222222222222222,0.2,0.25,0.25,0.5,0.2,0.2,0.3333333333333333,1.0,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.8,0.2727272727272727,0.09090909090909091,0.75,0.3333333333333333,0.3333333333333333,0.6363636363636364,0.5117272727272727,0.5605500000000001,0.3932,0.16666666666666666,0.16666666666666666,0.25,3.963636363636364,0.13513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,2967.0,49,26.0,104,94,34.0,36,13.0,198,2.0,3.0,,,2.0,2.0,5.0,6.0,10.0,7.0,37.0,113,,,,,3.0,8.0,4.0,,1.0,2.0,1.0,,5.0,,,1.0,2.0,4.0,,4.0,2.0,7.0,4.0,,8.0,,1.0,,,,,34.0,0.6666666666666666,0.6666666666666666,0.6,,0.625,,0.6851851851851852,,23.96694214876033,0.08333333333333333,,0.07692307692307693,,0.08108108108108109,,,,,,0.1,0.16666666666666666,,,0.125,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,0.20833333333333334,,,0.2857142857142857,0.7083333333333334,0.4773145833333334,,0.44435714285714284,0.1111111111111111,0.09090909090909091,,12.51,0.3269230769230769,2.0,4.0,2.0,4.0,1.0,4.0,10.0,1.0,3.0,6.0,14.0,3.0,1.0,4.0,6.0,15.0,18.0,10.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,15.0,2.0,1.0,0.42857142857142855,0.25,0.42857142857142855,1.0,0.6428571428571429,0.8333333333333334,0.5833333333333334,0.07142857142857142,0.1,0.5,0.14285714285714285,0.3333333333333333,0.8,0.8,0.75,0.16666666666666666,0.5,0.5,1.0,0.4166666666666667,0.4,0.4444444444444444,1.0,1.0,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.4,0.125,0.40540540540540543,25.27142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200788,1610612753,James Augustine,James Augustine,200788,ORL,2724.0,45,20.0,90,87,35.0,41,11.0,177,5.0,7.0,1.0,2.0,2.0,,3.0,5.0,10.0,3.0,13.0,81,1.0,2.0,,2.0,3.0,8.0,2.0,2.0,,,,,,3.0,2.0,1.0,2.0,4.0,6.0,10.0,2.0,4.0,4.0,,6.0,,2.0,,,,,35.0,0.8,1.0,0.5,0.5,0.5,0.5,0.5,0.5,14.285714285714285,0.06060606060606061,0.09523809523809523,0.1111111111111111,0.15789473684210525,0.07142857142857142,0.125,0.1111111111111111,,0.15384615384615385,0.16666666666666666,0.125,,0.125,,0.7,0.7142857142857143,0.7142857142857143,0.8,,0.3,1.0,0.5,0.6666666666666666,0.7,0.5223599999999999,0.5497,0.5256,0.16666666666666666,0.16666666666666666,0.15384615384615385,6.279999999999999,0.3888888888888889,2.0,,,,,,,,,,,2.0,,,1.0,5.0,,,,,,,1.0,2.0,2.0,,2.0,1.0,,,5.0,1.0,,,,,0.6666666666666666,0.6666666666666666,0.625,,,,1.0,0.2,,,,,,,,,,,,,1.0,,,,,,0.38461538461538464,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.25,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,38601.0,643,121.0,1209,1225,397.0,332,109.0,2434,36.0,65.0,2.0,4.0,24.0,37.0,82.0,92.0,184.0,78.0,292.0,1240,5.0,10.0,1.0,11.0,58.0,26.0,158.0,,36.0,77.0,28.0,5.0,195.0,,3.0,11.0,37.0,48.0,3.0,51.0,20.0,68.0,87.0,16.0,97.0,12.0,36.0,3.0,1.0,3.0,1.0,397.0,0.14130434782608695,0.14130434782608695,0.5,0.5,0.5144230769230769,0.45454545454545453,0.5758196721311475,0.45454545454545453,20.37593984962406,0.07805907172995781,0.00909090909090909,0.07096774193548387,,0.07631160572337042,0.006122448979591836,0.023622047244094488,,,,0.04918032786885246,0.06521739130434782,0.059322033898305086,0.3333333333333333,0.3125,0.5538461538461539,0.6428571428571429,0.19444444444444445,0.1778846153846154,0.3942307692307692,0.36363636363636365,0.5,0.34285714285714286,0.42788461538461536,0.4674614077669903,0.48868333333333336,0.46885514705882353,0.15879828326180256,0.17307692307692307,0.03767123287671233,10.241847826086957,0.3283705541770058,10.0,38.0,2.0,5.0,2.0,8.0,19.0,3.0,10.0,10.0,24.0,24.0,4.0,12.0,36.0,96.0,21.0,19.0,8.0,,41.0,14.0,,11.0,7.0,16.0,27.0,2.0,5.0,1.0,96.0,10.0,0.7,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.41379310344827586,0.42857142857142855,0.5224719101123596,0.11538461538461539,,,0.4074074074074074,,0.10810810810810811,0.4634146341463415,0.475,0.15789473684210525,0.02403846153846154,0.4,0.4,1.0,0.09134615384615384,0.42105263157894735,0.42105263157894735,0.625,0.4166666666666667,0.02857142857142857,0.14285714285714285,0.3,0.42105263157894735,0.04,0.3287671232876712,26.037500000000005,,19.0,9.0,10.0,8.0,1.0,11.0,11.0,,,0.102803738317757,18.0,1.0,1.0,1.0,9.0,16.0,27.0,3.0,3.0,6.0,2.0,4.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,0.08695652173913043,0.13846153846153847,0.13513513513513514,0.024390243902439025,0.03529411764705882,0.4864864864864865,0.5625,0.09090909090909091,0.5,,,,,,,,,,,,,,,,,,,,,,True,
2586,1610612753,Keith Bogans,Keith Bogans,2586,ORL,131859.0,2198,302.0,4285,4277,1424.0,1085,429.0,8562,70.0,112.0,10.0,20.0,35.0,27.0,40.0,93.0,179.0,81.0,711.0,4503,11.0,24.0,1.0,35.0,49.0,114.0,72.0,6.0,71.0,104.0,38.0,9.0,241.0,12.0,28.0,48.0,174.0,224.0,42.0,266.0,83.0,164.0,92.0,17.0,110.0,9.0,37.0,8.0,6.0,10.0,2.0,1424.0,0.6129032258064516,0.6333333333333333,0.5195530726256983,0.4583333333333333,0.5357142857142857,0.3953488372093023,0.5574803149606299,0.3977272727272727,14.423480083857442,0.10957178841309824,0.024822695035460994,0.09542743538767395,0.01721664275466284,0.10616929698708752,0.021917808219178082,0.02558139534883721,0.024096385542168676,0.013363028953229399,0.024193548387096774,0.07582938388625593,0.12393162393162394,0.0906801007556675,0.2,0.19047619047619047,0.625,0.7291666666666666,0.6428571428571429,0.04591836734693878,0.06802721088435375,0.46511627906976744,0.5,0.19021739130434784,0.8860544217687075,0.5511829623287673,0.5376833333333333,0.5430141666666666,0.06612903225806452,0.178743961352657,0.04922644163150492,5.817318435754189,0.3323220536756126,19.0,15.0,71.0,202.0,66.0,77.0,207.0,25.0,69.0,148.0,409.0,24.0,52.0,135.0,42.0,246.0,426.0,204.0,77.0,4.0,33.0,14.0,2.0,34.0,26.0,19.0,53.0,4.0,3.0,4.0,246.0,25.0,0.9594594594594594,0.36185819070904646,0.3851851851851852,0.3645320197044335,0.4897959183673469,0.5543478260869565,0.5801886792452831,0.6955782312925171,0.009779951100244499,0.004830917874396135,0.6415094339622641,0.014598540145985401,0.11320754716981132,0.375,0.39473684210526316,0.6666666666666666,0.3435374149659864,0.35148514851485146,0.35678391959798994,1.0,0.3520408163265306,0.3719806763285024,0.3737864077669903,0.922077922077922,0.5428571428571428,0.358695652173913,0.375,0.36231884057971014,0.37745098039215685,0.009685230024213076,0.3459915611814346,24.6479217603912,2.0,59.0,28.0,31.0,13.0,3.0,15.0,15.0,0.010752688172043012,0.02459016393442623,0.12034383954154727,8.0,6.0,27.0,19.0,18.0,21.0,19.0,24.0,7.0,6.0,3.0,8.0,4.0,8.0,,3.0,,,2.0,0.11731843575418995,0.14285714285714285,0.1111111111111111,0.05,0.022508038585209004,0.2962962962962963,0.3333333333333333,0.13953488372093023,0.4090909090909091,1.0,3.0,13.0,4.0,3.0,3.0,2.0,2.0,2.0,0.21052631578947367,0.01485148514851485,0.25,0.5,0.16666666666666666,1.0,0.3023255813953488,0.23076923076923078,1.0,,,,True,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,35058.0,584,104.0,1107,1102,391.0,262,126.0,2209,21.0,40.0,3.0,4.0,18.0,22.0,88.0,77.0,150.0,38.0,231.0,1205,10.0,14.0,2.0,22.0,59.0,26.0,128.0,,52.0,109.0,41.0,7.0,275.0,2.0,4.0,15.0,32.0,47.0,7.0,54.0,23.0,46.0,38.0,2.0,43.0,7.0,17.0,1.0,,1.0,,391.0,0.16883116883116883,0.16883116883116883,0.5133333333333333,0.7142857142857143,0.5188172043010753,0.7142857142857143,0.5661764705882353,0.7333333333333333,18.610223642172524,0.07637231503579953,0.013559322033898305,0.13513513513513514,0.01092896174863388,0.08867924528301886,0.012552301255230125,0.010309278350515464,,0.017094017094017096,,0.028846153846153848,0.07534246575342465,0.14606741573033707,,0.21505376344086022,0.525,0.5675675675675675,0.047619047619047616,0.11827956989247312,0.4731182795698925,0.2857142857142857,0.75,0.23684210526315788,0.40860215053763443,0.46318783783783796,0.48344000000000004,0.46658066666666664,0.08673469387755102,0.10625,0.09523809523809523,12.536,0.35320686540198737,9.0,44.0,4.0,14.0,6.0,9.0,22.0,3.0,11.0,13.0,36.0,33.0,6.0,17.0,23.0,107.0,21.0,21.0,9.0,1.0,57.0,13.0,,17.0,12.0,12.0,29.0,2.0,3.0,,107.0,10.0,0.5384615384615384,0.3611111111111111,0.35294117647058826,0.37142857142857144,0.559322033898305,0.5526315789473685,0.6149425287356322,0.1935483870967742,0.027777777777777776,0.045454545454545456,0.5862068965517241,,0.09090909090909091,0.5,0.5057471264367817,0.2727272727272727,0.07526881720430108,0.2857142857142857,0.2857142857142857,0.75,0.11827956989247312,0.4090909090909091,0.42857142857142855,0.4444444444444444,0.5,0.07894736842105263,0.14473684210526316,0.2727272727272727,0.42857142857142855,,0.46320346320346323,25.211111111111116,1.0,10.0,6.0,4.0,11.0,,8.0,8.0,0.01818181818181818,0.031914893617021274,0.10650887573964497,12.0,,3.0,,18.0,6.0,44.0,4.0,1.0,3.0,1.0,5.0,3.0,2.0,,,,,,0.04,0.075,0.09090909090909091,0.011363636363636364,0.011494252873563218,0.5454545454545454,0.6,,0.5,,,,,1.0,,,,1.0,,,,0.3333333333333333,,,,,,,,,True,
2230,1610612753,Maurice Evans,Maurice Evans,2230,ORL,22574.0,376,,729,735,308.0,215,82.0,1464,29.0,49.0,9.0,17.0,16.0,13.0,9.0,34.0,71.0,15.0,137.0,799,9.0,19.0,3.0,24.0,26.0,44.0,24.0,14.0,14.0,25.0,9.0,,61.0,11.0,14.0,12.0,21.0,35.0,25.0,60.0,14.0,35.0,15.0,1.0,20.0,2.0,9.0,5.0,1.0,5.0,5.0,308.0,0.6470588235294118,0.8148148148148148,0.4788732394366197,0.47368421052631576,0.5126050420168067,0.5,0.53515625,0.5454545454545454,17.1741778319123,0.08171206225680934,0.06763285024154589,0.12903225806451613,0.11224489795918367,0.09428571428571429,0.08196721311475409,0.09333333333333334,0.06349206349206349,0.14545454545454545,0.06976744186046512,0.01639344262295082,0.08045977011494253,0.14492753623188406,1.0,0.4117647058823529,0.5918367346938775,0.725,0.7241379310344828,0.1092436974789916,0.07563025210084033,0.8095238095238095,0.5294117647058824,0.3902439024390244,0.8151260504201681,0.5391747899159663,0.5475285714285715,0.5008256097560976,0.07142857142857142,0.11538461538461539,0.17518248175182483,4.123943661971831,0.4224965706447188,9.0,1.0,18.0,41.0,12.0,,7.0,,3.0,18.0,48.0,11.0,6.0,15.0,2.0,42.0,51.0,7.0,,,11.0,1.0,2.0,8.0,4.0,5.0,13.0,2.0,1.0,,42.0,6.0,0.9444444444444444,0.375,0.4,0.375,0.4230769230769231,0.4878048780487805,0.4883720930232558,0.40336134453781514,,,0.6153846153846154,0.07407407407407407,0.08333333333333333,0.1111111111111111,0.1111111111111111,,0.3445378151260504,0.43902439024390244,0.43902439024390244,0.9444444444444444,0.058823529411764705,,,,0.5625,0.2926829268292683,0.07317073170731707,,,,0.30656934306569344,23.931250000000002,,14.0,5.0,9.0,5.0,1.0,2.0,2.0,,0.043478260869565216,0.11926605504587157,4.0,2.0,6.0,2.0,3.0,10.0,10.0,5.0,5.0,2.0,,4.0,1.0,,,,1.0,,,0.14084507042253522,0.1836734693877551,0.07692307692307693,,0.1,0.3076923076923077,0.3333333333333333,0.09523809523809523,0.5,1.0,,,1.0,,,,,3.0,0.5,,0.25,0.2222222222222222,0.5,,,,,,,,True,
2567,1610612753,Brian Cook,Brian Cook,2567,ORL,19353.0,323,22.0,590,589,188.0,195,53.0,1179,7.0,17.0,3.0,8.0,5.0,14.0,31.0,22.0,62.0,10.0,117.0,620,4.0,10.0,6.0,17.0,15.0,20.0,24.0,6.0,9.0,12.0,7.0,1.0,27.0,4.0,9.0,6.0,36.0,48.0,14.0,62.0,25.0,48.0,13.0,3.0,12.0,,4.0,5.0,4.0,5.0,3.0,188.0,0.45454545454545453,0.5263157894736842,0.3548387096774194,0.4,0.481981981981982,0.4583333333333333,0.5,0.5666666666666667,20.81447963800905,0.1651376146788991,0.04864864864864865,0.10526315789473684,0.05194805194805195,0.15272727272727274,0.04961832061068702,0.05084745762711865,0.015384615384615385,0.037037037037037035,0.08695652173913043,0.18181818181818182,0.11842105263157894,0.10416666666666667,0.6,0.15315315315315314,0.4117647058823529,0.5,0.5714285714285714,0.12612612612612611,0.27927927927927926,0.6666666666666666,0.375,0.16666666666666666,0.5945945945945946,0.47267409090909096,0.5423545454545455,0.48102833333333334,0.034782608695652174,0.06060606060606061,0.1452991452991453,11.616129032258064,0.31864406779661014,1.0,11.0,,,,21.0,49.0,6.0,15.0,21.0,49.0,5.0,6.0,15.0,4.0,32.0,60.0,48.0,21.0,,3.0,1.0,6.0,9.0,8.0,12.0,21.0,7.0,4.0,,32.0,3.0,0.9523809523809523,0.42857142857142855,0.4,0.4375,0.3333333333333333,0.4666666666666667,0.5,0.44144144144144143,,,0.42857142857142855,0.3333333333333333,0.1111111111111111,0.3548387096774194,0.36666666666666664,0.5454545454545454,,,,,0.44144144144144143,0.42857142857142855,0.42857142857142855,0.9523809523809523,0.2,,0.5,0.4,0.4375,,0.27350427350427353,26.2,1.0,4.0,1.0,3.0,6.0,5.0,2.0,2.0,0.041666666666666664,0.08196721311475409,0.19387755102040816,4.0,,,2.0,3.0,4.0,2.0,1.0,2.0,3.0,,1.0,3.0,,,,,,1.0,0.06451612903225806,0.17647058823529413,,0.03225806451612903,0.031746031746031744,0.2857142857142857,0.2857142857142857,,,,1.0,2.0,1.0,1.0,,,,1.0,0.5,,,,,,0.16666666666666666,0.5,1.0,1.0,1.0,,True,
1502,1610612753,Adonal Foyle,Adonal Foyle,1502,ORL,27841.0,464,39.0,843,859,151.0,132,88.0,1702,29.0,65.0,9.0,24.0,12.0,31.0,,43.0,96.0,13.0,99.0,866,10.0,28.0,4.0,24.0,23.0,54.0,32.0,16.0,10.0,14.0,8.0,2.0,32.0,7.0,30.0,17.0,48.0,76.0,37.0,113.0,34.0,53.0,26.0,5.0,25.0,1.0,11.0,25.0,17.0,25.0,13.0,151.0,0.627906976744186,0.7714285714285715,0.4479166666666667,0.35714285714285715,0.4479166666666667,0.35714285714285715,0.4583333333333333,0.375,13.085106382978722,0.13150684931506848,0.10830324909747292,0.2125,0.050359712230215826,0.14606741573033707,0.0889423076923077,0.15315315315315314,0.09302325581395349,0.05434782608695652,0.0425531914893617,0.10309278350515463,0.0990990990990991,0.2318840579710145,0.52,0.6770833333333334,0.4461538461538462,0.5918367346938775,0.7241379310344828,0.3229166666666667,,0.8571428571428571,0.375,0.5217391304347826,0.6770833333333334,0.51341875,0.5565304347826087,0.4823782608695652,0.10377358490566038,0.10377358490566038,0.24242424242424243,2.808333333333333,0.17912218268090155,5.0,,,,,,,,,,,10.0,,,2.0,22.0,,,,,4.0,1.0,11.0,3.0,,12.0,15.0,9.0,4.0,,22.0,3.0,,,,,0.43478260869565216,0.43478260869565216,0.4230769230769231,,,,0.2,0.4074074074074074,0.09090909090909091,,,,,,,,,,,,0.4166666666666667,,,,,,0.2222222222222222,,,7.0,5.0,2.0,1.0,3.0,2.0,2.0,,0.0625,0.17197452229299362,14.0,,,,,17.0,3.0,,5.0,3.0,1.0,3.0,1.0,1.0,,,,3.0,5.0,0.17708333333333334,0.24615384615384617,0.03225806451612903,,0.1388888888888889,0.45161290322580644,0.4666666666666667,,,,,,,,,,,8.0,,,0.42857142857142855,0.2222222222222222,,,,,,1.0,,,True,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,7460.0,124,35.0,231,227,70.0,67,21.0,458,1.0,2.0,,,,4.0,12.0,9.0,18.0,,30.0,224,2.0,2.0,,4.0,4.0,14.0,4.0,2.0,4.0,5.0,2.0,1.0,11.0,1.0,3.0,3.0,10.0,15.0,4.0,19.0,9.0,20.0,5.0,4.0,,,,1.0,1.0,1.0,1.0,70.0,0.7777777777777778,0.875,0.5,1.0,0.4838709677419355,1.0,0.4838709677419355,1.0,14.84375,0.09900990099009901,0.04225352112676056,0.15,0.030303030303030304,0.10743801652892562,0.038461538461538464,0.04,0.08695652173913043,0.05,,0.14705882352941177,0.125,0.13333333333333333,1.0,0.06451612903225806,0.5,0.5,1.0,0.12903225806451613,0.3870967741935484,,,,0.4838709677419355,0.45681451612903223,0.40974999999999995,0.4685500000000001,,,0.13333333333333333,14.233333333333336,0.30303030303030304,,5.0,1.0,2.0,2.0,3.0,11.0,2.0,7.0,4.0,13.0,1.0,3.0,9.0,,11.0,12.0,11.0,3.0,,1.0,1.0,2.0,2.0,2.0,5.0,7.0,2.0,4.0,,11.0,3.0,1.0,0.3076923076923077,0.3333333333333333,0.3076923076923077,0.25,0.4230769230769231,0.4230769230769231,0.41935483870967744,,,0.2857142857142857,0.25,0.2,0.4166666666666667,0.45454545454545453,1.0,0.06451612903225806,0.5,0.5,1.0,0.3548387096774194,0.2727272727272727,0.2727272727272727,1.0,,0.15384615384615385,0.5384615384615384,0.2857142857142857,0.2727272727272727,,0.36666666666666664,24.623076923076926,,3.0,1.0,2.0,,1.0,,,,,0.046511627906976744,3.0,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,,0.05555555555555555,,,0.08333333333333333,,0.75,0.75,,0.5,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,True,
