EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,SecondChanceAtRimPctAssisted,ShortMidRangePctAssisted,Technical Free Throw Trips,DefensiveGoaltends,3SecondViolations,OffensiveGoaltends,on,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedArc3,3pt And 1 Free Throw Trips
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,15542.0,259,18,546,541,153,149,56,1087,24.0,35,2.0,7.0,4.0,7.0,1.0,8.0,1.0,6.0,7.0,16.0,2.0,4.0,4.0,14.0,2.0,9.0,26.0,49,11.0,30.0,37,122,590,2.0,9.0,4.0,8.0,5.0,12.0,4.0,13.0,7.0,29.0,42.0,10.0,33.0,4.0,1.0,13.0,4.0,4.0,1.0,11.0,9.0,20.0,5.0,4.0,7.0,4.0,49.0,3.0,11.0,2.0,8.0,29,11.0,48,16.0,64,2.0,6.0,3.0,3.0,3.0,2.0,7.0,2.0,1.0,1.0,10,1.0,12.0,27,1.0,3.0,26,2.0,40,2.0,21,4.0,3.0,1.0,4.0,2.0,29.0,153,2.0,0.8076923076923077,0.875,1.0,0.36666666666666664,0.3076923076923077,0.3793103448275862,0.5306122448979592,0.2222222222222222,0.4166666666666667,0.5379746835443038,0.2222222222222222,0.44,0.6224489795918368,0.36363636363636365,0.5,0.379746835443038,0.03333333333333333,0.08163265306122448,0.08571428571428572,0.125,0.07142857142857142,17.6759410801964,0.3,0.5238095238095238,0.1111111111111111,0.16201117318435754,0.07857142857142857,0.0963855421686747,0.02912621359223301,0.14122137404580154,0.05761316872427984,0.08333333333333333,0.0625,0.08333333333333333,0.023529411764705882,0.05555555555555555,0.12962962962962962,0.125,0.2077922077922078,0.09803921568627451,0.09375,0.05555555555555555,0.5,0.4430379746835443,0.6857142857142857,0.75,0.8333333333333334,0.10126582278481013,0.125,0.14285714285714285,0.0759493670886076,0.16666666666666666,0.16666666666666666,1.0,0.20253164556962025,0.4375,0.4375,1.0,0.17721518987341772,0.2857142857142857,0.3076923076923077,1.0,0.7777777777777778,0.2857142857142857,0.28,0.5714285714285714,0.16,0.5,0.36,0.2222222222222222,0.8227848101265823,0.3076923076923077,0.5456205128205128,0.5327000000000001,0.5172916666666666,0.21428571428571427,0.3088235294117647,0.06557377049180328,0.23770491803278687,3.8877551020408165,25.20333333333333,0.2802197802197802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1088,1610612743,Chucky Atkins,Chucky Atkins,1088,DEN,21092.0,352,-13,732,722,218,194,78,1454,9.0,18,1.0,2.0,2.0,4.0,2.0,5.0,6.0,20.0,7.0,13.0,1.0,4.0,18.0,66.0,6.0,24.0,17.0,43,25.0,79.0,4,113,788,1.0,2.0,,8.0,4.0,12.0,7.0,28.0,3.0,32.0,12.0,22.0,69.0,,3.0,63.0,18.0,3.0,,37.0,10.0,47.0,7.0,3.0,30.0,5.0,104.0,1.0,2.0,,8.0,20,,28,3.0,31,,9.0,4.0,5.0,7.0,7.0,3.0,,,,10,,10.0,27,1.0,1.0,11,1.0,9,1.0,4,1.0,,,1.0,1.0,32.0,218,5.0,0.35294117647058826,0.35294117647058826,0.92,0.31645569620253167,0.25,0.32894736842105265,0.3953488372093023,0.5,0.3333333333333333,0.44672131147540983,0.5,0.3625,0.44841269841269843,0.5,0.37209302325581395,0.6475409836065574,,0.06976744186046512,0.05555555555555555,0.2,,16.54501216545012,0.7,,,0.0851063829787234,0.009615384615384616,0.07142857142857142,0.007518796992481203,0.08069164265129683,0.008797653958944282,,,0.025,0.009174311926605505,,0.1038961038961039,0.09375,0.06382978723404255,0.07042253521126761,0.07317073170731707,,1.0,0.14754098360655737,0.5,0.5294117647058824,0.3333333333333333,0.040983606557377046,0.4,0.5,0.16393442622950818,0.3,0.3157894736842105,0.5,0.10655737704918032,0.5384615384615384,0.5384615384615384,1.0,0.5409836065573771,0.2727272727272727,0.2727272727272727,0.8888888888888888,0.25,0.5,0.1,0.5,0.1,0.25,0.6,0.25,0.7950819672131147,0.2857142857142857,0.5267466386554622,0.5378625,0.502854054054054,0.032,0.08695652173913043,0.07079646017699115,0.2831858407079646,10.439534883720931,25.965822784810122,0.2978142076502732,1.0,1.0,1.0,5.0,2.0,6.0,6.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.05,0.125,1.0,1.0,0.625,0.2,1.0,,,,,,,,,True,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,2288.0,38,-10,80,79,46,30,8,159,,1,,,,1.0,,,1.0,2.0,,,,,,,,,1.0,3,,,2,4,93,,,,,1.0,3.0,,,,2.0,2.0,,,,,,,,,6.0,,6.0,,,3.0,2.0,12.0,,,,5.0,2,,7,,7,,,,,,,1.0,,,,1,,1.0,1,,,3,1.0,2,,1,,,,,,2.0,46,,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.5,,0.3333333333333333,,,,,,,5.747126436781609,,,,0.125,,0.2777777777777778,,0.20588235294117646,,,,,,,,,0.25,0.1111111111111111,0.4444444444444444,,,0.3333333333333333,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,,0.41153333333333336,,0.41153333333333336,0.25,0.25,,0.5,12.066666666666668,,0.575,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,True,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,3906.0,65,-11,141,135,57,61,16,276,3.0,6,1.0,2.0,,2.0,,1.0,2.0,7.0,,1.0,,1.0,1.0,5.0,,,5.0,14,1.0,6.0,8,21,155,1.0,2.0,,2.0,1.0,6.0,,1.0,2.0,4.0,8.0,2.0,3.0,2.0,,5.0,1.0,1.0,,3.0,,3.0,,,3.0,,6.0,1.0,2.0,,1.0,7,,8,3.0,11,,1.0,1.0,,2.0,1.0,1.0,,1.0,,3,,1.0,3,,,4,,8,,4,,,,,,4.0,57,,0.8,1.0,1.0,0.16666666666666666,,0.16666666666666666,0.35714285714285715,0.5,0.16666666666666666,0.325,0.3333333333333333,0.14285714285714285,0.4375,0.3333333333333333,0.25,0.3,,0.07142857142857142,0.16666666666666666,,,16.770186335403725,0.6666666666666666,,,0.15555555555555556,0.046511627906976744,0.07142857142857142,0.041666666666666664,0.13559322033898305,0.04477611940298507,,,0.09523809523809523,0.05263157894736842,,0.13333333333333333,0.1,0.2,,0.16666666666666666,,,0.3,0.5,0.6,0.6666666666666666,0.05,,,0.35,0.2857142857142857,0.2857142857142857,1.0,0.05,,,,0.25,0.2,0.2,1.0,0.6666666666666666,0.5,0.2857142857142857,,0.14285714285714285,,,,0.6,0.2,0.5050874999999999,0.5513166666666667,0.46877857142857143,0.16666666666666666,0.2222222222222222,0.09523809523809523,0.19047619047619047,9.757142857142856,25.016666666666666,0.40425531914893614,,,,1.0,,1.0,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,True,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,13229.0,220,25,452,446,91,77,47,898,24.0,32,8.0,10.0,6.0,6.0,1.0,4.0,,4.0,2.0,6.0,,1.0,1.0,12.0,1.0,5.0,25.0,40,3.0,18.0,10,69,469,8.0,10.0,,16.0,6.0,8.0,1.0,6.0,4.0,19.0,36.0,14.0,9.0,12.0,,12.0,1.0,3.0,,6.0,4.0,10.0,3.0,1.0,2.0,4.0,24.0,3.0,12.0,,6.0,20,1.0,27,15.0,42,2.0,3.0,,3.0,6.0,4.0,2.0,,2.0,1.0,8,3.0,13.0,26,5.0,1.0,14,3.0,13,1.0,5,9.0,4.0,4.0,9.0,6.0,19.0,91,1.0,0.72,0.9473684210526315,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.625,0.8,0.75,0.5086206896551724,0.7272727272727273,0.5357142857142857,0.5390625,0.7272727272727273,0.5588235294117647,0.3103448275862069,,0.075,0.09375,,,14.229249011857709,0.75,0.06666666666666667,,0.13333333333333333,0.09917355371900827,0.08571428571428572,0.03296703296703297,0.11818181818181818,0.07075471698113207,0.15217391304347827,0.06666666666666667,0.06666666666666667,0.028169014084507043,0.05,0.12,0.16666666666666666,0.1206896551724138,0.11363636363636363,0.038461538461538464,0.07692307692307693,0.6666666666666666,0.5517241379310345,0.75,0.8275862068965517,0.75,0.06896551724137931,0.25,0.25,0.06896551724137931,,,,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.20689655172413793,0.08333333333333333,0.08333333333333333,1.0,0.9090909090909091,0.8,0.42857142857142855,1.0,0.07142857142857142,,0.35714285714285715,0.2,0.8620689655172413,0.08333333333333333,0.5478198275862068,0.53585,0.5150928571428571,0.08064516129032258,0.11363636363636363,0.2318840579710145,0.2753623188405797,2.6625000000000005,24.955555555555556,0.2013274336283186,,,,1.0,,1.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,,0.09090909090909091,,,,1.0,0.25,,,,,,True,,,,,,,
2212,1610612743,Steven Hunter,Steven Hunter,2212,DEN,1847.0,31,-23,70,68,37,40,10,138,6.0,7,1.0,1.0,3.0,4.0,,,,3.0,,,,,,,,,6.0,10,,,4,16,82,1.0,3.0,,2.0,3.0,7.0,,,1.0,7.0,10.0,2.0,,2.0,,,,1.0,,,,,,,,,,,3.0,,2.0,4,,6,3.0,9,,,,,1.0,,3.0,,1.0,,4,,5.0,7,,2.0,5,,6,2.0,4,,,,,,7.0,37,,0.8333333333333334,1.0,,,,,0.6,0.3333333333333333,0.42857142857142855,0.6,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.3333333333333333,0.4375,,,0.1,0.14285714285714285,,,19.27710843373494,0.25,,,0.18181818181818182,0.10344827586206896,0.25,,0.2,0.075,0.2,,,,,0.25,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.2,,,0.7,0.8571428571428571,1.0,0.8333333333333334,,,,0.3,,,,,,,,,,,,0.3333333333333333,1.0,0.5714285714285714,0.75,,,,,0.7,,0.5320600000000001,0.4347666666666667,0.5378714285714286,0.3333333333333333,0.3333333333333333,0.125,0.4375,4.9,,0.5285714285714286,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,4491.0,75,8,160,158,29,39,17,318,5.0,11,1.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,,,,,1.0,2.0,,,9.0,21,1.0,2.0,8,29,165,1.0,1.0,3.0,5.0,1.0,1.0,,,,2.0,12.0,6.0,3.0,2.0,,2.0,1.0,2.0,,6.0,1.0,7.0,1.0,,6.0,,15.0,1.0,1.0,,9.0,14,1.0,24,2.0,26,1.0,5.0,4.0,1.0,1.0,1.0,5.0,,,1.0,6,,4.0,7,,,7,,10,2.0,6,5.0,3.0,2.0,5.0,2.0,2.0,29,,0.6666666666666666,0.75,1.0,0.5,,0.5,0.42857142857142855,1.0,1.0,0.45652173913043476,1.0,1.0,0.5370370370370371,1.25,1.0,0.08695652173913043,,0.09523809523809523,0.18181818181818182,,,18.64406779661017,0.16666666666666666,0.16666666666666666,,0.25,0.02127659574468085,0.34615384615384615,0.038461538461538464,0.2804878048780488,0.0273972602739726,0.0625,,,0.041666666666666664,,0.25,0.25,0.25,0.3181818181818182,0.5,0.09090909090909091,0.4,0.4782608695652174,0.45454545454545453,0.5555555555555556,0.6,0.17391304347826086,0.25,0.25,0.2608695652173913,0.5,0.5,1.0,,,,,0.08695652173913043,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,,,0.5652173913043478,0.5,0.5154673913043478,0.5956,0.6091,0.2222222222222222,0.24,0.1724137931034483,0.06896551724137931,6.252380952380953,25.9,0.18125,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,5951.0,99,-15,206,206,87,63,21,412,7.0,9,1.0,3.0,4.0,5.0,2.0,3.0,2.0,8.0,,,,,1.0,1.0,,,11.0,20,1.0,1.0,12,37,229,2.0,5.0,5.0,9.0,7.0,11.0,,,10.0,24.0,20.0,2.0,3.0,2.0,,1.0,1.0,,,5.0,2.0,7.0,2.0,,5.0,,16.0,3.0,4.0,,16.0,15,4.0,35,7.0,42,,2.0,2.0,,7.0,5.0,1.0,,2.0,,8,,4.0,10,1.0,1.0,10,1.0,14,2.0,4,11.0,11.0,,11.0,9.0,24.0,87,1.0,0.9090909090909091,1.0,1.0,1.0,,1.0,0.55,0.4,0.6363636363636364,0.5952380952380952,0.4,0.6363636363636364,0.6851851851851852,0.6428571428571429,0.75,0.047619047619047616,,,,,,15.15151515151515,0.875,1.0,,0.23809523809523808,0.06666666666666667,0.4444444444444444,0.08823529411764706,0.31313131313131315,0.07446808510638298,0.05,0.06666666666666667,0.08,0.07407407407407407,0.14285714285714285,0.13043478260869565,0.2,0.4,0.4782608695652174,0.38461538461538464,,0.8181818181818182,0.42857142857142855,0.7777777777777778,0.7777777777777778,0.8571428571428571,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.38095238095238093,0.25,0.25,1.0,,,,,0.047619047619047616,1.0,1.0,1.0,0.6,0.3333333333333333,0.45454545454545453,0.8,,,,,0.47619047619047616,1.0,0.5002285714285714,0.5133666666666666,0.48949090909090914,0.17391304347826086,0.18181818181818182,0.24324324324324326,0.6486486486486487,9.17,25.8,0.4223300970873786,,,,,,,,,,3.0,4.0,,,4.0,,,,,,,,,,3.0,,1.0,,,,,True,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,9695.0,162,-12,330,326,112,95,42,656,20.0,32,8.0,10.0,6.0,9.0,8.0,17.0,9.0,27.0,,,,,1.0,4.0,1.0,4.0,37.0,76,1.0,4.0,39,116,351,9.0,14.0,5.0,23.0,11.0,18.0,1.0,4.0,15.0,40.0,30.0,44.0,3.0,6.0,1.0,3.0,1.0,4.0,,8.0,2.0,10.0,1.0,1.0,6.0,1.0,22.0,2.0,10.0,,13.0,15,1.0,29,12.0,41,6.0,7.0,4.0,3.0,10.0,5.0,8.0,2.0,5.0,,18,2.0,2.0,16,3.0,2.0,34,1.0,48,5.0,20,3.0,2.0,1.0,3.0,3.0,40.0,112,5.0,0.40540540540540543,0.4411764705882353,1.0,0.25,0.25,0.3333333333333333,0.4868421052631579,0.6428571428571429,0.6111111111111112,0.48125,0.6428571428571429,0.5681818181818182,0.5693069306930693,0.71875,0.6451612903225806,0.05,,0.05263157894736842,0.125,,,31.481481481481485,0.5555555555555556,0.09090909090909091,,0.14563106796116504,0.09433962264150944,0.22807017543859648,0.04081632653061224,0.175,0.07741935483870968,0.08571428571428572,0.14285714285714285,0.06976744186046512,0.025,0.1111111111111111,0.09090909090909091,0.24242424242424243,0.10810810810810811,0.3076923076923077,0.05555555555555555,0.16666666666666666,1.0,0.4,0.625,0.7142857142857143,0.5,0.2125,0.47058823529411764,0.47058823529411764,0.3375,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.05,0.25,0.25,1.0,0.7142857142857143,0.8,0.4090909090909091,0.6666666666666666,,,0.18181818181818182,0.25,0.45,0.3333333333333333,0.4928651898734177,0.48663000000000006,0.5298642857142857,0.21052631578947367,0.21978021978021978,0.19827586206896552,0.3448275862068966,8.29342105263158,29.425,0.3393939393939394,,,,,,,,1.0,1.0,3.0,6.0,,1.0,5.0,,,,,,,,,1.0,2.0,0.375,0.25,1.0,1.0,1.0,,True,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,9461.0,158,7,331,325,58,54,29,656,19.0,24,4.0,5.0,5.0,5.0,3.0,5.0,4.0,7.0,1.0,5.0,,,15.0,49.0,1.0,11.0,26.0,36,16.0,54.0,6,106,352,4.0,5.0,,11.0,7.0,7.0,1.0,11.0,3.0,20.0,18.0,34.0,42.0,4.0,2.0,47.0,15.0,2.0,1.0,5.0,10.0,15.0,10.0,,5.0,,40.0,1.0,5.0,,5.0,9,1.0,15,6.0,21,,9.0,7.0,2.0,8.0,4.0,10.0,,4.0,,18,2.0,5.0,17,,5.0,14,,11,1.0,5,6.0,6.0,,6.0,2.0,20.0,58,,0.34615384615384615,0.375,0.875,0.2962962962962963,0.09090909090909091,0.3076923076923077,0.7222222222222222,0.8,1.0,0.5555555555555556,0.7857142857142857,0.4722222222222222,0.5578947368421052,0.7857142857142857,0.5,0.6,0.018518518518518517,0.05555555555555555,0.08333333333333333,,0.02040816326530612,31.215469613259668,0.4444444444444444,0.1,,0.08490566037735849,0.07142857142857142,0.1282051282051282,0.014285714285714285,0.09655172413793103,0.04285714285714286,0.05714285714285714,0.23076923076923078,,0.017241379310344827,,0.02631578947368421,0.04,0.16279069767441862,0.1111111111111111,0.16666666666666666,,0.3333333333333333,0.26666666666666666,0.7916666666666666,0.8636363636363636,0.3684210526315789,0.05555555555555555,0.6,0.6,0.07777777777777778,0.5714285714285714,0.5714285714285714,0.5,0.05555555555555555,0.2,0.2,1.0,0.5444444444444444,0.30612244897959184,0.3125,0.8666666666666667,0.7142857142857143,0.8,0.2777777777777778,1.0,,,0.6111111111111112,0.09090909090909091,0.8666666666666667,0.3191489361702128,0.544714367816092,0.546775,0.4966,0.05319148936170213,0.125,0.10377358490566038,0.18867924528301888,5.430555555555555,26.401851851851855,0.17522658610271905,,1.0,1.0,1.0,1.0,2.0,6.0,,2.0,4.0,1.0,,,1.0,0.5,,0.14285714285714285,,,0.14285714285714285,1.0,,1.0,1.0,,,,,,1.0,True,,,,,,,
