EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,LongMidRangeFGM,PtsAssisted2s,FTDefRebounds,Steals,BadPassSteals,Fouls,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFouls,LongMidRangeAssists,LostBallSteals,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,Offensive Fouls Drawn,ShortMidRangePctBlocked,on,ShortMidRangeFGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,DefThreePtRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,LiveBallTurnoverPct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,OffThreePtRebounds,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1501,1610612746,Tim Thomas,Tim Thomas,1501,LAC,207.0,3.0,3,6,5,1.0,11,1.0,1.0,2.0,2.0,2.0,2.0,1.0,16.666666666666668,0.5,0.4,0.6666666666666666,1.0,0.3729,13.2,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200799,1610612746,Guillermo Diaz,Guillermo Diaz,200799,LAC,1078.0,18.0,4,36,36,21.0,72,,3.0,39.0,,,2.0,21.0,14.634146341463415,,,,,0.42203749999999995,11.266666666666666,0.5833333333333334,17.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,4.0,0.3333333333333333,1.0,0.5,0.25,1.0,0.3333333333333333,0.4166666666666667,1.5,0.5,0.25,0.3333333333333333,0.5,0.13333333333333333,0.1111111111111111,0.3333333333333333,0.25,1.0,1.0,0.5,0.25,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.4665,0.44481666666666664,0.5,0.6,0.6,0.8,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201154,1610612746,Al Thornton,Al Thornton,201154,LAC,1077.0,18.0,6,36,35,21.0,71,,5.0,37.0,,4.0,6.0,21.0,21.951219512195124,,,,,0.45092,9.719999999999999,0.5833333333333334,16.0,5.0,1.0,2.0,1.0,1.0,,,3.0,,,3.0,,6.0,12.0,1.0,1.0,2.0,4.0,,1.0,,3.0,3.0,2.0,2.0,,1.0,,,,,2.0,2.0,4.0,8.0,,3.0,3.0,0.6,1.0,,0.6,1.0,,0.6666666666666666,1.0,0.5,,0.2,,0.13333333333333333,0.1111111111111111,0.16666666666666666,0.4,0.5,1.0,0.6,,1.0,1.0,,,,0.4,0.5616,0.3941,0.375,0.375,0.3333333333333333,0.25,,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,1610612746,Dan Dickau,Dan Dickau,2424,LAC,753.0,13.0,8,28,27,21.0,55,,7.0,25.0,1.0,1.0,1.0,21.0,29.032258064516128,0.1111111111111111,0.09090909090909091,0.25,,0.46755,7.742857142857143,0.75,17.0,3.0,3.0,4.0,,,2.0,3.0,3.0,2.0,2.0,5.0,2.0,1.0,11.0,,,,,4.0,6.0,2.0,1.0,9.0,10.0,,2.0,,1.0,1.0,1.0,2.0,,,2.0,1.0,1.0,1.0,9.0,0.7142857142857143,,0.6666666666666666,0.5555555555555556,,0.5,0.6111111111111112,,0.5625,0.2222222222222222,,,,,,0.4444444444444444,0.75,0.75,0.3333333333333333,0.2222222222222222,,,0.375,0.6666666666666666,0.25,0.6666666666666666,,0.45308125,0.1111111111111111,0.14285714285714285,,0.8181818181818182,26.3,2.0,,,,,3.0,,,2.0,,,,,,,0.6666666666666666,0.6666666666666666,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,1610612746,Quinton Ross,Quinton Ross,2624,LAC,676.0,11.0,-2,22,24,16.0,46,,2.0,24.0,,,,16.0,8.0,,,,,0.33265,20.1,0.7272727272727273,16.0,3.0,,,,,,,2.0,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2844,0.33265,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,1610612746,Brevin Knight,Brevin Knight,1510,LAC,326.0,5.0,-6,8,10,,18,,1.0,16.0,,,,,10.0,,,,,0.5907,,,1.0,2.0,1.0,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,,2.0,,,,2.0,2.0,,4.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,338.0,6.0,-4,11,11,2.0,22,,2.0,17.0,,,,2.0,15.384615384615383,,,,,0.42245,17.8,0.18181818181818182,2.0,2.0,,,,,,,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,1.0,,,,0.5,0.5,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,325.0,5.0,-4,8,9,,17,4.0,4.0,14.0,3.0,3.0,3.0,,50.0,0.6,0.42857142857142855,,1.0,0.3988,7.725,,,2.0,,,,,,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,0.5281,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1610612746,Sam Cassell,Sam Cassell,208,LAC,12.0,,2,3,1,2.0,4,,,1.0,,,,2.0,,,,,,,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,65.0,1.0,8,3,2,3.0,5,,1.0,,1.0,1.0,1.0,3.0,33.333333333333336,0.5,0.5,,,0.5327,,1.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,3.0,,,,,1.0,1.0,,1.0,3.0,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.5,,1.5,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,0.5327,1.0,1.0,,1.0,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
