EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceFtPoints,BlockedLongMidRange,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,3SecondViolations,on,OffensiveGoaltends,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls
923,1610612739,Donyell Marshall,Donyell Marshall,923,CLE,4990.0,83,-22.0,155,158,32,58,23.0,313,,6.0,,3.0,,,2.0,,13.0,4.0,16.0,195,,3.0,5.0,,2.0,3.0,6.0,,,,1.0,1.0,1.0,,3.0,1.0,6.0,,2.0,11.0,1.0,14.0,7.0,21.0,2.0,,1.0,1.0,1.0,,2.0,,2.0,4.0,8.0,,,3.0,,6.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,6.0,32,2.0,1.0,,,,0.24,0.2142857142857142,0.25,0.2857142857142857,0.2777777777777778,0.375,16.574585635359117,0.5,0.2,,0.1864406779661017,0.1052631578947368,0.1333333333333333,0.0526315789473684,0.1756756756756756,0.0921052631578947,,0.125,0.0769230769230769,,0.2,0.217391304347826,0.0909090909090909,0.1666666666666666,,0.25,0.24,,,0.08,0.4285714285714285,,,,0.72,0.526342,0.6016857142857143,0.5111833333333333,0.074074074074074,0.1333333333333333,0.3125,0.375,9.1,0.2064516129032258,,,5.0,2.0,7.0,1.0,3.0,1.0,2.0,2.0,5.0,,1.0,,2.0,4.0,12.0,1.0,4.0,1.0,4.0,,12.0,,,5.0,2.0,1.0,,,,3.0,2.0,1.0,,,,,,,,,,,1.0,0.3333333333333333,0.25,0.25,0.3333333333333333,0.48,0.0769230769230769,0.1666666666666666,,,0.125,0.15,,,,,0.2,,,,0.28,0.2857142857142857,0.2857142857142857,1.0,0.2,0.4,0.4,1.0,,0.4285714285714285,0.3333333333333333,1.0,0.1428571428571428,,,0.3333333333333333,0.5,0.3333333333333333,,0.4,,24.275,,,,2.0,,,,,,,True,,,,
200769,1610612739,Shannon Brown,Shannon Brown,200769,CLE,2369.0,39,-6.0,81,79,23,39,16.0,160,4.0,9.0,,2.0,2.0,3.0,2.0,4.0,16.0,5.0,16.0,82,,4.0,,2.0,4.0,1.0,5.0,6.0,,3.0,,3.0,,,6.0,,1.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,4.0,,1.0,2.0,7.0,,1.0,5.0,,8.0,4.0,1.0,,,,,,5.0,23,3.0,1.0,0.25,,0.5,0.2619047619047619,,0.5,0.3333333333333333,,0.5,28.571428571428573,0.5,,,0.0384615384615384,0.0303030303030303,,,0.03125,0.024390243902439,,,,,0.125,,,,,,0.4285714285714285,0.4444444444444444,0.6666666666666666,0.0952380952380952,0.4,,0.75,0.6666666666666666,0.6666666666666666,0.5633333333333334,0.57782,0.594525,0.1739130434782608,0.2222222222222222,,0.3125,7.3375,0.2839506172839506,,,5.0,1.0,5.0,,1.0,,,,,,,,,1.0,5.0,,1.0,,,2.0,3.0,,,,,3.0,,,3.0,1.0,,,,,1.0,,2.0,,,,0.25,0.25,1.0,0.2,,,0.2,0.238095238095238,0.1875,0.3333333333333333,,,0.1111111111111111,0.0833333333333333,0.25,,,,0.238095238095238,,,,0.238095238095238,0.2,0.2,1.0,,,,,,0.2,,,,,,,,,,,,23.34,,,,,,,,,,,True,,,,
2562,1610612739,Sasha Pavlovic,Sasha Pavlovic,2562,CLE,16687.0,278,-27.0,541,539,66,95,77.0,1080,20.0,37.0,5.0,7.0,2.0,4.0,12.0,26.0,67.0,16.0,83.0,563,5.0,12.0,12.0,2.0,9.0,2.0,6.0,30.0,6.0,23.0,4.0,27.0,1.0,10.0,58.0,3.0,13.0,1.0,8.0,16.0,,24.0,17.0,41.0,7.0,3.0,4.0,,8.0,2.0,12.0,2.0,,10.0,31.0,1.0,6.0,17.0,,23.0,12.0,,3.0,2.0,1.0,3.0,2.0,6.0,66,5.0,,0.3880597014925373,0.4166666666666667,0.2222222222222222,0.3764044943820224,0.2941176470588235,0.1666666666666666,0.415,0.3157894736842105,0.2307692307692307,17.58241758241758,0.3333333333333333,,0.0555555555555555,0.0788177339901477,0.0570175438596491,0.16,0.0625,0.0948616600790513,0.0579710144927536,0.0689655172413793,0.0326086956521739,0.064516129032258,0.0588235294117647,0.0422535211267605,0.1,0.0975609756097561,0.125,0.2222222222222222,0.6666666666666666,0.4157303370786517,0.5405405405405406,0.625,0.1348314606741573,0.4117647058823529,0.7142857142857143,0.3333333333333333,0.5,0.6629213483146067,0.5549275280898877,0.5278541666666666,0.5112791666666666,0.12,0.1538461538461538,0.144578313253012,0.072289156626506,7.097014925373135,0.121996303142329,1.0,5.0,18.0,2.0,12.0,,3.0,,1.0,3.0,10.0,,2.0,,2.0,5.0,22.0,,5.0,,3.0,22.0,15.0,,,10.0,3.0,8.0,3.0,1.0,12.0,6.0,4.0,2.0,,1.0,1.0,1.0,1.0,,,,0.4230769230769231,0.4782608695652174,1.0,0.2272727272727272,,,0.2272727272727272,0.247191011235955,0.1194029850746268,0.1351351351351351,0.1666666666666666,0.0555555555555555,0.0769230769230769,0.1224489795918367,0.45,0.0833333333333333,0.1,,0.2022471910112359,0.2777777777777778,0.2941176470588235,0.4,0.1348314606741573,0.1666666666666666,0.1666666666666666,1.0,0.1123595505617977,0.3,0.3,1.0,0.4,0.1764705882352941,,,0.1176470588235294,,,0.0833333333333333,,0.1666666666666666,,0.3,,24.227272727272727,,,,2.0,,,,,1.0,,True,,,,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,19496.0,325,12.0,600,609,180,232,95.0,1209,27.0,41.0,9.0,12.0,10.0,14.0,17.0,37.0,74.0,12.0,86.0,631,9.0,17.0,19.0,13.0,23.0,6.0,32.0,30.0,16.0,11.0,1.0,12.0,,6.0,25.0,12.0,22.0,2.0,18.0,31.0,11.0,60.0,36.0,96.0,7.0,4.0,7.0,,3.0,4.0,10.0,3.0,,19.0,35.0,4.0,1.0,28.0,3.0,23.0,11.0,3.0,5.0,2.0,2.0,5.0,3.0,32.0,180,4.0,3.0,0.5,0.5294117647058824,0.5652173913043478,0.4933333333333333,0.5294117647058824,0.5416666666666666,0.5119047619047619,0.5588235294117647,0.5714285714285714,13.073713490959666,0.7,0.3235294117647059,0.0714285714285714,0.1666666666666666,0.0960698689956331,0.2368421052631578,0.1379310344827586,0.1870229007633587,0.1075949367088607,0.0847457627118644,0.1022727272727272,0.1320754716981132,0.1470588235294117,0.1506849315068493,0.2051282051282051,0.1621621621621621,0.24,0.2307692307692307,0.6,0.5466666666666666,0.6585365853658537,0.6923076923076923,0.2266666666666666,0.7058823529411765,0.75,0.5833333333333334,0.7142857142857143,0.56,0.5261864864864866,0.5995615384615385,0.5403260869565217,0.1358024691358024,0.1375,0.2209302325581395,0.3720930232558139,5.956756756756757,0.3,3.0,7.0,16.0,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,44.0,,,1.0,,,5.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,,1.0,9.0,5.0,,,,0.5945945945945946,0.7586206896551724,,,,,,0.0133333333333333,0.0675675675675675,0.048780487804878,0.1176470588235294,0.0625,0.0975609756097561,0.09375,0.5185185185185185,0.1764705882352941,0.2,0.6666666666666666,0.2133333333333333,0.4375,0.4666666666666667,0.8571428571428571,,,,,0.0133333333333333,,,,0.1111111111111111,,,,,,,,,0.0416666666666666,,,,51.7,,,,1.0,1.0,,,,,,True,,,,
200759,1610612739,Cedric Simmons,Cedric Simmons,200759,CLE,722.0,12,-24.0,23,25,17,8,,48,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,0.1666666666666666,,,,0.0909090909090909,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.7391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101204,1610612739,Dwayne Jones,Dwayne Jones,101204,CLE,21550.0,359,-22.0,669,678,279,274,99.0,1347,23.0,38.0,18.0,26.0,11.0,19.0,3.0,23.0,41.0,25.0,71.0,711,18.0,27.0,47.0,11.0,20.0,9.0,31.0,34.0,32.0,5.0,3.0,8.0,3.0,5.0,19.0,13.0,38.0,4.0,12.0,35.0,13.0,60.0,55.0,115.0,9.0,6.0,9.0,,5.0,5.0,14.0,2.0,8.0,41.0,63.0,2.0,4.0,32.0,3.0,48.0,17.0,8.0,20.0,17.0,3.0,20.0,15.0,31.0,279,6.0,8.0,0.5609756097560976,0.6666666666666666,0.55,0.5476190476190477,0.6666666666666666,0.5238095238095238,0.5461538461538461,0.6351351351351351,0.4696969696969697,10.012674271229404,0.6428571428571429,0.4193548387096774,0.1081081081081081,0.1489361702127659,0.1610169491525423,0.15,0.1413043478260869,0.1492063492063492,0.1554878048780487,0.1578947368421052,0.1153846153846153,0.1071428571428571,0.1944444444444444,0.2025316455696202,0.1428571428571428,0.1046511627906976,0.1851851851851851,0.0769230769230769,0.75,0.9047619047619048,0.6052631578947368,0.7419354838709677,0.0714285714285714,0.9629629629629628,0.6923076923076923,0.9047619047619048,0.5789473684210527,0.9285714285714286,0.5729682926829268,0.5896869565217391,0.5810600000000001,0.2982456140350877,0.3035714285714285,0.6619718309859155,0.4366197183098591,1.2512195121951222,0.4170403587443946,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,12.0,,,1.0,,,9.0,,,,2.0,3.0,4.0,,,1.0,,2.0,,,2.0,0.2608695652173913,0.8571428571428571,,,,,,0.0238095238095238,0.2195121951219512,0.1842105263157894,0.6666666666666666,,0.2266666666666666,0.2222222222222222,0.2608695652173913,,,,,,,,,,,,0.0238095238095238,,,,0.0555555555555555,,,,,,,,,0.0476190476190476,,,,43.6,,,,11.0,,,,,1.0,,False,,,,
1112,1610612739,Ben Wallace,Ben Wallace,1112,CLE,34658.0,578,-2.0,1059,1069,272,217,162.0,2128,34.0,61.0,8.0,15.0,10.0,20.0,19.0,37.0,81.0,19.0,93.0,1110,8.0,17.0,20.0,11.0,25.0,6.0,28.0,22.0,10.0,5.0,8.0,13.0,6.0,4.0,34.0,15.0,43.0,1.0,26.0,68.0,10.0,104.0,59.0,163.0,19.0,9.0,9.0,,9.0,3.0,18.0,5.0,3.0,20.0,35.0,3.0,3.0,37.0,7.0,44.0,19.0,4.0,37.0,28.0,7.0,37.0,25.0,28.0,272,2.0,4.0,0.4567901234567901,0.4705882352941176,0.44,0.4567901234567901,0.4705882352941176,0.44,0.4558823529411764,0.4166666666666667,0.4516129032258064,9.561752988047807,0.5,0.3448275862068966,0.0294117647058823,0.1658536585365853,0.1031175059952038,0.203125,0.1162790697674418,0.174721189591078,0.1062271062271062,0.1415094339622641,0.0930232558139534,0.1263157894736842,0.088235294117647,0.1041666666666666,0.1711711711711711,0.2193548387096774,0.21875,0.15625,0.6756756756756757,0.7530864197530864,0.5573770491803278,0.5964912280701754,0.2345679012345679,0.8823529411764706,0.5333333333333333,0.8,0.5,0.7530864197530864,0.5765827160493827,0.6134117647058823,0.572712,0.1938775510204081,0.1938775510204081,0.2150537634408602,0.3010752688172043,2.5123456790123457,0.2568460812086874,3.0,,1.0,,,,,,,,,,,,,,,,,,,52.0,,,,,,5.0,2.0,,1.0,2.0,10.0,6.0,2.0,2.0,1.0,6.0,2.0,,,2.0,0.7027027027027027,0.8125,,,,,,,0.0617283950617283,0.0655737704918032,0.0526315789473684,,0.0863309352517985,0.0512820512820512,0.7647058823529411,0.1578947368421052,0.1666666666666666,,0.0123456790123456,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,False,1.0,,,
1800,1610612739,Damon Jones,Damon Jones,1800,CLE,68825.0,1147,85.0,2122,2099,631,610,304.0,4221,15.0,24.0,1.0,1.0,2.0,6.0,12.0,34.0,83.0,20.0,391.0,2222,3.0,6.0,27.0,6.0,19.0,15.0,114.0,38.0,,78.0,32.0,110.0,15.0,31.0,252.0,3.0,1.0,,16.0,37.0,2.0,55.0,4.0,59.0,17.0,16.0,20.0,4.0,11.0,6.0,31.0,2.0,9.0,21.0,54.0,1.0,2.0,21.0,,28.0,3.0,8.0,1.0,1.0,,1.0,,114.0,631,8.0,8.0,0.4096385542168674,0.5,0.3157894736842105,0.5870253164556962,0.54,0.532258064516129,0.5978593272171254,0.54,0.5588235294117647,14.517437145174371,0.6451612903225806,0.0307692307692307,,0.0485564304461942,0.0014388489208633,0.0672268907563025,0.0089820359281437,0.053,0.0038872691933916,,0.0034722222222222,0.0047169811320754,0.0163934426229508,0.0689655172413793,0.0422535211267605,0.0378548895899053,0.0625,0.0806451612903225,,0.0759493670886076,0.625,0.625,0.0379746835443038,0.04,1.0,0.064516129032258,0.3333333333333333,0.8132911392405063,0.5222077777777777,0.5006730769230769,0.4964179347826087,0.0156739811912225,0.0352941176470588,0.0690537084398976,0.2915601023017903,12.121686746987953,0.2973609802073516,4.0,15.0,47.0,54.0,115.0,3.0,9.0,13.0,30.0,47.0,118.0,4.0,10.0,16.0,44.0,101.0,233.0,7.0,19.0,29.0,74.0,30.0,291.0,12.0,,118.0,47.0,3.0,17.0,11.0,36.0,1.0,1.0,14.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.4411764705882353,0.4411764705882353,0.9603960396039604,0.4334763948497854,0.3684210526315789,0.3918918918918919,0.4334763948497854,0.7373417721518988,0.036144578313253,,0.25,,,0.005813953488372,0.5333333333333333,0.3333333333333333,0.4444444444444444,0.25,0.1487341772151898,0.3191489361702128,0.3191489361702128,0.4,0.3639240506329114,0.4695652173913043,0.4778761061946903,1.0,0.3734177215189873,0.3983050847457627,0.4051724137931034,0.9148936170212766,1.0,0.36,0.3333333333333333,1.0,0.4,0.4,1.0,0.3225806451612903,0.4333333333333333,0.4731182795698925,0.3636363636363636,0.3983050847457627,0.0085470085470085,24.418025751072964,4.0,0.0171673819742489,0.017391304347826,,,1.0,,,,,False,,0.0169491525423728,,
1887,1610612739,Wally Szczerbiak,Wally Szczerbiak,1887,CLE,33385.0,556,13.0,1028,1026,365,270,175.0,2054,11.0,21.0,2.0,4.0,5.0,11.0,36.0,56.0,157.0,36.0,205.0,1074,5.0,22.0,33.0,15.0,51.0,19.0,61.0,30.0,2.0,26.0,9.0,35.0,6.0,14.0,79.0,3.0,14.0,1.0,17.0,38.0,8.0,63.0,18.0,81.0,9.0,7.0,10.0,2.0,10.0,4.0,20.0,1.0,4.0,25.0,36.0,1.0,3.0,34.0,,41.0,13.0,5.0,6.0,3.0,1.0,7.0,6.0,61.0,365,3.0,5.0,0.3566878980891719,0.2272727272727272,0.2941176470588235,0.4043062200956938,0.3783783783783784,0.3181818181818182,0.4424778761061947,0.4125,0.3961038961038961,19.902912621359224,0.5,0.1702127659574468,0.0227272727272727,0.1064425770308123,0.0345679012345679,0.1574074074074074,0.0232558139534883,0.1182795698924731,0.0318352059925093,0.0106382978723404,0.0517241379310344,0.0113636363636363,0.048780487804878,0.0833333333333333,0.0795454545454545,0.1409395973154362,0.1794871794871795,0.1,0.8571428571428571,0.1004784688995215,0.5238095238095238,0.6875,0.1722488038277512,0.1081081081081081,0.5,0.1666666666666666,0.4545454545454545,0.3492822966507177,0.4565643540669856,0.4975899999999999,0.4692613636363636,0.0588235294117647,0.0769230769230769,0.1609756097560975,0.2975609756097561,14.416560509554138,0.3550583657587549,14.0,31.0,100.0,7.0,20.0,1.0,5.0,2.0,8.0,12.0,32.0,5.0,10.0,2.0,7.0,19.0,52.0,6.0,15.0,4.0,15.0,82.0,57.0,,,32.0,12.0,9.0,3.0,3.0,9.0,3.0,2.0,6.0,,,3.0,4.0,1.0,6.0,,1.0,0.7321428571428571,0.7454545454545455,1.0,0.3653846153846153,0.4,0.2666666666666666,0.3653846153846153,0.2488038277511961,0.0573248407643312,0.238095238095238,0.0277777777777777,0.03,0.0291970802919708,0.024,0.8181818181818182,0.3888888888888889,0.4,0.6428571428571429,0.4784688995215311,0.31,0.3195876288659793,0.7419354838709677,0.0956937799043062,0.35,0.35,1.0,0.1531100478468899,0.375,0.375,1.0,0.5,0.1351351351351351,0.2,1.0,0.2702702702702703,0.5,1.0,0.1212121212121212,0.25,0.106060606060606,0.2857142857142857,0.375,,24.542307692307688,,,,5.0,2.0,,1.0,,,,False,,,1.0,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,76243.0,1271,123.0,2366,2363,633,572,331.0,4729,20.0,42.0,1.0,3.0,4.0,8.0,26.0,64.0,159.0,72.0,437.0,2458,1.0,9.0,24.0,11.0,38.0,29.0,99.0,78.0,,79.0,36.0,115.0,14.0,41.0,266.0,7.0,13.0,,25.0,59.0,2.0,86.0,20.0,106.0,36.0,15.0,25.0,7.0,25.0,7.0,50.0,5.0,13.0,56.0,113.0,6.0,5.0,74.0,3.0,89.0,17.0,11.0,8.0,6.0,1.0,9.0,5.0,99.0,633,13.0,11.0,0.4025157232704403,0.1111111111111111,0.2894736842105263,0.5169971671388102,0.5882352941176471,0.3888888888888889,0.5522193211488251,0.6052631578947368,0.4481132075471698,15.785636164783083,0.5,0.0256410256410256,,0.073019801980198,0.0159509202453987,0.0868055555555555,0.0221518987341772,0.0766423357664233,0.017683465959328,0.0101010101010101,0.0150602409638554,0.0199004975124378,0.0260869565217391,0.0656370656370656,0.0679611650485436,0.0816326530612244,0.0790697674418604,0.1095890410958904,0.5555555555555556,0.1189801699716713,0.4761904761904761,0.5555555555555556,0.0736543909348441,0.1764705882352941,0.3333333333333333,0.0888888888888888,0.5,0.6685552407932012,0.4993596866096866,0.4928916666666668,0.4801130681818181,0.064516129032258,0.0988372093023255,0.0549199084668192,0.2265446224256292,12.996855345911952,0.2675401521555368,7.0,37.0,91.0,32.0,78.0,2.0,3.0,7.0,25.0,47.0,116.0,4.0,5.0,9.0,27.0,79.0,194.0,6.0,8.0,16.0,52.0,50.0,207.0,30.0,2.0,114.0,47.0,15.0,22.0,11.0,27.0,4.0,21.0,18.0,6.0,2.0,3.0,12.0,4.0,18.0,7.0,,0.390625,0.390625,0.8734177215189873,0.4072164948453608,0.75,0.3076923076923077,0.4114583333333333,0.5495750708215298,0.0943396226415094,0.1428571428571428,0.2307692307692307,0.0329670329670329,0.0210526315789473,0.0217391304347826,0.25,0.2692307692307692,0.35,0.1428571428571428,0.2577903682719547,0.4065934065934066,0.4204545454545454,0.5135135135135135,0.2209631728045325,0.4102564102564102,0.4266666666666667,1.0,0.3286118980169972,0.4051724137931034,0.4122807017543859,0.7872340425531915,1.0,0.1764705882352941,0.6666666666666666,1.0,0.2941176470588235,0.8,1.0,0.2777777777777778,0.28,0.3,0.3333333333333333,0.4122807017543859,0.035,24.80206185567011,5.0,0.0257731958762886,0.0384615384615384,4.0,1.0,1.0,1.0,1.0,,,False,,0.0172413793103448,,
2484,1610612739,Devin Brown,Devin Brown,2484,CLE,92736.0,1546,31.0,2863,2878,765,743,438.0,5741,88.0,168.0,11.0,25.0,15.0,38.0,96.0,154.0,349.0,95.0,529.0,3015,21.0,46.0,83.0,29.0,80.0,33.0,124.0,146.0,18.0,115.0,39.0,154.0,25.0,58.0,347.0,17.0,36.0,2.0,35.0,135.0,11.0,181.0,55.0,236.0,42.0,23.0,48.0,7.0,42.0,21.0,90.0,7.0,21.0,67.0,126.0,6.0,12.0,103.0,,125.0,57.0,11.0,5.0,2.0,2.0,5.0,4.0,124.0,765,15.0,10.0,0.4412607449856733,0.4565217391304347,0.3625,0.4428571428571428,0.5454545454545454,0.3611111111111111,0.4835164835164835,0.5608108108108109,0.4275862068965517,18.88921888921889,0.5333333333333333,0.1195652173913043,0.017391304347826,0.1327433628318584,0.0350535540408958,0.109375,0.0439276485788113,0.1271503365744203,0.0374823196605374,0.0313725490196078,0.0298507462686567,0.0396825396825396,0.0518518518518518,0.0949554896142433,0.1235059760956175,0.1678321678321678,0.0886075949367088,0.1686746987951807,0.8,0.3428571428571428,0.5238095238095238,0.5866666666666667,0.1959183673469387,0.3787878787878788,0.44,0.3015873015873015,0.3947368421052631,0.6306122448979592,0.5143317427385891,0.5165673076923077,0.5028762500000002,0.1065420560747663,0.1446700507614213,0.1568998109640831,0.2344045368620037,7.5616045845272195,0.2672022354173943,36.0,30.0,85.0,20.0,58.0,7.0,11.0,6.0,18.0,22.0,83.0,3.0,9.0,5.0,28.0,42.0,141.0,10.0,20.0,11.0,46.0,162.0,123.0,3.0,8.0,75.0,22.0,32.0,14.0,15.0,42.0,7.0,19.0,27.0,2.0,4.0,16.0,13.0,12.0,1.0,,2.0,0.525974025974026,0.5586206896551724,0.9761904761904762,0.2978723404255319,0.5,0.2391304347826087,0.3157894736842105,0.2877551020408163,0.0916905444126074,0.1071428571428571,0.1041666666666666,0.0470588235294117,0.0432432432432432,0.0289256198347107,0.5454545454545454,0.375,0.4186046511627907,0.3888888888888889,0.173469387755102,0.3529411764705882,0.3703703703703703,0.6333333333333333,0.1183673469387755,0.3448275862068966,0.3448275862068966,1.0,0.1693877551020408,0.2650602409638554,0.2716049382716049,0.9545454545454546,0.2727272727272727,0.1666666666666666,0.6363636363636364,1.0,0.1363636363636363,0.3333333333333333,1.0,0.1428571428571428,0.3333333333333333,0.2222222222222222,0.1785714285714285,0.2933333333333333,,25.80496453900709,2.0,0.0141843971631205,,11.0,1.0,,,,,,False,,0.0240963855421686,,
