EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,Offensive Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,HeaveAttempts,BadPassOutOfBoundsTurnovers,Defensive 3 Seconds Violations,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,BlockedCorner3,Fg3aBlocked,Clear Path Fouls,OffensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,20445.0,341,-106,674,676,232.0,187.0,76,1350,34.0,49.0,12.0,21.0,10.0,14.0,4.0,15.0,18.0,50.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,56.0,114.0,3.0,8.0,45.0,166.0,743,13.0,25.0,1.0,1.0,9.0,38.0,17.0,34.0,1.0,5.0,20.0,57.0,76.0,36.0,9.0,22.0,4.0,2.0,5.0,5.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,16.0,5.0,19.0,1.0,16.0,28.0,6.0,50.0,25.0,75.0,3.0,6.0,4.0,2.0,4.0,2.0,9.0,2.0,2.0,2.0,4.0,13.0,2.0,3.0,11.0,23.0,3.0,40.0,4.0,1.0,56.0,2.0,25.0,4.0,5.0,4.0,1.0,5.0,3.0,1.0,57.0,232.0,7.0,4.0,0.6785714285714286,0.8444444444444444,1.0,0.375,1.0,0.2,0.375,0.4912280701754385,0.52,0.5,0.4959016393442623,0.5576923076923077,0.4743589743589743,0.5570469798657718,0.59375,0.5588235294117647,0.0655737704918032,0.043859649122807,0.0408163265306122,0.2,21.121251629726206,0.3076923076923077,0.3529411764705882,0.0357142857142857,0.1365853658536585,0.0798319327731092,0.1797752808988764,0.0505050505050505,0.1496598639455782,0.0712166172106825,0.1162790697674418,0.1034482758620689,0.0319148936170212,0.0519480519480519,0.0454545454545454,0.0615384615384615,0.1290322580645161,0.2051282051282051,0.1690140845070422,0.2222222222222222,0.0526315789473684,0.6,0.4016393442622951,0.6938775510204082,0.723404255319149,0.5588235294117647,0.1229508196721311,0.2666666666666666,0.3333333333333333,1.0,0.4098360655737705,0.36,0.36,0.8333333333333334,0.0327868852459016,0.25,0.25,1.0,0.0327868852459016,0.5,0.5,1.0,0.8076923076923077,0.5714285714285714,0.0833333333333333,0.0384615384615384,1.0,1.0,0.358974358974359,0.7142857142857143,0.0769230769230769,0.3333333333333333,0.0512820512820512,0.4672131147540984,0.5,0.4823889344262295,0.5388631578947368,0.4803692307692307,0.1724137931034483,0.1824817518248175,0.2289156626506024,0.3433734939759036,9.35701754385965,24.125,0.344213649851632,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
200752,1610612763,Rudy Gay,Rudy Gay,200752,MEM,20668.0,344,-26,672,674,231.0,185.0,81,1346,32.0,46.0,10.0,13.0,12.0,17.0,12.0,34.0,18.0,56.0,1.0,4.0,,1.0,,2.0,9.0,36.0,14.0,62.0,136.0,10.0,40.0,34.0,188.0,723,12.0,19.0,1.0,4.0,1.0,28.0,18.0,41.0,2.0,16.0,14.0,56.0,30.0,94.0,27.0,14.0,36.0,9.0,6.0,17.0,9.0,26.0,5.0,4.0,6.0,3.0,8.0,61.0,3.0,11.0,1.0,9.0,23.0,7.0,39.0,15.0,54.0,4.0,8.0,5.0,3.0,14.0,7.0,9.0,4.0,7.0,,1.0,23.0,3.0,6.0,14.0,27.0,1.0,35.0,2.0,3.0,43.0,2.0,14.0,7.0,10.0,5.0,3.0,11.0,7.0,1.0,56.0,231.0,1.0,7.0,0.2419354838709677,0.2727272727272727,0.9,0.25,0.25,0.125,0.25,0.4558823529411764,0.631578947368421,0.4390243902439024,0.4375,0.5869565217391305,0.3684210526315789,0.4769230769230769,0.5869565217391305,0.417910447761194,0.2272727272727272,0.0441176470588235,0.108695652173913,0.0294117647058823,28.385416666666668,0.6086956521739131,0.5833333333333334,0.037037037037037,0.1121951219512195,0.0476190476190476,0.0978260869565217,0.0297029702970297,0.1077441077441077,0.0421686746987951,0.0519480519480519,0.0655737704918032,0.032258064516129,0.0365853658536585,,0.1014492753623188,0.0925925925925925,0.1341463414634146,0.1038961038961039,0.0666666666666666,0.0412371134020618,0.6363636363636364,0.2613636363636363,0.6956521739130435,0.7804878048780488,0.34375,0.1931818181818181,0.3529411764705882,0.3636363636363636,,0.3181818181818182,0.3214285714285714,0.3214285714285714,0.2222222222222222,0.0227272727272727,0.25,0.25,1.0,0.2045454545454545,0.25,0.25,0.8888888888888888,0.5652173913043478,0.7692307692307693,0.1,0.0434782608695652,,,0.2982456140350877,0.7058823529411765,0.0350877192982456,,0.2456140350877192,0.4886363636363636,0.25,0.4794942857142856,0.5175315789473685,0.4822785714285715,0.0744680851063829,0.0945945945945946,0.1489361702127659,0.2978723404255319,10.024264705882356,25.575000000000003,0.34375,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,0.1304347826086956,0.3333333333333333,1.0,0.1428571428571428,,,,,,,True,,,,,,,,,
200768,1610612763,Kyle Lowry,Kyle Lowry,200768,MEM,18770.0,313,-11,620,619,175.0,179.0,70,1239,28.0,48.0,2.0,2.0,9.0,13.0,9.0,21.0,9.0,17.0,4.0,6.0,,,,1.0,3.0,9.0,1.0,46.0,86.0,7.0,15.0,42.0,155.0,637,2.0,2.0,1.0,2.0,,7.0,12.0,22.0,,2.0,18.0,42.0,18.0,74.0,21.0,4.0,8.0,3.0,12.0,25.0,15.0,40.0,13.0,2.0,14.0,4.0,7.0,95.0,,3.0,,11.0,16.0,1.0,28.0,3.0,31.0,1.0,16.0,8.0,8.0,5.0,3.0,11.0,1.0,2.0,,3.0,16.0,1.0,5.0,4.0,23.0,2.0,47.0,1.0,5.0,59.0,5.0,27.0,5.0,5.0,4.0,1.0,5.0,2.0,,42.0,175.0,3.0,5.0,0.1956521739130435,0.2045454545454545,1.0,0.4666666666666667,0.5,,0.5,0.5348837209302325,1.0,0.5454545454545454,0.5594059405940595,0.875,0.5,0.60546875,0.875,0.5833333333333334,0.1485148514851485,0.1395348837209302,0.2291666666666666,0.0476190476190476,20.454545454545453,0.3125,0.1,,0.0837696335078534,0.0146341463414634,0.1222222222222222,,0.096085409252669,0.0102389078498293,0.027027027027027,0.02,,,,0.0579710144927536,0.0625,0.1216216216216216,0.1095890410958904,0.1764705882352941,0.0294117647058823,0.4,0.4752475247524752,0.5833333333333334,0.7567567567567568,0.25,0.2079207920792079,0.4285714285714285,0.45,,0.1683168316831683,0.5294117647058824,0.5294117647058824,0.2222222222222222,0.0594059405940594,0.6666666666666666,0.6666666666666666,1.0,0.0891089108910891,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,,,,,0.5416666666666666,0.6923076923076923,0.0416666666666666,,0.0416666666666666,0.6237623762376238,0.375,0.5267474999999999,0.5662125,0.4952999999999999,0.2195121951219512,0.25,0.0451612903225806,0.2709677419354839,5.870930232558139,26.54,0.282258064516129,1.0,2.0,,,4.0,,,,,0.5,0.5,1.0,,1.0,,,,,,True,,,,,,,,,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,11853.0,198,-72,386,389,152.0,90.0,46,775,16.0,33.0,,,8.0,15.0,2.0,11.0,6.0,20.0,1.0,5.0,,,,2.0,1.0,8.0,2.0,24.0,64.0,2.0,13.0,5.0,59.0,448,,1.0,,1.0,,,12.0,30.0,,4.0,4.0,28.0,2.0,46.0,3.0,,8.0,1.0,8.0,20.0,10.0,30.0,9.0,1.0,11.0,1.0,8.0,70.0,1.0,1.0,,9.0,14.0,,23.0,2.0,25.0,1.0,9.0,6.0,3.0,9.0,7.0,7.0,2.0,2.0,1.0,1.0,16.0,1.0,5.0,4.0,10.0,,11.0,1.0,,10.0,2.0,5.0,1.0,,,,,,,28.0,152.0,2.0,1.0,0.0416666666666666,0.0416666666666666,0.5,0.1538461538461538,,,0.1538461538461538,0.375,,0.4,0.3506493506493506,,0.3529411764705882,0.3641975308641975,,0.3783783783783784,0.1688311688311688,0.125,0.2424242424242424,,22.19679633867277,0.5625,,,0.1186440677966101,0.0075757575757575,0.1875,0.0161290322580645,0.1385542168674698,0.0103092783505154,,0.0285714285714285,,0.0212765957446808,,0.1428571428571428,0.1714285714285714,0.0625,0.2,0.125,0.0238095238095238,,0.4285714285714285,0.4848484848484848,0.64,,0.1428571428571428,0.1818181818181818,0.1818181818181818,,0.2597402597402597,0.3,0.3,0.1666666666666666,0.0649350649350649,0.2,0.2,1.0,0.1038961038961039,0.125,0.125,,,,,,,,0.4411764705882353,0.5333333333333333,0.0588235294117647,,0.0588235294117647,0.5974025974025974,0.125,0.4969331168831168,0.3144,0.478375,0.0625,0.0746268656716417,,0.4745762711864407,7.7328125,24.51538461538462,0.3937823834196891,,1.0,,3.0,1.0,,,,,0.5,,,,,2.0,1.0,,,,True,,,,,,,,,
2215,1610612763,Jason Collins,Jason Collins,2215,MEM,29288.0,488,-75,958,960,318.0,263.0,110,1918,17.0,31.0,9.0,15.0,7.0,11.0,7.0,14.0,6.0,13.0,,,,,,,,1.0,,30.0,58.0,,1.0,20.0,80.0,1030,11.0,17.0,,,9.0,31.0,11.0,17.0,,,11.0,33.0,36.0,24.0,,16.0,1.0,,5.0,3.0,3.0,6.0,3.0,,,1.0,2.0,15.0,7.0,22.0,,18.0,39.0,3.0,60.0,29.0,89.0,,12.0,9.0,3.0,8.0,3.0,17.0,,5.0,,1.0,25.0,4.0,11.0,47.0,84.0,4.0,53.0,3.0,16.0,38.0,4.0,16.0,5.0,17.0,12.0,5.0,17.0,10.0,3.0,33.0,318.0,8.0,5.0,0.6,0.8181818181818182,,,,,,0.5172413793103449,0.6470588235294118,0.6470588235294118,0.5084745762711864,0.6470588235294118,0.6470588235294118,0.5263157894736842,0.6739130434782609,0.6346153846153846,0.0169491525423728,0.0862068965517241,0.1612903225806451,,9.291628334866608,0.32,0.1363636363636363,,0.1322033898305084,0.06875,0.1363636363636363,0.0492957746478873,0.1334894613583138,0.0627705627705627,0.0789473684210526,0.074074074074074,0.056,0.0636363636363636,,0.16,0.2151898734177215,0.0517241379310344,0.1308411214953271,0.16,,0.5882352941176471,0.5254237288135594,0.5483870967741935,0.6538461538461539,0.5882352941176471,0.2372881355932203,0.5,0.5,0.4285714285714285,0.2203389830508474,0.4615384615384615,0.4615384615384615,0.8333333333333334,,,,,0.0169491525423728,,,,0.8823529411764706,0.6,0.2222222222222222,,,,0.6470588235294118,0.6363636363636364,,,,0.5423728813559322,,0.4849711864406779,0.5643571428571429,0.5049176470588236,0.2253521126760563,0.2285714285714285,0.3875,0.4125,6.039655172413794,30.1,0.3319415448851774,,,,,13.0,,,,,,,,,,,5.0,2.0,,,True,,,,,,,,,
201159,1610612763,Javaris Crittenton,Javaris Crittenton,201159,MEM,10977.0,183,-31,353,352,106.0,120.0,43,705,17.0,29.0,1.0,2.0,6.0,9.0,2.0,10.0,2.0,14.0,,1.0,,,,,3.0,12.0,1.0,21.0,53.0,3.0,13.0,12.0,63.0,390,1.0,3.0,,,3.0,5.0,7.0,15.0,,1.0,5.0,19.0,8.0,34.0,9.0,2.0,12.0,3.0,4.0,3.0,2.0,5.0,1.0,1.0,3.0,,,12.0,2.0,8.0,,7.0,19.0,1.0,27.0,10.0,37.0,1.0,4.0,1.0,3.0,10.0,3.0,8.0,1.0,7.0,,2.0,18.0,1.0,1.0,5.0,19.0,2.0,17.0,,1.0,18.0,2.0,8.0,2.0,,,,,,,19.0,106.0,3.0,2.0,0.1904761904761904,0.2,1.0,0.2307692307692307,,,0.2307692307692307,0.3962264150943396,0.3333333333333333,0.4666666666666667,0.3863636363636363,0.3333333333333333,0.4375,0.4256756756756756,0.5,0.5,0.1969696969696969,0.0754716981132075,0.1034482758620689,0.1,22.828784119106697,0.5555555555555556,0.1666666666666666,,0.1743119266055046,0.0677966101694915,0.125,0.0408163265306122,0.1575757575757575,0.059880239520958,0.0612244897959183,0.15,0.0408163265306122,0.024390243902439,0.125,0.0714285714285714,0.3478260869565217,0.1818181818181818,0.1162790697674418,0.1538461538461538,0.0285714285714285,,0.4393939393939394,0.5862068965517241,0.6538461538461539,0.1764705882352941,0.1515151515151515,0.2,0.2222222222222222,,0.2121212121212121,0.1428571428571428,0.1428571428571428,0.5,0.0151515151515151,,,,0.1818181818181818,0.25,0.25,1.0,0.6666666666666666,0.5,,,,,0.5625,0.6666666666666666,,,0.0625,0.6363636363636364,0.25,0.5037669230769231,0.5297999999999999,0.521328125,0.1111111111111111,0.135593220338983,0.0793650793650793,0.3015873015873015,6.739622641509435,26.430769230769236,0.3002832861189802,,,,,1.0,,,,,,,,,,2.0,,,,,True,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,11316.0,189,-19,364,365,84.0,38.0,34,729,11.0,19.0,,2.0,4.0,5.0,3.0,6.0,11.0,18.0,2.0,2.0,,,,,12.0,27.0,11.0,25.0,43.0,14.0,29.0,13.0,105.0,401,,2.0,,2.0,,,6.0,10.0,5.0,11.0,7.0,34.0,14.0,36.0,36.0,,27.0,12.0,5.0,10.0,7.0,17.0,5.0,2.0,8.0,2.0,,41.0,1.0,2.0,,15.0,30.0,,45.0,3.0,48.0,,3.0,2.0,1.0,6.0,4.0,1.0,,2.0,,,7.0,,2.0,3.0,6.0,1.0,13.0,,,15.0,1.0,6.0,1.0,1.0,,1.0,1.0,,,34.0,84.0,,1.0,0.28,0.28,0.8571428571428571,0.4827586206896552,,0.4545454545454545,0.4827586206896552,0.5813953488372093,,0.6,0.6388888888888888,,0.6428571428571429,0.6602564102564102,,0.7083333333333334,0.4027777777777778,0.1162790697674418,0.2631578947368421,,21.19700748129676,0.8571428571428571,,,0.2857142857142857,0.0168067226890756,0.2941176470588235,0.0227272727272727,0.2884615384615384,0.0184049079754601,,,0.0454545454545454,0.0277777777777777,,0.1818181818181818,0.2058823529411764,0.4473684210526316,0.2857142857142857,0.3333333333333333,,,0.2638888888888889,0.5789473684210527,0.7857142857142857,0.2727272727272727,0.0833333333333333,0.5,0.5,0.3333333333333333,0.25,0.6111111111111112,0.6111111111111112,0.2727272727272727,0.0277777777777777,1.0,1.0,1.0,0.375,0.4444444444444444,0.4444444444444444,0.8333333333333334,0.5,,,,,,0.238095238095238,0.8,,,0.5238095238095238,0.6666666666666666,0.4444444444444444,0.4940880281690141,0.5438375,0.493415,0.0779220779220779,0.125,,0.3238095238095238,9.886046511627908,26.43448275862069,0.2307692307692307,,2.0,5.0,6.0,1.0,2.0,,,,0.5,,,0.4545454545454545,,,,,,,True,,,,,,,,,
2434,1610612763,Juan Carlos Navarro,Juan Carlos Navarro,2434,MEM,17480.0,291,-21,573,576,205.0,175.0,66,1149,11.0,25.0,2.0,5.0,3.0,9.0,9.0,20.0,1.0,7.0,4.0,12.0,,1.0,,4.0,12.0,53.0,17.0,21.0,52.0,16.0,65.0,22.0,112.0,586,3.0,6.0,,6.0,2.0,8.0,3.0,17.0,4.0,21.0,9.0,27.0,14.0,28.0,48.0,2.0,53.0,12.0,3.0,17.0,5.0,22.0,3.0,2.0,10.0,,7.0,49.0,5.0,4.0,1.0,9.0,18.0,1.0,28.0,10.0,38.0,2.0,8.0,5.0,3.0,10.0,5.0,8.0,2.0,5.0,,4.0,18.0,3.0,7.0,4.0,8.0,,21.0,,2.0,24.0,,6.0,4.0,,,,,,,27.0,205.0,2.0,4.0,0.3333333333333333,0.35,1.0,0.2461538461538461,,0.1904761904761904,0.2461538461538461,0.4038461538461538,0.5,0.1764705882352941,0.3846153846153846,0.25,0.2368421052631578,0.43359375,0.3076923076923077,0.313953488372093,0.5555555555555556,0.0576923076923076,0.08,0.05,22.427035330261138,0.5555555555555556,0.0625,0.0344827586206896,0.0983606557377049,0.021505376344086,0.1216216216216216,0.0561797752808988,0.1050583657587548,0.0327272727272727,0.0434782608695652,0.02,,0.0441176470588235,0.0952380952380952,0.0615384615384615,0.0638297872340425,0.1549295774647887,0.1147540983606557,0.1538461538461538,0.0263157894736842,,0.2136752136752136,0.44,0.4782608695652174,0.1818181818181818,0.1709401709401709,0.45,0.4736842105263157,0.4444444444444444,0.0598290598290598,0.1428571428571428,0.1428571428571428,1.0,0.1025641025641025,0.3333333333333333,0.3333333333333333,1.0,0.452991452991453,0.2264150943396226,0.2264150943396226,1.0,0.4166666666666667,0.4,,0.0833333333333333,,,0.2368421052631578,0.3333333333333333,0.1052631578947368,,0.4473684210526316,0.7692307692307693,0.2264150943396226,0.5219017094017093,0.50555,0.5048263157894738,0.0564516129032258,0.1034482758620689,0.0714285714285714,0.2410714285714285,5.942307692307693,25.204615384615387,0.3577661431064572,,5.0,4.0,,,1.0,,,,0.4166666666666667,,,0.2352941176470588,,2.0,,,1.0,0.0151515151515151,True,,,,,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,3950.0,66,-5,135,135,59.0,53.0,17,270,1.0,3.0,1.0,2.0,1.0,3.0,,,2.0,4.0,,8.0,,1.0,,4.0,2.0,8.0,2.0,3.0,7.0,2.0,16.0,6.0,18.0,129,1.0,2.0,,1.0,,2.0,1.0,4.0,,6.0,3.0,5.0,6.0,,6.0,,8.0,2.0,,2.0,1.0,3.0,,1.0,1.0,,1.0,7.0,3.0,1.0,2.0,4.0,8.0,1.0,13.0,6.0,19.0,3.0,2.0,2.0,,2.0,,2.0,,2.0,,,4.0,1.0,1.0,5.0,9.0,1.0,4.0,,,8.0,1.0,3.0,1.0,,,,,,,5.0,59.0,1.0,1.0,1.0,1.0,1.0,0.125,,,0.125,0.4285714285714285,0.5,0.25,0.2608695652173913,0.3333333333333333,0.1,0.3269230769230769,0.3333333333333333,0.2083333333333333,0.6956521739130435,,,,19.35483870967742,0.5,0.2,0.1666666666666666,0.1632653061224489,0.0277777777777777,0.2105263157894736,0.1153846153846153,0.1764705882352941,0.064516129032258,0.0666666666666666,,,0.125,0.1,0.3333333333333333,0.1666666666666666,0.0454545454545454,0.2857142857142857,,0.1666666666666666,,0.1304347826086956,0.3333333333333333,0.3333333333333333,1.0,,,,,0.1739130434782608,0.5,0.5,1.0,0.3478260869565217,,,,0.3478260869565217,0.25,0.25,1.0,0.6666666666666666,0.5,1.0,0.3333333333333333,,,0.3,0.3333333333333333,0.4,,0.2,0.8260869565217391,0.25,0.5324760869565217,0.57145,0.545415,0.12,0.3333333333333333,0.1111111111111111,0.2777777777777778,10.542857142857144,24.3375,0.437037037037037,,,,,,1.0,,,,,,,,,1.0,,,,,True,,,,,,,,,
2418,1610612763,Casey Jacobsen,Casey Jacobsen,2418,MEM,1178.0,20,4,38,37,16.0,17.0,6,75,1.0,1.0,,,,,,,,,1.0,4.0,,,1.0,3.0,,1.0,,1.0,1.0,1.0,5.0,,5.0,33,,,,1.0,,,,,1.0,3.0,,3.0,2.0,,3.0,,1.0,,,1.0,,1.0,,,1.0,,,2.0,,1.0,,1.0,1.0,1.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,16.0,,,1.0,1.0,1.0,0.2,,0.3333333333333333,0.2,1.0,,,0.4166666666666667,,0.5,0.4166666666666667,,0.5,0.8333333333333334,,,,13.636363636363637,,0.5,,0.0769230769230769,0.0833333333333333,0.1666666666666666,,0.1052631578947368,0.0526315789473684,0.25,,,,,,,0.1428571428571428,,1.0,,,0.1666666666666666,1.0,1.0,1.0,,,,,,,,,0.6666666666666666,0.25,0.25,1.0,0.1666666666666666,,,,,,,,,,,,1.0,0.3333333333333333,,1.0,,0.6207833333333334,0.5625,0.5799,,,,0.6,,23.74,0.4210526315789473,,1.0,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
