EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,StepOutOfBoundsTurnovers,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Corner3PctBlocked,on,OffensiveGoaltends
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,37744.0,629,-195.0,1261,1269,341,181,154,2530,56.0,77.0,17.0,24.0,18.0,23.0,21.0,46.0,38.0,97.0,2.0,1.0,2.0,11.0,1.0,1.0,6.0,115.0,220.0,2.0,13.0,63.0,299.0,1459,24.0,43.0,1.0,8.0,56.0,36.0,62.0,1.0,7.0,23.0,98.0,128.0,102.0,6.0,32.0,11.0,2.0,14.0,16.0,7.0,23.0,7.0,9.0,2.0,5.0,53.0,6.0,35.0,2.0,21.0,64.0,7.0,92.0,43.0,135.0,5.0,10.0,4.0,6.0,18.0,2.0,8.0,17.0,4.0,10.0,2.0,35.0,7.0,9.0,25.0,54.0,4.0,8.0,68.0,5.0,3.0,91.0,15.0,44.0,9.0,8.0,2.0,1.0,4.0,1.0,4.0,10.0,4.0,1.0,1.0,98.0,341,5.0,8.0,0.5565217391304348,0.6464646464646465,1.0,0.15384615384615385,0.14285714285714285,0.15384615384615385,0.5227272727272727,0.5581395348837209,0.5806451612903226,0.5064377682403434,0.5454545454545454,0.5434782608695652,0.551660516605166,0.5490196078431373,0.5903614457831325,0.055793991416309016,0.06363636363636363,0.11688311688311688,0.10869565217391304,21.338912133891213,0.5142857142857142,0.20588235294117646,0.0425531914893617,0.1523809523809524,0.07743362831858407,0.13815789473684212,0.0392156862745098,0.1486013986013986,0.06776859504132231,0.09615384615384616,0.08391608391608392,0.05228758169934641,0.04032258064516129,0.034482758620689655,0.14655172413793102,0.19658119658119658,0.12834224598930483,0.11764705882352941,0.21212121212121213,0.050505050505050504,0.4,0.33047210300429186,0.7272727272727273,0.8235294117647058,0.4642857142857143,0.19742489270386265,0.45652173913043476,0.5121951219512195,0.38095238095238093,0.41630901287553645,0.3917525773195876,0.3917525773195876,0.7894736842105263,0.008583690987124463,0.04721030042918455,0.18181818181818182,0.18181818181818182,1.0,0.5454545454545454,0.7083333333333334,0.058823529411764705,0.022727272727272728,0.3333333333333333,0.782608695652174,0.014492753623188406,0.08695652173913043,0.16666666666666666,0.38626609442060084,0.18181818181818182,0.4681178879310345,0.4917027027027027,0.46145588235294116,0.16793893129770993,0.17670682730923695,0.18729096989966554,0.3277591973244147,10.035454545454543,26.199999999999996,0.2704203013481364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200752,1610612763,Rudy Gay,Rudy Gay,200752,MEM,83778.0,1396,-341.0,2751,2769,604,377,310,5520,98.0,164.0,17.0,27.0,23.0,33.0,43.0,102.0,68.0,147.0,45.0,10.0,44.0,134.0,15.0,12.0,44.0,209.0,413.0,64.0,179.0,109.0,719.0,3161,25.0,42.0,18.0,13.0,78.0,41.0,86.0,14.0,54.0,40.0,164.0,130.0,288.0,168.0,24.0,131.0,44.0,25.0,49.0,20.0,69.0,18.0,21.0,13.0,15.0,158.0,13.0,41.0,3.0,45.0,115.0,5.0,165.0,57.0,222.0,19.0,43.0,33.0,10.0,67.0,3.0,33.0,33.0,9.0,34.0,8.0,100.0,7.0,22.0,48.0,96.0,3.0,10.0,102.0,2.0,8.0,139.0,13.0,61.0,12.0,30.0,2.0,1.0,17.0,1.0,8.0,32.0,23.0,,1.0,164.0,604,4.0,11.0,0.31100478468899523,0.3299492385786802,0.875,0.3575418994413408,0.25925925925925924,0.36363636363636365,0.5060532687651331,0.5952380952380952,0.47674418604651164,0.5152027027027027,0.5416666666666666,0.44285714285714284,0.5490045941807045,0.5652173913043478,0.4939759036144578,0.30236486486486486,0.06053268765133172,0.10365853658536585,0.06862745098039216,24.21900161030596,0.67,0.08771929824561403,0.03260869565217391,0.12054507337526206,0.043991416309012876,0.14240506329113925,0.036931818181818184,0.12598425196850394,0.04205607476635514,0.06349206349206349,0.03426791277258567,0.033783783783783786,0.03942652329749104,0.0273972602739726,0.0859106529209622,0.125,0.14184397163120568,0.1469387755102041,0.1267605633802817,0.06551724137931035,0.71875,0.27702702702702703,0.5975609756097561,0.6666666666666666,0.40816326530612246,0.17229729729729729,0.4215686274509804,0.45263157894736844,0.13953488372093023,0.2483108108108108,0.46258503401360546,0.4657534246575342,0.27941176470588236,0.07601351351351351,0.22635135135135134,0.3283582089552239,0.3308270676691729,0.8409090909090909,0.45,0.6296296296296297,0.11764705882352941,0.25,0.2357142857142857,0.696969696969697,0.07142857142857142,0.3142857142857143,0.2727272727272727,0.5793918918918919,0.33587786259541985,0.5030227040816326,0.5253220000000001,0.4953481617647058,0.0967238689547582,0.13232104121475055,0.10848400556328233,0.22809457579972184,8.917917675544794,25.628491620111728,0.21955652490003635,20.0,2.0,3.0,2.0,3.0,5.0,24.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,6.0,0.2777777777777778,0.00558659217877095,0.006802721088435374,0.007462686567164179,0.4444444444444444,0.4444444444444444,0.95,0.05,0.6666666666666666,1.0,0.2,0.6666666666666666,0.2,0.005555555555555556,,,True,
200768,1610612763,Kyle Lowry,Kyle Lowry,200768,MEM,40564.0,676,-47.0,1352,1371,459,292,165,2723,42.0,78.0,6.0,10.0,15.0,32.0,12.0,27.0,20.0,38.0,13.0,4.0,8.0,30.0,6.0,3.0,14.0,74.0,143.0,10.0,43.0,84.0,262.0,1453,7.0,15.0,6.0,5.0,31.0,26.0,54.0,3.0,18.0,43.0,104.0,30.0,118.0,24.0,8.0,24.0,8.0,20.0,56.0,40.0,96.0,32.0,30.0,7.0,19.0,232.0,4.0,13.0,,20.0,58.0,,78.0,17.0,95.0,2.0,26.0,9.0,17.0,25.0,2.0,18.0,18.0,2.0,7.0,2.0,43.0,2.0,13.0,29.0,64.0,,9.0,102.0,6.0,16.0,120.0,11.0,46.0,18.0,5.0,,,4.0,,1.0,5.0,1.0,,1.0,104.0,459,5.0,16.0,0.20270270270270271,0.21428571428571427,0.8,0.23255813953488372,0.16666666666666666,0.2702702702702703,0.5174825174825175,0.4666666666666667,0.48148148148148145,0.478494623655914,0.6190476190476191,0.4236111111111111,0.5458333333333333,0.62,0.5252525252525253,0.23118279569892472,0.13986013986013987,0.19230769230769232,0.1111111111111111,18.38856400259909,0.5813953488372093,,,0.12314225053078556,0.03044496487119438,0.10869565217391304,0.020512820512820513,0.11908396946564885,0.027331189710610933,0.04195804195804196,0.03424657534246575,0.014492753623188406,0.025806451612903226,,0.12,0.12612612612612611,0.12380952380952381,0.12080536912751678,0.05714285714285714,0.027777777777777776,0.2,0.41935483870967744,0.5384615384615384,0.6666666666666666,0.21428571428571427,0.14516129032258066,0.4444444444444444,0.5,,0.20430107526881722,0.5263157894736842,0.5555555555555556,0.3,0.06989247311827956,0.16129032258064516,0.26666666666666666,0.2857142857142857,0.75,0.47619047619047616,0.6,,0.2857142857142857,0.4444444444444444,0.46875,0.05555555555555555,0.19444444444444445,0.21428571428571427,0.6505376344086021,0.3333333333333333,0.5184447222222222,0.5038888888888888,0.4990598484848485,0.21171171171171171,0.25842696629213485,0.1183206106870229,0.3969465648854962,6.790909090909092,28.160465116279067,0.33949704142011833,2.0,,,,4.0,4.0,6.0,6.0,2.0,8.0,,,,1.0,,,0.6666666666666666,0.046511627906976744,0.05263157894736842,0.06666666666666667,0.15384615384615385,0.15384615384615385,1.0,,,,0.6666666666666666,0.75,,0.022727272727272728,,,True,
200784,1610612763,Bobby Jones,Bobby Jones,200784,MEM,2881.0,48,8.0,98,96,33,17,11,194,5.0,8.0,1.0,4.0,3.0,5.0,,1.0,,,,,1.0,4.0,,,1.0,5.0,9.0,1.0,4.0,4.0,17.0,99,1.0,4.0,,,2.0,3.0,6.0,,1.0,4.0,10.0,4.0,6.0,3.0,,3.0,1.0,1.0,1.0,6.0,7.0,4.0,,,1.0,20.0,1.0,5.0,,3.0,4.0,,7.0,6.0,13.0,2.0,2.0,1.0,1.0,,,,2.0,,,1.0,2.0,,1.0,3.0,7.0,,1.0,6.0,,2.0,4.0,2.0,3.0,,,,,,,,,,,,10.0,33,1.0,,0.4,0.4,1.0,0.25,,0.3333333333333333,0.5555555555555556,0.25,0.5,0.5,0.25,0.42857142857142855,0.6071428571428571,0.25,0.625,0.3076923076923077,0.1111111111111111,,1.0,14.285714285714285,,,,0.1,0.1282051282051282,0.21428571428571427,0.1,0.12962962962962962,0.12244897959183673,0.2727272727272727,0.11764705882352941,,0.125,,0.14285714285714285,0.1,0.0625,0.2222222222222222,0.2,0.4,,0.6153846153846154,0.625,0.625,0.4,0.07692307692307693,,,,,,,,,0.3076923076923077,0.25,0.25,1.0,1.0,0.25,1.0,,0.7142857142857143,0.6,,0.14285714285714285,,0.9230769230769231,0.3333333333333333,0.5981458333333333,0.5732,0.6367666666666666,0.21428571428571427,0.3,0.11764705882352941,0.5882352941176471,0.7222222222222222,31.9,0.336734693877551,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,True,
2545,1610612763,Darko Milicic,Darko Milicic,2545,MEM,99802.0,1663,-296.0,3290,3315,781,464,378,6605,118.0,203.0,29.0,61.0,21.0,40.0,86.0,249.0,15.0,47.0,,,,1.0,,,,219.0,499.0,,1.0,67.0,505.0,3689,38.0,76.0,,12.0,88.0,33.0,79.0,,,16.0,82.0,276.0,162.0,,54.0,1.0,,39.0,37.0,21.0,58.0,16.0,21.0,2.0,14.0,137.0,38.0,85.0,4.0,68.0,194.0,35.0,297.0,127.0,424.0,12.0,32.0,27.0,5.0,53.0,6.0,21.0,48.0,8.0,32.0,5.0,101.0,8.0,19.0,113.0,185.0,4.0,22.0,111.0,18.0,7.0,121.0,11.0,59.0,7.0,114.0,,,72.0,,34.0,114.0,66.0,5.0,4.0,82.0,781,5.0,7.0,0.6301369863013698,0.71875,,,,,0.43887775551102204,0.5,0.4177215189873418,0.438,0.5,0.4177215189873418,0.45495495495495497,0.5057471264367817,0.43617021276595747,0.002,0.0781563126252505,0.12807881773399016,0.04819277108433735,17.63915030922291,0.5247524752475248,0.4605263157894737,0.036036036036036036,0.1660958904109589,0.0769927536231884,0.17391304347826086,0.09026128266033254,0.16805644644002565,0.08065573770491803,0.08488063660477453,0.079155672823219,0.06609195402298851,0.09580838323353294,0.06896551724137931,0.15041782729805014,0.18604651162790697,0.16535433070866143,0.1760797342192691,0.16666666666666666,0.049586776859504134,0.5789473684210527,0.406,0.5812807881773399,0.6666666666666666,0.6779661016949152,0.498,0.3453815261044177,0.3628691983122363,0.5465116279069767,0.094,0.3191489361702128,0.32608695652173914,0.7333333333333333,,0.002,,,,0.8026315789473685,0.47540983606557374,0.13793103448275862,,0.5063291139240507,0.525,,,,0.408,,0.4712967999999999,0.5364966666666667,0.48534050632911385,0.10766423357664233,0.10786106032906764,0.17425742574257425,0.16237623762376238,5.695591182364731,24.8,0.23738601823708208,,,,,,,,,,5.0,,,,,8.0,,,,0.02127659574468085,,,,,,,,,,,,,,True,
200814,1610612763,Tarence Kinsey,Tarence Kinsey,200814,MEM,1032.0,17,3.0,34,35,16,17,4,69,1.0,2.0,,,1.0,2.0,1.0,2.0,4.0,6.0,,,,,,,,6.0,10.0,,,,12.0,34,,,,,,4.0,7.0,,,,8.0,6.0,6.0,,,,,,2.0,,2.0,,1.0,1.0,,4.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,8.0,16,,,0.5,0.5,,,,,0.6,,0.5714285714285714,0.6,,0.5714285714285714,0.6,,0.5714285714285714,,,,,25.64102564102564,,,,,,,,,,,,,,,,,,,,,,0.2,0.5,0.5,,0.2,0.5,0.5,,0.6,0.6666666666666666,0.6666666666666666,0.75,,,,,,,,,,0.2857142857142857,0.5,,,,0.2,,0.4783100000000001,,0.5189285714285715,,,,0.6666666666666666,13.52,,0.47058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201159,1610612763,Javaris Crittenton,Javaris Crittenton,201159,MEM,9722.0,162,21.0,334,336,107,71,43,670,11.0,27.0,4.0,6.0,4.0,12.0,,3.0,2.0,7.0,1.0,,4.0,9.0,1.0,3.0,5.0,13.0,37.0,4.0,10.0,22.0,60.0,349,4.0,6.0,1.0,,8.0,5.0,17.0,3.0,5.0,7.0,26.0,4.0,22.0,12.0,4.0,9.0,4.0,7.0,8.0,2.0,10.0,,7.0,1.0,,22.0,1.0,4.0,,9.0,7.0,,16.0,5.0,21.0,,5.0,3.0,2.0,3.0,,1.0,2.0,,2.0,,5.0,,1.0,7.0,10.0,,1.0,23.0,1.0,2.0,31.0,1.0,12.0,4.0,2.0,,,2.0,,,2.0,1.0,,,26.0,107,,3.0,0.15384615384615385,0.18181818181818182,1.0,0.4,0.6,0.4,0.35135135135135137,0.6666666666666666,0.29411764705882354,0.40425531914893614,0.5714285714285714,0.4318181818181818,0.4838709677419355,0.5714285714285714,0.4642857142857143,0.2127659574468085,0.1891891891891892,0.25925925925925924,,17.63157894736842,0.6,,,0.06140350877192982,0.037037037037037035,0.16071428571428573,0.021739130434782608,0.09411764705882353,0.032467532467532464,0.057692307692307696,0.030303030303030304,,,0.08333333333333333,0.05555555555555555,0.06451612903225806,0.06382978723404255,0.1590909090909091,0.16666666666666666,,0.5,0.574468085106383,0.4074074074074074,0.55,0.18181818181818182,0.06382978723404255,,,,0.14893617021276595,0.2857142857142857,0.2857142857142857,,0.02127659574468085,0.19148936170212766,0.4444444444444444,0.4444444444444444,1.0,0.8571428571428571,0.6666666666666666,,0.14285714285714285,0.5454545454545454,0.3333333333333333,,0.22727272727272727,0.6,0.7872340425531915,0.4444444444444444,0.5512531914893617,0.5393899999999999,0.5264545454545455,0.20689655172413793,0.25,0.13333333333333333,0.43333333333333335,4.602702702702702,25.200000000000003,0.3203592814371258,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,True,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,72931.0,1216,-229.0,2392,2403,457,262,265,4795,79.0,119.0,8.0,18.0,14.0,17.0,5.0,16.0,44.0,103.0,29.0,8.0,61.0,146.0,17.0,11.0,22.0,128.0,238.0,74.0,175.0,73.0,551.0,2702,10.0,21.0,21.0,6.0,47.0,20.0,30.0,15.0,30.0,20.0,105.0,108.0,148.0,189.0,10.0,146.0,61.0,21.0,80.0,31.0,111.0,20.0,36.0,19.0,25.0,253.0,7.0,21.0,,46.0,142.0,4.0,192.0,28.0,220.0,4.0,17.0,14.0,3.0,59.0,10.0,38.0,37.0,4.0,21.0,6.0,96.0,7.0,17.0,33.0,69.0,4.0,13.0,81.0,2.0,6.0,101.0,13.0,37.0,7.0,7.0,,,6.0,,1.0,7.0,1.0,,,105.0,457,5.0,7.0,0.421875,0.43902439024390244,0.8513513513513513,0.4228571428571429,0.5,0.4228571428571429,0.5378151260504201,0.47619047619047616,0.6666666666666666,0.5786924939467313,0.4880952380952381,0.7083333333333334,0.6029082774049217,0.5111111111111111,0.7013888888888888,0.423728813559322,0.08823529411764706,0.15126050420168066,0.1875,20.163386557742296,0.6145833333333334,0.08695652173913043,,0.1628440366972477,0.026683608640406607,0.16606498194945848,0.02356902356902357,0.16362053959965187,0.025830258302583026,0.050980392156862744,0.01098901098901099,0.019305019305019305,0.029411764705882353,,0.11320754716981132,0.16517857142857142,0.195822454308094,0.17209302325581396,0.14516129032258066,0.02127659574468085,0.14285714285714285,0.288135593220339,0.6638655462184874,0.7821782178217822,0.4177215189873418,0.0387409200968523,0.3125,0.38461538461538464,0.2,0.24939467312348668,0.42718446601941745,0.42718446601941745,0.45454545454545453,0.07021791767554479,0.35351089588377727,0.4178082191780822,0.4178082191780822,0.819672131147541,0.42857142857142855,0.4444444444444444,0.125,0.40476190476190477,0.2833333333333333,0.8235294117647058,0.13333333333333333,0.36666666666666664,0.5,0.711864406779661,0.4178082191780822,0.5344278450363197,0.5561090909090911,0.5443558333333333,0.09318181818181819,0.14122137404580154,0.0852994555353902,0.19056261343012704,9.224789915966387,25.504571428571435,0.19105351170568563,13.0,2.0,4.0,4.0,5.0,7.0,33.0,,1.0,11.0,3.0,,16.0,4.0,,,0.3333333333333333,0.005714285714285714,,,0.4482758620689655,0.4642857142857143,1.0,0.09523809523809523,0.5,1.0,0.29411764705882354,0.8,0.5,0.02247191011235955,1.0,0.034482758620689655,True,
2418,1610612763,Casey Jacobsen,Casey Jacobsen,2418,MEM,5819.0,97,18.0,197,200,87,41,21,397,5.0,8.0,2.0,2.0,4.0,5.0,,,1.0,2.0,5.0,4.0,1.0,7.0,1.0,,1.0,6.0,10.0,3.0,12.0,5.0,26.0,184,2.0,2.0,1.0,,4.0,5.0,7.0,2.0,5.0,4.0,20.0,6.0,6.0,9.0,,7.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,7.0,,1.0,1.0,5.0,5.0,,10.0,2.0,12.0,,2.0,2.0,,,,,1.0,,,,1.0,1.0,1.0,,5.0,,,4.0,1.0,,6.0,,3.0,,,,,,,,,,,,20.0,87,,,0.5,0.5,1.0,0.25,0.4,0.25,0.6,1.0,0.7142857142857143,0.4772727272727273,0.6666666666666666,0.6666666666666666,0.52,0.6666666666666666,0.7142857142857143,0.5454545454545454,0.1,0.125,,11.659192825112108,,,0.09090909090909091,0.06944444444444445,0.015873015873015872,0.20833333333333334,,0.10416666666666667,0.011235955056179775,,0.045454545454545456,,,,0.05,0.05555555555555555,0.08823529411764706,0.21739130434782608,,,,0.36363636363636365,0.625,0.7142857142857143,0.6,,,,,0.09090909090909091,0.5,0.5,,0.22727272727272727,0.3181818181818182,0.14285714285714285,0.14285714285714285,1.0,0.6666666666666666,1.0,0.5,0.3333333333333333,0.4166666666666667,0.8,0.3333333333333333,0.08333333333333333,,0.9090909090909091,0.14285714285714285,0.5379386363636365,0.5186499999999999,0.545025,0.12,0.23076923076923078,0.15384615384615385,0.7692307692307693,3.66,25.083333333333332,0.4416243654822335,2.0,,,2.0,,,,,1.0,,,,,,,,,0.08333333333333333,,,0.4,0.5,1.0,,,,,,0.5,,,0.2,True,
2434,1610612763,Juan Carlos Navarro,Juan Carlos Navarro,2434,MEM,41992.0,700,-102.0,1397,1415,359,228,166,2812,23.0,40.0,,2.0,4.0,8.0,20.0,50.0,9.0,27.0,23.0,6.0,41.0,116.0,11.0,11.0,25.0,52.0,117.0,50.0,139.0,43.0,297.0,1552,2.0,12.0,12.0,4.0,14.0,15.0,32.0,13.0,31.0,28.0,97.0,20.0,84.0,126.0,,116.0,41.0,10.0,42.0,14.0,56.0,9.0,25.0,8.0,9.0,126.0,4.0,5.0,,15.0,41.0,2.0,58.0,9.0,67.0,3.0,16.0,11.0,5.0,28.0,5.0,17.0,18.0,,11.0,5.0,46.0,2.0,9.0,12.0,37.0,,3.0,61.0,2.0,15.0,52.0,3.0,13.0,10.0,1.0,,,1.0,,,1.0,1.0,,,97.0,359,5.0,10.0,0.19230769230769232,0.19230769230769232,0.84,0.3597122302158273,0.41935483870967744,0.3597122302158273,0.4444444444444444,0.16666666666666666,0.46875,0.49609375,0.20833333333333334,0.5476190476190477,0.5287769784172662,0.25,0.6012658227848101,0.54296875,0.08547008547008547,0.1,0.08,20.454545454545453,0.6086956521739131,0.05128205128205128,,0.08798283261802575,0.01126126126126126,0.08379888268156424,0.019801980198019802,0.08682170542635659,0.01393188854489164,0.006666666666666667,0.018867924528301886,0.007407407407407408,0.023952095808383235,,0.05517241379310345,0.08270676691729323,0.11702127659574468,0.08527131782945736,0.08,0.02142857142857143,1.0,0.15625,0.575,0.6388888888888888,0.17391304347826086,0.1953125,0.4,0.43478260869565216,0.1,0.10546875,0.3333333333333333,0.36,0.4444444444444444,0.08984375,0.453125,0.35344827586206895,0.36607142857142855,0.8048780487804879,0.08333333333333333,,,0.4583333333333333,0.12698412698412698,0.5,0.09523809523809523,0.3968253968253968,0.44,0.69921875,0.35344827586206895,0.5208693359375001,0.46208333333333335,0.48594523809523804,0.055970149253731345,0.10236220472440945,0.04713804713804714,0.3265993265993266,8.121367521367521,25.107194244604326,0.25697924123120974,9.0,,1.0,2.0,2.0,2.0,24.0,,4.0,5.0,2.0,,3.0,2.0,,,0.16666666666666666,0.02877697841726619,0.07407407407407407,0.034482758620689655,0.391304347826087,0.391304347826087,1.0,0.041666666666666664,,,0.18181818181818182,1.0,0.3333333333333333,0.014184397163120567,,,True,
