EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,DeadBallTurnovers,Turnovers,PenaltyTurnovers,3SecondViolations,PenaltyOffPossExcludingTakeFouls,Usage,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG2M,FG2A,FG3M,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGM,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg2ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,FtPoints,PenaltyFtPoints,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,FTDefRebounds,Steals,BadPassSteals,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DefAtRimReboundPct,on,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,LongMidRangeAssists,FTOffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyCorner3Frequency,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,OffThreePtRebounds,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,Technical Free Throw Trips,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Clear Path Fouls,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,140.0,2,-4.0,5,7,5.0,3.0,1.0,12,6,1.0,1.0,1.0,1.0,5.0,16.666666666666668,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,1610612742,Devean George,Devean George,1904,DAL,42.0,1,-2.0,2,3,2.0,3.0,,5,2,,,,,2.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4581,0.4581,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,543.0,9,,17,19,15.0,15.0,2.0,36,13,,1.0,1.0,,15.0,15.789473684210526,0.8823529411764706,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.4,0.4,25.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.25,1.25,1.0,1.0,0.0909090909090909,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201174,1610612742,Nick Fazekas,Nick Fazekas,201174,DAL,543.0,9,,17,19,15.0,15.0,2.0,36,13,,,,,15.0,26.31578947368421,0.8823529411764706,,,,,,,,,0.4,0.4451799999999999,0.4451799999999999,,,,,,2.0,5.0,,4.0,2.0,5.0,,4.0,2.0,,,,2.0,3.0,,,,,,,4.0,,,,0.4,0.4,0.4,0.4,0.4,0.4,,,0.1818181818181818,,,,,,,,,1.0,5.44,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.2,0.1428571428571428,0.1111111111111111,0.5,0.3333333333333333,0.4,0.5,0.5,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.4,0.5,0.6302,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1610612742,Eddie Jones,Eddie Jones,224,DAL,244.0,4,-2.0,9,10,9.0,6.0,1.0,19,8,,,,,9.0,20.0,1.0,,,,,,,,,,0.3752,0.3752,,,1.0,,,,1.0,,2.0,,1.0,,2.0,,,,,1.0,1.0,,,,,1.0,,2.0,,,,,,,,0.5,0.5,,,,,1.0,,,,,,,1.0,20.4,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3752,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1610612742,Juwan Howard,Juwan Howard,436,DAL,501.0,8,2.0,15,16,13.0,12.0,2.0,31,11,,,,,13.0,5.88235294117647,0.8666666666666667,,,,,,,,,,0.3504,0.3504,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200772,1610612742,Maurice Ager,Maurice Ager,200772,DAL,299.0,5,2.0,8,9,6.0,9.0,1.0,17,5,,,,,6.0,22.22222222222222,0.75,,,,,,,,,,0.3793,0.3793,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,12.4,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,2.0,,,,1.0,0.5,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,1610612742,Trenton Hassell,Trenton Hassell,2239,DAL,299.0,5,2.0,8,9,6.0,9.0,1.0,17,5,,,,,6.0,22.22222222222222,0.75,1.0,,1.0,,1.0,0.5,0.5,,1.0,0.424425,0.447,26.0,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.1666666666666666,,,,,,,,,,2.5,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,0.2,,,,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,1610612742,DeSagana Diop,DeSagana Diop,2205,DAL,104.0,2,2.0,4,3,4.0,3.0,,7,2,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101120,1610612742,Antoine Wright,Antoine Wright,101120,DAL,10530.0,176,-6.0,328,337,104.0,132.0,33.0,665,345,5.0,11.0,1.0,,104.0,15.57377049180328,0.3170731707317073,2.0,1.0,9.0,2.0,2.0,0.2142857142857142,0.0476190476190476,0.1111111111111111,0.6904761904761905,0.4864083333333332,0.5053,23.58888888888889,4.0,8.0,1.0,1.0,16.0,33.0,5.0,52.0,5.0,7.0,1.0,16.0,18.0,,1.0,5.0,17.0,22.0,6.0,6.0,18.0,22.0,10.0,1.0,16.0,0.5555555555555556,0.5,0.5555555555555556,0.4848484848484848,0.7142857142857143,0.5595238095238095,0.7222222222222222,0.5652173913043478,0.7272727272727273,0.5454545454545454,0.2083333333333333,0.0986842105263157,0.2,0.1904761904761904,0.5,0.5,0.5,0.5,1.0,0.5,0.3076923076923077,6.687878787878788,11.0,20.0,,2.0,3.0,5.0,1.0,5.0,,3.0,,14.0,,4.0,10.0,5.0,0.4375,0.4375,,,,0.078125,0.037037037037037,0.0291970802919708,,0.1166666666666666,0.4761904761904761,0.55,0.6111111111111112,0.119047619047619,0.2,0.2,,0.6666666666666666,,0.5555555555555556,0.6,0.4823333333333333,,5.0,3.0,12.0,13.0,3.0,27.0,2.0,2.0,1.0,9.0,,,0.1176470588235294,5.0,0.108695652173913,0.1351351351351351,0.08,False,4.0,7.0,1.0,15.0,2.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0606060606060606,0.1,0.0769230769230769,0.08,0.0363636363636363,0.0232558139534883,0.25,0.0555555555555555,0.25,0.3636363636363636,0.75,0.1666666666666666,0.5714285714285714,0.5714285714285714,1.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
