EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Arc3Assists,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedLongMidRange,LongMidRangePctBlocked,BlockedArc3,DefensiveGoaltends,3SecondViolations,OffensiveGoaltends,on,Clear Path Fouls
101204,1610612739,Dwayne Jones,Dwayne Jones,101204,CLE,16460.0,274,-24.0,499,503,204,183.0,75,1002,13.0,22.0,11.0,16.0,6.0,11.0,3.0,1.0,1.0,13.0,25.0,1.0,15.0,41.0,570,11.0,17.0,7.0,29.0,6.0,12.0,1.0,4.0,16.0,6.0,20.0,18.0,1.0,5.0,5.0,5.0,5.0,10.0,9.0,25.0,4.0,7.0,26.0,6.0,39.0,38.0,77.0,2.0,8.0,5.0,3.0,6.0,3.0,5.0,3.0,1.0,11.0,2.0,6.0,34.0,54.0,2.0,4.0,23.0,4.0,30.0,2.0,12.0,4.0,18.0,13.0,5.0,18.0,13.0,2.0,16.0,204,4.0,4.0,0.23076923076923078,0.75,0.52,0.6470588235294118,0.5,0.5,0.6470588235294118,0.46153846153846156,0.5125,0.6590909090909091,0.4,0.038461538461538464,0.2,0.13636363636363635,0.6666666666666666,8.65874363327674,0.5454545454545454,0.3,0.15384615384615385,0.1452513966480447,0.15060240963855423,0.12962962962962962,0.11688311688311688,0.14163090128755365,0.13991769547325103,0.2127659574468085,0.16666666666666666,0.1038961038961039,0.07142857142857142,0.17142857142857143,0.18333333333333332,0.13559322033898305,0.11666666666666667,0.15789473684210525,0.0625,0.2857142857142857,0.7222222222222222,0.8461538461538461,0.5909090909090909,0.6842105263157895,0.23076923076923078,0.11538461538461539,0.038461538461538464,0.9411764705882353,0.6875,0.09090909090909091,0.8461538461538461,0.5454545454545454,0.07692307692307693,0.8846153846153846,0.582072,0.5958714285714286,0.5727333333333334,0.3333333333333333,0.34285714285714286,0.7073170731707317,0.3902439024390244,1.444,43.6,0.4088176352705411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1112,1610612739,Ben Wallace,Ben Wallace,1112,CLE,6329.0,105,4.0,185,186,63,44.0,28,371,7.0,9.0,1.0,2.0,,,6.0,,,7.0,15.0,,7.0,21.0,194,1.0,3.0,1.0,3.0,,2.0,,2.0,2.0,12.0,2.0,2.0,,2.0,,1.0,,3.0,3.0,8.0,,5.0,15.0,1.0,21.0,11.0,32.0,,3.0,2.0,1.0,,,2.0,,1.0,2.0,1.0,,4.0,5.0,,,10.0,1.0,13.0,1.0,5.0,2.0,7.0,4.0,3.0,7.0,6.0,,2.0,63,,2.0,0.8571428571428571,1.0,0.4666666666666667,0.3333333333333333,,0.4666666666666667,0.3333333333333333,,0.5,0.3,0.25,,0.13333333333333333,0.1111111111111111,0.16666666666666666,10.648148148148147,,0.25,,0.18518518518518517,0.11940298507462686,0.3125,0.1111111111111111,0.20618556701030927,0.11702127659574468,0.07142857142857142,0.05555555555555555,0.17142857142857143,0.1875,,0.07692307692307693,0.3,0.2,0.25,0.5,,0.8571428571428571,0.6,0.7777777777777778,0.875,0.8571428571428571,0.4,,0.6666666666666666,0.5,,,,,0.6,0.5231333333333333,0.555,0.3677,0.2631578947368421,0.2631578947368421,0.14285714285714285,0.09523809523809523,3.6533333333333333,,0.34054054054054056,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1800,1610612739,Damon Jones,Damon Jones,1800,CLE,80165.0,1336,62.0,2484,2454,743,716.0,363,4938,15.0,24.0,1.0,1.0,2.0,6.0,13.0,142.0,55.0,36.0,87.0,276.0,20.0,437.0,2643,4.0,7.0,,35.0,7.0,20.0,93.0,15.0,137.0,34.0,38.0,,,3.0,87.0,126.0,34.0,291.0,4.0,1.0,,21.0,43.0,3.0,67.0,5.0,72.0,2.0,19.0,17.0,2.0,24.0,18.0,12.0,6.0,1.0,36.0,2.0,9.0,27.0,66.0,1.0,2.0,23.0,,28.0,1.0,3.0,8.0,1.0,1.0,,1.0,,2.0,137.0,743,9.0,8.0,0.4722222222222222,0.4722222222222222,0.41379310344827586,0.5714285714285714,0.35,0.5743801652892562,0.5645161290322581,0.5398230088495575,0.5842245989304813,0.5645161290322581,0.5614754098360656,0.7603305785123967,0.034482758620689655,,0.23076923076923078,14.14280786478096,0.6666666666666666,0.037037037037037035,,0.04994192799070848,0.001221001221001221,0.07394366197183098,0.009900990099009901,0.05589519650655022,0.004088307440719542,,,0.002840909090909091,0.0038910505836575876,0.02040816326530612,0.07011070110701106,0.040160642570281124,0.04105571847507331,0.06635071090047394,0.0958904109589041,0.009950248756218905,,0.06611570247933884,0.625,0.625,0.5333333333333333,0.03581267217630854,0.39118457300275483,0.03225806451612903,1.0,1.0,0.05309734513274336,0.3333333333333333,0.48672566371681414,0.8264462809917356,0.5204258287292816,0.5067944444444444,0.49632901785714295,0.01366120218579235,0.033707865168539325,0.08009153318077804,0.3135011441647597,12.343678160919541,24.456884057971028,0.29911433172302737,39.0,19.0,1.0,1.0,5.0,16.0,50.0,60.0,134.0,3.0,11.0,15.0,38.0,55.0,6.0,13.0,21.0,115.0,9.0,24.0,36.0,333.0,12.0,142.0,55.0,5.0,20.0,13.0,40.0,5.0,2.0,1.0,3.0,2.0,0.9652173913043478,0.4166666666666667,0.375,0.3870967741935484,0.4166666666666667,0.018115942028985508,0.022388059701492536,0.014084507042253521,0.38461538461538464,0.5,0.4,0.13774104683195593,0.32,0.32,0.4375,0.3691460055096419,0.44776119402985076,0.4580152671755725,1.0,0.3873239436619718,0.39285714285714285,0.9272727272727272,0.3548387096774194,0.2727272727272727,1.0,0.41935483870967744,0.46153846153846156,1.0,0.336283185840708,0.39473684210526316,0.38181818181818183,0.3873239436619718,0.007220216606498195,,,,,,,,,True,
1887,1610612739,Wally Szczerbiak,Wally Szczerbiak,1887,CLE,16314.0,272,-11.0,498,495,158,108.0,84,993,7.0,10.0,1.0,1.0,4.0,7.0,22.0,19.0,2.0,29.0,81.0,29.0,14.0,99.0,536,1.0,10.0,,11.0,8.0,30.0,5.0,4.0,20.0,42.0,16.0,,,3.0,12.0,21.0,6.0,51.0,2.0,4.0,1.0,5.0,19.0,5.0,29.0,7.0,36.0,,1.0,1.0,,7.0,3.0,5.0,4.0,2.0,12.0,,1.0,12.0,18.0,,2.0,15.0,,14.0,,5.0,,2.0,,,3.0,2.0,,20.0,158,3.0,,0.7241379310344828,0.7241379310344828,0.35802469135802467,0.1,0.26666666666666666,0.38636363636363635,0.3055555555555556,0.22857142857142856,0.41304347826086957,0.3055555555555556,0.2702702702702703,0.2636363636363636,0.037037037037037035,0.1,0.045454545454545456,21.561969439728355,0.5833333333333334,0.3333333333333333,0.05263157894736842,0.10555555555555556,0.0213903743315508,0.11363636363636363,0.02702702702702703,0.10714285714285714,0.022988505747126436,,,0.047619047619047616,0.018867924528301886,0.047619047619047616,0.14545454545454545,0.021739130434782608,0.12658227848101267,0.14285714285714285,0.0625,,0.6666666666666666,0.09090909090909091,0.7,0.7777777777777778,0.8571428571428571,0.2,0.17272727272727273,0.05555555555555555,1.0,1.0,0.2,0.5714285714285714,0.05714285714285714,0.35454545454545455,0.4622236363636363,0.5013357142857143,0.4746057142857144,0.043478260869565216,0.05813953488372093,0.1111111111111111,0.20202020202020202,13.895061728395062,24.61379310344827,0.3172690763052209,9.0,6.0,,2.0,8.0,14.0,49.0,3.0,10.0,,2.0,,3.0,6.0,3.0,6.0,,9.0,3.0,8.0,,27.0,,19.0,6.0,,3.0,2.0,4.0,,,,4.0,,1.0,0.3103448275862069,0.375,,0.3103448275862069,,,,0.36363636363636365,0.38095238095238093,0.75,0.44545454545454544,0.2857142857142857,0.2916666666666667,0.6428571428571429,0.09090909090909091,0.3,0.3,1.0,0.3157894736842105,0.3157894736842105,1.0,0.1111111111111111,,,0.3333333333333333,0.5,1.0,0.08571428571428572,,,0.3157894736842105,,1.0,1.0,2.0,0.02040816326530612,,,,,True,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,29483.0,491,105.0,907,888,273,240.0,130,1795,8.0,18.0,,,2.0,4.0,10.0,54.0,9.0,22.0,59.0,86.0,18.0,173.0,927,,2.0,2.0,14.0,5.0,17.0,18.0,8.0,48.0,16.0,28.0,,1.0,6.0,28.0,51.0,17.0,125.0,4.0,5.0,,16.0,21.0,,37.0,9.0,46.0,1.0,12.0,3.0,9.0,5.0,3.0,8.0,2.0,1.0,13.0,,3.0,14.0,39.0,4.0,3.0,25.0,3.0,26.0,3.0,7.0,2.0,3.0,2.0,1.0,3.0,2.0,,48.0,273,6.0,2.0,0.36363636363636365,0.36363636363636365,0.3728813559322034,,0.29411764705882354,0.5344827586206896,1.0,0.5714285714285714,0.5526315789473685,0.9285714285714286,0.6,0.593103448275862,0.1016949152542373,0.16666666666666666,0.3,15.654648956356738,0.38461538461538464,,,0.06796116504854369,0.017123287671232876,0.12307692307692308,0.026490066225165563,0.08428246013667426,0.020316027088036117,0.01818181818181818,0.013333333333333334,0.018691588785046728,0.03260869565217391,0.01694915254237288,0.022988505747126436,0.10344827586206896,0.07407407407407407,0.09375,0.20588235294117646,0.013513513513513514,0.6666666666666666,0.12413793103448276,0.4444444444444444,0.5333333333333333,0.25,0.06896551724137931,0.3724137931034483,,,,0.11428571428571428,0.5,0.2571428571428571,0.7172413793103448,0.4989746527777778,0.46033750000000007,0.46000441176470597,0.06,0.1111111111111111,0.08092485549132948,0.2774566473988439,12.338983050847459,24.9593023255814,0.30099228224917307,23.0,9.0,1.0,2.0,2.0,12.0,31.0,16.0,32.0,2.0,2.0,6.0,9.0,21.0,2.0,2.0,4.0,37.0,4.0,4.0,10.0,93.0,18.0,53.0,21.0,4.0,14.0,3.0,8.0,2.0,1.0,1.0,7.0,2.0,0.8378378378378378,0.43023255813953487,1.0,0.5555555555555556,0.43529411764705883,0.046511627906976744,0.0625,0.037037037037037035,0.2,0.2857142857142857,,0.21379310344827587,0.3870967741935484,0.3870967741935484,0.5,0.2206896551724138,0.5,0.5333333333333333,1.0,0.3888888888888889,0.40384615384615385,0.7142857142857143,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.2571428571428571,0.6666666666666666,0.4444444444444444,0.39622641509433965,0.022988505747126436,,,,,,,,,True,
1716,1610612739,Larry Hughes,Larry Hughes,1716,CLE,11340.0,189,-23.0,362,355,112,106.0,59,717,5.0,16.0,,1.0,2.0,3.0,6.0,19.0,10.0,17.0,55.0,28.0,24.0,88.0,421,2.0,7.0,,10.0,4.0,10.0,12.0,10.0,33.0,14.0,20.0,2.0,1.0,9.0,8.0,11.0,7.0,25.0,3.0,6.0,,1.0,20.0,1.0,22.0,9.0,31.0,3.0,12.0,8.0,4.0,4.0,1.0,11.0,3.0,1.0,15.0,2.0,4.0,9.0,19.0,,5.0,17.0,,28.0,1.0,11.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,33.0,112,1.0,3.0,0.4117647058823529,0.4375,0.3090909090909091,0.2857142857142857,0.4,0.3855421686746988,0.5,0.5227272727272727,0.4583333333333333,0.5,0.6111111111111112,0.3373493975903614,0.16363636363636364,0.3125,,25.635103926096996,0.26666666666666666,0.0625,,0.20202020202020202,0.04838709677419355,0.021739130434782608,0.04285714285714286,0.14482758620689656,0.04639175257731959,0.02631578947368421,,0.078125,0.06666666666666667,,0.1282051282051282,0.2222222222222222,0.2916666666666667,0.02857142857142857,,0.06666666666666667,1.0,0.1927710843373494,0.3125,0.45454545454545453,0.6,0.07228915662650602,0.2289156626506024,0.1,,,0.13636363636363635,0.6666666666666666,0.45454545454545453,0.5301204819277109,0.48578170731707315,0.47615,0.4874857142857142,0.11827956989247312,0.16923076923076924,0.11363636363636363,0.375,12.04909090909091,25.267857142857142,0.30939226519337015,3.0,,2.0,,2.0,10.0,33.0,4.0,9.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,3.0,10.0,2.0,3.0,5.0,27.0,3.0,18.0,6.0,,3.0,,1.0,2.0,,,1.0,,0.9,0.35714285714285715,0.6666666666666666,0.4166666666666667,0.37037037037037035,,,,0.3333333333333333,0.3333333333333333,0.5,0.39759036144578314,0.30303030303030304,0.3448275862068966,0.3,0.10843373493975904,0.4444444444444444,0.4444444444444444,1.0,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.1,1.0,1.0,0.2,0.5,1.0,0.09090909090909091,1.0,0.3,0.3333333333333333,,,,,0.12121212121212122,,,,,True,
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,14675.0,245,-71.0,457,471,171,172.0,66,928,17.0,24.0,6.0,10.0,5.0,6.0,4.0,5.0,3.0,24.0,45.0,17.0,10.0,76.0,527,7.0,13.0,4.0,21.0,8.0,12.0,8.0,3.0,25.0,26.0,22.0,10.0,,4.0,5.0,7.0,4.0,16.0,3.0,13.0,4.0,10.0,21.0,3.0,34.0,20.0,54.0,2.0,9.0,4.0,5.0,2.0,2.0,10.0,,2.0,12.0,1.0,3.0,13.0,23.0,2.0,3.0,13.0,3.0,10.0,2.0,6.0,,3.0,1.0,2.0,3.0,2.0,,25.0,171,2.0,,0.5416666666666666,0.6842105263157895,0.5333333333333333,0.5384615384615384,0.6666666666666666,0.532258064516129,0.6071428571428571,0.55,0.5757575757575758,0.65625,0.5952380952380952,0.27419354838709675,0.08888888888888889,0.08333333333333333,0.25,14.661654135338345,0.16666666666666666,0.13043478260869565,0.16,0.13636363636363635,0.08333333333333333,0.18518518518518517,0.04411764705882353,0.14903846153846154,0.07142857142857142,0.1509433962264151,0.05555555555555555,0.04477611940298507,0.06521739130434782,,0.15789473684210525,0.11363636363636363,0.1320754716981132,0.2222222222222222,,0.08,0.6666666666666666,0.3870967741935484,0.7083333333333334,0.7727272727272727,0.5294117647058824,0.06451612903225806,0.08064516129032258,0.7142857142857143,0.6,0.16666666666666666,0.3,0.8333333333333334,0.15,0.6612903225806451,0.5216709677419357,0.5801318181818181,0.49853249999999993,0.09090909090909091,0.12244897959183673,0.27631578947368424,0.32894736842105265,7.673333333333335,24.358823529411765,0.3741794310722101,2.0,1.0,,1.0,1.0,6.0,17.0,5.0,12.0,1.0,1.0,2.0,5.0,1.0,,,,6.0,1.0,1.0,2.0,18.0,,5.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,0.35294117647058826,1.0,0.25,0.35294117647058826,0.058823529411764705,0.08333333333333333,,0.25,0.3333333333333333,,0.27419354838709675,0.35294117647058826,0.375,0.6666666666666666,0.1935483870967742,0.4166666666666667,0.45454545454545453,1.0,0.2,0.2,1.0,0.07142857142857142,1.0,1.0,,,,0.25,0.4,,0.2,,,,,0.058823529411764705,,,,,True,
2484,1610612739,Devin Brown,Devin Brown,2484,CLE,46614.0,777,8.0,1434,1432,360,379.0,204,2866,43.0,90.0,2.0,15.0,3.0,16.0,46.0,32.0,12.0,74.0,175.0,62.0,47.0,255.0,1504,5.0,22.0,6.0,31.0,10.0,39.0,20.0,13.0,48.0,84.0,64.0,2.0,5.0,22.0,56.0,78.0,31.0,178.0,10.0,22.0,2.0,17.0,79.0,4.0,100.0,34.0,134.0,3.0,24.0,11.0,13.0,28.0,13.0,19.0,15.0,6.0,47.0,5.0,9.0,35.0,74.0,5.0,5.0,51.0,,68.0,6.0,31.0,6.0,5.0,4.0,1.0,5.0,4.0,1.0,48.0,360,9.0,5.0,0.5675675675675675,0.5753424657534246,0.4228571428571429,0.22727272727272727,0.2564102564102564,0.4388185654008439,0.4166666666666667,0.2966101694915254,0.47574626865671643,0.44285714285714284,0.35294117647058826,0.2616033755274262,0.12571428571428572,0.13333333333333333,0.17391304347826086,18.907563025210084,0.5957446808510638,0.09302325581395349,0.03225806451612903,0.1490566037735849,0.04670912951167728,0.10967741935483871,0.04504504504504504,0.14014598540145987,0.046176046176046176,0.06547619047619048,0.036036036036036036,0.036458333333333336,0.04225352112676056,0.05,0.1130952380952381,0.11888111888111888,0.1963470319634703,0.09734513274336283,0.14285714285714285,0.027522935779816515,0.8,0.379746835443038,0.4777777777777778,0.5512820512820513,0.5813953488372093,0.1940928270042194,0.1350210970464135,0.5,0.13333333333333333,0.5,0.2711864406779661,0.1875,0.2033898305084746,0.6413502109704642,0.5111394396551724,0.5303586956521739,0.4743354545454545,0.1183206106870229,0.155,0.12156862745098039,0.18823529411764706,7.266285714285715,26.203225806451616,0.2510460251046025,22.0,15.0,1.0,7.0,19.0,12.0,39.0,14.0,30.0,5.0,7.0,4.0,8.0,6.0,,1.0,1.0,20.0,5.0,8.0,5.0,60.0,,27.0,6.0,2.0,7.0,6.0,19.0,4.0,2.0,,,,1.0,0.3225806451612903,0.625,0.25,0.3508771929824561,0.03225806451612903,,0.0625,0.41304347826086957,0.5,0.47368421052631576,0.16455696202531644,0.3076923076923077,0.32432432432432434,0.6666666666666666,0.12658227848101267,0.4666666666666667,0.4666666666666667,1.0,0.1875,0.2,1.0,0.23333333333333334,0.7142857142857143,1.0,0.03333333333333333,,,0.13559322033898305,0.5,0.08333333333333333,0.2222222222222222,,,,,0.05128205128205128,,,,,True,
2544,1610612739,LeBron James,LeBron James,2544,CLE,50740.0,846,143.0,1611,1569,511,562.0,222,3180,146.0,218.0,36.0,45.0,41.0,64.0,64.0,124.0,53.0,220.0,411.0,133.0,201.0,791.0,1706,42.0,62.0,21.0,111.0,56.0,113.0,56.0,78.0,262.0,120.0,320.0,42.0,1.0,20.0,64.0,145.0,39.0,371.0,10.0,37.0,2.0,38.0,95.0,16.0,149.0,49.0,198.0,13.0,50.0,34.0,16.0,43.0,24.0,45.0,19.0,5.0,88.0,7.0,34.0,10.0,43.0,2.0,11.0,219.0,2.0,286.0,35.0,125.0,31.0,23.0,18.0,3.0,24.0,14.0,1.0,262.0,511,11.0,29.0,0.2727272727272727,0.3015075376884422,0.5352798053527981,0.6774193548387096,0.49557522123893805,0.5422794117647058,0.6338028169014085,0.5443786982248521,0.5915915915915916,0.6790123456790124,0.5981735159817352,0.24448529411764705,0.04866180048661801,0.06880733944954129,0.078125,40.41867954911434,0.48863636363636365,0.2909090909090909,0.02702702702702703,0.18375241779497098,0.07724425887265135,0.20430107526881722,0.03636363636363636,0.1891891891891892,0.0623342175066313,0.09826589595375723,0.11650485436893204,0.03940886699507389,0.04046242774566474,0.029411764705882353,0.13559322033898305,0.1510791366906475,0.24875621890547264,0.18705035971223022,0.2553191489361702,0.053061224489795916,0.5833333333333334,0.4007352941176471,0.6697247706422018,0.7192118226600985,0.3082191780821918,0.11764705882352941,0.22794117647058823,0.6338028169014085,0.8,0.25,0.378698224852071,0.640625,0.3136094674556213,0.6452205882352942,0.5032985267034991,0.5238296610169493,0.4904130177514792,0.2,0.249500998003992,0.14032869785082175,0.33122629582806573,7.568613138686132,25.960150375939847,0.31719428926132837,81.0,31.0,5.0,3.0,25.0,49.0,129.0,2.0,9.0,1.0,2.0,1.0,3.0,48.0,1.0,7.0,23.0,50.0,2.0,9.0,24.0,45.0,105.0,123.0,48.0,,50.0,5.0,20.0,18.0,4.0,1.0,6.0,2.0,0.3,0.37593984962406013,0.2222222222222222,0.42857142857142855,0.3787878787878788,,,,0.390625,0.423728813559322,0.08,0.23713235294117646,0.3798449612403101,0.3798449612403101,0.2653061224489796,0.016544117647058824,0.2222222222222222,0.2222222222222222,0.5,0.3870967741935484,0.3870967741935484,0.2916666666666667,0.028169014084507043,0.5,,0.09859154929577464,0.14285714285714285,1.0,0.01775147928994083,0.3333333333333333,0.4339622641509434,0.3902439024390244,0.014925373134328358,1.0,,2.0,,1.0,2.0,,,True,
727,1610612739,Eric Snow,Eric Snow,727,CLE,6977.0,116,-46.0,207,214,58,62.0,26,421,1.0,7.0,,2.0,,2.0,2.0,2.0,2.0,2.0,15.0,2.0,3.0,7.0,233,,2.0,,,,4.0,2.0,2.0,2.0,4.0,,,,3.0,10.0,15.0,6.0,35.0,,1.0,,2.0,5.0,,7.0,1.0,8.0,1.0,4.0,2.0,2.0,1.0,,4.0,1.0,1.0,5.0,,1.0,5.0,10.0,,,6.0,,8.0,,2.0,2.0,3.0,1.0,1.0,3.0,3.0,,2.0,58,2.0,2.0,1.0,1.0,0.13333333333333333,,,0.11764705882352941,,,0.16666666666666666,,0.125,0.11764705882352941,0.2,0.42857142857142855,,11.111111111111112,0.2,,,0.058823529411764705,0.013888888888888888,0.09523809523809523,,0.0660377358490566,0.009433962264150943,,,0.02564102564102564,,,0.10714285714285714,,0.08,0.058823529411764705,0.25,0.1,1.0,0.4117647058823529,0.14285714285714285,0.25,1.0,0.11764705882352941,0.11764705882352941,1.0,,,0.3333333333333333,,0.3333333333333333,0.5294117647058824,0.4791176470588235,,0.4818833333333334,0.10526315789473684,0.11764705882352941,,0.2857142857142857,8.626666666666665,25.2,0.28019323671497587,5.0,2.0,,2.0,,1.0,6.0,,,,,,,,,,,,,,,,,2.0,,1.0,3.0,2.0,2.0,2.0,,,,,,,,,,0.5,,0.5,,,,0.35294117647058826,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,
