EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,DefensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,PenaltyCorner3Accuracy,Corner3PctBlocked,3SecondViolations,Blocked3s,BlockedCorner3,on,BlockedArc3,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,3pt And 1 Free Throw Trips
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,11288.0,188,-23,352,362,93,105,34,714,7.0,9,2.0,3.0,2.0,3.0,3.0,6.0,11.0,30.0,1.0,,,,21,45,1.0,15,60,379,4.0,6.0,,1.0,9.0,4.0,14.0,,4.0,12.0,32.0,10.0,6.0,,,6.0,,6.0,,,3.0,1.0,2.0,12.0,1.0,6.0,4.0,13,3.0,20,7.0,27,,5.0,4.0,1.0,2.0,1.0,2.0,1.0,,,,3.0,1.0,,7,14,2.0,,12,1.0,1.0,16,2.0,9,,2.0,1.0,,1.0,3.0,1.0,,12.0,93,0.7619047619047619,0.8888888888888888,0.4666666666666667,0.6666666666666666,0.2857142857142857,0.4891304347826087,0.6666666666666666,0.2857142857142857,0.5660377358490566,0.75,0.375,0.021739130434782608,,,,14.213197969543147,0.6666666666666666,0.3,0.11926605504587157,0.04580152671755725,0.07407407407407407,0.045454545454545456,0.10429447852760736,0.0457516339869281,0.058823529411764705,,0.05063291139240506,0.05555555555555555,,0.10344827586206896,0.07692307692307693,0.14814814814814814,0.045454545454545456,0.2,,0.3333333333333333,0.1956521739130435,0.7777777777777778,0.7777777777777778,0.42857142857142855,0.13043478260869565,0.5,0.5,0.6666666666666666,0.6521739130434783,0.36666666666666664,0.36666666666666664,1.0,0.021739130434782608,,0.5,0.6666666666666666,,,0.21428571428571427,0.6666666666666666,,0.21739130434782608,0.44704565217391296,0.5128333333333334,0.4341785714285714,0.16981132075471697,0.17307692307692307,0.15,0.2,13.731111111111113,23.5,0.26420454545454547,1.0,,,,,,,1.0,,,3.0,,,,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,True,,,,,,
2867,1610612748,Kasib Powell,Kasib Powell,2867,MIA,8293.0,138,-31,248,247,53,69,28,495,8.0,17,,,2.0,3.0,1.0,7.0,1.0,3.0,8.0,6.0,1.0,1.0,10,27,14.0,1,27,263,1.0,1.0,2.0,,2.0,2.0,4.0,3.0,,7.0,12.0,8.0,,6.0,6.0,5.0,3.0,8.0,3.0,,1.0,,4.0,19.0,2.0,1.0,4.0,9,1.0,14,3.0,17,,4.0,2.0,2.0,3.0,,3.0,,,,,3.0,,1.0,2,6,1.0,,6,2.0,,2,,1,,1.0,1.0,,,1.0,1.0,,7.0,53,0.6,0.6,0.37037037037037035,1.0,0.5,0.3170731707317073,0.3333333333333333,0.5,0.32142857142857145,0.3333333333333333,0.5,0.34146341463414637,0.2222222222222222,0.29411764705882354,0.14285714285714285,16.18705035971223,1.0,0.1111111111111111,0.10975609756097561,0.010752688172043012,0.14814814814814814,0.058823529411764705,0.11926605504587157,0.023622047244094488,,,0.02040816326530612,0.047619047619047616,0.07692307692307693,0.05,0.09090909090909091,0.15,0.15789473684210525,0.125,,1.0,0.4146341463414634,0.47058823529411764,0.6666666666666666,0.625,0.17073170731707318,0.14285714285714285,0.16666666666666666,,0.07317073170731707,0.3333333333333333,0.3333333333333333,1.0,0.1951219512195122,0.14634146341463414,,,,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.7560975609756098,0.5251487804878049,0.4612333333333334,0.5408214285714286,0.023809523809523808,0.03571428571428571,0.07407407407407407,0.25925925925925924,4.522222222222222,24.1,0.21370967741935484,1.0,,1.0,2.0,1.0,,1.0,2.0,,1.0,6.0,,,1.0,,,,,1.0,0.14285714285714285,,0.3333333333333333,0.14285714285714285,,,0.125,0.125,1.0,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,,,,,0.2857142857142857,1.0,0.16666666666666666,,,,,,,,,,,,True,,,,,,
200784,1610612748,Bobby Jones,Bobby Jones,200784,MIA,4330.0,72,-17,133,131,31,29,17,264,4.0,5,,,,,,,1.0,1.0,4.0,4.0,1.0,1.0,5,6,8.0,5,18,134,,,2.0,3.0,3.0,,,1.0,,,6.0,4.0,,4.0,1.0,2.0,,2.0,,,1.0,,1.0,4.0,1.0,4.0,2.0,7,1.0,10,5.0,15,,,,,1.0,,1.0,3.0,1.0,,2.0,4.0,1.0,,5,7,,,8,,2.0,7,1.0,4,,,,,,,,,,31,0.6,0.6,0.8333333333333334,,,0.4642857142857143,,,0.5294117647058824,0.375,,0.5714285714285714,0.16666666666666666,0.2,,14.0,0.25,0.14285714285714285,0.15217391304347827,0.0975609756097561,0.14285714285714285,0.043478260869565216,0.15,0.078125,0.16666666666666666,0.09090909090909091,0.08333333333333333,0.058823529411764705,,0.18181818181818182,0.25,0.1111111111111111,0.18181818181818182,,,,0.35714285714285715,0.8,1.0,0.75,,,,,0.07142857142857142,1.0,1.0,,0.2857142857142857,0.2857142857142857,,,,0.5,,,1.0,0.9285714285714286,0.5610928571428572,0.6447,0.3273,0.23529411764705882,0.4444444444444444,0.16666666666666666,,2.8166666666666664,24.3,0.23308270676691728,,,1.0,,1.0,,,1.0,,,3.0,,,1.0,,,1.0,,1.0,0.125,,,0.125,,,,,,0.25,0.25,1.0,0.5,,,,,,,0.25,,,,,,,,,,,,True,,,,,,
2739,1610612748,Luke Jackson,Luke Jackson,2739,MIA,5187.0,86,-13,160,162,66,33,17,322,1.0,6,,1.0,1.0,2.0,,5.0,4.0,10.0,1.0,8.0,1.0,3.0,5,21,9.0,7,26,156,2.0,4.0,2.0,1.0,5.0,2.0,11.0,4.0,3.0,13.0,4.0,6.0,,7.0,4.0,3.0,1.0,4.0,1.0,,1.0,,2.0,9.0,,4.0,,8,,8,4.0,12,1.0,4.0,2.0,2.0,1.0,,,3.0,1.0,1.0,1.0,4.0,,1.0,1,7,1.0,,6,,1.0,9,,4,,,,,,,,,13.0,66,0.4,0.4,0.23809523809523808,0.5,0.18181818181818182,0.31666666666666665,0.3333333333333333,0.3333333333333333,0.36764705882352944,0.35714285714285715,0.38235294117647056,0.3,0.19047619047619047,0.3333333333333333,0.4,21.34831460674157,0.25,,0.16326530612244897,0.06153846153846154,,,0.11764705882352941,0.05,0.08333333333333333,0.13333333333333333,0.02631578947368421,,,0.07692307692307693,0.2857142857142857,0.13636363636363635,,,0.058823529411764705,,0.2,0.16666666666666666,0.25,,0.16666666666666666,,,,0.3333333333333333,0.4,0.4,0.5,0.03333333333333333,0.26666666666666666,0.16666666666666666,,,0.16666666666666666,0.13333333333333333,0.5,0.2,0.5,0.47666551724137934,0.4744999999999999,0.4722892857142858,0.11764705882352941,0.16,0.19230769230769232,0.5,11.5,26.72222222222222,0.4125,,,1.0,1.0,3.0,,2.0,3.0,,2.0,9.0,,1.0,3.0,,1.0,1.0,,1.0,0.3333333333333333,,0.5,0.375,,,,,,0.375,0.375,1.0,0.16666666666666666,,,,,0.06666666666666667,0.6666666666666666,0.42857142857142855,,,,,,,,,,,,True,,,,,,
200792,1610612748,Alexander Johnson,Alexander Johnson,200792,MIA,5474.0,91,-11,172,168,82,37,19,340,5.0,10,2.0,3.0,1.0,2.0,2.0,5.0,3.0,7.0,,,,,10,22,,6,26,175,2.0,4.0,,,4.0,4.0,8.0,,2.0,10.0,12.0,8.0,,,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,4.0,2.0,9,4.0,15,5.0,20,,3.0,3.0,,2.0,,,5.0,,2.0,1.0,7.0,1.0,4.0,8,16,3.0,3.0,7,,2.0,10,,5,,2.0,2.0,,,2.0,2.0,,10.0,82,0.6,0.6,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,0.48148148148148145,0.5,0.5,,0.045454545454545456,0.1,,17.61658031088083,0.2857142857142857,0.6666666666666666,0.1956521739130435,0.07407407407407407,0.08333333333333333,0.05263157894736842,0.15714285714285714,0.0684931506849315,0.0625,,0.1111111111111111,0.07142857142857142,,0.2857142857142857,0.08333333333333333,0.2222222222222222,0.10526315789473684,,,1.0,0.45454545454545453,0.5,0.5555555555555556,0.6,0.22727272727272727,0.4,0.4,0.5,0.3181818181818182,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,0.75,0.6666666666666666,0.5,,0.25,0.5,,0.45454545454545453,0.47013636363636363,0.5386,0.44266249999999996,0.18518518518518517,0.18518518518518517,0.15384615384615385,0.38461538461538464,7.527272727272728,,0.47674418604651164,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,True,,,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,9502.0,158,-30,282,289,83,90,40,571,9.0,14,5.0,7.0,2.0,2.0,1.0,8.0,,1.0,,,,,10,23,,18,38,313,5.0,8.0,,3.0,13.0,2.0,3.0,,10.0,14.0,10.0,10.0,6.0,,3.0,,1.0,1.0,,1.0,,,,3.0,1.0,13.0,2.0,11,3.0,16,15.0,31,1.0,2.0,2.0,,2.0,1.0,1.0,2.0,,1.0,,4.0,,,9,13,,,22,2.0,2.0,30,2.0,11,5.0,13.0,12.0,,1.0,13.0,7.0,,14.0,83,0.5,0.7142857142857143,0.43478260869565216,0.625,0.6666666666666666,0.43478260869565216,0.625,0.6666666666666666,0.5135135135135135,0.65,0.7,,0.13043478260869565,0.21428571428571427,,12.53822629969419,0.5,0.25,0.10576923076923077,0.12264150943396226,0.06896551724137931,0.023255813953488372,0.09774436090225563,0.09395973154362416,0.09523809523809523,0.16,0.11666666666666667,,0.1,0.08333333333333333,0.08695652173913043,0.13333333333333333,0.1,,0.1,0.5384615384615384,0.6086956521739131,0.6428571428571429,0.8181818181818182,0.5555555555555556,0.34782608695652173,0.125,0.125,,0.043478260869565216,,,,,,0.875,0.7142857142857143,0.2,,0.6666666666666666,1.0,,0.6086956521739131,0.49014782608695656,0.5623875,0.5177999999999999,0.34375,0.34375,0.34210526315789475,0.3684210526315789,3.830434782608696,,0.29432624113475175,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.1111111111111111,,,,,,True,,,,,,
201186,1610612748,Stephane Lasme,Stephane Lasme,201186,MIA,1326.0,22,-12,45,45,12,17,4,90,1.0,3,,1.0,,,,,1.0,2.0,,,,,2,5,,1,5,52,1.0,2.0,,,2.0,,1.0,,1.0,1.0,4.0,,,,1.0,,,,,,,,,,,2.0,,1,,1,2.0,3,,,,,,,,,,,,,,,5,5,,,1,,,2,,1,,,,,,,,,1.0,12,1.0,1.0,0.4,0.5,,0.4,0.5,,0.4166666666666667,0.5,0.25,,0.2,0.3333333333333333,,12.244897959183673,,,0.0625,0.125,,,0.05555555555555555,0.1111111111111111,,0.3333333333333333,0.2,,,0.16666666666666666,,,,,,,0.6,0.3333333333333333,0.5,1.0,,,,,0.4,0.5,0.5,1.0,,,0.5,,,,,,,0.6,0.48751999999999995,0.4787,0.3495,0.16666666666666666,0.16666666666666666,0.4,0.2,6.74,,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,7786.0,130,-37,248,254,68,69,21,502,4.0,4,1.0,1.0,,,6.0,11.0,5.0,16.0,,,,,15,31,,3,33,271,1.0,2.0,,,2.0,4.0,13.0,,,8.0,26.0,4.0,,,1.0,1.0,1.0,2.0,,1.0,,1.0,,5.0,2.0,2.0,6.0,9,4.0,19,4.0,23,,1.0,1.0,,2.0,1.0,2.0,5.0,2.0,,,7.0,1.0,2.0,3,9,4.0,1.0,11,1.0,4.0,3,1.0,2,,2.0,2.0,,,2.0,1.0,,8.0,68,0.8666666666666667,0.8666666666666667,0.4838709677419355,0.5,0.3076923076923077,0.4838709677419355,0.5,0.3076923076923077,0.515625,0.5,0.3076923076923077,,0.03225806451612903,,,14.181818181818182,0.2857142857142857,0.5714285714285714,0.1323529411764706,0.020833333333333332,0.2,0.1111111111111111,0.15306122448979592,0.03508771929824561,0.05263157894736842,,0.017857142857142856,,0.3333333333333333,0.05,0.1,0.21428571428571427,0.2608695652173913,,,0.5,0.12903225806451613,1.0,1.0,1.0,0.3548387096774194,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.5161290322580645,0.3125,0.3333333333333333,1.0,,,0.5,1.0,1.0,,,,,0.12903225806451613,0.40027096774193544,0.4788,0.3669538461538462,0.0625,0.0625,0.06060606060606061,0.24242424242424243,11.961290322580647,,0.27419354838709675,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,1.0,,,True,,,,,,
406,1610612748,Shaquille O'Neal,Shaquille O'Neal,406,MIA,1841.0,31,-1,53,53,2,6,7,106,3.0,7,1.0,4.0,,,,2.0,,,,,,,3,9,,4,10,54,1.0,4.0,,,2.0,,,,,,2.0,4.0,2.0,,,2.0,1.0,3.0,1.0,,2.0,,,7.0,1.0,5.0,3.0,1,1.0,5,6.0,11,1.0,,,,,,,1.0,,,1.0,1.0,,,4,6,1.0,,6,,,9,1.0,5,,1.0,1.0,,,1.0,1.0,1.0,,2,0.3333333333333333,0.5,0.3333333333333333,0.25,,0.3333333333333333,0.25,,0.38461538461538464,0.25,,,,,,22.580645161290324,,1.0,0.043478260869565216,0.2631578947368421,0.5,0.125,0.13793103448275862,0.2222222222222222,0.42857142857142855,0.25,0.125,0.16666666666666666,,,,0.09090909090909091,0.6,,0.16666666666666666,1.0,0.7777777777777778,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.2222222222222222,,,,,,,,,,1.0,0.25,,,,,,0.7777777777777778,0.5076333333333333,0.584875,,0.38461538461538464,0.38461538461538464,0.2,,2.8,,0.03773584905660377,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1548,1610612748,Mark Blount,Mark Blount,1548,MIA,74333.0,1239,-215,2343,2350,511,510,214,4693,81.0,121,17.0,29.0,11.0,19.0,23.0,73.0,78.0,195.0,12.0,28.0,2.0,1.0,182,389,40.0,75,490,2543,22.0,43.0,2.0,5.0,49.0,34.0,71.0,3.0,19.0,87.0,286.0,78.0,24.0,28.0,26.0,17.0,12.0,29.0,8.0,4.0,13.0,1.0,3.0,70.0,16.0,39.0,32.0,121,9.0,162,57.0,219,6.0,24.0,19.0,5.0,19.0,5.0,10.0,34.0,4.0,9.0,7.0,53.0,3.0,7.0,56,104,7.0,8.0,103,9.0,15.0,121,17.0,59,10.0,24.0,20.0,,4.0,24.0,11.0,9.0,87.0,511,0.7857142857142857,0.8411764705882353,0.46786632390745503,0.5116279069767442,0.4788732394366197,0.4836829836829837,0.4888888888888889,0.4594594594594595,0.5093555093555093,0.5104166666666666,0.5117647058823529,0.09324009324009325,0.06683804627249357,0.1322314049586777,0.1095890410958904,20.57010785824345,0.3584905660377358,0.11392405063291139,0.15087281795511223,0.04881101376720901,0.11594202898550725,0.05574912891986063,0.14192949907235622,0.05064456721915286,0.095,0.053475935828877004,0.024271844660194174,0.07239819004524888,,0.16831683168316833,0.1864406779661017,0.11813186813186813,0.1116751269035533,0.12658227848101267,0.0297029702970297,0.4583333333333333,0.28205128205128205,0.6694214876033058,0.7714285714285715,0.7160493827160493,0.17016317016317017,0.3150684931506849,0.35384615384615387,0.6521739130434783,0.45454545454545453,0.4,0.40414507772020725,0.8974358974358975,0.027972027972027972,0.06526806526806526,0.6444444444444445,0.5862068965517241,0.17647058823529413,0.044444444444444446,0.25675675675675674,0.5789473684210527,0.013513513513513514,0.3752913752913753,0.46044813519813516,0.4983423076923077,0.43739256756756756,0.12526539278131635,0.1368909512761021,0.1,0.17755102040816326,10.880462724935738,24.555,0.21809645753307724,5.0,,,2.0,12.0,,,17.0,,,51.0,,,12.0,,,13.0,6.0,1.0,0.425,,,0.425,,,0.4166666666666667,0.4166666666666667,1.0,0.42857142857142855,0.42857142857142855,1.0,,,,,,0.02702702702702703,,0.42857142857142855,,2.0,,,0.010256410256410256,0.029850746268656716,,,8.0,,,False,,,,,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,96055.0,1601,-313,3069,3080,609,666,303,6149,48.0,90,4.0,7.0,9.0,17.0,9.0,39.0,42.0,106.0,34.0,199.0,13.0,38.0,99,235,233.0,62,512,3407,7.0,14.0,15.0,5.0,34.0,16.0,46.0,43.0,17.0,100.0,20.0,178.0,2.0,197.0,10.0,227.0,38.0,265.0,28.0,10.0,83.0,23.0,121.0,568.0,3.0,6.0,31.0,71,1.0,103,9.0,112,3.0,73.0,58.0,15.0,46.0,11.0,38.0,26.0,5.0,8.0,4.0,72.0,3.0,19.0,31,77,1.0,2.0,59,,5.0,72,6.0,31,4.0,2.0,2.0,,,3.0,1.0,,100.0,609,0.10101010101010101,0.10204081632653061,0.42127659574468085,0.5,0.34782608695652173,0.4807692307692308,0.5,0.46629213483146065,0.5090543259557344,0.532258064516129,0.5103092783505154,0.49786324786324787,0.0425531914893617,0.07777777777777778,0.07692307692307693,16.642293068148582,0.6388888888888888,0.010752688172043012,0.070506454816286,0.005509641873278237,0.09226190476190477,0.009316770186335404,0.0759493670886076,0.0063784549964564135,0.014492753623188406,0.0034602076124567475,0.0019083969465648854,0.0078125,0.015151515151515152,0.0708955223880597,0.044673539518900345,0.08705357142857142,0.07203389830508475,0.14,0.011235955056179775,0.3333333333333333,0.19230769230769232,0.5333333333333333,0.5783132530120482,0.0625,0.08333333333333333,0.23076923076923078,0.25,,0.2264957264957265,0.39622641509433965,0.39622641509433965,0.16666666666666666,0.07264957264957266,0.4252136752136752,0.2413793103448276,0.5714285714285714,,0.4482758620689655,0.19101123595505617,0.5294117647058824,0.42696629213483145,0.6901709401709402,0.5123083690987124,0.49902608695652184,0.48192471910112356,0.06288032454361055,0.11923076923076924,0.06640625,0.1953125,10.1331914893617,25.198712446351937,0.198435972629521,11.0,1.0,2.0,5.0,73.0,4.0,14.0,84.0,5.0,17.0,168.0,84.0,2.0,73.0,,8.0,16.0,5.0,0.6666666666666666,0.3605150214592275,0.3333333333333333,0.3953488372093023,0.36363636363636365,,,0.3235294117647059,0.3235294117647059,0.9090909090909091,0.36683417085427134,0.36683417085427134,0.6301369863013698,0.06896551724137931,0.5,1.0,0.3076923076923077,0.75,0.056179775280898875,0.3684210526315789,0.37055837563451777,3.0,,1.0,,,,0.6,,,1.0,,False,1.0,,,,,
1729,1610612748,Ricky Davis,Ricky Davis,1729,MIA,135754.0,2263,-419,4266,4276,1200,1196,462,8542,88.0,141,8.0,18.0,26.0,45.0,33.0,81.0,106.0,277.0,65.0,201.0,16.0,64.0,227,499,266.0,117,880,4755,17.0,48.0,22.0,7.0,68.0,53.0,131.0,90.0,48.0,244.0,234.0,220.0,10.0,197.0,35.0,147.0,62.0,209.0,51.0,11.0,76.0,7.0,64.0,480.0,12.0,35.0,58.0,123,43.0,224,48.0,272,8.0,70.0,46.0,24.0,91.0,32.0,66.0,67.0,3.0,25.0,17.0,158.0,10.0,31.0,83,153,4.0,3.0,143,3.0,17.0,142,9.0,54,16.0,6.0,5.0,,1.0,6.0,3.0,4.0,244.0,1200,0.5154185022026432,0.527027027027027,0.45490981963927857,0.3541666666666667,0.40458015267175573,0.49869281045751634,0.4357142857142857,0.4434389140271493,0.528415961305925,0.4594594594594595,0.4899598393574297,0.3477124183006536,0.07014028056112225,0.15602836879432624,0.08641975308641975,20.512820512820515,0.5759493670886076,0.3006993006993007,0.08643710470836262,0.024021962937542895,0.10922787193973635,0.023762376237623763,0.09263050153531217,0.023955147808358817,0.04392764857881137,0.021164021164021163,0.014450867052023121,0.027989821882951654,0.008928571428571428,0.07692307692307693,0.07692307692307693,0.09933774834437085,0.11141304347826086,0.10429447852760736,0.020942408376963352,0.5,0.1843137254901961,0.624113475177305,0.7394957983193278,0.5454545454545454,0.10588235294117647,0.4074074074074074,0.44594594594594594,0.42424242424242425,0.36209150326797385,0.38267148014440433,0.39114391143911437,0.5188679245283019,0.08496732026143791,0.2627450980392157,0.2571428571428571,0.4444444444444444,0.25,0.22857142857142856,0.20361990950226244,0.5777777777777777,0.2895927601809955,0.5320261437908497,0.47904907529722596,0.4740028301886793,0.4701211627906976,0.06781750924784218,0.09926470588235294,0.07727272727272727,0.2772727272727273,12.073346693386771,25.418421052631572,0.2812939521800281,27.0,3.0,6.0,26.0,76.0,6.0,20.0,103.0,9.0,30.0,282.0,27.0,4.0,76.0,2.0,8.0,25.0,15.0,0.912621359223301,0.38721804511278196,0.4090909090909091,0.3333333333333333,0.3931297709923664,0.007518796992481203,0.009950248756218905,0.4153846153846154,0.4153846153846154,1.0,0.3781094527363184,0.38190954773869346,0.881578947368421,0.08571428571428572,0.5,1.0,0.375,1.0,0.11764705882352941,0.3125,0.38578680203045684,10.0,1.0,6.0,1.0,0.021660649819494584,0.006622516556291391,0.38461538461538464,,1.0,,,False,,1.0,1.0,0.003745318352059925,,
1890,1610612748,Shawn Marion,Shawn Marion,1890,MIA,29992.0,500,-92,974,980,192,207,86,1954,45.0,76,8.0,18.0,8.0,10.0,21.0,59.0,4.0,12.0,10.0,15.0,,2.0,70,147,25.0,20,178,1067,12.0,26.0,,7.0,31.0,12.0,25.0,3.0,1.0,25.0,96.0,44.0,8.0,15.0,12.0,17.0,11.0,28.0,8.0,3.0,6.0,1.0,10.0,67.0,8.0,29.0,22.0,81,10.0,113,37.0,150,6.0,25.0,18.0,7.0,15.0,4.0,10.0,17.0,3.0,5.0,5.0,32.0,3.0,9.0,14,26,,3.0,24,1.0,1.0,27,3.0,14,1.0,12.0,7.0,1.0,4.0,12.0,8.0,,25.0,192,0.6857142857142857,0.7272727272727273,0.47619047619047616,0.46153846153846156,0.48,0.45930232558139533,0.46153846153846156,0.42857142857142855,0.483695652173913,0.5166666666666667,0.43103448275862066,0.14534883720930233,0.08163265306122448,0.11842105263157894,0.05084745762711865,20.018535681186286,0.46875,0.38461538461538464,0.24471299093655588,0.08529411764705883,0.2018348623853211,0.06896551724137931,0.2340909090909091,0.08114035087719298,0.11578947368421053,0.06493506493506493,0.07738095238095238,0.0625,0.1,0.175,0.2553191489361702,0.27388535031847133,0.23376623376623376,0.125,0.07142857142857142,0.6666666666666666,0.4418604651162791,0.5921052631578947,0.6716417910447762,0.6666666666666666,0.3430232558139535,0.3559322033898305,0.375,0.6666666666666666,0.06976744186046512,0.3333333333333333,0.3333333333333333,1.0,0.05813953488372093,0.0872093023255814,0.6923076923076923,0.4444444444444444,0.25,,0.35714285714285715,0.8,0.07142857142857142,0.5872093023255814,0.5041491279069766,0.535111111111111,0.4825714285714286,0.07650273224043716,0.08860759493670886,0.17415730337078653,0.1404494382022472,5.019727891156464,24.436,0.1971252566735113,3.0,,,1.0,3.0,,,6.0,,,15.0,3.0,,3.0,,,2.0,,0.8333333333333334,0.24,,,0.24,,,0.3,0.3,1.0,0.2,0.2,0.6666666666666666,,,,,,0.03571428571428571,,0.2,,,,1.0,,,,,1.0,,,False,,,,,,
