EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGA,PenaltyArc3FGM,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,SecondChanceArc3PctAssisted,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,on,Clear Path Fouls,Corner3PctBlocked
101130,1610612760,Johan Petro,Johan Petro,101130,SEA,50015.0,834,-170,1695,1692,373.0,350.0,217.0,3387,30.0,63.0,12.0,28.0,6.0,15.0,51.0,112.0,40.0,99.0,1.0,121.0,274.0,1.0,40.0,282.0,1842,24.0,53.0,7.0,55.0,20.0,45.0,9.0,49.0,178.0,64.0,18.0,19.0,16.0,3.0,19.0,2.0,1.0,7.0,3.0,6.0,41.0,5.0,59.0,2.0,26.0,125.0,16.0,167.0,66.0,233.0,8.0,28.0,16.0,12.0,26.0,3.0,14.0,18.0,12.0,8.0,44.0,2.0,8.0,59.0,104.0,14.0,4.0,43.0,4.0,2.0,54.0,4.0,27.0,2.0,19.0,17.0,2.0,19.0,10.0,8.0,2.0,2.0,49.0,373.0,7.0,1.0,0.7355371900826446,0.7946428571428571,0.4416058394160584,0.4528301886792453,0.4444444444444444,0.44,0.4528301886792453,0.4444444444444444,0.47,0.47413793103448276,0.47115384615384615,0.0036363636363636364,0.06934306569343066,0.1746031746031746,0.0625,0.010101010101010102,17.577925396014308,0.5909090909090909,0.3404255319148936,0.05263157894736842,0.21331058020477817,0.07994579945799458,0.13541666666666666,0.05434782608695652,0.19408740359897173,0.07710843373493977,0.060109289617486336,0.08641975308641975,0.08653846153846154,0.04225352112676056,0.09523809523809523,0.19607843137254902,0.17391304347826086,0.2579185520361991,0.1390728476821192,0.12195121951219512,0.061068702290076333,0.5263157894736842,0.2290909090909091,0.47619047619047616,0.5769230769230769,0.6666666666666666,0.4072727272727273,0.45535714285714285,0.4857142857142857,0.6274509803921569,0.36,0.40404040404040403,0.40816326530612246,0.925,0.0036363636363636364,0.5283018867924528,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.4,0.23272727272727273,0.43506854545454543,0.47700980392156866,0.4352155555555556,0.09060402684563758,0.09090909090909091,0.1950354609929078,0.17375886524822695,9.450364963503652,0.2200589970501475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101153,1610612760,Mickael Gelabale,Mickael Gelabale,101153,SEA,5471.0,91,-18,184,183,54.0,54.0,32.0,367,4.0,8.0,1.0,1.0,2.0,3.0,6.0,10.0,4.0,9.0,3.0,14.0,27.0,5.0,2.0,36.0,203,2.0,3.0,,7.0,3.0,4.0,1.0,10.0,14.0,14.0,,2.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,14.0,,3.0,,6.0,9.0,,15.0,3.0,18.0,1.0,1.0,,1.0,3.0,,1.0,2.0,2.0,,5.0,1.0,1.0,3.0,5.0,,1.0,5.0,,,2.0,2.0,2.0,,,,,,,,,,10.0,54.0,,,0.5,0.5,0.5185185185185185,0.6666666666666666,0.75,0.53125,0.875,0.5625,0.5625,0.875,0.625,0.15625,0.07407407407407407,0.125,0.1,,16.818181818181817,0.6,,,0.13043478260869565,0.03409090909090909,0.35294117647058826,,0.1744186046511628,0.030927835051546393,0.06451612903225806,0.041666666666666664,,,,0.13333333333333333,0.26666666666666666,0.041666666666666664,0.2727272727272727,0.5,0.07142857142857142,,0.25,0.5,0.5714285714285714,1.0,0.3125,0.6,0.6666666666666666,,0.28125,0.4444444444444444,0.4444444444444444,0.75,0.09375,0.25,1.0,1.0,0.375,0.6666666666666666,0.40625,0.46583749999999996,0.4384875,0.55441875,0.0625,0.07407407407407407,0.19444444444444445,0.2777777777777778,10.229629629629631,0.29347826086956524,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,0.5,0.4,1.0,0.25,0.4,0.3333333333333333,0.3333333333333333,1.0,0.0625,0.5,0.5,0.25,1.0,0.375,0.3333333333333333,0.125,0.5,24.46,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1887,1610612760,Wally Szczerbiak,Wally Szczerbiak,1887,SEA,30838.0,514,-34,1044,1031,375.0,361.0,135.0,2075,14.0,26.0,,2.0,5.0,7.0,7.0,24.0,39.0,79.0,15.0,60.0,129.0,71.0,48.0,261.0,1142,4.0,16.0,3.0,11.0,17.0,35.0,31.0,98.0,88.0,32.0,,9.0,33.0,8.0,41.0,8.0,,11.0,6.0,16.0,90.0,2.0,5.0,,12.0,33.0,6.0,51.0,7.0,58.0,2.0,5.0,4.0,1.0,11.0,3.0,8.0,11.0,3.0,1.0,22.0,1.0,5.0,10.0,28.0,2.0,3.0,48.0,,5.0,54.0,3.0,13.0,14.0,,,,,,,,1.0,98.0,375.0,8.0,13.0,0.7333333333333333,0.7333333333333333,0.46511627906976744,0.25,0.4857142857142857,0.5325,0.19047619047619047,0.5075757575757576,0.58,0.2391304347826087,0.5833333333333334,0.355,0.06976744186046512,0.15384615384615385,0.20833333333333334,,20.41322314049587,0.5,0.1276595744680851,,0.09141274238227147,0.012135922330097087,0.09090909090909091,0.02197802197802198,0.09127789046653144,0.013916500994035786,0.008064516129032258,0.010309278350515464,0.015706806282722512,0.013333333333333334,0.0625,0.05405405405405406,0.06363636363636363,0.14285714285714285,0.05319148936170213,0.18421052631578946,0.02040816326530612,,0.13,0.5384615384615384,0.6363636363636364,0.7857142857142857,0.12,0.2916666666666667,0.3684210526315789,0.5714285714285714,0.395,0.4936708860759494,0.4936708860759494,0.7435897435897436,0.075,0.09523809523809523,,,0.10606060606060606,0.7142857142857143,0.485,0.47237349999999995,0.46331944444444445,0.4659250000000001,0.06635071090047394,0.09352517985611511,0.0421455938697318,0.37547892720306514,13.117054263565894,0.35919540229885055,7.0,2.0,6.0,24.0,56.0,,3.0,25.0,31.0,,5.0,11.0,31.0,84.0,9.0,56.0,24.0,0.9032258064516129,0.43661971830985913,,0.3548387096774194,0.43661971830985913,0.4666666666666667,0.4666666666666667,1.0,0.28,0.42857142857142855,0.43636363636363634,0.14285714285714285,,0.09090909090909091,0.3333333333333333,0.3787878787878788,0.42857142857142855,24.79154929577465,2.0,9.0,1.0,2.0,1.0,1.0,0.014084507042253521,0.017857142857142856,0.875,0.09523809523809523,0.36,0.013888888888888888,,,,,,,,,,,,,True,,
201142,1610612760,Kevin Durant,Kevin Durant,201142,SEA,166081.0,2768,-653,5586,5595,1382.0,1284.0,705.0,11181,222.0,369.0,30.0,59.0,58.0,87.0,90.0,265.0,216.0,527.0,16.0,528.0,1161.0,205.0,391.0,1624.0,6276,58.0,124.0,28.0,153.0,122.0,250.0,142.0,446.0,586.0,470.0,42.0,83.0,169.0,23.0,192.0,19.0,4.0,77.0,30.0,62.0,407.0,7.0,62.0,1.0,73.0,203.0,2.0,278.0,70.0,348.0,10.0,78.0,58.0,20.0,137.0,16.0,67.0,95.0,70.0,10.0,232.0,15.0,69.0,63.0,122.0,1.0,27.0,310.0,9.0,6.0,448.0,37.0,186.0,38.0,71.0,37.0,22.0,75.0,44.0,1.0,,1.0,446.0,1382.0,12.0,34.0,0.5549242424242424,0.5779092702169625,0.45478036175710596,0.46774193548387094,0.488,0.4513177159590044,0.4280821917808219,0.5033112582781457,0.5144694533762058,0.471875,0.5898123324396782,0.1500732064421669,0.0714900947459087,0.14092140921409213,0.08679245283018867,0.015180265654648957,27.756180998289533,0.5905172413793104,0.01092896174863388,0.007194244604316547,0.10315040650406504,0.02679343128781331,0.11717495987158909,0.017543859649122806,0.10652257815515245,0.025433099889421305,0.04285714285714286,0.023088023088023088,0.01917255297679112,0.013201320132013201,0.03125,0.09204368174726989,0.08818342151675485,0.12368421052631579,0.1141552511415525,0.12432432432432433,0.014577259475218658,0.5866666666666667,0.27013177159590046,0.6016260162601627,0.7003154574132492,0.5045045045045045,0.19399707174231332,0.33962264150943394,0.371900826446281,0.3,0.3857979502196193,0.4098671726755218,0.4161849710982659,0.7129629629629629,0.01171303074670571,0.4041095890410959,0.5084745762711864,0.23333333333333334,0.28807947019867547,0.6666666666666666,0.42020497803806733,0.48381216117216114,0.4880456000000001,0.47921976744186034,0.12392880685563612,0.14198473282442747,0.09421182266009852,0.2746305418719212,10.50086132644272,0.24740422484783386,6.0,,1.0,53.0,189.0,3.0,22.0,51.0,59.0,3.0,22.0,20.0,52.0,165.0,12.0,188.0,53.0,0.9322033898305084,0.28780487804878047,0.13636363636363635,0.38461538461538464,0.28921568627450983,0.375,0.375,1.0,0.1383601756954612,0.2804232804232804,0.28342245989304815,0.1506849315068493,0.13636363636363635,0.0033112582781456954,,0.16887417218543047,0.28191489361702127,25.48926829268292,,20.0,2.0,18.0,10.0,2.0,0.00975609756097561,0.010582010582010581,0.9245283018867925,,0.39215686274509803,0.00966183574879227,1.0,31.0,4.0,2.0,2.0,12.0,1.0,,,,,,True,,
2555,1610612760,Nick Collison,Nick Collison,2555,SEA,95294.0,1588,-322,3185,3174,836.0,733.0,421.0,6359,137.0,225.0,50.0,97.0,42.0,57.0,23.0,74.0,44.0,140.0,,204.0,439.0,2.0,93.0,501.0,3603,56.0,114.0,33.0,145.0,52.0,94.0,28.0,132.0,260.0,148.0,84.0,55.0,71.0,17.0,88.0,13.0,4.0,43.0,6.0,22.0,193.0,21.0,161.0,6.0,75.0,219.0,36.0,330.0,188.0,518.0,13.0,31.0,25.0,6.0,40.0,5.0,17.0,45.0,23.0,11.0,85.0,12.0,19.0,102.0,178.0,23.0,20.0,123.0,18.0,13.0,125.0,21.0,62.0,11.0,42.0,32.0,9.0,42.0,27.0,2.0,1.0,5.0,132.0,836.0,16.0,10.0,0.6372549019607843,0.8024691358024691,0.4646924829157175,0.49122807017543857,0.5531914893617021,0.46258503401360546,0.49122807017543857,0.5416666666666666,0.5081135902636917,0.5492424242424242,0.584070796460177,0.0045351473922902496,0.1252847380410023,0.18222222222222223,0.1891891891891892,,15.634298079523939,0.47058823529411764,0.3333333333333333,0.07792207792207792,0.1980108499095841,0.12087087087087087,0.211864406779661,0.0963302752293578,0.20136986301369864,0.11741935483870967,0.12332439678284182,0.10416666666666667,0.13043478260869565,0.07975460122699386,0.14545454545454545,0.17857142857142858,0.2276923076923077,0.19184652278177458,0.21862348178137653,0.19626168224299065,0.07344632768361582,0.6428571428571429,0.5102040816326531,0.6088888888888889,0.7445652173913043,0.5912408759124088,0.16780045351473924,0.3108108108108108,0.38333333333333336,0.391304347826087,0.31746031746031744,0.3142857142857143,0.3142857142857143,0.9090909090909091,,0.8508771929824561,0.5154639175257731,0.14,0.59375,0.7368421052631579,0.5147392290249433,0.4871176136363635,0.533412037037037,0.4871510526315788,0.12863070539419086,0.12916666666666668,0.2894211576846307,0.2634730538922156,7.327562642369018,0.26248037676609104,,,,,2.0,,,2.0,,,,,2.0,,,1.0,,,,,,,,,,0.0045351473922902496,,,,,,,0.020833333333333332,,49.1,,,,6.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,True,,
1922,1610612760,Francisco Elson,Francisco Elson,1922,SEA,11985.0,200,-73,406,407,101.0,121.0,50.0,813,5.0,8.0,1.0,3.0,,,7.0,17.0,11.0,36.0,,23.0,61.0,1.0,4.0,50.0,446,2.0,7.0,2.0,6.0,6.0,12.0,1.0,13.0,30.0,16.0,2.0,3.0,4.0,1.0,5.0,1.0,,3.0,1.0,,11.0,,13.0,,12.0,21.0,3.0,36.0,13.0,49.0,,6.0,3.0,3.0,6.0,1.0,5.0,8.0,1.0,1.0,14.0,1.0,2.0,16.0,26.0,,3.0,11.0,1.0,3.0,7.0,2.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,,,1.0,13.0,101.0,2.0,,0.6521739130434783,0.6818181818181818,0.3770491803278688,0.2857142857142857,0.5,0.3709677419354839,0.25,0.5,0.38461538461538464,0.3,0.5,0.016129032258064516,0.04918032786885246,0.125,0.11764705882352941,,16.631130063965884,0.42857142857142855,0.21428571428571427,,0.16535433070866143,0.06598984771573604,0.19672131147540983,,0.17553191489361702,0.05963302752293578,0.06976744186046512,0.05084745762711865,0.07368421052631578,,,0.1,0.15789473684210525,0.22448979591836735,0.22448979591836735,0.08333333333333333,,0.5,0.12903225806451613,0.625,0.7142857142857143,0.8,0.27419354838709675,0.4117647058823529,0.4666666666666667,0.42857142857142855,0.5806451612903226,0.3055555555555556,0.3055555555555556,0.7272727272727273,,0.375,0.3333333333333333,,,,0.14516129032258066,0.4178596774193548,0.4772857142857143,0.3984083333333333,0.0625,0.06349206349206349,0.12,0.26,12.945901639344259,0.24876847290640394,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,0.016129032258064516,,,0.125,,,,,,24.8,,,,2.0,,,,,,,,,,,,,,,,,,,,,True,,
2557,1610612760,Luke Ridnour,Luke Ridnour,2557,SEA,38564.0,643,-145,1297,1294,438.0,399.0,177.0,2591,15.0,39.0,2.0,3.0,6.0,15.0,14.0,42.0,28.0,68.0,9.0,57.0,149.0,36.0,38.0,182.0,1472,8.0,12.0,4.0,23.0,17.0,46.0,30.0,76.0,28.0,86.0,,11.0,110.0,20.0,130.0,12.0,8.0,55.0,12.0,43.0,280.0,,4.0,,7.0,37.0,1.0,45.0,4.0,49.0,1.0,22.0,9.0,13.0,24.0,8.0,21.0,17.0,3.0,2.0,41.0,1.0,15.0,39.0,75.0,1.0,,43.0,,2.0,46.0,1.0,10.0,14.0,8.0,4.0,3.0,8.0,5.0,,,,76.0,438.0,16.0,13.0,0.24561403508771928,0.24561403508771928,0.3825503355704698,0.6666666666666666,0.3695652173913043,0.3891891891891892,0.59375,0.3898305084745763,0.4375,0.6388888888888888,0.5066666666666667,0.1945945945945946,0.0738255033557047,0.20512820512820512,0.07142857142857142,,16.511318242343542,0.5853658536585366,0.01694915254237288,,0.08447488584474885,0.0074211502782931356,0.04895104895104895,,0.0757314974182444,0.006349206349206349,0.02040816326530612,0.0058823529411764705,,,,0.07352941176470588,0.06557377049180328,0.10555555555555556,0.031914893617021274,0.08163265306122448,0.009345794392523364,0.625,0.21081081081081082,0.38461538461538464,0.4838709677419355,0.13333333333333333,0.22702702702702704,0.3333333333333333,0.358974358974359,0.2857142857142857,0.3675675675675676,0.4117647058823529,0.4117647058823529,0.2857142857142857,0.04864864864864865,0.1875,0.6666666666666666,0.5,0.2542372881355932,0.4,0.40540540540540543,0.4600864864864863,0.4670433333333333,0.4584322033898305,0.05154639175257732,0.06329113924050633,0.12637362637362637,0.4175824175824176,11.109395973154362,0.33770239013107173,1.0,1.0,5.0,9.0,27.0,1.0,4.0,8.0,10.0,1.0,4.0,4.0,13.0,9.0,21.0,27.0,9.0,0.3,0.2777777777777778,0.25,0.3076923076923077,0.2777777777777778,0.1111111111111111,0.1111111111111111,1.0,0.14594594594594595,0.3333333333333333,0.3333333333333333,0.25,0.25,0.0847457627118644,0.2,0.13559322033898305,0.3333333333333333,25.111111111111118,,3.0,,3.0,2.0,,,,0.2222222222222222,,0.375,,,,,,,1.0,1.0,,,,,,True,,
201145,1610612760,Jeff Green,Jeff Green,201145,SEA,91711.0,1529,-461,3065,3094,676.0,569.0,400.0,6159,107.0,180.0,21.0,35.0,29.0,41.0,45.0,130.0,49.0,149.0,36.0,201.0,459.0,57.0,109.0,556.0,3528,24.0,55.0,21.0,72.0,46.0,91.0,31.0,132.0,246.0,156.0,36.0,34.0,73.0,9.0,82.0,4.0,5.0,29.0,9.0,35.0,173.0,9.0,59.0,,39.0,115.0,15.0,169.0,68.0,237.0,12.0,30.0,24.0,6.0,54.0,7.0,28.0,49.0,26.0,16.0,103.0,7.0,22.0,78.0,127.0,5.0,10.0,123.0,15.0,9.0,142.0,18.0,72.0,8.0,29.0,19.0,10.0,30.0,17.0,1.0,1.0,4.0,132.0,676.0,10.0,7.0,0.6119402985074627,0.6721311475409836,0.43790849673202614,0.43636363636363634,0.5054945054945055,0.4331395348837209,0.4396551724137931,0.463302752293578,0.4809688581314879,0.5,0.515625,0.11046511627906977,0.07407407407407407,0.12777777777777777,0.06923076923076923,0.013422818791946308,19.242723933314494,0.5242718446601942,0.19480519480519481,,0.10697674418604651,0.04496951219512195,0.10863509749303621,0.047872340425531915,0.10739191073919108,0.04533333333333334,0.05714285714285714,0.05670103092783505,0.029616724738675958,0.04195804195804196,0.06666666666666667,0.10422535211267606,0.09090909090909091,0.12135922330097088,0.12167300380228137,0.07291666666666667,0.04597701149425287,0.5666666666666667,0.3488372093023256,0.5944444444444444,0.6815286624203821,0.6448598130841121,0.25193798449612403,0.34615384615384615,0.371900826446281,0.4,0.28875968992248063,0.3288590604026846,0.3333333333333333,0.7346938775510204,0.06976744186046512,0.603448275862069,0.6,0.14285714285714285,0.3761467889908257,0.7073170731707317,0.45930232558139533,0.48865805825242714,0.5070156862745098,0.4963657407407406,0.12631578947368421,0.14035087719298245,0.12949640287769784,0.23741007194244604,8.272113289760352,0.22055464926590537,13.0,2.0,8.0,2.0,21.0,1.0,2.0,10.0,15.0,1.0,3.0,3.0,18.0,45.0,,20.0,2.0,1.0,0.2631578947368421,0.3333333333333333,0.16666666666666666,0.26785714285714285,0.3611111111111111,0.3611111111111111,1.0,0.040697674418604654,0.09523809523809523,0.1,0.034482758620689655,0.5,0.07339449541284404,0.25,0.09174311926605505,0.1,24.677192982456134,1.0,1.0,1.0,8.0,4.0,,0.017543859649122806,0.047619047619047616,1.0,0.017241379310344827,0.1,,1.0,,1.0,1.0,,,1.0,1.0,,,,,True,,
2248,1610612760,Earl Watson,Earl Watson,2248,SEA,113221.0,1887,-400,3810,3808,869.0,803.0,457.0,7618,90.0,167.0,9.0,18.0,24.0,41.0,34.0,95.0,112.0,245.0,21.0,236.0,507.0,107.0,90.0,679.0,4253,21.0,43.0,6.0,66.0,61.0,118.0,33.0,197.0,72.0,400.0,6.0,27.0,393.0,48.0,441.0,33.0,15.0,166.0,54.0,173.0,930.0,13.0,24.0,1.0,46.0,96.0,6.0,148.0,38.0,186.0,4.0,57.0,28.0,29.0,98.0,15.0,75.0,48.0,23.0,8.0,146.0,11.0,28.0,55.0,120.0,,10.0,115.0,3.0,7.0,116.0,14.0,50.0,12.0,10.0,7.0,1.0,10.0,1.0,,,,197.0,869.0,14.0,10.0,0.15254237288135594,0.15450643776824036,0.46548323471400394,0.4883720930232558,0.5169491525423728,0.4796416938110749,0.5263157894736842,0.5324675324675324,0.5112951807228916,0.559322033898305,0.569364161849711,0.1742671009771987,0.05325443786982249,0.10778443113772455,0.06315789473684211,0.012244897959183673,18.54653828519028,0.6712328767123288,0.05172413793103448,0.01020408163265306,0.06911447084233262,0.015444015444015444,0.10849056603773585,0.04961832061068702,0.07832322118036404,0.020374449339207047,0.024509803921568627,0.00646551724137931,0.016129032258064516,0.05472636815920398,0.03278688524590164,0.05803571428571429,0.06601466992665037,0.08082706766917293,0.0858085808580858,0.1652892561983471,0.013289036544850499,0.1,0.2719869706840391,0.5389221556886228,0.6040268456375839,0.12222222222222222,0.15472312703583063,0.35789473684210527,0.38202247191011235,0.11764705882352941,0.3990228013029316,0.45714285714285713,0.4628099173553719,0.1875,0.03420195439739414,0.3157894736842105,0.5,0.3333333333333333,0.2662337662337662,0.5853658536585366,0.44625407166123776,0.4813796084828711,0.47090212765957445,0.46255359477124186,0.07975460122699386,0.09208103130755065,0.09720176730486009,0.29013254786450665,10.881459566074954,0.22808398950131234,9.0,2.0,4.0,30.0,86.0,5.0,13.0,32.0,39.0,6.0,14.0,14.0,36.0,96.0,21.0,86.0,30.0,0.8205128205128205,0.3644859813084112,0.42857142857142855,0.3888888888888889,0.3644859813084112,0.42857142857142855,0.42857142857142855,1.0,0.14006514657980457,0.3488372093023256,0.35714285714285715,0.22807017543859648,0.38461538461538464,0.025974025974025976,0.5,0.2077922077922078,0.3488372093023256,25.215887850467293,1.0,12.0,2.0,4.0,1.0,2.0,0.018691588785046728,0.023255813953488372,0.7666666666666667,0.017543859649122806,0.375,0.01834862385321101,,,,,,2.0,1.0,,1.0,1.0,1.0,,True,,
2404,1610612760,Chris Wilcox,Chris Wilcox,2404,SEA,78360.0,1306,-280,2663,2658,540.0,452.0,319.0,5321,178.0,264.0,46.0,79.0,39.0,60.0,68.0,181.0,12.0,35.0,,258.0,480.0,2.0,118.0,634.0,2956,52.0,97.0,13.0,117.0,52.0,97.0,29.0,133.0,346.0,170.0,72.0,36.0,42.0,14.0,56.0,10.0,4.0,26.0,4.0,12.0,126.0,12.0,92.0,2.0,47.0,168.0,24.0,239.0,106.0,345.0,18.0,39.0,31.0,8.0,43.0,9.0,26.0,33.0,17.0,2.0,76.0,10.0,17.0,71.0,138.0,12.0,18.0,155.0,15.0,1.0,181.0,18.0,92.0,8.0,26.0,14.0,10.0,26.0,14.0,7.0,2.0,1.0,133.0,540.0,15.0,5.0,0.6705426356589147,0.7792792792792793,0.5375,0.5360824742268041,0.5360824742268041,0.5352697095435685,0.5360824742268041,0.5252525252525253,0.5620567375886525,0.5467289719626168,0.5541666666666667,0.004149377593360996,0.075,0.09090909090909091,0.06629834254143646,,20.97833223900197,0.5657894736842105,0.2727272727272727,0.02631578947368421,0.17177914110429449,0.08526413345690455,0.16967509025270758,0.06349206349206349,0.17131474103585656,0.08201892744479496,0.1178343949044586,0.08108108108108109,0.06481481481481481,0.06382978723404255,0.0625,0.1492063492063492,0.2066420664206642,0.16581632653061223,0.1956521739130435,0.11827956989247312,0.0972972972972973,0.5384615384615384,0.5477178423236515,0.6742424242424242,0.7416666666666667,0.7134831460674157,0.3755186721991701,0.3756906077348066,0.40236686390532544,0.5735294117647058,0.07261410788381743,0.34285714285714286,0.34285714285714286,0.5833333333333334,,0.8144329896907216,0.5822784810126582,0.2391304347826087,0.6060606060606061,0.65,0.5518672199170125,0.5001404365904366,0.5441413793103449,0.5274107142857142,0.16546762589928057,0.16606498194945848,0.18454258675078863,0.20977917981072555,4.517500000000001,0.20277882087870822,,,,,2.0,,,2.0,,,,,2.0,,,2.0,,,,,,,,,,0.004149377593360996,,,,,,,0.020202020202020204,,32.2,,,,1.0,,,,,,,,,,,,,,2.0,,1.0,,,,,True,,
