EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Clear Path Fouls,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,BlockedArc3,3SecondViolations,on
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,38764.0,646,-37,1213,1231,332,377,149,2444,62.0,102.0,22.0,37.0,15.0,28.0,11.0,38.0,13.0,36.0,1.0,3.0,1.0,1.0,1.0,86.0,176,1.0,4.0,45.0,220,1375,24.0,43.0,9.0,57.0,19.0,44.0,2.0,11.0,49.0,102.0,70.0,3.0,38.0,1.0,22.0,19.0,8.0,27.0,5.0,3.0,14.0,2.0,3.0,62.0,7.0,56.0,2.0,25,61,14.0,100,65.0,165,7.0,18.0,14.0,4.0,17.0,4.0,11.0,20.0,2.0,6.0,5.0,37.0,3.0,8.0,68.0,120.0,9.0,5.0,53.0,1.0,6.0,69.0,7.0,34.0,4.0,49.0,33.0,1.0,15.0,49.0,30.0,5.0,1.0,2.0,49.0,332,11.0,4.0,0.5930232558139535,0.7611940298507462,1.0,0.25,0.25,0.48863636363636365,0.5581395348837209,0.4318181818181818,0.4861111111111111,0.5581395348837209,0.41304347826086957,0.5213270142180095,0.59375,0.4375,0.022222222222222223,0.125,0.1568627450980392,0.15789473684210525,17.932031814895154,0.4594594594594595,0.358974358974359,0.0625,0.16576086956521738,0.1330166270783848,0.14619883040935672,0.05737704918032787,0.15955473098330242,0.11602209944751381,0.17557251908396945,0.16521739130434782,0.08,0.05102040816326531,0.08333333333333333,0.18181818181818182,0.15151515151515152,0.16058394160583941,0.12396694214876033,0.2,0.1,0.6122448979591837,0.5666666666666667,0.6078431372549019,0.7209302325581395,0.5645161290322581,0.2111111111111111,0.2894736842105263,0.34375,0.5454545454545454,0.2,0.3611111111111111,0.3611111111111111,0.7692307692307693,0.016666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.005555555555555556,0.8604651162790697,0.5945945945945946,0.09090909090909091,0.6086956521739131,0.5357142857142857,0.021739130434782608,0.021739130434782608,0.5888888888888889,0.5138444134078215,0.5491923076923078,0.5256244444444444,0.1642512077294686,0.16748768472906403,0.2590909090909091,0.22272727272727272,5.898295454545453,27.25,0.2737015663643858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,82148.0,1369,74,2549,2556,574,578,343,5105,55.0,84.0,5.0,6.0,13.0,19.0,26.0,58.0,24.0,66.0,1.0,6.0,3.0,38.0,12.0,105.0,208,13.0,44.0,106.0,355,2832,7.0,14.0,2.0,19.0,27.0,47.0,15.0,55.0,118.0,74.0,136.0,27.0,2.0,38.0,9.0,151.0,72.0,223.0,54.0,18.0,73.0,20.0,58.0,518.0,3.0,10.0,,34,77,,111,13.0,124,3.0,43.0,28.0,15.0,28.0,14.0,23.0,37.0,4.0,5.0,4.0,65.0,5.0,12.0,21.0,51.0,,8.0,117.0,2.0,13.0,136.0,12.0,56.0,18.0,2.0,1.0,1.0,,2.0,2.0,,,2.0,118.0,574,7.0,14.0,0.3523809523809524,0.3557692307692308,0.6923076923076923,0.29545454545454547,0.29545454545454547,0.5048076923076923,0.5,0.574468085106383,0.49404761904761907,0.4722222222222222,0.5080645161290323,0.5636942675159236,0.5,0.6344086021505376,0.1746031746031746,0.04326923076923077,0.08333333333333333,0.034482758620689655,12.77533039647577,0.4307692307692308,,,0.09697732997481108,0.01141552511415525,0.1033434650455927,0.009345794392523364,0.09884238646482636,0.01086048454469507,0.015625,0.01107011070110701,0.008595988538681949,0.012711864406779662,,0.08225108225108226,0.08571428571428572,0.11331444759206799,0.09917355371900827,0.11494252873563218,0.02459016393442623,1.0,0.3333333333333333,0.6547619047619048,0.7142857142857143,0.4,0.23015873015873015,0.4482758620689655,0.4642857142857143,0.23076923076923078,0.2619047619047619,0.36363636363636365,0.36363636363636365,0.375,0.023809523809523808,0.16666666666666666,0.16666666666666666,1.0,0.15079365079365079,0.3333333333333333,0.8333333333333334,,0.3064516129032258,0.6842105263157895,0.04838709677419355,0.1935483870967742,0.5079365079365079,0.502156374501992,0.5075666666666667,0.48299262295081963,0.1891891891891892,0.2222222222222222,0.05352112676056338,0.3323943661971831,8.76105769230769,25.309090909090912,0.22518634758728914,1.0,12.0,1.0,4.0,2.0,1.0,4.0,3.0,12.0,12.0,1.0,1.0,0.25,0.2,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.2222222222222222,0.25,1.0,0.3333333333333333,0.16666666666666666,0.3157894736842105,,,,,,,,,,,,,,,,,,,True
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,112695.0,1878,216,3545,3514,755,834,488,7059,150.0,240.0,51.0,84.0,29.0,46.0,87.0,208.0,71.0,192.0,12.0,49.0,8.0,177.0,25.0,308.0,640,74.0,226.0,186.0,1024,3811,66.0,123.0,40.0,178.0,48.0,106.0,33.0,53.0,173.0,346.0,270.0,210.0,86.0,175.0,33.0,47.0,29.0,76.0,23.0,6.0,27.0,5.0,15.0,181.0,27.0,101.0,8.0,80,253,32.0,365,136.0,501,19.0,52.0,35.0,17.0,30.0,6.0,21.0,25.0,4.0,9.0,4.0,55.0,7.0,10.0,69.0,123.0,8.0,8.0,200.0,18.0,11.0,254.0,29.0,117.0,17.0,21.0,20.0,,1.0,21.0,12.0,,,1.0,173.0,755,12.0,14.0,0.5616883116883117,0.6528301886792452,0.9459459459459459,0.3274336283185841,0.33035714285714285,0.48125,0.5365853658536586,0.4528301886792453,0.4838337182448037,0.5267175572519084,0.4316546762589928,0.5245901639344263,0.5816993464052288,0.5118343195266272,0.26096997690531176,0.0515625,0.07916666666666666,0.04326923076923077,24.963609898107716,0.5454545454545454,0.32,0.06956521739130435,0.22290748898678414,0.08086469175340272,0.16985138004246284,0.05567010309278351,0.20734744707347447,0.07381776239907728,0.08533333333333333,0.07736389684813753,0.08,0.046831955922865015,0.08196721311475409,0.19883040935672514,0.2645161290322581,0.21325051759834368,0.15625,0.21008403361344538,0.04279279279279279,0.5714285714285714,0.27713625866050806,0.625,0.6787330316742082,0.5466666666666666,0.24018475750577367,0.4182692307692308,0.4371859296482412,0.39080459770114945,0.22170900692840648,0.3697916666666667,0.37967914438502676,0.8028169014084507,0.05658198614318707,0.24489795918367346,0.24489795918367346,1.0,0.20438799076212472,0.6412213740458015,0.6071428571428571,0.17647058823529413,0.33093525179856115,0.6304347826086957,0.05755395683453238,0.17985611510791366,0.5381062355658198,0.4928739583333334,0.5186414414414415,0.4934692028985508,0.12930135557872785,0.16071428571428573,0.173828125,0.1689453125,8.67171875,25.28716814159292,0.21297602256699577,2.0,62.0,1.0,7.0,6.0,2.0,8.0,8.0,12.0,62.0,,,0.25,0.24242424242424243,0.3502824858757062,0.3583815028901734,0.9354838709677419,0.05343511450381679,0.14285714285714285,1.0,0.25,0.24,0.35428571428571426,1.0,1.0,2.0,4.0,2.0,7.0,0.017699115044247787,0.026041666666666668,0.022598870056497175,0.007633587786259542,1.0,1.0,0.030303030303030304,,,,,,True
201156,1610612764,Nick Young,Nick Young,201156,WAS,26394.0,440,-25,840,839,193,249,117,1679,27.0,50.0,6.0,9.0,4.0,6.0,3.0,26.0,32.0,69.0,4.0,8.0,2.0,23.0,6.0,62.0,145,15.0,31.0,36.0,205,938,11.0,20.0,4.0,32.0,8.0,29.0,8.0,22.0,47.0,40.0,84.0,45.0,8.0,22.0,10.0,20.0,6.0,26.0,5.0,1.0,8.0,4.0,8.0,58.0,2.0,10.0,1.0,13,21,,34,13.0,47,1.0,13.0,7.0,6.0,11.0,2.0,3.0,20.0,,8.0,5.0,31.0,,7.0,24.0,64.0,,7.0,34.0,1.0,,39.0,3.0,17.0,4.0,1.0,1.0,,,2.0,2.0,,,,47.0,193,5.0,4.0,0.3225806451612903,0.3448275862068966,1.0,0.4838709677419355,0.5,0.42758620689655175,0.55,0.27586206896551724,0.48011363636363635,0.6363636363636364,0.33783783783783783,0.5283505154639175,0.6666666666666666,0.4895833333333333,0.17613636363636365,0.06896551724137931,0.08,0.23076923076923078,22.93577981651376,0.3548387096774194,,0.05555555555555555,0.07720588235294118,0.03076923076923077,0.1111111111111111,0.023809523809523808,0.08740359897172237,0.029339853300733496,0.02912621359223301,0.011494252873563218,0.044444444444444446,0.02857142857142857,,0.07142857142857142,0.09859154929577464,0.06837606837606838,0.08536585365853659,0.17142857142857143,0.011627906976744186,1.0,0.2840909090909091,0.54,0.5869565217391305,0.4444444444444444,0.14772727272727273,0.11538461538461539,0.15,,0.39204545454545453,0.463768115942029,0.463768115942029,0.25,0.045454545454545456,0.5,0.5,1.0,0.13068181818181818,0.4090909090909091,0.6666666666666666,,0.16216216216216217,0.6666666666666666,0.05405405405405406,0.16216216216216217,0.4602272727272727,0.47555833333333336,0.4759055555555556,0.43823571428571434,0.08947368421052632,0.1069182389937107,0.15609756097560976,0.22926829268292684,10.437241379310347,25.84516129032258,0.22976190476190475,1.0,11.0,2.0,2.0,2.0,2.0,2.0,3.0,,11.0,,,1.0,0.375,0.4782608695652174,0.4782608695652174,1.0,0.09090909090909091,1.0,1.0,0.5,0.3333333333333333,0.5,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,True
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,138836.0,2314,169,4334,4325,920,1032,583,8659,177.0,264.0,41.0,58.0,35.0,47.0,38.0,118.0,158.0,376.0,12.0,29.0,5.0,156.0,45.0,373.0,758,66.0,185.0,236.0,1180,4708,55.0,98.0,29.0,157.0,68.0,126.0,50.0,109.0,287.0,312.0,434.0,108.0,50.0,151.0,44.0,219.0,65.0,284.0,47.0,18.0,140.0,31.0,48.0,633.0,19.0,72.0,2.0,74,204,17.0,295,93.0,388,18.0,128.0,88.0,40.0,82.0,24.0,55.0,68.0,4.0,27.0,9.0,150.0,12.0,35.0,64.0,160.0,6.0,20.0,211.0,7.0,5.0,262.0,22.0,94.0,35.0,19.0,14.0,1.0,4.0,20.0,13.0,,,3.0,287.0,920,25.0,34.0,0.41823056300268097,0.4482758620689655,0.5454545454545454,0.3567567567567568,0.36666666666666664,0.4920844327176781,0.5612244897959183,0.5396825396825397,0.5005302226935313,0.5765765765765766,0.5056818181818182,0.5518060836501901,0.62,0.6125541125541125,0.19618239660657477,0.05804749340369393,0.0946969696969697,0.11864406779661017,23.905254777070063,0.5466666666666666,0.14782608695652175,0.015384615384615385,0.14581844174410294,0.047619047619047616,0.1269296740994854,0.0338680926916221,0.14026236125126135,0.04389773275446213,0.07221006564551423,0.052256532066508314,0.026813880126182965,0.04009433962264151,0.014598540145985401,0.12296983758700696,0.14673913043478262,0.16166666666666665,0.13348946135831383,0.10897435897435898,0.0410958904109589,0.65,0.2799575821845175,0.6704545454545454,0.7405857740585774,0.4745762711864407,0.12513255567338283,0.3220338983050847,0.36538461538461536,0.34210526315789475,0.3987274655355249,0.42021276595744683,0.42587601078167114,0.37341772151898733,0.030752916224814422,0.41379310344827586,0.41379310344827586,0.5833333333333334,0.16542948038176034,0.5225225225225225,0.7068965517241379,0.1951219512195122,0.26704545454545453,0.7446808510638298,0.028409090909090908,0.2556818181818182,0.47613997879109227,0.47971925133689824,0.4904758241758243,0.4563618343195265,0.0943952802359882,0.11325301204819277,0.13305084745762713,0.24322033898305084,10.847757255936678,26.17297297297298,0.21227503461006,1.0,54.0,5.0,10.0,13.0,6.0,13.0,14.0,90.0,54.0,1.0,21.0,0.46153846153846156,0.28,0.34615384615384615,0.35294117647058826,0.5370370370370371,0.09009009009009009,0.5,0.6,0.2,0.28888888888888886,0.3576158940397351,1.0,3.0,5.0,3.0,,2.0,0.016216216216216217,0.013297872340425532,0.019230769230769232,0.02702702702702703,0.3333333333333333,1.0,0.0106951871657754,3.0,1.0,,1.0,,True
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,98570.0,1643,183,3074,3061,585,621,422,6135,43.0,90.0,5.0,12.0,8.0,22.0,7.0,24.0,40.0,110.0,32.0,82.0,19.0,167.0,34.0,90.0,224,98.0,249.0,82.0,556,3300,6.0,17.0,2.0,44.0,18.0,49.0,53.0,32.0,122.0,72.0,108.0,264.0,4.0,165.0,19.0,108.0,46.0,154.0,37.0,9.0,57.0,16.0,35.0,354.0,16.0,10.0,1.0,46,78,5.0,129,27.0,156,8.0,44.0,28.0,16.0,32.0,12.0,21.0,33.0,4.0,11.0,4.0,65.0,9.0,14.0,31.0,68.0,2.0,9.0,93.0,3.0,15.0,106.0,7.0,43.0,9.0,10.0,6.0,1.0,3.0,12.0,9.0,,,,122.0,585,5.0,10.0,0.4,0.4090909090909091,0.8979591836734694,0.39357429718875503,0.3967611336032389,0.4017857142857143,0.35294117647058826,0.3673469387755102,0.5010570824524313,0.525,0.4411764705882353,0.5335892514395394,0.5365853658536586,0.5083333333333333,0.5264270613107822,0.08482142857142858,0.16666666666666666,0.08333333333333333,16.39160839160839,0.49230769230769234,0.06172839506172839,0.010416666666666666,0.07654563297350343,0.00940733772342427,0.11165048543689321,0.03747072599531616,0.08665269042627533,0.0174496644295302,0.0125,0.006622516556291391,0.009070294784580499,0.03503184713375796,0.04424778761061947,0.07120743034055728,0.05426356589147287,0.09360730593607305,0.10774410774410774,0.12173913043478261,0.03137254901960784,0.75,0.19027484143763213,0.4777777777777778,0.5733333333333334,0.3488372093023256,0.0507399577167019,0.2916666666666667,0.3181818181818182,,0.23255813953488372,0.36363636363636365,0.37037037037037035,0.525,0.1733615221987315,0.3902439024390244,0.3902439024390244,0.96875,0.35306553911205074,0.3,0.4166666666666667,0.2,0.21568627450980393,0.36363636363636365,0.18627450980392157,0.3333333333333333,0.7167019027484144,0.5210211991434691,0.5279705882352941,0.517568556701031,0.08984375,0.16538461538461538,0.07913669064748201,0.21942446043165467,10.623660714285716,25.301204819277103,0.19030579050097593,8.0,66.0,9.0,16.0,10.0,10.0,23.0,18.0,30.0,66.0,,,0.43478260869565216,0.33962264150943394,0.39520958083832336,0.4,0.8636363636363636,0.4,0.5625,0.6666666666666666,0.42105263157894735,0.29411764705882354,0.4,1.0,7.0,2.0,2.0,,3.0,0.008032128514056224,0.01818181818181818,0.011976047904191617,0.175,0.14285714285714285,1.0,0.011904761904761904,,2.0,,2.0,,True
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,87320.0,1455,107,2696,2684,414,531,369,5380,166.0,248.0,68.0,108.0,21.0,31.0,45.0,124.0,5.0,24.0,,,,,,216.0,396,,,143.0,575,2929,71.0,123.0,51.0,193.0,29.0,53.0,,23.0,81.0,226.0,206.0,,96.0,,42.0,24.0,19.0,43.0,15.0,4.0,8.0,3.0,13.0,105.0,35.0,145.0,3.0,63,120,19.0,202,183.0,385,13.0,20.0,13.0,7.0,26.0,,4.0,45.0,3.0,22.0,10.0,71.0,9.0,10.0,82.0,146.0,12.0,15.0,160.0,13.0,13.0,190.0,24.0,101.0,6.0,81.0,47.0,3.0,31.0,81.0,56.0,4.0,2.0,15.0,81.0,414,10.0,5.0,0.5231481481481481,0.6726190476190477,,,,0.5454545454545454,0.5772357723577236,0.5471698113207547,0.5454545454545454,0.5772357723577236,0.5471698113207547,0.6002087682672234,0.652027027027027,0.5869565217391305,,0.10606060606060606,0.125,0.07258064516129033,17.52150366358713,0.36619718309859156,0.3220338983050847,0.036585365853658534,0.1301518438177874,0.15409139213602552,0.18051575931232092,0.09333333333333334,0.14398111723052714,0.13677811550151975,0.26334519572953735,0.12867647058823528,0.09278350515463918,0.09712230215827339,0.08247422680412371,0.08,0.12605042016806722,0.16625916870415647,0.1937984496124031,0.14285714285714285,0.09420289855072464,0.691358024691358,0.6262626262626263,0.6693548387096774,0.7649769585253456,0.5240963855421686,0.31313131313131315,0.3629032258064516,0.391304347826087,0.4888888888888889,0.06060606060606061,0.20833333333333334,0.22727272727272727,0.8,,,,,,0.8780487804878049,0.6296296296296297,0.08823529411764706,0.5849056603773585,0.6774193548387096,,,0.6262626262626263,0.5230479797979798,0.5577807692307692,0.5002490566037736,0.2135306553911205,0.2135306553911205,0.3356521739130435,0.1408695652173913,3.9535353535353543,,0.15356083086053413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,,,,,,1.0,,,,8.0,True
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,20671.0,345,10,683,678,200,197,97,1361,19.0,34.0,4.0,6.0,8.0,12.0,5.0,12.0,23.0,53.0,1.0,4.0,1.0,56.0,18.0,47.0,99,17.0,60.0,61.0,206,721,5.0,8.0,6.0,25.0,15.0,36.0,19.0,27.0,75.0,30.0,64.0,24.0,,56.0,6.0,44.0,11.0,55.0,7.0,4.0,26.0,5.0,13.0,121.0,2.0,3.0,1.0,14,16,,30,6.0,36,2.0,16.0,5.0,11.0,24.0,9.0,13.0,17.0,2.0,11.0,2.0,41.0,3.0,12.0,6.0,20.0,,2.0,53.0,,,81.0,10.0,32.0,9.0,,,,,1.0,,2.0,,1.0,75.0,200,4.0,9.0,0.3191489361702128,0.3191489361702128,0.47058823529411764,0.2833333333333333,0.2833333333333333,0.47474747474747475,0.625,0.4166666666666667,0.4559748427672956,0.6785714285714286,0.43636363636363634,0.5235602094240838,0.7352941176470589,0.5214285714285715,0.37735849056603776,0.06060606060606061,0.029411764705882353,0.25,29.07268170426065,0.5853658536585366,,0.034482758620689655,0.07881773399014778,0.012096774193548387,0.12389380530973451,0.022222222222222223,0.0949367088607595,0.014792899408284023,0.03409090909090909,,,0.027777777777777776,,0.03571428571428571,0.05,0.12643678160919541,0.13333333333333333,0.08695652173913043,0.022727272727272728,,0.2138364779874214,0.5588235294117647,0.5757575757575758,0.3157894736842105,0.07547169811320754,0.4166666666666667,0.5555555555555556,0.2,0.3333333333333333,0.4339622641509434,0.45098039215686275,0.34782608695652173,0.025157232704402517,0.25,0.25,,0.3522012578616352,0.42857142857142855,0.6666666666666666,0.5,0.21818181818181817,0.6666666666666666,0.01818181818181818,0.32727272727272727,0.5911949685534591,0.5106512578616352,0.5881045454545455,0.4837536363636363,0.1813186813186813,0.2644628099173554,0.12135922330097088,0.3640776699029126,11.648484848484848,25.451666666666664,0.29282576866764276,,16.0,3.0,5.0,6.0,3.0,6.0,6.0,27.0,16.0,,6.0,0.5,0.3157894736842105,0.2857142857142857,0.2857142857142857,0.5,0.35714285714285715,0.6,0.6666666666666666,,0.3333333333333333,0.2857142857142857,,1.0,,,,1.0,,0.03773584905660377,,0.07142857142857142,,,0.01639344262295082,,1.0,,1.0,,True
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,43740.0,729,87,1352,1343,277,345,165,2695,16.0,26.0,2.0,3.0,,3.0,2.0,8.0,34.0,75.0,12.0,30.0,2.0,103.0,19.0,52.0,109,60.0,133.0,21.0,305,1450,7.0,13.0,1.0,18.0,8.0,16.0,21.0,8.0,39.0,56.0,48.0,141.0,,103.0,5.0,41.0,12.0,53.0,9.0,3.0,16.0,7.0,18.0,118.0,1.0,5.0,,17,31,,48,6.0,54,1.0,20.0,15.0,5.0,18.0,8.0,12.0,15.0,1.0,6.0,,33.0,1.0,4.0,30.0,73.0,1.0,1.0,21.0,2.0,2.0,22.0,2.0,7.0,2.0,6.0,3.0,1.0,2.0,7.0,6.0,,,1.0,39.0,277,14.0,2.0,0.5384615384615384,0.5384615384615384,0.7833333333333333,0.45112781954887216,0.45112781954887216,0.47706422018348627,0.5384615384615384,0.5,0.5867768595041323,0.425,0.4189189189189189,0.6075697211155379,0.45,0.47560975609756095,0.5495867768595041,0.045871559633027525,0.07692307692307693,0.125,18.34625322997416,0.5454545454545454,,,0.07013574660633484,0.011013215859030838,0.09444444444444444,0.0056179775280898875,0.07717041800643087,0.00949367088607595,0.007692307692307693,0.024390243902439025,0.004975124378109453,0.007246376811594203,,0.05517241379310345,0.034782608695652174,0.1043956043956044,0.09230769230769231,0.1,0.00819672131147541,0.8571428571428571,0.10743801652892562,0.6153846153846154,0.6666666666666666,0.5625,0.03305785123966942,0.25,0.2857142857142857,,0.30991735537190085,0.4533333333333333,0.4657534246575342,0.5588235294117647,0.12396694214876033,0.4,0.4,0.9166666666666666,0.4256198347107438,0.15,0.6666666666666666,,0.08108108108108109,,0.05405405405405406,0.5135135135135135,0.6570247933884298,0.5044725206611569,0.5054384615384615,0.45873108108108107,0.03614457831325301,0.06140350877192982,0.05901639344262295,0.12786885245901639,14.219266055045873,25.03984962406016,0.20488165680473372,,48.0,1.0,6.0,5.0,1.0,7.0,5.0,39.0,48.0,1.0,,0.14285714285714285,0.23809523809523808,0.46601941747572817,0.4752475247524752,0.75,0.3,0.16666666666666666,1.0,,0.2631578947368421,0.46601941747572817,,1.0,,2.0,,2.0,0.015037593984962405,0.02666666666666667,0.019417475728155338,0.05,,,0.014814814814814815,2.0,1.0,1.0,,,True
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,35606.0,593,116,1109,1098,280,291,148,2207,47.0,82.0,3.0,18.0,5.0,16.0,22.0,47.0,24.0,55.0,,,,1.0,1.0,93.0,184,,1.0,26.0,212,1147,5.0,26.0,5.0,15.0,16.0,41.0,1.0,16.0,48.0,142.0,44.0,,6.0,1.0,14.0,32.0,9.0,41.0,9.0,,23.0,1.0,8.0,91.0,8.0,29.0,,23,47,4.0,74,37.0,111,4.0,23.0,9.0,14.0,20.0,5.0,14.0,15.0,2.0,6.0,4.0,35.0,2.0,6.0,38.0,76.0,7.0,3.0,28.0,3.0,2.0,26.0,3.0,11.0,3.0,2.0,1.0,,1.0,2.0,2.0,,,,48.0,280,6.0,3.0,0.7634408602150538,0.7888888888888889,,,,0.5054347826086957,0.19230769230769232,0.3902439024390244,0.5027027027027027,0.19230769230769232,0.38095238095238093,0.5382653061224489,0.25,0.47959183673469385,0.005405405405405406,0.07608695652173914,0.10975609756097561,0.0851063829787234,18.0327868852459,0.5714285714285714,0.15384615384615385,,0.13623188405797101,0.07733333333333334,0.1513157894736842,0.06557377049180328,0.14084507042253522,0.0744466800804829,0.08695652173913043,0.08163265306122448,0.06790123456790123,0.07142857142857142,0.041666666666666664,0.16326530612244897,0.13793103448275862,0.11875,0.16363636363636364,0.11904761904761904,0.05263157894736842,1.0,0.44324324324324327,0.573170731707317,0.6438356164383562,0.7659574468085106,0.25405405405405407,0.46808510638297873,0.5116279069767442,0.5454545454545454,0.2972972972972973,0.43636363636363634,0.4444444444444444,0.9583333333333334,,,,,0.005405405405405406,0.6923076923076923,0.16666666666666666,,0.38095238095238093,0.3125,,0.023809523809523808,0.4486486486486487,0.47562540540540527,0.5034500000000001,0.4157333333333333,0.05699481865284974,0.057291666666666664,0.07075471698113207,0.22641509433962265,8.247826086956522,24.3,0.25247971145175835,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.01818181818181818,,,,,,,,,,,True
