EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,ShortMidRangeFGA,FG2A,PenaltyFG2A,Usage,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,LongMidRangeFGA,Blocked2s,BlockedShortMidRange,Blocks,LongMidRangeFrequency,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,on,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTDefRebounds,DeadBallTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGM,LongMidRangeFGM,Arc3FGA,FG3A,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,FG3APct,LongMidRangePctBlocked,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveMakes,BlockedCorner3
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,120.0,2,-3.0,4,3,4.0,1.0,7,3,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,1610612759,Francisco Elson,Francisco Elson,1922,SAS,120.0,2,-3.0,4,3,4.0,1.0,7,3,4.0,1.0,1.0,1.0,1.0,20.0,1.0,0.2861,0.2861,11.1,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201173,1610612759,Marcus Williams,Marcus Williams,201173,SAS,120.0,2,-3.0,4,3,4.0,1.0,7,3,4.0,1.0,,1.0,1.0,20.0,,0.3588,0.3588,19.1,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,1610612759,Ime Udoka,Ime Udoka,2137,SAS,120.0,2,-3.0,4,3,4.0,1.0,7,3,4.0,1.0,,1.0,1.0,20.0,,0.2746,0.2746,16.4,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,120.0,2,-3.0,4,3,4.0,1.0,7,3,4.0,1.0,,,,20.0,,,,,,,,,,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101133,1610612759,Ian Mahinmi,Ian Mahinmi,101133,SAS,1352.0,23,-14.0,45,46,25.0,5.0,91,57,25.0,0.5555555555555556,3.0,12.0,9.0,36.734693877551024,0.25,0.5091333333333333,0.5255888888888889,2.9916666666666667,,4.0,3.0,4.0,,,4.0,5.0,,5.0,,,2.0,,2.0,,0.2352941176470588,,0.1739130434782608,,,0.5,,False,18.0,6.0,9.0,1.0,1.0,4.0,7.0,6.0,9.0,21.0,1.0,1.0,2.0,4.0,4.0,12.0,6.0,6.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,6.0,1.0,9.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,12.0,1.0,2.0,0.5,0.5,0.5,1.0,0.4444444444444444,0.5,1.0,0.4444444444444444,0.65625,1.0,0.5454545454545454,0.25,0.1111111111111111,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,0.75,0.5,1.0,1.0,0.7777777777777778,0.5714285714285714,0.75,0.2142857142857142,0.2142857142857142,0.0952380952380952,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,98619.0,1644,54.0,3040,3021,537.0,341.0,6061,3133,537.0,0.1766447368421052,96.0,295.0,38.0,10.90061206645293,0.3243243243243243,0.4873840677966101,0.4677552631578948,5.901355932203392,45.0,20.0,7.0,20.0,0.152027027027027,108.0,215.0,277.0,153.0,430.0,22.0,11.0,51.0,5.0,4.0,0.4313725490196078,0.18760907504363,0.0991735537190082,0.1781206171107994,0.1004098360655737,0.0838445807770961,0.2132132132132132,0.1626984126984127,False,492.0,117.0,154.0,30.0,42.0,15.0,20.0,180.0,37.0,397.0,41.0,63.0,87.0,23.0,12.0,58.0,300.0,60.0,17.0,60.0,95.0,36.0,225.0,23.0,29.0,112.0,203.0,14.0,113.0,33.0,61.0,8.0,29.0,6.0,13.0,10.0,,,5.0,58.0,18.0,5.0,0.8333333333333334,0.925925925925926,0.6101694915254238,0.6507936507936508,0.6052631578947368,0.6081081081081081,0.6507936507936508,0.6052631578947368,0.6145510835913313,0.6397058823529411,0.6170212765957447,0.0576271186440678,0.0714285714285714,0.0520833333333333,0.323943661971831,0.5,0.5202702702702703,0.7597402597402597,0.8181818181818182,0.811965811965812,0.6666666666666666,0.7142857142857143,0.5263157894736842,0.75,0.5236486486486487,0.0914826498422713,0.0917721518987341,0.2191435768261964,0.1460957178841309,41.0,22.0,1.0,1.0,5.0,36.0,1.0,35.0,20.0,15.0,6.0,18.0,39.0,6.0,39.0,8.0,37.0,29.0,8.0,4.0,4.0,11.0,1.0,4.0,7.0,9.0,2.0,0.0033783783783783,0.0222222222222222,0.0845070422535211,0.1392857142857143,0.104,0.1286764705882352,0.0975609756097561,0.0754716981132075,0.1411042944785276,0.2006472491909385,0.1515151515151515,0.1097560975609756,0.0816326530612244,0.4270833333333333,0.4505494505494505,0.8048780487804879,0.4888888888888889,0.5,1.0,0.0033783783783783,0.4,0.5248529411764706,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,137949.0,2299,426.0,4350,4309,1209.0,479.0,8659,4346,1209.0,0.2779310344827586,134.0,595.0,151.0,28.115408225905465,0.1361788617886178,0.503982873210634,0.4850084291187739,8.540336134453785,202.0,32.0,4.0,33.0,0.2052845528455284,42.0,187.0,291.0,63.0,354.0,133.0,97.0,200.0,13.0,52.0,0.665,0.1190324633991088,0.03125,0.1322957198443579,0.030441400304414,0.0311926605504587,0.1046770601336302,0.1669218989280245,False,1122.0,158.0,259.0,16.0,34.0,45.0,70.0,297.0,380.0,1442.0,28.0,67.0,146.0,79.0,182.0,484.0,160.0,434.0,41.0,254.0,332.0,130.0,742.0,19.0,67.0,68.0,173.0,8.0,367.0,27.0,442.0,21.0,149.0,65.0,25.0,22.0,,,,484.0,31.0,57.0,0.2693602693602693,0.2758620689655172,0.4991596638655462,0.417910447761194,0.5231788079470199,0.5396341463414634,0.5420560747663551,0.5655430711610487,0.601018675721562,0.5894308943089431,0.6597222222222222,0.06890756302521,0.1003861003861003,0.0820895522388059,0.1666666666666666,0.6666666666666666,0.2632113821138211,0.61003861003861,0.6781115879828327,0.3291139240506329,0.3177570093457944,0.4705882352941176,0.2621722846441947,0.6428571428571429,0.6585365853658537,0.1365678346810422,0.2060857538035961,0.1012482662968099,0.3356449375866852,55.0,84.0,320.0,389.0,30.0,14.0,6.0,78.0,26.0,52.0,45.0,79.0,18.0,3.0,85.0,8.0,109.0,67.0,42.0,20.0,13.0,36.0,2.0,7.0,20.0,8.0,,0.3953252032520325,0.0198019801980198,0.0254237288135593,0.1752577319587628,0.0287081339712918,0.0236220472440944,0.0382775119617224,0.0305555555555555,0.0262172284644194,0.0660980810234541,0.1813031161473088,0.1590909090909091,0.0169133192389006,0.4104477611940298,0.4471544715447154,0.2181818181818181,0.4158415841584158,0.4242424242424242,0.1904761904761904,0.3252032520325203,0.3125,0.5251871794871795,25.1892030848329,28.0,69.0,5.0,12.0,10.0,19.0,128.0,15.0,28.0,38.0,97.0,156.0,20.0,40.0,48.0,116.0,372.0,96.0,314.0,128.0,3.0,2.0,2.0,31.0,3.0,1.0,1.0,3.0,0.7948717948717948,0.4010282776349614,0.5,0.4137931034482758,0.4073107049608355,0.0077120822622107,0.0144927536231884,0.00625,0.0701219512195122,0.4057971014492754,0.4117647058823529,0.9642857142857144,0.4,0.4025157232704403,0.7578125,0.1121495327102803,0.4166666666666667,1.0,0.2616822429906542,0.5357142857142857,0.8666666666666667,0.0711610486891385,0.5263157894736842,0.3632958801498127,0.3917525773195876,0.4076433121019108,0.0076923076923076,,
200827,1610612759,Darius Washington,Darius Washington,200827,SAS,8762.0,146,,293,286,115.0,30.0,579,315,115.0,0.3924914675767918,8.0,36.0,16.0,21.11801242236025,0.1666666666666666,0.4774927083333333,0.42619,9.463888888888889,13.0,,,,0.2708333333333333,3.0,14.0,16.0,4.0,20.0,6.0,4.0,14.0,,6.0,0.4285714285714285,0.1443298969072164,0.0389610389610389,0.1333333333333333,0.0336134453781512,0.0344827586206896,0.1842105263157894,0.1666666666666666,False,101.0,11.0,15.0,1.0,1.0,3.0,5.0,17.0,7.0,53.0,2.0,2.0,7.0,6.0,3.0,18.0,14.0,20.0,3.0,4.0,15.0,2.0,41.0,,8.0,8.0,16.0,1.0,12.0,1.0,13.0,1.0,6.0,1.0,,,,,,18.0,2.0,1.0,0.4117647058823529,0.4117647058823529,0.4722222222222222,1.0,0.375,0.4791666666666667,0.7,0.375,0.4907407407407407,0.7,0.391304347826087,0.0833333333333333,0.1333333333333333,0.125,,,0.3125,0.7333333333333333,0.8461538461538461,0.3636363636363636,0.2,1.0,0.25,0.6,0.5625,0.1132075471698113,0.1463414634146341,0.1320754716981132,0.3396226415094339,2.0,4.0,11.0,12.0,,,,11.0,8.0,3.0,,2.0,1.0,,2.0,,5.0,3.0,2.0,1.0,,2.0,,2.0,3.0,,,0.25,,,0.0869565217391304,0.0238095238095238,0.04,0.0434782608695652,,0.0769230769230769,,0.1666666666666666,,,0.25,0.2857142857142857,,0.3076923076923077,0.3076923076923077,0.75,0.2291666666666666,,0.443,25.849999999999994,1.0,1.0,,,,,3.0,1.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,4.0,6.0,6.0,11.0,3.0,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,,,,0.0208333333333333,1.0,1.0,1.0,0.2727272727272727,0.2727272727272727,0.3333333333333333,,,,0.6,0.3333333333333333,,,,0.2,0.25,0.2727272727272727,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,132231.0,2204,220.0,4034,4035,820.0,419.0,8069,4170,820.0,0.2032721864154685,75.0,404.0,52.0,18.702965914121293,0.0985545335085413,0.4791021052631579,0.4547759541984734,14.685891089108912,283.0,10.0,3.0,10.0,0.3718791064388962,15.0,176.0,227.0,27.0,254.0,46.0,31.0,56.0,6.0,11.0,0.8214285714285714,0.1136216914138153,0.0110537951363301,0.1121304791029561,0.0143312101910828,0.0084459459459459,0.111368909512761,0.1280931586608442,False,766.0,25.0,46.0,4.0,9.0,3.0,5.0,183.0,65.0,827.0,14.0,30.0,72.0,28.0,23.0,163.0,234.0,132.0,14.0,90.0,114.0,34.0,252.0,7.0,10.0,61.0,93.0,4.0,50.0,6.0,81.0,1.0,13.0,14.0,7.0,6.0,,,,163.0,11.0,13.0,0.639344262295082,0.6464088397790055,0.452970297029703,0.4666666666666667,0.5384615384615384,0.5006570302233903,0.5583333333333333,0.5303030303030303,0.5133079847908745,0.5714285714285714,0.5544217687074829,0.0346534653465346,0.0869565217391304,0.0933333333333333,0.0666666666666666,0.6,0.0604467805519053,0.5434782608695652,0.5952380952380952,0.72,0.15,0.4444444444444444,0.0378787878787878,0.6,0.5295663600525624,0.0193548387096774,0.03125,0.087061668681983,0.1970979443772672,32.0,126.0,218.0,357.0,5.0,4.0,1.0,24.0,15.0,9.0,33.0,23.0,12.0,,44.0,4.0,29.0,18.0,11.0,2.0,5.0,15.0,1.0,2.0,,2.0,2.0,0.469119579500657,0.0106007067137809,,0.1065375302663438,0.0227703984819734,0.0150602409638554,0.0115473441108545,0.0165016501650165,0.03125,0.0928074245939675,0.1049180327868852,0.1111111111111111,0.0093896713615023,0.4266666666666667,0.4705882352941176,0.4375,0.4452296819787986,0.45,0.6746031746031746,0.2864651773981603,0.75,0.4888680000000001,24.52997198879551,57.0,139.0,7.0,12.0,15.0,34.0,75.0,6.0,18.0,13.0,46.0,132.0,13.0,30.0,28.0,80.0,387.0,9.0,217.0,75.0,,,,23.0,2.0,,,,0.9772727272727272,0.3697478991596639,0.4333333333333333,0.35,0.3707865168539326,,,,0.1826544021024967,0.4100719424460431,0.4100719424460431,0.9649122807017544,0.3440366972477064,0.3440366972477064,0.9866666666666668,0.2,0.5833333333333334,1.0,0.3,0.3333333333333333,1.0,0.2575757575757575,0.4411764705882353,0.3484848484848485,0.2826086956521739,0.3456221198156682,0.0055710306406685,,
