EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,DefensiveGoaltends,HeaveMakes,HeaveAttempts,Blocked3s,BlockedArc3,OffensiveGoaltends,BlockedCorner3,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,on
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,138147.0,2302,-40.0,4359,4353,999,834,525,8712,132.0,225,25.0,58.0,28.0,44.0,46.0,132.0,182.0,397.0,5.0,1.0,1.0,2.0,1.0,1.0,360.0,754,1.0,7.0,264.0,987.0,4739,41.0,93.0,1.0,32.0,114.0,56.0,128.0,1.0,1.0,110.0,225.0,556.0,164.0,3.0,38.0,2.0,1.0,53.0,94.0,21.0,115.0,12.0,9.0,50.0,13.0,31.0,251.0,29.0,71.0,1.0,72.0,176,34.0,282,101.0,383,20.0,64,41.0,23.0,60.0,8.0,30.0,44.0,4.0,30.0,2.0,9.0,104.0,10.0,27.0,115,191,7.0,13.0,232.0,11.0,9.0,323.0,20.0,9.0,136.0,31.0,30.0,21.0,3.0,6.0,30.0,21.0,1.0,1.0,225.0,999,18.0,28.0,0.7722222222222223,0.8152492668621701,1.0,0.14285714285714285,1.0,0.14285714285714285,0.47745358090185674,0.44086021505376344,0.4375,0.47503285151116953,0.43617021276595747,0.44573643410852715,0.5390969162995595,0.5136363636363637,0.5833333333333334,0.009198423127463863,0.07029177718832891,0.1688888888888889,0.09090909090909091,0.007556675062972292,20.300902708124372,0.5769230769230769,0.24817518248175183,0.007692307692307693,0.11282051282051282,0.043266301035953685,0.14634146341463414,0.08262108262108261,0.12085769980506822,0.050200803212851405,0.05510204081632653,0.051685393258426963,0.029745042492917848,0.07335907335907337,0.10869565217391304,0.0888468809073724,0.09418282548476455,0.1417910447761194,0.12609970674486803,0.19205298013245034,0.057803468208092484,0.7,0.2956636005256242,0.5866666666666667,0.7058823529411765,0.7196969696969697,0.17345597897503284,0.3484848484848485,0.38333333333333336,0.45652173913043476,0.5216819973718791,0.45843828715365237,0.4619289340101523,0.8901098901098901,0.006570302233902759,0.002628120893561104,0.5,0.5,1.0,0.6170212765957447,0.43103448275862066,0.2,0.010638297872340425,0.34108527131782945,0.6363636363636364,0.007751937984496124,1.0,0.30486202365308807,0.5,0.4647263815789476,0.49561621621621627,0.4717406250000001,0.15507411630558723,0.15632183908045977,0.11550151975683891,0.22796352583586627,11.437135278514589,26.142857142857142,0.22918100481761872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101136,1610612737,Salim Stoudamire,Salim Stoudamire,101136,ATL,13127.0,219,18.0,411,396,130,137,60,807,3.0,9,,1.0,,2.0,1.0,4.0,8.0,26.0,5.0,1.0,13.0,37.0,3.0,11.0,12.0,39,15.0,42.0,24.0,93.0,443,1.0,3.0,3.0,2.0,10.0,3.0,12.0,3.0,11.0,15.0,30.0,18.0,6.0,42.0,,37.0,13.0,2.0,11.0,,11.0,,,5.0,2.0,4.0,22.0,,,,3.0,8,1.0,12,,12,,3,2.0,1.0,2.0,3.0,,4.0,,2.0,,1.0,6.0,,2.0,8,20,,,16.0,1.0,1.0,30.0,,2.0,6.0,3.0,1.0,,1.0,,1.0,,,,30.0,130,4.0,3.0,0.75,0.75,0.9333333333333333,0.35714285714285715,0.2727272727272727,0.35714285714285715,0.3076923076923077,0.3333333333333333,0.25,0.42592592592592593,0.6666666666666666,0.32608695652173914,0.4946236559139785,0.7142857142857143,0.48333333333333334,0.5185185185185185,0.05128205128205128,0.1111111111111111,,0.038461538461538464,20.28688524590164,0.3333333333333333,0.0625,,0.058394160583941604,,0.05660377358490566,,0.05789473684210526,,,,,,,0.06666666666666667,0.027777777777777776,0.07142857142857142,0.07692307692307693,,,,0.1111111111111111,0.3333333333333333,0.375,0.6666666666666666,0.04938271604938271,0.25,0.25,,0.32098765432098764,0.3076923076923077,0.32,0.875,0.06172839506172839,0.4567901234567901,0.35135135135135137,0.35135135135135137,0.9230769230769231,0.16666666666666666,,,0.16666666666666666,0.08695652173913043,,0.4782608695652174,0.2727272727272727,0.6296296296296297,0.35135135135135137,0.4760700000000001,0.49261999999999995,0.42516590909090907,0.1111111111111111,0.13333333333333333,0.10752688172043011,0.3225806451612903,14.574358974358974,26.142857142857142,0.31630170316301703,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,0.6666666666666666,0.4,0.4,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.08888888888888889,,,,,,,,,,,,,,,,True
1533,1610612737,Anthony Johnson,Anthony Johnson,1533,ATL,63064.0,1051,4.0,1985,1972,470,371,236,3957,38.0,60,2.0,3.0,7.0,12.0,18.0,46.0,27.0,85.0,18.0,2.0,14.0,35.0,4.0,9.0,83.0,191,24.0,53.0,25.0,263.0,2036,8.0,13.0,4.0,2.0,24.0,16.0,39.0,5.0,12.0,13.0,60.0,100.0,66.0,66.0,4.0,35.0,14.0,12.0,176.0,16.0,192.0,11.0,5.0,97.0,26.0,53.0,400.0,1.0,14.0,,15.0,62,1.0,78,15.0,93,1.0,38,20.0,18.0,22.0,7.0,16.0,24.0,,6.0,3.0,4.0,46.0,1.0,19.0,35,82,3.0,5.0,36.0,1.0,2.0,30.0,2.0,,10.0,6.0,8.0,2.0,5.0,1.0,8.0,5.0,,1.0,60.0,470,7.0,6.0,0.6024096385542169,0.6172839506172839,0.9166666666666666,0.4528301886792453,0.4166666666666667,0.4528301886792453,0.43455497382198954,0.6153846153846154,0.41025641025641024,0.48770491803278687,0.6470588235294118,0.46078431372549017,0.5096899224806202,0.6666666666666666,0.5084745762711864,0.21721311475409835,0.06282722513089005,0.13333333333333333,0.08695652173913043,,13.362637362637363,0.4782608695652174,0.015873015873015872,,0.08635097493036212,0.017114914425427872,0.07575757575757576,0.007518796992481203,0.08406113537117904,0.015772870662460567,0.015384615384615385,0.02631578947368421,0.012121212121212121,0.011494252873563218,,0.07916666666666666,0.07344632768361582,0.09966777408637874,0.07092198581560284,0.08771929824561403,0.008130081300813009,0.625,0.2459016393442623,0.6333333333333333,0.7307692307692307,0.7894736842105263,0.1885245901639344,0.391304347826087,0.42857142857142855,0.2222222222222222,0.3483606557377049,0.3176470588235294,0.3176470588235294,0.5925925925925926,0.07377049180327869,0.14344262295081966,0.4,0.4,0.8571428571428571,0.17647058823529413,0.6666666666666666,1.0,0.11764705882352941,0.23529411764705882,0.5833333333333334,0.17647058823529413,0.4444444444444444,0.46311475409836067,0.4,0.4878524590163934,0.4867428571428571,0.46798627450980385,0.03968253968253968,0.05025125628140704,0.09125475285171103,0.22813688212927757,10.543979057591624,25.341509433962262,0.2367758186397985,10.0,1.0,1.0,2.0,2.0,6.0,,,0.5,0.5555555555555556,0.5555555555555556,1.0,0.5,1.0,0.11764705882352941,0.5,1.0,,1.0,3.0,0.058823529411764705,0.3333333333333333,,,,,,,,,,,,True
200749,1610612737,Shelden Williams,Shelden Williams,200749,ATL,14338.0,239,-17.0,452,446,139,164,63,898,11.0,22,6.0,13.0,5.0,8.0,5.0,9.0,8.0,20.0,,,,,,,24.0,51,,,12.0,60.0,482,8.0,15.0,,3.0,19.0,9.0,16.0,,,8.0,26.0,30.0,18.0,,14.0,,,5.0,4.0,1.0,5.0,1.0,,,,4.0,11.0,5.0,18.0,1.0,8.0,30,7.0,45,24.0,69,3.0,9,7.0,2.0,1.0,,1.0,6.0,,,1.0,,7.0,1.0,2.0,23,41,1.0,4.0,23.0,6.0,3.0,21.0,1.0,,9.0,2.0,4.0,3.0,,1.0,4.0,2.0,1.0,,26.0,139,3.0,2.0,0.625,0.8823529411764706,,,,,0.47058823529411764,0.5333333333333333,0.5625,0.47058823529411764,0.5333333333333333,0.5625,0.4918032786885246,0.5277777777777778,0.6190476190476191,,0.09803921568627451,0.22727272727272727,,,12.878787878787879,0.14285714285714285,0.5384615384615384,0.07142857142857142,0.19736842105263158,0.11320754716981132,0.18181818181818182,0.09090909090909091,0.19387755102040816,0.10747663551401869,0.16071428571428573,0.14285714285714285,0.04918032786885246,0.125,,0.23636363636363636,0.15625,0.18461538461538463,0.21428571428571427,0.125,0.14285714285714285,0.5,0.43137254901960786,0.5,0.6470588235294118,0.45454545454545453,0.17647058823529413,0.5555555555555556,0.5555555555555556,0.4,0.39215686274509803,0.4,0.4,1.0,,,,,,0.8666666666666667,0.46153846153846156,0.16666666666666666,,0.5,0.625,,,0.43137254901960786,,0.48374901960784317,0.5692,0.49796875,0.15254237288135594,0.15254237288135594,0.31666666666666665,0.43333333333333335,8.237254901960783,,0.3075221238938053,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,200581.0,3343,-18.0,6328,6307,1680,1426,809,12635,160.0,292,23.0,42.0,44.0,80.0,156.0,324.0,162.0,437.0,133.0,20.0,116.0,311.0,30.0,104.0,478.0,1053,169.0,444.0,316.0,1779.0,6834,40.0,90.0,45.0,22.0,162.0,114.0,279.0,43.0,139.0,147.0,504.0,356.0,600.0,396.0,30.0,304.0,115.0,59.0,368.0,106.0,474.0,82.0,24.0,157.0,51.0,160.0,1054.0,11.0,71.0,1.0,71.0,206,7.0,284,83.0,367,34.0,84,54.0,30.0,126.0,22.0,77.0,97.0,11.0,49.0,5.0,15.0,223.0,23.0,59.0,56,168,3.0,29.0,301.0,6.0,7.0,379.0,31.0,40.0,134.0,51.0,17.0,9.0,5.0,3.0,18.0,13.0,1.0,1.0,504.0,1680,17.0,48.0,0.3723849372384937,0.38444924406047515,0.7810650887573964,0.38063063063063063,0.30935251798561153,0.3835616438356164,0.4539411206077873,0.4444444444444444,0.40860215053763443,0.48864395457581833,0.5185185185185185,0.4270334928229665,0.5284675953967293,0.5451388888888888,0.4959758551307847,0.2965931863727455,0.0560303893637227,0.1095890410958904,0.07098765432098765,0.009153318077803204,25.66104945882998,0.5650224215246636,0.035,0.005405405405405406,0.09159626500666963,0.02981940361192776,0.09916201117318436,0.01967799642218247,0.09342327150084317,0.027891156462585033,0.03926701570680628,0.040625,0.015353121801432957,0.0175,0.025157232704402517,0.06926952141057935,0.07317073170731707,0.12147505422993492,0.109375,0.07352941176470588,0.04467805519053877,0.7222222222222222,0.19505678022712092,0.547945205479452,0.6153846153846154,0.46875,0.21643286573146292,0.48148148148148145,0.5182724252491694,0.2692307692307692,0.29191716766867065,0.3707093821510298,0.3741339491916859,0.3765432098765432,0.08884435537742151,0.20774883099532399,0.3729903536977492,0.3729903536977492,0.75,0.3111111111111111,0.5476190476190477,0.2608695652173913,0.14814814814814814,0.19138755980861244,0.55,0.24880382775119617,0.28846153846153844,0.4916499665998664,0.3782894736842105,0.4634775722932076,0.4841239130434784,0.4503270731707319,0.08375,0.11591695501730104,0.09106239460370995,0.28330522765598654,10.31604938271605,26.11328828828829,0.26548672566371684,53.0,10.0,10.0,25.0,20.0,111.0,,,0.4444444444444444,0.39849624060150374,0.39849624060150374,0.8490566037735849,0.5,0.6,0.18518518518518517,0.4,0.9,,13.0,35.0,0.08373205741626795,0.37142857142857144,,1.0,6.0,1.0,1.0,1.0,,,,,,True
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,4110.0,68,-40.0,133,126,87,102,24,259,2.0,7,1.0,4.0,2.0,4.0,,1.0,1.0,3.0,,,,2.0,,2.0,3.0,11,,2.0,5.0,11.0,161,1.0,4.0,,3.0,5.0,3.0,6.0,,2.0,3.0,9.0,4.0,2.0,,2.0,1.0,,3.0,,,,,,,,,,,6.0,,3.0,6,,9,6.0,15,,1,,1.0,2.0,,,1.0,,2.0,,,3.0,,2.0,11,15,1.0,1.0,6.0,4.0,,8.0,,,2.0,2.0,2.0,2.0,,,2.0,1.0,,,9.0,87,2.0,2.0,0.6666666666666666,1.0,,,,,0.2727272727272727,0.25,0.5,0.23076923076923078,0.25,0.375,0.3235294117647059,0.4166666666666667,0.4090909090909091,0.15384615384615385,0.2727272727272727,0.42857142857142855,,,12.345679012345679,0.6666666666666666,,,0.13953488372093023,0.0967741935483871,0.17647058823529413,,0.15,0.07894736842105263,0.13333333333333333,0.1111111111111111,0.043478260869565216,,,0.23529411764705882,,0.10526315789473684,0.18181818181818182,0.16666666666666666,,0.5,0.5384615384615384,0.2857142857142857,0.5,0.5,0.07692307692307693,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,,0.15384615384615385,,,,1.0,0.25,,,0.5,0.5,0.25,,0.6923076923076923,,0.50625,0.564525,0.5131,0.13333333333333333,0.15384615384615385,0.45454545454545453,0.8181818181818182,5.654545454545455,34.65,0.6541353383458647,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True
201143,1610612737,Al Horford,Al Horford,201143,ATL,137950.0,2299,-39.0,4327,4314,980,726,559,8641,171.0,270,49.0,86.0,34.0,53.0,73.0,187.0,62.0,142.0,,,,5.0,,4.0,306.0,599,,5.0,143.0,755.0,4687,61.0,114.0,,24.0,146.0,65.0,114.0,,4.0,47.0,177.0,422.0,190.0,,82.0,3.0,,44.0,86.0,23.0,109.0,17.0,6.0,50.0,9.0,27.0,241.0,39.0,184.0,1.0,114.0,340,42.0,496,224.0,720,16.0,54,35.0,19.0,53.0,9.0,27.0,68.0,2.0,26.0,1.0,16.0,121.0,24.0,31.0,151,245,17.0,26.0,162.0,15.0,6.0,193.0,21.0,,93.0,14.0,66.0,53.0,,13.0,69.0,41.0,6.0,1.0,177.0,980,12.0,14.0,0.6895424836601307,0.7962264150943397,,,,,0.5108514190317195,0.5350877192982456,0.5701754385964912,0.5066225165562914,0.5350877192982456,0.5508474576271186,0.5471014492753623,0.5748031496062992,0.6020408163265306,0.008278145695364239,0.07345575959933222,0.1037037037037037,0.0855614973262032,,16.23298638911129,0.4380165289256198,0.3684210526315789,0.008264462809917356,0.21992238033635186,0.11117824773413898,0.23949579831932774,0.10182767624020887,0.22453016815034618,0.10942100098135427,0.14092664092664092,0.10561797752808989,0.09248554913294797,0.10830324909747292,0.08490566037735849,0.18164794007490637,0.26370757180156656,0.22575516693163752,0.22832369942196531,0.2692307692307692,0.06451612903225806,0.5942028985507246,0.4470198675496689,0.6333333333333333,0.7066115702479339,0.672514619883041,0.30960264900662254,0.39037433155080214,0.4269005847953216,0.6027397260273972,0.23509933774834438,0.43661971830985913,0.43661971830985913,0.8387096774193549,,0.008278145695364239,,,,0.7543859649122807,0.5697674418604651,0.14285714285714285,,0.4491525423728814,0.6415094339622641,0.03389830508474576,,0.4552980132450331,,0.48456688851913454,0.5332470588235293,0.47297478260869563,0.13757396449704143,0.13859910581222057,0.19337748344370861,0.23443708609271524,6.815358931552585,39.260000000000005,0.22648486249133348,,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,3.0,2.0,1.0,1.0,,,,,True
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,39635.0,661,46.0,1232,1239,337,318,154,2471,47.0,96,14.0,31.0,10.0,23.0,8.0,26.0,14.0,45.0,,,,3.0,,2.0,69.0,167,,3.0,76.0,214.0,1324,15.0,39.0,,20.0,50.0,15.0,37.0,,2.0,31.0,61.0,88.0,50.0,,22.0,1.0,,14.0,14.0,3.0,17.0,3.0,,9.0,2.0,3.0,37.0,8.0,53.0,3.0,14.0,89,15.0,118,64.0,182,10.0,18,12.0,6.0,18.0,2.0,8.0,26.0,2.0,10.0,,3.0,44.0,5.0,15.0,56,110,8.0,10.0,87.0,8.0,8.0,108.0,5.0,,47.0,10.0,8.0,5.0,,3.0,8.0,5.0,6.0,1.0,61.0,337,6.0,9.0,0.6376811594202898,0.7586206896551724,,,,,0.41317365269461076,0.38461538461538464,0.40540540540540543,0.40588235294117647,0.38461538461538464,0.38461538461538464,0.481981981981982,0.4807692307692308,0.49193548387096775,0.01764705882352941,0.08383233532934131,0.125,0.07692307692307693,,18.714689265536723,0.4090909090909091,0.30612244897959184,0.07142857142857142,0.2069767441860465,0.12100456621004566,0.10294117647058823,0.09195402298850575,0.18197879858657243,0.11619047619047619,0.1736111111111111,0.10526315789473684,0.08888888888888889,0.08620689655172414,0.10344827586206896,0.2013888888888889,0.19230769230769232,0.21978021978021978,0.11650485436893204,0.06060606060606061,0.11904761904761904,0.625,0.5647058823529412,0.4895833333333333,0.5595238095238095,0.574468085106383,0.15294117647058825,0.3076923076923077,0.3333333333333333,0.625,0.2647058823529412,0.3111111111111111,0.3111111111111111,0.8571428571428571,,0.01764705882352941,,,,0.7948717948717948,0.45161290322580644,0.14285714285714285,,0.5897435897435898,0.43478260869565216,0.05128205128205128,,0.5823529411764706,,0.4927467065868264,0.5247416666666667,0.480927027027027,0.22169811320754718,0.22488038277511962,0.2336448598130841,0.2850467289719626,6.140119760479041,44.06666666666666,0.273538961038961,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,True
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,62124.0,1035,15.0,2011,1996,480,362,253,4007,18.0,41,1.0,2.0,3.0,7.0,5.0,14.0,70.0,155.0,21.0,2.0,56.0,160.0,13.0,35.0,93.0,210,67.0,181.0,52.0,439.0,2248,7.0,17.0,19.0,3.0,38.0,17.0,45.0,17.0,42.0,34.0,119.0,78.0,108.0,189.0,2.0,160.0,56.0,10.0,174.0,30.0,204.0,20.0,10.0,95.0,34.0,45.0,438.0,1.0,4.0,,23.0,70,1.0,94,5.0,99,,32,20.0,12.0,45.0,21.0,34.0,31.0,5.0,11.0,1.0,1.0,76.0,1.0,15.0,20,54,5.0,2.0,86.0,1.0,13.0,62.0,4.0,,17.0,16.0,2.0,1.0,,1.0,2.0,,,,119.0,480,6.0,16.0,0.41935483870967744,0.42391304347826086,0.9402985074626866,0.3701657458563536,0.40476190476190477,0.3701657458563536,0.44285714285714284,0.4117647058823529,0.37777777777777777,0.4948849104859335,0.4861111111111111,0.4885057471264368,0.5226190476190476,0.5,0.5560747663551402,0.4629156010230179,0.047619047619047616,0.21951219512195122,0.07142857142857142,,21.462570315880573,0.5921052631578947,0.016666666666666666,,0.09749303621169916,0.005714285714285714,0.0931174089068826,0.0045045045045045045,0.09637305699481866,0.005422993492407809,0.010471204188481676,0.009852216748768473,,0.006024096385542169,,0.0846774193548387,0.1144578313253012,0.09868421052631579,0.11413043478260869,0.031746031746031744,,,0.10485933503836317,0.43902439024390244,0.5625,0.3888888888888889,0.03580562659846547,0.35714285714285715,0.38461538461538464,0.4,0.39641943734015345,0.45161290322580644,0.45161290322580644,0.42857142857142855,0.05370843989769821,0.4092071611253197,0.35,0.3522012578616352,0.9285714285714286,0.05555555555555555,0.5,,0.05555555555555555,0.08045977011494253,0.42857142857142855,0.40229885057471265,0.37142857142857144,0.5677749360613811,0.35,0.479662915601023,0.4725615384615385,0.4541224137931035,0.04207920792079208,0.07623318385650224,0.08656036446469248,0.27107061503416857,14.563333333333334,26.177348066298343,0.23868722028841372,11.0,2.0,5.0,17.0,7.0,12.0,,,0.3684210526315789,0.5238095238095238,0.5238095238095238,1.0,1.0,1.0,0.4722222222222222,0.29411764705882354,1.0,,4.0,7.0,0.08045977011494253,0.5714285714285714,,,,,,,,1.0,1.0,0.0055248618784530384,0.00625,True
2735,1610612737,Josh Childress,Josh Childress,2735,ATL,103039.0,1717,-16.0,3244,3221,1139,931,451,6465,203.0,312,69.0,106.0,61.0,93.0,11.0,35.0,5.0,14.0,38.0,4.0,2.0,7.0,,4.0,219.0,361,16.0,45.0,151.0,637.0,3561,69.0,111.0,4.0,25.0,166.0,68.0,112.0,6.0,18.0,54.0,208.0,256.0,182.0,45.0,118.0,7.0,2.0,45.0,67.0,16.0,83.0,10.0,6.0,37.0,7.0,23.0,182.0,26.0,114.0,2.0,40.0,91,20.0,151,142.0,293,19.0,45,35.0,10.0,33.0,4.0,21.0,35.0,4.0,12.0,1.0,7.0,68.0,6.0,17.0,52,103,4.0,15.0,132.0,8.0,5.0,188.0,22.0,,96.0,9.0,27.0,18.0,2.0,7.0,29.0,17.0,,,208.0,1139,15.0,8.0,0.5844748858447488,0.8,0.9375,0.35555555555555557,0.3333333333333333,0.35555555555555557,0.6066481994459834,0.6216216216216216,0.6071428571428571,0.5985221674876847,0.6130434782608696,0.5923076923076923,0.6513292433537833,0.6434108527131783,0.65,0.11083743842364532,0.12465373961218837,0.1282051282051282,0.14285714285714285,,14.684945953071448,0.4852941176470588,0.1834862385321101,0.02,0.07919930374238468,0.09595959595959595,0.10335917312661498,0.08074534161490683,0.08528645833333333,0.09271523178807947,0.10138248847926268,0.10163934426229508,0.08685968819599109,0.09251101321585903,0.05263157894736842,0.056818181818181816,0.0784313725490196,0.1013215859030837,0.09642857142857143,0.12149532710280374,0.15966386554621848,0.5862068965517241,0.7684729064039408,0.6506410256410257,0.7463235294117647,0.5714285714285714,0.08620689655172414,0.3142857142857143,0.36666666666666664,0.6363636363636364,0.034482758620689655,0.35714285714285715,0.35714285714285715,1.0,0.09359605911330049,0.017241379310344827,0.2857142857142857,0.2857142857142857,1.0,0.9217391304347826,0.6509433962264151,0.07246376811594203,0.034782608695652174,0.7153846153846154,0.6559139784946236,0.03076923076923077,,0.8793103448275862,0.2857142857142857,0.5673001231527094,0.5460954081632653,0.5352292307692308,0.2,0.2206896551724138,0.260596546310832,0.32653061224489793,1.7545706371191134,24.144444444444446,0.35110974106041926,14.0,1.0,,,1.0,3.0,,,0.25,0.3684210526315789,0.3684210526315789,0.9285714285714286,0.25,1.0,,,,,6.0,14.0,0.1076923076923077,0.42857142857142855,,,,2.0,1.0,1.0,1.0,,,,,True
