EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,HeaveAttempts,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Travels,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceFtPoints,Technical Free Throw Trips,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ShortMidRangeAssists,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,PenaltyArc3FGM,PenaltyArc3Accuracy,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,on,StepOutOfBoundsTurnovers,Clear Path Fouls,BlockedLongMidRange,OffensiveGoaltends,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3
101145,1610612744,Monta Ellis,Monta Ellis,101145,GSW,5183.0,86.0,-6.0,181.0,184,50.0,81,22.0,365,10.0,10.0,1.0,1.0,3.0,4.0,14.0,1.0,1.0,2.0,1.0,14.0,27.0,3.0,9.0,37.0,196.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,6.0,18.0,10.0,1.0,1.0,7.0,5.0,12.0,4.0,1.0,5.0,2.0,29.0,2.0,1.0,1.0,1.0,6.0,1.0,8.0,4.0,12.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,7.0,1.0,3.0,2.0,6.0,1.0,12.0,2.0,13.0,1.0,7.0,2.0,2.0,2.0,1.0,6.0,50.0,3.0,0.6428571428571429,0.6428571428571429,0.5185185185185185,1.0,0.5,0.4666666666666667,1.0,0.3333333333333333,0.5138888888888888,1.0,0.4285714285714285,0.1,20.97560975609756,0.5714285714285714,0.0833333333333333,0.1111111111111111,0.0983606557377049,0.0169491525423728,0.0769230769230769,0.0952380952380952,0.0945945945945946,0.0375,0.05,0.1111111111111111,0.0869565217391304,0.1333333333333333,0.0869565217391304,0.1,0.0714285714285714,0.5,0.3333333333333333,1.0,1.0,0.8,0.1,0.4666666666666667,0.2857142857142857,0.2857142857142857,0.25,0.0333333333333333,0.0666666666666666,0.1666666666666666,1.0,0.1666666666666666,0.1666666666666666,0.4333333333333333,0.5312785714285714,0.55948,0.1944444444444444,0.2121212121212121,0.054054054054054,0.1621621621621621,10.933333333333334,34.233333333333334,0.2762430939226519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
101235,1610612744,Kelenna Azubuike,Kelenna Azubuike,101235,GSW,4108.0,68.0,-27.0,140.0,141,51.0,68,24.0,281,4.0,9.0,2.0,6.0,4.0,4.0,7.0,1.0,,5.0,,11.0,20.0,6.0,2.0,30.0,150.0,3.0,6.0,6.0,2.0,9.0,,1.0,5.0,14.0,8.0,,5.0,,1.0,1.0,,1.0,,,3.0,1.0,4.0,,1.0,5.0,2.0,8.0,5.0,13.0,,,,,2.0,,,3.0,1.0,2.0,5.0,2.0,,3.0,5.0,,6.0,1.0,6.0,,2.0,,,,,5.0,51.0,1.0,0.6363636363636364,0.7,0.55,0.5,0.2222222222222222,0.5384615384615384,0.4285714285714285,0.2222222222222222,0.5172413793103449,0.4285714285714285,0.2272727272727272,0.2307692307692307,20.23809523809524,0.4,0.1818181818181818,,0.1219512195121951,0.0689655172413793,0.1111111111111111,0.0555555555555555,0.12,0.0657894736842105,0.0526315789473684,0.0588235294117647,0.0714285714285714,0.0769230769230769,0.2142857142857142,,,,0.3461538461538461,0.4444444444444444,0.5714285714285714,0.5,0.1538461538461538,0.2692307692307692,0.5714285714285714,0.5714285714285714,1.0,0.0384615384615384,0.1923076923076923,0.6666666666666666,0.3333333333333333,,,0.5769230769230769,0.5023019230769231,0.5479111111111111,0.0714285714285714,0.0909090909090909,0.2,0.1666666666666666,8.455,25.100000000000005,0.3642857142857142,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.1,0.2222222222222222,0.05,0.1052631578947368,0.5,0.75,0.75,0.3333333333333333,1.0,1.0,1.0,0.2,0.2,1.0,0.4285714285714285,0.3333333333333333,0.1428571428571428,0.2,0.5061333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1506,1610612744,Austin Croshere,Austin Croshere,1506,GSW,1174.0,20.0,7.0,38.0,39,24.0,24,6.0,77,1.0,1.0,,,,2.0,2.0,,,1.0,1.0,3.0,3.0,1.0,5.0,11.0,48.0,,,1.0,2.0,2.0,1.0,5.0,9.0,6.0,,,1.0,1.0,1.0,2.0,1.0,,,1.0,5.0,,,,2.0,1.0,,3.0,,3.0,,,,,2.0,1.0,1.0,2.0,,1.0,4.0,2.0,2.0,,,,2.0,,5.0,,2.0,,,,,9.0,24.0,,1.0,1.0,1.0,,1.0,0.75,,0.6666666666666666,0.8333333333333334,,0.8,0.25,20.833333333333336,0.5,,,0.125,,0.2857142857142857,,0.2,,,,0.1666666666666666,,,0.2857142857142857,,,0.25,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,,0.25,,,,0.3333333333333333,0.5,0.5028999999999999,0.4678333333333333,0.3333333333333333,0.4,0.0909090909090909,0.8181818181818182,12.1,26.2,0.631578947368421,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1536,1610612744,Stephen Jackson,Stephen Jackson,1536,GSW,4857.0,81.0,-5.0,171.0,166,43.0,67,23.0,337,7.0,15.0,2.0,2.0,6.0,4.0,11.0,2.0,1.0,15.0,3.0,13.0,32.0,17.0,8.0,55.0,177.0,1.0,3.0,5.0,3.0,7.0,4.0,2.0,11.0,12.0,14.0,,15.0,7.0,1.0,8.0,1.0,,4.0,3.0,17.0,2.0,2.0,,,5.0,2.0,7.0,4.0,11.0,1.0,4.0,4.0,,7.0,5.0,7.0,6.0,,,13.0,3.0,2.0,2.0,7.0,,6.0,,12.0,,5.0,1.0,1.0,1.0,,11.0,43.0,4.0,0.4615384615384615,0.5,0.40625,0.3333333333333333,0.4285714285714285,0.4795918367346938,0.4166666666666667,0.4090909090909091,0.5,0.4166666666666667,0.4230769230769231,0.3469387755102041,34.343434343434346,0.5384615384615384,0.1666666666666666,,0.0862068965517241,0.0350877192982456,,0.0869565217391304,0.0714285714285714,0.05,,0.1,,,0.2083333333333333,,0.0434782608695652,,0.3061224489795918,0.4666666666666667,0.6363636363636364,0.7142857142857143,0.1224489795918367,0.2244897959183673,0.3636363636363636,0.3636363636363636,0.25,0.0408163265306122,0.3061224489795918,0.1818181818181818,1.0,0.0909090909090909,0.2727272727272727,0.6530612244897959,0.4971948979591837,0.4451272727272727,0.0925925925925925,0.1351351351351351,0.0909090909090909,0.2,8.5875,26.2,0.2514619883040935,1.0,3.0,2.0,2.0,5.0,3.0,7.0,3.0,18.0,2.0,5.0,4.0,1.0,,,1.0,1.0,0.8571428571428571,0.4117647058823529,0.4117647058823529,0.125,0.2666666666666666,0.0769230769230769,,,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.8,0.5,0.3333333333333333,0.5,0.3333333333333333,0.4867,,,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,0.25,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2788,1610612744,DJ Mbenga,DJ Mbenga,2788,GSW,7801.0,130.0,-24.0,267.0,267,95.0,125,36.0,534,5.0,13.0,2.0,4.0,8.0,1.0,2.0,,,,,9.0,23.0,,1.0,19.0,297.0,2.0,3.0,5.0,4.0,8.0,,1.0,9.0,14.0,4.0,,,3.0,1.0,4.0,1.0,,2.0,,9.0,6.0,7.0,,3.0,9.0,6.0,18.0,13.0,31.0,1.0,3.0,3.0,,,1.0,,4.0,,,4.0,1.0,1.0,20.0,32.0,1.0,6.0,2.0,2.0,,1.0,10.0,8.0,10.0,6.0,9.0,95.0,3.0,0.7777777777777778,0.875,0.391304347826087,0.6666666666666666,0.5,0.391304347826087,0.6666666666666666,0.5,0.3958333333333333,0.625,0.5,,9.003215434083602,,0.4285714285714285,,0.1046511627906976,0.0736842105263157,0.1304347826086956,0.1818181818181818,0.110091743119266,0.1015625,0.0303030303030303,0.2,0.1290322580645161,0.1666666666666666,0.032258064516129,0.1666666666666666,0.0833333333333333,0.6,0.5652173913043478,0.3846153846153846,0.4545454545454545,0.8,0.3478260869565217,0.0869565217391304,0.5,0.5,1.0,,,0.5,0.5,,,0.5652173913043478,0.5098086956521739,0.5301125000000001,0.0416666666666666,0.0416666666666666,0.2631578947368421,0.4736842105263157,5.165217391304348,,0.3558052434456928,1.0,2.0,3.0,,,,,,,2.0,,2.0,,1.0,3.0,,,,,,0.0869565217391304,0.1538461538461538,0.1578947368421052,,,0.375,0.375,0.6666666666666666,,,,,,,0.6666666666666666,0.5,,,0.6005,1.0,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1733,1610612744,Al Harrington,Al Harrington,1733,GSW,1241.0,21.0,22.0,40.0,40,6.0,15,6.0,80,4.0,6.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,5.0,7.0,3.0,,19.0,24.0,2.0,3.0,7.0,2.0,2.0,2.0,,10.0,2.0,8.0,,2.0,,2.0,2.0,1.0,1.0,,,6.0,,2.0,,1.0,2.0,,3.0,2.0,5.0,1.0,3.0,1.0,2.0,,,,3.0,,,3.0,1.0,1.0,,3.0,,1.0,,,,,,,,,10.0,6.0,,0.2,0.3333333333333333,0.7142857142857143,0.6666666666666666,1.0,0.95,0.875,1.25,0.95,0.875,1.25,0.3,27.083333333333336,,,,0.1,0.1538461538461538,0.2,,0.12,0.1111111111111111,,,,0.1666666666666666,0.1111111111111111,0.2,0.5,,0.6,0.6666666666666666,0.6666666666666666,0.25,,0.1,1.0,1.0,,0.1,0.2,0.25,1.0,0.25,0.25,0.9,0.510175,0.5386875,,,0.3684210526315789,0.5263157894736842,4.6000000000000005,24.633333333333336,0.15,2.0,3.0,,1.0,2.0,1.0,3.0,1.0,9.0,4.0,2.0,,2.0,1.0,,,,1.0,1.0,1.0,,,0.2857142857142857,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.25,1.0,0.517425,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,
1884,1610612744,Baron Davis,Baron Davis,1884,GSW,4856.0,81.0,-23.0,166.0,167,46.0,78,24.0,333,9.0,16.0,1.0,2.0,7.0,1.0,4.0,1.0,1.0,13.0,2.0,11.0,27.0,14.0,14.0,48.0,193.0,1.0,3.0,2.0,2.0,7.0,3.0,7.0,17.0,6.0,16.0,,13.0,10.0,6.0,16.0,4.0,2.0,7.0,2.0,38.0,2.0,2.0,,,9.0,,9.0,4.0,13.0,1.0,5.0,3.0,2.0,3.0,1.0,,1.0,,3.0,4.0,,1.0,5.0,10.0,1.0,14.0,1.0,16.0,2.0,5.0,,,,,17.0,46.0,3.0,0.2727272727272727,0.2727272727272727,0.4074074074074074,0.3333333333333333,0.2857142857142857,0.4146341463414634,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6071428571428571,0.3414634146341463,27.083333333333336,0.75,,,0.15,0.037037037037037,,0.074074074074074,0.1267605633802817,0.0493827160493827,,0.08,0.1111111111111111,0.2777777777777778,0.0833333333333333,,0.04,,0.3902439024390244,0.5625,0.6,0.3333333333333333,0.1707317073170731,0.0975609756097561,0.25,0.25,,0.024390243902439,0.3170731707317073,0.2,0.5,0.1,0.2,0.7317073170731707,0.5388426829268291,0.481815,0.1136363636363636,0.1666666666666666,0.0416666666666666,0.3541666666666667,5.444444444444445,25.55,0.2771084337349397,1.0,3.0,1.0,1.0,3.0,,4.0,,9.0,,3.0,1.0,,,1.0,4.0,3.0,0.75,0.2857142857142857,0.2857142857142857,0.037037037037037,0.0625,0.0833333333333333,,,0.1428571428571428,0.1428571428571428,,1.0,1.0,1.0,0.2307692307692307,0.2307692307692307,0.6666666666666666,1.0,0.3333333333333333,,0.2307692307692307,0.6172,,,1.0,,,2.0,3.0,,0.6666666666666666,,,1.0,1.0,,,,1.0,0.5,1.0,,,,,,,,,,,True,,,,,,,,,,,,,
2440,1610612744,Matt Barnes,Matt Barnes,2440,GSW,3683.0,61.0,-22.0,130.0,130,52.0,57,12.0,260,2.0,5.0,2.0,4.0,2.0,3.0,4.0,1.0,,7.0,5.0,5.0,11.0,8.0,3.0,22.0,161.0,,1.0,1.0,3.0,7.0,5.0,3.0,18.0,6.0,4.0,1.0,6.0,9.0,3.0,12.0,1.0,2.0,5.0,3.0,27.0,1.0,3.0,,2.0,6.0,,8.0,4.0,12.0,2.0,5.0,1.0,4.0,3.0,,3.0,3.0,,,6.0,2.0,1.0,1.0,4.0,,3.0,,4.0,,1.0,,,,,18.0,52.0,2.0,0.6,0.6,0.4545454545454545,,0.4285714285714285,0.5,,0.625,0.5238095238095238,0.1666666666666666,0.6428571428571429,0.4210526315789473,18.493150684931507,0.5,,,0.1666666666666666,0.0681818181818181,0.1666666666666666,0.0909090909090909,0.1666666666666666,0.0727272727272727,,0.1,0.2666666666666666,,0.1818181818181818,0.1818181818181818,0.2857142857142857,,0.2631578947368421,0.4,0.6666666666666666,1.0,0.1052631578947368,0.2105263157894736,0.75,0.75,0.3333333333333333,0.0526315789473684,0.3684210526315789,0.3333333333333333,0.5,,0.4166666666666667,0.6842105263157895,0.5210611111111112,0.5428409090909091,0.05,0.0833333333333333,0.0454545454545454,0.8181818181818182,8.872727272727273,27.65,0.4,,1.0,,,3.0,1.0,3.0,1.0,9.0,,3.0,2.0,2.0,1.0,,1.0,1.0,1.0,0.375,0.4285714285714285,0.1818181818181818,0.4,0.1538461538461538,0.0625,,,,,,,,0.4285714285714285,0.5,1.0,0.5,,0.5,0.5,0.455875,1.0,,,,,3.0,,,0.6,,,,1.0,,,,3.0,0.6,1.0,1.0,0.125,0.1428571428571428,,,,,,,,True,,,,,,,,,,,,,
2554,1610612744,Mickael Pietrus,Mickael Pietrus,2554,GSW,2287.0,38.0,-27.0,77.0,78,33.0,36,10.0,155,1.0,3.0,,1.0,,1.0,3.0,1.0,1.0,1.0,,2.0,6.0,2.0,3.0,10.0,91.0,,,,1.0,4.0,1.0,3.0,8.0,4.0,,,1.0,4.0,,4.0,,,4.0,,8.0,,1.0,,,7.0,,7.0,1.0,8.0,,2.0,1.0,1.0,,,,,,,,,,3.0,9.0,,3.0,,4.0,,1.0,,,,,8.0,33.0,3.0,1.0,1.0,0.3333333333333333,,0.25,0.4375,,0.5,0.5,,0.5714285714285714,0.25,11.363636363636363,,,,0.2413793103448276,0.0384615384615384,,,0.1891891891891892,0.0263157894736842,,,0.1111111111111111,0.375,0.25,,,,0.375,0.3333333333333333,0.5,1.0,,0.375,0.3333333333333333,0.3333333333333333,1.0,0.125,0.125,0.2,,0.2,,0.625,0.5100312499999999,0.4711,0.1111111111111111,0.1428571428571428,,0.8,11.35,24.7,0.4285714285714285,,,,1.0,,,1.0,,3.0,,,1.0,,,2.0,1.0,1.0,1.0,0.5,0.5,0.1666666666666666,0.3333333333333333,,0.1666666666666666,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201158,1610612744,Marco Belinelli,Marco Belinelli,201158,GSW,1810.0,30.0,4.0,58.0,60,26.0,41,9.0,118,,1.0,,,,2.0,5.0,2.0,2.0,5.0,,2.0,6.0,7.0,,13.0,69.0,,,6.0,2.0,3.0,2.0,,7.0,2.0,2.0,,5.0,2.0,,2.0,,,1.0,1.0,4.0,1.0,,,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,7.0,26.0,2.0,0.5,0.5,0.3333333333333333,,0.6666666666666666,0.5,1.5,0.7,0.5,1.5,0.7,0.5384615384615384,18.05555555555556,,,,,,0.1,0.125,0.0416666666666666,0.0333333333333333,,,,,,0.1428571428571428,0.125,,0.0769230769230769,,,,,0.3846153846153846,0.4,0.4,0.5,0.1538461538461538,0.3846153846153846,,,0.4,,0.6153846153846154,0.5171153846153845,0.50556,,,0.4615384615384615,0.5384615384615384,17.316666666666666,20.942857142857143,0.4482758620689655,,,,1.0,2.0,1.0,3.0,2.0,9.0,,2.0,,,,,,,1.0,0.4285714285714285,0.4285714285714285,,,,,,,,,0.5,0.5,1.0,0.4,0.4,1.0,,,0.5,0.4,1.03005,,,1.0,1.0,2.0,1.0,,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,,True,,,,,,,,,,,,,
