EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,OffThreePtRebounds,Travels,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3FGM,PenaltyFG3M,Offensive Fouls Drawn,PenaltyFg3Pct,PenaltyCorner3Accuracy,FTDefRebounds,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffArc3ReboundPct,Fg3aBlocked,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,SecondChanceArc3FGA,StepOutOfBoundsTurnovers,SecondChanceArc3Frequency,PenaltyArc3FGM,HeaveAttempts,PenaltyArc3Accuracy,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,BlockedArc3,3SecondViolations,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends,DefensiveGoaltends
101119,1610612750,Rashad McCants,Rashad McCants,101119,MIN,8554.0,143,-11,273,276,28.0,103.0,34,549,19.0,27.0,5.0,14.0,8.0,18.0,2.0,5.0,1.0,7.0,19.0,1.0,32.0,59.0,9.0,24.0,9.0,100.0,289,1.0,4.0,2.0,4.0,5.0,2.0,3.0,11.0,20.0,44.0,27.0,2.0,19.0,7.0,2.0,6.0,2.0,8.0,1.0,1.0,4.0,1.0,1.0,18.0,7.0,1.0,11.0,12.0,7.0,19.0,4.0,5.0,3.0,2.0,13.0,1.0,9.0,8.0,2.0,4.0,21.0,2.0,3.0,9.0,21.0,3.0,3.0,10.0,16.0,4.0,2.0,9.0,2.0,2.0,2.0,2.0,11.0,28.0,3.0,0.3125,0.3225806451612903,1.0,0.375,0.375,0.5423728813559322,0.25,0.8,0.5481927710843374,0.25,0.5714285714285714,0.5681818181818182,0.25,0.6875,0.2891566265060241,0.0338983050847457,0.074074074074074,34.71337579617834,0.6190476190476191,0.1309523809523809,0.0693069306930693,0.0294117647058823,0.1016949152542373,0.0564516129032258,0.0571428571428571,0.0588235294117647,0.09375,0.0769230769230769,0.1333333333333333,0.1627906976744186,0.0434782608695652,0.1,1.0,0.3253012048192771,0.7037037037037037,0.76,0.4736842105263157,0.1686746987951807,0.3571428571428571,0.3571428571428571,0.2,0.216867469879518,0.4444444444444444,0.4444444444444444,0.0602409638554216,0.4,0.4,1.0,0.2289156626506024,0.3684210526315789,0.3684210526315789,1.0,0.1428571428571428,0.1428571428571428,0.6144578313253012,0.3684210526315789,0.5019680722891565,0.418875,0.3779071428571428,0.1022727272727272,0.140625,0.02,0.11,7.349152542372881,24.9,0.1025641025641025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
101155,1610612750,Ryan Gomes,Ryan Gomes,101155,MIN,6419.0,107,3,201,203,8.0,47.0,28,404,6.0,11.0,,5.0,8.0,16.0,,4.0,1.0,3.0,6.0,1.0,14.0,32.0,3.0,10.0,5.0,42.0,211,6.0,7.0,14.0,1.0,1.0,2.0,,2.0,14.0,14.0,6.0,6.0,6.0,3.0,2.0,6.0,3.0,9.0,,3.0,2.0,2.0,2.0,21.0,6.0,3.0,6.0,9.0,7.0,16.0,3.0,1.0,1.0,,4.0,,3.0,2.0,,1.0,6.0,1.0,,3.0,8.0,,1.0,6.0,5.0,,1.0,2.0,,,,,2.0,8.0,1.0,0.5,0.6363636363636364,0.6666666666666666,0.3,0.3,0.4375,0.8571428571428571,1.0,0.4404761904761904,0.6666666666666666,0.3333333333333333,0.4659090909090909,0.7,0.3333333333333333,0.238095238095238,0.0625,0.1818181818181818,21.27659574468085,0.6666666666666666,0.0857142857142857,0.075,0.1304347826086956,0.0967741935483871,0.0693069306930693,0.0869565217391304,0.0769230769230769,0.064516129032258,0.0689655172413793,0.0714285714285714,0.1111111111111111,0.125,0.1304347826086956,,0.2619047619047619,0.5454545454545454,0.6666666666666666,0.3333333333333333,0.119047619047619,,,,0.3809523809523809,0.5,0.5,0.0952380952380952,,,,0.1428571428571428,0.5,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,0.4789845238095238,0.5241750000000001,0.50785,0.0454545454545454,0.0588235294117647,0.3333333333333333,0.0476190476190476,10.725,25.14,0.0398009950248756,4.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0476190476190476,0.1428571428571428,0.1428571428571428,0.625,0.4444444444444444,1.0,0.2222222222222222,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200751,1610612750,Randy Foye,Randy Foye,200751,MIN,1867.0,31,-4,59,62,10.0,27.0,6,121,,,,1.0,,1.0,2.0,3.0,1.0,,1.0,,,2.0,2.0,4.0,,6.0,60,,,,,,1.0,,3.0,,,6.0,,1.0,,,3.0,1.0,4.0,,1.0,1.0,2.0,,9.0,,1.0,2.0,3.0,,3.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,3.0,,,2.0,,,,,,,,,3.0,10.0,1.0,,,1.0,0.5,0.5,,,,0.5,,1.5,0.5,,1.5,0.6666666666666666,,,10.606060606060606,1.0,0.1052631578947368,,0.1666666666666666,0.12,,,,,,0.2,0.0909090909090909,,,,,,,,0.1666666666666666,,,,0.1666666666666666,,,0.5,0.6666666666666666,0.6666666666666666,1.0,0.1666666666666666,,,,1.0,,0.6666666666666666,,0.5019,,0.56505,,,,0.5,10.4,23.475,0.1694915254237288,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2744,1610612750,Al Jefferson,Al Jefferson,2744,MIN,8713.0,145,3,276,277,29.0,109.0,43,553,12.0,18.0,13.0,30.0,1.0,8.0,,,,,1.0,1.0,26.0,56.0,,1.0,14.0,66.0,291,5.0,11.0,12.0,1.0,5.0,1.0,2.0,4.0,20.0,32.0,,6.0,1.0,,5.0,3.0,2.0,5.0,2.0,,3.0,,,12.0,12.0,5.0,26.0,36.0,15.0,51.0,4.0,5.0,3.0,2.0,3.0,,1.0,3.0,,2.0,6.0,,1.0,4.0,9.0,1.0,,14.0,20.0,2.0,,10.0,2.0,2.0,3.0,2.0,4.0,29.0,1.0,0.3846153846153846,0.4347826086956521,,,,0.4642857142857143,0.4545454545454545,0.2,0.4561403508771929,0.4545454545454545,0.1666666666666666,0.5,0.4615384615384615,0.25,0.0175438596491228,0.0892857142857142,0.0555555555555555,21.951219512195124,0.5,0.2888888888888888,0.1061946902654867,0.1612903225806451,0.256198347107438,0.1071428571428571,0.1842105263157894,0.0512820512820512,0.0833333333333333,0.2631578947368421,0.2666666666666666,0.3243243243243243,0.238095238095238,0.16,0.6666666666666666,0.3157894736842105,0.6666666666666666,0.7058823529411765,0.25,0.5263157894736842,0.4333333333333333,0.4814814814814814,0.4615384615384615,0.1403508771929824,0.125,0.1428571428571428,,,,,0.0175438596491228,,,,,0.1666666666666666,0.3333333333333333,,0.4300526315789473,0.5169555555555556,0.3816666666666666,0.1538461538461538,0.15625,0.1818181818181818,0.0606060606060606,7.1625000000000005,32.2,0.1050724637681159,2.0,6.0,,2.0,,,2.0,,3.0,3.0,1.0,0.1111111111111111,0.1111111111111111,,1.0,0.5454545454545454,0.3333333333333333,,0.3333333333333333,,,,,,,5.0,1.0,1.0,1.0,1.0,0.1,0.125,0.8333333333333334,0.1111111111111111,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
689,1610612750,Theo Ratliff,Theo Ratliff,689,MIN,12840.0,214,-20,404,408,47.0,150.0,55,812,11.0,20.0,9.0,16.0,3.0,8.0,,,,,1.0,1.0,23.0,44.0,,1.0,17.0,63.0,426,8.0,14.0,18.0,2.0,3.0,1.0,7.0,11.0,20.0,26.0,,12.0,1.0,,1.0,3.0,4.0,7.0,4.0,,3.0,,,18.0,10.0,7.0,16.0,26.0,13.0,39.0,1.0,3.0,2.0,1.0,5.0,,3.0,7.0,,2.0,12.0,1.0,1.0,14.0,30.0,3.0,3.0,19.0,25.0,3.0,,13.0,19.0,15.0,19.0,8.0,11.0,47.0,3.0,0.4347826086956521,0.5882352941176471,,,,0.5227272727272727,0.5714285714285714,0.6666666666666666,0.5111111111111111,0.5714285714285714,0.5,0.5625,0.6,0.6875,0.0222222222222222,0.0227272727272727,,14.468085106382976,0.4166666666666667,0.1194029850746268,0.064516129032258,0.1372549019607843,0.1243243243243243,0.0670103092783505,0.0980392156862745,0.0566037735849056,0.0392156862745098,0.0816326530612244,0.1153846153846153,0.1525423728813559,0.1764705882352941,0.05,0.4210526315789473,0.4444444444444444,0.55,0.55,0.3636363636363636,0.3555555555555555,0.5625,0.6,0.5555555555555556,0.1777777777777777,0.375,0.375,,,,,0.0222222222222222,,,,,0.25,0.4666666666666667,,0.4817909090909091,0.5448916666666667,0.5230333333333334,0.2363636363636363,0.2407407407407407,0.2857142857142857,0.1746031746031746,5.584090909090909,39.3,0.1163366336633663,6.0,12.0,1.0,2.0,,,2.0,,3.0,3.0,,0.0769230769230769,0.1538461538461538,0.0588235294117647,0.3333333333333333,0.8571428571428571,0.5,,0.5,0.5,,,4.0,,,3.0,1.0,,,1.0,0.0625,,0.2727272727272727,0.0384615384615384,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,
2060,1610612750,Marko Jaric,Marko Jaric,2060,MIN,7125.0,119,-9,217,219,14.0,65.0,30,436,4.0,7.0,,,2.0,6.0,1.0,3.0,,2.0,5.0,1.0,6.0,13.0,3.0,8.0,,21.0,221,1.0,1.0,2.0,,,1.0,,,2.0,10.0,9.0,,5.0,2.0,,7.0,4.0,11.0,3.0,1.0,2.0,4.0,1.0,26.0,1.0,3.0,4.0,8.0,3.0,11.0,1.0,4.0,2.0,2.0,3.0,,2.0,2.0,,1.0,5.0,,,2.0,9.0,,,10.0,2.0,,,1.0,1.0,,1.0,,,14.0,,0.1666666666666666,0.1666666666666666,1.0,0.375,0.375,0.4615384615384615,1.0,,0.5,0.5,,0.4772727272727273,0.5,,0.3809523809523809,,,10.756972111553786,0.6,0.05,0.0129870129870129,0.1,0.0636363636363636,0.0297029702970297,0.0434782608695652,,,0.0625,0.1,0.0263157894736842,0.0555555555555555,0.0909090909090909,,0.3333333333333333,0.5714285714285714,0.5714285714285714,,,,,,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.1428571428571428,0.3333333333333333,0.5,1.0,0.238095238095238,0.4,0.4,1.0,,1.0,0.7142857142857143,0.4,0.5299904761904761,0.499925,0.528,0.0454545454545454,0.0714285714285714,0.0952380952380952,,8.430769230769231,24.325,0.064516129032258,,,,,1.0,1.0,,,2.0,2.0,1.0,0.0833333333333333,,0.1666666666666666,0.5,,,0.5,,,,,2.0,,,1.0,,,,,,,0.1666666666666666,0.125,1.0,1.0,,,0.125,,0.3333333333333333,,,,,,,True,,,,,,,,,,,,,,,,,,
952,1610612750,Antoine Walker,Antoine Walker,952,MIN,1097.0,18,2,35,35,6.0,4.0,2,70,1.0,3.0,,1.0,,,,,,1.0,3.0,,1.0,4.0,1.0,3.0,,5.0,32,1.0,3.0,2.0,,,,,,,2.0,3.0,,3.0,1.0,1.0,1.0,,1.0,,,1.0,,,2.0,2.0,1.0,1.0,2.0,2.0,4.0,,1.0,1.0,,,1.0,,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,6.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,,0.3571428571428571,0.3333333333333333,,0.3571428571428571,0.3333333333333333,,0.4285714285714285,0.25,0.3333333333333333,23.684210526315788,,0.0833333333333333,0.1666666666666666,0.1111111111111111,0.0952380952380952,0.1176470588235294,0.2,0.25,,0.25,,,0.1428571428571428,,,0.4285714285714285,0.3333333333333333,0.5,,0.1428571428571428,,,,,,,,,,,0.4285714285714285,0.3333333333333333,0.3333333333333333,1.0,,,0.8571428571428571,0.3333333333333333,0.5432142857142858,0.64185,,,,0.4,,1.75,25.03333333333333,0.1714285714285714,1.0,3.0,,,,,,,,1.0,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2742,1610612750,Sebastian Telfair,Sebastian Telfair,2742,MIN,6407.0,107,-3,207,205,38.0,91.0,27,412,3.0,11.0,3.0,6.0,5.0,15.0,1.0,1.0,,3.0,5.0,1.0,11.0,32.0,4.0,6.0,2.0,36.0,215,1.0,3.0,2.0,2.0,9.0,1.0,2.0,6.0,6.0,16.0,9.0,2.0,5.0,3.0,3.0,8.0,7.0,15.0,6.0,1.0,3.0,2.0,3.0,37.0,1.0,5.0,4.0,9.0,1.0,10.0,1.0,6.0,2.0,4.0,3.0,1.0,2.0,3.0,,1.0,6.0,,1.0,4.0,11.0,,2.0,5.0,2.0,,,1.0,,,,,6.0,38.0,3.0,0.2727272727272727,0.3,0.75,0.6666666666666666,0.6666666666666666,0.34375,0.3333333333333333,0.2222222222222222,0.4473684210526316,0.3333333333333333,0.2,0.4615384615384615,0.3333333333333333,0.2727272727272727,0.1578947368421052,0.09375,0.1818181818181818,18.59504132231405,0.5,0.0625,0.0112359550561797,0.1666666666666666,0.0957446808510638,0.0094339622641509,,0.0333333333333333,,0.12,,0.0416666666666666,0.1428571428571428,0.0555555555555555,,0.2894736842105263,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.1578947368421052,0.5,0.6,,0.3947368421052631,0.3333333333333333,0.3333333333333333,0.0263157894736842,1.0,1.0,1.0,0.131578947368421,0.6,0.6,0.6666666666666666,,0.1,0.4473684210526316,0.6,0.463267105263158,0.3984,0.366805,0.0256410256410256,0.0303030303030303,0.0555555555555555,0.1666666666666666,10.340625,24.98333333333333,0.1835748792270531,,1.0,,2.0,,,,3.0,,,,,,0.2222222222222222,0.2,0.3333333333333333,,,0.2,,,,2.0,,,,,,,,0.1666666666666666,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1761,1610612750,Greg Buckner,Greg Buckner,1761,MIN,4306.0,72,-15,132,135,7.0,51.0,19,267,2.0,3.0,2.0,4.0,3.0,6.0,1.0,2.0,,3.0,6.0,1.0,7.0,13.0,4.0,8.0,,26.0,147,,,,1.0,1.0,1.0,,2.0,4.0,10.0,12.0,,6.0,3.0,1.0,6.0,2.0,8.0,2.0,,2.0,2.0,2.0,18.0,1.0,1.0,8.0,9.0,1.0,10.0,,3.0,,3.0,1.0,,1.0,1.0,,,2.0,,,2.0,4.0,,,5.0,,,,,,,,,2.0,7.0,,0.2857142857142857,0.2857142857142857,1.0,0.5,0.5,0.5384615384615384,,1.0,0.6190476190476191,,0.5,0.6190476190476191,,0.5,0.3809523809523809,0.0769230769230769,,14.838709677419354,0.5,0.1777777777777777,0.0192307692307692,0.0714285714285714,0.1525423728813559,0.0151515151515151,0.0769230769230769,,,0.0588235294117647,0.2727272727272727,0.2352941176470588,0.1,,,0.1428571428571428,0.6666666666666666,0.6666666666666666,0.5,0.1904761904761904,0.5,0.6666666666666666,,0.2857142857142857,0.5,0.5,0.0952380952380952,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,1.0,,0.5,0.5238095238095238,0.5,0.4713,0.46515,0.4776,,,,0.0769230769230769,11.400000000000002,24.7875,0.053030303030303,,,1.0,1.0,,1.0,,,,,,,,,0.3333333333333333,,,,0.5,1.0,,,,,,,,,,,0.25,,,,,,,,,,,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,
200783,1610612750,Craig Smith,Craig Smith,200783,MIN,3062.0,51,-26,93,96,9.0,34.0,10,189,4.0,9.0,5.0,10.0,,2.0,,,,,,,9.0,21.0,,,1.0,19.0,104,2.0,3.0,4.0,,,,,,8.0,10.0,,4.0,,,4.0,,,,,,,,,,3.0,4.0,5.0,9.0,3.0,12.0,,,,,2.0,1.0,2.0,8.0,1.0,,10.0,,,4.0,8.0,,3.0,4.0,2.0,,,1.0,,,,,,9.0,1.0,0.4444444444444444,0.5714285714285714,,,,0.4285714285714285,0.6666666666666666,,0.4285714285714285,0.6666666666666666,,0.4318181818181818,0.6666666666666666,,,0.1904761904761904,0.2222222222222222,30.769230769230766,0.2,0.1515151515151515,0.1,0.3636363636363636,0.2045454545454545,0.081081081081081,0.125,0.2,,0.125,0.1428571428571428,0.1666666666666666,0.1666666666666666,,,0.4285714285714285,0.4444444444444444,0.5714285714285714,0.5,0.4761904761904761,0.5,0.625,0.4,0.0952380952380952,,,,,,,,,,,,,0.4285714285714285,,0.4425714285714286,0.5286000000000001,,0.0454545454545454,0.0454545454545454,0.2105263157894736,,4.942857142857143,,0.0967741935483871,2.0,3.0,,,,,,,,2.0,,,,0.6,,1.0,0.6666666666666666,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
