EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PtsAssisted3s,ShootingFouls,Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BlockingFouls,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,SelfORebPct,Corner3PctAssisted,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,PtsAssisted2s,Fg2aBlocked,BlockingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,AtRimPctAssisted,Steals,BadPassSteals,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,Corner3Assists,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,DeadBallTurnovers,LostBallTurnovers,BlockedAtRim,RecoveredBlocks,3SecondViolations,SecondChanceFg2Pct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,Travels,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,Defensive 3 Seconds Violations,Corner3PctBlocked,BlockedCorner3,HeaveMakes,OffensiveGoaltends
101108,1610612745,Chris Paul,Chris Paul,101108,HOU,698.0,12,-1.0,21,22,9,7.0,43,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3,2.0,4.0,1.0,9.0,27,1.0,2.0,3.0,1.0,7.0,2.0,6.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,7.0,9,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.5714285714285714,0.75,0.5625,0.7,0.5714285714285714,38.095238095238095,0.2857142857142857,0.16666666666666666,0.23076923076923078,1.0,0.25,0.2,0.2857142857142857,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,0.5,0.2857142857142857,0.5,0.5,0.25,1.0,0.5,0.5,0.5714285714285714,0.5,0.4667214285714286,0.452475,0.7777777777777778,12.633333333333333,24.25,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101123,1610612745,Gerald Green,Gerald Green,101123,HOU,1889.0,31,-17.0,62,62,27,15.0,124,1.0,,1.0,,1.0,,,3.0,10.0,1.0,2.0,3.0,6,3.0,11.0,5.0,20.0,76,2.0,1.0,2.0,1.0,8.0,6.0,3.0,10.0,3.0,,,,,,,1.0,1.0,2.0,2.0,3.0,5.0,,8.0,27,,0.2727272727272727,0.5,0.2727272727272727,0.5,0.4411764705882353,0.875,0.5263157894736842,1.0,0.6470588235294118,28.787878787878785,0.045454545454545456,0.07692307692307693,0.05714285714285714,,,0.09090909090909091,0.058823529411764705,0.058823529411764705,,,0.058823529411764705,,,0.5882352941176471,0.3,0.3,,,0.5,0.5,0.8823529411764706,0.3,0.5391823529411764,0.574525,0.4,5.3,25.272727272727273,0.43548387096774194,5.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,2.0,1.0,3.0,0.6666666666666666,1.0,1.0,1.5,1.5,0.3333333333333333,0.23529411764705882,0.5,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,0.5412,0.15789473684210525,0.375,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200782,1610612745,PJ Tucker,PJ Tucker,200782,HOU,1469.0,24,-9.0,50,49,27,15.0,99,,,1.0,2.0,4.0,,1.0,,,,,,1,2.0,4.0,,6.0,57,,,1.0,,,,,,,,1.0,1.0,1.0,,3.0,,2.0,3.0,4.0,,,,,27,,0.5,,0.5,,0.6,,0.6,,0.8,9.25925925925926,0.11764705882352941,,0.07407407407407407,0.125,,,,0.2,,,0.8,0.5,0.5,,,,1.0,,,,0.8,,0.5668300000000001,0.6438,,20.6,22.775,0.54,5.0,,,,,,,,,,,,6.0,1.0,2.0,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.1111111111111111,0.043478260869565216,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203900,1610612745,Markel Brown,Markel Brown,203900,HOU,1889.0,31,-17.0,62,62,27,15.0,124,,1.0,1.0,,,,,1.0,5.0,,3.0,1.0,2,1.0,5.0,,5.0,76,1.0,,3.0,,2.0,2.0,3.0,5.0,1.0,2.0,,2.0,,2.0,4.0,1.0,3.0,4.0,5.0,1.0,,,2.0,27,,0.2,,0.2,0.5,0.35714285714285715,0.25,0.35714285714285715,0.25,0.7142857142857143,13.636363636363635,0.13636363636363635,0.07692307692307693,0.11428571428571428,0.2222222222222222,,0.09090909090909091,,0.14285714285714285,1.0,1.0,,,,0.7142857142857143,0.2,0.2,,,0.75,,0.8571428571428571,0.2,0.49617142857142854,0.49648749999999997,0.4,8.65,25.9,0.43548387096774194,5.0,,1.0,,,,,,,,,1.0,,4.0,6.0,,,,,1.0,,,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,1.0,,,,,0.03333333333333333,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.05263157894736842,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,1610612745,Nene,Nene,2403,HOU,618.0,10,4.0,19,19,11,7.0,38,,,,,,,,,,,,2.0,4,,,1.0,5.0,18,3.0,,,1.0,5.0,,,,,1.0,,1.0,,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,,5.0,11,,,,,0.5,0.5,0.6666666666666666,0.625,0.8333333333333334,,21.05263157894737,0.2857142857142857,0.2857142857142857,0.2857142857142857,,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,1.0,,0.645775,0.5769,1.0,1.05,,0.5789473684210527,1.0,2.0,4.0,2.0,3.0,,,,,,,2.0,,,,1.0,1.0,,,0.6666666666666666,,,,1.0,0.5,0.6666666666666666,,,,,,,1.0,0.6666666666666666,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,1610612745,Luc Mbah a Moute,Luc Mbah a Moute,201601,HOU,698.0,12,-14.0,22,24,10,6.0,46,,,,,,,,,,,,1.0,1,,,,2.0,30,,,,,,,,,,1.0,,1.0,,1.0,2.0,1.0,,1.0,1.0,,,,,10,,,,,1.0,1.0,,1.0,,,4.545454545454546,,0.2,0.08333333333333333,,,0.25,,,,,,,,,,,,,,,1.0,,0.5184,,,2.0,,0.45454545454545453,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203991,1610612745,Clint Capela,Clint Capela,203991,HOU,409.0,7,-11.0,12,12,4,2.0,24,,,,,,,,,,,,1.0,2,,,,2.0,20,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,4,1.0,,,,0.5,0.5,,0.3333333333333333,,,23.076923076923077,,,,,,,,,,,,,,,,,,,,,1.0,,0.6208,,,1.95,,0.3333333333333333,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,1.0,0.5,0.5,1.0,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201583,1610612745,Ryan Anderson,Ryan Anderson,201583,HOU,656.0,11,-10.0,23,22,4,2.0,45,,,1.0,,,,,,,,,,1,,,,,33,1.0,,,,,,,,,,1.0,1.0,,,3.0,,1.0,1.0,1.0,,,,,4,,,,,,,,,,,3.846153846153846,0.16666666666666666,,0.1111111111111111,,0.5,,,1.0,,,,,,,,,,,,,,,0.4109,0.4109,,18.6,,0.17391304347826086,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204028,1610612745,Tarik Black,Tarik Black,204028,HOU,862.0,14,-10.0,31,31,12,6.0,62,,,,,,,,,,,,4.0,4,,,,8.0,38,1.0,,,,2.0,2.0,,,,,,,,,,2.0,,2.0,3.0,,,,2.0,12,,,,,1.0,1.0,1.0,1.0,1.0,,17.64705882352941,,0.4,0.15384615384615385,,,0.4,,,,,,,,,,,,,,,1.0,,0.7367250000000001,0.5725,0.25,0.625,,0.3870967741935484,3.0,4.0,4.0,1.0,1.0,,,,,,4.0,1.0,,1.0,2.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,0.76445,,,0.5,1.0,,1.0,,,,0.16666666666666666,0.0625,0.3333333333333333,,,,1.0,,2.0,,,,0.5,,,6.0,,,0.75,1.0,,,0.75,1.0,1.0,,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201935,1610612745,James Harden,James Harden,201935,HOU,257.0,4,,8,7,4,,15,1.0,,,,1.0,,,,3.0,,2.0,,1,,4.0,2.0,2.0,5,1.0,,2.0,,,,,3.0,,,1.0,1.0,,,3.0,,1.0,1.0,1.0,2.0,3.0,,,4,,,,,,,,0.16666666666666666,,0.8,77.77777777777779,0.14285714285714285,,0.1111111111111111,,0.25,,0.2,,,,0.2,,,0.6,,,,,0.6666666666666666,,0.8,,0.54274,0.5289166666666666,,10.8,24.85,0.5,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.54945,0.16666666666666666,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,0.5,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
