EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PtsAssisted2s,LongMidRangeAssists,ShootingFouls,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctBlocked,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,FoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Fg3aBlocked,Offensive Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,HeaveAttempts,Corner3Assists,LostBallSteals,LostBallTurnovers,OffLongMidRangeReboundPct,BlockedAtRim,BlockingFouls,SecondChanceFtPoints,2pt And 1 Free Throw Trips,on,SecondChanceCorner3FGA,FTOffRebounds,Charge Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,SecondChanceCorner3FGM,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedCorner3,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations
101109,1610612760,Raymond Felton,Raymond Felton,101109,OKC,1682.0,28.0,-1.0,52.0,52.0,19.0,9.0,4.0,104.0,1.0,2.0,2.0,3.0,5.0,3.0,5.0,1.0,3.0,1.0,4.0,1.0,3.0,4.0,9.0,4.0,9.0,20.0,55.0,1.0,2.0,2.0,2.0,3.0,2.0,6.0,10.0,8.0,9.0,3.0,4.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,12.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,10.0,19.0,1.0,0.75,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.5,0.6666666666666666,0.5555555555555556,0.5,0.5555555555555556,0.5555555555555556,0.5,0.5555555555555556,0.5,0.1111111111111111,0.5,35.71428571428571,0.5,0.0625,0.0625,0.16666666666666666,0.09090909090909091,0.04,0.3333333333333333,0.14285714285714285,0.2,0.1111111111111111,0.5,0.5,0.1111111111111111,0.2777777777777778,0.6,0.6,0.2777777777777778,0.6,0.6,1.0,0.2222222222222222,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6111111111111112,0.25,0.45926666666666666,0.3572,0.4877555555555555,0.1,0.5,13.08888888888889,24.12222222222222,0.36538461538461536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1626177,1610612760,Dakari Johnson,Dakari Johnson,1626177,OKC,1000.0,17.0,19.0,34.0,32.0,7.0,27.0,2.0,66.0,2.0,3.0,3.0,,,,,,,,,,,5.0,6.0,,,10.0,23.0,,,,,,,,,2.0,,,,,1.0,3.0,2.0,5.0,2.0,2.0,,12.0,,1.0,2.0,3.0,,3.0,,,,,1.0,,1.0,,3.0,,7.0,,,,,,0.8333333333333334,,,0.8333333333333334,,,0.8333333333333334,,,,0.16666666666666666,,19.444444444444446,,0.18181818181818182,,0.1111111111111111,0.15,,,,0.125,0.5,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,,,0.5,,0.47075,,,,,5.583333333333333,,0.20588235294117646,3.0,8.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,0.8,0.8,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1628390,1610612760,Terrance Ferguson,Terrance Ferguson,1628390,OKC,1660.0,28.0,4.0,59.0,55.0,22.0,44.0,5.0,114.0,2.0,2.0,,2.0,5.0,,2.0,,1.0,1.0,4.0,1.0,3.0,4.0,7.0,1.0,6.0,11.0,51.0,,,,1.0,2.0,1.0,4.0,5.0,2.0,3.0,,4.0,1.0,,,,,,,,,,,2.0,2.0,,2.0,2.0,2.0,,,1.0,,1.0,,5.0,5.0,22.0,1.0,1.0,0.16666666666666666,0.25,0.16666666666666666,0.5714285714285714,,0.5,0.4230769230769231,,0.4166666666666667,0.4230769230769231,,0.4166666666666667,0.46153846153846156,,,21.538461538461537,,0.13333333333333333,,,0.08695652173913043,,,0.25,,0.15384615384615385,1.0,1.0,,0.38461538461538464,0.4,0.4,0.15384615384615385,,,,0.3076923076923077,0.25,0.25,0.16666666666666666,,0.5,0.3333333333333333,0.6153846153846154,0.25,0.5393038461538461,,0.5055583333333333,,0.45454545454545453,13.728571428571428,24.683333333333334,0.3728813559322034,,6.0,,2.0,,,,,,0.75,0.75,,,0.1111111111111111,,0.5,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203962,1610612760,Josh Huestis,Josh Huestis,203962,OKC,1919.0,32.0,11.0,60.0,60.0,13.0,29.0,5.0,120.0,,,,1.0,1.0,,,,,2.0,6.0,1.0,4.0,1.0,1.0,2.0,6.0,8.0,57.0,1.0,1.0,5.0,,,1.0,4.0,3.0,,6.0,,6.0,2.0,,2.0,,2.0,,2.0,,4.0,,1.0,1.0,2.0,,2.0,,,2.0,2.0,,,2.0,,,3.0,13.0,,1.0,0.3333333333333333,0.25,0.3333333333333333,1.0,1.0,,0.5714285714285714,0.8333333333333334,0.375,0.5714285714285714,0.8333333333333334,0.375,0.8571428571428571,,,13.636363636363635,1.0,0.041666666666666664,,0.08333333333333333,0.05555555555555555,,,,0.1,,,,,0.14285714285714285,1.0,1.0,,,,,0.8571428571428571,0.3333333333333333,0.3333333333333333,,,1.0,0.25,0.8571428571428571,0.3333333333333333,0.47169999999999995,0.43175,0.4789875,0.625,0.375,21.4,25.166666666666668,0.21666666666666667,,2.0,,,,,,,,1.0,1.0,,,0.09090909090909091,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,4488.0,75.0,-5.0,152.0,151.0,57.0,75.0,16.0,303.0,10.0,14.0,4.0,,1.0,,,,,,,,,13.0,19.0,,,31.0,157.0,2.0,5.0,4.0,7.0,12.0,,,15.0,6.0,,,,,,3.0,1.0,4.0,1.0,1.0,,9.0,5.0,3.0,6.0,13.0,7.0,20.0,,,,,7.0,,7.0,,7.0,15.0,57.0,,,,,,0.6842105263157895,0.4,0.5833333333333334,0.6842105263157895,0.4,0.5833333333333334,0.6458333333333334,0.4,0.5769230769230769,,,,18.128654970760234,,0.15384615384615385,0.10869565217391304,0.11538461538461539,0.13846153846153847,0.0958904109589041,0.25,0.07142857142857142,0.13043478260869565,0.7368421052631579,0.7142857142857143,0.7142857142857143,0.21052631578947367,0.05263157894736842,,,,,,,,,,,,,,0.7368421052631579,,0.5952473684210526,0.6525399999999999,0.5903499999999999,0.12903225806451613,0.4838709677419355,3.3315789473684214,,0.375,3.0,20.0,2.0,4.0,2.0,,,,,0.7692307692307693,0.8333333333333334,,0.125,0.23529411764705882,,0.8,0.75,0.75,0.6666666666666666,,,,,,,,,10.0,,,,,2.0,5.0,6.0,9.0,5.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,10.0,4.0,1.0,1.0,1.0,0.6666666666666666,0.07407407407407407,0.14285714285714285,0.09090909090909091,0.16666666666666666,1.0,0.4,0.5,0.75,0.6666666666666666,0.17391304347826086,0.17391304347826086,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1627772,1610612760,Daniel Hamilton,Daniel Hamilton,1627772,OKC,865.0,14.0,,33.0,31.0,12.0,14.0,2.0,64.0,2.0,2.0,2.0,,,,1.0,,,1.0,1.0,,,3.0,4.0,1.0,2.0,9.0,30.0,,,,1.0,1.0,,,2.0,4.0,,3.0,1.0,1.0,1.0,6.0,1.0,7.0,1.0,4.0,2.0,15.0,,1.0,1.0,2.0,,2.0,1.0,1.0,,,1.0,,1.0,,2.0,2.0,12.0,1.0,,0.5,,0.5,0.75,,1.0,0.75,,1.0,0.75,,1.0,0.3333333333333333,0.25,0.5,20.0,,0.14285714285714285,,0.1,0.11764705882352941,,,0.5,0.1,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,,,,,0.6666666666666666,1.0,0.5610916666666667,,0.8284,,0.2222222222222222,4.575,26.0,0.36363636363636365,1.0,2.0,,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203518,1610612760,Alex Abrines,Alex Abrines,203518,OKC,2361.0,39.0,-16.0,78.0,79.0,37.0,35.0,8.0,157.0,1.0,3.0,,,,,,,,5.0,9.0,3.0,5.0,1.0,3.0,5.0,9.0,17.0,87.0,,1.0,,,,3.0,5.0,9.0,,15.0,,9.0,5.0,,,1.0,1.0,1.0,,,3.0,,1.0,4.0,5.0,,5.0,3.0,3.0,2.0,2.0,,,2.0,,2.0,9.0,37.0,,1.0,0.5555555555555556,0.6,0.5555555555555556,0.3333333333333333,,,0.7083333333333334,,0.9,0.7083333333333334,,0.9,0.75,,,15.909090909090908,1.0,0.18181818181818182,,0.07692307692307693,0.14285714285714285,,,0.2857142857142857,,0.25,0.3333333333333333,0.3333333333333333,,,,,,,,,0.75,0.5555555555555556,0.625,,,1.0,0.6,1.0,0.5555555555555556,0.5628916666666667,0.61875,0.56514,,0.5294117647058824,1.4333333333333336,25.58888888888889,0.47435897435897434,,2.0,,1.0,,,,,,1.0,1.0,,,0.2222222222222222,,1.0,,,,,,,1.0,,1.0,,1.0,2.0,,0.5,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,,1.0,1.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203924,1610612760,Jerami Grant,Jerami Grant,203924,OKC,1510.0,25.0,11.0,50.0,52.0,14.0,8.0,6.0,102.0,1.0,1.0,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,42.0,1.0,1.0,2.0,,,1.0,2.0,3.0,2.0,3.0,,1.0,1.0,,,1.0,1.0,,,,3.0,2.0,,2.0,2.0,2.0,4.0,2.0,1.0,2.0,,,,2.0,,2.0,3.0,14.0,,1.0,0.5,0.5,1.0,1.0,1.0,,0.8333333333333334,1.0,0.75,0.875,1.0,0.75,0.6666666666666666,,,10.344827586206897,1.0,0.13333333333333333,0.13333333333333333,,0.08333333333333333,0.08695652173913043,,0.16666666666666666,,0.3333333333333333,1.0,1.0,,,,,,,,,0.6666666666666666,0.5,0.5,,,1.0,0.5,1.0,1.0,0.511575,0.5154,0.50775,0.2857142857142857,0.42857142857142855,1.1,34.65,0.28,,,,,,1.0,1.0,1.0,1.0,,,,,0.16666666666666666,1.0,,,,,,,,1.0,,,,,2.0,,,,,1.0,1.0,,,2.0,,2.0,,,,,,,,2.0,1.0,,,,,,0.16666666666666666,,,1.0,1.0,,,,0.25,0.5,,,,,,1.0,1.0,1.0,2.0,0.14285714285714285,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
202335,1610612760,Patrick Patterson,Patrick Patterson,202335,OKC,1227.0,20.0,-8.0,41.0,39.0,24.0,26.0,4.0,80.0,,1.0,,,,,,,,,,,,,1.0,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,4.0,1.0,1.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,2.1739130434782608,,,,0.375,0.17647058823529413,,,,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,1.0,,0.8247,,,,,0.3,,0.5853658536585366,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
202713,1610612760,Kyle Singler,Kyle Singler,202713,OKC,1074.0,18.0,8.0,37.0,36.0,16.0,32.0,4.0,73.0,1.0,3.0,2.0,,1.0,,,,,,1.0,,,1.0,6.0,,1.0,2.0,30.0,,1.0,,,3.0,,,,,,,1.0,,,,1.0,1.0,1.0,,,3.0,,2.0,1.0,3.0,,3.0,1.0,,,,,,,,2.0,,16.0,1.0,,,,,0.16666666666666666,,,0.14285714285714285,,,0.14285714285714285,,,0.14285714285714285,,,16.666666666666668,,0.125,,0.2222222222222222,0.17647058823529413,,,,0.2222222222222222,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.14285714285714285,,,,,,,0.14285714285714285,,,,,,,0.5714285714285714,,0.4999785714285715,0.387,0.4626666666666666,,,8.766666666666667,26.3,0.43243243243243246,,2.0,,1.0,,,,,,1.0,1.0,,,0.2,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
