EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallSteals,DeadBallTurnovers,Travels,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,PtsUnassisted3s,Corner3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,OffensiveGoaltends,SecondChanceFg3Pct,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,LongMidRangePctBlocked,on,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Corner3PctBlocked
101112,1610612747,Channing Frye,Channing Frye,101112,LAL,5721.0,95.0,29.0,183.0,179.0,57.0,58.0,26.0,362.0,2.0,4.0,4.0,5.0,3.0,5.0,7.0,18.0,2.0,7.0,9.0,14.0,7.0,18.0,3.0,42.0,178.0,2.0,4.0,2.0,7.0,10.0,12.0,6.0,21.0,1.0,17.0,7.0,3.0,4.0,7.0,4.0,3.0,18.0,1.0,13.0,1.0,15.0,15.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,6.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,57.0,0.6666666666666666,0.6666666666666666,1.0,0.3888888888888889,0.2857142857142857,0.4117647058823529,0.6428571428571429,0.5,0.609375,0.45454545454545453,0.6363636363636364,0.45454545454545453,0.5625,17.289719626168225,1.0,0.2,0.21311475409836064,0.024390243902439025,0.13725490196078433,0.125,0.2777777777777778,0.2631578947368421,0.03225806451612903,0.125,0.5,0.5,0.15625,0.8,0.8,0.75,0.15625,0.6,0.6,1.0,0.5625,0.3888888888888889,0.3888888888888889,1.0,0.6363636363636364,0.2857142857142857,0.6875,0.4117647058823529,0.478841935483871,0.4741000000000001,0.06060606060606061,0.07142857142857142,0.05263157894736842,0.23809523809523808,9.75,27.033333333333335,0.3114754098360656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1627742,1610612747,Brandon Ingram,Brandon Ingram,1627742,LAL,2671.0,45.0,-13.0,89.0,91.0,19.0,28.0,13.0,180.0,3.0,6.0,,2.0,3.0,4.0,,2.0,,,6.0,12.0,,2.0,4.0,16.0,95.0,,3.0,,,2.0,8.0,4.0,,,2.0,,3.0,1.0,4.0,1.0,2.0,9.0,3.0,4.0,1.0,8.0,11.0,2.0,1.0,2.0,2.0,,3.0,,,,2.0,5.0,,6.0,,3.0,,,,,2.0,19.0,0.6666666666666666,0.6666666666666666,,,,,0.5,,0.42857142857142855,,0.47058823529411764,0.25,0.14285714285714285,19.607843137254903,0.6666666666666666,1.0,0.14285714285714285,0.15,0.14583333333333334,,0.5,0.1111111111111111,0.11764705882352941,0.42857142857142855,0.5,0.6,0.14285714285714285,,,,0.2857142857142857,0.75,0.75,0.3333333333333333,0.14285714285714285,,,,,,0.5714285714285714,,0.4738785714285714,0.4617333333333334,0.17647058823529413,0.2,,0.125,8.241666666666667,25.6,0.21348314606741572,1.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,0.5,0.08333333333333333,0.16666666666666666,0.5,0.08,0.043478260869565216,0.0625,0.14285714285714285,0.05,0.3333333333333333,1.0,0.25,0.6666666666666666,0.421425,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1627826,1610612747,Ivica Zubac,Ivica Zubac,1627826,LAL,24586.0,410.0,41.0,844.0,839.0,245.0,279.0,101.0,1683.0,50.0,78.0,9.0,37.0,2.0,6.0,,1.0,,,61.0,121.0,,1.0,37.0,159.0,826.0,12.0,29.0,,,35.0,80.0,42.0,,,1.0,,17.0,8.0,25.0,8.0,7.0,58.0,31.0,45.0,2.0,78.0,123.0,8.0,7.0,18.0,7.0,11.0,26.0,7.0,28.0,3.0,47.0,45.0,4.0,49.0,3.0,22.0,,15.0,10.0,15.0,35.0,244.0,0.6557377049180327,0.8695652173913043,,,,,0.5041322314049587,0.41379310344827586,0.5,0.41379310344827586,0.5482758620689655,0.47297297297297297,0.00819672131147541,17.775467775467778,0.6923076923076923,0.09523809523809523,0.17786561264822134,0.17714285714285713,0.17757009345794392,0.17391304347826086,0.16666666666666666,0.19480519480519481,0.14925373134328357,0.639344262295082,0.6410256410256411,0.7352941176470589,0.30327868852459017,0.24324324324324326,0.2571428571428571,0.6666666666666666,0.04918032786885246,0.3333333333333333,0.3333333333333333,1.0,0.00819672131147541,,,,,,0.6475409836065574,,0.5303782786885246,0.5701482758620691,0.15602836879432624,0.15714285714285714,,0.22012578616352202,4.152066115702479,25.1,0.2902843601895735,31.0,19.0,23.0,39.0,8.0,54.0,11.0,12.0,,5.0,12.0,33.0,45.0,1.0,8.0,1.0,0.5897435897435898,0.575,0.6,,0.09917355371900827,0.1282051282051282,,0.13147410358565736,0.0736196319018405,0.10869565217391304,0.20952380952380953,0.08759124087591241,0.2682926829268293,0.64,0.775,0.6551724137931034,0.6374749999999998,0.33962264150943394,19.0,11.0,1.0,1.0,30.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,10.0,1.0,1.0,4.0,0.05405405405405406,0.054945054945054944,0.10909090909090909,0.0625,0.6666666666666666,0.6129032258064516,0.10526315789473684,0.025,0.5789473684210527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628398,1610612747,Kyle Kuzma,Kyle Kuzma,1628398,LAL,13347.0,222.0,56.0,458.0,459.0,108.0,124.0,60.0,917.0,13.0,24.0,8.0,18.0,5.0,12.0,13.0,31.0,1.0,9.0,26.0,54.0,18.0,45.0,8.0,114.0,452.0,7.0,10.0,3.0,13.0,25.0,26.0,26.0,48.0,,31.0,13.0,7.0,6.0,13.0,5.0,7.0,32.0,22.0,16.0,4.0,42.0,48.0,6.0,4.0,8.0,4.0,4.0,16.0,4.0,8.0,1.0,15.0,14.0,,13.0,3.0,6.0,,7.0,6.0,7.0,25.0,107.0,0.5,0.52,0.8888888888888888,0.4,0.23076923076923078,0.4,0.48148148148148145,0.7,0.5353535353535354,0.5,0.5480769230769231,0.4807692307692308,0.45454545454545453,22.813688212927758,0.5,0.36363636363636365,0.1032258064516129,0.22,0.14901960784313725,0.07272727272727272,0.07407407407407407,0.17391304347826086,0.22972972972972974,0.24242424242424243,0.5416666666666666,0.6190476190476191,0.18181818181818182,0.4444444444444444,0.5,0.25,0.12121212121212122,0.4166666666666667,0.4166666666666667,0.8,0.31313131313131315,0.41935483870967744,0.41935483870967744,0.8461538461538461,0.391304347826087,0.1111111111111111,0.696969696969697,0.41935483870967744,0.49644090909090915,0.5268,0.058823529411764705,0.10526315789473684,,0.21929824561403508,7.937037037037037,25.357777777777766,0.23580786026200873,3.0,6.0,2.0,6.0,1.0,8.0,2.0,5.0,,,1.0,5.0,6.0,2.0,8.0,2.0,0.3333333333333333,0.3888888888888889,0.4,,0.09259259259259259,0.125,,0.03597122302158273,0.011904761904761904,0.026905829596412557,0.03076923076923077,,0.19230769230769232,0.5384615384615384,0.3333333333333333,0.2608695652173913,0.5523083333333334,0.07017543859649122,1.0,5.0,,3.0,2.0,,1.0,,2.0,1.0,3.0,1.0,2.0,,1.0,5.0,,1.0,2.0,0.1111111111111111,0.038461538461538464,0.045454545454545456,0.02,0.7142857142857143,0.3333333333333333,,,0.8333333333333334,5.0,14.0,1.0,3.0,2.0,4.0,1.0,6.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.07142857142857142,0.1414141414141414,0.35714285714285715,0.35714285714285715,1.0,0.3333333333333333,0.3333333333333333,1.0,0.17391304347826086,0.5,,,,,,,,,,True,,,,,,,
201147,1610612747,Corey Brewer,Corey Brewer,201147,LAL,3647.0,61.0,15.0,129.0,128.0,47.0,47.0,21.0,257.0,8.0,16.0,1.0,3.0,,,,1.0,,,9.0,19.0,,1.0,3.0,21.0,127.0,4.0,7.0,,,10.0,12.0,6.0,,,1.0,,6.0,1.0,7.0,1.0,4.0,15.0,4.0,2.0,,6.0,10.0,1.0,,1.0,1.0,,2.0,2.0,,,6.0,5.0,,4.0,,2.0,,2.0,1.0,2.0,10.0,47.0,0.6666666666666666,0.75,,,,,0.47368421052631576,0.5714285714285714,0.45,0.5714285714285714,0.4772727272727273,0.625,0.05,15.483870967741934,0.5,,0.06666666666666667,0.13333333333333333,0.1,,0.1,0.125,0.13043478260869565,0.8,0.5,0.5333333333333333,0.15,0.3333333333333333,0.5,1.0,,,,,0.05,,,,,,0.85,,0.5674625000000001,0.6503285714285714,0.09090909090909091,0.09523809523809523,,0.47619047619047616,2.926315789473685,24.9,0.3643410852713178,2.0,7.0,1.0,3.0,,2.0,2.0,2.0,,,2.0,2.0,4.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.10526315789473684,0.0625,,0.04,0.08695652173913043,0.0547945205479452,0.07692307692307693,0.1,0.14285714285714285,0.625,0.6666666666666666,1.0,0.5847333333333333,0.09523809523809523,1.0,4.0,,,2.0,2.0,1.0,,,1.0,,,,,1.0,1.0,,,,0.3333333333333333,,,0.1111111111111111,0.5,0.5,,,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,True,,,,,,,
1627780,1610612747,Gary Payton II,Gary Payton II,1627780,LAL,3055.0,51.0,-6.0,106.0,107.0,39.0,62.0,14.0,213.0,3.0,6.0,,3.0,2.0,4.0,,2.0,,1.0,5.0,13.0,,4.0,,10.0,111.0,2.0,6.0,,2.0,4.0,6.0,4.0,,,2.0,,5.0,1.0,6.0,1.0,2.0,13.0,5.0,8.0,1.0,14.0,19.0,,,,,,2.0,,2.0,,3.0,2.0,,4.0,,1.0,,,,,4.0,39.0,0.6,0.6,,,,,0.38461538461538464,0.3333333333333333,0.29411764705882354,0.25,0.2631578947368421,0.2222222222222222,0.23529411764705882,16.935483870967744,,0.3333333333333333,0.26666666666666666,0.29411764705882354,0.2765957446808511,0.23076923076923078,0.3,0.2857142857142857,0.45454545454545453,0.35294117647058826,0.5,0.6,0.17647058823529413,,,,0.23529411764705882,0.5,0.5,,0.11764705882352941,,,,0.125,,0.5882352941176471,,0.523179411764706,0.54713125,0.05555555555555555,0.07142857142857142,,0.4,7.423076923076922,24.174999999999997,0.36792452830188677,2.0,4.0,,3.0,,,,1.0,,3.0,,5.0,5.0,,2.0,,,,,,0.07692307692307693,0.16666666666666666,,0.11904761904761904,,0.08928571428571429,0.15384615384615385,,,1.0,0.5,0.5,0.5379750000000001,,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,0.07142857142857142,0.13333333333333333,0.09090909090909091,,,,0.25,0.5,,2.0,,,,1.0,,,,1.0,,,,,0.11764705882352941,,,,,,,0.125,,,,,,,,,,,True,,,,,,,
203898,1610612747,Tyler Ennis,Tyler Ennis,203898,LAL,12323.0,205.0,40.0,418.0,412.0,131.0,160.0,44.0,830.0,14.0,26.0,5.0,17.0,4.0,13.0,4.0,13.0,,4.0,23.0,56.0,6.0,15.0,3.0,67.0,378.0,11.0,20.0,,4.0,24.0,10.0,36.0,9.0,,13.0,4.0,21.0,13.0,34.0,11.0,11.0,81.0,9.0,18.0,,27.0,35.0,10.0,7.0,12.0,11.0,1.0,17.0,5.0,8.0,1.0,20.0,8.0,1.0,4.0,,1.0,,4.0,2.0,4.0,24.0,130.0,0.21739130434782608,0.22727272727272727,0.5,0.4,,0.4,0.4107142857142857,0.55,0.4507042253521127,0.4583333333333333,0.4589041095890411,0.48,0.2112676056338028,19.10828025477707,0.7058823529411765,,0.13636363636363635,0.10344827586206896,0.1232876712328767,0.19148936170212766,0.1111111111111111,0.1,0.09230769230769231,0.36619718309859156,0.5384615384615384,0.5833333333333334,0.23943661971830985,0.29411764705882354,0.3125,0.2,0.18309859154929578,0.3076923076923077,0.3076923076923077,0.5,0.18309859154929578,0.3076923076923077,0.3333333333333333,0.5,0.16666666666666666,,0.5774647887323944,0.3076923076923077,0.4770316901408449,0.5107145833333334,0.013888888888888888,0.017543859649122806,,0.3582089552238806,7.155357142857142,25.740000000000002,0.3133971291866029,1.0,11.0,1.0,3.0,,2.0,2.0,3.0,1.0,5.0,2.0,6.0,8.0,3.0,5.0,,0.3333333333333333,0.25,0.25,0.06666666666666667,0.05357142857142857,0.07692307692307693,0.07692307692307693,0.046153846153846156,0.02702702702702703,0.0392156862745098,0.019230769230769232,0.03278688524590164,0.13636363636363635,0.14285714285714285,0.25,0.4583333333333333,0.6414166666666667,0.029850746268656716,1.0,8.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,0.058823529411764705,0.04081632653061224,0.10344827586206896,0.08108108108108109,0.25,1.0,,0.25,0.7272727272727273,2.0,2.0,,,,,,9.0,2.0,,1.0,,,,0.028169014084507043,1.0,1.0,0.5,,,,,,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,
1628404,1610612747,Josh Hart,Josh Hart,1628404,LAL,11877.0,198.0,10.0,406.0,398.0,136.0,177.0,44.0,804.0,13.0,22.0,2.0,5.0,,4.0,12.0,39.0,2.0,13.0,15.0,31.0,14.0,45.0,16.0,88.0,389.0,3.0,7.0,4.0,15.0,26.0,20.0,10.0,30.0,,39.0,12.0,4.0,4.0,8.0,3.0,3.0,20.0,18.0,23.0,,41.0,44.0,6.0,5.0,7.0,5.0,2.0,8.0,2.0,6.0,2.0,10.0,17.0,,21.0,3.0,11.0,,1.0,1.0,1.0,24.0,135.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.3111111111111111,0.26666666666666666,0.3111111111111111,0.4838709677419355,0.42857142857142855,0.47368421052631576,0.4090909090909091,0.5176470588235295,0.48148148148148145,0.5921052631578947,20.394736842105264,0.875,,0.19327731092436976,0.20930232558139536,0.2,0.2978723404255319,0.07894736842105263,0.17647058823529413,0.23529411764705882,0.2894736842105263,0.5909090909090909,0.6842105263157895,0.06578947368421052,0.4,0.4,0.5,0.05263157894736842,,,,0.5131578947368421,0.3076923076923077,0.3157894736842105,0.6666666666666666,0.5909090909090909,0.15384615384615385,0.881578947368421,0.3076923076923077,0.5269671052631579,0.5338477272727272,0.13095238095238096,0.28205128205128205,,0.29545454545454547,5.941935483870966,25.568888888888893,0.33497536945812806,2.0,6.0,1.0,2.0,1.0,6.0,8.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,0.5,0.35714285714285715,0.375,0.022222222222222223,0.0967741935483871,0.13636363636363635,0.02564102564102564,0.009009009009009009,0.02564102564102564,0.015873015873015872,,0.015625,0.1111111111111111,0.6923076923076923,0.2857142857142857,0.2727272727272727,0.5002500000000001,0.06818181818181818,1.0,3.0,5.0,5.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,0.030303030303030304,,1.0,0.5,,0.7142857142857143,0.5,2.0,6.0,,,2.0,2.0,1.0,12.0,1.0,,,,0.2,0.07142857142857142,0.07894736842105263,0.3333333333333333,0.3333333333333333,1.0,,,,0.09090909090909091,1.0,2.0,,,,1.0,0.2,1.0,,,True,,,,,,,
203484,1610612747,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,LAL,9528.0,159.0,22.0,322.0,317.0,88.0,105.0,41.0,639.0,6.0,10.0,1.0,6.0,2.0,7.0,11.0,24.0,2.0,5.0,9.0,23.0,13.0,27.0,5.0,62.0,319.0,,5.0,2.0,5.0,8.0,12.0,6.0,27.0,,24.0,11.0,7.0,5.0,12.0,4.0,2.0,29.0,13.0,11.0,2.0,26.0,29.0,3.0,2.0,3.0,,3.0,7.0,4.0,,,4.0,8.0,1.0,6.0,,1.0,1.0,,,,8.0,87.0,0.6666666666666666,0.6666666666666666,0.6923076923076923,0.48148148148148145,0.4,0.48148148148148145,0.391304347826087,,0.57,0.3,0.5865384615384616,0.36363636363636365,0.54,15.945945945945946,0.42857142857142855,0.3333333333333333,0.102803738317757,0.17333333333333334,0.13186813186813187,0.02857142857142857,0.08333333333333333,0.19444444444444445,0.16666666666666666,0.2,0.6,0.6,0.12,0.16666666666666666,0.25,1.0,0.14,0.2857142857142857,0.2857142857142857,0.5,0.48,0.4583333333333333,0.4583333333333333,0.6363636363636364,0.5,0.4,0.74,0.4583333333333333,0.5177889999999999,0.487995,0.038461538461538464,0.041666666666666664,0.03571428571428571,0.12903225806451613,8.065217391304348,25.544444444444448,0.2732919254658385,2.0,1.0,1.0,3.0,,11.0,2.0,2.0,,3.0,3.0,,3.0,1.0,4.0,1.0,0.3333333333333333,0.7857142857142857,0.7857142857142857,,0.08695652173913043,,,,0.04838709677419355,0.01875,,0.03636363636363636,0.2,0.6666666666666666,0.2857142857142857,0.1,0.5211166666666667,0.1774193548387097,1.0,,4.0,4.0,,2.0,,2.0,,,,,,,,,,1.0,,0.3333333333333333,,,,,0.5,1.0,0.5714285714285714,,2.0,3.0,,,,,3.0,12.0,1.0,1.0,,,0.75,0.14285714285714285,0.06,0.6666666666666666,0.6666666666666666,1.0,,,,,,,1.0,,,3.0,0.75,1.0,1.0,,True,,,,,,,
204037,1610612747,Travis Wear,Travis Wear,204037,LAL,5774.0,96.0,-48.0,195.0,200.0,49.0,47.0,20.0,395.0,1.0,1.0,1.0,3.0,2.0,9.0,2.0,15.0,,2.0,4.0,13.0,5.0,19.0,4.0,27.0,213.0,1.0,5.0,,2.0,4.0,8.0,,12.0,,15.0,2.0,,1.0,1.0,1.0,,3.0,5.0,8.0,2.0,15.0,15.0,1.0,,1.0,1.0,,2.0,1.0,6.0,,10.0,4.0,,4.0,,1.0,,1.0,,1.0,4.0,49.0,1.0,1.0,0.8,0.2631578947368421,,0.2631578947368421,0.3076923076923077,0.2,0.359375,0.14285714285714285,0.39705882352941174,0.25,0.59375,16.363636363636363,0.5,0.5,0.14545454545454545,0.12195121951219512,0.13541666666666666,0.21428571428571427,0.125,0.11764705882352941,0.12903225806451613,0.03125,1.0,1.0,0.09375,0.3333333333333333,0.3333333333333333,1.0,0.28125,0.2222222222222222,0.2222222222222222,1.0,0.46875,0.13333333333333333,0.13333333333333333,0.5,0.2857142857142857,,0.625,0.13333333333333333,0.4862171875,0.41595,0.030303030303030304,0.07142857142857142,,0.14814814814814814,15.930769230769231,25.53684210526316,0.2512820512820513,,,1.0,1.0,,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.1,1.0,,,0.4461,0.07407407407407407,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,3.0,4.0,,,,,,3.0,,,,,,,0.125,0.75,0.75,1.0,,,,,,,,,,,,,,,True,,,,,,,
