EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,BlockingFouls,BlockingFoulsDrawn,ShortMidRangePctAssisted,SecondChanceTurnovers,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,on,SecondChanceCorner3FGM,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends,Clear Path Fouls
1627767,1610612740,Cheick Diallo,Cheick Diallo,1627767,NOP,720.0,12,-9.0,28,30,14,8,5,58,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,39,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,14,0.5,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,9.09090909090909,0.14285714285714285,0.1,0.16666666666666666,0.15384615384615385,0.07692307692307693,0.25,0.5,0.2,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,0.5,1.0,0.5852,0.7486,0.59335,0.5,0.5,1.5999999999999999,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201950,1610612740,Jrue Holiday,Jrue Holiday,201950,NOP,6680.0,111,26.0,237,247,81,78,21,484,11.0,16.0,,,4.0,4.0,19.0,31.0,52.0,238,,,,5.0,7.0,19.0,10.0,28.0,,12.0,21.0,9.0,54.0,2.0,7.0,4.0,11.0,2.0,13.0,7.0,,16.0,73,0.2631578947368421,0.2631578947368421,0.6129032258064516,,0.7142857142857143,0.5465116279069767,,0.7272727272727273,0.5666666666666667,,0.7307692307692307,19.615384615384613,0.07017543859649122,0.031746031746031744,0.11864406779661017,0.09482758620689655,0.021052631578947368,0.08333333333333333,0.05,0.11764705882352941,0.37209302325581395,0.6875,0.6875,0.45454545454545453,,,0.36363636363636365,1.0,0.6511627906976745,0.5189813953488372,,0.5678636363636363,,0.36538461538461536,6.738709677419355,0.34177215189873417,7.0,12.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,9.0,2.0,3.0,12.0,5.0,2.0,4.0,3.0,9.0,9.0,1.0,1.0,9.0,3.0,8.0,1.0,6.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,6.0,3.0,4.0,1.0,7.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.25,0.27906976744186046,0.03225806451612903,0.08333333333333333,0.6666666666666666,0.030303030303030304,0.05,0.11764705882352941,0.125,1.0,0.27906976744186046,0.5833333333333334,0.6363636363636364,0.06976744186046512,0.3333333333333333,0.3333333333333333,0.06976744186046512,0.6666666666666666,0.6666666666666666,1.0,0.20930232558139536,0.1111111111111111,0.1111111111111111,1.0,0.18181818181818182,1.0,0.18181818181818182,0.1111111111111111,0.023255813953488372,0.03225806451612903,25.225000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
202326,1610612740,DeMarcus Cousins,DeMarcus Cousins,202326,NOP,10364.0,173,-39.0,343,358,89,94,32,701,26.0,41.0,6.0,8.0,4.0,8.0,32.0,60.0,120.0,405,7.0,9.0,18.0,9.0,14.0,45.0,24.0,40.0,12.0,8.0,28.0,4.0,64.0,9.0,18.0,28.0,47.0,13.0,60.0,19.0,2.0,45.0,86,0.375,0.46153846153846156,0.5333333333333333,0.7777777777777778,0.6428571428571429,0.46703296703296704,0.85,0.7142857142857143,0.5267857142857143,0.9,0.6875,35.58441558441558,0.3010752688172043,0.10975609756097561,0.27692307692307694,0.2911392405063291,0.08,0.09523809523809523,0.2558139534883721,0.29411764705882354,0.45054945054945056,0.6341463414634146,0.6842105263157895,0.46153846153846156,0.8,0.75,0.38095238095238093,0.5,0.7912087912087912,0.5152466666666666,0.640575,0.5132761904761904,0.15,0.375,5.15,0.2594752186588921,5.0,12.0,1.0,7.0,,1.0,,,7.0,30.0,7.0,7.0,31.0,35.0,4.0,7.0,15.0,21.0,29.0,7.0,3.0,20.0,4.0,17.0,2.0,9.0,8.0,1.0,15.0,9.0,10.0,6.0,2.0,25.0,7.0,6.0,4.0,32.0,,48.0,4.0,2.0,18.0,7.0,,,12.0,8.0,1.0,0.22580645161290322,0.5714285714285714,0.23333333333333334,0.34065934065934067,0.05,,0.6,0.1276595744680851,0.41379310344827586,0.23809523809523808,0.21428571428571427,0.6666666666666666,0.13186813186813187,0.4166666666666667,0.4166666666666667,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.01098901098901099,,,,0.32967032967032966,0.23333333333333334,0.2413793103448276,1.0,,,0.3333333333333333,0.2413793103448276,0.17142857142857143,0.24324324324324326,26.725806451612904,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,12.0,9.0,1.0,2.0,1.0,2.0,5.0,1.0,0.03225806451612903,0.07317073170731707,0.03333333333333333,0.1111111111111111,0.09090909090909091,0.04411764705882353,0.07142857142857142,0.05172413793103448,0.06382978723404255,0.1,1.0,1.0,0.5714285714285714,,,,,,,,,,,,,,,,,True,,,,,,,,,
2749,1610612740,Jameer Nelson,Jameer Nelson,2749,NOP,12088.0,201,-8.0,404,414,91,98,35,818,6.0,9.0,,,1.0,1.0,12.0,25.0,54.0,442,,,,2.0,6.0,12.0,8.0,16.0,,13.0,32.0,10.0,77.0,,8.0,8.0,17.0,2.0,19.0,18.0,1.0,12.0,89,0.3333333333333333,0.3333333333333333,0.48,,0.3333333333333333,0.53125,,0.38461538461538464,0.54,,0.42857142857142855,12.694877505567929,0.07547169811320754,,0.08695652173913043,0.08080808080808081,0.011049723756906077,,0.1,0.1,0.1875,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,0.07692307692307693,1.0,0.6666666666666666,0.512096875,,0.4781961538461538,,0.2222222222222222,11.56,0.22524752475247525,2.0,5.0,4.0,11.0,1.0,1.0,,,8.0,22.0,7.0,9.0,23.0,3.0,2.0,7.0,2.0,15.0,22.0,8.0,2.0,19.0,3.0,13.0,3.0,8.0,3.0,5.0,4.0,2.0,3.0,2.0,,7.0,,7.0,,8.0,,4.0,,,1.0,1.0,,,2.0,,0.5555555555555556,0.391304347826087,0.2857142857142857,0.391304347826087,0.4791666666666667,0.08,0.4,0.5714285714285714,,0.030303030303030304,0.08695652173913043,0.045454545454545456,,0.10416666666666667,0.4,0.6666666666666666,0.22916666666666666,0.36363636363636365,0.36363636363636365,0.020833333333333332,1.0,1.0,1.0,0.4583333333333333,0.36363636363636365,0.36363636363636365,0.5,,,0.5384615384615384,0.36363636363636365,0.02040816326530612,0.038461538461538464,26.108695652173907,,,2.0,,,,,,3.0,2.0,,1.0,,1.0,,,1.0,,2.0,1.0,1.0,,,4.0,1.0,,,,,0.1,,0.025,,0.030303030303030304,,,,,0.2857142857142857,12.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,
2754,1610612740,Tony Allen,Tony Allen,2754,NOP,16346.0,272,-19.0,555,574,152,159,50,1129,37.0,65.0,7.0,14.0,9.0,14.0,40.0,79.0,103.0,620,7.0,15.0,20.0,10.0,17.0,27.0,56.0,24.0,8.0,2.0,9.0,,20.0,17.0,11.0,12.0,27.0,20.0,47.0,49.0,2.0,27.0,144,0.7,0.7777777777777778,0.5063291139240507,0.4666666666666667,0.5882352941176471,0.5054945054945055,0.4666666666666667,0.5909090909090909,0.5099009900990099,0.47619047619047616,0.5625,19.35483870967742,0.08,0.12142857142857143,0.09166666666666666,0.08518518518518518,0.08264462809917356,0.10526315789473684,0.014925373134328358,0.0851063829787234,0.7142857142857143,0.5692307692307692,0.6727272727272727,0.7297297297297297,0.9333333333333333,0.5,0.6363636363636364,0.6428571428571429,0.8461538461538461,0.5844528089887641,0.5917818181818182,0.6296547619047619,0.1941747572815534,0.2621359223300971,3.368354430379747,0.27387387387387385,2.0,9.0,1.0,5.0,3.0,4.0,1.0,2.0,1.0,8.0,3.0,4.0,12.0,11.0,2.0,5.0,1.0,12.0,7.0,1.0,11.0,7.0,2.0,6.0,1.0,11.0,10.0,1.0,10.0,7.0,9.0,3.0,2.0,19.0,3.0,22.0,2.0,17.0,3.0,21.0,1.0,,11.0,,,,3.0,,1.0,0.3333333333333333,0.4,0.36363636363636365,0.13186813186813187,0.13924050632911392,0.1111111111111111,0.5263157894736842,0.1323529411764706,0.08333333333333333,0.2,0.11538461538461539,,0.0989010989010989,0.2222222222222222,0.25,0.054945054945054944,0.2,0.2,0.04395604395604396,0.75,0.75,1.0,0.08791208791208792,0.125,0.125,1.0,0.09090909090909091,0.5,0.13636363636363635,0.14285714285714285,0.10891089108910891,0.12359550561797752,27.766666666666666,,,1.0,,,6.0,1.0,,,3.0,,4.0,5.0,,,2.0,,,3.0,2.0,,1.0,,3.0,,,,0.15384615384615385,,0.2857142857142857,,0.029411764705882353,0.11764705882352941,0.03488372093023256,0.15151515151515152,,,,0.3333333333333333,,3.0,,,,2.0,1.0,0.42857142857142855,,,,,,,,,True,,,,,,,,,
203121,1610612740,Darius Miller,Darius Miller,203121,NOP,10364.0,173,3.0,344,349,78,89,29,693,1.0,2.0,,,,1.0,3.0,9.0,63.0,376,,1.0,,1.0,3.0,14.0,2.0,4.0,,1.0,9.0,1.0,19.0,,13.0,10.0,23.0,1.0,24.0,10.0,2.0,14.0,76,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.625,,0.4230769230769231,0.6354166666666666,,0.46153846153846156,13.246753246753247,0.09803921568627451,,0.16883116883116883,0.12849162011173185,0.006369426751592357,,0.09803921568627451,0.15517241379310345,0.041666666666666664,0.5,1.0,,,,0.07692307692307693,,0.8541666666666666,0.5091659574468086,0.50417,0.4632083333333334,,0.2222222222222222,11.000000000000002,0.22674418604651161,2.0,3.0,,4.0,5.0,8.0,1.0,2.0,13.0,31.0,8.0,18.0,39.0,3.0,3.0,10.0,3.0,54.0,30.0,13.0,1.0,8.0,,7.0,1.0,3.0,2.0,1.0,3.0,,,3.0,,3.0,,6.0,,1.0,,4.0,,3.0,,,,,,,1.0,0.46153846153846156,0.3,0.47368421052631576,0.8125,0.1111111111111111,,1.0,,0.1,0.09523809523809523,0.21052631578947367,,0.0625,0.6666666666666666,0.6666666666666666,0.08333333333333333,,,0.16666666666666666,0.625,0.625,1.0,0.6458333333333334,0.41935483870967744,0.41935483870967744,1.0,0.15384615384615385,0.5,0.6153846153846154,0.43333333333333335,0.020833333333333332,,26.55128205128205,,4.0,2.0,,5.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,0.014925373134328358,,0.017241379310344827,,0.6666666666666666,,,0.25,,,,,0.5,,,,1.0,1.0,1.0,0.16666666666666666,0.02564102564102564,,,,True,,,,,,,,,
201967,1610612740,Dante Cunningham,Dante Cunningham,201967,NOP,3629.0,60,-13.0,122,129,23,31,11,251,1.0,2.0,,,,,1.0,2.0,5.0,128,,,,,,,2.0,,,,,,,,5.0,5.0,11.0,,11.0,7.0,1.0,,23,1.0,1.0,0.5,,,0.3125,,,0.3125,,,6.617647058823529,0.14285714285714285,,0.18518518518518517,0.16129032258064516,,,0.16666666666666666,0.10526315789473684,0.25,0.5,0.5,1.0,,,,,1.0,0.5864874999999999,,0.609,,,0.65,0.1885245901639344,,,,,1.0,4.0,,1.0,,2.0,,1.0,6.0,,,1.0,,3.0,2.0,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,0.16666666666666666,,0.16666666666666666,0.75,,,1.0,,0.16666666666666666,0.09090909090909091,0.375,,,,,,,,0.5,0.25,0.25,1.0,0.25,,,,1.0,,,,,,23.95,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,
202734,1610612740,E'Twaun Moore,E'Twaun Moore,202734,NOP,5197.0,87,-36.0,171,186,50,53,13,357,2.0,4.0,,,,,7.0,11.0,27.0,221,2.0,2.0,5.0,2.0,2.0,8.0,8.0,6.0,,1.0,9.0,1.0,19.0,1.0,4.0,3.0,9.0,2.0,11.0,10.0,,5.0,43,0.5714285714285714,0.5714285714285714,0.6363636363636364,1.0,1.0,0.5,1.0,0.6666666666666666,0.5192307692307693,1.25,0.6666666666666666,15.591397849462364,0.057692307692307696,0.02702702702702703,0.1111111111111111,0.07954545454545454,0.028985507246376812,,0.08695652173913043,0.06451612903225806,0.17391304347826086,0.5,0.6666666666666666,1.0,,,,,0.6956521739130435,0.4979239130434782,0.4145,0.4640833333333334,0.18518518518518517,0.2962962962962963,5.7272727272727275,0.29239766081871343,4.0,6.0,1.0,1.0,1.0,3.0,,1.0,2.0,9.0,,3.0,12.0,4.0,,1.0,4.0,9.0,9.0,2.0,2.0,8.0,,8.0,,2.0,,2.0,1.0,,2.0,1.0,1.0,3.0,1.0,5.0,,4.0,,7.0,1.0,,1.0,3.0,,,1.0,,1.0,0.25,,0.25,0.5217391304347826,0.18181818181818182,0.16666666666666666,0.3333333333333333,0.05555555555555555,0.058823529411764705,,0.4,,0.2608695652173913,0.6666666666666666,0.8,0.043478260869565216,1.0,1.0,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.391304347826087,0.2222222222222222,0.2222222222222222,1.0,0.3333333333333333,,,0.2222222222222222,0.043478260869565216,0.09090909090909091,25.125,,,,,,1.0,,,,1.0,,2.0,,1.0,,,,,1.0,,,1.0,,1.0,,,,0.25,,0.2857142857142857,,0.03125,,0.038461538461538464,,,,,,,,,,0.25,,1.0,,,,,,,,,,True,,,,,,,,,
203546,1610612740,Ian Clark,Ian Clark,203546,NOP,5251.0,88,-16.0,180,185,48,53,16,365,4.0,6.0,,,,,6.0,12.0,32.0,217,,1.0,,,1.0,6.0,10.0,2.0,,3.0,8.0,3.0,19.0,1.0,4.0,3.0,7.0,1.0,8.0,7.0,,6.0,48,0.8333333333333334,0.8333333333333334,0.5,,,0.4838709677419355,,0.3333333333333333,0.5,,0.3333333333333333,18.905472636815922,0.06,0.027777777777777776,0.11764705882352941,0.08333333333333333,0.013888888888888888,,0.04,0.13043478260869565,0.1935483870967742,0.6666666666666666,0.8,1.0,,,,,0.8064516129032258,0.5240166666666667,0.5029,0.50395,,0.1875,7.925,0.26666666666666666,1.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,14.0,7.0,6.0,19.0,2.0,2.0,8.0,,12.0,13.0,5.0,2.0,5.0,,5.0,,2.0,1.0,1.0,5.0,4.0,1.0,1.0,,6.0,2.0,4.0,,3.0,1.0,3.0,,1.0,1.0,,,,,,0.6666666666666666,0.3157894736842105,0.25,0.3333333333333333,0.6129032258064516,0.16666666666666666,0.25,0.8333333333333334,0.047619047619047616,0.125,,0.09090909090909091,,0.12903225806451613,0.25,0.3333333333333333,0.06451612903225806,0.5,0.5,0.16129032258064516,0.2,0.2,1.0,0.45161290322580644,0.35714285714285715,0.35714285714285715,0.6,0.1111111111111111,1.0,0.7777777777777778,0.38461538461538464,0.03125,0.07692307692307693,27.547368421052635,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,0.16666666666666666,,,,,,,,,,,0.14285714285714285,6.0,,,,,,1.0,,1.0,,,0.5,,,,,True,,,,,,,,,
1627883,1610612740,Jalen Jones,Jalen Jones,1627883,NOP,176.0,3,1.0,8,7,8,7,2,15,,,,,,,,1.0,,5,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,8,,,,,,,,,,,,7.692307692307692,1.0,,,0.5,,,,,,,,,,,,,,0.4068,,0.4068,,,5.6,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
