EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,FG2A,OpponentPoints,PenaltyFG2A,Fg2aBlocked,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,OffThreePtRebounds,OffRebounds,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimFGM,PenaltyAtRimFGM,LongMidRangeFGA,FG2M,Points,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,DefThreePtRebounds,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedCorner3,DefensiveGoaltends,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,3SecondViolations
1626177,1610612760,Dakari Johnson,Dakari Johnson,1626177,OKC,191.0,3,-3,6,7,6,5,1,13,1.0,1.0,1.0,7,1.0,1.0,6,1.0,1.0,14.285714285714285,1.0,1.0,1.0,0.4914,0.4914,2.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627772,1610612760,Daniel Hamilton,Daniel Hamilton,1627772,OKC,191.0,3,-3,6,7,6,5,1,13,,,,7,,,6,,,14.285714285714285,,,1.0,0.47655,0.47655,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628390,1610612760,Terrance Ferguson,Terrance Ferguson,1628390,OKC,191.0,3,-3,6,7,6,5,1,13,,,,7,,,6,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628408,1610612760,PJ Dozier,PJ Dozier,1628408,OKC,191.0,3,-3,6,7,6,5,1,13,1.0,1.0,2.0,7,2.0,,6,,,42.857142857142854,0.5,0.5,0.5,0.4837,0.4837,11.9,1.0,,,,,,,,,,,1.0,1.0,,,0.2,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202713,1610612760,Kyle Singler,Kyle Singler,202713,OKC,191.0,3,-3,6,7,6,5,1,13,1.0,1.0,1.0,7,1.0,,6,,,14.285714285714285,1.0,1.0,1.0,0.6803,0.6803,1.0,1.0,,,,,,,,,,,1.0,1.0,,,0.2,,,,,,,,,,1.0,1.0,,1.0,2.0,1.0,2.0,,1.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101109,1610612760,Raymond Felton,Raymond Felton,101109,OKC,81878.0,1365,-43,2628,2628,722,637,285,5256,102.0,14.0,322.0,2859,54.0,24.0,720,0.07453416149068323,0.1568627450980392,21.780175320296696,0.18478260869565216,0.10526315789473684,0.6014492753623188,0.4849881970260223,0.4769739669421487,10.827018633540371,0.2747336377473364,188.0,66.0,230.0,79.0,177.0,116.0,203.0,84.0,493.0,73.0,131.0,156.0,0.4166666666666667,0.09759358288770054,0.10496338486574451,0.12048192771084337,0.34057971014492755,0.49624060150375937,26.66608695652173,9.0,25.0,0.015570934256055362,0.01796875,0.014184397163120567,54.0,7.0,140.0,143.0,565.0,21.0,129.0,264.0,56.0,25.0,2.0,76.0,6.0,16.0,38.0,91.0,129.0,0.4440993788819876,0.3888888888888889,0.4791666666666667,0.4398496240601504,0.49298245614035086,0.4607142857142857,0.11642411642411643,0.10084033613445378,0.5294117647058824,0.627906976744186,0.2536231884057971,0.5,0.22831858407079647,22.0,0.07692307692307693,0.07857142857142857,0.1111111111111111,False,8.0,11.0,35.0,80.0,54.0,20.0,42.0,2.0,7.0,13.0,61.0,3.0,15.0,18.0,81.0,36.0,13.0,25.0,3.0,17.0,1.0,36.0,25.0,12.0,177.0,66.0,6.0,11.0,61.0,87.0,59.0,28.0,14.0,18.0,14.0,2.0,2.0,8.0,49.0,32.0,17.0,51.0,11.0,32.0,5.0,19.0,2.0,4.0,2.0,4.0,1.0,59.0,2.0,1.0,6.0,3.0,44.0,3.0,3.0,15.0,2.0,4.0,15.0,1.0,1.0,10.0,1.0,4.0,16.0,8.0,2.0,11.0,4.0,0.7283950617283951,0.3521739130434783,0.17647058823529413,0.31645569620253167,0.3698630136986301,0.52,0.4166666666666667,0.42857142857142855,0.075,0.014285714285714285,0.6710526315789473,0.03076923076923077,0.022727272727272728,0.019943019943019943,0.01824817518248175,0.02702702702702703,0.01646090534979424,0.01935483870967742,0.08359133126934984,0.10038610038610038,0.12154696132596685,0.028169014084507043,0.5,0.14492753623188406,0.4375,0.47297297297297297,0.05714285714285714,0.38571428571428573,0.391304347826087,0.05555555555555555,0.07608695652173914,0.47619047619047616,0.47619047619047616,1.0,0.324468085106383,0.324468085106383,0.639344262295082,0.2619047619047619,0.7272727272727273,0.047619047619047616,0.35714285714285715,0.2,0.6666666666666666,0.09774436090225563,0.5384615384615384,0.2727272727272727,0.3446327683615819,0.5210625,0.030035335689045935,0.04491017964071856,0.008620689655172414,0.06371681415929203,,,,,,,,,,,,,,
1626177,1610612760,Dakari Johnson,Dakari Johnson,1626177,OKC,9490.0,158,36,313,310,97,103,37,623,23.0,6.0,38.0,282,9.0,3.0,97,0.07894736842105263,0.08695652173913043,14.245810055865922,0.6052631578947368,0.6666666666666666,0.6052631578947368,0.5208210526315789,0.5569666666666666,4.434210526315789,0.30990415335463256,,,,,,3.0,8.0,2.0,21.0,9.0,18.0,34.0,,0.1232876712328767,0.12318840579710146,0.08333333333333333,,,,5.0,16.0,0.1,0.1095890410958904,0.1388888888888889,14.0,3.0,1.0,22.0,55.0,4.0,12.0,12.0,8.0,3.0,,3.0,1.0,,14.0,27.0,12.0,0.5789473684210527,0.4444444444444444,0.5789473684210527,0.4444444444444444,0.5729166666666666,0.46153846153846156,0.12307692307692308,0.16666666666666666,0.6086956521739131,0.6666666666666666,0.02631578947368421,0.5,0.21818181818181817,32.0,0.7272727272727273,0.8421052631578947,0.7142857142857143,False,5.0,7.0,7.0,14.0,1.0,,,,,,,,,,,11.0,5.0,8.0,,,3.0,13.0,,4.0,,,6.0,,,5.0,3.0,2.0,,1.0,11.0,,1.0,4.0,6.0,4.0,2.0,,1.0,,,,,,,1.0,2.0,16.0,,1.0,2.0,,20.0,,,6.0,,4.0,8.0,,,4.0,,4.0,8.0,4.0,2.0,2.0,4.0,,,,,,0.625,0.625,0.5909090909090909,0.07142857142857142,,,0.07142857142857142,,0.11458333333333333,0.20588235294117646,0.125,,,0.05,0.20689655172413793,0.10638297872340426,0.3076923076923077,0.5,0.3684210526315789,0.5,0.5384615384615384,0.7142857142857143,1.0,1.0,1.0,,,,,,,,0.875,0.7142857142857143,,,,,,,,,0.6170999999999999,0.13636363636363635,0.13636363636363635,,0.23636363636363636,0.4,,,,,,,,,,,,,
1628390,1610612760,Terrance Ferguson,Terrance Ferguson,1628390,OKC,45591.0,760,-81,1503,1487,440,345,200,2990,29.0,6.0,49.0,1696,13.0,5.0,438,0.10204081632653061,0.13793103448275862,10.638297872340425,0.17159763313609466,0.15,0.8816568047337278,0.5662053254437868,0.5537225,7.342857142857144,0.2927478376580173,58.0,11.0,120.0,27.0,58.0,11.0,19.0,7.0,46.0,20.0,28.0,46.0,0.7100591715976331,0.047058823529411764,0.04129793510324484,0.03571428571428571,0.3431952662721893,0.275,24.410000000000004,10.0,18.0,0.032467532467532464,0.02406417112299465,0.04,20.0,3.0,15.0,30.0,189.0,7.0,43.0,14.0,8.0,8.0,1.0,11.0,,4.0,39.0,83.0,43.0,0.6122448979591837,0.5384615384615384,0.5325443786982249,0.475,0.5431034482758621,0.5,0.03162055335968379,0.04918032786885246,0.6896551724137931,0.8,0.08875739644970414,0.5,0.2275132275132275,46.0,0.7666666666666667,0.7931034482758621,0.8,False,2.0,4.0,1.0,5.0,9.0,26.0,62.0,3.0,6.0,16.0,14.0,2.0,8.0,2.0,40.0,9.0,2.0,4.0,2.0,11.0,2.0,12.0,8.0,5.0,120.0,,2.0,,14.0,8.0,5.0,3.0,2.0,2.0,8.0,,,,24.0,18.0,6.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,,6.0,,15.0,,2.0,2.0,,10.0,,,3.0,,2.0,10.0,,,5.0,,5.0,10.0,5.0,2.0,7.0,2.0,1.0,0.3333333333333333,0.18181818181818182,0.2962962962962963,0.3333333333333333,0.5,0.3333333333333333,0.375,0.2,,0.2727272727272727,,,0.01818181818181818,0.005747126436781609,0.009009009009009009,0.03870967741935484,0.012048192771084338,0.059880239520958084,0.0410958904109589,0.026041666666666668,,0.5,0.029585798816568046,0.2,0.25,1.0,0.6,0.6,0.6666666666666666,0.3668639053254438,0.41935483870967744,0.43333333333333335,1.0,0.2413793103448276,0.2413793103448276,1.0,0.26666666666666666,0.5,0.2,0.5333333333333333,0.25,1.0,0.4,0.375,0.18181818181818182,0.2413793103448276,0.573125,0.01744186046511628,0.057692307692307696,,0.06349206349206349,0.5,2.0,0.016666666666666666,0.03225806451612903,,,,,,,,,,
202331,1610612760,Paul George,Paul George,202331,OKC,173446.0,2891,226,5866,5826,1671,1409,767,11692,293.0,79.0,731.0,6330,172.0,58.0,1660,0.07934336525307797,0.11604095563139932,25.409715045031742,0.21865671641791046,0.21823204419889503,0.673134328358209,0.5172220180045012,0.5149664325842697,9.286730506155951,0.2848619161268326,484.0,156.0,609.0,190.0,479.0,163.0,263.0,112.0,626.0,188.0,375.0,446.0,0.4544776119402985,0.12344057780695995,0.13840304182509505,0.16326530612244897,0.3611940298507463,0.430939226519337,25.33087027914614,33.0,71.0,0.0296229802513465,0.022508038585209004,0.03385731559854897,182.0,45.0,268.0,332.0,1734.0,76.0,529.0,426.0,176.0,90.0,7.0,212.0,14.0,47.0,83.0,233.0,526.0,0.454172366621067,0.4418604651162791,0.5208955223880597,0.5248618784530387,0.5682119205298013,0.5961098398169337,0.15898825654923215,0.12152777777777778,0.621160409556314,0.7027027027027027,0.2,0.569620253164557,0.30507497116493654,238.0,0.35843373493975905,0.3695652173913043,0.3901098901098901,False,22.0,35.0,61.0,170.0,89.0,55.0,125.0,12.0,18.0,34.0,189.0,14.0,41.0,58.0,244.0,338.0,30.0,63.0,21.0,53.0,20.0,143.0,76.0,149.0,588.0,144.0,20.0,5.0,189.0,100.0,60.0,40.0,29.0,22.0,30.0,8.0,11.0,23.0,161.0,102.0,59.0,122.0,36.0,82.0,15.0,40.0,1.0,9.0,10.0,11.0,17.0,326.0,6.0,9.0,19.0,12.0,411.0,40.0,24.0,160.0,9.0,43.0,32.0,7.0,6.0,28.0,1.0,3.0,39.0,23.0,2.0,20.0,37.0,0.8032786885245902,0.4006568144499179,0.39622641509433965,0.4,0.40397350993377484,0.47619047619047616,0.5301724137931034,0.562992125984252,0.12352941176470589,0.011194029850746268,0.5754716981132075,0.088,0.04,0.017804154302670624,0.02276176024279211,0.020737327188940093,0.010135135135135136,0.017421602787456445,0.10696920583468396,0.11284046692607004,0.17216117216117216,0.034023668639053255,0.5897435897435898,0.12686567164179105,0.3588235294117647,0.40939597315436244,0.26229508196721313,0.332089552238806,0.33584905660377357,0.3595505617977528,0.09328358208955224,0.44,0.44715447154471544,0.9272727272727272,0.390495867768595,0.39293139293139295,0.7671957671957672,0.3017241379310345,0.6285714285714286,0.10344827586206896,0.35344827586206895,0.34146341463414637,0.7857142857142857,0.09392265193370165,0.5294117647058824,0.3717948717948718,0.3945720250521921,0.5307292207792207,0.11520109066121335,0.18801410105757932,0.01461038961038961,0.08246828143021914,0.2727272727272727,5.0,0.008210180623973728,0.016,7.0,1.0,2.0,1.0,1.0,0.006198347107438017,0.5833333333333334,1.0,,
203924,1610612760,Jerami Grant,Jerami Grant,203924,OKC,98826.0,1647,17,3262,3263,1127,1032,371,6525,279.0,81.0,346.0,3556,95.0,45.0,1127,0.13005780346820808,0.12544802867383512,16.680227827502037,0.6118421052631579,0.6136363636363636,0.8530701754385965,0.5684509933774833,0.5623244186046513,3.055202312138728,0.34549356223175964,52.0,15.0,110.0,37.0,49.0,18.0,57.0,13.0,153.0,136.0,233.0,319.0,0.2412280701754386,0.1468682505399568,0.14172709294660515,0.17647058823529413,0.11403508771929824,0.11363636363636363,24.8990909090909,30.0,86.0,0.04484304932735426,0.05307994757536042,0.04526748971193416,185.0,52.0,18.0,212.0,682.0,57.0,202.0,114.0,79.0,23.0,6.0,54.0,3.0,15.0,87.0,155.0,202.0,0.6127167630057804,0.6,0.5701754385964912,0.5568181818181818,0.6067615658362989,0.5941176470588235,0.13367174280879865,0.11627906976744186,0.6630824372759857,0.7581967213114754,0.039473684210526314,0.6419753086419753,0.2961876832844575,310.0,0.7311320754716981,0.8031088082901554,0.745945945945946,False,27.0,46.0,19.0,49.0,8.0,15.0,58.0,3.0,9.0,22.0,17.0,,4.0,2.0,32.0,162.0,30.0,52.0,1.0,7.0,21.0,84.0,11.0,55.0,90.0,6.0,38.0,3.0,17.0,39.0,26.0,13.0,2.0,3.0,51.0,5.0,18.0,10.0,31.0,21.0,10.0,31.0,3.0,11.0,1.0,20.0,,12.0,3.0,9.0,7.0,218.0,15.0,10.0,16.0,5.0,240.0,28.0,,122.0,1.0,11.0,76.0,1.0,,62.0,,14.0,77.0,50.0,,22.0,9.0,0.9375,0.2909090909090909,0.14285714285714285,0.2972972972972973,0.29906542056074764,0.5769230769230769,0.5338983050847458,0.5833333333333334,0.20408163265306123,,0.5740740740740741,0.20224719101123595,0.043859649122807015,0.059509918319719954,0.060109289617486336,0.07009345794392523,0.05054151624548736,0.04371584699453552,0.1488833746898263,0.12539184952978055,0.13852813852813853,0.06289308176100629,0.6493506493506493,0.1074561403508772,0.3877551020408163,0.48717948717948717,0.5789473684210527,0.4444444444444444,0.4444444444444444,0.75,0.12719298245614036,0.25862068965517243,0.25862068965517243,1.0,0.3269230769230769,0.3269230769230769,0.8823529411764706,0.7796610169491526,0.5869565217391305,0.05084745762711865,0.06779661016949153,,,0.16666666666666666,0.4090909090909091,0.13333333333333333,0.3469387755102041,0.5324461538461538,0.22323049001814882,0.2772727272727273,0.009009009009009009,0.12316715542521994,0.25925925925925924,,,,1.0,,,1.0,14.0,,0.3333333333333333,1.0,1.0,1.0
