EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,BadPassTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2A,AtRimAssists,Steals,BadPassSteals,LongMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,PtsUnassisted2s,Blocked2s,BlockedAtRim,Blocks,on,PlusMinus,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,HeaveAttempts,Charge Fouls,BlockingFoulsDrawn,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyCorner3FGM,BlockedLongMidRange,PenaltyCorner3Accuracy,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Clear Path Fouls
101161,1610612755,Amir Johnson,Amir Johnson,101161,PHI,144.0,2,5,5,5,5,1.0,10,2,1.0,2.0,2.0,1.0,3.0,5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.5,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626158,1610612755,Richaun Holmes,Richaun Holmes,1626158,PHI,311.0,5,12,14,12,14,1.0,26,10,,2.0,3.0,,3.0,12,0.5,,0.375,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,30.769230769230766,1.0,0.25,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.5860166666666666,0.5860166666666666,1.0,6.5,26.7,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626643,1610612755,Jacob Pullen,Jacob Pullen,1626643,PHI,365.0,6,14,15,14,15,1.0,29,10,,,,,,14,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,20.0,1.0,,,,,,,,0.5,0.5,,,0.5,0.5,0.3992,0.3992,1.0,12.5,28.2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,144.0,2,5,5,5,5,1.0,10,2,,1.0,1.0,,1.0,5,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,0.5,33.333333333333336,,,,,,,,,,,,,,0.5,0.49895,0.49895,,18.1,22.9,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627789,1610612755,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1627789,PHI,365.0,6,14,15,14,15,1.0,29,10,,,,,,14,,,,,,,1.0,1.0,2.0,1.0,2.0,,,,1.0,2.0,,2.0,1.0,2.0,,2.0,,,,,,,,,,,,2.0,,,0.5,0.5,0.5,0.5,0.5,0.5,,13.333333333333334,,,,,1.0,0.5,0.5,,,,1.0,0.5,,1.0,0.67065,0.67065,1.0,1.7,,,,,,,,,,,,,,,,,2.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204456,1610612755,T.J. McConnell,T.J. McConnell,204456,PHI,275.0,5,11,11,11,11,,22,8,,,,,,11,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,,4.0,2.0,2.0,,4.0,,,,,,,,,,,,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,18.181818181818183,,,,,0.5,1.0,1.0,,0.5,,0.5,1.0,,0.5,0.50725,0.50725,1.0,5.9,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,4.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203949,1610612755,James Michael McAdoo,James Michael McAdoo,203949,PHI,221.0,4,9,10,9,10,,19,8,,,,,,9,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,11.11111111111111,,,,,,,,,,1.0,,,1.0,1.0,0.4308,0.4308,,,25.8,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101141,1610612755,Ersan Ilyasova,Ersan Ilyasova,101141,PHI,33253.0,554,1162,1171,378,497,130.0,2333,1198,20.0,48.0,110.0,44.0,154.0,373,0.22119815668202766,0.08968609865470852,0.1781305114638448,0.07208872458410351,0.08064516129032258,0.21348314606741572,0.3253012048192771,44.0,76.0,10.0,18.0,25.0,76.0,15.0,63.0,129.0,83.0,249.0,12.0,32.0,15.0,46.0,84.0,76.0,27.0,39.0,5.0,90.0,53.0,14.0,4.0,29.0,13.0,46.0,0.6666666666666666,0.8235294117647058,0.4883720930232558,0.375,0.5094339622641509,0.3829787234042553,0.5343347639484979,0.42592592592592593,0.3915094339622642,20.0,0.4827586206896552,0.15142857142857144,0.12631578947368421,0.2564102564102564,0.3584905660377358,0.5789473684210527,0.5945945945945946,0.6590909090909091,0.1179245283018868,0.3584905660377358,0.3829787234042553,0.5555555555555556,0.3191489361702128,0.75,0.5127834123222749,0.4956787234042553,0.18473895582329317,6.596899224806202,25.77831325301205,7.0,10.0,0.28,0.3181818181818182,0.5714285714285714,28.0,7.0,,30.0,10.0,17.0,13.0,0.1320754716981132,0.0330188679245283,,42.0,9.0,6.0,9.0,False,96.0,14.0,23.0,12.0,3.0,1.0,1.0,27.0,2.0,7.0,4.0,30.0,33.0,16.0,3.0,8.0,7.0,48.0,4.0,10.0,87.0,3.0,24.0,27.0,5.0,12.0,11.0,1.0,12.0,19.0,5.0,9.0,3.0,4.0,4.0,15.0,2.0,1.0,2.0,2.0,38.0,2.0,65.0,5.0,5.0,59.0,11.0,10.0,8.0,45.0,2.0,1.0,15.0,1.0,8.0,3.0,5.0,1.0,8.0,7.0,0.9666666666666667,0.3614457831325301,0.375,0.26666666666666666,0.3614457831325301,0.5333333333333333,0.5394736842105263,0.5454545454545454,0.03875968992248062,0.02631578947368421,0.12,0.1836734693877551,0.1388888888888889,0.059748427672955975,0.05504587155963303,0.0782608695652174,0.0425531914893617,0.13513513513513514,0.16964285714285715,0.15384615384615385,0.026785714285714284,0.5555555555555556,0.42857142857142855,0.42857142857142855,0.75,0.42857142857142855,0.42857142857142855,1.0,0.35526315789473684,0.35526315789473684,0.9629629629629629,0.6052631578947368,0.6086956521739131,0.07142857142857142,0.02631578947368421,1.0,1.0,0.18421052631578946,0.2857142857142857,1.0,0.26666666666666666,0.35526315789473684,0.5342199999999999,0.07111111111111111,0.1056338028169014,0.012048192771084338,0.1927710843373494,,,,,,,,,,,,,,,,,,,
101161,1610612755,Amir Johnson,Amir Johnson,101161,PHI,70071.0,1168,2413,2437,485,493,275.0,4850,2565,30.0,78.0,205.0,121.0,326.0,485,0.1776765375854214,0.07194244604316546,0.17092511013215858,0.10564010743061773,0.07647058823529412,0.17058823529411765,0.20099461251554082,90.0,136.0,15.0,29.0,84.0,23.0,4.0,130.0,228.0,32.0,342.0,32.0,52.0,7.0,88.0,170.0,22.0,85.0,118.0,9.0,269.0,116.0,25.0,9.0,56.0,9.0,88.0,0.6538461538461539,0.8252427184466019,0.5701754385964912,0.6153846153846154,0.5576923076923077,0.5932203389830508,0.5719063545150501,0.5945945945945946,0.12307692307692308,12.951477562933237,0.44642857142857145,0.16666666666666666,0.16494845360824742,0.20202020202020202,0.5230769230769231,0.6617647058823529,0.7317073170731707,0.6555555555555556,0.3230769230769231,0.08846153846153847,0.4915254237288136,0.5172413793103449,0.06779661016949153,0.6461538461538462,0.5046204633204633,0.49443017241379306,0.2573099415204678,4.385964912280703,25.625,37.0,16.0,0.44047619047619047,0.5285714285714286,0.6756756756756757,8.0,9.0,3.0,62.0,44.0,45.0,28.0,0.03076923076923077,0.03461538461538462,0.05084745762711865,90.0,44.0,24.0,44.0,False,8.0,27.0,43.0,3.0,3.0,,1.0,7.0,2.0,4.0,2.0,10.0,52.0,34.0,2.0,5.0,11.0,85.0,2.0,18.0,30.0,,54.0,7.0,27.0,33.0,31.0,2.0,32.0,88.0,3.0,11.0,9.0,17.0,6.0,31.0,2.0,,3.0,6.0,102.0,1.0,192.0,15.0,11.0,73.0,7.0,2.0,4.0,85.0,7.0,,36.0,,10.0,20.0,27.0,2.0,7.0,10.0,1.0,0.3125,0.4,0.2857142857142857,0.3225806451612903,0.5483870967741935,0.5522388059701493,0.5592105263157895,0.11842105263157894,0.09558823529411764,0.16666666666666666,0.1506849315068493,0.04477611940298507,0.12571428571428572,0.13973799126637554,0.14,0.08187134502923976,0.05194805194805195,0.13615023474178403,0.1903114186851211,0.0989010989010989,0.6136363636363636,0.375,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.30434782608695654,0.30434782608695654,1.0,0.6417910447761194,0.627906976744186,0.07407407407407407,0.014925373134328358,,,0.05970149253731343,0.5,1.0,0.5,0.3181818181818182,0.5490845454545454,0.1245674740484429,0.14007782101167315,,0.24853801169590642,1.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,
1626147,1610612755,Justin Anderson,Justin Anderson,1626147,PHI,31145.0,519,1052,1065,409,402,120.0,2117,1162,10.0,31.0,68.0,25.0,93.0,409,0.13963963963963963,0.05128205128205128,0.11867704280155641,0.04665314401622718,0.04516129032258064,0.13333333333333333,0.3887832699619772,43.0,65.0,18.0,25.0,22.0,72.0,27.0,53.0,99.0,103.0,236.0,20.0,33.0,37.0,81.0,72.0,71.0,17.0,25.0,1.0,58.0,30.0,7.0,1.0,16.0,5.0,81.0,0.6792452830188679,0.7659574468085106,0.5353535353535354,0.6060606060606061,0.5148514851485149,0.4785714285714286,0.5388127853881278,0.5192307692307693,0.5099009900990099,19.698239731768652,0.4375,0.10273972602739725,0.10588235294117647,0.16666666666666666,0.3217821782178218,0.6615384615384615,0.7288135593220338,0.7209302325581395,0.10891089108910891,0.3564356435643564,0.35714285714285715,0.72,0.38571428571428573,0.8316831683168316,0.5478412935323382,0.543736231884058,0.3432203389830508,4.6141414141414145,25.634951456310688,3.0,6.0,0.13636363636363635,0.2,0.6666666666666666,12.0,31.0,10.0,23.0,13.0,15.0,12.0,0.0594059405940594,0.15346534653465346,0.14285714285714285,34.0,7.0,5.0,7.0,False,-85.0,9.0,17.0,7.0,9.0,2.0,3.0,25.0,1.0,5.0,8.0,34.0,28.0,11.0,3.0,8.0,,31.0,9.0,14.0,96.0,6.0,12.0,25.0,13.0,8.0,7.0,1.0,3.0,13.0,2.0,7.0,5.0,3.0,2.0,9.0,1.0,,3.0,2.0,26.0,2.0,54.0,3.0,1.0,31.0,4.0,2.0,1.0,38.0,4.0,,18.0,,3.0,1.0,5.0,,9.0,3.0,0.9411764705882353,0.3300970873786408,0.375,0.24324324324324326,0.3333333333333333,0.4782608695652174,0.5,0.5,0.13131313131313133,0.09230769230769231,0.3181818181818182,0.23333333333333334,0.05714285714285714,0.0436241610738255,0.04040404040404041,0.05511811023622047,0.027777777777777776,0.075,0.07692307692307693,0.1206896551724138,0.05102040816326531,0.7142857142857143,0.5833333333333334,0.5833333333333334,0.42857142857142855,0.2903225806451613,0.2903225806451613,0.8888888888888888,0.3472222222222222,0.3472222222222222,0.96,0.5483870967741935,0.5294117647058824,0.2222222222222222,0.0967741935483871,0.6666666666666666,1.0,0.16129032258064516,0.2,1.0,0.2962962962962963,0.352112676056338,0.5928904761904761,0.08333333333333333,0.1592920353982301,,0.13135593220338984,1.0,1.0,1.0,,,1.0,1.0,1.0,0.1,,,,,,,,,,
