EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Corner3Assists,Travels,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,OffensiveGoaltends,Defensive 3 Seconds Violations,OffAtRimReboundPct,BlocksRecoveredPct,Clear Path Fouls,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,StepOutOfBoundsTurnovers,BlockedLongMidRange,Arc3PctBlocked,OffCorner3ReboundPct,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,on,DefensiveGoaltends,BlockedCorner3,3SecondViolations
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,16463.0,274,-99.0,585,585,149.0,181.0,61.0,1170,20.0,32.0,1.0,2.0,9.0,12.0,15.0,39.0,14.0,32.0,4.0,8.0,1.0,1.0,2.0,3.0,24.0,62.0,2.0,3.0,2.0,15.0,49.0,103.0,28.0,70.0,35.0,217.0,692,5.0,9.0,3.0,4.0,19.0,15.0,30.0,4.0,18.0,17.0,59.0,50.0,48.0,57.0,27.0,4.0,2.0,60.0,24.0,9.0,1.0,14.0,5.0,19.0,5.0,11.0,1.0,2.0,43.0,2.0,3.0,12.0,20.0,1.0,33.0,5.0,38.0,5.0,6.0,5.0,1.0,15.0,4.0,14.0,7.0,1.0,1.0,22.0,1.0,4.0,14.0,1.0,27.0,1.0,1.0,38.0,2.0,3.0,43.0,6.0,1.0,2.0,16.0,3.0,4.0,2.0,2.0,2.0,59.0,149.0,2.0,4.0,0.5102040816326531,0.5319148936170213,0.6785714285714286,0.4,0.75,0.2222222222222222,0.4117647058823529,0.4757281553398058,0.5555555555555556,0.5,0.5260115606936416,0.7307692307692307,0.4375,0.5740740740740741,0.7307692307692307,0.5267857142857143,0.4046242774566474,0.0142857142857142,0.087378640776699,0.125,0.1025641025641025,0.03125,0.125,32.56172839506173,0.6818181818181818,0.0555555555555555,0.1212121212121212,0.0166666666666666,0.1061946902654867,0.0198019801980198,0.1151079136690647,0.0177935943060498,0.0277777777777777,0.0222222222222222,0.0253164556962025,0.08,0.12,0.2,0.1012658227848101,0.1176470588235294,0.0595238095238095,0.1849710982658959,0.625,0.7142857142857143,0.5,0.2254335260115607,0.3846153846153846,0.4285714285714285,0.5333333333333333,0.1849710982658959,0.4375,0.4516129032258064,0.5,0.0462427745664739,0.5,0.5714285714285714,1.0,0.3583815028901734,0.3870967741935484,0.3870967741935484,0.625,0.1538461538461538,0.5,0.0769230769230769,1.0,1.0,0.2307692307692307,0.6666666666666666,1.0,0.25,0.75,0.0625,0.6666666666666666,0.3125,0.1333333333333333,0.5895953757225434,0.4,0.5154961988304092,0.46829,0.5224391304347826,0.1027027027027027,0.1415929203539823,0.0416666666666666,0.0875576036866359,0.271889400921659,9.7252427184466,26.44,0.2547008547008547,,,,,,,,,,,,,,,,,,,,,,,True,,,
1627733,1610612756,Dragan Bender,Dragan Bender,1627733,PHX,25360.0,423,-185.0,888,894,139.0,180.0,95.0,1782,10.0,20.0,1.0,2.0,2.0,5.0,2.0,10.0,,4.0,2.0,11.0,,,1.0,2.0,13.0,49.0,,5.0,,8.0,12.0,34.0,15.0,60.0,6.0,75.0,1063,1.0,3.0,,5.0,3.0,2.0,6.0,1.0,10.0,3.0,10.0,12.0,12.0,45.0,,2.0,,49.0,13.0,10.0,,20.0,9.0,29.0,8.0,12.0,4.0,4.0,67.0,5.0,4.0,28.0,26.0,6.0,60.0,9.0,69.0,2.0,7.0,4.0,3.0,11.0,4.0,8.0,13.0,2.0,3.0,24.0,2.0,4.0,22.0,2.0,37.0,,3.0,11.0,1.0,,9.0,1.0,,,3.0,,2.0,12.0,11.0,12.0,10.0,139.0,2.0,2.0,0.5,0.5454545454545454,1.0,0.25,,0.1,0.25,0.3529411764705882,0.3333333333333333,0.3333333333333333,0.3670212765957447,0.125,0.21875,0.3826530612244898,0.1666666666666666,0.2777777777777778,0.6382978723404256,,0.2941176470588235,0.3,0.3,0.25,,12.31079717457114,0.4583333333333333,0.2727272727272727,0.1007751937984496,0.0142857142857142,0.1696969696969697,0.0306748466257668,0.1276595744680851,0.0203160270880361,0.010204081632653,0.0294117647058823,0.0378787878787878,0.0909090909090909,0.0853658536585365,0.1363636363636363,0.1587301587301587,0.2051282051282051,0.0350877192982456,0.2127659574468085,0.5,0.7142857142857143,0.6,0.1063829787234042,0.2,0.2857142857142857,,0.0425531914893617,,,,0.1170212765957446,0.1818181818181818,0.1818181818181818,1.0,0.5212765957446809,0.2653061224489796,0.2653061224489796,1.0,0.25,0.5,,,,0.625,,,0.3125,0.4,0.125,0.5,0.5,,0.851063829787234,0.2653061224489796,0.5577909574468085,0.5824833333333332,0.5925750000000001,0.03125,0.0833333333333333,,0.04,0.1333333333333333,5.050000000000001,25.071666666666665,0.1565315315315315,1.0,1.0,3.0,4.0,1.0,1.0,8.0,1.0,1.0,0.0087719298245614,0.6666666666666666,,,,,,,,,,,,True,,,
1627737,1610612756,Marquese Chriss,Marquese Chriss,1627737,PHX,9999.0,167,-107.0,335,342,64.0,124.0,33.0,677,14.0,24.0,2.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,,5.0,,1.0,,,8.0,20.0,,1.0,1.0,5.0,16.0,30.0,8.0,25.0,6.0,62.0,415,2.0,4.0,,2.0,4.0,2.0,4.0,1.0,5.0,,7.0,24.0,8.0,24.0,,2.0,,20.0,8.0,4.0,,3.0,4.0,7.0,3.0,2.0,,1.0,18.0,3.0,6.0,10.0,19.0,3.0,32.0,9.0,41.0,,5.0,3.0,2.0,5.0,3.0,4.0,10.0,,1.0,15.0,2.0,1.0,10.0,1.0,27.0,2.0,4.0,15.0,,,14.0,,,,6.0,,1.0,8.0,8.0,8.0,7.0,64.0,2.0,,0.75,0.8,1.0,0.32,,0.2,0.32,0.5333333333333333,0.5,0.5,0.509090909090909,0.3333333333333333,0.3888888888888889,0.5,0.2857142857142857,0.3888888888888889,0.4545454545454545,,0.1333333333333333,0.1666666666666666,,,,20.54054054054054,0.3333333333333333,0.3333333333333333,0.2,0.0606060606060606,0.1818181818181818,0.0422535211267605,0.1933333333333333,0.0529411764705882,0.09375,,0.0517241379310344,0.1282051282051282,0.2352941176470588,0.2727272727272727,0.2368421052631578,0.0588235294117647,,0.4363636363636363,0.5833333333333334,0.7,0.7857142857142857,0.0545454545454545,0.3333333333333333,0.3333333333333333,,0.0545454545454545,0.3333333333333333,0.3333333333333333,1.0,0.0909090909090909,,,,0.3636363636363636,0.4,0.4,1.0,0.6666666666666666,0.5,0.1666666666666666,,,0.1666666666666666,,,0.4444444444444444,0.5,,,0.5555555555555556,0.2,0.8909090909090909,0.4,0.5758354545454546,0.6202125,0.6339333333333333,0.0983606557377049,0.1666666666666666,,0.064516129032258,0.1129032258064516,3.830000000000001,24.976,0.191044776119403,,1.0,1.0,2.0,3.0,,4.0,,,0.081081081081081,0.5,1.0,0.5,,,,,,,,,,True,,,
1628367,1610612756,Josh Jackson,Josh Jackson,1628367,PHX,18568.0,309,-139.0,648,660,157.0,186.0,70.0,1308,36.0,55.0,4.0,9.0,6.0,11.0,13.0,36.0,7.0,20.0,1.0,4.0,,,,1.0,4.0,22.0,,,2.0,8.0,56.0,111.0,5.0,26.0,28.0,155.0,770,5.0,11.0,,,12.0,9.0,20.0,2.0,9.0,7.0,31.0,40.0,72.0,12.0,3.0,8.0,1.0,21.0,4.0,17.0,,20.0,6.0,26.0,3.0,19.0,,1.0,58.0,4.0,11.0,16.0,21.0,1.0,38.0,15.0,53.0,3.0,12.0,8.0,4.0,4.0,2.0,2.0,12.0,4.0,2.0,16.0,4.0,7.0,13.0,1.0,31.0,1.0,2.0,31.0,2.0,2.0,44.0,2.0,,,21.0,,2.0,6.0,5.0,6.0,31.0,157.0,5.0,1.0,0.3571428571428571,0.3846153846153846,0.8,0.1923076923076923,,0.2222222222222222,0.2,0.5045045045045045,0.4545454545454545,0.45,0.4635036496350365,0.4545454545454545,0.4137931034482758,0.490506329113924,0.4615384615384615,0.4558823529411764,0.1897810218978102,,0.1531531531531531,0.1454545454545454,0.2222222222222222,0.05,,23.895027624309392,0.25,0.0714285714285714,0.1029411764705882,0.0547263681592039,0.1290322580645161,0.0333333333333333,0.1128048780487804,0.0467289719626168,0.0422535211267605,0.0196078431372549,0.0416666666666666,0.0918367346938775,0.0701754385964912,0.1632653061224489,0.1067961165048543,0.238095238095238,0.0535714285714285,0.4014598540145985,0.6545454545454545,0.7659574468085106,0.4722222222222222,0.2627737226277372,0.3611111111111111,0.4642857142857143,0.1538461538461538,0.145985401459854,0.35,0.3684210526315789,0.1428571428571428,0.0291970802919708,0.25,0.25,1.0,0.1605839416058394,0.1818181818181818,0.1818181818181818,0.75,0.8181818181818182,0.4444444444444444,,,,,,,0.3793103448275862,0.5454545454545454,0.0344827586206896,,0.2758620689655172,0.25,0.5912408759124088,0.1904761904761904,0.5294404411764707,0.6078555555555556,0.5139446428571428,0.1346153846153846,0.1615384615384615,,0.0774193548387096,0.2,6.72882882882883,26.31538461538461,0.2422839506172839,2.0,3.0,2.0,2.0,,1.0,3.0,,,0.0886075949367088,0.5,,,2.0,,,,,,,,,True,,,
203901,1610612756,Elfrid Payton,Elfrid Payton,203901,PHX,33074.0,551,-256.0,1158,1166,246.0,320.0,126.0,2324,54.0,97.0,3.0,8.0,15.0,24.0,23.0,59.0,9.0,28.0,,3.0,,,,1.0,5.0,22.0,,,2.0,5.0,86.0,184.0,5.0,25.0,37.0,224.0,1403,7.0,15.0,,,20.0,19.0,36.0,2.0,6.0,16.0,60.0,26.0,146.0,9.0,6.0,2.0,,22.0,5.0,23.0,1.0,79.0,39.0,118.0,32.0,59.0,12.0,8.0,275.0,5.0,12.0,22.0,58.0,3.0,83.0,17.0,100.0,6.0,19.0,11.0,8.0,38.0,5.0,32.0,16.0,2.0,6.0,54.0,1.0,13.0,19.0,2.0,50.0,1.0,2.0,47.0,,5.0,54.0,11.0,,,28.0,1.0,3.0,6.0,2.0,6.0,60.0,246.0,7.0,3.0,0.1511627906976744,0.1529411764705882,0.6,0.2,,0.3333333333333333,0.2,0.4673913043478261,0.4666666666666667,0.5277777777777778,0.4473684210526316,0.4666666666666667,0.5238095238095238,0.4869565217391304,0.5263157894736842,0.5769230769230769,0.1196172248803827,0.04,0.125,0.1752577319587628,0.1016949152542373,,,21.981424148606813,0.7037037037037037,0.0967741935483871,0.1746987951807229,0.0333333333333333,0.1057692307692307,0.0240384615384615,0.1481481481481481,0.0299295774647887,0.046875,,0.0239520958083832,0.1564625850340136,0.16,0.2235294117647059,0.10828025477707,0.0980392156862745,0.064516129032258,0.4641148325358851,0.5567010309278351,0.675,0.2037037037037037,0.2822966507177033,0.3898305084745763,0.4339622641509434,0.0869565217391304,0.1339712918660287,0.3214285714285714,0.3214285714285714,,0.0143540669856459,,,,0.1052631578947368,0.2272727272727272,0.238095238095238,0.6,0.5333333333333333,0.375,,,,,,,0.5714285714285714,0.625,0.0238095238095238,,0.119047619047619,0.4,0.583732057416268,0.2272727272727272,0.5220232057416266,0.4877181818181818,0.5377,0.1277533039647577,0.1393034825870646,0.0384615384615384,0.0892857142857142,0.2678571428571428,6.215217391304346,25.031999999999996,0.2124352331606217,6.0,7.0,1.0,2.0,2.0,2.0,2.0,,1.0,0.0428571428571428,0.3333333333333333,2.0,0.3333333333333333,,4.0,2.0,0.0454545454545454,0.024390243902439,,,,,True,,,
203584,1610612756,Troy Daniels,Troy Daniels,203584,PHX,14912.0,249,-133.0,517,522,121.0,167.0,57.0,1039,3.0,4.0,,,,,6.0,9.0,3.0,12.0,3.0,15.0,,1.0,,3.0,22.0,59.0,3.0,6.0,1.0,8.0,12.0,25.0,25.0,74.0,10.0,109.0,648,2.0,3.0,3.0,7.0,14.0,2.0,2.0,1.0,11.0,5.0,12.0,20.0,4.0,63.0,12.0,,1.0,58.0,22.0,1.0,1.0,5.0,4.0,9.0,4.0,3.0,2.0,,22.0,1.0,,9.0,15.0,,24.0,1.0,25.0,,5.0,4.0,1.0,4.0,,3.0,3.0,1.0,1.0,7.0,,1.0,7.0,1.0,20.0,,1.0,7.0,,,13.0,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,12.0,121.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.84,0.3378378378378378,0.4285714285714285,0.0909090909090909,0.3424657534246575,0.48,0.6666666666666666,1.0,0.5,0.65,0.2692307692307692,0.5192307692307693,0.6363636363636364,0.375,0.7474747474747475,0.0135135135135135,0.04,0.25,,,,19.270833333333336,0.5714285714285714,,0.1006711409395973,,0.108433734939759,0.0095238095238095,0.1034482758620689,0.0039840637450199,,,0.0116279069767441,0.0666666666666666,0.14,0.1025641025641025,0.123076923076923,0.0555555555555555,,0.0404040404040404,0.75,1.0,1.0,0.0909090909090909,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.1212121212121212,0.25,0.25,0.6666666666666666,0.1515151515151515,0.2,0.2,0.6666666666666666,0.5959595959595959,0.3728813559322034,0.3793103448275862,0.8636363636363636,,,0.1,,,0.6,0.5,0.6666666666666666,,,0.2307692307692307,,0.6153846153846154,0.125,0.7878787878787878,0.3793103448275862,0.5220622448979592,0.4632571428571429,0.4906166666666667,0.0388349514563106,0.074074074074074,0.0263157894736842,0.128440366972477,0.110091743119266,12.672,25.97297297297297,0.2340425531914893,1.0,,,1.0,,,2.0,,,,1.0,,,,1.0,,0.0169491525423728,,,,,,True,,,
203933,1610612756,T.J. Warren,T.J. Warren,203933,PHX,18712.0,312,-141.0,660,659,153.0,182.0,83.0,1319,42.0,65.0,11.0,18.0,9.0,14.0,7.0,32.0,12.0,36.0,1.0,4.0,,,,,1.0,4.0,,,,,61.0,133.0,2.0,8.0,24.0,152.0,827,14.0,24.0,,,28.0,12.0,22.0,,,11.0,35.0,80.0,42.0,6.0,,14.0,,4.0,1.0,12.0,,2.0,5.0,7.0,5.0,1.0,1.0,,19.0,4.0,15.0,8.0,11.0,,19.0,21.0,40.0,3.0,9.0,5.0,4.0,3.0,,2.0,5.0,,1.0,8.0,,2.0,10.0,,26.0,2.0,1.0,25.0,1.0,1.0,29.0,2.0,,1.0,13.0,,2.0,6.0,3.0,7.0,35.0,153.0,2.0,2.0,0.6557377049180327,0.7407407407407407,1.0,0.25,,,0.25,0.4586466165413533,0.5833333333333334,0.5454545454545454,0.4539007092198581,0.5833333333333334,0.5454545454545454,0.4902597402597403,0.5833333333333334,0.6296296296296297,0.0567375886524822,,0.0902255639097744,0.1076923076923077,0.15625,,,21.71581769436997,0.375,,0.0578947368421052,0.0700934579439252,0.072072072072072,0.0396039603960396,0.0631229235880398,0.0603174603174603,0.0779220779220779,0.04,0.0493827160493827,0.03125,0.1555555555555555,0.0204081632653061,0.0853658536585365,0.0344827586206896,0.0454545454545454,0.4609929078014184,0.6461538461538462,0.7241379310344828,0.6904761904761905,0.226950354609929,0.21875,0.2592592592592592,0.4285714285714285,0.2553191489361702,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0283687943262411,0.25,0.25,1.0,0.0283687943262411,0.25,0.25,1.0,0.75,0.6111111111111112,,,,,,,0.6363636363636364,0.6428571428571429,,,,,0.5177304964539007,0.25,0.5335297872340427,0.57242,0.5785545454545455,0.0855263157894736,0.0902777777777777,,0.1842105263157894,0.2302631578947368,7.623308270676693,23.975,0.2318181818181818,,,1.0,2.0,1.0,1.0,5.0,,,0.0804597701149425,0.7142857142857143,,0.0909090909090909,,1.0,2.0,,,2.0,1.0,1.0,0.0666666666666666,True,,,
1627885,1610612756,Shaquille Harrison,Shaquille Harrison,1627885,PHX,2074.0,35,-12.0,72,78,26.0,13.0,7.0,150,4.0,8.0,,,1.0,2.0,,,,,1.0,1.0,,,1.0,1.0,,2.0,,,,2.0,4.0,8.0,1.0,3.0,5.0,16.0,90,,,,,,1.0,2.0,1.0,3.0,4.0,9.0,2.0,6.0,3.0,,,1.0,1.0,,2.0,,3.0,1.0,4.0,1.0,3.0,,,9.0,,,2.0,3.0,,5.0,,5.0,,5.0,1.0,4.0,2.0,1.0,2.0,1.0,,,3.0,,,2.0,,5.0,,,4.0,,,6.0,,,,2.0,,1.0,1.0,1.0,1.0,9.0,26.0,,1.0,0.25,0.25,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.5,,0.5,0.5,,0.5,0.5714285714285714,,0.6428571428571429,0.2727272727272727,,0.25,0.25,,,,21.25,0.6666666666666666,,0.1578947368421052,,0.2,,0.1724137931034483,,,,,,0.375,,0.2,0.2,,0.7272727272727273,0.5,0.6666666666666666,0.25,,,,,,,,,0.0909090909090909,1.0,1.0,1.0,0.1818181818181818,,,,,,,,,,,,0.4,0.5,0.2,1.0,0.4,,1.0,,0.6574099999999999,,0.6466,0.1538461538461538,0.2,,,0.5625,1.5375,35.76666666666667,0.3611111111111111,,,,,,,,,,,,,,,,,,,,,,,True,,,
2199,1610612756,Tyson Chandler,Tyson Chandler,2199,PHX,5081.0,85,-64.0,175,177,5.0,23.0,19.0,352,16.0,18.0,3.0,4.0,,,,,,,,,,,,,,,,,,,16.0,18.0,,,3.0,35.0,236,3.0,4.0,,,8.0,,,,,,,24.0,8.0,,,6.0,,,,1.0,,3.0,,3.0,,2.0,1.0,,6.0,2.0,6.0,4.0,9.0,,13.0,8.0,21.0,,2.0,2.0,,1.0,,1.0,3.0,1.0,,4.0,,,3.0,,5.0,,1.0,5.0,1.0,,5.0,1.0,,,3.0,,,1.0,1.0,1.0,,5.0,,,0.75,0.9230769230769232,,,,,,0.8888888888888888,0.75,,0.8888888888888888,0.75,,0.875,0.8,,,,0.0555555555555555,0.0555555555555555,,,,12.307692307692308,0.25,,0.2307692307692307,0.1052631578947368,0.1379310344827586,0.0714285714285714,0.1911764705882352,0.0941176470588235,0.1428571428571428,,0.05,0.2727272727272727,0.1538461538461538,0.2666666666666666,0.1666666666666666,0.0909090909090909,,1.0,0.8888888888888888,0.9411764705882352,0.75,,,,,,,,,,,,,,,,,1.0,0.75,,,,,,,,,,,,,1.0,,0.6310777777777777,0.566,,0.15,0.15,,0.2285714285714285,,1.2888888888888888,,0.0285714285714285,2.0,,1.0,,,,1.0,,,0.1764705882352941,1.0,,,,,,,0.125,,,,,True,,,
201162,1610612756,Jared Dudley,Jared Dudley,201162,PHX,3313.0,55,-20.0,120,123,23.0,46.0,11.0,243,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,6.0,,,,1.0,,,2.0,7.0,,6.0,141,,,,,,,,1.0,2.0,,3.0,,,6.0,,,,6.0,1.0,,,1.0,,1.0,,1.0,,,2.0,,,3.0,4.0,,7.0,,7.0,,3.0,3.0,,,1.0,,1.0,,,1.0,,,2.0,,5.0,,,,,,,,,,,,,1.0,1.0,1.0,3.0,23.0,1.0,,,,1.0,0.2857142857142857,,0.5,0.2857142857142857,,,,0.4285714285714285,,0.75,0.4285714285714285,,0.75,1.0,,,,,,,6.153846153846153,,,0.1052631578947368,,0.1578947368421052,,0.1228070175438596,,,,,0.0909090909090909,0.2,,0.2,,,,,,,,,,,,,,,0.1428571428571428,1.0,1.0,1.0,0.8571428571428571,0.1666666666666666,0.1666666666666666,1.0,,,,,,,,,,,0.5,1.0,0.5,,1.0,0.1666666666666666,0.5378357142857143,,0.5487,,,,,0.5,,25.38571428571429,0.1916666666666666,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,
