EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,LongMidRangeAssists,FTOffRebounds,Charge Fouls,PenaltyFg3Pct,OffFTReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,LongMidRangeFGM,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,PtsUnassisted3s,HeaveAttempts,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,BlockedShortMidRange,SecondChanceFtPoints,Fg3aBlocked,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,BlockingFouls,NonShootingPenaltyNonTakeFouls,Defensive 3 Seconds Violations,Offensive Fouls,BlockingFoulsDrawn,SecondChanceAtRimPctAssisted,on,BlockedLongMidRange,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,3SecondViolations,OffensiveGoaltends,HeaveMakes
1626156,1610612751,D'Angelo Russell,D'Angelo Russell,1626156,BKN,509.0,8,10.0,20,20,12.0,13.0,2.0,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,15,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,12.0,1.0,0.5,0.3333333333333333,0.5,31.818181818181817,0.75,0.5,1.0,1.0,0.5,1.0,0.52965,0.3333333333333333,0.5,2.5,25.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1626178,1610612751,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,1626178,BKN,2428.0,40,-9.0,84,88,27.0,31.0,17.0,172,4.0,10.0,2.0,4.0,14.0,2.0,17.0,103,6.0,2.0,1.0,3.0,4.0,2.0,1.0,,11.0,,,1.0,1.0,,,,1.0,1.0,8.0,8.0,4.0,27.0,0.2857142857142857,0.34375,0.4473684210526316,0.125,19.047619047619047,1.0,0.625,0.4,0.5714285714285714,0.125,0.75,0.5162500000000001,0.2222222222222222,0.25,4.514285714285714,25.15,0.3214285714285714,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,0.25,0.3333333333333333,1.0,0.5,1.0,0.5,0.3333333333333333,1.0,0.625,1.0,0.625,1.25,0.2857142857142857,0.3,0.3333333333333333,0.3333333333333333,0.0454545454545454,0.0689655172413793,0.0769230769230769,0.0434782608695652,0.0571428571428571,0.0576923076923076,0.0714285714285714,0.1,0.0833333333333333,0.1428571428571428,0.1111111111111111,0.25,0.1875,0.0625,0.5,0.5,1.0,0.75,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,0.5,0.5242333333333333,0.5819,0.2941176470588235,0.2941176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201960,1610612751,DeMarre Carroll,DeMarre Carroll,201960,BKN,1869.0,31,1.0,63,61,30.0,28.0,7.0,124,3.0,4.0,5.0,5.0,7.0,6.0,26.0,68,4.0,5.0,1.0,1.0,2.0,,,,5.0,2.0,2.0,1.0,,1.0,1.0,,2.0,2.0,5.0,5.0,1.0,30.0,0.7142857142857143,0.8461538461538461,0.8666666666666667,0.4615384615384615,24.28571428571429,0.5,0.3076923076923077,0.75,0.75,0.3846153846153846,0.7692307692307693,0.5183653846153846,0.0769230769230769,0.1428571428571428,6.985714285714285,24.7,0.4761904761904761,,,1.0,1.0,2.0,1.0,3.0,,,4.0,4.0,1.0,1.0,,,2.0,1.0,2.0,3.0,17.0,6.0,12.0,,3.0,,1.0,1.0,,2.0,4.0,,6.0,2.0,8.0,,,1.0,,1.0,2.0,17.0,2.0,0.6,0.6,1.0,0.6666666666666666,,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.9444444444444444,,,,,0.2666666666666666,,0.2222222222222222,0.0769230769230769,0.25,0.04,,,,0.1666666666666666,0.2222222222222222,0.6666666666666666,0.1538461538461538,0.0769230769230769,0.6,0.6,1.0,,,,,,0.1428571428571428,1.0,0.6,0.3631,0.5068285714285714,0.0769230769230769,0.6538461538461539,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,0.8,0.5,0.2,0.1666666666666666,0.6666666666666666,1.0,1.0,0.5,0.0769230769230769,1.0,1.0,1.0,0.1428571428571428,1.0,0.5714285714285714,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
203459,1610612751,Allen Crabbe,Allen Crabbe,203459,BKN,375.0,6,8.0,14,12,10.0,9.0,2.0,26,,,1.0,1.0,1.0,1.0,6.0,12,,1.0,,,,,,,,1.0,1.0,,,1.0,,,1.0,,2.0,1.0,,10.0,1.0,1.25,1.5,0.5,17.64705882352941,,,,,0.5,0.5,0.4832499999999999,0.5,,17.2,26.4,0.7142857142857143,,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,6.0,2.0,3.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,6.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.25,,1.5,,,,1.0,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,1.0,,0.4832499999999999,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
203930,1610612751,Sean Kilpatrick,Sean Kilpatrick,203930,BKN,10978.0,183,-36.0,385,386,123.0,108.0,52.0,771,8.0,18.0,34.0,14.0,44.0,43.0,79.0,415,14.0,32.0,6.0,9.0,15.0,8.0,4.0,1.0,39.0,2.0,,10.0,5.0,6.0,5.0,2.0,16.0,2.0,15.0,19.0,7.0,123.0,0.3181818181818182,0.3505747126436782,0.4148936170212766,0.4942528735632184,24.8868778280543,0.625,0.2068965517241379,0.4444444444444444,0.5714285714285714,0.3908045977011494,0.7011494252873564,0.4991794117647058,0.0869565217391304,0.1458333333333333,8.481818181818182,26.283720930232555,0.3194805194805195,,,5.0,8.0,13.0,13.0,9.0,,1.0,11.0,18.0,1.0,5.0,,3.0,2.0,5.0,14.0,13.0,32.0,14.0,21.0,,9.0,7.0,1.0,,1.0,17.0,17.0,,34.0,1.0,35.0,2.0,5.0,8.0,,3.0,2.0,32.0,2.0,0.5,0.5,0.6363636363636364,0.2558139534883721,,0.2682926829268293,0.2,0.3571428571428571,0.125,0.3166666666666666,0.125,0.4428571428571428,0.1590909090909091,0.2222222222222222,0.2307692307692307,,0.1770833333333333,0.0086206896551724,0.2098765432098765,,0.192090395480226,0.0049751243781094,,,,0.2368421052631578,0.1904761904761904,0.5,0.1494252873563218,0.1494252873563218,0.2647058823529412,0.2647058823529412,0.5555555555555556,,,0.125,,,0.2666666666666666,0.625,0.28125,0.47225,0.5177142857142857,0.0253164556962025,0.4050632911392405,2.0,2.0,9.0,,3.0,3.0,13.0,3.0,16.0,1.0,,1.0,0.1875,,,0.0625,0.2307692307692307,0.1538461538461538,0.2,0.5,0.1034482758620689,0.2222222222222222,0.2222222222222222,1.0,0.1,,0.4333333333333333,0.2307692307692307,4.0,2.0,,1.0,0.3076923076923077,0.3076923076923077,0.5,0.0227272727272727,2.0,12.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0476190476190476,0.2777777777777778,0.0196078431372549,1.0,0.25,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
203915,1610612751,Spencer Dinwiddie,Spencer Dinwiddie,203915,BKN,2377.0,40,-9.0,79,79,45.0,20.0,10.0,158,1.0,2.0,2.0,2.0,8.0,4.0,6.0,90,4.0,2.0,6.0,2.0,8.0,1.0,4.0,1.0,18.0,1.0,1.0,1.0,,1.0,1.0,,2.0,2.0,2.0,4.0,1.0,45.0,0.25,0.1666666666666666,0.2307692307692307,0.3333333333333333,16.666666666666668,0.5,0.1666666666666666,0.5,0.5,0.1666666666666666,0.5,0.4693958333333334,0.1538461538461538,0.125,10.1,24.025,0.569620253164557,,,1.0,2.0,4.0,2.0,,,,,2.0,,1.0,,1.0,,1.0,4.0,,2.0,,,,,,1.0,,,1.0,1.0,,2.0,,2.0,,,4.0,,1.0,,2.0,,,,,,,,,0.25,,0.1666666666666666,,0.1666666666666666,,,,,0.0416666666666666,,0.0714285714285714,,0.0526315789473684,,,,,0.0833333333333333,0.0769230769230769,,0.3333333333333333,0.1666666666666666,,,,,,,,,0.3333333333333333,0.5,,0.465425,0.5146000000000001,,0.3333333333333333,1.0,,2.0,,1.0,,1.0,,2.0,1.0,,,,,,,,0.25,0.25,,0.1666666666666666,,,,0.1666666666666666,,0.1666666666666666,,,,,1.0,,,,0.2,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
203925,1610612751,Joe Harris,Joe Harris,203925,BKN,6555.0,109,-41.0,236,240,59.0,50.0,33.0,476,2.0,4.0,18.0,2.0,6.0,26.0,42.0,261,,18.0,7.0,1.0,8.0,,3.0,4.0,17.0,4.0,2.0,2.0,2.0,3.0,,1.0,5.0,,7.0,7.0,3.0,59.0,0.3333333333333333,0.578125,0.6,0.8125,14.652014652014651,0.4,0.125,0.5,0.6666666666666666,0.5625,0.9375,0.540421875,0.088235294117647,0.375,6.099999999999999,24.511538461538464,0.25,,,,,1.0,1.0,11.0,,,11.0,5.0,,,,1.0,1.0,,1.0,2.0,14.0,4.0,30.0,,11.0,2.0,1.0,,,5.0,5.0,,10.0,,10.0,,10.0,13.0,,1.0,1.0,14.0,1.0,1.0,1.0,0.9090909090909092,0.4230769230769231,,0.4230769230769231,,,,0.8571428571428571,0.25,0.875,0.3333333333333333,0.25,1.0,,0.0746268656716417,,0.1162790697674418,,0.0909090909090909,,,,,0.0384615384615384,0.1666666666666666,1.0,0.03125,0.03125,0.6111111111111112,0.6111111111111112,0.9090909090909092,,,,,,,,0.6111111111111112,0.5532,0.5446357142857142,0.0238095238095238,0.3333333333333333,,,8.0,,2.0,4.0,4.0,4.0,6.0,,,,0.6666666666666666,,,0.05,0.1428571428571428,,,,0.25,,,,0.2857142857142857,,0.5714285714285714,1.0,,,,,,,,,1.0,3.0,,,2.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0384615384615384,0.125,,,,,,,True,,,,,,,,,,,,,
1627747,1610612751,Caris LeVert,Caris LeVert,1627747,BKN,7702.0,128,-39.0,265,270,61.0,68.0,37.0,535,8.0,16.0,15.0,10.0,30.0,19.0,34.0,300,16.0,15.0,9.0,8.0,17.0,8.0,5.0,3.0,42.0,5.0,1.0,7.0,6.0,3.0,1.0,1.0,10.0,2.0,9.0,10.0,3.0,61.0,0.3333333333333333,0.2959183673469387,0.320754716981132,0.3877551020408163,20.588235294117645,0.7,0.3265306122448979,0.5,0.5714285714285714,0.3061224489795918,0.7142857142857143,0.5038204081632653,0.0769230769230769,0.09375,6.6,25.12105263157895,0.230188679245283,2.0,3.0,4.0,7.0,10.0,4.0,2.0,,1.0,3.0,5.0,2.0,4.0,,1.0,6.0,4.0,7.0,4.0,12.0,4.0,6.0,,2.0,2.0,,1.0,2.0,10.0,6.0,1.0,17.0,3.0,20.0,,5.0,10.0,,1.0,1.0,12.0,1.0,0.2,0.2,0.6666666666666666,0.1578947368421052,,0.1578947368421052,0.5,0.5714285714285714,0.4,0.3333333333333333,0.5,0.4285714285714285,0.0666666666666666,0.125,,0.1111111111111111,0.0952380952380952,0.0246913580246913,0.1724137931034483,0.0163934426229508,0.1322314049586777,0.0211267605633802,0.0303030303030303,0.032258064516129,0.0232558139534883,0.0454545454545454,0.1489361702127659,0.25,0.2040816326530612,0.0816326530612244,0.1333333333333333,0.1333333333333333,0.5,0.6,0.6666666666666666,0.2,,,0.5833333333333334,0.5714285714285714,0.1333333333333333,0.4854333333333333,0.4924208333333333,0.1764705882352941,0.3529411764705882,2.0,1.0,4.0,,,,5.0,,5.0,1.0,,,,,,0.0869565217391304,0.1666666666666666,0.2,0.2,,0.0816326530612244,0.25,0.25,1.0,,,0.4166666666666667,,,1.0,,1.0,,,,0.05,,3.0,,,4.0,1.0,,,2.0,1.0,2.0,1.0,,0.2727272727272727,,0.5,,1.0,2.0,,,,,,,,2.0,1.0,,,,,True,,,,,,,,,,,,,
203092,1610612751,Tyler Zeller,Tyler Zeller,203092,BKN,3171.0,53,-18.0,115,113,43.0,31.0,12.0,228,4.0,6.0,,8.0,14.0,1.0,28.0,114,4.0,,1.0,,1.0,,,,2.0,2.0,1.0,,,1.0,,,1.0,1.0,9.0,12.0,6.0,43.0,0.5714285714285714,0.6333333333333333,0.7,0.0666666666666666,16.666666666666668,,0.4,0.6666666666666666,0.8,,0.4666666666666667,0.4886233333333333,0.3157894736842105,0.3333333333333333,5.95,23.3,0.3739130434782609,2.0,3.0,3.0,5.0,6.0,2.0,,,,1.0,9.0,2.0,3.0,,,4.0,4.0,7.0,3.0,11.0,12.0,3.0,4.0,,1.0,,4.0,3.0,3.0,6.0,,9.0,7.0,16.0,,1.0,3.0,1.0,2.0,1.0,11.0,1.0,0.75,1.0,1.0,1.0,,1.0,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.55,0.0714285714285714,0.1666666666666666,,,0.2142857142857142,0.088235294117647,0.1363636363636363,0.16,0.18,0.1186440677966101,0.1428571428571428,0.0714285714285714,0.125,0.2,0.0625,0.5,0.4,0.1333333333333333,,,,1.0,0.6666666666666666,,,,0.7142857142857143,0.6,,0.3967,0.5663285714285714,0.1428571428571428,0.3928571428571428,3.0,1.0,1.0,,,,,,,1.0,,1.0,,,0.2222222222222222,0.4285714285714285,0.0909090909090909,0.5,0.5,1.0,0.0666666666666666,1.0,1.0,1.0,,,,,1.0,,,,0.5,0.5,1.0,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,1.0,1.0,,,,,,1.0,,,,True,,,,,,,,,,,,,
203112,1610612751,Quincy Acy,Quincy Acy,203112,BKN,3812.0,64,-32.0,133,133,34.0,46.0,11.0,266,1.0,3.0,11.0,2.0,6.0,16.0,27.0,150,2.0,11.0,,2.0,2.0,1.0,,,6.0,,,1.0,1.0,2.0,,,3.0,1.0,8.0,9.0,5.0,34.0,0.3333333333333333,0.4318181818181818,0.5192307692307693,0.7272727272727273,20.13888888888889,0.3333333333333333,0.1363636363636363,0.3333333333333333,0.3333333333333333,0.5,0.8636363636363636,0.5345477272727273,0.1923076923076923,0.5,6.166666666666667,24.725,0.2556390977443609,1.0,1.0,1.0,1.0,2.0,1.0,4.0,,,5.0,8.0,1.0,1.0,,,3.0,2.0,3.0,3.0,7.0,2.0,15.0,2.0,4.0,1.0,1.0,1.0,,5.0,4.0,1.0,10.0,1.0,11.0,,2.0,4.0,1.0,1.0,,7.0,,0.5,1.0,1.0,0.3125,,0.3125,1.0,0.6666666666666666,1.0,0.5,1.5,0.7,0.1666666666666666,,0.5,0.1666666666666666,0.1666666666666666,,0.1428571428571428,0.03125,0.1525423728813559,0.0147058823529411,,,0.0384615384615384,0.2222222222222222,0.1379310344827586,,0.0909090909090909,0.0454545454545454,0.3636363636363636,0.3636363636363636,1.0,1.0,1.0,,,,0.25,1.0,0.3636363636363636,,0.55035,0.1111111111111111,0.2592592592592592,,1.0,5.0,,1.0,,,,1.0,,,,,,,0.2,,,,,0.2272727272727272,0.2,0.2,1.0,0.25,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.1666666666666666,,,,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,,True,,,,,,,,,,,,,
