EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG3A,FTDefRebounds,DefRebounds,Rebounds,FG3APct,Usage,DefFTReboundPct,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,on,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,Travels,3SecondViolations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,PenaltyCorner3FGM,Clear Path Fouls,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Defensive 3 Seconds Violations,Technical Free Throw Trips,BlockedCorner3,Corner3PctBlocked
1627745,1610612744,Damian Jones,Damian Jones,1627745,GSW,79.0,1,-2,3,2,3,2,5,2,1.0,3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628449,1610612744,Chris Boucher,Chris Boucher,1628449,GSW,79.0,1,-2,3,2,3,2,5,2,,3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.333333333333336,1.0,1.0,1.0,1.0,0.5679,0.5679,22.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201156,1610612744,Nick Young,Nick Young,201156,GSW,79.0,1,-2,3,2,3,2,5,2,,3,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201956,1610612744,Omri Casspi,Omri Casspi,201956,GSW,79.0,1,-2,3,2,3,2,5,2,,3,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,79.0,1,-2,3,2,3,2,5,2,,3,,1.0,,,,,,,,,33.333333333333336,,,,,,,,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,54600.0,910,123,1854,1860,650,694,3714,1993,106.0,648,11.0,0.3505933117583603,,,5.0,3.0,17.0,132.0,215.0,0.025906735751295335,12.542372881355933,0.2833333333333333,,,0.7150259067357513,0.5278999999999999,0.5143706349206348,38.58,3.0,15.0,31.0,10.0,False,183.0,92.0,133.0,24.0,36.0,28.0,40.0,10.0,35.0,9.0,20.0,1.0,5.0,1.0,3.0,111.0,188.0,1.0,42.0,267.0,28.0,44.0,4.0,60.0,36.0,61.0,1.0,20.0,95.0,152.0,70.0,3.0,42.0,2.0,3.0,1.0,22.0,26.0,16.0,42.0,13.0,3.0,15.0,4.0,7.0,100.0,25.0,57.0,1.0,38.0,77.0,83.0,7.0,34.0,24.0,10.0,16.0,8.0,2.0,8.0,1.0,2.0,46.0,1.0,5.0,12.0,4.0,64.0,1.0,4.0,2.0,1.0,77.0,7.0,34.0,8.0,54.0,2.0,2.0,28.0,5.0,21.0,56.0,34.0,95.0,8.0,0.6846846846846847,0.8444444444444444,1.0,0.2,0.3333333333333333,0.3333333333333333,0.5904255319148937,0.6363636363636364,0.5901639344262295,0.582901554404145,0.6363636363636364,0.5859375,0.5855263157894737,0.6,0.5792682926829268,0.11702127659574468,0.12781954887218044,0.11428571428571428,0.05,0.5161290322580645,0.018867924528301886,0.14154411764705882,0.1130952380952381,0.1130952380952381,0.08532423208191127,0.13068181818181818,0.1028858218318695,0.16455696202531644,0.11797752808988764,0.05952380952380952,0.08097165991902834,0.10869565217391304,0.140625,0.1366120218579235,0.14792899408284024,0.11320754716981132,0.11267605633802817,0.12280701754385964,0.6071428571428571,0.689119170984456,0.6917293233082706,0.7931034482758621,0.6739130434782609,0.18134715025906736,0.2857142857142857,0.3225806451612903,0.7,0.10362694300518134,0.45,0.47368421052631576,0.7777777777777778,0.025906735751295335,0.2,0.2,1.0,0.8181818181818182,0.6666666666666666,0.08333333333333333,0.625,0.7,0.046875,0.3333333333333333,0.3333333333333333,0.5813861111111113,0.15454545454545454,0.15813953488372093,0.2247191011235955,0.35580524344569286,4.409042553191491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626188,1610612744,Quinn Cook,Quinn Cook,1626188,GSW,44428.0,740,-39,1489,1498,338,426,2987,1655,59.0,337,8.0,0.2269979852249832,18.0,2.0,104.0,26.0,3.0,72.0,82.0,0.4126984126984127,18.07598039215686,0.06976744186046512,0.07142857142857142,0.029411764705882353,0.6071428571428571,0.4982033730158732,0.509933088235294,25.578846153846158,2.0,13.0,32.0,5.0,False,114.0,27.0,49.0,,3.0,13.0,21.0,21.0,45.0,28.0,54.0,38.0,86.0,11.0,24.0,76.0,148.0,46.0,22.0,312.0,1.0,7.0,,11.0,22.0,42.0,11.0,18.0,95.0,62.0,90.0,105.0,,,86.0,38.0,15.0,60.0,29.0,89.0,24.0,5.0,28.0,15.0,17.0,207.0,6.0,4.0,,23.0,46.0,10.0,1.0,12.0,8.0,4.0,19.0,13.0,2.0,6.0,2.0,3.0,21.0,1.0,2.0,2.0,1.0,26.0,,,1.0,,25.0,3.0,8.0,6.0,1.0,,,,,1.0,1.0,,95.0,6.0,0.40789473684210525,0.40789473684210525,0.7608695652173914,0.4423076923076923,0.4230769230769231,0.4423076923076923,0.5135135135135135,0.14285714285714285,0.5238095238095238,0.5753968253968254,0.34375,0.5661764705882353,0.5931558935361216,0.34375,0.6168831168831169,0.10135135135135136,0.20408163265306123,0.08888888888888889,0.018518518518518517,0.59375,,0.10199556541019955,0.009216589861751152,0.08846153846153847,0.024390243902439025,0.0970464135021097,0.014705882352941176,0.024,,0.006134969325153374,0.02843601895734597,,0.06748466257668712,0.09937888198757763,0.14960629921259844,0.10679611650485436,0.018518518518518517,0.008771929824561403,,0.19444444444444445,0.5510204081632653,0.6923076923076923,0.5555555555555556,0.17857142857142858,0.4666666666666667,0.5121951219512195,0.3333333333333333,0.21428571428571427,0.5185185185185185,0.5283018867924528,0.32142857142857145,0.3412698412698413,0.4418604651162791,0.4470588235294118,0.7105263157894737,0.1875,,,0.3088235294117647,0.6190476190476191,0.35294117647058826,0.4583333333333333,0.4418604651162791,0.4719333333333333,0.0311284046692607,0.05228758169934641,0.035256410256410256,0.30448717948717946,10.566891891891888,8.0,2.0,3.0,7.0,3.0,9.0,33.0,1.0,3.0,1.0,0.3333333333333333,0.009615384615384616,0.011627906976744186,0.4444444444444444,0.4444444444444444,1.0,0.125,0.4375,0.42857142857142855,0.6666666666666666,,,,,,,,,,,,,,,
1627745,1610612744,Damian Jones,Damian Jones,1627745,GSW,5244.0,87,2,174,177,87,108,351,178,13.0,87,,0.5,,,,,1.0,9.0,14.0,,15.135135135135135,0.3333333333333333,,,0.6818181818181818,0.5270363636363636,0.5510692307692308,,,3.0,4.0,1.0,False,10.0,10.0,15.0,1.0,1.0,7.0,10.0,1.0,3.0,,4.0,,,,,11.0,22.0,,3.0,25.0,2.0,2.0,,4.0,7.0,13.0,,3.0,17.0,18.0,4.0,,2.0,,,,3.0,2.0,,2.0,,,2.0,,,4.0,2.0,3.0,,4.0,4.0,5.0,,1.0,1.0,,1.0,,,1.0,,,7.0,1.0,,2.0,2.0,10.0,,1.0,1.0,,5.0,1.0,3.0,,3.0,,,2.0,,1.0,3.0,1.0,17.0,,0.8181818181818182,0.9,,,,,0.5,1.0,0.5384615384615384,0.5,1.0,0.5384615384615384,0.5208333333333334,1.0,0.6071428571428571,0.13636363636363635,0.13333333333333333,0.3333333333333333,,0.25,,0.07692307692307693,0.057692307692307696,0.10526315789473684,0.07407407407407407,0.08888888888888889,0.06329113924050633,,0.125,0.038461538461538464,0.09090909090909091,,0.09090909090909091,0.11764705882352941,,0.10344827586206896,0.1111111111111111,,0.3333333333333333,0.6818181818181818,0.6666666666666666,0.7692307692307693,0.9,0.13636363636363635,0.3333333333333333,0.5,,0.18181818181818182,,,,,,,,0.5,1.0,,0.7692307692307693,0.7,,,,,0.125,0.125,0.16,0.68,6.127272727272726,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1627775,1610612744,Patrick McCaw,Patrick McCaw,1627775,GSW,57664.0,961,-85,1956,1979,569,650,3935,2220,67.0,569,11.0,0.2908997955010225,22.0,7.0,80.0,24.0,3.0,66.0,82.0,0.35555555555555557,12.897282358360203,0.046875,0.09777777777777778,0.11475409836065574,0.7466666666666667,0.5134004464285712,0.5121073770491804,25.850000000000005,4.0,17.0,41.0,12.0,False,182.0,55.0,88.0,8.0,10.0,13.0,18.0,8.0,27.0,10.0,30.0,9.0,58.0,2.0,17.0,73.0,145.0,19.0,26.0,229.0,11.0,14.0,,25.0,19.0,37.0,3.0,12.0,59.0,102.0,44.0,57.0,10.0,1.0,57.0,9.0,19.0,49.0,32.0,81.0,25.0,7.0,23.0,11.0,15.0,194.0,6.0,10.0,,22.0,41.0,16.0,1.0,43.0,28.0,15.0,24.0,14.0,5.0,10.0,2.0,2.0,35.0,2.0,2.0,,1.0,42.0,5.0,3.0,3.0,,34.0,6.0,17.0,3.0,10.0,,,5.0,,5.0,10.0,2.0,59.0,3.0,0.6986301369863014,0.75,1.0,0.2375,0.125,0.24050632911392406,0.503448275862069,0.7857142857142857,0.5135135135135135,0.45111111111111113,0.625,0.38524590163934425,0.4790794979079498,0.625,0.4338235294117647,0.1310344827586207,0.13636363636363635,0.2222222222222222,0.03333333333333333,0.5853658536585366,,0.06890756302521009,0.01949317738791423,0.06853582554517133,0.01694915254237288,0.06877729257641921,0.01845444059976932,0.00558659217877095,0.018404907975460124,0.03508771929824561,0.017421602787456445,0.014925373134328358,0.07758620689655173,0.06363636363636363,0.06293706293706294,0.07722007722007722,0.03225806451612903,0.009009009009009009,0.2,0.39111111111111113,0.625,0.7236842105263158,0.6909090909090909,0.12,0.2962962962962963,0.38095238095238093,0.625,0.13333333333333333,0.3333333333333333,0.3448275862068966,0.8,0.2577777777777778,0.15517241379310345,0.15517241379310345,1.0,0.5,0.8,0.5,0.29508196721311475,0.7222222222222222,0.2786885245901639,0.11764705882352941,0.15789473684210525,0.5265466666666667,0.07203389830508475,0.10897435897435898,0.1091703056768559,0.2576419213973799,6.458620689655171,10.0,1.0,1.0,5.0,1.0,6.0,,,3.0,,0.16666666666666666,,,0.45454545454545453,0.45454545454545453,1.0,0.05,0.25,0.2,1.0,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,
201156,1610612744,Nick Young,Nick Young,201156,GSW,83506.0,1392,43,2865,2876,852,939,5741,3111,100.0,852,14.0,0.2973821989528796,98.0,33.0,326.0,103.0,2.0,105.0,125.0,0.6680327868852459,17.516629711751662,0.022727272727272728,0.20081967213114754,0.24087591240875914,0.7397540983606558,0.5085401234567901,0.5099359259259261,25.343865030674852,3.0,17.0,39.0,12.0,False,249.0,24.0,35.0,3.0,6.0,5.0,6.0,24.0,44.0,30.0,83.0,86.0,228.0,35.0,70.0,78.0,162.0,123.0,56.0,581.0,8.0,16.0,4.0,44.0,11.0,34.0,46.0,16.0,176.0,100.0,56.0,327.0,6.0,1.0,227.0,86.0,7.0,21.0,15.0,36.0,11.0,4.0,9.0,8.0,4.0,87.0,9.0,11.0,,39.0,64.0,20.0,1.0,38.0,15.0,23.0,22.0,15.0,1.0,7.0,1.0,5.0,41.0,6.0,2.0,6.0,3.0,70.0,4.0,2.0,8.0,2.0,65.0,6.0,20.0,6.0,6.0,1.0,1.0,4.0,2.0,,7.0,6.0,176.0,6.0,0.6410256410256411,0.6666666666666666,0.8861788617886179,0.3773006134969325,0.44660194174757284,0.37846153846153846,0.48148148148148145,0.5,0.3235294117647059,0.5379098360655737,0.47619047619047616,0.583941605839416,0.5651750972762646,0.5,0.6111111111111112,0.043209876543209874,0.11428571428571428,0.045454545454545456,0.012048192771084338,0.5641025641025641,,0.0757396449704142,0.014905149051490514,0.07707509881422925,0.017786561264822136,0.07623982235381199,0.01607717041800643,0.02575107296137339,0.00816326530612245,0.011538461538461539,0.021897810218978103,,0.08783783783783784,0.05660377358490566,0.08658008658008658,0.07862407862407862,0.0707070707070707,0.0037735849056603774,0.8571428571428571,0.07172131147540983,0.6857142857142857,0.7741935483870968,0.7083333333333334,0.09016393442622951,0.5454545454545454,0.5714285714285714,0.5,0.17008196721311475,0.3614457831325301,0.36585365853658536,0.7,0.4672131147540984,0.37719298245614036,0.3805309734513274,0.8488372093023255,0.14285714285714285,0.5,0.3333333333333333,0.043795620437956206,0.8333333333333334,0.5109489051094891,0.5,0.3788546255506608,0.525328,0.0531496062992126,0.11363636363636363,0.0757314974182444,0.3029259896729776,12.6216049382716,37.0,15.0,1.0,11.0,8.0,26.0,42.0,2.0,5.0,,0.3076923076923077,0.006134969325153374,0.008771929824561403,0.37755102040816324,0.37755102040816324,0.972972972972973,0.35714285714285715,0.2619047619047619,0.09090909090909091,1.0,,11.0,,0.3333333333333333,7.0,1.0,7.0,0.4666666666666667,1.0,0.02108433734939759,,,,,
