EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FTOffRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,OffFTReboundPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceArc3FGA,FG2M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted3s,OffTwoPtRebounds,FTDefRebounds,SelfOReb,LostBallTurnovers,Travels,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,PtsPutbacks,LostBallSteals,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Charge Fouls Drawn,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Charge Fouls,3pt And 1 Free Throw Trips,BlockedLongMidRange,HeaveAttempts,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,LongMidRangePctBlocked,Corner3PctBlocked,OffensiveGoaltends
101112,1610612739,Channing Frye,Channing Frye,101112,CLE,1125.0,19,5.0,39,37,24.0,20.0,5.0,76,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,35,1.0,2.0,2.0,2.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,24.0,1.0,1.0,1.0,1.0,0.75,1.0,0.8,1.0,0.5,11.363636363636363,0.5,0.5,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,0.44220000000000004,0.4625333333333333,0.2,0.3333333333333333,1.0,21.6,26.65,0.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
101181,1610612739,Jose Calderon,Jose Calderon,101181,CLE,7304.0,122,-27.0,252,247,70.0,104.0,24.0,499,7.0,1.0,1.0,,,3.0,10.0,1.0,3.0,13.0,4.0,11.0,8.0,32.0,280,3.0,1.0,3.0,5.0,12.0,12.0,10.0,3.0,,1.0,13.0,6.0,10.0,2.0,12.0,70.0,1.0,0.36363636363636365,0.3333333333333333,0.36363636363636365,0.5,0.5833333333333334,0.5517241379310345,0.6666666666666666,0.4583333333333333,13.214285714285715,,0.2916666666666667,0.041666666666666664,1.0,1.0,1.0,0.4166666666666667,0.3,0.3,1.0,,,0.5,0.3333333333333333,0.5833333333333334,0.3,0.4647708333333333,0.42628333333333335,0.07692307692307693,0.13333333333333333,0.375,12.807692307692308,25.463636363636365,0.2777777777777778,2.0,3.0,3.0,4.0,1.0,6.0,1.0,1.0,2.0,2.0,10.0,2.0,11.0,10.0,21.0,4.0,6.0,6.0,4.0,1.0,52.0,1.0,4.0,8.0,12.0,4.0,4.0,5.0,2.0,5.0,3.0,1.0,8.0,2.0,4.0,3.0,1.0,10.0,3.0,3.0,3.0,0.16666666666666666,0.16666666666666666,0.46153846153846156,0.6666666666666666,0.15384615384615385,0.3333333333333333,0.3333333333333333,0.625,0.11940298507462686,0.0784313725490196,0.020833333333333332,0.1016949152542373,0.009433962264150943,0.027777777777777776,0.16666666666666666,0.1,0.08695652173913043,0.04878048780487805,0.2,0.125,0.6666666666666666,1.0,0.125,0.5714285714285714,0.5714285714285714,0.25,0.5,0.365875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1626224,1610612739,Cedi Osman,Cedi Osman,1626224,CLE,5369.0,89,-26.0,185,182,75.0,87.0,29.0,367,9.0,5.0,12.0,1.0,4.0,1.0,7.0,1.0,3.0,18.0,6.0,19.0,3.0,41.0,211,7.0,2.0,7.0,1.0,17.0,15.0,7.0,1.0,,1.0,16.0,6.0,7.0,4.0,17.0,75.0,0.8333333333333334,0.3157894736842105,0.2857142857142857,0.3157894736842105,0.5135135135135135,0.5714285714285714,0.5125,0.5666666666666667,0.5135135135135135,21.962616822429904,,0.24324324324324326,0.32432432432432434,0.4166666666666667,0.4166666666666667,1.0,0.1891891891891892,0.14285714285714285,0.14285714285714285,,0.2857142857142857,0.25,0.21428571428571427,0.3333333333333333,0.6486486486486487,0.14285714285714285,0.5060094594594594,0.47199642857142854,0.1,0.19047619047619047,0.4146341463414634,11.6,24.142105263157898,0.40540540540540543,4.0,5.0,4.0,4.0,1.0,10.0,1.0,2.0,5.0,10.0,10.0,1.0,3.0,5.0,8.0,3.0,2.0,2.0,1.0,,21.0,,8.0,6.0,15.0,1.0,1.0,3.0,2.0,2.0,4.0,,7.0,,1.0,2.0,,4.0,,1.0,,0.5,0.5,0.5555555555555556,0.7142857142857143,0.05555555555555555,,0.25,0.42857142857142855,0.13043478260869565,0.2222222222222222,,0.17073170731707318,0.012048192771084338,,0.10526315789473684,0.0625,0.2727272727272727,0.21428571428571427,0.25,0.13513513513513514,0.8,0.8,0.10810810810810811,0.4444444444444444,0.4444444444444444,0.5,0.3333333333333333,0.48615,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.3333333333333333,1.125,0.25,0.022222222222222223,0.06666666666666667,0.05,0.75,0.5,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.07142857142857142,1.0,0.21951219512195122,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1627790,1610612739,Ante Zizic,Ante Zizic,1627790,CLE,12854.0,214,-39.0,441,434,140.0,168.0,59.0,875,2.0,,,,,,,,,67.0,,,21.0,119.0,518,19.0,,,9.0,37.0,,,,,24.0,60.0,23.0,29.0,13.0,37.0,140.0,,,,,0.7313432835820896,0.7368421052631579,0.74375,0.7115384615384616,,17.821782178217823,,0.029850746268656716,,,,,,,,,,,,,0.6716417910447762,,0.5460149253731343,0.559363157894737,0.17105263157894737,0.17105263157894737,0.31092436974789917,3.891044776119403,,0.31746031746031744,37.0,45.0,20.0,1.0,,49.0,16.0,,14.0,62.0,36.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,,2.0,12.0,10.0,13.0,20.0,36.0,2.0,,5.0,1.0,2.0,6.0,,11.0,1.0,2.0,20.0,,30.0,4.0,1.0,2.0,0.6326530612244898,0.775,0.7313432835820896,0.7368421052631579,0.029850746268656716,0.044444444444444446,,0.45454545454545453,0.19230769230769232,0.16455696202531644,0.11764705882352941,0.18032786885245902,0.125,0.09375,0.16666666666666666,0.2647058823529412,0.14705882352941177,0.1774193548387097,0.11764705882352941,0.6716417910447762,0.8222222222222222,0.8604651162790697,0.29850746268656714,0.5,0.5,1.0,,0.6437583333333333,12.0,15.0,12.0,14.0,11.0,,,,13.0,,6.0,32.0,,14.0,3.0,2.0,3.0,3.0,1.0,4.0,,0.8125,0.8125,0.8421052631578947,0.3333333333333333,0.1308411214953271,0.06060606060606061,0.125,0.7027027027027027,0.55,0.55,0.9375,0.8,0.08333333333333333,,,,,0.7368421052631579,0.8571428571428571,0.2689075630252101,18.0,2.0,4.0,2.0,3.0,13.0,7.0,6.0,13.0,7.0,1.0,0.21212121212121213,0.12195121951219512,0.19047619047619047,0.5384615384615384,0.36363636363636365,,,,,,,,,,,,True,,,,,,,,,,,
201145,1610612739,Jeff Green,Jeff Green,201145,CLE,4238.0,71,-13.0,143,146,16.0,33.0,19.0,289,4.0,2.0,5.0,,,,7.0,,1.0,13.0,2.0,12.0,3.0,23.0,172,,,1.0,2.0,2.0,6.0,7.0,,,1.0,9.0,4.0,5.0,2.0,2.0,16.0,1.0,0.16666666666666666,,0.16666666666666666,0.4,,0.4074074074074074,0.3333333333333333,0.48,19.631901840490798,,0.16,0.2,0.4,0.4,1.0,0.28,,,,,,1.0,,0.76,,0.5025219999999999,0.5226,0.07407407407407407,0.13333333333333333,0.08695652173913043,8.2,25.533333333333335,0.11188811188811189,3.0,7.0,2.0,2.0,1.0,7.0,2.0,2.0,,2.0,12.0,,5.0,1.0,6.0,1.0,,5.0,,,13.0,,3.0,5.0,8.0,3.0,3.0,2.0,,,3.0,2.0,5.0,,1.0,4.0,,5.0,,,,0.14285714285714285,0.16666666666666666,0.5384615384615384,,,,,0.4,0.1724137931034483,0.12,,0.14814814814814814,0.014925373134328358,,0.09090909090909091,0.3,0.125,0.05,0.4,0.28,0.42857142857142855,0.42857142857142855,0.08,0.5,0.5,,0.25,0.5073500000000001,1.0,1.0,,,2.0,,1.0,,2.0,,,4.0,,1.0,,1.0,2.0,1.0,,,,1.0,0.5,0.5,,0.027777777777777776,,0.06666666666666667,0.3333333333333333,1.0,1.0,0.25,1.0,,0.25,,,,,,0.17391304347826086,2.0,,1.0,,,,,,,,,0.07692307692307693,,,,,2.0,1.0,,,,,,,,,,True,,,,,,,,,,,
202697,1610612739,Iman Shumpert,Iman Shumpert,202697,CLE,656.0,11,14.0,24,23,17.0,13.0,4.0,47,2.0,1.0,1.0,,,2.0,2.0,1.0,1.0,3.0,3.0,3.0,6.0,15.0,17,2.0,1.0,1.0,5.0,8.0,3.0,2.0,2.0,,,1.0,4.0,8.0,2.0,8.0,17.0,0.3333333333333333,1.0,1.0,1.0,0.75,0.5,0.75,0.6666666666666666,0.5,42.857142857142854,,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,1.0,0.6666666666666666,1.0,0.4614583333333333,0.4293833333333333,0.25,0.4,0.5333333333333333,14.966666666666667,25.400000000000002,0.7083333333333334,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,2.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,,1.0,2.0,,2.0,,,,,,,,0.5,0.07692307692307693,,,0.05263157894736842,,,,,0.3333333333333333,,,0.16666666666666666,,,,,,,,0.57195,,,,1.0,,1.0,1.0,,,1.0,,3.0,6.0,,,,,,,,1.0,,1.5,1.5,,,,,,,,,,,1.0,1.0,1.0,,0.3333333333333333,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203109,1610612739,Jae Crowder,Jae Crowder,203109,CLE,425.0,7,-11.0,16,16,2.0,6.0,,32,,,1.0,,,,1.0,,1.0,,,2.0,,,18,,,1.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,1.0,18.75,,,0.5,,,,0.5,,,,,,1.0,,1.0,,0.5136000000000001,0.39225,,,,,24.15,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2594,1610612739,Kyle Korver,Kyle Korver,2594,CLE,3556.0,59,8.0,126,127,35.0,70.0,9.0,253,3.0,2.0,4.0,1.0,1.0,,2.0,,,4.0,2.0,6.0,1.0,11.0,131,,1.0,1.0,,3.0,6.0,2.0,,,,12.0,3.0,2.0,,3.0,35.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,1.5,0.5,1.5,0.6,8.148148148148147,,0.3,0.4,0.5,0.5,1.0,0.2,,,,1.0,1.0,,,0.7,,0.5297250000000001,0.5655,,,0.2727272727272727,13.075000000000001,23.700000000000003,0.2777777777777778,1.0,1.0,,1.0,,2.0,,,,4.0,,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,10.0,,8.0,4.0,12.0,1.0,1.0,1.0,,1.0,,,1.0,,,3.0,,4.0,,,,1.0,1.0,0.5,,,,,1.0,0.125,0.2962962962962963,,0.2033898305084746,,,0.21428571428571427,0.09090909090909091,,0.2608695652173913,0.5,0.1,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,2.0,,2.0,2.0,1.0,1.0,,,,0.5,,,2.0,1.0,,,,,,,,,True,,,,,,,,,,,
1626204,1610612739,Larry Nance Jr.,Larry Nance Jr.,1626204,CLE,201.0,3,-3.0,7,7,,7.0,,14,,,,,,,,,,,,,,,11,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
204066,1610612739,John Holland,John Holland,204066,CLE,5411.0,90,-28.0,188,184,75.0,101.0,24.0,372,5.0,1.0,3.0,,1.0,7.0,18.0,4.0,7.0,15.0,8.0,21.0,6.0,34.0,224,7.0,4.0,8.0,2.0,16.0,18.0,18.0,7.0,1.0,3.0,10.0,6.0,8.0,4.0,16.0,75.0,0.75,0.38095238095238093,0.5,0.38095238095238093,0.3888888888888889,0.4666666666666667,0.425,0.5,0.5833333333333334,21.22641509433962,0.125,0.1388888888888889,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3888888888888889,0.3888888888888889,0.7142857142857143,0.06666666666666667,,0.4666666666666667,0.5714285714285714,0.7222222222222222,0.3888888888888889,0.4993638888888888,0.47718333333333335,0.1,0.21052631578947367,0.47058823529411764,9.946666666666665,25.404761904761905,0.39893617021276595,1.0,5.0,5.0,,2.0,2.0,2.0,2.0,1.0,,4.0,2.0,2.0,,2.0,,,2.0,,,4.0,2.0,3.0,4.0,7.0,4.0,3.0,3.0,1.0,3.0,2.0,,5.0,,3.0,1.0,,1.0,,,,,,0.13333333333333333,0.14285714285714285,0.13333333333333333,0.4,,0.6,0.10526315789473684,0.08571428571428572,0.07142857142857142,0.0958904109589041,0.0273972602739726,0.09090909090909091,,0.07692307692307693,0.23076923076923078,0.06896551724137931,0.16666666666666666,0.1388888888888889,0.2,0.3333333333333333,0.1388888888888889,,,,0.5,0.4727625,,,,1.0,1.0,,,1.0,,1.0,2.0,5.0,6.0,,,1.0,,1.0,,,0.5,,0.375,0.5,,,,0.041666666666666664,,0.2,0.2,,,,,,,0.5,0.06666666666666667,,0.14705882352941177,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,True,,,,,,,,,,,
