EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,SelfOReb,BadPassSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Charge Fouls,PenaltyCorner3FGM,HeaveAttempts,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,Clear Path Fouls,3SecondViolations,on,OffensiveGoaltends
1626143,1610612751,Jahlil Okafor,Jahlil Okafor,1626143,BKN,6039.0,101,-10,195,196,13.0,21.0,22.0,391,14.0,20.0,5.0,5.0,2.0,2.0,10.0,22.0,24.0,42.0,11.0,59.0,227,6.0,6.0,1.0,13.0,2.0,3.0,2.0,6.0,22.0,26.0,8.0,4.0,4.0,4.0,3.0,1.0,12.0,5.0,2.0,11.0,1.0,14.0,5.0,19.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,8.0,1.0,10.0,1.0,16.0,1.0,2.0,12.0,2.0,1.0,12.0,2.0,6.0,1.0,7.0,4.0,3.0,7.0,5.0,6.0,13.0,0.4583333333333333,0.55,0.5714285714285714,1.0,0.6666666666666666,0.5714285714285714,1.0,0.6666666666666666,0.6276595744680851,1.0833333333333333,0.75,0.09523809523809523,0.2,25.229357798165136,0.375,0.25,0.18032786885245902,0.09433962264150944,0.08695652173913043,0.15476190476190477,0.056818181818181816,0.10526315789473684,0.10714285714285714,0.08695652173913043,0.2857142857142857,0.17647058823529413,0.1,0.7142857142857143,0.47619047619047616,0.7,0.875,0.5714285714285714,0.5238095238095238,0.45454545454545453,0.45454545454545453,0.3,0.8333333333333334,1.0,0.6666666666666666,1.0,0.47619047619047616,0.48618571428571433,0.5880833333333333,0.6170666666666667,0.13043478260869565,0.13043478260869565,0.22033898305084745,0.1016949152542373,5.102380952380953,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626156,1610612751,D'Angelo Russell,D'Angelo Russell,1626156,BKN,42801.0,713,-10,1519,1507,371.0,292.0,157.0,3026,46.0,79.0,3.0,7.0,14.0,28.0,35.0,84.0,112.0,224.0,60.0,443.0,1695,6.0,14.0,2.0,29.0,37.0,71.0,34.0,132.0,30.0,194.0,,13.0,68.0,170.0,55.0,13.0,408.0,11.0,21.0,64.0,7.0,92.0,19.0,111.0,23.0,7.0,53.0,14.0,34.0,31.0,19.0,5.0,84.0,3.0,26.0,3.0,58.0,4.0,3.0,84.0,,3.0,83.0,9.0,28.0,12.0,11.0,7.0,4.0,12.0,6.0,130.0,365.0,0.13392857142857142,0.13392857142857142,0.5,0.42857142857142855,0.5211267605633803,0.4872773536895674,0.5192307692307693,0.4298245614035088,0.5175233644859814,0.5370370370370371,0.4925373134328358,0.05803571428571429,0.0759493670886076,30.242173656231543,0.6309523809523809,0.14583333333333334,0.12355212355212356,0.030470914127423823,0.10824742268041238,0.11938202247191011,0.024965325936199722,0.02127659574468085,0.034482758620689655,0.12735849056603774,0.08241758241758242,0.1774193548387097,0.10126582278481013,0.5,0.2010178117048346,0.5822784810126582,0.6301369863013698,0.2608695652173913,0.21374045801526717,0.4166666666666667,0.45454545454545453,0.02857142857142857,0.2692307692307692,0.42857142857142855,0.24561403508771928,0.5,0.6310432569974554,0.49769528061224494,0.4983633333333333,0.4728349557522124,0.07692307692307693,0.11522633744855967,0.0654627539503386,0.2979683972911964,8.76517857142857,0.24423963133640553,31.0,61.0,5.0,16.0,1.0,1.0,3.0,48.0,153.0,4.0,11.0,8.0,40.0,53.0,169.0,5.0,12.0,8.0,43.0,120.0,39.0,153.0,48.0,1.0,102.0,85.0,9.0,8.0,7.0,1.0,6.0,16.0,3.0,1.0,18.0,1.0,1.0,4.0,1.0,1.0,6.0,9.0,0.7547169811320755,0.3136094674556213,0.4166666666666667,0.18604651162790697,0.3136094674556213,0.4300254452926209,0.005917159763313609,0.08333333333333333,0.006535947712418301,0.024390243902439025,0.019444444444444445,0.04,0.020477815699658702,0.014925373134328358,0.1388888888888889,0.02830188679245283,0.15521628498727735,0.5081967213114754,0.5081967213114754,0.06451612903225806,0.04071246819338423,0.3125,0.3125,1.0,0.3893129770992366,0.3137254901960784,0.3157894736842105,0.7291666666666666,0.038461538461538464,1.0,1.0,0.4230769230769231,0.36363636363636365,0.5,0.02631578947368421,0.3508771929824561,0.2,0.3137254901960784,0.023121387283236993,25.737278106508878,,,,,,,,,,,,,,,,True,
1627821,1610612751,James Webb III,James Webb III,1627821,BKN,654.0,11,2,20,19,3.0,1.0,4.0,39,,1.0,,1.0,,,,,,1.0,,,24,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,16.666666666666668,,,,0.2,0.25,0.125,0.09090909090909091,0.3333333333333333,,,,,0.25,,0.3333333333333333,,,,,,,,1.0,,,,1.0,0.51495,0.5925,0.4719,,,,,1.4,0.15,,,,1.0,,,,,1.0,,,,1.0,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,24.45,1.0,,,,,,,,,,,,,,,True,
203459,1610612751,Allen Crabbe,Allen Crabbe,203459,BKN,131565.0,2193,-76,4520,4489,1012.0,1070.0,486.0,9009,60.0,84.0,3.0,7.0,10.0,16.0,40.0,99.0,136.0,295.0,115.0,990.0,5014,11.0,28.0,9.0,97.0,26.0,53.0,40.0,224.0,202.0,70.0,6.0,21.0,43.0,117.0,32.0,11.0,277.0,14.0,110.0,172.0,14.0,296.0,28.0,324.0,47.0,15.0,44.0,6.0,30.0,34.0,14.0,5.0,78.0,2.0,86.0,1.0,168.0,3.0,5.0,101.0,5.0,7.0,135.0,6.0,26.0,10.0,31.0,13.0,13.0,35.0,16.0,218.0,1003.0,0.7426470588235294,0.7593984962406015,0.4610169491525424,0.39285714285714285,0.49056603773584906,0.5290205562273277,0.6470588235294118,0.5822784810126582,0.5584192439862543,0.6642857142857143,0.6306818181818182,0.0711864406779661,0.09523809523809523,18.733977519226976,0.5641025641025641,0.1037037037037037,0.11505016722408026,0.012345679012345678,0.1762820512820513,0.13308164228409627,0.010879419764279238,0.011547344110854504,0.006342494714587738,0.06626506024096386,0.1290909090909091,0.15212527964205816,0.1801980198019802,0.45714285714285713,0.10157194679564692,0.7142857142857143,0.7894736842105263,0.7666666666666667,0.11970979443772672,0.40404040404040403,0.449438202247191,0.7,0.10294117647058823,0.42857142857142855,0.10126582278481013,0.625,0.7448609431680774,0.5093912515188337,0.4920155555555556,0.4919583333333334,0.055619930475086905,0.08253968253968254,0.09797979797979799,0.22626262626262628,10.910169491525421,0.22389380530973452,36.0,112.0,31.0,79.0,4.0,7.0,21.0,170.0,453.0,18.0,33.0,37.0,84.0,201.0,532.0,22.0,40.0,44.0,105.0,567.0,36.0,449.0,170.0,5.0,74.0,53.0,16.0,5.0,10.0,4.0,10.0,32.0,5.0,7.0,18.0,,6.0,22.0,4.0,1.0,14.0,7.0,0.9402985074626866,0.37781954887218044,0.55,0.41904761904761906,0.3806818181818182,0.6432889963724304,0.009398496240601503,0.10101010101010101,0.006622516556291391,0.034782608695652174,0.009328358208955223,0.02631578947368421,0.009302325581395349,0.009433962264150943,0.15966386554621848,0.021834061135371178,0.1354292623941959,0.32142857142857145,0.3302752293577982,0.75,0.09552599758162031,0.3924050632911392,0.4025974025974026,1.0,0.5477629987908101,0.37527593818984545,0.37777777777777777,0.9294117647058824,0.10294117647058823,0.5714285714285714,1.0,0.4852941176470588,0.5454545454545454,1.0,0.13291139240506328,0.5316455696202531,0.44047619047619047,0.37861915367483295,0.040145985401459854,25.802443609022554,6.0,7.0,4.0,6.0,16.0,3.0,5.0,1.0,1.0,0.026785714285714284,0.02531645569620253,0.3333333333333333,0.3333333333333333,,,True,
203917,1610612751,Nik Stauskas,Nik Stauskas,203917,BKN,4945.0,82,-1,165,162,25.0,42.0,12.0,327,4.0,7.0,1.0,1.0,,,,3.0,5.0,12.0,4.0,26.0,182,1.0,1.0,,2.0,,2.0,,,6.0,4.0,,1.0,3.0,8.0,1.0,2.0,19.0,,6.0,2.0,1.0,9.0,,9.0,3.0,,3.0,2.0,,4.0,3.0,,7.0,,5.0,,5.0,,,5.0,,,7.0,,2.0,,,,,,,,25.0,0.6,0.6,0.4166666666666667,1.0,,0.44,1.0,,0.4642857142857143,1.0,,0.08333333333333333,0.14285714285714285,19.662921348314608,0.42857142857142855,0.25,0.03636363636363636,,0.23076923076923078,0.09876543209876543,,,,,,0.1111111111111111,0.23809523809523808,,0.28,0.5714285714285714,0.6666666666666666,0.75,0.12,,,,1.0,1.0,,,0.8,0.531652,0.6488,0.4739375,0.10714285714285714,0.14285714285714285,0.07692307692307693,,6.0,0.15151515151515152,1.0,2.0,1.0,2.0,,,1.0,3.0,11.0,,,,1.0,4.0,13.0,,,,2.0,12.0,,11.0,3.0,,5.0,4.0,,1.0,,,,3.0,1.0,1.0,1.0,,,1.0,,,,,1.0,0.3076923076923077,,,0.3076923076923077,0.52,,,,,,,,,0.2,,0.08,0.5,0.5,,0.08,0.5,0.5,1.0,0.44,0.2727272727272727,0.2727272727272727,1.0,,,,,,,0.25,0.25,,0.2727272727272727,0.07142857142857142,25.33076923076923,,,,,,,,,,,,1.0,,,,True,
201960,1610612751,DeMarre Carroll,DeMarre Carroll,201960,BKN,90533.0,1509,-6,3102,3084,659.0,721.0,360.0,6186,87.0,145.0,22.0,33.0,17.0,27.0,34.0,106.0,133.0,283.0,136.0,723.0,3420,28.0,47.0,12.0,116.0,25.0,50.0,61.0,174.0,112.0,154.0,34.0,44.0,48.0,104.0,36.0,12.0,256.0,35.0,78.0,159.0,16.0,253.0,80.0,333.0,48.0,9.0,36.0,9.0,16.0,35.0,20.0,4.0,71.0,8.0,54.0,1.0,127.0,11.0,6.0,129.0,9.0,7.0,175.0,16.0,62.0,23.0,16.0,9.0,7.0,17.0,14.0,174.0,652.0,0.42105263157894735,0.4827586206896552,0.46996466431095407,0.5957446808510638,0.5,0.530741410488246,0.6419753086419753,0.5885416666666666,0.5756369426751592,0.6666666666666666,0.6492537313432836,0.15547703180212014,0.15862068965517243,19.931565440547477,0.5070422535211268,0.17204301075268819,0.1530317613089509,0.04396984924623116,0.1897810218978102,0.16344827586206898,0.0509020618556701,0.026755852842809364,0.0625,0.10511363636363637,0.13672922252010725,0.22611464968152867,0.19696969696969696,0.8235294117647058,0.26220614828209765,0.6,0.7131147540983607,0.45977011494252873,0.19168173598553345,0.32075471698113206,0.38636363636363635,0.35294117647058826,0.4074074074074074,0.6666666666666666,0.28125,0.6296296296296297,0.7504520795660036,0.5288361663652804,0.5256902173913043,0.5031651041666665,0.11735537190082644,0.1884498480243161,0.16044260027662519,0.24066390041493776,6.076678445229682,0.21244358478401032,12.0,32.0,34.0,75.0,7.0,15.0,10.0,73.0,195.0,9.0,19.0,15.0,36.0,107.0,270.0,16.0,34.0,21.0,46.0,300.0,21.0,195.0,73.0,1.0,56.0,35.0,15.0,6.0,44.0,1.0,10.0,39.0,4.0,9.0,14.0,3.0,8.0,9.0,1.0,,13.0,23.0,0.9345794392523364,0.3962962962962963,0.47058823529411764,0.45652173913043476,0.3962962962962963,0.488245931283906,0.003703703703703704,0.16981132075471697,0.005128205128205128,0.013157894736842105,0.0582010582010582,0.03954802259887006,0.056856187290969896,0.06329113924050633,0.16049382716049382,0.03759398496240601,0.05786618444846293,0.375,0.41379310344827586,0.3333333333333333,0.13562386980108498,0.4533333333333333,0.4533333333333333,0.9705882352941176,0.352622061482821,0.37435897435897436,0.37628865979381443,0.9178082191780822,0.18518518518518517,0.4666666666666667,1.0,0.2345679012345679,0.47368421052631576,0.8888888888888888,0.10416666666666667,0.375,0.4166666666666667,0.37435897435897436,0.03260869565217391,24.8562962962963,3.0,6.0,,3.0,,1.0,,,1.0,0.09375,,0.13636363636363635,0.6,,,True,
203925,1610612751,Joe Harris,Joe Harris,203925,BKN,39572.0,660,-29,1368,1337,319.0,340.0,160.0,2705,38.0,54.0,7.0,11.0,9.0,11.0,13.0,22.0,53.0,87.0,31.0,296.0,1554,8.0,14.0,5.0,42.0,11.0,13.0,6.0,58.0,74.0,32.0,8.0,9.0,30.0,58.0,23.0,7.0,146.0,10.0,23.0,39.0,1.0,63.0,19.0,82.0,12.0,5.0,15.0,5.0,8.0,11.0,7.0,2.0,26.0,2.0,26.0,2.0,46.0,1.0,3.0,34.0,3.0,3.0,40.0,4.0,16.0,3.0,7.0,4.0,3.0,8.0,3.0,58.0,317.0,0.6981132075471698,0.7551020408163265,0.6091954022988506,0.5714285714285714,0.8461538461538461,0.6279620853080569,0.5967741935483871,0.6842105263157895,0.6491228070175439,0.6176470588235294,0.6904761904761905,0.10344827586206896,0.12962962962962962,16.472114137483786,0.5769230769230769,0.020833333333333332,0.09375,0.030959752321981424,0.12568306010928962,0.10350584307178631,0.02900763358778626,0.03333333333333333,0.03875968992248062,0.07936507936507936,0.07784431137724551,0.13008130081300814,0.12987012987012986,0.375,0.2559241706161137,0.7037037037037037,0.8085106382978723,0.7368421052631579,0.10426540284360189,0.5909090909090909,0.65,0.5384615384615384,0.3548387096774194,0.6363636363636364,0.2894736842105263,0.8181818181818182,0.8436018957345972,0.5338931279620855,0.5307000000000001,0.5464342105263157,0.08,0.16161616161616163,0.14189189189189189,0.19594594594594594,5.202298850574712,0.23318713450292397,2.0,11.0,8.0,26.0,,2.0,3.0,45.0,98.0,7.0,15.0,9.0,22.0,53.0,124.0,7.0,17.0,10.0,25.0,153.0,6.0,98.0,45.0,1.0,28.0,19.0,9.0,,9.0,,2.0,7.0,,,5.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,0.9622641509433962,0.4274193548387097,0.4117647058823529,0.4,0.4274193548387097,0.5876777251184834,0.008064516129032258,0.09090909090909091,0.01020408163265306,,0.02710843373493976,,0.02214022140221402,0.04918032786885246,0.10344827586206896,0.02127659574468085,0.052132701421800945,0.18181818181818182,0.18181818181818182,1.0,0.12322274881516587,0.3076923076923077,0.3076923076923077,1.0,0.46445497630331756,0.45918367346938777,0.4639175257731959,0.9555555555555556,0.06451612903225806,,,0.4838709677419355,0.4666666666666667,1.0,0.07894736842105263,0.5789473684210527,0.4090909090909091,0.45918367346938777,0.015873015873015872,25.20080645161291,1.0,1.0,,,,,,,,,,0.42857142857142855,0.3333333333333333,,,True,
201967,1610612751,Dante Cunningham,Dante Cunningham,201967,BKN,10127.0,169,-44,348,351,65.0,81.0,37.0,699,7.0,12.0,4.0,5.0,1.0,3.0,3.0,8.0,12.0,24.0,5.0,53.0,433,4.0,5.0,1.0,9.0,3.0,7.0,,12.0,16.0,8.0,8.0,3.0,5.0,9.0,2.0,3.0,23.0,6.0,5.0,10.0,,15.0,12.0,27.0,4.0,1.0,5.0,2.0,3.0,2.0,2.0,,7.0,1.0,8.0,,12.0,1.0,,7.0,2.0,1.0,7.0,1.0,4.0,,2.0,1.0,1.0,2.0,1.0,12.0,65.0,0.6666666666666666,1.0,0.5,0.8,0.42857142857142855,0.5106382978723404,0.6666666666666666,0.6666666666666666,0.53,0.75,0.6666666666666666,0.125,0.25,14.805194805194805,0.7142857142857143,,0.10638297872340426,0.06976744186046512,0.11363636363636363,0.10869565217391304,0.06896551724137931,0.09090909090909091,0.08571428571428572,0.029411764705882353,0.12903225806451613,0.1724137931034483,0.11764705882352941,0.5,0.2553191489361702,0.5833333333333334,0.7777777777777778,0.42857142857142855,0.1702127659574468,0.375,0.375,1.0,0.8333333333333334,0.8,0.3333333333333333,0.3333333333333333,0.7446808510638298,0.5388,0.57805,0.46497777777777777,0.08,0.14814814814814814,0.16981132075471697,0.22641509433962265,6.241666666666667,0.1867816091954023,2.0,4.0,6.0,17.0,,1.0,2.0,2.0,6.0,,,,,8.0,23.0,,1.0,2.0,2.0,24.0,,6.0,2.0,,4.0,3.0,1.0,,6.0,,1.0,3.0,,,1.0,,,,,,,,1.0,0.34782608695652173,,1.0,0.34782608695652173,0.48936170212765956,,,,,0.06818181818181818,,0.030303030303030304,0.18181818181818182,0.1,0.041666666666666664,0.0851063829787234,0.5,0.5,1.0,0.3617021276595745,0.35294117647058826,0.35294117647058826,1.0,0.1276595744680851,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,,,,,0.2222222222222222,,,0.3333333333333333,,23.808695652173913,,2.0,,,,,,1.0,,,,,1.0,,,True,
1626178,1610612751,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,1626178,BKN,73593.0,1227,-41,2524,2544,593.0,571.0,242.0,5068,111.0,198.0,19.0,40.0,34.0,54.0,64.0,150.0,201.0,417.0,142.0,568.0,2819,24.0,56.0,12.0,60.0,47.0,87.0,41.0,135.0,222.0,180.0,26.0,37.0,77.0,117.0,60.0,17.0,311.0,40.0,51.0,144.0,25.0,220.0,69.0,289.0,45.0,18.0,39.0,17.0,18.0,45.0,21.0,3.0,84.0,6.0,42.0,1.0,99.0,6.0,5.0,155.0,4.0,14.0,181.0,29.0,91.0,14.0,31.0,21.0,9.0,31.0,18.0,134.0,585.0,0.5522388059701493,0.5904255319148937,0.48201438848920863,0.42857142857142855,0.5402298850574713,0.47019867549668876,0.42105263157894735,0.5108695652173914,0.5368620037807184,0.45454545454545453,0.5818965517241379,0.08872901678657075,0.1111111111111111,21.822712709149165,0.4642857142857143,0.31645569620253167,0.1653272101033295,0.062402496099843996,0.14447592067988668,0.15931372549019607,0.05704697986577181,0.09523809523809523,0.055762081784386616,0.12014134275618374,0.16422287390029325,0.21862348178137653,0.1357142857142857,0.5806451612903226,0.4370860927152318,0.5606060606060606,0.6306818181818182,0.6936936936936937,0.33112582781456956,0.4266666666666667,0.47058823529411764,0.34375,0.7017543859649122,0.475,0.5869565217391305,0.6296296296296297,0.5165562913907285,0.4974998896247241,0.5592797297297296,0.5023766304347826,0.1766990291262136,0.18997912317327767,0.1056338028169014,0.23767605633802816,6.686810551558753,0.23494453248811412,26.0,69.0,6.0,21.0,,,2.0,2.0,15.0,,1.0,,3.0,8.0,36.0,,1.0,,5.0,24.0,,15.0,2.0,,40.0,24.0,8.0,8.0,28.0,1.0,13.0,27.0,8.0,2.0,19.0,,2.0,,,,15.0,12.0,1.0,0.2222222222222222,,,0.2222222222222222,0.07947019867549669,,0.09333333333333334,,0.014285714285714285,0.050816696914700546,0.02127659574468085,0.05855855855855856,0.018691588785046728,0.1780821917808219,0.06341463414634146,0.152317880794702,0.37681159420289856,0.38235294117647056,0.46153846153846156,0.046357615894039736,0.2857142857142857,0.2857142857142857,1.0,0.033112582781456956,0.13333333333333333,0.13333333333333333,1.0,,,,0.017543859649122806,,,0.021739130434782608,0.03260869565217391,,0.13333333333333333,,24.038888888888888,10.0,,,,,,1.0,,,0.014492753623188406,,0.3684210526315789,,,,True,
1627747,1610612751,Caris LeVert,Caris LeVert,1627747,BKN,35166.0,586,-99,1243,1236,421.0,470.0,142.0,2479,49.0,77.0,5.0,7.0,12.0,25.0,15.0,53.0,71.0,150.0,52.0,281.0,1369,7.0,13.0,5.0,28.0,19.0,43.0,26.0,85.0,46.0,96.0,8.0,18.0,36.0,94.0,29.0,7.0,224.0,10.0,19.0,45.0,2.0,66.0,21.0,87.0,29.0,15.0,34.0,5.0,21.0,20.0,13.0,6.0,54.0,4.0,22.0,2.0,60.0,2.0,,62.0,2.0,5.0,69.0,10.0,26.0,13.0,8.0,6.0,2.0,8.0,4.0,83.0,417.0,0.323943661971831,0.34328358208955223,0.47333333333333333,0.5384615384615384,0.4418604651162791,0.48723404255319147,0.5,0.4154929577464789,0.5303030303030303,0.5384615384615384,0.4885057471264368,0.12,0.12987012987012986,22.64957264957265,0.6296296296296297,0.047619047619047616,0.11221945137157108,0.03076923076923077,0.10160427807486631,0.10884353741496598,0.03425774877650897,0.031496062992125984,0.03731343283582089,0.14383561643835616,0.11278195488721804,0.07377049180327869,0.09615384615384616,0.5,0.3276595744680851,0.6363636363636364,0.7313432835820896,0.3469387755102041,0.225531914893617,0.2830188679245283,0.3333333333333333,0.26666666666666666,0.30434782608695654,0.7142857142857143,0.352112676056338,0.48,0.6893617021276596,0.5161173076923076,0.48146875000000006,0.49442214285714287,0.10358565737051793,0.1566265060240964,0.099644128113879,0.302491103202847,6.318,0.33869670152855996,7.0,20.0,5.0,12.0,1.0,2.0,6.0,24.0,73.0,2.0,8.0,4.0,22.0,29.0,85.0,3.0,10.0,7.0,28.0,57.0,30.0,73.0,24.0,,58.0,43.0,11.0,4.0,11.0,,3.0,14.0,2.0,2.0,17.0,2.0,1.0,,,,10.0,11.0,0.6551724137931034,0.3411764705882353,0.3,0.25,0.3411764705882353,0.3617021276595745,,0.1509433962264151,,,0.03819444444444445,0.015625,0.04219409282700422,0.0196078431372549,0.12903225806451613,0.02608695652173913,0.0851063829787234,0.35,0.35,0.2857142857142857,0.05106382978723404,0.4166666666666667,0.4166666666666667,0.6,0.31063829787234043,0.3287671232876712,0.3287671232876712,0.6666666666666666,0.08695652173913043,0.5,,0.34782608695652173,0.25,0.5,0.08450704225352113,0.30985915492957744,0.18181818181818182,0.3287671232876712,,25.68705882352942,4.0,3.0,,,1.0,,,,,,,0.2,0.5,,,True,
