EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Defensive 3 Seconds Violations,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,PenaltyOffPossPct,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctAssisted,LongMidRangePctAssisted,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,ShortMidRangeAssists,FTDefRebounds,ShootingFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,Corner3Assists,DefensiveGoaltends,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,OffTwoPtRebounds,OffRebounds,SelfOReb,Loose Ball Fouls,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,OffThreePtRebounds,Technical Free Throw Trips,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,on,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,3pt And 1 Free Throw Trips,OffensiveGoaltends,Arc3PctBlocked,OffCorner3ReboundPct,HeaveMakes,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3
1626169,1610612765,Stanley Johnson,Stanley Johnson,1626169,DET,322.0,5.0,4.0,8,8.0,5.0,16,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,8.0,10.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.75,50.0,0.25,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,1.0,0.75,0.6666666666666666,0.53135,15.1,24.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628379,1610612765,Luke Kennard,Luke Kennard,1628379,DET,82.0,1.0,2.0,2,3.0,3.0,5,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201933,1610612765,Blake Griffin,Blake Griffin,201933,DET,407.0,7.0,3.0,11,11.0,8.0,22,,1.0,,1.0,1.0,3.0,,1.0,2.0,14.0,2.0,,1.0,,1.0,3.0,,8.0,,,,0.3333333333333333,0.25,0.25,0.25,36.36363636363637,0.25,,,0.25,,,,0.5,,0.4131625,9.766666666666667,27.9,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.25,1.0,1.0,0.25,0.0909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202397,1610612765,Ish Smith,Ish Smith,202397,DET,407.0,7.0,3.0,11,11.0,8.0,22,1.0,1.0,,,2.0,3.0,,,4.0,14.0,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,27.272727272727277,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,,0.42,10.133333333333333,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0909090909090909,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.227,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203186,1610612765,Willie Reed,Willie Reed,203186,DET,560.0,9.0,,15,16.0,12.0,31,,,,,1.0,1.0,,,2.0,22.0,,,,,1.0,1.0,,2.0,,,,1.0,1.0,1.0,,5.555555555555555,,,,,,,,1.0,,0.7639,0.7,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,0.0666666666666666,,,,2.0,3.0,,,,,,1.0,1.0,,,,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7639,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203493,1610612765,Reggie Bullock,Reggie Bullock,203493,DET,370.0,6.0,4.0,10,9.0,5.0,19,,,,,1.0,1.0,,,2.0,12.0,,,,,,1.0,,3.0,,,,1.0,1.0,1.0,,10.0,,,,,,,,,,0.4047,11.7,,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,1.0,0.1,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627740,1610612765,Henry Ellenson,Henry Ellenson,1627740,DET,153.0,3.0,-3.0,4,5.0,4.0,9,,,,,,1.0,,,,8.0,,,,,,,,,,,,,,,,14.285714285714285,,,,,,,,,,0.4138,5.2,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627770,1610612765,Kay Felder,Kay Felder,1627770,DET,153.0,3.0,-3.0,4,5.0,4.0,9,,,,1.0,,1.0,,1.0,,8.0,,,1.0,,,,,,,,,,,,0.5,42.85714285714285,,,,0.5,,,,0.5,,0.45285,9.6,26.1,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,0.5,0.25,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203687,1610612765,Reggie Hearn,Reggie Hearn,203687,DET,153.0,3.0,-3.0,4,5.0,4.0,9,,,,,,,1.0,1.0,3.0,8.0,,3.0,,,,,,,1.0,1.0,1.0,,1.5,1.5,1.0,14.285714285714285,,,,,,,,1.0,,0.57435,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204038,1610612765,Langston Galloway,Langston Galloway,204038,DET,163.0,3.0,-5.0,5,5.0,5.0,10,,,,1.0,,,,1.0,1.0,10.0,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,1.0,12.5,,,,1.0,,,,1.0,,0.51495,,26.9,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,0.2,,,,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,0.51495,,,,,,,,,,1.0,,,,0.2,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
