EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Clear Path Fouls,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,BlockingFouls,Charge Fouls Drawn,LongMidRangePctBlocked,OffCorner3ReboundPct,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,DefensiveGoaltends,3SecondViolations,OffLongMidRangeReboundPct,Loose Ball Fouls,BlockedLongMidRange,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Corner3PctBlocked,HeaveMakes
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,11360.0,189,-17,371,374,95,103.0,36.0,745,12.0,22.0,1.0,2.0,2.0,3.0,3.0,13.0,1.0,2.0,3.0,9.0,1.0,3.0,10.0,1.0,3.0,16.0,37.0,6.0,19.0,12.0,62.0,397.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,4.0,2.0,9.0,16.0,16.0,15.0,3.0,2.0,2.0,8.0,3.0,4.0,8.0,8.0,16.0,4.0,4.0,3.0,3.0,2.0,40.0,1.0,2.0,15.0,21.0,1.0,37.0,3.0,40.0,1.0,5.0,4.0,1.0,5.0,2.0,3.0,4.0,1.0,2.0,9.0,1.0,10.0,19.0,1.0,13.0,1.0,1.0,16.0,1.0,7.0,1.0,1.0,1.0,1.0,9.0,95,2.0,0.5,0.5333333333333333,0.8333333333333334,0.3157894736842105,0.25,0.3529411764705882,0.4324324324324324,0.5,0.4,0.4464285714285714,0.5,0.3888888888888889,0.492063492063492,0.5,0.45,0.3392857142857143,0.1081081081081081,0.1363636363636363,0.0769230769230769,17.5609756097561,0.5555555555555556,0.0666666666666666,0.1962616822429906,0.019047619047619,0.2205882352941176,0.015625,0.2057142857142857,0.0177514792899408,0.0277777777777777,0.0232558139534883,0.0217391304347826,0.2432432432432432,0.1818181818181818,0.1538461538461538,0.2307692307692307,0.1875,0.0357142857142857,0.3928571428571428,0.5454545454545454,0.631578947368421,0.5,0.2321428571428571,0.2307692307692307,0.25,0.3333333333333333,0.0357142857142857,0.5,0.5,1.0,0.1607142857142857,0.3333333333333333,0.3333333333333333,1.0,0.1785714285714285,0.3,0.3,0.6666666666666666,1.0,0.5,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.7321428571428571,0.375,0.5539805555555556,0.6531,0.6245071428571428,0.1269841269841269,0.1627906976744186,0.05,0.0483870967741935,0.1451612903225806,5.405405405405405,27.14736842105263,0.2560646900269542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,22462.0,374,-32,747,735,211,245.0,80.0,1482,33.0,57.0,7.0,10.0,4.0,13.0,21.0,40.0,9.0,24.0,4.0,12.0,5.0,18.0,62.0,7.0,23.0,63.0,121.0,22.0,74.0,44.0,236.0,803.0,8.0,12.0,4.0,29.0,11.0,27.0,8.0,28.0,18.0,64.0,28.0,98.0,42.0,24.0,6.0,1.0,61.0,18.0,15.0,14.0,19.0,33.0,14.0,5.0,12.0,2.0,,85.0,2.0,4.0,9.0,21.0,,30.0,6.0,36.0,3.0,21.0,17.0,4.0,25.0,1.0,12.0,10.0,1.0,13.0,35.0,12.0,20.0,39.0,,47.0,4.0,,54.0,3.0,21.0,2.0,5.0,,6.0,64.0,208,4.0,0.2222222222222222,0.2333333333333333,0.6363636363636364,0.2972972972972973,0.2857142857142857,0.3013698630136986,0.5206611570247934,0.6666666666666666,0.4074074074074074,0.4923076923076923,0.6578947368421053,0.4181818181818181,0.5365296803652968,0.6904761904761905,0.4848484848484848,0.3794871794871794,0.1239669421487603,0.1578947368421052,0.15,30.455635491606717,0.7142857142857143,,0.09375,0.0208333333333333,0.0692307692307692,0.0121951219512195,0.0847457627118644,0.0168539325842696,0.0461538461538461,0.0128205128205128,0.0172413793103448,0.0909090909090909,0.08,0.1147540983606557,0.0769230769230769,0.0384615384615384,0.0333333333333333,0.2923076923076923,0.5789473684210527,0.6875,0.2727272727272727,0.2051282051282051,0.525,0.6176470588235294,0.1428571428571428,0.123076923076923,0.375,0.375,0.2222222222222222,0.0615384615384615,0.3333333333333333,0.3333333333333333,0.75,0.3179487179487179,0.2903225806451613,0.2903225806451613,0.6111111111111112,0.5263157894736842,0.7,0.2363636363636363,0.3076923076923077,0.0909090909090909,0.4181818181818181,0.3043478260869565,0.6717948717948717,0.2950819672131147,0.4937171875,0.5276,0.4915349056603774,0.1074766355140186,0.1510791366906475,0.0266666666666666,0.1228813559322034,0.2711864406779661,7.429752066115705,26.863513513513517,0.2824631860776439,1.0,1.0,3.0,6.0,3.0,7.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,5.0,0.4285714285714285,0.6666666666666666,0.2857142857142857,0.0526315789473684,0.3157894736842105,0.5,1.0,0.2,,,,,,,,,,,,,,,,,True,,,,,,
201937,1610612762,Ricky Rubio,Ricky Rubio,201937,UTA,21831.0,364,-102,703,709,161,217.0,65.0,1412,10.0,28.0,1.0,1.0,1.0,4.0,5.0,12.0,17.0,40.0,5.0,9.0,2.0,11.0,33.0,2.0,8.0,32.0,80.0,16.0,42.0,25.0,137.0,820.0,2.0,5.0,,4.0,4.0,11.0,3.0,10.0,20.0,37.0,16.0,48.0,42.0,6.0,2.0,,33.0,11.0,4.0,45.0,18.0,63.0,17.0,1.0,31.0,10.0,4.0,144.0,5.0,1.0,11.0,32.0,2.0,45.0,6.0,51.0,,19.0,11.0,8.0,25.0,3.0,18.0,10.0,3.0,7.0,35.0,9.0,12.0,24.0,,32.0,5.0,,28.0,2.0,5.0,,1.0,1.0,1.0,35.0,158,1.0,0.25,0.2580645161290322,0.875,0.3809523809523809,0.3,0.3809523809523809,0.4,0.4,0.3636363636363636,0.4590163934426229,0.3333333333333333,0.4047619047619047,0.503731343283582,0.3333333333333333,0.578125,0.3442622950819672,0.05,0.1071428571428571,,21.53846153846154,0.7142857142857143,0.1052631578947368,0.1641025641025641,0.0051282051282051,0.0909090909090909,0.032051282051282,0.1360759493670886,0.017094017094017,0.0158730158730158,,0.0272727272727272,0.1126760563380281,0.1857142857142857,0.2037037037037037,0.0816326530612244,0.1304347826086956,,0.2295081967213114,0.3571428571428571,0.4,0.1,0.0983606557377049,0.4166666666666667,0.4166666666666667,0.2,0.3278688524590163,0.425,0.4358974358974359,0.3529411764705882,0.0737704918032786,0.5555555555555556,0.5555555555555556,0.8,0.2704918032786885,0.3333333333333333,0.3333333333333333,0.9090909090909092,0.1666666666666666,1.0,0.1904761904761904,0.25,0.0952380952380952,0.3809523809523809,0.25,0.5737704918032787,0.3333333333333333,0.488015,0.46312,0.5050714285714285,0.04,0.0602409638554216,,0.0291970802919708,0.2700729927007299,11.345,25.77142857142857,0.2290184921763869,,1.0,,1.0,,1.0,1.0,2.0,3.0,1.0,,,,3.0,9.0,,,,1.0,7.0,,1.0,,,0.1666666666666666,,,0.5,3.0,1.0,0.025,0.0434782608695652,,,,,,,,,,,,,True,,,,,,
201973,1610612762,Jonas Jerebko,Jonas Jerebko,201973,UTA,1759.0,29,-2,60,65,7,13.0,5.0,125,4.0,5.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,2.0,,1.0,4.0,6.0,1.0,3.0,3.0,14.0,61.0,,,,,1.0,1.0,1.0,2.0,,5.0,8.0,,3.0,,,,2.0,,1.0,1.0,,1.0,,,,,1.0,2.0,,1.0,2.0,1.0,1.0,4.0,1.0,5.0,,2.0,2.0,,,,,,,,,,2.0,2.0,,2.0,,,4.0,,2.0,,,,,5.0,7,,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,,1.0,0.6111111111111112,,0.8333333333333334,0.6363636363636364,,0.8333333333333334,0.3333333333333333,0.1666666666666666,0.2,,16.923076923076923,,0.3333333333333333,0.0769230769230769,0.0714285714285714,0.1111111111111111,,0.0967741935483871,0.0333333333333333,0.2,,,,,0.25,0.0833333333333333,0.1666666666666666,,0.5555555555555556,0.8,1.0,1.0,,,,,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,,,,,,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,0.8888888888888888,,0.5582166666666667,,0.5763166666666667,0.1818181818181818,0.25,,,0.3571428571428571,4.583333333333333,24.566666666666663,0.1166666666666666,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,
2207,1610612762,Joe Johnson,Joe Johnson,2207,UTA,42015.0,700,-98,1382,1371,381,440.0,129.0,2753,7.0,10.0,2.0,2.0,3.0,3.0,41.0,83.0,24.0,49.0,9.0,33.0,9.0,14.0,51.0,4.0,16.0,72.0,142.0,23.0,84.0,20.0,233.0,1508.0,7.0,9.0,3.0,23.0,23.0,43.0,5.0,25.0,12.0,73.0,36.0,108.0,66.0,3.0,4.0,,51.0,14.0,1.0,22.0,23.0,45.0,14.0,9.0,16.0,1.0,5.0,113.0,2.0,9.0,33.0,48.0,14.0,95.0,12.0,107.0,4.0,12.0,8.0,4.0,22.0,2.0,10.0,9.0,3.0,12.0,31.0,10.0,18.0,32.0,,22.0,3.0,,24.0,1.0,6.0,1.0,6.0,2.0,6.0,70.0,378,4.0,0.25,0.2571428571428571,0.9565217391304348,0.2738095238095238,0.2,0.2738095238095238,0.5070422535211268,0.7777777777777778,0.5348837209302325,0.4712389380530973,0.6666666666666666,0.4485294117647059,0.4894067796610169,0.71875,0.4866666666666667,0.3716814159292035,0.0070422535211267,,0.0120481927710843,17.542706964520367,0.7096774193548387,0.358974358974359,0.1167883211678832,0.024793388429752,0.1416309012875536,0.0071174377224199,0.1257763975155279,0.0170807453416149,0.0161290322580645,0.0507246376811594,0.0098522167487684,0.1233766233766233,0.1266666666666666,0.0934579439252336,0.1420765027322404,0.14,0.0317460317460317,0.0442477876106194,0.7,0.7,0.2857142857142857,0.3672566371681416,0.4939759036144578,0.5,0.2682926829268293,0.2168141592920354,0.4897959183673469,0.4897959183673469,0.2083333333333333,0.1460176991150442,0.2727272727272727,0.2727272727272727,1.0,0.2256637168141592,0.2745098039215686,0.2745098039215686,0.9285714285714286,0.1333333333333333,1.0,0.0441176470588235,1.0,0.1323529411764706,0.2352941176470588,0.25,0.415929203539823,0.2745098039215686,0.4562280973451329,0.4300136363636364,0.4459139705882353,0.0301724137931034,0.0408163265306122,0.0117647058823529,0.0987124463519313,0.3133047210300429,11.54859154929577,24.77976190476191,0.2756874095513748,2.0,1.0,2.0,4.0,2.0,6.0,1.0,2.0,4.0,,,1.0,,2.0,4.0,,,4.0,3.0,2.0,0.3333333333333333,0.5,0.5,0.1333333333333333,0.2666666666666666,0.5,1.0,0.1111111111111111,1.0,,,,1.0,1.0,0.0263157894736842,,,,,,,,,,True,,,,,,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,14764.0,246,-52,480,481,154,166.0,42.0,961,40.0,51.0,7.0,11.0,13.0,17.0,5.0,14.0,2.0,8.0,,1.0,1.0,,2.0,,1.0,47.0,73.0,,3.0,14.0,108.0,531.0,7.0,13.0,3.0,17.0,15.0,24.0,,2.0,7.0,37.0,78.0,16.0,,,14.0,1.0,1.0,,3.0,2.0,4.0,6.0,2.0,2.0,2.0,,,16.0,7.0,15.0,15.0,30.0,5.0,50.0,23.0,73.0,3.0,12.0,9.0,3.0,4.0,,2.0,6.0,1.0,2.0,10.0,4.0,13.0,18.0,,19.0,,1.0,23.0,3.0,9.0,,12.0,5.0,12.0,37.0,154,1.0,0.8297872340425532,0.975,,,,,0.6438356164383562,0.5384615384615384,0.625,0.618421052631579,0.5384615384615384,0.5769230769230769,0.627906976744186,0.53125,0.578125,0.0394736842105263,0.0410958904109589,0.0588235294117647,,18.11320754716981,0.4,0.4166666666666667,0.1910828025477707,0.131578947368421,0.2027027027027027,0.0673076923076923,0.1948051948051948,0.1009174311926605,0.1891891891891892,0.1111111111111111,0.0410958904109589,0.0909090909090909,0.2982456140350877,0.1777777777777777,0.2,0.2142857142857142,0.1304347826086956,0.6710526315789473,0.7843137254901961,0.8333333333333334,0.8,0.1842105263157894,0.3571428571428571,0.3571428571428571,1.0,0.1052631578947368,0.25,0.25,1.0,0.0131578947368421,,,,0.0263157894736842,,,,0.8461538461538461,0.6363636363636364,0.6538461538461539,0.7647058823529411,0.0384615384615384,0.0384615384615384,,0.7105263157894737,,0.5266986486486488,0.60743,0.5273680000000001,0.1097560975609756,0.1139240506329113,,0.1574074074074074,0.3425925925925926,5.084931506849316,35.03333333333333,0.3208333333333333,,,,,,,,3.0,1.0,,,2.0,,,4.0,,,7.0,9.0,4.0,,0.75,,,,,,,,,,0.1290322580645161,1.0,,0.0714285714285714,1.0,1.0,0.09375,,,,,,,True,,,,,,
202327,1610612762,Ekpe Udoh,Ekpe Udoh,202327,UTA,14538.0,242,-24,473,464,88,141.0,45.0,937,14.0,24.0,7.0,10.0,,1.0,5.0,13.0,,1.0,,,,,,,,19.0,38.0,,,10.0,48.0,527.0,7.0,11.0,4.0,18.0,,2.0,,,2.0,2.0,24.0,14.0,,,14.0,,,,4.0,6.0,6.0,12.0,4.0,2.0,3.0,1.0,2.0,30.0,4.0,18.0,7.0,14.0,5.0,26.0,22.0,48.0,2.0,16.0,9.0,7.0,,,,2.0,,,2.0,1.0,14.0,27.0,1.0,17.0,2.0,,15.0,5.0,10.0,,25.0,2.0,26.0,2.0,86,3.0,0.631578947368421,1.0,,,,,0.5,0.6363636363636364,,0.5,0.6363636363636364,,0.5581395348837209,0.6923076923076923,0.3333333333333333,,0.1052631578947368,0.125,0.0769230769230769,8.687258687258687,,0.3125,0.1052631578947368,0.1276595744680851,0.0972222222222222,0.0454545454545454,0.1024390243902439,0.0960698689956331,0.1666666666666666,0.1666666666666666,0.0428571428571428,0.0677966101694915,0.1304347826086956,0.1428571428571428,0.1071428571428571,0.0625,0.1333333333333333,0.631578947368421,0.5833333333333334,0.6666666666666666,0.5,0.3421052631578947,0.3846153846153846,0.4166666666666667,1.0,0.0263157894736842,,,,,,,,,,,,0.9090909090909092,0.7,0.5,,,,,0.631578947368421,,0.5149473684210527,0.63537,0.3841,0.2325581395348837,0.2325581395348837,,0.375,0.0416666666666666,4.276315789473684,,0.1860465116279069,,,,,,,,,,,,1.0,,,,1.0,1.0,19.0,14.0,,,0.5384615384615384,,,,,,,1.0,,,0.0555555555555555,,,,,,0.0444444444444444,4.0,4.0,,,,,True,,,,,,
203497,1610612762,Rudy Gobert,Rudy Gobert,203497,UTA,10598.0,177,-8,358,352,132,114.0,37.0,710,32.0,44.0,8.0,11.0,12.0,19.0,,3.0,1.0,1.0,,,,,,,,33.0,48.0,,,17.0,83.0,373.0,8.0,11.0,3.0,19.0,13.0,21.0,,,9.0,35.0,50.0,16.0,,,12.0,,,,5.0,7.0,5.0,12.0,4.0,1.0,1.0,,6.0,29.0,4.0,13.0,14.0,17.0,3.0,34.0,17.0,51.0,2.0,,,,6.0,1.0,2.0,4.0,,4.0,10.0,5.0,11.0,21.0,2.0,30.0,,1.0,30.0,4.0,12.0,,10.0,4.0,12.0,35.0,131,4.0,0.7575757575757576,0.925925925925926,,,,,0.6875,0.7272727272727273,0.6190476190476191,0.6875,0.7272727272727273,0.6190476190476191,0.680327868852459,0.6785714285714286,0.603448275862069,,0.1041666666666666,0.0909090909090909,0.3333333333333333,17.839195979899497,0.6,0.3333333333333333,0.1588785046728972,0.1444444444444444,0.2121212121212121,0.0579710144927536,0.1791907514450867,0.1069182389937107,0.1621621621621621,0.2121212121212121,0.0238095238095238,0.1111111111111111,0.2439024390243902,0.1,0.25,0.0714285714285714,0.2,0.9166666666666666,0.7272727272727273,0.8,0.75,0.0625,,,,0.0208333333333333,1.0,1.0,1.0,,,,,,,,,1.0,0.7272727272727273,0.9047619047619048,0.631578947368421,,,,0.9166666666666666,,0.5650541666666667,0.6196545454545453,0.5634285714285715,0.2142857142857142,0.2142857142857142,,0.2289156626506024,0.4216867469879518,2.2104166666666667,,0.3687150837988827,,,,,,,,,1.0,,,4.0,,,5.0,2.0,2.0,6.0,5.0,5.0,,0.4166666666666667,0.125,,,,,,,,,0.1111111111111111,,,,1.0,,,4.0,,1.0,,,,True,,,,,,
203918,1610612762,Rodney Hood,Rodney Hood,203918,UTA,20881.0,348,-57,681,674,169,214.0,54.0,1355,5.0,16.0,,1.0,,2.0,20.0,40.0,14.0,32.0,4.0,14.0,2.0,27.0,78.0,9.0,21.0,39.0,88.0,31.0,92.0,28.0,199.0,753.0,6.0,9.0,,15.0,5.0,18.0,10.0,23.0,9.0,49.0,22.0,56.0,78.0,15.0,2.0,,78.0,27.0,5.0,10.0,9.0,19.0,7.0,2.0,7.0,2.0,1.0,47.0,,6.0,12.0,21.0,,33.0,6.0,39.0,5.0,10.0,7.0,3.0,10.0,1.0,6.0,7.0,1.0,4.0,17.0,4.0,6.0,14.0,1.0,26.0,,,34.0,4.0,14.0,3.0,2.0,,2.0,49.0,169,2.0,0.282051282051282,0.2894736842105263,0.8387096774193549,0.3369565217391304,0.4347826086956521,0.3369565217391304,0.4431818181818182,0.6666666666666666,0.2777777777777778,0.475,0.625,0.4878048780487805,0.5129533678756477,0.625,0.5444444444444444,0.5111111111111111,0.0568181818181818,0.1875,0.025,28.49389416553596,0.5882352941176471,,0.1004784688995215,0.0359281437125748,0.110091743119266,,0.1037735849056603,0.0193548387096774,,0.0606060606060606,,0.0789473684210526,0.0779220779220779,0.1607142857142857,0.1204819277108433,0.0769230769230769,0.0505050505050505,0.0888888888888888,0.3125,0.3846153846153846,0.4,0.2222222222222222,0.5,0.5128205128205128,0.15,0.1777777777777777,0.4375,0.4516129032258064,0.4285714285714285,0.0777777777777777,0.2857142857142857,0.2857142857142857,1.0,0.4333333333333333,0.3461538461538461,0.3461538461538461,0.8148148148148148,0.0833333333333333,,0.048780487804878,,0.048780487804878,0.5121951219512195,0.4285714285714285,0.6,0.3461538461538461,0.4755466666666668,0.48498,0.452940243902439,0.0885416666666666,0.1428571428571428,0.0319148936170212,0.0753768844221105,0.2462311557788944,11.476136363636364,25.39021739130435,0.2481644640234948,,1.0,1.0,3.0,1.0,3.0,,2.0,,,,,1.0,1.0,1.0,,,2.0,2.0,1.0,0.3333333333333333,1.0,,,0.25,0.3333333333333333,1.0,0.5,2.0,1.0,0.03125,,,1.0,,1.0,,0.0416666666666666,,,,,,,True,,,,,,
204060,1610612762,Joe Ingles,Joe Ingles,204060,UTA,20151.0,336,-39,672,666,207,220.0,67.0,1338,14.0,20.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,6.0,6.0,22.0,5.0,15.0,38.0,2.0,8.0,18.0,29.0,21.0,60.0,2.0,101.0,732.0,4.0,5.0,,8.0,5.0,6.0,2.0,13.0,2.0,18.0,16.0,20.0,51.0,12.0,2.0,,38.0,15.0,1.0,35.0,13.0,48.0,7.0,6.0,23.0,11.0,1.0,109.0,4.0,3.0,19.0,24.0,,43.0,7.0,50.0,1.0,13.0,8.0,5.0,12.0,3.0,11.0,7.0,,1.0,19.0,7.0,8.0,17.0,,10.0,1.0,1.0,3.0,1.0,1.0,,,,1.0,18.0,204,2.0,0.4444444444444444,0.4705882352941176,0.8095238095238095,0.35,0.1538461538461538,0.35,0.6206896551724138,0.8,0.8333333333333334,0.5561797752808989,0.3636363636363636,0.4210526315789473,0.5611111111111111,0.3636363636363636,0.45,0.6741573033707865,0.0344827586206896,0.05,,14.650537634408602,0.631578947368421,,0.116504854368932,0.0181818181818181,0.1844660194174757,0.0264900662251655,0.1391585760517799,0.0221518987341772,0.0338983050847457,0.0169491525423728,0.0198019801980198,0.1142857142857142,0.0694444444444444,0.171875,0.1829268292682926,0.1904761904761904,0.0208333333333333,0.2247191011235955,0.7,0.7368421052631579,0.4285714285714285,0.0337078651685393,0.3333333333333333,0.3333333333333333,,0.0674157303370786,0.5,0.5,0.6666666666666666,0.247191011235955,0.2727272727272727,0.2727272727272727,1.0,0.4269662921348314,0.3947368421052631,0.3947368421052631,0.7333333333333333,0.3636363636363636,0.75,0.2105263157894736,1.0,0.2631578947368421,0.4210526315789473,0.25,0.898876404494382,0.3947368421052631,0.5383247191011238,0.5343166666666667,0.5469842105263159,0.0112359550561797,0.0344827586206896,,0.0792079207920792,0.1782178217821782,6.50344827586207,24.74833333333333,0.3080357142857143,3.0,,,3.0,,6.0,1.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,0.3333333333333333,0.2727272727272727,0.2727272727272727,,,,2.0,,,0.04,,,,,,,1.0,,,,,,True,,,,,,
