EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,DeadBallTurnovers,Travels,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallTurnovers,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,SecondChanceFg2Pct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,3SecondViolations,SelfOReb,SecondChanceTurnovers,Charge Fouls,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,LostBallOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls Drawn,DefensiveGoaltends,BlockedShortMidRange,on,HeaveAttempts,Fg3aBlocked,BlockingFoulsDrawn,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Clear Path Fouls
1626192,1610612757,Pat Connaughton,Pat Connaughton,1626192,POR,7025.0,117,-5,238,230,108.0,107,25,468,11.0,14,2.0,4.0,4.0,6.0,2.0,2.0,5.0,1.0,2.0,6.0,14.0,1.0,2.0,3.0,4.0,15.0,22,8.0,19.0,7.0,61,240.0,1.0,2.0,2.0,5.0,4.0,8.0,4.0,6.0,3.0,23.0,16.0,14.0,21.0,3.0,14.0,6.0,3.0,9.0,2.0,11.0,1.0,1.0,5.0,2.0,2.0,24.0,1.0,4.0,2.0,6.0,1.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,9.0,9.0,1.0,8.0,3.0,4.0,2.0,23.0,108.0,2.0,0.5333333333333333,0.5333333333333333,0.875,0.42105263157894735,0.5,0.6666666666666666,0.42105263157894735,0.6818181818181818,0.5,0.6585365853658537,0.75,0.7142857142857143,0.6931818181818182,0.625,0.71875,0.4634146341463415,0.13636363636363635,0.14285714285714285,0.16666666666666666,16.917293233082706,1.0,0.03571428571428571,0.015873015873015872,0.08888888888888889,0.0594059405940594,0.00980392156862745,0.047619047619047616,0.08695652173913043,0.0967741935483871,0.07142857142857142,0.34146341463414637,0.7857142857142857,0.9166666666666666,0.45454545454545453,0.14634146341463414,0.6666666666666666,0.8,0.75,0.04878048780487805,0.12195121951219512,0.4,0.4,1.0,0.34146341463414637,0.42857142857142855,0.42857142857142855,0.8333333333333334,1.0,0.5,1.0,0.2857142857142857,0.5,0.14285714285714285,0.5,0.2857142857142857,0.75,0.8048780487804879,0.42857142857142855,0.5076060975609756,0.5556749999999999,0.42885,0.09523809523809523,0.17391304347826086,0.08196721311475409,0.3770491803278688,5.163636363636364,25.794736842105266,0.453781512605042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1627735,1610612757,Wade Baldwin IV,Wade Baldwin IV,1627735,POR,623.0,10,8,23,22,3.0,16,2,45,1.0,1,,,1.0,2.0,1.0,,,,,,1.0,,,,,3.0,4,,1.0,1.0,7,20.0,,,,,1.0,1.0,,,,2.0,,6.0,,,1.0,,1.0,1.0,,1.0,,,,,1.0,2.0,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,,2.0,,1.0,,2.0,3.0,,,,,,,,,0.75,1.0,0.6,,1.0,0.5833333333333334,,1.0,0.2,0.25,,0.5,28.0,,,,0.14285714285714285,0.1111111111111111,,,,0.3333333333333333,,0.2,1.0,1.0,,0.4,0.5,1.0,,0.2,,,,,0.2,,,,,,,,,,,,,0.4,,0.38869999999999993,,0.293,0.16666666666666666,0.2,,0.2857142857142857,7.75,25.8,0.13043478260869565,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1627774,1610612757,Jake Layman,Jake Layman,1627774,POR,9619.0,160,-21,329,316,131.0,142,35,645,7.0,11,3.0,4.0,1.0,9.0,7.0,2.0,5.0,2.0,4.0,2.0,15.0,,1.0,,4.0,10.0,27,4.0,20.0,2.0,34,343.0,1.0,2.0,,7.0,5.0,11.0,2.0,8.0,,16.0,12.0,8.0,12.0,,15.0,2.0,1.0,5.0,6.0,11.0,4.0,2.0,1.0,1.0,3.0,28.0,1.0,5.0,6.0,12.0,4.0,16.0,6.0,4.0,2.0,5.0,3.0,5.0,4.0,10.0,13.0,2.0,,3.0,1.0,2.0,,16.0,131.0,1.0,0.6,0.6666666666666666,1.0,0.2,0.5,0.25,0.2,0.37037037037037035,0.45454545454545453,0.3404255319148936,0.5833333333333334,0.42105263157894735,0.3541666666666667,0.5833333333333334,0.42105263157894735,0.425531914893617,0.037037037037037035,0.09090909090909091,,14.402173913043478,1.0,0.07228915662650602,0.01098901098901099,0.08771929824561403,0.07857142857142857,0.013793103448275862,,0.03125,0.07142857142857142,0.13333333333333333,0.23404255319148937,0.6363636363636364,0.7,0.5714285714285714,0.19148936170212766,0.1111111111111111,0.1111111111111111,,0.14893617021276595,0.10638297872340426,0.4,0.4,1.0,0.3191489361702128,0.13333333333333333,0.13333333333333333,1.0,0.16666666666666666,,,0.21052631578947367,0.75,0.21052631578947367,0.5,0.21052631578947367,,0.6595744680851063,0.13333333333333333,0.5193308510638297,0.5053300000000001,0.5243710526315789,0.041666666666666664,0.07142857142857142,0.20588235294117646,0.47058823529411764,8.833333333333334,24.785000000000004,0.3981762917933131,2.0,,,0.2857142857142857,0.2857142857142857,2.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.5,0.1,0.15384615384615385,0.018518518518518517,0.03571428571428571,0.022727272727272728,0.13043478260869565,0.07142857142857142,0.5,1.0,0.3333333333333333,1.0,0.5,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1627834,1610612757,Georgios Papagiannis,Georgios Papagiannis,1627834,POR,224.0,4,15,8,7,,4,1,15,1.0,1,,,,,,,,,,,,,,,,1.0,1,,,,2,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,11.11111111111111,,,,,,0.5,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.782,,,,,1.0,,0.6,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,,,0.5,,0.5,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1628403,1610612757,Caleb Swanigan,Caleb Swanigan,1628403,POR,2774.0,46,5,98,91,43.0,52,9,189,4.0,7,2.0,2.0,2.0,4.0,3.0,,1.0,,,1.0,1.0,,,,,7.0,14,1.0,2.0,1.0,18,96.0,,,,4.0,2.0,4.0,,,,4.0,10.0,4.0,3.0,,1.0,1.0,,2.0,2.0,4.0,1.0,1.0,2.0,,,10.0,2.0,1.0,2.0,4.0,2.0,6.0,1.0,,1.0,1.0,1.0,5.0,3.0,4.0,9.0,2.0,,2.0,2.0,2.0,,4.0,43.0,,0.7142857142857143,0.8333333333333334,1.0,0.5,,,0.5,0.5,0.5,0.53125,1.0,0.5,0.5625,1.0,0.5,0.125,,,,19.444444444444443,0.2,0.125,0.1,0.047619047619047616,0.08108108108108109,0.05714285714285714,0.16666666666666666,0.125,0.07692307692307693,,0.4375,0.5714285714285714,0.5714285714285714,0.75,0.25,0.5,0.5,0.5,0.1875,0.0625,,,,0.0625,1.0,1.0,1.0,,,,0.5,1.0,,,,,0.5625,1.0,0.45878125000000003,0.50315,0.45145,0.125,0.14285714285714285,0.2222222222222222,0.2222222222222222,8.335714285714285,24.200000000000003,0.4387755102040816,1.0,4.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,2.0,2.0,2.0,,,1.0,,,,,,,,1.0,0.3333333333333333,,,0.14285714285714285,,0.2,,,1.0,0.5,1.0,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1628380,1610612757,Zach Collins,Zach Collins,1628380,POR,4810.0,80,-23,167,162,76.0,94,16,329,2.0,5,2.0,2.0,1.0,5.0,8.0,,1.0,,,3.0,8.0,,,,3.0,5.0,18,3.0,9.0,1.0,20,170.0,,,1.0,5.0,4.0,9.0,,3.0,,8.0,6.0,4.0,9.0,,8.0,3.0,2.0,4.0,,4.0,,,2.0,1.0,1.0,8.0,3.0,3.0,6.0,11.0,6.0,17.0,3.0,1.0,2.0,2.0,1.0,9.0,3.0,7.0,13.0,1.0,,2.0,,1.0,,8.0,76.0,1.0,0.6,1.0,1.0,0.3333333333333333,,,0.3333333333333333,0.2777777777777778,0.4444444444444444,0.35185185185185186,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.35714285714285715,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.4,20.0,0.2222222222222222,0.13333333333333333,0.06521739130434782,0.11538461538461539,0.1267605633802817,0.08108108108108109,0.125,0.1111111111111111,0.1,0.16666666666666666,0.18518518518518517,0.4,0.4,,0.18518518518518517,0.2,0.3333333333333333,1.0,0.2962962962962963,0.037037037037037035,,,,0.2962962962962963,0.375,0.375,1.0,,,,0.16666666666666666,1.0,,,0.25,,0.5185185185185185,0.375,0.4724425925925926,0.68895,0.45590833333333336,0.03571428571428571,0.05263157894736842,0.25,0.4,10.18888888888889,25.399999999999995,0.4550898203592814,2.0,7.0,2.0,0.25,0.25,2.0,4.0,,,2.0,6.0,4.0,3.0,,2.0,1.0,2.0,1.0,2.0,1.0,3.0,,0.3333333333333333,0.4,,0.10714285714285714,,0.09090909090909091,,0.25,,1.0,0.6666666666666666,0.5,,,,,1.0,,3.0,,1.0,1.0,1.0,0.07692307692307693,0.16666666666666666,0.0625,,,,,,,,,,,,True,,,,,,,,,,,,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,1904.0,32,-18,66,63,19.0,25,9,129,1.0,2,,1.0,2.0,5.0,6.0,,,,,,5.0,,,,4.0,6.0,13,,5.0,,12,69.0,,,,,2.0,4.0,,4.0,,4.0,,12.0,,,5.0,,1.0,2.0,,2.0,,,1.0,1.0,,4.0,,1.0,2.0,4.0,,4.0,,,,4.0,1.0,4.0,,,,2.0,,,,,,4.0,19.0,,,,,,,,,0.46153846153846156,0.5,0.3333333333333333,,0.25,0.3333333333333333,,0.25,0.2777777777777778,0.07692307692307693,,0.2,29.72972972972973,1.0,0.13333333333333333,,0.1111111111111111,0.125,,,0.14285714285714285,0.14285714285714285,,0.1111111111111111,0.5,0.5,,0.2777777777777778,0.4,0.5,,0.3333333333333333,,,,,0.2777777777777778,,,,,,,0.125,,,,0.5,,0.3888888888888889,,0.44724411764705885,,0.4943642857142857,,,,0.3333333333333333,12.592307692307694,29.8,0.2878787878787879,3.0,,,0.5,0.5,,,,,,,,,,1.0,3.0,,,,,,,,0.3333333333333333,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
203086,1610612757,Meyers Leonard,Meyers Leonard,203086,POR,2690.0,45,-14,93,91,47.0,35,9,184,4.0,6,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,8.0,10,1.0,2.0,4.0,23,98.0,,,4.0,6.0,4.0,5.0,1.0,2.0,4.0,15.0,10.0,6.0,3.0,,1.0,,,1.0,,1.0,,,1.0,,,2.0,3.0,6.0,5.0,12.0,4.0,16.0,1.0,,1.0,2.0,,5.0,3.0,2.0,5.0,5.0,,6.0,,1.0,2.0,15.0,47.0,1.0,0.625,0.625,1.0,0.5,,0.5,0.5,0.8,0.8,0.7916666666666666,1.0,0.7857142857142857,0.7666666666666667,1.0,0.75,0.16666666666666666,,,,19.41747572815534,0.4,0.2777777777777778,0.16666666666666666,0.35294117647058826,0.3142857142857143,0.10256410256410256,0.14285714285714285,0.125,0.38461538461538464,0.25,0.5,0.6666666666666666,0.6666666666666666,1.0,0.08333333333333333,1.0,1.0,,0.25,0.08333333333333333,1.0,1.0,1.0,0.08333333333333333,,,,,,,0.42857142857142855,0.6666666666666666,0.14285714285714285,1.0,0.14285714285714285,,0.6666666666666666,,0.4995541666666667,0.8502,0.5005357142857143,0.07692307692307693,0.09090909090909091,0.2608695652173913,0.6521739130434783,6.68,24.85,0.5053763440860215,3.0,3.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,2.0,,,,,,,1.0,0.3333333333333333,,0.047619047619047616,,0.0625,0.3333333333333333,0.5,,0.3333333333333333,1.0,1.0,1.0,,,,,,2.0,,1.0,,,0.25,,0.3333333333333333,1.0,1.0,2.0,,,,,,,,,True,,,,,,,,,,,,,
203894,1610612757,Shabazz Napier,Shabazz Napier,203894,POR,4004.0,67,-23,140,132,83.0,60,8,272,3.0,5,1.0,3.0,,2.0,5.0,,1.0,,,4.0,7.0,,,,2.0,7.0,12,4.0,8.0,5.0,31,147.0,,,3.0,5.0,3.0,7.0,,2.0,3.0,9.0,4.0,10.0,6.0,6.0,7.0,4.0,2.0,7.0,7.0,14.0,6.0,1.0,3.0,1.0,3.0,35.0,,5.0,5.0,10.0,,10.0,5.0,4.0,1.0,5.0,4.0,5.0,2.0,,2.0,4.0,,7.0,,2.0,,9.0,83.0,,0.2857142857142857,0.2857142857142857,0.5,0.5,,,0.5,0.5833333333333334,0.42857142857142855,0.65,1.0,0.3333333333333333,0.6739130434782609,1.25,0.45,0.4,0.16666666666666666,0.2,0.5,18.79194630872483,1.0,0.1388888888888889,,0.2,0.16393442622950818,,,0.06666666666666667,0.21052631578947367,0.16666666666666666,0.25,0.6,0.75,0.3333333333333333,0.1,,,,0.25,0.05,,,,0.35,0.5714285714285714,0.5714285714285714,0.5,,,,0.3333333333333333,0.3333333333333333,,,0.2222222222222222,,0.65,0.5714285714285714,0.47572000000000003,0.366,0.5041111111111111,0.13043478260869565,0.14285714285714285,0.16129032258064516,0.2903225806451613,9.316666666666665,24.725,0.5928571428571429,4.0,,,0.8,0.8,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,0.3076923076923077,,0.25,,,,,,,,,,,,,,,,,,,,1.0,0.1111111111111111,,,,,,,True,,,,,,,,,,,,,
202334,1610612757,Ed Davis,Ed Davis,202334,POR,2328.0,39,11,80,75,18.0,28,10,155,2.0,6,,1.0,2.0,3.0,,,,,,,,,,,,4.0,9,,,1.0,9,84.0,,,,4.0,,1.0,,,,,2.0,6.0,,,,,1.0,,,,,,,,,,3.0,4.0,5.0,9.0,5.0,14.0,,,,1.0,1.0,2.0,,,2.0,1.0,,2.0,,1.0,,,18.0,1.0,0.25,0.5,,,,,,0.4444444444444444,,0.4444444444444444,0.5,,0.45,0.5,,,0.1111111111111111,0.16666666666666666,,13.186813186813186,0.5,0.22727272727272727,0.1111111111111111,0.3076923076923077,0.2571428571428571,0.1388888888888889,0.09090909090909091,0.125,0.3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,1.0,,,,,,0.6666666666666666,,0.5170888888888889,0.6189666666666667,0.5062,0.1,0.1,0.4444444444444444,,3.7222222222222223,,0.225,,1.0,,,,2.0,4.0,,,2.0,4.0,4.0,2.0,,,,1.0,,1.0,,1.0,1.0,0.5,,,0.2222222222222222,,0.2222222222222222,0.2,0.3333333333333333,1.0,,1.0,0.5,,,,,,1.0,1.0,,,,,0.2222222222222222,,,,,,,,,,,,,,True,,,,,,,,,,,,,
