EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsPutbacks,Corner3Assists,AtRimAssists,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,LongMidRangePctAssisted,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3A,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Offensive Fouls Drawn,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Charge Fouls Drawn,Charge Fouls,BlockingFouls,OffCorner3ReboundPct,on,SecondChanceCorner3FGM,FTOffRebounds,ThreePtShootingFoulsDrawn,DefensiveGoaltends,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,OffensiveGoaltends,Technical Free Throw Trips,Defensive 3 Seconds Violations,HeaveMakes,Blocked3s,BlockedArc3,BlockedCorner3,Clear Path Fouls
1626169,1610612765,Stanley Johnson,Stanley Johnson,1626169,DET,3391.0,57.0,-4.0,111.0,113.0,44.0,18.0,10.0,224.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,3.0,3.0,6.0,1.0,6.0,6.0,15.0,107.0,2.0,2.0,3.0,1.0,3.0,4.0,7.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,7.0,1.0,8.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,6.0,2.0,1.0,7.0,44.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.1666666666666666,0.3333333333333333,0.2,0.5,0.375,0.25,0.5,1.0,0.4375,0.5,0.1666666666666666,0.3333333333333333,12.396694214876034,0.0606060606060606,0.2,0.0588235294117647,0.1206896551724138,0.02,0.0714285714285714,0.1666666666666666,0.1111111111111111,0.4285714285714285,0.25,1.0,1.0,0.3333333333333333,0.25,0.0833333333333333,0.4166666666666667,0.2,0.2,1.0,0.5,0.3333333333333333,0.75,0.25,0.5124090909090909,0.4360199999999999,0.1428571428571428,0.25,0.1333333333333333,0.4666666666666667,5.366666666666666,31.483333333333334,0.3963963963963964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1626246,1610612765,Boban Marjanovic,Boban Marjanovic,1626246,DET,10277.0,171.0,,347.0,346.0,101.0,66.0,39.0,693.0,22.0,33.0,43.0,,,,,,41.0,79.0,,,36.0,118.0,367.0,9.0,25.0,15.0,,,18.0,36.0,58.0,24.0,,,,,7.0,12.0,2.0,14.0,1.0,2.0,30.0,3.0,16.0,23.0,42.0,15.0,57.0,4.0,4.0,,9.0,28.0,38.0,1.0,,45.0,17.0,7.0,36.0,101.0,7.0,0.7073170731707317,0.8285714285714286,,,,,0.5189873417721519,0.5189873417721519,0.6,0.59,0.6944444444444444,0.6923076923076923,,0.0886075949367088,0.1162790697674418,31.362467866323907,0.2527472527472527,0.2162162162162162,0.0714285714285714,0.2363636363636363,0.0949367088607595,0.088235294117647,0.282051282051282,0.173076923076923,0.3181818181818182,0.4177215189873418,0.6666666666666666,0.7096774193548387,0.6818181818181818,0.5443037974683544,,,,,,,,0.4177215189873418,,0.4463227848101265,0.4369933333333333,0.1827956989247312,0.1827956989247312,0.211864406779661,0.3050847457627119,5.20506329113924,,0.2910662824207493,6.0,8.0,5.0,8.0,18.0,1.0,3.0,8.0,12.0,9.0,12.0,1.0,8.0,2.0,12.0,3.0,1.0,5.0,1.0,2.0,17.0,1.0,3.0,1.0,2.0,22.0,1.0,10.0,2.0,7.0,3.0,6.0,2.0,4.0,6.0,4.0,3.0,3.0,0.6666666666666666,0.6,0.6666666666666666,0.0606060606060606,0.2272727272727272,0.4285714285714285,0.1034482758620689,0.0714285714285714,0.1186440677966101,0.1034482758620689,0.2777777777777778,0.2058823529411764,0.032258064516129,0.6666666666666666,0.4186046511627907,0.4736842105263157,0.7777777777777778,0.0379746835443038,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.5333333333333333,0.625,0.47463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1627740,1610612765,Henry Ellenson,Henry Ellenson,1627740,DET,1418.0,24.0,-13.0,49.0,50.0,31.0,21.0,5.0,99.0,1.0,1.0,3.0,,,3.0,,2.0,2.0,5.0,,3.0,,4.0,55.0,,2.0,5.0,,2.0,,4.0,2.0,2.0,,,3.0,,,,1.0,1.0,1.0,,3.0,,4.0,5.0,11.0,1.0,12.0,,,,2.0,2.0,,,,,,,4.0,31.0,,0.5,1.0,,,,,0.4,0.25,0.2857142857142857,0.25,1.0,0.2857142857142857,0.375,,,18.51851851851852,0.625,0.3636363636363636,,0.4736842105263157,0.0476190476190476,,0.6666666666666666,0.1428571428571428,0.75,0.125,1.0,1.0,,0.375,,0.375,,,,0.2857142857142857,,0.5,,0.46426875,0.45135,,,0.5,1.0,9.3,25.5,0.6326530612244898,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,,,,1.0,2.0,,2.0,,2.0,,,,,,2.0,,1.0,,,,,,,,,,,1.0,0.4,1.0,,1.0,0.6666666666666666,0.0714285714285714,,0.1,,1.0,0.5,,,,,,0.125,1.0,1.0,1.0,1.0,0.1428571428571428,1.0,0.7251,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1628379,1610612765,Luke Kennard,Luke Kennard,1628379,DET,6957.0,116.0,-1.0,240.0,235.0,63.0,33.0,26.0,475.0,1.0,3.0,6.0,4.0,3.0,6.0,1.0,1.0,7.0,16.0,5.0,10.0,5.0,34.0,245.0,,,5.0,2.0,3.0,,10.0,4.0,10.0,15.0,,6.0,3.0,,6.0,2.0,8.0,,3.0,18.0,,10.0,6.0,16.0,1.0,17.0,4.0,3.0,1.0,,3.0,8.0,,,5.0,3.0,,10.0,63.0,,0.2857142857142857,0.2857142857142857,1.0,0.5,0.6666666666666666,0.5,0.4375,0.5576923076923077,0.625,0.6071428571428571,,0.625,0.3846153846153846,,,12.267657992565056,0.1052631578947368,0.1886792452830188,,0.1454545454545454,0.0093457943925233,,0.0833333333333333,0.2,0.1666666666666666,0.1153846153846153,0.3333333333333333,0.3333333333333333,,0.2307692307692307,0.1538461538461538,0.2307692307692307,0.5,0.5,1.0,0.125,1.0,0.5,0.5,0.4724230769230769,0.4279375000000001,0.1071428571428571,0.1666666666666666,,0.2941176470588235,11.525,24.5,0.2625,,,,,2.0,4.0,7.0,,1.0,2.0,,2.0,2.0,1.0,1.0,,1.0,4.0,,3.0,1.0,,1.0,,1.0,5.0,2.0,3.0,,,1.0,1.0,1.0,,1.0,1.0,,2.0,,0.4,,,0.8,,0.0126582278481012,,0.0277777777777777,,0.1538461538461538,0.1,0.0714285714285714,1.0,0.3333333333333333,0.3333333333333333,0.5,0.2692307692307692,0.5714285714285714,0.5714285714285714,,,,,0.5246,0.25,2.0,2.0,1.0,2.0,2.0,0.5,0.5,1.0,0.6666666666666666,0.25,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
202397,1610612765,Ish Smith,Ish Smith,202397,DET,5516.0,92.0,26.0,182.0,181.0,36.0,23.0,21.0,363.0,12.0,14.0,12.0,1.0,,2.0,,2.0,21.0,37.0,1.0,3.0,2.0,47.0,176.0,,2.0,7.0,,2.0,,10.0,6.0,36.0,3.0,,2.0,,,7.0,8.0,15.0,7.0,1.0,38.0,,7.0,6.0,13.0,2.0,15.0,4.0,3.0,1.0,2.0,3.0,6.0,,,3.0,2.0,,10.0,36.0,,0.1428571428571428,0.15,1.0,0.3333333333333333,,0.3333333333333333,0.5675675675675675,0.5625,0.5555555555555556,0.573170731707317,1.0,0.5555555555555556,0.075,,,21.84466019417476,0.12,0.1891891891891892,,0.1494252873563218,0.0227272727272727,,0.0689655172413793,0.2692307692307692,,0.35,0.8571428571428571,0.8571428571428571,0.25,0.3,0.025,0.05,,,,0.2222222222222222,,0.425,,0.4869794871794872,0.47404375,0.048780487804878,0.0526315789473684,0.0425531914893617,0.2127659574468085,8.518918918918919,28.2,0.1978021978021978,1.0,1.0,4.0,4.0,5.0,4.0,11.0,1.0,1.0,5.0,2.0,1.0,6.0,,2.0,,,2.0,1.0,2.0,2.0,,,,1.0,4.0,1.0,,,,1.0,2.0,,1.0,2.0,1.0,,,1.0,0.7142857142857143,1.0,,0.5,,0.0327868852459016,0.0909090909090909,0.0285714285714285,,0.3333333333333333,0.1333333333333333,,0.5,0.4166666666666667,0.4166666666666667,,0.275,0.3636363636363636,0.3636363636363636,1.0,1.0,0.4444444444444444,1.0,0.458,,1.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
204038,1610612765,Langston Galloway,Langston Galloway,204038,DET,4622.0,77.0,5.0,155.0,156.0,59.0,45.0,18.0,311.0,1.0,2.0,2.0,2.0,6.0,15.0,,3.0,2.0,11.0,7.0,17.0,2.0,27.0,160.0,,5.0,5.0,,3.0,2.0,4.0,2.0,2.0,21.0,,15.0,6.0,,2.0,3.0,5.0,3.0,1.0,13.0,,3.0,7.0,10.0,4.0,14.0,2.0,1.0,1.0,3.0,4.0,3.0,,1.0,2.0,,1.0,4.0,59.0,1.0,0.5,1.0,1.0,0.4117647058823529,,0.4117647058823529,0.1818181818181818,0.4464285714285714,0.125,0.4655172413793103,0.8333333333333334,0.2222222222222222,0.6071428571428571,,,17.24137931034483,0.175,0.1111111111111111,,0.1492537313432835,0.0533333333333333,,0.2777777777777778,0.1578947368421052,,0.0714285714285714,0.5,0.5,,0.0714285714285714,0.0714285714285714,0.5357142857142857,0.4,0.4615384615384615,1.0,0.375,,0.6785714285714286,0.4,0.4951875,0.46864375,,,0.1851851851851851,0.1481481481481481,13.363636363636363,25.694117647058825,0.3806451612903225,1.0,1.0,1.0,2.0,,1.0,7.0,1.0,2.0,1.0,2.0,,,1.0,4.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,0.5,0.2,0.8333333333333334,,1.0,,0.0727272727272727,0.0909090909090909,0.1,,,0.1176470588235294,,,,,,0.25,0.1428571428571428,0.1428571428571428,0.3333333333333333,1.0,0.25,0.5,0.5877333333333333,1.0,1.0,,,,1.0,0.5,0.5,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,0.1176470588235294,0.1333333333333333,0.3333333333333333,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,
202779,1610612765,Dwight Buycks,Dwight Buycks,202779,DET,3201.0,53.0,-11.0,106.0,104.0,25.0,17.0,11.0,210.0,3.0,8.0,4.0,,3.0,4.0,,1.0,7.0,17.0,3.0,4.0,2.0,25.0,118.0,,2.0,2.0,,1.0,,2.0,6.0,8.0,6.0,1.0,3.0,3.0,3.0,6.0,5.0,11.0,2.0,3.0,27.0,,2.0,2.0,4.0,1.0,5.0,,,,3.0,5.0,6.0,,,2.0,1.0,,2.0,25.0,,0.4285714285714285,0.4285714285714285,0.6666666666666666,0.75,,1.0,0.4117647058823529,0.5476190476190477,0.3333333333333333,0.5681818181818182,1.0,0.3333333333333333,0.1904761904761904,0.1764705882352941,,23.93162393162393,0.064516129032258,0.0909090909090909,,0.0754716981132075,0.02,,,0.0625,0.1666666666666666,0.3809523809523809,0.375,0.6,0.6666666666666666,0.1904761904761904,,0.1904761904761904,0.75,0.75,0.6666666666666666,0.3333333333333333,,0.5714285714285714,1.0,0.482135,0.5952,0.0454545454545454,0.0555555555555555,0.08,0.08,8.405882352941177,36.4,0.2358490566037736,,,,1.0,1.0,3.0,5.0,1.0,1.0,1.0,,3.0,3.0,,1.0,,1.0,5.0,1.0,5.0,1.0,,,,,6.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,0.5,1.0,0.375,0.8333333333333334,,0.025,0.0714285714285714,,,,0.1428571428571428,0.1428571428571428,1.0,0.25,0.25,,0.238095238095238,0.6,0.6,,,0.3333333333333333,,0.4108,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,True,,,,,,,,,,,,,,,,,,,,
201229,1610612765,Anthony Tolliver,Anthony Tolliver,201229,DET,6274.0,105.0,25.0,212.0,206.0,43.0,27.0,27.0,418.0,5.0,5.0,3.0,2.0,8.0,19.0,,3.0,5.0,8.0,9.0,21.0,2.0,39.0,216.0,,9.0,1.0,,3.0,,2.0,6.0,4.0,27.0,,19.0,8.0,1.0,8.0,2.0,10.0,2.0,2.0,22.0,,6.0,5.0,11.0,3.0,14.0,1.0,,1.0,3.0,7.0,2.0,,,2.0,1.0,,2.0,43.0,,0.6,0.6,1.0,0.4285714285714285,,0.4285714285714285,0.625,0.6379310344827587,0.25,0.65,1.125,0.25,0.7241379310344828,0.125,0.3333333333333333,15.416666666666668,0.0862068965517241,0.1363636363636363,,0.1078431372549019,0.0326086956521739,,0.08,0.1612903225806451,0.0769230769230769,0.1724137931034483,1.0,1.0,0.6,0.1034482758620689,0.0689655172413793,0.6551724137931034,0.4210526315789473,0.4210526315789473,1.0,0.75,,0.896551724137931,0.4210526315789473,0.5290706896551725,0.5101625,0.0333333333333333,0.1111111111111111,0.2307692307692307,0.0512820512820512,3.1875,25.357142857142858,0.2028301886792453,,,1.0,1.0,,,,,1.0,1.0,,,6.0,,3.0,,,5.0,1.0,5.0,2.0,1.0,,,,7.0,,1.0,,,,1.0,1.0,,1.0,,,1.0,,1.0,1.125,,0.7142857142857143,,0.046875,,0.0357142857142857,0.1052631578947368,0.1666666666666666,0.0476190476190476,,,,,,,,,,,0.25,1.0,0.5561875,,1.0,,,,3.0,0.5,0.5,1.0,,,,,,3.0,3.0,3.0,,1.0,,,0.75,1.0,1.0,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,
202704,1610612765,Reggie Jackson,Reggie Jackson,202704,DET,806.0,13.0,-7.0,32.0,31.0,21.0,13.0,5.0,63.0,2.0,2.0,3.0,,,,,,4.0,6.0,,,2.0,10.0,39.0,,,4.0,,,2.0,8.0,,8.0,,,,,,3.0,,3.0,,1.0,6.0,,1.0,2.0,3.0,,3.0,,,,2.0,4.0,2.0,,,2.0,1.0,,8.0,21.0,,,,,,,,0.6666666666666666,0.6666666666666666,0.75,0.7142857142857143,,0.8,,,,27.027027027027028,0.3333333333333333,0.125,,0.2142857142857142,,,,0.1666666666666666,,0.3333333333333333,1.0,1.0,,0.5,,,,,,,,0.3333333333333333,,0.4468,0.462675,0.1428571428571428,0.1428571428571428,,0.8,6.066666666666666,,0.65625,,,2.0,2.0,1.0,1.0,1.0,,,3.0,,,2.0,,,,,2.0,,,1.0,,2.0,,,3.0,,3.0,,,,,,,,,,1.0,,0.75,,,0.6666666666666666,,,,,,,1.0,,,0.3333333333333333,0.3333333333333333,,0.1666666666666666,1.0,1.0,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,
202699,1610612765,Tobias Harris,Tobias Harris,202699,DET,2914.0,49.0,-18.0,101.0,103.0,40.0,28.0,8.0,204.0,2.0,6.0,6.0,1.0,,2.0,,2.0,3.0,14.0,,3.0,4.0,10.0,119.0,,,5.0,,2.0,2.0,2.0,6.0,,,1.0,1.0,,1.0,2.0,2.0,4.0,1.0,,10.0,,3.0,5.0,9.0,2.0,11.0,1.0,1.0,,4.0,4.0,3.0,,,4.0,2.0,,2.0,40.0,,1.0,1.0,,,,,0.2142857142857142,0.1764705882352941,,0.2631578947368421,,0.125,0.1764705882352941,0.0714285714285714,,18.91891891891892,0.1851851851851851,0.1363636363636363,,0.1632653061224489,0.0416666666666666,,0.1666666666666666,0.1176470588235294,0.2,0.3529411764705882,0.3333333333333333,0.4,1.0,0.3529411764705882,0.0588235294117647,0.1176470588235294,,,,0.2857142857142857,,0.5294117647058824,,0.487165625,0.507675,0.1052631578947368,0.125,,0.2,6.957142857142857,29.5,0.396039603960396,,2.0,,4.0,1.0,,2.0,,2.0,,,1.0,2.0,,2.0,1.0,,2.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,0.1666666666666666,1.0,0.25,0.05,0.1,,0.1111111111111111,0.1666666666666666,0.2222222222222222,,,0.1666666666666666,0.1666666666666666,1.0,0.1176470588235294,,,1.0,,0.5714285714285714,,0.63735,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,True,,,,,,,,,,,,,,,,,,,,
