EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,Travels,Technical Free Throw Trips,Corner3PctBlocked,HeaveAttempts,FTOffRebounds,Blocked3s,BlockedArc3,DefensiveGoaltends,OffFTReboundPct,OffCorner3ReboundPct,Defensive 3 Seconds Violations,BlockedCorner3,on,3SecondViolations,OffensiveGoaltends
1626151,1610612742,Aaron Harrison,Aaron Harrison,1626151,DAL,1990.0,33,-21.0,67,65,3,10.0,132,2.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,5.0,5.0,8.0,85,1.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,7.0,2.0,1.0,3,1.0,0.2,0.2,0.16666666666666666,0.3333333333333333,0.5555555555555556,15.189873417721518,0.07142857142857142,0.04,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.2,0.2,1.0,0.6666666666666666,0.7777777777777778,0.2,0.5181722222222223,0.48565,0.3839,0.25,0.3333333333333333,0.16666666666666666,8.0,24.9,0.04477611940298507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627812,1610612742,Yogi Ferrell,Yogi Ferrell,1627812,DAL,58209.0,970,120.0,1907,1918,438,180.0,3825,60.0,47.0,60.0,40.0,120.0,15.0,167.0,60.0,156.0,34.0,378.0,1962,18.0,21.0,28.0,147.0,120.0,40.0,34.0,40.0,74.0,29.0,18.0,188.0,40.0,86.0,96.0,30.0,19.0,11.0,26.0,66.0,55.0,4.0,39.0,17.0,1.0,434,0.8166666666666667,0.38461538461538464,0.38461538461538464,0.5325077399380805,0.5558823529411765,0.48297213622291024,17.780938833570413,0.07692307692307693,0.0886214442013129,0.08602150537634409,0.18575851393188855,0.14551083591331268,0.18575851393188855,0.3715170278637771,0.3333333333333333,0.3418803418803419,0.75,0.38461538461538464,0.6687306501547987,0.3333333333333333,0.4974795665634675,0.5133711538461537,0.4834951388888889,0.05357142857142857,0.09444444444444444,0.00641025641025641,9.397604790419164,24.945512820512825,0.22968012585212375,480.0,37.0,7.0,9.0,3.0,5.0,13.0,32.0,20.0,36.0,4.0,6.0,8.0,12.0,4.0,10.0,32.0,82.0,12.0,8.0,2.0,50.0,14.0,18.0,44.0,8.0,90.0,74.0,90.0,33.0,4.0,12.0,3.0,11.0,5.0,11.0,5.0,5.0,41.0,5.0,10.0,1.0,18.0,5.0,16.0,17.0,3.0,2.0,4.0,35.0,2.0,8.0,5.0,1.0,3.0,3.0,5.0,2.0,5.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,2.0,87.0,4.0,2.0,0.45121951219512196,0.4625,0.38095238095238093,0.4090909090909091,0.49101796407185627,0.6666666666666666,0.5,0.6153846153846154,0.5694444444444444,0.625,0.5844155844155844,0.019230769230769232,0.0718562874251497,0.08333333333333333,0.1276595744680851,0.016666666666666666,0.025,0.5142857142857142,0.09433962264150944,0.01006036217303823,0.10406091370558376,0.012345679012345678,0.011086474501108648,0.005988023952095809,0.017142857142857144,0.0064516129032258064,0.014534883720930232,0.046357615894039736,0.09289617486338798,0.10828025477707007,0.0875,0.006211180124223602,0.5,0.6166666666666667,0.6727272727272727,0.5675675675675675,0.2765957446808511,0.3170731707317073,0.46153846153846156,0.5333333333333333,0.5423728813559322,0.3125,0.11145510835913312,0.5555555555555556,0.5555555555555556,0.95,0.23076923076923078,0.7777777777777778,0.7142857142857143,0.15384615384615385,0.6666666666666666,1.0,0.26666666666666666,1.0,0.06944444444444445,0.6,0.16666666666666666,0.6666666666666666,0.4444444444444444,0.3125,0.13227513227513227,0.23809523809523808,,,,,,,,,,,,,True,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,60026.0,1000,86.0,1977,1957,265,165.0,3934,22.0,79.0,138.0,72.0,183.0,15.0,239.0,81.0,196.0,58.0,543.0,2134,19.0,15.0,27.0,243.0,183.0,72.0,41.0,22.0,63.0,17.0,30.0,148.0,118.0,211.0,226.0,25.0,12.0,13.0,47.0,71.0,73.0,,63.0,20.0,3.0,265,1.0,0.413265306122449,0.413265306122449,0.5574712643678161,0.5838779956427015,0.45057471264367815,22.34533702677747,0.22180451127819548,0.21837837837837837,0.2094240837696335,0.05057471264367816,0.18160919540229886,0.31724137931034485,0.4206896551724138,0.39344262295081966,0.3956043956043956,1.0,0.4411764705882353,0.5011494252873563,0.39344262295081966,0.4732406896551724,0.5233575,0.4502169811320754,0.05077262693156733,0.0784313725490196,0.015151515151515152,14.511297071129711,25.503061224489787,0.1340414769853313,276.0,15.0,3.0,5.0,1.0,1.0,36.0,70.0,9.0,13.0,,,1.0,3.0,9.0,8.0,23.0,121.0,9.0,9.0,8.0,53.0,12.0,9.0,26.0,21.0,72.0,186.0,56.0,,4.0,4.0,1.0,5.0,6.0,5.0,4.0,11.0,84.0,9.0,15.0,2.0,16.0,3.0,9.0,9.0,2.0,7.0,,25.0,3.0,1.0,1.0,,2.0,3.0,,12.0,1.0,4.0,1.0,6.0,23.0,16.0,,7.0,23.0,12.0,72.0,1.0,6.0,0.768595041322314,0.7815126050420168,0.6,0.34615384615384615,0.5062761506276151,0.47368421052631576,0.4444444444444444,0.6617647058823529,0.4811320754716981,0.7162162162162162,0.5555555555555556,0.00510204081632653,0.016736401673640166,0.09090909090909091,0.012658227848101266,0.007246376811594203,0.00546448087431694,0.64,0.23076923076923078,0.021359223300970873,0.21374045801526717,0.009950248756218905,0.016357688113413305,0.01818181818181818,0.016304347826086956,0.030120481927710843,0.011976047904191617,0.3108108108108108,0.16580310880829016,0.21753246753246752,0.2,0.00881057268722467,0.5217391304347826,0.6818181818181818,0.75,0.6666666666666666,0.45569620253164556,0.46153846153846156,0.6388888888888888,0.5072463768115942,0.5109489051094891,0.8571428571428571,0.029885057471264367,0.6923076923076923,0.6923076923076923,1.0,0.14705882352941177,0.6,,,,,0.6,1.0,0.018867924528301886,1.0,0.05660377358490566,0.3333333333333333,0.4339622641509434,0.34782608695652173,0.09760589318600368,0.13259668508287292,1.0,8.0,,,,,,,,,,,True,,
203926,1610612742,Doug McDermott,Doug McDermott,203926,DAL,16908.0,282,5.0,574,561,98,55.0,1135,22.0,11.0,10.0,13.0,24.0,1.0,43.0,19.0,35.0,11.0,104.0,652,5.0,1.0,6.0,57.0,24.0,13.0,8.0,7.0,15.0,6.0,5.0,37.0,10.0,26.0,33.0,3.0,1.0,2.0,10.0,23.0,9.0,,14.0,3.0,2.0,98,1.0,0.5428571428571428,0.5428571428571428,0.5961538461538461,0.6204819277108434,0.44871794871794873,14.710485133020345,0.06622516556291391,0.0916030534351145,0.05660377358490566,0.28205128205128205,0.14102564102564102,0.1282051282051282,0.3076923076923077,0.5416666666666666,0.5416666666666666,1.0,0.16666666666666666,0.7307692307692307,0.5416666666666666,0.5125064102564103,0.4992833333333333,0.4863136363636364,0.06097560975609756,0.06666666666666667,0.05405405405405406,7.174418604651163,24.997142857142858,0.17073170731707318,117.0,11.0,,4.0,1.0,2.0,5.0,2.0,6.0,11.0,,,,1.0,1.0,3.0,4.0,18.0,,1.0,2.0,5.0,4.0,3.0,5.0,2.0,19.0,36.0,,,,2.0,1.0,1.0,3.0,,,7.0,14.0,2.0,7.0,4.0,5.0,3.0,4.0,6.0,,1.0,1.0,11.0,2.0,1.0,,,4.0,,,1.0,,1.0,,1.0,2.0,1.0,1.0,,2.0,2.0,19.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4186046511627907,,0.6666666666666666,0.25,0.7727272727272727,0.35714285714285715,0.75,0.02857142857142857,0.046511627906976744,0.045454545454545456,0.09090909090909091,,,0.45454545454545453,0.1,0.04216867469879518,0.12612612612612611,,0.025547445255474453,0.06557377049180328,0.04,0.01818181818181818,,0.06,0.08333333333333333,0.14285714285714285,0.05,0.10526315789473684,1.0,0.5,0.5238095238095238,1.0,0.45454545454545453,0.5,1.0,0.2,0.2,1.0,0.14102564102564102,0.5454545454545454,0.6,1.0,0.6666666666666666,,,,,,1.0,1.0,0.18181818181818182,0.5,0.09090909090909091,,0.36363636363636365,0.75,0.04807692307692308,0.18269230769230768,2.0,1.0,0.09090909090909091,,,,,,,,,,True,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,100297.0,1672,6.0,3300,3307,695,305.0,6607,258.0,53.0,35.0,19.0,70.0,5.0,346.0,28.0,84.0,133.0,671.0,3576,56.0,6.0,69.0,84.0,68.0,19.0,48.0,43.0,91.0,39.0,31.0,225.0,176.0,309.0,444.0,67.0,40.0,27.0,95.0,186.0,217.0,15.0,185.0,88.0,,690,1.0,0.3333333333333333,0.34146341463414637,0.6255813953488372,0.6565557729941291,0.19534883720930232,15.591545429590997,0.20681551116333724,0.18205980066445182,0.17307692307692307,0.6,0.12325581395348838,0.08139534883720931,0.16279069767441862,0.2714285714285714,0.2753623188405797,1.0,0.08064516129032258,0.7953488372093023,0.27941176470588236,0.5459346962616821,0.5849034090909092,0.5550268750000001,0.17849898580121704,0.21515892420537897,,4.103468208092484,25.914285714285718,0.2106060606060606,726.0,196.0,35.0,46.0,44.0,53.0,17.0,14.0,9.0,14.0,,1.0,1.0,2.0,1.0,,11.0,227.0,40.0,1.0,33.0,116.0,48.0,1.0,13.0,42.0,141.0,376.0,78.0,,48.0,24.0,1.0,4.0,8.0,9.0,61.0,73.0,98.0,35.0,135.0,4.0,24.0,12.0,13.0,35.0,5.0,11.0,4.0,59.0,8.0,11.0,15.0,2.0,14.0,7.0,9.0,27.0,10.0,25.0,,18.0,31.0,19.0,,12.0,32.0,24.0,141.0,16.0,16.0,0.8281938325991189,0.9261083743842364,0.16666666666666666,0.07692307692307693,0.6560693641618497,0.7142857142857143,0.6956521739130435,0.6693548387096774,0.6036585365853658,0.7341772151898734,0.6527777777777778,0.011904761904761904,0.06936416184971098,0.06589147286821706,0.1320754716981132,,0.014285714285714285,0.4067796610169492,0.3977272727272727,0.08518086347724621,0.14984709480122324,0.08701854493580599,0.08600770218228498,0.11428571428571428,0.09731543624161074,0.043010752688172046,0.0831918505942275,0.23045267489711935,0.22297297297297297,0.14980544747081712,0.15,0.027210884353741496,0.75,0.7596899224806202,0.8132780082987552,0.826530612244898,0.32075471698113206,0.3695652173913043,0.7647058823529411,0.4,0.4,0.9285714285714286,0.03255813953488372,0.6428571428571429,0.6428571428571429,1.0,0.7419354838709677,0.7608695652173914,0.3142857142857143,0.016129032258064516,,,0.2,1.0,0.6463414634146342,0.8301886792452831,0.024390243902439025,0.5,0.13414634146341464,,0.17287630402384502,0.21013412816691504,5.0,,,2.0,1.0,1.0,1.0,4.0,0.011764705882352941,0.10714285714285714,,,True,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,11997.0,200,-48.0,392,397,35,32.0,789,9.0,5.0,5.0,3.0,17.0,2.0,19.0,5.0,29.0,4.0,43.0,431,5.0,2.0,1.0,15.0,17.0,3.0,5.0,6.0,11.0,1.0,1.0,28.0,9.0,20.0,23.0,3.0,1.0,2.0,8.0,16.0,5.0,,5.0,3.0,,35,1.0,0.1724137931034483,0.1724137931034483,0.40625,0.43,0.6041666666666666,14.25233644859813,0.08823529411764706,0.10285714285714286,0.07692307692307693,0.1875,0.10416666666666667,0.10416666666666667,0.3541666666666667,0.17647058823529413,0.17647058823529413,1.0,0.2857142857142857,0.7916666666666666,0.17647058823529413,0.5508322916666667,0.57233,0.5969333333333333,0.06,0.14285714285714285,,7.021052631578947,24.78620689655172,0.08928571428571429,42.0,9.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,12.0,,,,,,,2.0,12.0,4.0,,,8.0,1.0,,2.0,,2.0,16.0,8.0,,4.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,9.0,2.0,3.0,,6.0,2.0,4.0,5.0,1.0,2.0,,11.0,,2.0,,,,2.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,2.0,1.0,,0.6666666666666666,0.8,,,0.631578947368421,0.8,1.0,0.5714285714285714,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.034482758620689655,0.05263157894736842,,,0.2,,0.5454545454545454,0.3333333333333333,0.009708737864077669,0.1232876712328767,0.021505376344086023,0.015306122448979591,,,0.025,0.02702702702702703,0.10714285714285714,0.08571428571428572,0.12962962962962962,0.10526315789473684,,1.0,1.0,1.0,0.6666666666666666,0.2,0.2,1.0,0.4,0.5,0.5,0.25,0.16666666666666666,0.18181818181818182,1.0,0.42857142857142855,1.0,0.3333333333333333,,,,,,0.3333333333333333,1.0,,,0.6666666666666666,,0.18604651162790697,0.046511627906976744,,,0.08333333333333333,,,,,,,,,,True,,
1627858,1610612742,Kyle Collinsworth,Kyle Collinsworth,1627858,DAL,13641.0,227,-27.0,437,440,83,49.0,877,24.0,11.0,,1.0,3.0,,35.0,2.0,8.0,8.0,42.0,506,7.0,,9.0,6.0,3.0,1.0,12.0,10.0,22.0,9.0,8.0,54.0,15.0,31.0,42.0,11.0,6.0,5.0,4.0,17.0,9.0,,15.0,5.0,1.0,83,1.0,0.25,0.25,0.3953488372093023,0.42857142857142855,0.18604651162790697,11.693548387096774,0.16483516483516483,0.17045454545454544,0.1388888888888889,0.5581395348837209,0.2558139534883721,,0.06976744186046512,0.3333333333333333,0.3333333333333333,1.0,,0.7441860465116279,0.3333333333333333,0.5421162790697673,0.571725,0.58199,0.1276595744680851,0.13157894736842105,0.1111111111111111,3.585714285714286,24.2,0.18993135011441648,93.0,11.0,2.0,7.0,4.0,7.0,3.0,,1.0,5.0,,,,1.0,,,,14.0,2.0,,,4.0,4.0,,1.0,,8.0,12.0,16.0,,,6.0,,1.0,,4.0,5.0,6.0,15.0,1.0,11.0,2.0,8.0,1.0,5.0,1.0,,3.0,,9.0,1.0,1.0,,,1.0,,,1.0,,2.0,,2.0,1.0,,,1.0,1.0,,8.0,1.0,,0.42857142857142855,0.42857142857142855,,,0.4,0.2857142857142857,0.4444444444444444,0.2857142857142857,0.4,0.2857142857142857,0.36363636363636365,,0.17142857142857143,0.16666666666666666,0.18181818181818182,,,0.8888888888888888,0.08333333333333333,0.046511627906976744,0.17647058823529413,0.05154639175257732,0.048672566371681415,0.02702702702702703,0.045454545454545456,0.0625,0.060240963855421686,0.1111111111111111,0.25,0.15942028985507245,0.25,0.1,,0.4583333333333333,0.55,0.5454545454545454,0.2727272727272727,0.3333333333333333,,,,,0.11627906976744186,0.2,0.2,1.0,1.0,0.2857142857142857,1.0,,,,,,0.7,0.5714285714285714,0.1,,,,0.09523809523809523,0.19047619047619047,,,,,,,,1.0,,,,,True,,
1627883,1610612742,Jalen Jones,Jalen Jones,1627883,DAL,2118.0,35,-21.0,71,70,8,8.0,141,7.0,1.0,1.0,1.0,3.0,,9.0,1.0,3.0,4.0,11.0,99,4.0,,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,4.0,10.0,1.0,,1.0,3.0,9.0,5.0,1.0,5.0,3.0,,8,1.0,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.39285714285714285,0.25,20.481927710843376,0.125,0.18181818181818182,,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333,1.0,,0.8333333333333334,0.3333333333333333,0.5589375,0.65425,0.6668,0.21428571428571427,0.2727272727272727,,4.2444444444444445,24.900000000000002,0.11267605633802817,12.0,2.0,1.0,4.0,,2.0,,,,,,,,,,,,2.0,1.0,,1.0,3.0,,,,,,2.0,2.0,,2.0,3.0,,1.0,,,,5.0,3.0,,6.0,2.0,1.0,,,2.0,1.0,1.0,,3.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,0.5,1.0,,,0.2222222222222222,0.25,,0.25,,0.375,,,0.3333333333333333,0.42857142857142855,,,,0.3333333333333333,,0.19230769230769232,0.21428571428571427,,0.13513513513513514,0.3,,0.2222222222222222,,0.2,,0.125,0.3333333333333333,0.3333333333333333,,0.2857142857142857,0.5,0.5,,,,,,,,,,,1.0,0.25,,,,,,,1.0,,,,,,0.2727272727272727,,,,,,1.0,,,,0.3333333333333333,,,,True,,
1628405,1610612742,Johnathan Motley,Johnathan Motley,1628405,DAL,3227.0,54,-4.0,104,104,4,14.0,208,11.0,5.0,7.0,,2.0,,23.0,,2.0,3.0,31.0,107,7.0,,1.0,,2.0,,1.0,,1.0,,1.0,2.0,7.0,10.0,15.0,1.0,1.0,,2.0,5.0,4.0,,5.0,2.0,,4,,,,0.56,0.5740740740740741,0.08,24.369747899159666,0.2916666666666667,0.19148936170212766,0.25,0.44,0.2,0.28,0.08,,,,,0.52,,0.468082,0.5696,0.4499,0.07692307692307693,0.08333333333333333,,8.334782608695651,25.7,0.038461538461538464,4.0,9.0,4.0,5.0,1.0,1.0,2.0,3.0,,,,,,,,,,14.0,5.0,,1.0,11.0,1.0,,,2.0,4.0,14.0,14.0,,6.0,1.0,,,,,2.0,3.0,2.0,1.0,5.0,1.0,,1.0,,2.0,,,,2.0,,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,4.0,,1.0,0.5,0.6363636363636364,,,0.6086956521739131,0.7142857142857143,1.0,0.7142857142857143,1.0,0.7857142857142857,0.6666666666666666,,0.043478260869565216,0.09090909090909091,,,,,0.5,0.08823529411764706,0.08695652173913043,0.08333333333333333,0.08620689655172414,0.125,0.07692307692307693,0.07692307692307693,0.047619047619047616,0.2,0.36363636363636365,0.1,,0.1,1.0,0.8181818181818182,0.9,0.5555555555555556,0.4,0.4,0.5,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,,,0.7142857142857143,0.8,0.25,,,,,,1.0,1.0,,,,,0.3548387096774194,0.12903225806451613,,,,,,,,,,0.3333333333333333,,,True,,
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,9250.0,154,-12.0,306,322,94,28.0,628,9.0,5.0,3.0,3.0,13.0,1.0,17.0,8.0,22.0,5.0,53.0,323,3.0,2.0,7.0,24.0,13.0,3.0,,9.0,9.0,7.0,,27.0,13.0,18.0,25.0,7.0,7.0,,3.0,11.0,10.0,1.0,8.0,4.0,,94,1.0,0.36363636363636365,0.36363636363636365,0.6153846153846154,0.6190476190476191,0.5641025641025641,13.529411764705882,0.18571428571428572,0.125,0.14285714285714285,0.23076923076923078,0.1282051282051282,0.07692307692307693,0.3333333333333333,0.23076923076923078,0.23076923076923078,1.0,0.2,0.7948717948717948,0.23076923076923078,0.5376948717948716,0.6377666666666667,0.53321,0.09523809523809523,0.2,,5.541176470588236,24.686363636363637,0.30718954248366015,113.0,7.0,2.0,3.0,3.0,4.0,3.0,2.0,5.0,9.0,,1.0,2.0,6.0,,,2.0,12.0,2.0,,1.0,5.0,4.0,2.0,8.0,1.0,15.0,8.0,16.0,,2.0,1.0,,2.0,,,3.0,3.0,3.0,2.0,7.0,1.0,3.0,,,1.0,,3.0,,4.0,,1.0,1.0,,,,,2.0,2.0,1.0,,,2.0,1.0,,1.0,2.0,2.0,15.0,3.0,,0.3333333333333333,0.36363636363636365,,0.25,0.7058823529411765,0.6666666666666666,0.5714285714285714,0.4,0.4666666666666667,0.4166666666666667,0.46875,,0.058823529411764705,0.1111111111111111,,,,0.75,0.18181818181818182,0.04,0.05172413793103448,0.039473684210526314,0.039735099337748346,0.08333333333333333,,0.047619047619047616,0.043478260869565216,0.29411764705882354,0.16,0.06818181818181818,,0.05555555555555555,1.0,0.7777777777777778,0.875,0.42857142857142855,0.6,0.6,,0.6666666666666666,0.6666666666666666,0.5,0.23076923076923078,0.5555555555555556,0.5555555555555556,1.0,0.6,0.6666666666666666,0.5,0.2,,,,,0.26666666666666666,0.75,0.4,0.3333333333333333,0.13333333333333333,,0.09433962264150944,0.2830188679245283,1.0,1.0,,,1.0,,,,0.08333333333333333,,1.0,,True,,
