EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,FtPoints,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedAtRim,BlockedCorner3,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Technical Free Throw Trips,OffFTReboundPct,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,on
1626151,1610612742,Aaron Harrison,Aaron Harrison,1626151,DAL,3801.0,63,122,130,15.0,26,10.0,252,3.0,4.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,7.0,1.0,1.0,3.0,6.0,4.0,13.0,18.0,133,1.0,1.0,1.0,2.0,1.0,6.0,12.0,2.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,3.0,5.0,8.0,1.0,9.0,4.0,2.0,2.0,3.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,15.0,2.0,1.0,0.3076923076923077,0.3076923076923077,0.5,1.0,0.47368421052631576,0.5,0.47368421052631576,0.5,0.6842105263157895,14.17910447761194,0.14705882352941177,0.034482758620689655,0.12,0.13559322033898305,0.01639344262295082,0.09090909090909091,0.125,0.2,0.10526315789473684,0.16666666666666666,0.21052631578947367,0.75,0.75,0.05263157894736842,0.05263157894736842,0.3157894736842105,0.3333333333333333,0.3333333333333333,1.0,0.3684210526315789,0.2857142857142857,0.2857142857142857,1.0,0.5,1.0,0.5,1.0,0.8947368421052632,0.2857142857142857,0.5564842105263158,0.5662,0.5583,0.1111111111111111,6.866666666666667,24.93846153846154,0.12295081967213115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626257,1610612742,Salah Mejri,Salah Mejri,1626257,DAL,35515.0,592,1142,1136,360.0,351,116.0,2278,64.0,90.0,19.0,28.0,11.0,4.0,,,,1.0,,,70.0,105.0,,1.0,168.0,1226,21.0,31.0,,46.0,,42.0,,32.0,1.0,,13.0,11.0,24.0,8.0,3.0,4.0,59.0,45.0,41.0,82.0,138.0,62.0,200.0,19.0,11.0,8.0,47.0,9.0,103.0,12.0,64.0,4.0,47.0,14.0,48.0,360.0,13.0,,,,0.6666666666666666,0.6774193548387096,0.660377358490566,0.6774193548387096,0.6461538461538462,0.6571428571428571,0.009433962264150943,12.667191188040912,0.24404761904761904,0.140625,0.18552036199095023,0.22082585278276481,0.11313868613138686,0.1368421052631579,0.20192307692307693,0.2692307692307692,0.1797752808988764,0.20930232558139536,0.8490566037735849,0.7111111111111111,0.810126582278481,0.10377358490566038,0.03773584905660377,,,,,0.009433962264150943,,,,0.9032258064516129,0.6785714285714286,,,0.8584905660377359,,0.5811561320754717,0.6132896551724137,0.5553972222222221,0.27380952380952384,2.572380952380952,26.1,0.31523642732049034,54.0,24.0,32.0,5.0,1.0,28.0,4.0,25.0,36.0,20.0,70.0,98.0,11.0,2.0,7.0,17.0,15.0,2.0,11.0,3.0,5.0,21.0,4.0,6.0,3.0,2.0,32.0,6.0,8.0,1.0,6.0,9.0,8.0,52.0,4.0,17.0,11.0,1.0,33.0,1.0,27.0,9.0,1.0,1.0,70.0,10.0,0.7,0.9074074074074074,0.6944444444444444,0.6944444444444444,0.6730769230769231,0.10476190476190476,0.12222222222222222,0.34375,0.46875,0.07456140350877193,0.1743119266055046,0.11206896551724138,0.06598984771573604,0.12903225806451613,0.2549019607843137,0.08333333333333333,0.5625,0.703125,0.45454545454545453,0.45454545454545453,0.6,0.25,0.25,1.0,0.05263157894736842,0.8888888888888888,0.75,0.14285714285714285,0.1440677966101695,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1627812,1610612742,Yogi Ferrell,Yogi Ferrell,1627812,DAL,84604.0,1410,2784,2787,868.0,775,252.0,5571,35.0,72.0,5.0,8.0,42.0,97.0,17.0,29.0,61.0,176.0,15.0,54.0,98.0,211.0,78.0,205.0,482.0,3066,9.0,15.0,20.0,49.0,60.0,124.0,174.0,4.0,175.0,61.0,61.0,46.0,107.0,33.0,13.0,32.0,260.0,9.0,60.0,75.0,141.0,18.0,159.0,44.0,31.0,13.0,42.0,5.0,88.0,2.0,87.0,10.0,5.0,4.0,5.0,860.0,10.0,0.7435897435897436,0.3804878048780488,0.38235294117647056,0.46445497630331756,0.6,0.5168269230769231,0.6428571428571429,0.5403587443946188,0.6621621621621622,0.49278846153846156,16.079582517938682,0.09715025906735751,0.011612903225806452,0.11538461538461539,0.1044891640866873,0.013206162876008804,0.020161290322580645,0.08974358974358974,0.10559006211180125,0.11435523114355231,0.11926605504587157,0.17307692307692307,0.4861111111111111,0.6140350877192983,0.10096153846153846,0.23317307692307693,0.06971153846153846,0.5862068965517241,0.5862068965517241,0.8823529411764706,0.4230769230769231,0.3465909090909091,0.35260115606936415,0.7049180327868853,0.22857142857142856,0.625,0.42857142857142855,0.5142857142857142,0.6658653846153846,0.3485714285714286,0.4978889156626506,0.539297619047619,0.491485576923077,0.1016597510373444,10.84170616113744,25.599999999999994,0.3117816091954023,-136.0,7.0,16.0,15.0,48.0,52.0,4.0,17.0,45.0,28.0,119.0,72.0,19.0,14.0,15.0,9.0,6.0,,32.0,8.0,26.0,16.0,3.0,6.0,1.0,,48.0,3.0,14.0,3.0,,11.0,2.0,67.0,5.0,21.0,12.0,,,,2.0,,,1.0,116.0,9.0,0.3673469387755102,0.375,0.37777777777777777,0.43333333333333335,0.48770491803278687,0.09004739336492891,0.20833333333333334,0.6666666666666666,0.0759493670886076,0.015306122448979591,0.011538461538461539,0.003745318352059925,0.016227180527383367,0.010526315789473684,0.09259259259259259,,0.4,0.37142857142857144,0.35714285714285715,0.38461538461538464,0.3333333333333333,0.4948453608247423,0.5,0.375,0.4,0.1523809523809524,0.4375,0.055299539170506916,0.09251101321585903,0.24688796680497926,3.0,5.0,5.0,6.0,6.0,14.0,9.0,19.0,60.0,1.0,3.0,8.0,1.0,3.0,1.0,0.45,0.31666666666666665,0.014634146341463415,0.07142857142857142,0.010309278350515464,0.017045454545454544,0.14285714285714285,0.6,1.0,0.4,1.0,0.05714285714285714,0.8333333333333334,0.25925925925925924,0.014492753623188406,,,,,,,True
1627883,1610612742,Jalen Jones,Jalen Jones,1627883,DAL,829.0,14,28,30,1.0,8,7.0,58,3.0,3.0,2.0,2.0,2.0,,,1.0,,2.0,,,3.0,5.0,,3.0,7.0,29,2.0,2.0,1.0,4.0,,4.0,,4.0,2.0,,1.0,,1.0,,,1.0,2.0,1.0,3.0,1.0,4.0,2.0,6.0,,,,2.0,1.0,4.0,,1.0,,,,,1.0,1.0,,,,0.6,1.0,0.375,0.6666666666666666,0.4375,0.6666666666666666,0.375,25.0,0.14285714285714285,0.08333333333333333,0.3,0.23529411764705882,0.1,0.16666666666666666,,,0.42857142857142855,,0.375,1.0,1.0,0.25,,0.125,,,,0.25,,,,0.6666666666666666,1.0,,,0.75,,0.53095,0.5835250000000001,0.286,0.5714285714285714,3.7399999999999998,24.766666666666666,0.03571428571428571,5.0,,,,,1.0,,,1.0,,,2.0,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.3333333333333333,1.0,,,,,,,,0.125,,,0.16666666666666666,,1.0,,,0.3333333333333333,,,,,,,,,,0.125,0.2,,,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,True
203084,1610612742,Harrison Barnes,Harrison Barnes,203084,DAL,158070.0,2634,5226,5211,1378.0,1287,466.0,10437,177.0,293.0,27.0,46.0,315.0,267.0,36.0,88.0,83.0,245.0,13.0,65.0,418.0,875.0,119.0,333.0,1452.0,5828,39.0,79.0,16.0,107.0,86.0,530.0,297.0,36.0,242.0,83.0,65.0,87.0,152.0,64.0,23.0,38.0,391.0,44.0,159.0,197.0,391.0,77.0,468.0,49.0,27.0,22.0,42.0,1.0,94.0,7.0,242.0,1.0,14.0,7.0,14.0,1368.0,8.0,0.8319327731092437,0.35735735735735735,0.3606060606060606,0.4777142857142857,0.4936708860759494,0.49379139072847683,0.48947368421052634,0.5335820895522388,0.5147058823529411,0.27566225165562913,25.369758134678964,0.14081486776268765,0.030282174810736407,0.16597077244258873,0.15103945693678406,0.02933124755572937,0.029661016949152543,0.09290953545232274,0.13427561837455831,0.17060367454068243,0.14795918367346939,0.24254966887417218,0.6040955631399317,0.6807692307692308,0.26076158940397354,0.22102649006622516,0.0728476821192053,0.4090909090909091,0.4090909090909091,1.0,0.20281456953642385,0.33877551020408164,0.3401639344262295,0.7590361445783133,0.4842105263157895,0.5869565217391305,0.1368421052631579,0.2070063694267516,0.5182119205298014,0.34297520661157027,0.47992477178423215,0.49879275362318837,0.4824443729903537,0.07369146005509641,9.231542857142857,25.22312312312313,0.263681592039801,-327.0,51.0,86.0,133.0,108.0,259.0,14.0,112.0,228.0,120.0,422.0,306.0,50.0,12.0,15.0,31.0,35.0,21.0,76.0,11.0,41.0,42.0,11.0,35.0,1.0,7.0,118.0,2.0,23.0,1.0,9.0,2.0,7.0,313.0,24.0,125.0,31.0,,6.0,,8.0,,,,416.0,27.0,0.3660287081339713,0.3825,0.49122807017543857,0.48089171974522293,0.5477453580901857,0.05714285714285714,0.11262798634812286,0.6440677966101694,0.2517985611510791,0.028079710144927536,0.048625792811839326,0.013779527559055118,0.02714440825190011,0.03278688524590164,0.1957547169811321,0.03442622950819672,0.5714285714285714,0.4293785310734463,0.4222222222222222,0.44481605351170567,0.21804511278195488,0.4044943820224719,0.40601503759398494,0.4444444444444444,0.18518518518518517,0.27388535031847133,0.5930232558139535,0.09549274255156608,0.12807377049180327,0.290633608815427,1.0,3.0,7.0,21.0,4.0,19.0,5.0,26.0,60.0,3.0,1.0,11.0,,,1.0,0.3125,0.3023255813953488,0.003003003003003003,0.050793650793650794,0.003745318352059925,0.004081632653061225,0.031578947368421054,0.3333333333333333,1.0,0.3076923076923077,1.0,0.06687898089171974,0.3333333333333333,0.2923076923076923,,2.0,25.0,0.017391304347826087,,,,True
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,53934.0,899,1756,1770,362.0,357,163.0,3526,66.0,100.0,13.0,27.0,21.0,23.0,16.0,43.0,12.0,42.0,1.0,8.0,84.0,144.0,28.0,85.0,278.0,1954,13.0,32.0,2.0,31.0,17.0,24.0,84.0,20.0,41.0,12.0,14.0,20.0,34.0,17.0,3.0,5.0,88.0,41.0,41.0,72.0,123.0,61.0,184.0,16.0,14.0,2.0,50.0,8.0,91.0,7.0,45.0,2.0,36.0,14.0,37.0,361.0,8.0,1.0,0.32941176470588235,0.3333333333333333,0.5833333333333334,0.40625,0.5502183406113537,0.38235294117647056,0.5673469387755102,0.40789473684210525,0.37117903930131,13.80020597322348,0.14090019569471623,0.07839388145315487,0.1331168831168831,0.13797313797313798,0.06423034330011074,0.09340659340659341,0.1223021582733813,0.16593886462882096,0.12903225806451613,0.15,0.4366812227074236,0.66,0.717391304347826,0.09170305676855896,0.10043668122270742,0.18777292576419213,0.37209302325581395,0.37209302325581395,1.0,0.18340611353711792,0.2857142857142857,0.2926829268292683,1.0,0.7941176470588235,0.48148148148148145,0.029411764705882353,0.1702127659574468,0.8078602620087336,0.2926829268292683,0.5523440789473683,0.6035866666666667,0.5633065217391303,0.11151079136690648,5.03888888888889,24.643529411764703,0.2061503416856492,-130.0,13.0,23.0,10.0,8.0,26.0,5.0,15.0,30.0,6.0,51.0,144.0,11.0,3.0,6.0,17.0,10.0,7.0,18.0,,15.0,5.0,,3.0,,2.0,23.0,,6.0,,2.0,6.0,4.0,36.0,4.0,19.0,1.0,1.0,21.0,,25.0,,,1.0,51.0,1.0,0.8571428571428571,0.972972972972973,0.5,0.4787234042553192,0.49038461538461536,0.0763888888888889,0.08,0.782608695652174,0.23809523809523808,0.04473684210526316,0.08333333333333333,0.057803468208092484,0.05128205128205128,0.014705882352941176,0.11888111888111888,0.06796116504854369,0.6756756756756757,0.8484848484848485,0.47619047619047616,0.5263157894736842,0.8,0.34782608695652173,0.36363636363636365,1.0,0.23076923076923078,0.48936170212765956,0.5652173913043478,0.0778688524590164,0.11949685534591195,0.18345323741007194,,1.0,3.0,9.0,,2.0,,5.0,,1.0,1.0,,,,1.0,,0.29411764705882354,0.011764705882352941,0.09523809523809523,0.043478260869565216,0.023809523809523808,0.029411764705882353,,,,,0.19148936170212766,0.3333333333333333,0.25,,3.0,,0.08108108108108109,1.0,1.0,,True
203926,1610612742,Doug McDermott,Doug McDermott,203926,DAL,13679.0,228,468,459,161.0,170,46.0,927,8.0,12.0,1.0,1.0,6.0,8.0,7.0,9.0,9.0,21.0,2.0,5.0,13.0,26.0,16.0,30.0,84.0,515,1.0,1.0,2.0,6.0,7.0,6.0,48.0,,21.0,9.0,3.0,3.0,6.0,3.0,,1.0,15.0,,5.0,14.0,22.0,,22.0,4.0,3.0,1.0,11.0,,25.0,3.0,7.0,,2.0,1.0,2.0,161.0,2.0,1.0,0.5333333333333333,0.5333333333333333,0.5,1.0,0.6607142857142857,0.3333333333333333,0.7,0.6,0.5357142857142857,13.051823416506718,0.10144927536231885,,0.060240963855421686,0.08597285067873303,,,0.05714285714285714,0.09836065573770492,0.058823529411764705,0.06666666666666667,0.21428571428571427,0.6666666666666666,0.7272727272727273,0.10714285714285714,0.14285714285714285,0.16071428571428573,0.7777777777777778,0.7777777777777778,1.0,0.375,0.42857142857142855,0.45,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.75,0.42857142857142855,0.5392750000000001,0.6364,0.5060300000000001,0.07142857142857142,8.465384615384616,24.92,0.344017094017094,-24.0,2.0,2.0,2.0,3.0,10.0,4.0,3.0,8.0,2.0,23.0,20.0,1.0,2.0,,,3.0,,3.0,1.0,1.0,5.0,1.0,2.0,,2.0,8.0,1.0,4.0,,1.0,,,10.0,,1.0,1.0,,,,2.0,,,,23.0,1.0,0.7692307692307693,0.7692307692307693,0.375,0.7,0.71875,0.038461538461538464,0.08333333333333333,0.375,0.25,,,,,,0.14285714285714285,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.375,0.375,0.3333333333333333,1.0,0.13333333333333333,1.0,0.05084745762711865,0.037037037037037035,0.27380952380952384,,,2.0,2.0,,3.0,,5.0,,,1.0,,,2.0,1.0,,0.7142857142857143,0.03333333333333333,,,0.047619047619047616,,,,,,0.13333333333333333,1.0,0.6,0.0625,,,,,,,True
1628372,1610612742,Dennis Smith Jr.,Dennis Smith Jr.,1628372,DAL,104344.0,1739,3473,3466,865.0,756,314.0,6939,170.0,310.0,14.0,24.0,105.0,177.0,7.0,22.0,81.0,265.0,15.0,75.0,250.0,592.0,88.0,287.0,884.0,3919,17.0,39.0,17.0,59.0,76.0,404.0,147.0,14.0,262.0,81.0,159.0,155.0,314.0,111.0,44.0,90.0,783.0,29.0,92.0,88.0,182.0,39.0,221.0,58.0,35.0,23.0,54.0,9.0,125.0,5.0,155.0,2.0,14.0,7.0,15.0,855.0,13.0,0.5568181818181818,0.30662020905923343,0.30985915492957744,0.4222972972972973,0.4358974358974359,0.43458475540386804,0.4642857142857143,0.46234309623430964,0.48360655737704916,0.3265073947667804,29.382522239665096,0.0968096809680968,0.029292929292929294,0.141321044546851,0.11538461538461539,0.022608695652173914,0.035830618892508145,0.08273381294964029,0.0764872521246459,0.14285714285714285,0.13533834586466165,0.35267349260523323,0.5483870967741935,0.6772908366533864,0.11945392491467577,0.20136518771331058,0.02502844141069397,0.3181818181818182,0.3181818181818182,1.0,0.3014789533560865,0.30566037735849055,0.30916030534351147,0.5185185185185185,0.42857142857142855,0.5833333333333334,0.26785714285714285,0.30120481927710846,0.6791808873720137,0.30916030534351147,0.5119198285714287,0.526725,0.5132471428571429,0.0667420814479638,7.934121621621622,25.92090592334495,0.24906420961704578,-310.0,58.0,104.0,26.0,54.0,120.0,7.0,78.0,173.0,49.0,271.0,96.0,83.0,23.0,46.0,10.0,2.0,15.0,106.0,32.0,64.0,62.0,9.0,42.0,2.0,8.0,168.0,11.0,38.0,4.0,3.0,3.0,2.0,170.0,15.0,72.0,19.0,1.0,7.0,,7.0,1.0,,,264.0,12.0,0.192,0.19753086419753085,0.4508670520231214,0.4457831325301205,0.48392857142857143,0.14020270270270271,0.19032258064516128,0.6309523809523809,0.02197802197802198,0.013605442176870748,0.04294478527607362,0.011204481792717087,0.014729950900163666,0.008064516129032258,0.1366906474820144,0.03416856492027335,0.4666666666666667,0.23529411764705882,0.24761904761904763,0.3058823529411765,0.07692307692307693,0.3050847457627119,0.31213872832369943,0.1111111111111111,0.07142857142857142,0.41767068273092367,0.5576923076923077,0.07790821771611527,0.11093990755007704,0.3065610859728507,1.0,2.0,1.0,1.0,5.0,21.0,6.0,22.0,117.0,3.0,3.0,7.0,,1.0,,0.35294117647058826,0.2894736842105263,0.010452961672473868,0.19047619047619047,0.022598870056497175,0.011320754716981131,0.03571428571428571,0.5,1.0,0.3333333333333333,0.6,0.004016064257028112,1.0,0.28,0.003472222222222222,,,,1.0,,,True
203457,1610612742,Nerlens Noel,Nerlens Noel,203457,DAL,23898.0,398,795,795,191.0,215,85.0,1590,32.0,57.0,8.0,17.0,22.0,6.0,,,,1.0,,1.0,47.0,85.0,,1.0,115.0,874,9.0,19.0,,22.0,1.0,20.0,,16.0,1.0,,11.0,6.0,17.0,5.0,1.0,7.0,40.0,32.0,36.0,56.0,99.0,43.0,142.0,28.0,13.0,15.0,24.0,2.0,53.0,5.0,36.0,3.0,19.0,11.0,20.0,191.0,7.0,,,,0.5529411764705883,0.47368421052631576,0.5465116279069767,0.47368421052631576,0.5867346938775511,0.55,0.011627906976744186,13.31096196868009,0.25925925925925924,0.11940298507462686,0.26277372262773724,0.26062322946175637,0.10049019607843138,0.1188118811881188,0.2545454545454545,0.26136363636363635,0.26851851851851855,0.2413793103448276,0.6627906976744186,0.5614035087719298,0.6274509803921569,0.2558139534883721,0.06976744186046512,,,,,0.011627906976744186,,,,0.8947368421052632,0.47058823529411764,,0.06666666666666667,0.6744186046511628,,0.5414889534883721,0.6093062499999999,0.5631900000000001,0.19130434782608696,4.383529411764706,27.5,0.24025157232704403,-91.0,6.0,11.0,13.0,2.0,21.0,4.0,6.0,14.0,13.0,25.0,74.0,8.0,2.0,2.0,9.0,7.0,5.0,13.0,1.0,8.0,8.0,2.0,5.0,,1.0,21.0,3.0,3.0,,3.0,2.0,3.0,28.0,4.0,10.0,6.0,1.0,8.0,,12.0,2.0,,,25.0,6.0,0.7872340425531915,0.9487179487179487,0.42857142857142855,0.4,0.5434782608695652,0.09411764705882353,0.10526315789473684,0.6190476190476191,0.5833333333333334,0.06428571428571428,0.1375,0.10344827586206896,0.04310344827586207,0.16666666666666666,0.2602739726027397,0.16666666666666666,0.6,0.75,0.5909090909090909,0.65,0.8461538461538461,0.3333333333333333,0.3333333333333333,1.0,,0.7333333333333333,0.5454545454545454,0.10869565217391304,0.10989010989010989,0.21739130434782608,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,2.0,,0.07407407407407407,1.0,,,True
1627858,1610612742,Kyle Collinsworth,Kyle Collinsworth,1627858,DAL,6919.0,115,233,234,107.0,124,29.0,467,7.0,12.0,2.0,4.0,8.0,,,1.0,2.0,4.0,,2.0,11.0,20.0,2.0,5.0,31.0,240,2.0,5.0,,4.0,3.0,16.0,6.0,4.0,4.0,2.0,8.0,2.0,10.0,1.0,1.0,7.0,22.0,6.0,7.0,12.0,20.0,8.0,28.0,4.0,2.0,2.0,3.0,,9.0,1.0,9.0,1.0,3.0,1.0,3.0,106.0,,1.0,0.4,0.4,0.55,0.4,0.56,0.4,0.5344827586206896,0.4,0.2,12.781954887218044,0.18461538461538463,0.08571428571428572,0.14,0.16521739130434782,0.07272727272727272,0.08333333333333333,0.22727272727272727,0.13333333333333333,0.1282051282051282,0.18181818181818182,0.48,0.5833333333333334,0.7777777777777778,0.32,,0.04,,,,0.16,0.5,0.5,1.0,0.8,0.5,,0.2,0.68,0.5,0.49318799999999996,0.5028,0.543755,0.12903225806451613,3.9599999999999995,24.939999999999998,0.4592274678111588,27.0,3.0,4.0,4.0,,3.0,,5.0,7.0,2.0,15.0,6.0,4.0,,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,,1.0,,1.0,5.0,,2.0,,,,,9.0,1.0,3.0,2.0,,2.0,,2.0,,,,15.0,1.0,0.2727272727272727,0.3333333333333333,0.7142857142857143,0.65,0.5769230769230769,0.2,0.25,0.6,0.3333333333333333,0.05,0.09375,0.07142857142857142,0.030303030303030304,0.14285714285714285,0.23076923076923078,0.125,0.6666666666666666,0.14285714285714285,0.5,0.5714285714285714,0.5,,,,,0.4,0.75,0.1111111111111111,0.13636363636363635,0.4838709677419355,,,,1.0,,1.0,,1.0,,,,2.0,,,,,0.3333333333333333,,0.125,,,,,,,,0.1,,0.5,,,,,,,,True
