EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,SecondChanceFtPoints,PtsUnassisted3s,Fg3aBlocked,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Technical Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,PenaltyArc3Accuracy,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,Clear Path Fouls,on
1626159,1610612748,Justise Winslow,Justise Winslow,1626159,MIA,31299.0,522,-33,1061,1062,245,266.0,112,2123,27.0,49.0,5.0,9.0,4.0,8.0,13.0,39.0,1.0,18.0,11.0,22.0,2.0,2.0,4.0,9.0,8.0,16.0,1.0,3.0,2.0,41.0,106.0,19.0,38,22.0,161,1131,5.0,12.0,3.0,5.0,19.0,7.0,21.0,4.0,11.0,9.0,35.0,38.0,44.0,57.0,8.0,16.0,8.0,14.0,24.0,13.0,37.0,7.0,6.0,17.0,5.0,2.0,87.0,3.0,11.0,1.0,17.0,62,2.0,81,15.0,96,20.0,16.0,4.0,13.0,2.0,9.0,5.0,4.0,1.0,18.0,3.0,29.0,51,1.0,4.0,1.0,29.0,1.0,1.0,2.0,1.0,31.0,3.0,14.0,3.0,7.0,5.0,2.0,7.0,6.0,35.0,240,3.0,3.0,0.4634146341463415,0.5135135135135135,1.0,0.5,0.6,0.36363636363636365,0.5,0.3867924528301887,0.4166666666666667,0.3333333333333333,0.4826388888888889,0.5588235294117647,0.40625,0.509493670886076,0.5588235294117647,0.4605263157894737,0.2638888888888889,0.1320754716981132,0.1836734693877551,0.1282051282051282,14.789915966386554,0.7222222222222222,0.1,0.03571428571428571,0.18674698795180722,0.03206997084548105,0.09392265193370165,0.016666666666666666,0.1539961013645224,0.02676864244741874,0.042735042735042736,0.04225352112676056,0.016,0.01818181818181818,0.2018348623853211,0.15862068965517243,0.21794871794871795,0.09859154929577464,0.07692307692307693,0.8571428571428571,0.3402777777777778,0.5510204081632653,0.675,0.48148148148148145,0.2708333333333333,0.3333333333333333,0.38235294117647056,0.46153846153846156,0.125,0.05555555555555555,0.05555555555555555,0.1527777777777778,0.5,0.5,1.0,0.1111111111111111,0.5,0.5,1.0,0.5294117647058824,0.5555555555555556,0.11764705882352941,1.0,1.0,0.17647058823529413,0.3333333333333333,1.0,0.25,0.5,0.28125,0.4444444444444444,0.0625,0.6041666666666666,0.5,0.5065656249999999,0.5598666666666667,0.49930624999999995,0.09032258064516129,0.11965811965811966,0.11801242236024845,0.21739130434782608,6.846226415094341,24.005263157894735,0.23091423185673893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626175,1610612748,Jordan Mickey,Jordan Mickey,1626175,MIA,925.0,15,-9,29,28,8,,5,57,1.0,3.0,,,1.0,2.0,,,,,,1.0,,,,1.0,,,,,,1.0,3.0,,1,,2,46,,,,,,1.0,2.0,,1.0,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,1,,1,,1,,,,,,,1.0,,,1.0,,1.0,3,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,8,,,1.0,1.0,,,,,,0.3333333333333333,,0.5,0.25,,0.3333333333333333,0.25,,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,,14.705882352941176,,,,0.09090909090909091,,,,0.09090909090909091,,,,,,,0.3333333333333333,,,,1.0,0.75,0.3333333333333333,0.5,1.0,,,,,,,,0.25,,,,,,,,,,,,,,,,0.6666666666666666,0.5,0.3333333333333333,,,1.0,,0.5963375,,0.6006166666666667,,,,1.0,1.5999999999999999,23.8,0.27586206896551724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626196,1610612748,Josh Richardson,Josh Richardson,1626196,MIA,62071.0,1035,-28,2061,2069,394,389.0,247,4130,42.0,64.0,3.0,6.0,7.0,8.0,34.0,77.0,18.0,62.0,16.0,46.0,,2.0,3.0,10.0,31.0,81.0,3.0,7.0,4.0,94.0,203.0,47.0,127,33.0,362,2205,7.0,13.0,3.0,9.0,24.0,13.0,27.0,5.0,14.0,11.0,52.0,72.0,116.0,138.0,8.0,81.0,31.0,12.0,60.0,21.0,81.0,16.0,5.0,30.0,19.0,11.0,183.0,12.0,10.0,,25.0,54,4.0,83,22.0,105,42.0,24.0,18.0,34.0,2.0,26.0,22.0,8.0,7.0,56.0,15.0,46.0,81,,4.0,,67.0,7.0,1.0,5.0,3.0,39.0,8.0,17.0,6.0,20.0,6.0,10.0,20.0,13.0,52.0,392,11.0,6.0,0.3829787234042553,0.4,0.9787234042553191,0.3700787401574803,0.3333333333333333,0.35714285714285715,0.3700787401574803,0.4630541871921182,0.5384615384615384,0.48148148148148145,0.4984848484848485,0.5227272727272727,0.5,0.5231884057971015,0.5454545454545454,0.5531914893617021,0.38484848484848483,0.059113300492610835,0.0625,0.07792207792207792,17.11481007255655,0.6071428571428571,0.10256410256410256,,0.08059701492537313,0.01455604075691412,0.07396449704142012,0.03508771929824561,0.07837301587301587,0.021379980563654033,0.01327433628318584,0.019867549668874173,0.03862660944206009,0.027522935779816515,0.09302325581395349,0.06802721088435375,0.08695652173913043,0.07326007326007326,0.07692307692307693,0.65,0.19393939393939394,0.65625,0.7,0.42857142857142855,0.23333333333333334,0.44155844155844154,0.4788732394366197,0.23529411764705882,0.18787878787878787,0.2903225806451613,0.3,0.1393939393939394,0.34782608695652173,0.34782608695652173,1.0,0.24545454545454545,0.38271604938271603,0.3875,0.967741935483871,0.2727272727272727,0.5,0.09090909090909091,,,0.3181818181818182,0.42857142857142855,0.6666666666666666,0.1951219512195122,0.875,0.24390243902439024,0.3,0.0975609756097561,0.5787878787878787,0.38271604938271603,0.5046836363636363,0.49958823529411756,0.5006939024390243,0.05014749262536873,0.08018867924528301,0.06629834254143646,0.143646408839779,9.542364532019704,25.070866141732285,0.19116933527413876,2.0,1.0,3.0,1.0,6.0,4.0,4.0,6.0,1.0,1.0,4.0,0.007874015748031496,0.03225806451612903,0.012345679012345678,0.006289308176100629,0.03428571428571429,0.5555555555555556,0.5,,,,,,,,,,,,,,,True
201609,1610612748,Goran Dragic,Goran Dragic,201609,MIA,68843.0,1147,9,2302,2302,487,512.0,263,4604,83.0,148.0,4.0,13.0,26.0,39.0,53.0,140.0,29.0,72.0,15.0,34.0,,2.0,,3.0,40.0,112.0,1.0,8.0,24.0,165.0,360.0,55.0,146,100.0,595,2441,7.0,24.0,1.0,10.0,24.0,43.0,83.0,9.0,27.0,38.0,151.0,94.0,236.0,144.0,8.0,111.0,40.0,28.0,121.0,62.0,183.0,34.0,28.0,71.0,40.0,10.0,428.0,6.0,20.0,2.0,51.0,70,3.0,124,28.0,152,32.0,21.0,11.0,43.0,11.0,28.0,34.0,15.0,4.0,77.0,20.0,25.0,79,6.0,1.0,3.0,114.0,5.0,3.0,7.0,4.0,131.0,10.0,49.0,18.0,4.0,1.0,3.0,4.0,3.0,149.0,482,7.0,18.0,0.28484848484848485,0.2919254658385093,0.8727272727272727,0.3767123287671233,0.1,0.3333333333333333,0.3793103448275862,0.4583333333333333,0.2916666666666667,0.5180722891566265,0.4891304347826087,0.25,0.5136363636363637,0.525709219858156,0.3157894736842105,0.571969696969697,0.2885375494071146,0.07777777777777778,0.10810810810810811,0.07857142857142857,24.549980850248946,0.5584415584415584,0.0625,0.03773584905660377,0.09549795361527967,0.026917900403768506,0.1328125,0.015503875968992248,0.10832587287376902,0.023008849557522124,0.0321285140562249,0.027950310559006212,0.011235955056179775,0.025,0.0794979079497908,0.09567901234567901,0.11764705882352941,0.13268608414239483,0.13333333333333333,0.75,0.2924901185770751,0.5608108108108109,0.6287878787878788,0.3373493975903614,0.2766798418972332,0.37857142857142856,0.4108527131782946,0.2641509433962264,0.1422924901185771,0.4027777777777778,0.4084507042253521,0.06719367588932806,0.4411764705882353,0.45454545454545453,1.0,0.22134387351778656,0.35714285714285715,0.36036036036036034,0.825,0.38235294117647056,0.3076923076923077,0.058823529411764705,,,0.23529411764705882,0.125,1.0,0.35454545454545455,0.6666666666666666,0.02727272727272727,,0.21818181818181817,0.5810276679841897,0.36036036036036034,0.5015851485148515,0.5071269230769231,0.4908454128440367,0.09340659340659341,0.12280701754385964,0.040336134453781515,0.253781512605042,7.933055555555555,25.551369863013697,0.21155516941789748,9.0,7.0,21.0,2.0,6.0,7.0,2.0,5.0,1.0,3.0,,0.0136986301369863,0.013888888888888888,0.008928571428571428,0.01744186046511628,0.023809523809523808,0.1724137931034483,0.375,1.0,1.0,2.0,0.029411764705882353,0.013605442176870748,,,,,,,,,,True
202355,1610612748,Hassan Whiteside,Hassan Whiteside,202355,MIA,81853.0,1364,-81,2730,2730,613,637.0,320,5460,197.0,284.0,75.0,115.0,46.0,60.0,86.0,222.0,27.0,70.0,,,,,,,2.0,2.0,,,,310.0,576.0,2.0,2,128.0,754,2931,94.0,153.0,,,219.0,59.0,106.0,,,40.0,158.0,364.0,256.0,6.0,120.0,2.0,2.0,52.0,32.0,22.0,54.0,20.0,2.0,14.0,11.0,7.0,130.0,51.0,122.0,1.0,170.0,249,25.0,444,174.0,618,37.0,27.0,10.0,49.0,5.0,21.0,43.0,28.0,9.0,92.0,20.0,66.0,131,4.0,16.0,15.0,169.0,1.0,16.0,1.0,1.0,182.0,34.0,97.0,11.0,92.0,55.0,35.0,94.0,62.0,155.0,607,10.0,9.0,0.5870967741935483,0.728,1.0,1.0,,,1.0,0.5381944444444444,0.6143790849673203,0.5566037735849056,0.5415224913494809,0.6143790849673203,0.5566037735849056,0.5782208588957055,0.6403508771929824,0.5939849624060151,0.0034602076124567475,0.09027777777777778,0.09859154929577464,0.10810810810810811,23.97679664840477,0.532608695652174,0.46296296296296297,0.014925373134328358,0.2878612716763006,0.1367713004484305,0.3655913978494624,0.10920770877944326,0.3150375939849624,0.12729948491537896,0.17666666666666667,0.13089005235602094,0.11246200607902736,0.10144927536231885,0.25874125874125875,0.2955145118733509,0.315,0.38786279683377306,0.26744186046511625,0.6595744680851063,0.4913494809688581,0.6936619718309859,0.76953125,0.5736040609137056,0.38408304498269896,0.38738738738738737,0.43434343434343436,0.5581395348837209,0.12110726643598616,0.38571428571428573,0.38571428571428573,,,,,0.0034602076124567475,1.0,1.0,1.0,0.7516339869281046,0.6521739130434783,,,,,,,0.5660377358490566,0.7666666666666667,,,,0.49480968858131485,1.0,0.49586790657439445,0.559574336283186,0.5200792452830189,0.15132605304212168,0.15179968701095461,0.29045092838196285,0.20954907161803712,6.101562499999997,26.75,0.22454212454212455,,31.0,,,22.0,2.0,1.0,12.0,5.0,,2.0,,,,0.09047619047619047,0.102803738317757,0.7777777777777778,,,,,,,2.0,1.0,1.0,3.0,1.0,4.0,2.0,0.10666666666666667,,True
1627855,1610612748,Okaro White,Okaro White,1627855,MIA,3569.0,59,-3,118,118,18,27.0,11,236,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,4.0,,,,1.0,2.0,6.0,,,2.0,2.0,4.0,3.0,10,1.0,14,120,1.0,1.0,,,3.0,,1.0,1.0,3.0,,3.0,2.0,2.0,9.0,2.0,6.0,2.0,1.0,1.0,,1.0,,,,,1.0,2.0,2.0,,,1.0,6,,7,2.0,9,,,,1.0,,1.0,,,,1.0,,3.0,5,,,,4.0,1.0,,,,1.0,1.0,1.0,,,,,,,3.0,18,,,0.5,1.0,1.0,0.3,,0.3333333333333333,0.3,0.5,1.0,,0.4642857142857143,1.0,0.375,0.5,1.5,0.375,0.7142857142857143,0.25,0.3333333333333333,,11.627906976744185,1.0,,,0.15,,0.047619047619047616,0.09523809523809523,0.11475409836065574,0.03508771929824561,,,0.14285714285714285,,0.05555555555555555,0.2,0.2857142857142857,0.07142857142857142,,,0.21428571428571427,0.3333333333333333,0.5,,0.07142857142857142,1.0,1.0,1.0,,,,0.2857142857142857,0.25,0.25,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,0.25,,0.25,,0.5,0.9285714285714286,0.3333333333333333,0.5629535714285715,,0.5304625,0.07142857142857142,0.25,0.21428571428571427,0.21428571428571427,5.050000000000001,24.35,0.15254237288135594,1.0,1.0,,,,,,,2.0,,,,,,,,,0.5,,,,,,,,,,,,,,,True
204020,1610612748,Tyler Johnson,Tyler Johnson,204020,MIA,42734.0,712,-39,1442,1431,325,342.0,167,2873,37.0,58.0,4.0,6.0,9.0,13.0,21.0,51.0,13.0,38.0,9.0,32.0,,3.0,1.0,5.0,24.0,71.0,1.0,5.0,20.0,71.0,147.0,33.0,103,44.0,285,1524,4.0,12.0,1.0,8.0,12.0,14.0,30.0,8.0,25.0,19.0,71.0,78.0,64.0,99.0,2.0,71.0,24.0,14.0,29.0,24.0,53.0,14.0,10.0,15.0,7.0,7.0,130.0,3.0,6.0,,29.0,32,,61,9.0,70,25.0,15.0,10.0,19.0,3.0,12.0,8.0,7.0,1.0,27.0,5.0,26.0,50,,2.0,2.0,47.0,,,5.0,1.0,53.0,3.0,19.0,7.0,7.0,6.0,1.0,7.0,2.0,69.0,323,7.0,6.0,0.5492957746478874,0.5571428571428572,1.0,0.32038834951456313,0.125,0.32,0.32038834951456313,0.48299319727891155,0.3333333333333333,0.4666666666666667,0.482,0.275,0.4727272727272727,0.5146520146520146,0.2857142857142857,0.5390625,0.412,0.09523809523809523,0.15517241379310345,0.0784313725490196,18.24817518248175,0.7037037037037037,,,0.07191011235955057,0.012295081967213115,0.11507936507936507,0.012195121951219513,0.08751793400286945,0.01226158038147139,0.012345679012345678,0.014084507042253521,0.017857142857142856,,0.08108108108108109,0.05154639175257732,0.0970873786407767,0.11165048543689321,0.13043478260869565,0.2857142857142857,0.232,0.6379310344827587,0.7551020408163265,0.5945945945945946,0.204,0.4117647058823529,0.44680851063829785,0.47619047619047616,0.152,0.34210526315789475,0.35135135135135137,0.128,0.28125,0.3,1.0,0.284,0.3380281690140845,0.3380281690140845,1.0,0.3,0.6666666666666666,0.15,,,0.25,0.2,1.0,0.23636363636363636,0.6923076923076923,0.09090909090909091,0.2,0.36363636363636365,0.644,0.3380281690140845,0.5183053999999999,0.5160027777777778,0.5173345454545454,0.07142857142857142,0.1165644171779141,0.042105263157894736,0.24912280701754386,8.591156462585031,25.09223300970874,0.22538141470180306,7.0,1.0,,2.0,4.0,,,5.0,1.0,5.0,,0.019417475728155338,0.02631578947368421,,0.008849557522123894,0.03076923076923077,0.5384615384615384,0.35,,,,0.0625,,,,,,,,,0.5,,True
1627884,1610612748,Derrick Jones Jr.,Derrick Jones Jr.,1627884,MIA,9265.0,154,-6,297,297,32,39.0,41,594,7.0,13.0,3.0,6.0,1.0,2.0,2.0,8.0,,,1.0,5.0,,,,,,7.0,,,,9.0,21.0,1.0,12,6.0,27,313,4.0,8.0,,,8.0,1.0,4.0,,,,2.0,8.0,10.0,3.0,8.0,7.0,,4.0,3.0,1.0,4.0,,1.0,2.0,,1.0,9.0,3.0,10.0,,3.0,7,,10,13.0,23,3.0,1.0,2.0,2.0,,2.0,3.0,,1.0,5.0,,7.0,14,2.0,2.0,,9.0,1.0,,1.0,1.0,10.0,2.0,6.0,,5.0,3.0,2.0,7.0,5.0,2.0,32,1.0,,0.4444444444444444,0.8,1.0,0.08333333333333333,,,0.08333333333333333,0.42857142857142855,0.5,0.25,0.3181818181818182,0.5,0.25,0.36486486486486486,0.5,0.25,0.36363636363636365,0.19047619047619047,0.07692307692307693,0.375,12.034383954154727,0.4,,,0.07,0.08849557522123894,0.05357142857142857,0.061224489795918366,0.0641025641025641,0.08024691358024691,0.08888888888888889,0.10869565217391304,0.05128205128205128,0.1,0.0625,0.08,0.05555555555555555,0.043478260869565216,0.1,0.7142857142857143,0.3939393939393939,0.5384615384615384,0.5833333333333334,0.5714285714285714,0.24242424242424243,0.25,0.4,,,,,0.15151515151515152,0.2,0.2,1.0,0.21212121212121213,,,,0.75,0.5,,,,,,,0.5,0.5,,,,0.7575757575757576,,0.5786318181818181,0.6137857142857143,0.5146,0.16216216216216217,0.24,0.2962962962962963,0.07407407407407407,3.576190476190476,24.525000000000002,0.10774410774410774,,,,,2.0,,,1.0,1.0,,,,,,0.045454545454545456,0.10526315789473684,,,,,,,,2.0,2.0,,1.0,,,,,,True
201949,1610612748,James Johnson,James Johnson,201949,MIA,39755.0,663,-52,1309,1317,307,320.0,164,2626,55.0,88.0,4.0,8.0,13.0,21.0,15.0,43.0,10.0,20.0,4.0,16.0,1.0,1.0,,3.0,7.0,41.0,,2.0,6.0,80.0,151.0,11.0,57,25.0,218,1425,4.0,12.0,1.0,3.0,13.0,18.0,36.0,1.0,9.0,6.0,45.0,66.0,94.0,30.0,4.0,41.0,7.0,10.0,66.0,42.0,108.0,31.0,11.0,47.0,14.0,5.0,258.0,8.0,11.0,,25.0,41,5.0,71,19.0,90,19.0,12.0,7.0,26.0,9.0,17.0,24.0,9.0,4.0,50.0,11.0,34.0,69,5.0,4.0,1.0,28.0,1.0,2.0,,,32.0,2.0,13.0,4.0,17.0,11.0,3.0,18.0,9.0,43.0,302,11.0,3.0,0.4125,0.4230769230769231,0.9090909090909091,0.19298245614035087,0.3333333333333333,0.1111111111111111,0.19298245614035087,0.5298013245033113,0.3333333333333333,0.5,0.4639423076923077,0.36666666666666664,0.43333333333333335,0.48878923766816146,0.38235294117647056,0.45,0.27403846153846156,0.06622516556291391,0.06818181818181818,0.09302325581395349,18.127490039840637,0.52,0.18518518518518517,,0.09927360774818401,0.02534562211981567,0.1,0.037037037037037035,0.09954751131221719,0.02923076923076923,0.04895104895104895,0.015463917525773196,0.05063291139240506,,0.08461538461538462,0.10101010101010101,0.11764705882352941,0.08695652173913043,0.16279069767441862,0.5,0.4230769230769231,0.625,0.6707317073170732,0.43636363636363634,0.20673076923076922,0.3488372093023256,0.38461538461538464,0.4,0.09615384615384616,0.5,0.5,0.07692307692307693,0.25,0.25,1.0,0.1971153846153846,0.17073170731707318,0.17073170731707318,0.8571428571428571,0.5333333333333333,0.5,0.06666666666666667,1.0,1.0,0.13333333333333333,,,0.4666666666666667,0.6190476190476191,0.06666666666666667,,0.13333333333333333,0.6971153846153846,0.17073170731707318,0.5119579326923076,0.5481950000000001,0.48025000000000007,0.0593607305936073,0.08024691358024691,0.05963302752293578,0.20642201834862386,5.858278145695364,25.043859649122812,0.2345301757066463,1.0,2.0,3.0,,3.0,4.0,1.0,,1.0,,3.0,,,,0.010309278350515464,0.02857142857142857,0.3,0.16666666666666666,,,,,,1.0,1.0,,,,,,,,True
1628389,1610612748,Bam Adebayo,Bam Adebayo,1628389,MIA,3092.0,52,-21,102,106,50,36.0,12,208,1.0,8.0,,1.0,,4.0,2.0,3.0,,,,,,,,,,2.0,,1.0,2.0,3.0,11.0,,2,,6,113,,1.0,,1.0,,1.0,6.0,,2.0,,2.0,2.0,4.0,,,1.0,,2.0,,,,,,,,,,,1.0,1.0,1.0,6,3.0,10,2.0,12,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,4.0,5,,,,2.0,,,1.0,,,,,,3.0,1.0,1.0,3.0,3.0,2.0,50,1.0,,0.3333333333333333,0.3333333333333333,,,,,,0.2727272727272727,,0.16666666666666666,0.23076923076923078,,0.125,0.23076923076923078,,0.125,0.15384615384615385,0.18181818181818182,0.25,,12.280701754385966,1.0,0.6,0.5,0.17142857142857143,0.03333333333333333,0.07692307692307693,,0.14583333333333334,0.020833333333333332,0.07142857142857142,,,,0.1111111111111111,0.2857142857142857,0.2,0.09090909090909091,,1.0,0.6153846153846154,0.125,0.16666666666666666,,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,0.15384615384615385,,,,0.5,,,,,0.5,,,0.5,,,,0.25,0.7692307692307693,,0.48207500000000003,0.47275,0.5082714285714286,,,,0.3333333333333333,3.1545454545454548,51.199999999999996,0.49019607843137253,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,True
