EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,SecondChanceFtPoints,PtsPutbacks,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,Corner3PctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,PenaltyCorner3Accuracy,FTOffRebounds,Clear Path Fouls,BlockedLongMidRange,DefensiveGoaltends,OffFTReboundPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,OffensiveGoaltends,BlockedCorner3,on,3pt And 1 Free Throw Trips,3SecondViolations
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,41097.0,685,-107.0,1424,1425,318.0,259,163.0,2849,52.0,90.0,5.0,7.0,16.0,26.0,30.0,97.0,34.0,70.0,8.0,22.0,1.0,3.0,4.0,49.0,124.0,6.0,9.0,7.0,26.0,116.0,257.0,57.0,146.0,97.0,500.0,1603,10.0,19.0,7.0,12.0,41.0,32.0,62.0,7.0,30.0,37.0,122.0,70.0,162.0,132.0,39.0,1.0,123.0,49.0,24.0,2.0,60.0,24.0,84.0,13.0,11.0,43.0,14.0,3.0,192.0,1.0,5.0,23.0,54.0,1.0,78.0,6.0,84.0,3.0,17.0,12.0,5.0,49.0,12.0,27.0,36.0,5.0,22.0,1.0,85.0,1.0,15.0,20.0,1.0,63.0,5.0,1.0,10.0,99.0,2.0,1.0,6.0,106.0,11.0,7.0,44.0,3.0,7.0,6.0,5.0,1.0,6.0,4.0,1.0,122.0,315.0,6.0,5.0,0.3017241379310345,0.3017241379310345,0.7719298245614035,0.3904109589041096,0.5833333333333334,0.23333333333333334,0.3931034482758621,0.45136186770428016,0.5263157894736842,0.5161290322580645,0.5,0.6612903225806451,0.46195652173913043,0.5526905829596412,0.6612903225806451,0.555045871559633,0.36228287841191065,0.0136986301369863,0.0933852140077821,0.12222222222222222,0.10309278350515463,0.04285714285714286,0.016129032258064516,32.5352977286679,0.5764705882352941,0.041666666666666664,0.13202933985330073,0.011135857461024499,0.0942622950819672,0.004807692307692308,0.11791730474732007,0.0091324200913242,0.0196078431372549,0.011049723756906077,0.006289308176100629,0.12658227848101267,0.1048951048951049,0.17592592592592593,0.09424083769633508,0.09433962264150944,0.014778325123152709,0.6666666666666666,0.22332506203473945,0.5777777777777777,0.6582278481012658,0.34615384615384615,0.24069478908188585,0.30927835051546393,0.3448275862068966,0.3,0.17369727047146402,0.4857142857142857,0.5074626865671642,0.23529411764705882,0.05459057071960298,0.36363636363636365,0.36363636363636365,0.875,0.3076923076923077,0.3951612903225806,0.4016393442622951,0.7551020408163265,0.22580645161290322,0.7142857142857143,0.0967741935483871,0.3333333333333333,1.0,0.2903225806451613,0.6666666666666666,1.0,0.2826086956521739,0.6153846153846154,0.043478260869565216,0.2826086956521739,0.2692307692307692,0.5856079404466501,0.3983739837398374,0.5002064676616915,0.487112,0.49852307692307685,0.1070615034168565,0.15172413793103448,0.020134228187919462,0.082,0.244,9.261867704280155,25.766438356164386,0.22331460674157302,,,,,,,,,,,,,,,,,,,,True,,
1627733,1610612756,Dragan Bender,Dragan Bender,1627733,PHX,46640.0,777,-222.0,1579,1591,388.0,341,159.0,3170,20.0,30.0,4.0,5.0,6.0,7.0,3.0,13.0,1.0,8.0,12.0,28.0,2.0,3.0,7.0,31.0,97.0,,2.0,7.0,20.0,24.0,51.0,43.0,125.0,21.0,198.0,1791,4.0,5.0,2.0,5.0,19.0,8.0,15.0,11.0,27.0,7.0,56.0,20.0,28.0,126.0,3.0,,97.0,31.0,4.0,1.0,41.0,12.0,53.0,11.0,1.0,20.0,11.0,10.0,118.0,9.0,6.0,52.0,73.0,11.0,136.0,15.0,151.0,1.0,5.0,3.0,2.0,20.0,9.0,16.0,19.0,1.0,4.0,5.0,39.0,2.0,6.0,40.0,4.0,61.0,,4.0,3.0,24.0,,5.0,,25.0,1.0,,12.0,,1.0,20.0,15.0,5.0,21.0,11.0,,56.0,387.0,4.0,1.0,0.4166666666666667,0.5,0.9767441860465116,0.344,0.4,0.4074074074074074,0.344,0.47058823529411764,0.8,0.5333333333333333,0.5028409090909091,0.7,0.5833333333333334,0.526595744680851,0.7307692307692307,0.6086956521739131,0.7102272727272727,0.008,0.0784313725490196,0.13333333333333333,,,,12.81038374717833,0.5128205128205128,0.3055555555555556,0.15973741794310722,0.012711864406779662,0.18374558303886926,0.029605263157894735,0.16891891891891891,0.019329896907216496,0.011695906432748537,0.005681818181818182,0.02100840336134454,0.10795454545454546,0.17791411042944785,0.211864406779661,0.1906779661016949,0.14893617021276595,0.00980392156862745,0.5238095238095238,0.17045454545454544,0.6666666666666666,0.7692307692307693,0.45,0.07386363636363637,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.045454545454545456,0.125,0.125,,0.1590909090909091,0.42857142857142855,0.4444444444444444,1.0,0.5511363636363636,0.31958762886597936,0.31958762886597936,0.967741935483871,0.5,0.8,0.3,0.6666666666666666,1.0,0.2,,,0.16666666666666666,0.8571428571428571,0.16666666666666666,0.47619047619047616,0.35,0.8806818181818182,0.31958762886597936,0.5511377840909091,0.5841500000000001,0.535127380952381,0.06417112299465241,0.1935483870967742,,0.09595959595959595,0.2828282828282828,5.6568627450980395,25.0096,0.24572514249525015,4.0,5.0,8.0,2.0,1.0,1.0,0.03571428571428571,0.024,0.06060606060606061,0.5714285714285714,,,,,,,,,,True,,
1627737,1610612756,Marquese Chriss,Marquese Chriss,1627737,PHX,45870.0,764,-98.0,1567,1577,338.0,337,177.0,3144,56.0,86.0,15.0,20.0,8.0,13.0,11.0,33.0,8.0,19.0,6.0,24.0,,3.0,3.0,12.0,56.0,,3.0,3.0,11.0,75.0,138.0,18.0,80.0,48.0,252.0,1751,19.0,26.0,,6.0,50.0,10.0,22.0,4.0,14.0,22.0,54.0,108.0,42.0,54.0,,,56.0,12.0,14.0,,30.0,13.0,43.0,11.0,2.0,10.0,7.0,13.0,99.0,11.0,24.0,50.0,82.0,20.0,152.0,36.0,188.0,4.0,26.0,20.0,6.0,24.0,9.0,17.0,29.0,,7.0,6.0,53.0,3.0,11.0,37.0,5.0,93.0,3.0,8.0,11.0,60.0,,1.0,5.0,78.0,6.0,,32.0,,10.0,37.0,29.0,7.0,38.0,26.0,2.0,53.0,335.0,7.0,10.0,0.72,0.8307692307692308,1.0,0.225,,0.2857142857142857,0.225,0.5434782608695652,0.7307692307692307,0.45454545454545453,0.46788990825688076,0.59375,0.4444444444444444,0.49606299212598426,0.5952380952380952,0.54,0.3669724770642202,,0.10144927536231885,0.13953488372093023,0.06060606060606061,,,17.218171620863714,0.4528301886792453,0.47619047619047616,0.17012448132780084,0.05,0.18382352941176472,0.04330708661417323,0.17506631299734748,0.047683923705722074,0.04142011834319527,0.05714285714285714,0.041666666666666664,0.14210526315789473,0.1870967741935484,0.1897810218978102,0.18181818181818182,0.19047619047619047,0.036036036036036036,0.6842105263157895,0.3944954128440367,0.6511627906976745,0.7567567567567568,0.7142857142857143,0.15137614678899083,0.3333333333333333,0.3548387096774194,0.6363636363636364,0.0871559633027523,0.42105263157894735,0.42105263157894735,0.875,0.11009174311926606,0.25,0.25,1.0,0.25688073394495414,0.21428571428571427,0.21428571428571427,1.0,0.625,0.75,0.09375,,,0.09375,,,0.3611111111111111,0.6153846153846154,0.08333333333333333,0.3055555555555556,0.2727272727272727,0.7614678899082569,0.21428571428571427,0.5615190366972478,0.6097269230769231,0.5542458333333333,0.13114754098360656,0.1951219512195122,,0.1984126984126984,0.21428571428571427,5.483333333333333,24.763749999999995,0.21569878749202298,1.0,12.0,20.0,8.0,1.0,1.0,,0.051470588235294115,0.04838709677419355,0.3333333333333333,1.0,1.0,1.0,4.0,0.020833333333333332,0.3333333333333333,,,,True,,
1627755,1610612756,Tyler Ulis,Tyler Ulis,1627755,PHX,99508.0,1658,-315.0,3394,3403,847.0,814,377.0,6797,31.0,77.0,2.0,5.0,10.0,23.0,80.0,176.0,61.0,152.0,5.0,20.0,,2.0,3.0,37.0,126.0,4.0,10.0,8.0,37.0,172.0,405.0,42.0,146.0,84.0,554.0,3840,10.0,32.0,4.0,12.0,34.0,48.0,97.0,8.0,40.0,28.0,148.0,68.0,276.0,63.0,63.0,3.0,123.0,37.0,40.0,2.0,196.0,115.0,311.0,87.0,28.0,157.0,20.0,19.0,737.0,8.0,16.0,42.0,61.0,1.0,104.0,24.0,128.0,6.0,70.0,42.0,28.0,91.0,20.0,75.0,36.0,7.0,16.0,4.0,127.0,5.0,29.0,43.0,7.0,120.0,,3.0,1.0,101.0,3.0,13.0,8.0,101.0,5.0,1.0,39.0,1.0,12.0,7.0,3.0,3.0,7.0,3.0,1.0,148.0,842.0,8.0,10.0,0.19767441860465115,0.19767441860465115,0.5,0.2876712328767123,0.3333333333333333,0.2,0.2937062937062937,0.4246913580246914,0.3125,0.4948453608247423,0.426497277676951,0.36363636363636365,0.43795620437956206,0.46237458193979936,0.37777777777777777,0.4805194805194805,0.26497277676951,0.0136986301369863,0.09876543209876543,0.23376623376623376,0.09090909090909091,0.039473684210526314,0.007936507936507936,18.840956340956343,0.7165354330708661,0.011627906976744186,0.0625,0.015609756097560976,0.0707070707070707,0.0136986301369863,0.06560509554140127,0.014916096954630205,0.0160857908847185,0.015873015873015872,0.017543859649122806,0.06382978723404255,0.06748466257668712,0.05474452554744526,0.06458333333333334,0.09649122807017543,0.02112676056338028,0.42857142857142855,0.1397459165154265,0.4025974025974026,0.5254237288135594,0.25806451612903225,0.3194192377495463,0.45454545454545453,0.5,0.1625,0.27586206896551724,0.40131578947368424,0.4178082191780822,0.21311475409836064,0.036297640653357534,0.25,0.2631578947368421,1.0,0.22867513611615245,0.29365079365079366,0.296,0.43243243243243246,0.11363636363636363,0.4,0.045454545454545456,,,0.22727272727272727,0.4,0.5,0.1678832116788321,0.43478260869565216,0.021897810218978103,0.27007299270072993,0.21621621621621623,0.4047186932849365,0.3008130081300813,0.4589038532110093,0.4636140624999999,0.4538223880597017,0.06825938566552901,0.0888382687927107,0.006802721088435374,0.061371841155234655,0.26714801444043323,11.449382716049387,26.657534246575345,0.24955804360636416,,2.0,,,,,0.05,0.014598540145985401,,,,,1.0,,,,,,,True,,
1628367,1610612756,Josh Jackson,Josh Jackson,1628367,PHX,50060.0,834,-185.0,1716,1720,449.0,432,195.0,3436,90.0,159.0,16.0,26.0,24.0,38.0,35.0,104.0,25.0,69.0,4.0,19.0,,1.0,2.0,20.0,72.0,1.0,4.0,7.0,21.0,150.0,332.0,24.0,91.0,82.0,454.0,1934,19.0,39.0,1.0,5.0,45.0,37.0,68.0,8.0,23.0,38.0,136.0,110.0,190.0,63.0,9.0,1.0,71.0,20.0,30.0,,26.0,17.0,43.0,5.0,12.0,24.0,,2.0,103.0,12.0,30.0,55.0,53.0,3.0,111.0,42.0,153.0,14.0,36.0,17.0,19.0,37.0,6.0,18.0,26.0,5.0,19.0,4.0,63.0,4.0,15.0,47.0,7.0,102.0,6.0,5.0,3.0,99.0,3.0,3.0,9.0,121.0,10.0,,58.0,1.0,6.0,13.0,12.0,1.0,13.0,9.0,,136.0,447.0,7.0,6.0,0.36666666666666664,0.40441176470588236,0.875,0.26373626373626374,0.2,0.34782608695652173,0.26666666666666666,0.45180722891566266,0.48717948717948717,0.5441176470588235,0.4397163120567376,0.4659090909090909,0.5384615384615384,0.47489539748953974,0.46875,0.5862068965517241,0.21513002364066194,,0.09036144578313253,0.09433962264150944,0.11538461538461539,0.043478260869565216,,27.743589743589745,0.5873015873015873,0.07142857142857142,0.1062124248496994,0.055970149253731345,0.17133956386292834,0.040268456375838924,0.13170731707317074,0.050359712230215826,0.10344827586206896,0.03125,0.04184100418410042,0.0784313725490196,0.09523809523809523,0.1554054054054054,0.16216216216216217,0.20967741935483872,0.06451612903225806,0.6923076923076923,0.375886524822695,0.5660377358490566,0.625,0.4444444444444444,0.2458628841607565,0.33653846153846156,0.3804347826086957,0.2571428571428571,0.16312056737588654,0.36231884057971014,0.3787878787878788,0.24,0.04491725768321513,0.21052631578947367,0.21052631578947367,1.0,0.1702127659574468,0.2777777777777778,0.2777777777777778,0.85,0.5909090909090909,0.6153846153846154,0.022727272727272728,,,0.09090909090909091,0.25,1.0,0.4175824175824176,0.631578947368421,0.02197802197802198,0.23076923076923078,0.3333333333333333,0.5910165484633569,0.28169014084507044,0.5310946682464455,0.5835647058823529,0.5528794444444444,0.125,0.15263157894736842,0.010869565217391304,0.09911894273127753,0.29955947136563876,7.134337349397591,25.480219780219777,0.26165501165501165,1.0,4.0,28.0,5.0,,,,0.02127659574468085,0.03389830508474576,0.5,,,,1.0,,,1.0,1.0,,True,,
203584,1610612756,Troy Daniels,Troy Daniels,203584,PHX,30466.0,508,-97.0,1019,1019,284.0,354,114.0,2038,8.0,15.0,1.0,1.0,1.0,1.0,5.0,11.0,5.0,16.0,22.0,38.0,3.0,4.0,18.0,35.0,100.0,1.0,4.0,8.0,23.0,18.0,42.0,57.0,138.0,23.0,230.0,1183,1.0,4.0,4.0,8.0,14.0,2.0,4.0,18.0,41.0,7.0,65.0,26.0,10.0,159.0,12.0,,100.0,35.0,1.0,4.0,9.0,6.0,15.0,4.0,2.0,5.0,3.0,1.0,36.0,2.0,1.0,18.0,24.0,2.0,44.0,3.0,47.0,,7.0,7.0,,7.0,2.0,5.0,12.0,,2.0,2.0,19.0,2.0,4.0,9.0,,27.0,,1.0,5.0,20.0,,,,24.0,,1.0,3.0,5.0,1.0,2.0,2.0,,2.0,1.0,,65.0,282.0,5.0,1.0,0.7222222222222222,0.7222222222222222,0.9298245614035088,0.41304347826086957,0.5,0.43902439024390244,0.41304347826086957,0.42857142857142855,0.25,0.5,0.575,0.5833333333333334,0.6444444444444445,0.6058201058201058,0.5833333333333334,0.6770833333333334,0.7666666666666667,0.028985507246376812,0.023809523809523808,0.06666666666666667,,,0.03,18.229623137598598,0.3684210526315789,0.07407407407407407,0.08362369337979095,0.0037593984962406013,0.09944751381215469,0.008928571428571428,0.08974358974358974,0.006122448979591836,,,0.011049723756906077,0.06306306306306306,0.10576923076923077,0.08333333333333333,0.07432432432432433,0.21212121212121213,,0.5,0.08333333333333333,0.5333333333333333,0.5714285714285714,0.75,0.06111111111111111,0.45454545454545453,0.45454545454545453,0.4,0.08888888888888889,0.3125,0.3125,1.0,0.2111111111111111,0.5789473684210527,0.5945945945945946,0.9545454545454546,0.5555555555555556,0.35,0.36082474226804123,0.9142857142857143,0.08333333333333333,1.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.25,1.0,0.022222222222222223,1.0,0.4,0.5111111111111111,0.34782608695652173,0.85,0.35,0.5307891666666666,0.52236875,0.5407577777777777,0.0425531914893617,0.06666666666666667,0.03496503496503497,0.06086956521739131,0.2826086956521739,10.090476190476188,25.447101449275355,0.2787046123650638,10.0,,,2.0,,,0.02631578947368421,0.015384615384615385,,0.5555555555555556,,,,,,1.0,2.0,,,True,,
203933,1610612756,T.J. Warren,T.J. Warren,203933,PHX,51435.0,857,-192.0,1741,1749,372.0,314,194.0,3490,123.0,187.0,27.0,49.0,29.0,39.0,47.0,122.0,40.0,99.0,3.0,17.0,,1.0,2.0,4.0,24.0,,3.0,,3.0,210.0,408.0,7.0,41.0,94.0,535.0,1983,33.0,66.0,,4.0,80.0,48.0,81.0,1.0,5.0,33.0,132.0,258.0,162.0,21.0,,,24.0,4.0,20.0,,21.0,9.0,30.0,8.0,1.0,13.0,6.0,2.0,69.0,8.0,44.0,37.0,47.0,2.0,86.0,53.0,139.0,13.0,25.0,11.0,14.0,22.0,2.0,13.0,21.0,2.0,9.0,6.0,43.0,4.0,11.0,25.0,,55.0,5.0,2.0,3.0,96.0,1.0,5.0,5.0,124.0,21.0,5.0,65.0,,5.0,15.0,5.0,8.0,16.0,9.0,,127.0,368.0,5.0,2.0,0.6142857142857143,0.671875,1.0,0.17073170731707318,,0.2,0.17073170731707318,0.5147058823529411,0.5,0.5925925925925926,0.4910913140311804,0.4714285714285714,0.5755813953488372,0.5331325301204819,0.5263157894736842,0.6310679611650486,0.09131403118040089,,0.049019607843137254,0.0748663101604278,0.040983606557377046,0.010101010101010102,,27.32323232323232,0.5116279069767442,0.05263157894736842,0.09343936381709742,0.07885304659498207,0.12416107382550336,0.031007751937984496,0.10486891385767791,0.06372549019607843,0.14516129032258066,0.056074766355140186,0.03608247422680412,0.11351351351351352,0.09302325581395349,0.0684931506849315,0.12446351931330472,0.12307692307692308,0.061611374407582936,0.5625,0.41648106904231624,0.6577540106951871,0.7109826589595376,0.6097560975609756,0.2717149220489978,0.38524590163934425,0.4017094017094017,0.48936170212765956,0.22048997772828507,0.40404040404040403,0.40816326530612246,0.775,0.0378619153674833,0.17647058823529413,0.17647058823529413,1.0,0.053452115812917596,0.16666666666666666,0.16666666666666666,1.0,0.7,0.5510204081632653,0.014285714285714285,,,0.04285714285714286,,,0.45348837209302323,0.7435897435897436,0.023255813953488372,0.03488372093023256,,0.5077951002227171,0.16666666666666666,0.5259113585746101,0.5823805084745763,0.540446511627907,0.13184584178498987,0.14380530973451328,,0.14953271028037382,0.2467289719626168,7.73504901960784,24.807317073170733,0.21367030442274554,1.0,14.0,36.0,3.0,1.0,,,0.03164556962025317,0.015625,0.5,1.0,,2.0,,0.02127659574468085,0.18518518518518517,1.0,,1.0,True,,
1627863,1610612756,Danuel House Jr.,Danuel House Jr.,1627863,PHX,11803.0,197,-37.0,401,407,98.0,93,45.0,808,17.0,27.0,4.0,6.0,4.0,8.0,2.0,5.0,,5.0,3.0,7.0,1.0,2.0,3.0,6.0,17.0,2.0,5.0,,6.0,19.0,37.0,9.0,24.0,10.0,75.0,449,4.0,9.0,3.0,7.0,17.0,4.0,11.0,1.0,9.0,2.0,13.0,18.0,20.0,24.0,3.0,,17.0,6.0,7.0,,5.0,4.0,9.0,4.0,,3.0,1.0,1.0,22.0,3.0,4.0,18.0,18.0,,36.0,7.0,43.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,,1.0,,4.0,,1.0,6.0,,12.0,,,,11.0,,1.0,1.0,11.0,3.0,,6.0,,1.0,4.0,3.0,1.0,5.0,2.0,,11.0,97.0,2.0,,0.47368421052631576,0.5625,0.8888888888888888,0.375,0.42857142857142855,0.1111111111111111,0.375,0.5135135135135135,0.4444444444444444,0.36363636363636365,0.5327868852459017,0.53125,0.275,0.5769230769230769,0.53125,0.30952380952380953,0.39344262295081966,,0.1891891891891892,0.18518518518518517,0.4,,,15.098468271334792,0.5,,0.16822429906542055,0.034482758620689655,0.20689655172413793,0.036585365853658534,0.18556701030927836,0.03535353535353535,0.08,,0.03125,0.1282051282051282,0.10810810810810811,0.2903225806451613,0.22784810126582278,,0.043478260869565216,0.4,0.4426229508196721,0.6296296296296297,0.7727272727272727,0.5294117647058824,0.08196721311475409,0.4,0.6666666666666666,,0.08196721311475409,,,,0.11475409836065574,0.42857142857142855,0.42857142857142855,1.0,0.2786885245901639,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.375,0.6666666666666666,0.125,0.5,1.0,0.3125,0.4,1.0,0.4,0.5,0.15,0.3,,0.8360655737704918,0.35294117647058826,0.5420139344262294,0.5284961538461539,0.5117275,0.09375,0.15,,0.22666666666666666,0.17333333333333334,4.735135135135134,25.612499999999997,0.24438902743142144,1.0,,6.0,1.0,1.0,1.0,,,0.05555555555555555,0.3333333333333333,,,,,,,,,,True,,
2199,1610612756,Tyson Chandler,Tyson Chandler,2199,PHX,34564.0,576,-176.0,1158,1168,181.0,181,127.0,2326,49.0,71.0,21.0,31.0,4.0,9.0,2.0,4.0,1.0,2.0,,,,,,,,,,,,52.0,77.0,,,34.0,138.0,1323,22.0,32.0,,,51.0,5.0,10.0,,,12.0,22.0,70.0,34.0,,,,,,2.0,,26.0,4.0,30.0,3.0,1.0,10.0,6.0,10.0,64.0,19.0,39.0,56.0,88.0,5.0,149.0,59.0,208.0,4.0,10.0,7.0,3.0,15.0,2.0,13.0,13.0,1.0,2.0,1.0,28.0,2.0,2.0,23.0,2.0,47.0,,5.0,8.0,55.0,1.0,1.0,,53.0,2.0,,21.0,,7.0,13.0,8.0,5.0,13.0,8.0,3.0,22.0,181.0,1.0,7.0,0.6730769230769231,0.9459459459459459,,,,,,0.6753246753246753,0.6875,0.5,0.6753246753246753,0.6875,0.5,0.6699029126213593,0.6538461538461539,0.5,,,0.025974025974025976,0.028169014084507043,,,,9.909228441754916,0.5357142857142857,0.2631578947368421,0.25806451612903225,0.10597826086956522,0.27184466019417475,0.0979381443298969,0.263254113345521,0.10320284697508897,0.15126050420168066,0.09219858156028368,0.056338028169014086,0.2231404958677686,0.3008849557522124,0.2523364485981308,0.28313253012048195,0.225,0.17391304347826086,0.6153846153846154,0.922077922077922,0.6901408450704225,0.7101449275362319,0.673469387755102,0.05194805194805195,0.5,0.5,0.5,0.025974025974025976,0.5,0.5,1.0,,,,,,,,,0.96875,0.6774193548387096,,,,,,,0.9,0.4444444444444444,,,,0.922077922077922,,0.6388142857142857,0.6404666666666666,0.6653100000000001,0.21875,0.21875,,0.3695652173913043,0.15942028985507245,1.9038961038961038,,0.15630397236614854,,7.0,30.0,13.0,,,,0.07407407407407407,0.21153846153846154,,1.0,,,,0.03333333333333333,0.23809523809523808,,1.0,,True,,
201162,1610612756,Jared Dudley,Jared Dudley,201162,PHX,16426.0,274,-15.0,566,559,194.0,222,66.0,1125,11.0,14.0,1.0,1.0,6.0,7.0,,1.0,3.0,8.0,4.0,7.0,,,3.0,7.0,26.0,,,1.0,9.0,14.0,23.0,11.0,33.0,15.0,76.0,642,1.0,1.0,,,4.0,6.0,8.0,3.0,12.0,11.0,32.0,22.0,6.0,33.0,,,26.0,7.0,2.0,,23.0,11.0,34.0,9.0,2.0,17.0,3.0,3.0,79.0,1.0,,10.0,28.0,4.0,42.0,1.0,43.0,,8.0,7.0,1.0,6.0,1.0,6.0,2.0,,,1.0,8.0,2.0,5.0,12.0,3.0,36.0,,1.0,,25.0,2.0,4.0,1.0,18.0,2.0,,4.0,,6.0,6.0,2.0,2.0,6.0,3.0,,32.0,194.0,4.0,6.0,0.7857142857142857,0.8461538461538461,1.0,0.3333333333333333,,0.25,0.3333333333333333,0.6086956521739131,1.0,0.75,0.5446428571428571,1.0,0.525,0.59375,1.0,0.6153846153846154,0.5892857142857143,,0.08695652173913043,0.07142857142857142,1.0,,,11.285266457680251,0.75,0.3333333333333333,0.1917808219178082,,0.10752688172043011,0.010309278350515464,0.1589958158995816,0.00398406374501992,,,,0.2037037037037037,0.13043478260869565,0.2391304347826087,0.12162162162162163,0.05263157894736842,,0.5,0.25,0.7857142857142857,0.8461538461538461,0.8181818181818182,0.017857142857142856,,,,0.14285714285714285,0.375,0.375,0.6666666666666666,0.125,0.5714285714285714,0.5714285714285714,1.0,0.4642857142857143,0.2692307692307692,0.2692307692307692,1.0,1.0,1.0,,,,,,,0.35,0.8571428571428571,0.15,0.45,0.1111111111111111,0.8392857142857143,0.2692307692307692,0.5572750000000001,,0.590845,0.06896551724137931,0.16,,0.05263157894736842,0.42105263157894735,7.72608695652174,25.142424242424244,0.34275618374558303,2.0,2.0,2.0,5.0,,,,,0.058823529411764705,0.6666666666666666,,,2.0,,,,,,,True,,
