EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,Corner3Assists,AtRimAssists,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFtPoints,PenaltyFtPoints,FTOffRebounds,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,OffFTReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,PtsPutbacks,FTDefRebounds,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGM,SecondChanceArc3FGA,LostBallTurnovers,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Travels,Charge Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,3pt And 1 Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,Clear Path Fouls,HeaveMakes
1626161,1610612758,Willie Cauley-Stein,Willie Cauley-Stein,1626161,SAC,48.0,1.0,2.0,2,1,2,1.0,3,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1627741,1610612758,Buddy Hield,Buddy Hield,1627741,SAC,4157.0,69.0,-15.0,125,125,36,42.0,250,3.0,6.0,10.0,36,0.1,0.09523809523809523,,0.288,25.0,5.0,8.0,1.0,1.0,2.0,6.0,2.0,7.0,1.0,2.0,1.0,1.0,7.0,11.0,3.0,4.0,7.0,21.0,8.0,13.0,1.0,39.0,138.0,1.0,4.0,1.0,2.0,1.0,6.0,3.0,5.0,11.0,6.0,8.0,18.0,6.0,11.0,7.0,3.0,4.0,2.0,6.0,2.0,2.0,2.0,14.0,2.0,2.0,3.0,4.0,1.0,7.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,11.0,0.42857142857142855,0.42857142857142855,0.75,0.6153846153846154,0.6,0.6153846153846154,0.3333333333333333,0.25,0.16666666666666666,0.5588235294117647,0.2,0.5,0.5588235294117647,0.2,0.5,0.38235294117647056,0.14285714285714285,0.125,0.16666666666666666,0.14285714285714285,23.376623376623375,0.04,0.09090909090909091,0.08,0.05333333333333334,0.07692307692307693,0.0625,0.10526315789473684,0.1111111111111111,0.18181818181818182,0.11538461538461539,0.06666666666666667,0.23529411764705882,0.625,0.7142857142857143,0.4,0.17647058823529413,0.20588235294117646,0.2857142857142857,0.3333333333333333,0.5,0.058823529411764705,0.5,0.5,1.0,0.3235294117647059,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.2,0.2,0.18181818181818182,0.5,0.09090909090909091,0.36363636363636365,0.75,0.6176470588235294,0.6363636363636364,0.5103939393939394,0.48801249999999996,0.514445,0.05128205128205128,0.28205128205128205,9.647619047619049,26.00769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1628368,1610612758,De'Aaron Fox,De'Aaron Fox,1628368,SAC,1979.0,33.0,2.0,66,66,19,37.0,132,2.0,4.0,4.0,19,0.125,0.14814814814814814,,0.2878787878787879,11.0,3.0,3.0,,,,3.0,4.0,9.0,1.0,2.0,,1.0,,2.0,,,8.0,15.0,1.0,4.0,1.0,20.0,70.0,1.0,1.0,,2.0,1.0,4.0,,1.0,2.0,4.0,12.0,3.0,,2.0,,,3.0,3.0,6.0,1.0,1.0,,15.0,,,2.0,,,2.0,1.0,1.0,,1.0,2.0,,2.0,2.0,,,1.0,,1.0,,2.0,0.25,0.25,1.0,0.25,,0.25,0.5333333333333333,1.0,0.25,0.5,1.0,0.2,0.5263157894736842,1.0,0.2,0.21052631578947367,,,,,26.25,,0.18181818181818182,,,,,,,0.6666666666666666,0.2222222222222222,,0.15789473684210525,1.0,1.0,,0.15789473684210525,0.47368421052631576,0.4444444444444444,0.4444444444444444,0.5,0.10526315789473684,0.5,0.5,1.0,0.10526315789473684,,,,,,,,0.2,,,0.3684210526315789,,0.46001315789473685,0.4157,0.41353,0.1,0.1,11.406666666666666,25.200000000000003,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.05263157894736842,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203960,1610612758,JaKarr Sampson,JaKarr Sampson,203960,SAC,1045.0,17.0,-4.0,33,33,16,19.0,66,,1.0,4.0,16,,0.06666666666666667,,0.48484848484848486,9.0,1.0,3.0,,,,2.0,,2.0,,1.0,,1.0,,,,,1.0,7.0,,1.0,3.0,5.0,35.0,,2.0,,1.0,,,,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,2.0,1.0,3.0,,,,,,,,,,1.0,,,4.0,,5.0,,1.0,,,,,,,0.14285714285714285,,,0.125,,,0.25,0.16666666666666666,0.25,0.125,0.2857142857142857,0.3333333333333333,0.5,,23.25581395348837,0.1111111111111111,0.14285714285714285,,0.07692307692307693,,0.16666666666666666,,,,0.16666666666666666,,0.375,0.3333333333333333,0.5,,0.25,0.25,,,,0.125,,,,,,,,,,,,1.0,,,0.5,,0.46363125000000005,0.39615,0.52875,0.2,0.2,7.857142857142857,23.0,,,,,,,1.0,3.0,4.0,1.0,4.0,,,,0.3,0.3333333333333333,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.14285714285714285,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
204022,1610612758,Jack Cooley,Jack Cooley,204022,SAC,5235.0,87.0,-4.0,162,164,48,65.0,326,7.0,16.0,30.0,48,0.18421052631578946,0.18181818181818182,0.3076923076923077,0.2962962962962963,29.0,8.0,14.0,9.0,3.0,5.0,12.0,,1.0,,,,,,,,,13.0,27.0,,,14.0,40.0,169.0,4.0,10.0,,12.0,4.0,8.0,,,18.0,16.0,10.0,,,,,4.0,5.0,1.0,6.0,1.0,2.0,1.0,13.0,2.0,12.0,7.0,14.0,2.0,1.0,1.0,,1.0,3.0,3.0,,6.0,13.0,3.0,1.0,18.0,1.0,19.0,,18.0,0.6153846153846154,0.8,,,,,0.48148148148148145,0.4,0.5,0.48148148148148145,0.4,0.5,0.5555555555555556,0.46153846153846156,0.6428571428571429,,0.14814814814814814,0.21428571428571427,0.08333333333333333,,19.597989949748744,0.1875,0.1794871794871795,0.05555555555555555,0.14,0.23529411764705882,0.09523809523809523,0.03571428571428571,0.25,,0.16129032258064516,0.2,0.5185185185185185,0.5714285714285714,0.7272727272727273,0.625,0.4444444444444444,0.037037037037037035,,,,,,,,,,,,0.9,,0.625,0.6,,,,0.5185185185185185,,0.48472592592592595,0.5435875,0.5452874999999999,0.3,0.45,5.188888888888889,,5.0,,2.0,,,,1.0,5.0,,,,,0.4166666666666667,0.45454545454545453,0.16129032258064516,0.16129032258064516,4.0,10.0,,,,,,0.23076923076923078,,4.0,6.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,0.2857142857142857,0.125,0.25,0.6,0.4444444444444444,0.25,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1628382,1610612758,Justin Jackson,Justin Jackson,1628382,SAC,1800.0,30.0,3.0,56,56,19,31.0,112,1.0,2.0,2.0,19,0.06666666666666667,0.04,,0.3392857142857143,10.0,,,,,,2.0,,2.0,,2.0,,,,5.0,,3.0,1.0,4.0,,7.0,,2.0,60.0,1.0,1.0,,2.0,1.0,3.0,,3.0,2.0,2.0,,,,5.0,,1.0,,3.0,3.0,1.0,,,9.0,,,,,,,,,,,,,,2.0,,,1.0,,,,2.0,1.0,1.0,,,,,0.25,1.0,0.3333333333333333,0.09090909090909091,1.0,0.16666666666666666,0.09090909090909091,1.0,0.16666666666666666,0.6363636363636364,0.25,,,0.5,15.277777777777779,,,,,,,,,0.25,,,,,,,0.18181818181818182,0.18181818181818182,,,,0.18181818181818182,,,,0.45454545454545453,,,,,,,,,0.5,,0.6363636363636364,,0.4855454545454545,0.3725,0.44622500000000004,1.0,1.0,13.8,25.285714285714285,1.0,2.0,,,,,,,1.0,,1.0,,0.5,0.5,,,,,,1.0,,,,,,,,1.0,,,,,,,0.5,,,1.0,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203992,1610612758,Bogdan Bogdanovic,Bogdan Bogdanovic,203992,SAC,3281.0,55.0,,101,104,30,43.0,205,2.0,5.0,6.0,30,0.08,0.09803921568627451,0.1,0.297029702970297,13.0,,1.0,,,,4.0,5.0,7.0,1.0,2.0,,1.0,2.0,6.0,,4.0,7.0,12.0,3.0,8.0,1.0,24.0,103.0,,,1.0,,,2.0,1.0,5.0,3.0,10.0,4.0,3.0,6.0,6.0,2.0,,5.0,2.0,7.0,2.0,1.0,1.0,16.0,,1.0,3.0,1.0,,2.0,2.0,,1.0,2.0,4.0,1.0,2.0,4.0,1.0,,4.0,1.0,1.0,1.0,3.0,0.7142857142857143,0.7142857142857143,0.3333333333333333,0.375,0.2,0.375,0.5833333333333334,,,0.575,,0.21428571428571427,0.575,,0.21428571428571427,0.4,,,,,20.0,0.02702702702702703,0.11538461538461539,,0.01639344262295082,,0.07692307692307693,,,0.14285714285714285,0.13636363636363635,,0.05,,,,0.2,0.35,0.7142857142857143,0.7142857142857143,0.6,0.1,0.5,0.5,1.0,0.3,0.3333333333333333,0.3333333333333333,,,,,,0.14285714285714285,0.5714285714285714,,0.45,0.3333333333333333,0.4471225,0.49665,0.48336428571428575,,0.125,14.049999999999997,24.95,2.0,,3.0,2.0,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1627746,1610612758,Skal Labissiere,Skal Labissiere,1627746,SAC,819.0,14.0,5.0,28,26,7,6.0,54,1.0,2.0,3.0,7,0.25,0.16666666666666666,,0.25,4.0,2.0,3.0,2.0,,,2.0,,,,,,,,4.0,,1.0,2.0,5.0,,4.0,,4.0,25.0,1.0,2.0,,2.0,,,,1.0,,4.0,,,,4.0,,,,1.0,1.0,1.0,,,3.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,0.4,0.5,,0.2222222222222222,0.5,,0.2222222222222222,0.5,,0.4444444444444444,,,,,30.3030303030303,0.14285714285714285,0.125,,0.0625,,,,,0.5,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.2222222222222222,,,,,,,,,0.4444444444444444,,,,1.0,,,,,1.0,,0.7777777777777778,,0.5470666666666667,0.6432,0.50595,0.5,,3.84,24.95,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,0.25,1.0,1.0,,,,,,,,,,,0.3333333333333333,,0.5,1.0,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1628412,1610612758,Frank Mason,Frank Mason,1628412,SAC,1527.0,25.0,1.0,47,47,10,18.0,94,,3.0,3.0,10,,0.13043478260869565,,0.2127659574468085,12.0,1.0,4.0,1.0,,,1.0,,2.0,,,,,2.0,4.0,1.0,1.0,1.0,7.0,2.0,4.0,3.0,11.0,48.0,,2.0,,2.0,,,1.0,1.0,3.0,2.0,,3.0,3.0,4.0,2.0,1.0,3.0,,3.0,,,1.0,6.0,,,3.0,,,,,,,,2.0,,1.0,2.0,,,4.0,,6.0,,3.0,1.0,1.0,0.5,0.5,1.0,0.5,0.14285714285714285,,,0.36363636363636365,,1.5,0.39285714285714285,0.3333333333333333,0.75,0.36363636363636365,0.14285714285714285,0.25,,,26.229508196721312,,0.23076923076923078,,,,,,,,0.1111111111111111,,0.36363636363636365,0.25,0.3333333333333333,1.0,0.09090909090909091,0.18181818181818182,,,,,,,,0.36363636363636365,0.5,0.5,0.5,0.5,,,,,1.0,1.0,0.7272727272727273,0.5,0.4948772727272727,0.5016499999999999,0.46095,0.18181818181818182,0.2727272727272727,6.428571428571429,25.125,,,2.0,2.0,2.0,,,2.0,,,,1.0,,,0.15384615384615385,0.2222222222222222,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203998,1610612758,Bruno Caboclo,Bruno Caboclo,203998,SAC,701.0,12.0,-5.0,23,22,9,6.0,45,1.0,2.0,2.0,9,0.25,0.1,,0.391304347826087,3.0,,,,,,2.0,,,,,,,,1.0,,,,2.0,,1.0,2.0,2.0,25.0,,,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,0.25,,0.5,0.3333333333333333,,,,,19.23076923076923,,,,,,,,,0.5,,,,,,,0.6666666666666666,,,,,,,,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,0.4698166666666667,,0.4205,,1.0,6.949999999999999,25.1,,,,1.0,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,,1.0,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
