EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,BlockedLongMidRange,Corner3PctBlocked,HeaveMakes,Clear Path Fouls,on,3SecondViolations,BlockedCorner3
1626161,1610612758,Willie Cauley-Stein,Willie Cauley-Stein,1626161,SAC,48895.0,815,-152.0,1618,1621,254,329,147,3239,104.0,165,16.0,29.0,21.0,32.0,29.0,82,24.0,60.0,1.0,1.0,1.0,3.0,1.0,1.0,157,307,1.0,4.0,63.0,380,1804,20.0,40.0,2.0,42.0,26.0,53,1.0,2.0,15.0,70.0,204.0,110,3.0,30.0,3.0,1.0,20.0,57.0,14.0,71,10.0,4.0,40.0,7.0,10.0,156,9.0,31.0,77.0,61,12.0,150,40.0,190,5.0,34.0,26.0,8.0,20.0,2.0,12.0,16.0,1.0,8.0,3.0,36.0,2.0,2.0,40,4.0,75,4.0,5.0,5.0,84,1.0,6.0,5.0,3.0,104.0,10.0,52.0,5.0,33.0,23.0,10.0,33.0,16.0,3.0,1.0,2.0,70.0,253,4.0,5.0,0.6496815286624203,0.7183098591549296,1.0,0.25,0.5,0.25,0.511400651465798,0.5,0.49056603773584906,0.5096463022508039,0.5,0.5,0.5307262569832403,0.5,0.5223880597014925,0.012861736334405145,0.06514657980456026,0.07878787878787878,0.08536585365853659,22.10998877665544,0.5555555555555556,0.4444444444444444,0.15926892950391644,0.05927342256214149,0.21508379888268156,0.039301310043668124,0.1862348178137652,0.05319148936170213,0.0728476821192053,0.07177033492822966,0.03067484662576687,0.0446927374301676,0.02,0.1276595744680851,0.16058394160583941,0.2,0.21352313167259787,0.22077922077922077,0.03816793893129771,0.48484848484848486,0.5305466237942122,0.6303030303030303,0.6842105263157895,0.6923076923076923,0.26366559485530544,0.35365853658536583,0.38666666666666666,0.3793103448275862,0.19292604501607716,0.4,0.4,0.7916666666666666,0.003215434083601286,0.00964630225080386,0.3333333333333333,0.3333333333333333,1.0,0.725,0.5517241379310345,0.0625,0.5818181818181818,0.65625,0.01818181818181818,0.01818181818181818,1.0,0.5434083601286174,0.3333333333333333,0.5065713826366561,0.5327085714285714,0.519709090909091,0.14730878186968838,0.1489971346704871,0.11052631578947368,0.18421052631578946,6.258631921824104,24.35,0.15698393077873918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627741,1610612758,Buddy Hield,Buddy Hield,1627741,SAC,37603.0,627,-93.0,1245,1249,288,370,122,2494,42.0,64,3.0,6.0,7.0,14.0,12.0,47,27.0,66.0,20.0,4.0,39.0,92.0,8.0,22.0,81,177,50.0,112.0,26.0,338,1372,4.0,12.0,2.0,19.0,17.0,35,9.0,26.0,12.0,73.0,58.0,104,111.0,6.0,92.0,39.0,18.0,42.0,17.0,59,10.0,7.0,26.0,6.0,10.0,135,4.0,16.0,39.0,49,1.0,89,20.0,109,4.0,33.0,22.0,11.0,29.0,3.0,14.0,12.0,3.0,15.0,1.0,41.0,1.0,4.0,19,1.0,50,2.0,1.0,2.0,30,1.0,,1.0,,33.0,5.0,14.0,1.0,7.0,6.0,1.0,7.0,4.0,,,,73.0,288,6.0,1.0,0.35802469135802467,0.3717948717948718,0.74,0.44642857142857145,0.34615384615384615,0.44642857142857145,0.4576271186440678,0.3333333333333333,0.4857142857142857,0.5397923875432526,0.3541666666666667,0.5,0.5535117056856187,0.36538461538461536,0.5307692307692308,0.3875432525951557,0.1016949152542373,0.21875,0.06382978723404255,24.63768115942029,0.7073170731707317,0.037037037037037035,0.15960912052117263,0.039119804400977995,0.14942528735632185,0.022222222222222223,0.15492957746478872,0.03395585738539898,0.0625,0.024539877300613498,0.03731343283582089,0.021739130434782608,0.023809523809523808,0.10091743119266056,0.1320754716981132,0.2608695652173913,0.13793103448275862,0.1896551724137931,0.030534351145038167,0.5714285714285714,0.22145328719723184,0.65625,0.84,0.47619047619047616,0.16262975778546712,0.2553191489361702,0.2727272727272727,0.08333333333333333,0.22837370242214533,0.4090909090909091,0.4153846153846154,0.2962962962962963,0.06920415224913495,0.31833910034602075,0.42391304347826086,0.4431818181818182,0.6923076923076923,0.25,0.5,0.3333333333333333,0.22950819672131148,0.5,0.06557377049180328,0.36065573770491804,0.36363636363636365,0.6089965397923875,0.42391304347826086,0.5009203124999999,0.5305975,0.49442704918032787,0.050335570469798654,0.07526881720430108,0.05621301775147929,0.21597633136094674,9.92881355932203,25.158928571428557,0.23132530120481928,11.0,5.0,1.0,3.0,7.0,3.0,12.0,39.0,4.0,1.0,1.0,7.0,1.0,0.25,0.03571428571428571,0.015151515151515152,0.043478260869565216,0.55,0.55,0.9090909090909091,0.20833333333333334,0.2916666666666667,0.42857142857142855,0.6666666666666666,0.25,0.008928571428571428,,,,,,,,,,,,,True,,
1627746,1610612758,Skal Labissiere,Skal Labissiere,1627746,SAC,26911.0,449,-65.0,889,903,185,256,84,1792,33.0,41,8.0,13.0,9.0,11.0,24.0,55,14.0,34.0,2.0,1.0,4.0,21.0,1.0,3.0,71,130,6.0,23.0,33.0,193,1010,10.0,18.0,6.0,29.0,16.0,25,2.0,4.0,13.0,51.0,84.0,58,18.0,10.0,21.0,4.0,3.0,17.0,9.0,26,6.0,3.0,6.0,2.0,9.0,61,4.0,17.0,26.0,45,2.0,73,22.0,95,2.0,9.0,6.0,3.0,14.0,2.0,6.0,14.0,3.0,8.0,3.0,28.0,2.0,4.0,19,,43,1.0,1.0,3.0,38,1.0,3.0,1.0,,45.0,5.0,22.0,3.0,16.0,10.0,6.0,18.0,15.0,1.0,,,51.0,185,4.0,3.0,0.5915492957746479,0.6363636363636364,1.0,0.2608695652173913,0.5,0.2608695652173913,0.5461538461538461,0.5555555555555556,0.64,0.5228758169934641,0.575,0.6551724137931034,0.5578034682080925,0.6304347826086957,0.6891891891891891,0.1503267973856209,0.023076923076923078,0.024390243902439025,0.03636363636363636,20.385395537525355,0.5,0.11764705882352941,0.1965065502183406,0.05704697986577181,0.15028901734104047,0.03361344537815126,0.17661691542288557,0.050359712230215826,0.09722222222222222,0.06015037593984962,0.021505376344086023,0.031914893617021274,0.04,0.2857142857142857,0.14130434782608695,0.1791044776119403,0.1366906474820144,0.20588235294117646,0.027777777777777776,0.8333333333333334,0.2679738562091503,0.8048780487804879,0.825,0.6666666666666666,0.35947712418300654,0.43636363636363634,0.4528301886792453,0.375,0.2222222222222222,0.4117647058823529,0.4117647058823529,0.7857142857142857,0.013071895424836602,0.13725490196078433,0.19047619047619047,0.19047619047619047,1.0,0.65,0.6153846153846154,0.375,0.3793103448275862,0.8181818181818182,0.034482758620689655,0.10344827586206896,0.3333333333333333,0.41830065359477125,0.19047619047619047,0.4869493464052288,0.5577676470588234,0.5230758620689655,0.12941176470588237,0.14965986394557823,0.15025906735751296,0.26424870466321243,8.728461538461538,25.469565217391303,0.2080989876265467,2.0,1.0,1.0,,1.0,1.0,2.0,,,1.0,,,,0.5,,,,1.0,1.0,1.0,0.05,0.05,,,1.0,,1.0,1.0,2.0,2.0,0.058823529411764705,1.0,1.0,,,,,,True,,
1627781,1610612758,Malachi Richardson,Malachi Richardson,1627781,SAC,8726.0,145,-33.0,291,287,103,101,38,578,3.0,13,,2.0,1.0,2.0,2.0,4,4.0,6.0,,,6.0,19.0,2.0,6.0,9,23,6.0,19.0,4.0,40,333,,3.0,,,3.0,5,2.0,6.0,,12.0,10.0,8,12.0,,19.0,6.0,5.0,4.0,3.0,7,1.0,2.0,4.0,,,17,,2.0,7.0,7,1.0,15,2.0,17,,4.0,2.0,2.0,4.0,,1.0,3.0,,3.0,,7.0,1.0,4.0,3,,10,,1.0,2.0,6,1.0,,1.0,,6.0,2.0,4.0,,,,,,,,,,12.0,103,1.0,,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.3157894736842105,0.3333333333333333,0.3157894736842105,0.391304347826087,,0.6,0.42857142857142855,,0.5454545454545454,0.45454545454545453,,0.5454545454545454,0.4523809523809524,0.21739130434782608,0.38461538461538464,,15.454545454545455,0.5714285714285714,0.1,0.1076923076923077,0.018867924528301886,0.1320754716981132,,0.11864406779661017,0.013793103448275862,0.02564102564102564,0.02564102564102564,,,,0.08333333333333333,0.125,0.11764705882352941,0.125,0.15384615384615385,,,0.30952380952380953,0.23076923076923078,0.375,1.0,0.09523809523809523,0.5,0.5,0.5,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.25,,0.4523809523809524,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.3333333333333333,,,0.18181818181818182,0.5,,0.5454545454545454,0.3333333333333333,0.7619047619047619,0.3157894736842105,0.5035845238095238,0.50442,0.46091818181818184,0.09090909090909091,0.16,,0.3,7.413043478260869,25.452631578947372,0.3539518900343643,,,,,3.0,,3.0,6.0,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,True,,
1628382,1610612758,Justin Jackson,Justin Jackson,1628382,SAC,90374.0,1506,-238.0,2985,2994,558,750,296,5979,63.0,83,12.0,16.0,11.0,14.0,41.0,93,24.0,58.0,75.0,9.0,29.0,110.0,8.0,25.0,128,234,57.0,185.0,26.0,453,3328,19.0,28.0,1.0,45.0,19.0,35,10.0,34.0,10.0,78.0,182.0,74,171.0,20.0,108.0,29.0,12.0,40.0,34.0,74,20.0,14.0,23.0,11.0,6.0,182,5.0,20.0,75.0,73,12.0,160,27.0,187,11.0,28.0,18.0,10.0,25.0,,20.0,15.0,1.0,5.0,6.0,40.0,2.0,6.0,45,,81,,4.0,1.0,49,2.0,1.0,7.0,2.0,36.0,10.0,20.0,3.0,12.0,6.0,5.0,13.0,6.0,,,1.0,78.0,557,9.0,4.0,0.7109375,0.7711864406779662,1.0,0.3081081081081081,0.29411764705882354,0.3114754098360656,0.5470085470085471,0.6785714285714286,0.5428571428571428,0.5095465393794749,0.55,0.4927536231884058,0.5243055555555556,0.5625,0.52,0.441527446300716,0.05128205128205128,0.08433734939759036,0.043010752688172046,14.234016887816647,0.625,0.1875,0.09492847854356307,0.020387359836901122,0.12295081967213115,0.010869565217391304,0.10732414793328499,0.01734906315058987,0.02181818181818182,0.02506265664160401,0.013029315960912053,0.008356545961002786,0.019801980198019802,0.07142857142857142,0.09124087591240876,0.13023255813953488,0.12133891213389121,0.12878787878787878,0.05092592592592592,0.46153846153846156,0.19809069212410502,0.7590361445783133,0.8289473684210527,0.7936507936507936,0.22195704057279236,0.44086021505376344,0.4606741573033708,0.6097560975609756,0.13842482100238662,0.41379310344827586,0.42105263157894735,0.6666666666666666,0.17899761336515513,0.26252983293556087,0.2636363636363636,0.2636363636363636,1.0,0.4,0.75,0.25,0.2028985507246377,0.7857142857142857,0.13043478260869565,0.36231884057971014,0.32,0.639618138424821,0.26851851851851855,0.5103385817307692,0.5392625000000001,0.5015590909090909,0.046620046620046623,0.08196721311475409,0.09933774834437085,0.17218543046357615,8.764102564102563,25.00324324324324,0.18693467336683417,28.0,5.0,2.0,2.0,7.0,2.0,12.0,,,6.0,,,,0.16666666666666666,,0.017241379310344827,,0.37333333333333335,0.37333333333333335,1.0,0.125,0.175,0.2857142857142857,1.0,0.2222222222222222,,,2.0,1.0,1.0,0.030303030303030304,,,2.0,1.0,,,,True,,
1628368,1610612758,De'Aaron Fox,De'Aaron Fox,1628368,SAC,56584.0,943,-166.0,1895,1897,341,461,173,3792,60.0,100,4.0,6.0,15.0,28.0,34.0,101,41.0,105.0,16.0,2.0,21.0,64.0,3.0,11.0,135,306,25.0,80.0,63.0,408,2137,7.0,15.0,2.0,19.0,26.0,63,3.0,13.0,19.0,80.0,62.0,208,45.0,6.0,63.0,21.0,24.0,102.0,55.0,157,41.0,14.0,54.0,30.0,18.0,369,2.0,11.0,33.0,48,,81,13.0,94,5.0,29.0,14.0,15.0,52.0,15.0,33.0,29.0,5.0,19.0,7.0,81.0,3.0,10.0,35,1.0,72,1.0,3.0,,92,3.0,3.0,8.0,,86.0,12.0,44.0,2.0,10.0,4.0,5.0,10.0,5.0,2.0,,,80.0,341,4.0,2.0,0.22962962962962963,0.23484848484848486,0.6,0.3125,0.23076923076923078,0.31645569620253167,0.4411764705882353,0.4666666666666667,0.4126984126984127,0.44689119170984454,0.425,0.40131578947368424,0.4834123222748815,0.4523809523809524,0.449438202247191,0.20725388601036268,0.0784313725490196,0.14,0.09900990099009901,24.090038314176248,0.6419753086419753,,0.09504950495049505,0.017828200972447326,0.09041095890410959,0.007194244604316547,0.09310344827586207,0.01452513966480447,0.023391812865497075,0.011764705882352941,0.020942408376963352,0.004739336492890996,0.014925373134328358,0.0855614973262032,0.09444444444444444,0.10869565217391304,0.08833922261484099,0.0975609756097561,0.025252525252525252,0.5,0.25906735751295334,0.6,0.6976744186046512,0.2833333333333333,0.2616580310880829,0.33663366336633666,0.37362637362637363,0.11764705882352941,0.27202072538860106,0.3904761904761905,0.3904761904761905,0.24390243902439024,0.04145077720207254,0.16580310880829016,0.328125,0.328125,0.5238095238095238,0.3,0.6666666666666666,,0.3684210526315789,0.5357142857142857,0.02631578947368421,0.14473684210526316,0.2727272727272727,0.46632124352331605,0.3333333333333333,0.48147799479166675,0.48135588235294113,0.4728743243243244,0.10952380952380952,0.1301775147928994,0.04656862745098039,0.19607843137254902,9.646405228758166,25.4125,0.17994722955145118,4.0,2.0,,1.0,3.0,1.0,5.0,30.0,1.0,1.0,,,2.0,0.2,0.0125,,,0.25,0.26666666666666666,1.0,0.1,0.15,0.3333333333333333,1.0,,0.024390243902439025,,,,,,,,1.0,1.0,0.0625,,,True,,
1628412,1610612758,Frank Mason,Frank Mason,1628412,SAC,17705.0,295,-71.0,557,570,120,182,67,1127,14.0,38,,1.0,5.0,13.0,10.0,28,6.0,23.0,3.0,,12.0,30.0,4.0,10.0,30,89,13.0,33.0,25.0,124,637,1.0,4.0,4.0,12.0,7.0,23,4.0,10.0,6.0,32.0,10.0,50,18.0,2.0,28.0,12.0,11.0,31.0,10.0,41,5.0,5.0,17.0,5.0,9.0,92,5.0,7.0,14.0,10,,24,12.0,36,4.0,9.0,8.0,1.0,10.0,2.0,6.0,10.0,3.0,4.0,,20.0,,7.0,5,,14,2.0,,1.0,31,,1.0,2.0,1.0,31.0,3.0,15.0,2.0,7.0,1.0,5.0,7.0,2.0,,,,32.0,120,2.0,2.0,0.16666666666666666,0.1724137931034483,0.46153846153846156,0.3939393939393939,0.4,0.41935483870967744,0.33707865168539325,0.25,0.30434782608695654,0.4057377049180328,0.4444444444444444,0.3939393939393939,0.45588235294117646,0.5,0.4444444444444444,0.27049180327868855,0.12359550561797752,0.15789473684210525,0.14285714285714285,24.68354430379747,0.5,,0.06944444444444445,0.03608247422680412,0.1346153846153846,0.05434782608695652,0.0967741935483871,0.04195804195804196,0.015873015873015872,0.041666666666666664,0.05084745762711865,0.0547945205479452,0.05263157894736842,0.02127659574468085,0.06779661016949153,0.13157894736842105,0.12658227848101267,0.16,0.0625,0.2857142857142857,0.3114754098360656,0.3684210526315789,0.4375,0.14285714285714285,0.22950819672131148,0.35714285714285715,0.4166666666666667,0.1,0.1885245901639344,0.2608695652173913,0.2727272727272727,0.3333333333333333,0.02459016393442623,0.2459016393442623,0.4,0.4,0.5,0.1111111111111111,,,0.3939393939393939,0.38461538461538464,,0.30303030303030304,0.4,0.5819672131147541,0.42857142857142855,0.4813483193277312,0.5255071428571428,0.5013433333333333,0.11194029850746269,0.1485148514851485,0.0967741935483871,0.25806451612903225,8.437078651685393,27.345454545454544,0.21543985637342908,1.0,,,2.0,5.0,2.0,5.0,21.0,,1.0,,,,0.4,,0.043478260869565216,,0.3333333333333333,0.3333333333333333,,,0.5555555555555556,0.4,0.5,,,,,,,,,,2.0,1.0,,,,True,,
201588,1610612758,George Hill,George Hill,201588,SAC,11480.0,191,-27.0,384,383,86,103,38,767,7.0,8,2.0,2.0,1.0,1.0,5.0,12,4.0,8.0,1.0,,16.0,28.0,3.0,7.0,16,28,17.0,29.0,15.0,98,412,2.0,3.0,,13.0,3.0,3,3.0,7.0,10.0,25.0,4.0,28,24.0,4.0,25.0,15.0,1.0,10.0,12.0,22,8.0,4.0,3.0,3.0,4.0,56,,6.0,5.0,5,2.0,12,6.0,18,2.0,8.0,4.0,4.0,7.0,1.0,7.0,7.0,2.0,,1.0,14.0,1.0,1.0,6,,13,1.0,,,17,2.0,1.0,2.0,,18.0,2.0,4.0,6.0,,,,,,,,,25.0,86,1.0,6.0,0.125,0.14285714285714285,0.47058823529411764,0.5862068965517241,0.42857142857142855,0.5925925925925926,0.5714285714285714,0.6666666666666666,1.0,0.7280701754385965,1.0833333333333333,0.75,0.7538461538461538,1.0833333333333333,0.78125,0.5087719298245614,0.03571428571428571,,0.08333333333333333,18.501170960187356,0.5,0.2222222222222222,0.05747126436781609,0.047619047619047616,0.05555555555555555,,0.05649717514124294,0.03225806451612903,,0.05084745762711865,0.07142857142857142,,,0.08823529411764706,,0.07407407407407407,0.04054054054054054,0.125,0.09523809523809523,,0.14035087719298245,0.875,0.875,,0.21052631578947367,0.4166666666666667,0.45454545454545453,0.2,0.14035087719298245,0.5,0.5,0.25,0.017543859649122806,0.49122807017543857,0.5714285714285714,0.5925925925925926,0.4375,0.3333333333333333,1.0,,0.1,1.0,,0.7,0.42857142857142855,0.6491228070175439,0.6,0.4894190909090909,0.5804,0.48697777777777773,0.06779661016949153,0.13333333333333333,0.1326530612244898,0.25510204081632654,9.432142857142855,27.0,0.22395833333333334,1.0,1.0,,2.0,2.0,3.0,3.0,27.0,1.0,,,,,1.0,0.034482758620689655,,0.03571428571428571,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,,,1.0,,,,,1.0,1.0,2.0,,,1.0,,True,,
203998,1610612758,Bruno Caboclo,Bruno Caboclo,203998,SAC,2488.0,41,1.0,79,80,25,38,9,159,2.0,3,2.0,2.0,,1.0,1.0,2,1.0,3.0,3.0,2.0,,4.0,,,4,8,2.0,7.0,2.0,16,82,2.0,3.0,,4.0,1.0,3,1.0,2.0,2.0,7.0,2.0,6,6.0,4.0,4.0,,,1.0,,1,,,,1.0,,2,1.0,3.0,2.0,3,1.0,6,4.0,10,,1.0,1.0,,2.0,,2.0,,,,,2.0,,,3,1.0,5,,,,1,,,,,2.0,,1.0,,2.0,1.0,1.0,2.0,,,,,7.0,25,,,0.25,0.5,1.0,0.2857142857142857,0.5,0.2857142857142857,0.5,0.6666666666666666,0.3333333333333333,0.4666666666666667,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5833333333333334,0.4666666666666667,,,,20.454545454545453,1.0,0.5,0.15,0.13636363636363635,0.18181818181818182,0.0625,0.16129032258064516,0.10526315789473684,,0.3333333333333333,,0.07692307692307693,,0.3333333333333333,0.2,,0.25,,,,0.2,0.6666666666666666,0.6666666666666666,,0.13333333333333333,0.5,0.5,,0.2,0.3333333333333333,0.3333333333333333,1.0,0.2,0.26666666666666666,,,,0.6666666666666666,1.0,,0.2,,0.4,,,0.6666666666666666,,0.5090866666666667,0.5701499999999999,0.50257,0.0625,0.1111111111111111,0.25,0.4375,8.912500000000001,24.357142857142858,0.31645569620253167,2.0,,1.0,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,0.5,,,,,,,,,,,,,,True,,
202066,1610612758,Garrett Temple,Garrett Temple,202066,SAC,12740.0,212,4.0,428,434,85,117,47,862,6.0,10,2.0,2.0,,,6.0,7,6.0,12.0,10.0,2.0,11.0,25.0,2.0,7.0,18,29,14.0,35.0,11.0,89,446,4.0,5.0,,17.0,2.0,4,4.0,9.0,5.0,21.0,8.0,28,42.0,4.0,25.0,11.0,2.0,13.0,9.0,22,5.0,4.0,9.0,4.0,,53,2.0,3.0,12.0,6,,18,6.0,24,1.0,7.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,,,4.0,,,11,1.0,22,,,,11,,1.0,1.0,,12.0,,4.0,2.0,2.0,1.0,1.0,2.0,,,,,21.0,84,3.0,2.0,0.2222222222222222,0.25,1.0,0.4,0.4444444444444444,0.4,0.6206896551724138,0.8,0.5,0.609375,1.0625,0.6153846153846154,0.6357142857142857,1.0625,0.65625,0.546875,0.06896551724137931,0.2,,15.44885177453027,0.5,,0.05084745762711865,0.023622047244094488,0.11009174311926606,0.02702702702702703,0.07929515418502203,0.024875621890547265,0.06818181818181818,,,0.03508771929824561,,0.0425531914893617,0.02631578947368421,0.09090909090909091,0.12222222222222222,0.05263157894736842,0.03333333333333333,,0.15625,0.6,0.75,0.3333333333333333,0.109375,0.8571428571428571,0.8571428571428571,,0.1875,0.5,0.5,0.3333333333333333,0.15625,0.390625,0.44,0.44,1.0,0.25,1.0,,,,0.15384615384615385,0.5384615384615384,0.2857142857142857,0.703125,0.44,0.49457187499999994,0.5413571428571428,0.4771038461538462,0.058823529411764705,0.12121212121212122,0.19101123595505617,0.23595505617977527,10.810344827586206,24.928571428571423,0.1985981308411215,3.0,,2.0,3.0,3.0,3.0,3.0,,,,,,,1.0,,,,0.3,0.3,1.0,,0.375,1.0,1.0,1.0,,,1.0,,,0.07142857142857142,,,,,,,,True,,
