EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,FTOffRebounds,BadPassOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,BlockedLongMidRange,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,PtsUnassisted3s,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,BlockingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,DefensiveGoaltends,on,3pt And 1 Free Throw Trips,Clear Path Fouls,3SecondViolations
1626209,1610612753,Mario Hezonja,Mario Hezonja,1626209,ORL,1924.0,32,-5,64,60,9,15,9.0,124,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,2.0,1.0,10.0,72.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,5.0,6.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,9,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.5,0.42857142857142855,0.5,1.5,0.5555555555555556,1.5,0.2222222222222222,0.14285714285714285,0.2,12.32876712328767,0.23809523809523808,0.07692307692307693,0.2,0.17647058823529413,0.06451612903225806,0.25,0.375,0.3333333333333333,0.08333333333333333,0.5555555555555556,0.6,0.75,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,0.5313277777777778,0.49965,0.1111111111111111,0.14285714285714285,0.3,3.942857142857143,23.9,0.140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628371,1610612753,Jonathan Isaac,Jonathan Isaac,1628371,ORL,6591.0,110,21,229,230,31,24,21.0,459,9.0,11.0,3.0,4.0,1.0,5.0,,,12.0,20.0,1.0,9.0,4.0,31.0,214.0,,,,14.0,10.0,3.0,5.0,1.0,1.0,3.0,4.0,7.0,3.0,1.0,,18.0,,13.0,11.0,27.0,8.0,35.0,4.0,3.0,9.0,13.0,7.0,5.0,1.0,2.0,,31,0.5833333333333334,0.7777777777777778,1.0,0.1111111111111111,,0.1111111111111111,0.6,0.46551724137931033,,0.5,,0.3103448275862069,0.05,0.09090909090909091,15.019762845849803,0.14864864864864866,0.28888888888888886,,0.20168067226890757,0.07476635514018691,,0.16,0.2608695652173913,0.2972972972972973,0.3793103448275862,0.8181818181818182,0.9,0.5555555555555556,0.10344827586206896,0.13793103448275862,0.1724137931034483,0.2,0.2,1.0,,,0.6896551724137931,0.2,0.5107258620689655,,0.06666666666666667,0.09523809523809523,,8.309999999999999,24.466666666666665,0.13537117903930132,4.0,6.0,2.0,1.0,6.0,1.0,4.0,6.0,1.0,8.0,6.0,1.0,2.0,8.0,3.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,2.0,8.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,4.0,4.0,8.0,7.0,1.0,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.5,0.6,0.1095890410958904,0.2,0.13793103448275862,0.038461538461538464,0.25,0.06666666666666667,0.875,0.6666666666666666,0.6666666666666666,0.5,0.20689655172413793,0.16666666666666666,0.16666666666666666,1.0,0.8571428571428571,0.6666666666666666,0.25,0.14285714285714285,0.58485,0.25806451612903225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
202687,1610612753,Bismack Biyombo,Bismack Biyombo,202687,ORL,7505.0,125,-43,245,250,28,13,30.0,495,6.0,12.0,10.0,,,,,,11.0,24.0,,,9.0,31.0,266.0,,,7.0,16.0,6.0,,,,4.0,2.0,2.0,4.0,1.0,,1.0,10.0,2.0,8.0,19.0,28.0,6.0,34.0,1.0,,11.0,17.0,22.0,17.0,1.0,6.0,7.0,28,0.7272727272727273,0.8888888888888888,,,,,0.4583333333333333,0.4583333333333333,0.5,0.484375,0.5,,0.16666666666666666,0.3333333333333333,14.94661921708185,0.21348314606741572,0.21621621621621623,0.047619047619047616,0.21428571428571427,0.03787878787878788,,0.3333333333333333,0.1111111111111111,0.1875,0.5,0.5,0.75,0.6666666666666666,0.4166666666666667,,,,,,,,0.5,,0.4954416666666667,0.6685,0.20689655172413793,0.20689655172413793,0.22580645161290322,5.079166666666666,,0.11428571428571428,3.0,3.0,4.0,1.0,2.0,,4.0,4.0,,11.0,4.0,1.0,1.0,3.0,1.0,,1.0,4.0,3.0,6.0,1.0,,,10.0,2.0,,,1.0,1.0,2.0,3.0,15.0,10.0,3.0,15.0,7.0,,1.0,1.0,0.9166666666666666,0.4,0.25,0.03333333333333333,,0.04878048780487805,0.1875,0.4,,0.4666666666666667,0.4,0.4,0.75,0.08333333333333333,0.5,0.5,1.0,0.75,1.0,0.3333333333333333,,0.4354,0.3548387096774194,1.0,2.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.5,0.07692307692307693,0.037037037037037035,0.2222222222222222,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
202714,1610612753,Shelvin Mack,Shelvin Mack,202714,ORL,8515.0,142,-50,283,288,35,34,25.0,571,6.0,8.0,16.0,2.0,2.0,10.0,,3.0,14.0,31.0,3.0,12.0,5.0,42.0,323.0,,3.0,,4.0,24.0,6.0,10.0,2.0,1.0,20.0,12.0,32.0,9.0,7.0,7.0,76.0,,3.0,6.0,9.0,2.0,11.0,4.0,1.0,3.0,8.0,7.0,7.0,,1.0,,35,0.14285714285714285,0.16666666666666666,0.6666666666666666,0.25,,0.25,0.45161290322580644,0.43023255813953487,,0.4666666666666667,,0.27906976744186046,0.03225806451612903,0.125,16.720257234726688,0.06521739130434782,0.06666666666666667,,0.06569343065693431,0.013422818791946308,,0.058823529411764705,0.13043478260869565,0.08571428571428572,0.18604651162790697,0.75,0.8571428571428571,0.16666666666666666,0.37209302325581395,0.046511627906976744,0.23255813953488372,0.2,0.2,0.5,0.6,,0.46511627906976744,0.2,0.46806511627906977,0.39222,0.044444444444444446,0.03125,,9.064516129032258,25.258333333333336,0.12367491166077739,2.0,2.0,6.0,2.0,7.0,,2.0,2.0,,4.0,4.0,3.0,6.0,2.0,,,3.0,4.0,4.0,3.0,,,,7.0,,1.0,,1.0,2.0,,,2.0,2.0,,2.0,,,1.0,1.0,1.0,0.5714285714285714,,0.021505376344086023,0.034482758620689655,,0.02857142857142857,,,,0.375,0.375,0.16666666666666666,0.16279069767441862,0.2857142857142857,0.2857142857142857,,1.0,1.0,,,0.5114000000000001,0.09523809523809523,,,,,2.0,,,2.0,1.0,,,,,,,0.037037037037037035,,,,1.0,3.0,1.0,2.0,1.0,0.5,0.5,1.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
203082,1610612753,Terrence Ross,Terrence Ross,203082,ORL,36023.0,600,-45,1251,1257,213,226,108.0,2508,20.0,28.0,34.0,21.0,19.0,72.0,6.0,18.0,46.0,99.0,30.0,93.0,27.0,209.0,1376.0,8.0,21.0,36.0,62.0,30.0,78.0,70.0,19.0,6.0,25.0,13.0,38.0,10.0,15.0,3.0,89.0,5.0,26.0,34.0,62.0,10.0,72.0,27.0,23.0,20.0,45.0,27.0,36.0,4.0,11.0,33.0,211,0.6739130434782609,0.6888888888888889,0.8666666666666667,0.3225806451612903,0.38095238095238093,0.32967032967032966,0.46464646464646464,0.4739583333333333,0.4375,0.5072815533980582,0.5,0.484375,0.06060606060606061,0.14285714285714285,17.078488372093023,0.08673469387755102,0.13471502590673576,0.02109704641350211,0.10256410256410256,0.01697792869269949,0.020833333333333332,0.05806451612903226,0.1346153846153846,0.13815789473684212,0.14583333333333334,0.7142857142857143,0.8333333333333334,0.6,0.17708333333333334,0.109375,0.375,0.2638888888888889,0.2714285714285714,0.7894736842105263,0.5625,0.3333333333333333,0.6302083333333334,0.2714285714285714,0.5097704787234043,0.49766724137931034,0.06930693069306931,0.10377358490566038,0.1722488038277512,10.795959595959596,26.081720430107527,0.17026378896882494,3.0,4.0,10.0,16.0,37.0,4.0,4.0,8.0,7.0,19.0,2.0,3.0,7.0,5.0,2.0,1.0,4.0,15.0,13.0,14.0,2.0,3.0,2.0,29.0,1.0,6.0,,,,1.0,4.0,10.0,3.0,5.0,11.0,8.0,1.0,0.5,0.5666666666666667,0.59375,0.5172413793103449,0.07692307692307693,0.014204545454545454,0.020202020202020204,0.0064516129032258064,0.08270676691729323,0.12195121951219512,0.009708737864077669,0.7272727272727273,0.29411764705882354,0.3125,0.5,0.19270833333333334,0.43243243243243246,0.43243243243243246,0.875,0.26666666666666666,0.75,0.3333333333333333,0.26666666666666666,0.5462333333333333,0.09090909090909091,1.0,2.0,2.0,2.0,11.0,8.0,,7.0,1.0,,2.0,,2.0,0.18181818181818182,,0.02040816326530612,0.022222222222222223,0.0625,0.5,11.0,12.0,2.0,1.0,3.0,0.5238095238095238,0.55,1.0,0.03125,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,0.42857142857142855,0.03225806451612903,0.058823529411764705,0.047619047619047616,0.027777777777777776,0.5,1.0,0.2,0.3333333333333333,1.0,0.09375,0.6666666666666666,,,,True,,,
203613,1610612753,Jonathon Simmons,Jonathon Simmons,203613,ORL,10445.0,174,-15,352,360,60,71,34.0,712,14.0,28.0,26.0,4.0,4.0,14.0,2.0,3.0,27.0,66.0,5.0,18.0,13.0,82.0,375.0,3.0,4.0,21.0,18.0,36.0,15.0,14.0,4.0,8.0,4.0,5.0,9.0,4.0,3.0,1.0,23.0,2.0,2.0,6.0,8.0,6.0,14.0,6.0,3.0,4.0,14.0,26.0,22.0,5.0,13.0,21.0,59,0.3333333333333333,0.3333333333333333,1.0,0.2777777777777778,0.75,0.2777777777777778,0.4090909090909091,0.4107142857142857,0.7083333333333334,0.44565217391304346,0.75,0.21428571428571427,0.12121212121212122,0.14285714285714285,26.448362720403022,0.058823529411764705,0.03333333333333333,0.031746031746031744,0.04938271604938271,0.034482758620689655,0.038461538461538464,0.05714285714285714,0.03225806451612903,0.02040816326530612,0.3333333333333333,0.5,0.5833333333333334,0.2857142857142857,0.30952380952380953,0.047619047619047616,0.16666666666666666,0.2857142857142857,0.2857142857142857,1.0,0.25,0.6666666666666666,0.5476190476190477,0.2857142857142857,0.48188630952380956,0.48918750000000005,0.14130434782608695,0.17567567567567569,0.25609756097560976,7.277272727272728,25.361111111111107,0.17045454545454544,1.0,5.0,10.0,3.0,12.0,,3.0,8.0,1.0,6.0,,1.0,,4.0,,2.0,3.0,8.0,1.0,5.0,7.0,,1.0,13.0,2.0,3.0,1.0,,1.0,,,,,,,,,0.375,0.3333333333333333,0.3333333333333333,0.6153846153846154,,0.036036036036036036,0.0625,0.03773584905660377,0.08333333333333333,0.09090909090909091,0.045454545454545456,,0.38461538461538464,0.43478260869565216,0.3,0.14285714285714285,0.25,0.2727272727272727,0.6666666666666666,0.5555555555555556,0.2,,,0.5802285714285714,0.07317073170731707,2.0,4.0,,4.0,8.0,4.0,,3.0,,,,,,0.5,,,,0.3333333333333333,0.5,1.0,,3.0,1.0,,0.25,0.25,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,,,0.11538461538461539,,,,,0.1111111111111111,,,0.08333333333333333,1.0,1.0,0.08333333333333333,,True,,,
1628503,1610612753,Jamel Artis,Jamel Artis,1628503,ORL,915.0,15,-28,31,30,18,12,,61,,,1.0,,,,,,1.0,2.0,,,,2.0,42.0,,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,2.0,3.0,,,,,2.0,18,1.0,1.0,,,,,0.5,0.5,1.0,0.5,1.0,,,,9.67741935483871,0.2222222222222222,,,0.13333333333333333,,,,0.2,,,,,,0.5,,,,,,,,,,0.43515,0.4109,,,1.0,13.0,,0.5806451612903226,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628681,1610612753,Rodney Purvis,Rodney Purvis,1628681,ORL,395.0,7,-5,14,13,8,7,,27,,,,1.0,,,,,,1.0,,1.0,,,14.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,3.0,,1.0,1.0,2.0,,2.0,,,,1.0,,,,,,8,,,,,,,,,,,,0.5,,,14.285714285714285,0.16666666666666666,0.25,,0.2,,,0.5,,0.3333333333333333,,,,,,0.5,,,,,,,0.5,,0.4589,0.4659,,,,18.3,22.7,0.5714285714285714,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,True,,,
203920,1610612753,Khem Birch,Khem Birch,203920,ORL,973.0,16,-8,32,29,10,8,,61,,,,,,,,,,,,,1.0,1.0,37.0,,,1.0,,,,,,,,,,,,,,,2.0,2.0,4.0,,4.0,,,,1.0,2.0,2.0,,1.0,1.0,10,,,,,,,,,,0.5,0.5,,,,6.0606060606060606,0.13333333333333333,0.25,,0.17391304347826086,,,0.16666666666666666,,0.14285714285714285,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.3125,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201167,1610612753,Arron Afflalo,Arron Afflalo,201167,ORL,1928.0,32,-11,67,66,5,14,6.0,133,,,2.0,3.0,,,,,2.0,5.0,1.0,3.0,,7.0,65.0,,,,2.0,2.0,3.0,,,,,2.0,2.0,2.0,,,6.0,,1.0,2.0,4.0,,4.0,1.0,1.0,2.0,4.0,,,,,,5,0.5,0.5,1.0,0.3333333333333333,,0.3333333333333333,0.4,0.4375,,0.4375,,0.375,,,12.32876712328767,0.0625,0.16666666666666666,,0.07894736842105263,,,0.11764705882352941,,0.16666666666666666,,,,,0.25,0.375,,,,,,,0.375,,0.4566875,0.3981,,,,14.3,22.433333333333334,0.07462686567164178,,,1.0,1.0,3.0,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,0.2,,,,,,,1.0,0.5,0.5,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,0.3333333333333333,0.5,1.0,,,,,,,,,1.0,,,,1.0,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,True,,,
