EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,FG2M,FG2A,FG3M,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,DefTwoPtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg2ptShotDistance,OffThreePtRebounds,OffRebounds,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,HeaveAttempts,OffTwoPtRebounds,LiveBallTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,LostBallSteals,LostBallOutOfBoundsTurnovers,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SelfOReb,SelfORebPct,FtPoints,PenaltyArc3FGM,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,OffensiveGoaltends,ShortMidRangePctAssisted,Travels,SecondChanceTurnovers,PenaltyFtPoints,Corner3Assists,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsPutbacks,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,BadPassTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedCorner3,DefensiveGoaltends,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations
101109,1610612760,Raymond Felton,Raymond Felton,101109,OKC,525.0,9,-11.0,14,16,7,2.0,4.0,30,1.0,1.0,1.0,18,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7,1.0,5.555555555555555,0.25,0.14285714285714285,1.0,1.0,1.0,1.0,0.43545,0.43545,25.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627772,1610612760,Daniel Hamilton,Daniel Hamilton,1627772,OKC,1663.0,28,-12.0,55,56,30,23.0,7.0,111,2.0,1.0,5.0,57,3.0,2.0,7.0,8.0,5.0,17.0,1.0,5.0,5.0,30,0.45454545454545453,20.967741935483872,0.0625,0.16666666666666666,,0.18181818181818182,0.16666666666666666,0.7272727272727273,0.5289090909090909,0.5466416666666666,24.880000000000003,0.5454545454545454,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,6.0,2.0,12.0,1.0,3.0,1.0,5.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.4,0.3333333333333333,0.4,0.5,0.3333333333333333,0.5454545454545454,0.4166666666666667,0.5454545454545454,0.4166666666666667,0.16666666666666666,0.5,0.2857142857142857,0.25,0.14285714285714285,0.6666666666666666,0.07692307692307693,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.18181818181818182,0.5,1.0,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.4166666666666667,6.533333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628390,1610612760,Terrance Ferguson,Terrance Ferguson,1628390,OKC,931.0,16,-10.0,31,31,24,15.0,4.0,62,3.0,2.0,3.0,34,2.0,3.0,,,,,,,1.0,24,0.75,11.428571428571429,,,,0.75,1.0,1.0,0.5932875,0.53715,25.400000000000002,0.7741935483870968,1.0,1.0,,,,,,,,,,,1.0,1.0,,2.0,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,0.25,,0.25,,,,,,,,,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,2.1,1.0,1.0,0.1111111111111111,0.0625,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203924,1610612760,Jerami Grant,Jerami Grant,203924,OKC,653.0,11,-7.0,20,21,9,3.0,4.0,41,1.0,1.0,1.0,21,1.0,,,,,,1.0,1.0,4.0,9,0.3333333333333333,16.666666666666668,0.16666666666666666,0.1,,0.3333333333333333,0.5,1.0,0.44084999999999996,0.5594,43.6,0.45,1.0,2.0,1.0,1.0,,,,,,,,,1.0,2.0,,2.0,1.0,1.0,,2.0,2.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,2.0,,1.0,1.0,,,,,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,,,,,,0.2,0.6666666666666666,0.5,1.0,1.0,,,,,,,,,,,0.5,1.0,,,,1.0,2.15,1.0,3.0,0.2,0.2727272727272727,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203962,1610612760,Josh Huestis,Josh Huestis,203962,OKC,508.0,8,-6.0,16,16,7,12.0,3.0,32,2.0,1.0,4.0,21,3.0,2.0,,,,,,,1.0,7,0.8,26.31578947368421,,,,0.4,0.25,0.8,0.46052,0.44923749999999996,24.375,0.4375,,,,,,,1.0,,2.0,,2.0,1.0,,1.0,1.0,3.0,,1.0,,,,,3.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,0.25,,0.25,,,0.3,,0.3,,,,,,,,,,,,,,,,0.2,0.4,,,,0.5,0.5,,,0.5,,0.5,,15.5,1.0,1.0,0.16666666666666666,0.1111111111111111,0.3333333333333333,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,0.5,0.75,0.75,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202331,1610612760,Paul George,Paul George,202331,OKC,426.0,7,-1.0,14,14,6,1.0,3.0,28,3.0,1.0,3.0,13,1.0,3.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,6,0.6,41.17647058823529,0.4,0.2857142857142857,,0.6,0.5,0.6,0.49112,0.476425,25.233333333333334,0.42857142857142855,,,,,,,2.0,,,,,1.0,,2.0,1.0,3.0,,1.0,,,,,,3.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,3.0,,,,,,0.3333333333333333,,0.3333333333333333,,,0.3,,0.25,,,,,,,,0.5,,,,,,,,0.4,,,,,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,17.65,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,1.0,2.0,1.0,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202335,1610612760,Patrick Patterson,Patrick Patterson,202335,OKC,220.0,4,-10.0,6,7,6,2.0,1.0,13,1.0,1.0,1.0,12,1.0,1.0,,,,,,,1.0,6,1.0,14.285714285714285,,,,1.0,1.0,1.0,0.5424,0.5424,25.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203500,1610612760,Steven Adams,Steven Adams,203500,OKC,212.0,4,-1.0,6,6,2,,2.0,12,,,,6,,,,,,,,,,2,,12.5,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203518,1610612760,Alex Abrines,Alex Abrines,203518,OKC,660.0,11,-10.0,22,23,15,3.0,1.0,45,2.0,2.0,2.0,23,2.0,2.0,,,,,,2.0,2.0,15,0.6666666666666666,13.043478260869565,,0.15384615384615385,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5077833333333334,0.5077833333333334,25.7,0.6818181818181818,,,,,,,1.0,,,,,1.0,,1.0,1.0,3.0,,1.0,1.0,3.0,,,3.0,,1.0,,,,,2.0,1.0,1.0,,,,,,1.0,,3.0,,,,1.0,0.5,0.5,0.5,,,0.5,0.5,0.5,0.5,,,0.2857142857142857,,0.2,1.0,,,,,,,,,0.3333333333333333,,,,,0.5,0.5,,,,,0.5,1.0,20.3,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,0.5,0.6765,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,865.0,14,,33,31,12,14.0,2.0,64,,,,30,,,,,,,1.0,3.0,4.0,12,,17.142857142857142,0.1,0.17647058823529413,,,,1.0,0.70495,0.70495,,0.36363636363636365,2.0,2.0,2.0,2.0,,,,,,,,,2.0,2.0,,5.0,2.0,2.0,,4.0,4.0,,,,,,,,,2.0,,,1.0,2.0,2.0,1.0,,,2.0,4.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.625,1.0,,,0.2857142857142857,,0.6666666666666666,,0.1,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,0.8,0.95,1.0,1.0,0.14285714285714285,0.08333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,0.5,0.5,,,1.0,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
