EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFtPoints,Offensive Fouls,SecondChanceArc3Frequency,LongMidRangeFGM,SecondChanceArc3FGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,SelfOReb,BlockingFouls,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedLongMidRange,Arc3PctBlocked,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Clear Path Fouls,on,BlockedCorner3
1626159,1610612748,Justise Winslow,Justise Winslow,1626159,MIA,21397.0,357.0,3.0,707.0,731.0,275.0,244.0,61.0,1438,18.0,31.0,4.0,6.0,5.0,11.0,5.0,20.0,5.0,7.0,15.0,1.0,2.0,3.0,8.0,4.0,11.0,1.0,2.0,23.0,56.0,11.0,26.0,14.0,93.0,776.0,4.0,8.0,1.0,2.0,11.0,5.0,16.0,4.0,10.0,6.0,28.0,24.0,22.0,33.0,4.0,11.0,4.0,8.0,20.0,14.0,34.0,10.0,4.0,15.0,3.0,2.0,82.0,3.0,8.0,1.0,32.0,30.0,4.0,66.0,12.0,78.0,8.0,6.0,2.0,8.0,2.0,4.0,7.0,2.0,4.0,1.0,1.0,15.0,1.0,1.0,16.0,32.0,2.0,20.0,1.0,2.0,24.0,2.0,10.0,3.0,9.0,6.0,3.0,9.0,5.0,1.0,28.0,269.0,4.0,3.0,0.5217391304347826,0.5714285714285714,1.0,0.4230769230769231,0.5,0.4,0.4230769230769231,0.4107142857142857,0.5,0.3125,0.4817073170731707,0.55,0.4230769230769231,0.5,0.55,0.45161290322580644,0.3170731707317073,0.14285714285714285,0.16129032258064516,0.15,13.828425096030731,0.5333333333333333,0.16,0.03333333333333333,0.14285714285714285,0.04371584699453552,0.19631901840490798,0.02459016393442623,0.16621983914209115,0.036065573770491806,0.046875,0.04,0.045454545454545456,0.02127659574468085,0.03571428571428571,0.11842105263157894,0.15151515151515152,0.17142857142857143,0.18181818181818182,0.23809523809523808,0.5555555555555556,0.3780487804878049,0.5806451612903226,0.6923076923076923,0.5,0.24390243902439024,0.25,0.29411764705882354,0.6,0.06097560975609756,0.18292682926829268,0.4666666666666667,0.4666666666666667,1.0,0.13414634146341464,0.36363636363636365,0.36363636363636365,1.0,0.6,0.6666666666666666,0.2,0.5,1.0,0.4230769230769231,0.45454545454545453,0.3076923076923077,0.375,0.07692307692307693,0.5,0.6951219512195121,0.36363636363636365,0.4956932926829267,0.5474666666666667,0.4902057692307692,0.1111111111111111,0.15625,0.11827956989247312,0.3010752688172043,5.316071428571432,24.161538461538463,0.38896746817538896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626175,1610612748,Jordan Mickey,Jordan Mickey,1626175,MIA,3972.0,66.0,11.0,132.0,134.0,7.0,25.0,16.0,266,11.0,16.0,1.0,3.0,,2.0,,2.0,,,1.0,,,,,,3.0,,,11.0,18.0,,4.0,2.0,24.0,138.0,1.0,3.0,,1.0,3.0,,2.0,,,,,20.0,2.0,,2.0,3.0,,1.0,,2.0,2.0,2.0,,,,,6.0,3.0,4.0,,5.0,10.0,3.0,18.0,7.0,25.0,1.0,1.0,,2.0,,2.0,3.0,,,,,5.0,1.0,,4.0,10.0,2.0,3.0,,1.0,5.0,1.0,3.0,,3.0,3.0,,3.0,2.0,1.0,,7.0,,,0.9090909090909091,1.0,,,,,,0.6111111111111112,0.3333333333333333,,0.5,0.25,,0.5,0.3,,0.18181818181818182,0.05555555555555555,,0.5,19.205298013245034,0.4,0.5,,0.22727272727272727,0.15384615384615385,0.3125,0.08823529411764706,0.25,0.11666666666666667,0.16666666666666666,0.2,0.1111111111111111,0.10714285714285714,,0.2,0.23076923076923078,0.2727272727272727,0.3,0.3333333333333333,0.6666666666666666,0.7272727272727273,0.6875,0.6875,0.9090909090909091,0.09090909090909091,,,,,0.045454545454545456,,,,0.13636363636363635,,,,0.75,0.3333333333333333,,,,1.0,,,,,,0.9090909090909091,,0.57815,0.5924833333333334,0.827,0.125,0.15,0.125,,2.1999999999999997,25.55,0.05303030303030303,1.0,1.0,3.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201609,1610612748,Goran Dragic,Goran Dragic,201609,MIA,79889.0,1331.0,52.0,2662.0,2658.0,677.0,736.0,266.0,5320,118.0,186.0,6.0,15.0,38.0,54.0,57.0,158.0,89.0,11.0,24.0,,1.0,2.0,5.0,52.0,132.0,15.0,37.0,213.0,433.0,63.0,156.0,127.0,742.0,2866.0,11.0,32.0,8.0,14.0,56.0,64.0,117.0,17.0,42.0,66.0,245.0,124.0,302.0,147.0,10.0,130.0,52.0,26.0,124.0,60.0,184.0,36.0,24.0,84.0,20.0,20.0,428.0,6.0,19.0,1.0,60.0,94.0,5.0,159.0,26.0,185.0,40.0,17.0,23.0,52.0,11.0,34.0,40.0,9.0,18.0,5.0,3.0,92.0,3.0,24.0,37.0,93.0,1.0,129.0,,6.0,150.0,12.0,52.0,25.0,5.0,3.0,2.0,5.0,3.0,,241.0,670.0,16.0,20.0,0.29107981220657275,0.2980769230769231,0.7777777777777778,0.40384615384615385,0.5714285714285714,0.40476190476190477,0.4090909090909091,0.49191685912240185,0.34375,0.5470085470085471,0.5220713073005093,0.5,0.5628930817610063,0.5633587786259542,0.5384615384615384,0.6295336787564767,0.26485568760611206,0.06004618937644342,0.08602150537634409,0.056962025316455694,25.041960389392415,0.5652173913043478,0.0625,0.015873015873015872,0.11393939393939394,0.026462395543175487,0.12987012987012986,0.012096774193548387,0.11965811965811966,0.02059308072487644,0.026415094339622643,0.03169014084507042,0.01775147928994083,0.010899182561307902,0.015503875968992248,0.10309278350515463,0.10364145658263306,0.15254237288135594,0.1307901907356948,0.12631578947368421,0.6,0.3157894736842105,0.6344086021505376,0.6941176470588235,0.3559322033898305,0.26825127334465193,0.36075949367088606,0.3825503355704698,0.24561403508771928,0.15110356536502548,0.04074702886247878,0.4583333333333333,0.4782608695652174,1.0,0.22410865874363328,0.3939393939393939,0.3939393939393939,0.7307692307692307,0.32608695652173914,0.4,0.021739130434782608,,,0.33962264150943394,0.7037037037037037,0.031446540880503145,0.4,0.23270440251572327,0.40540540540540543,0.5806451612903226,0.4,0.5081695059625212,0.478775,0.5016726114649682,0.08571428571428572,0.10993657505285412,0.07547169811320754,0.330188679245283,7.611547344110856,25.717948717948715,0.2543200601051841,13.0,10.0,4.0,0.2826086956521739,38.0,8.0,42.0,2.0,1.0,7.0,3.0,7.0,4.0,5.0,1.0,5.0,2.0,0.00641025641025641,0.011235955056179775,0.041666666666666664,0.024822695035460994,0.42696629213483145,0.4318181818181818,0.15789473684210525,0.16666666666666666,0.6153846153846154,0.625,0.012738853503184714,,,,,,,,,True,
201949,1610612748,James Johnson,James Johnson,201949,MIA,116600.0,1943.0,,3855.0,3873.0,985.0,1082.0,393.0,7728,181.0,266.0,15.0,27.0,43.0,71.0,46.0,105.0,58.0,24.0,73.0,2.0,2.0,2.0,11.0,33.0,112.0,13.0,32.0,252.0,429.0,57.0,185.0,113.0,788.0,4189.0,20.0,39.0,3.0,11.0,57.0,60.0,110.0,15.0,43.0,43.0,208.0,208.0,296.0,156.0,24.0,110.0,33.0,27.0,134.0,146.0,280.0,109.0,37.0,101.0,19.0,14.0,706.0,30.0,29.0,2.0,98.0,167.0,33.0,298.0,61.0,359.0,70.0,46.0,24.0,71.0,29.0,44.0,70.0,14.0,27.0,1.0,5.0,141.0,4.0,36.0,97.0,192.0,8.0,125.0,7.0,1.0,162.0,29.0,76.0,19.0,48.0,28.0,16.0,51.0,28.0,,203.0,976.0,21.0,12.0,0.4126984126984127,0.43333333333333335,0.9122807017543859,0.3081081081081081,0.2727272727272727,0.3488372093023256,0.3114754098360656,0.5874125874125874,0.5128205128205128,0.5454545454545454,0.5496742671009772,0.49,0.5392156862745098,0.5794117647058824,0.5181818181818182,0.574585635359116,0.30130293159609123,0.06293706293706294,0.07142857142857142,0.0761904761904762,19.053144581109304,0.5035460992907801,0.308411214953271,0.019417475728155338,0.14200680272108843,0.0283203125,0.14411764705882352,0.040268456375838924,0.1427801724137931,0.03335217637083098,0.03937007874015748,0.030534351145038167,0.008,0.04659498207885305,0.0213903743315508,0.11722488038277512,0.142570281124498,0.18076923076923077,0.15185185185185185,0.11428571428571428,0.5490196078431373,0.43322475570032576,0.6804511278195489,0.7327935222672065,0.46408839779005523,0.17100977198697068,0.4380952380952381,0.4742268041237113,0.2608695652173913,0.09446254071661238,0.11889250814332247,0.3287671232876712,0.3287671232876712,0.875,0.18241042345276873,0.29464285714285715,0.29464285714285715,0.9393939393939394,0.54,0.5555555555555556,0.04,1.0,1.0,0.46405228758169936,0.6056338028169014,0.0718954248366013,0.18181818181818182,0.20915032679738563,0.40625,0.7345276872964169,0.3,0.5237270424836602,0.5477625,0.5141513245033114,0.11649016641452345,0.15966386554621848,0.07233502538071065,0.2639593908629442,5.436829836829837,25.055135135135135,0.25551232166018156,9.0,8.0,8.0,0.18,25.0,1.0,15.0,2.0,,6.0,2.0,11.0,1.0,1.0,1.0,,1.0,,,,0.02247191011235955,0.43103448275862066,0.43103448275862066,0.32,0.13333333333333333,0.1111111111111111,1.0,0.005405405405405406,3.0,3.0,4.0,,,,,,True,
204020,1610612748,Tyler Johnson,Tyler Johnson,204020,MIA,62099.0,1035.0,-28.0,2058.0,2066.0,493.0,561.0,195.0,4124,40.0,69.0,1.0,3.0,7.0,15.0,17.0,39.0,59.0,23.0,57.0,2.0,4.0,5.0,9.0,43.0,114.0,10.0,24.0,79.0,167.0,66.0,171.0,40.0,396.0,2229.0,7.0,12.0,2.0,10.0,22.0,14.0,34.0,15.0,33.0,17.0,90.0,92.0,66.0,198.0,,113.0,43.0,17.0,46.0,38.0,84.0,26.0,12.0,36.0,6.0,4.0,206.0,6.0,6.0,1.0,51.0,64.0,2.0,117.0,13.0,130.0,24.0,18.0,6.0,29.0,5.0,22.0,12.0,2.0,7.0,1.0,2.0,41.0,5.0,7.0,52.0,83.0,4.0,59.0,2.0,2.0,49.0,4.0,15.0,8.0,19.0,10.0,9.0,20.0,10.0,1.0,88.0,491.0,8.0,7.0,0.5822784810126582,0.5822784810126582,1.0,0.38596491228070173,0.2,0.45454545454545453,0.38823529411764707,0.47305389221556887,0.5833333333333334,0.4117647058823529,0.5266272189349113,0.45454545454545453,0.5447761194029851,0.5448179271708683,0.45652173913043476,0.5866666666666667,0.5059171597633136,0.10179640718562874,0.14492753623188406,0.15384615384615385,17.364746945898776,0.7073170731707317,0.03773584905660377,0.02040816326530612,0.1038961038961039,0.01073345259391771,0.14285714285714285,0.015,0.11819116135662898,0.01251303441084463,0.009433962264150943,0.014218009478672985,0.007352941176470588,0.01718213058419244,0.009174311926605505,0.09259259259259259,0.08984375,0.14583333333333334,0.14878892733564014,0.11764705882352941,0.5,0.20414201183431951,0.5797101449275363,0.6779661016949152,0.725,0.11538461538461539,0.4358974358974359,0.5151515151515151,0.35294117647058826,0.17455621301775148,0.16863905325443787,0.40350877192982454,0.4107142857142857,1.0,0.33727810650887574,0.37719298245614036,0.3805309734513274,1.0,0.13636363636363635,0.3333333333333333,0.18181818181818182,0.5,1.0,0.22388059701492538,0.4666666666666667,0.13432835820895522,0.5555555555555556,0.3582089552238806,0.4166666666666667,0.7100591715976331,0.3805309734513274,0.525552818991098,0.4731911764705881,0.5200037313432836,0.04297994269340974,0.08426966292134831,0.05555555555555555,0.22727272727272727,9.361676646706583,25.074269005847952,0.23955296404275997,6.0,2.0,2.0,0.2727272727272727,22.0,,,1.0,2.0,1.0,4.0,,5.0,9.0,,8.0,,0.011695906432748537,0.01694915254237288,0.017543859649122806,0.005847953216374269,0.3728813559322034,0.3793103448275862,0.5,1.0,,,,1.0,1.0,,0.008771929824561403,,,,,True,
1626196,1610612748,Josh Richardson,Josh Richardson,1626196,MIA,78915.0,1315.0,-42.0,2608.0,2639.0,601.0,658.0,270.0,5247,59.0,102.0,4.0,8.0,11.0,17.0,28.0,77.0,76.0,15.0,39.0,,1.0,3.0,7.0,45.0,122.0,6.0,19.0,116.0,255.0,60.0,161.0,50.0,462.0,2849.0,8.0,17.0,3.0,11.0,28.0,24.0,44.0,9.0,26.0,23.0,98.0,104.0,128.0,171.0,6.0,120.0,45.0,18.0,65.0,38.0,103.0,24.0,14.0,46.0,11.0,8.0,244.0,16.0,16.0,,40.0,69.0,6.0,115.0,32.0,147.0,63.0,39.0,24.0,42.0,3.0,24.0,21.0,6.0,18.0,3.0,4.0,63.0,9.0,16.0,51.0,107.0,5.0,88.0,5.0,1.0,57.0,5.0,18.0,13.0,37.0,23.0,10.0,41.0,25.0,2.0,98.0,596.0,15.0,12.0,0.4482758620689655,0.46017699115044247,0.95,0.37267080745341613,0.2727272727272727,0.34615384615384615,0.37735849056603776,0.4549019607843137,0.47058823529411764,0.5454545454545454,0.4951923076923077,0.44642857142857145,0.5357142857142857,0.5214932126696833,0.4827586206896552,0.5833333333333334,0.3870192307692308,0.07058823529411765,0.0784313725490196,0.09090909090909091,17.30175077239959,0.6666666666666666,0.08571428571428572,,0.08414634146341464,0.022535211267605635,0.0898876404494382,0.03368421052631579,0.08616600790513834,0.0270042194092827,0.02459016393442623,0.017241379310344827,0.028409090909090908,0.03954802259887006,0.01652892561983471,0.07894736842105263,0.07250755287009064,0.11351351351351352,0.09221902017291066,0.08163265306122448,0.6097560975609756,0.24519230769230768,0.5784313725490197,0.6276595744680851,0.5423728813559322,0.18509615384615385,0.36363636363636365,0.4,0.17857142857142858,0.18269230769230768,0.09375,0.38461538461538464,0.38461538461538464,1.0,0.2932692307692308,0.36885245901639346,0.375,0.9333333333333333,0.2857142857142857,0.5,0.03571428571428571,,,0.24285714285714285,0.6470588235294118,0.1,0.42857142857142855,0.2714285714285714,0.3157894736842105,0.6322115384615384,0.375,0.5131730676328502,0.4898619047619047,0.5113433823529413,0.04195804195804196,0.06716417910447761,0.06060606060606061,0.21212121212121213,8.858823529411765,25.49192546583851,0.23044478527607362,10.0,3.0,1.0,0.35714285714285715,29.0,3.0,9.0,2.0,2.0,6.0,2.0,2.0,3.0,10.0,,1.0,,0.012422360248447204,0.039473684210526314,,0.027906976744186046,0.3815789473684211,0.3972602739726027,0.5172413793103449,0.25,0.3,0.6666666666666666,,4.0,4.0,4.0,0.01639344262295082,,,,,True,
1627855,1610612748,Okaro White,Okaro White,1627855,MIA,18.0,,-2.0,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627884,1610612748,Derrick Jones Jr.,Derrick Jones Jr.,1627884,MIA,7951.0,133.0,-11.0,254.0,256.0,29.0,52.0,34.0,510,6.0,12.0,4.0,6.0,1.0,3.0,2.0,5.0,,2.0,3.0,,,,,,4.0,,,8.0,17.0,2.0,7.0,6.0,28.0,268.0,4.0,7.0,,,8.0,1.0,4.0,,,,2.0,4.0,12.0,6.0,6.0,4.0,,2.0,2.0,1.0,3.0,,1.0,1.0,,1.0,7.0,4.0,7.0,,4.0,5.0,,9.0,11.0,20.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,2.0,,,9.0,14.0,1.0,8.0,,,11.0,1.0,6.0,,6.0,3.0,2.0,7.0,5.0,1.0,2.0,29.0,1.0,,0.25,0.4,1.0,0.2857142857142857,,,0.2857142857142857,0.47058823529411764,0.5714285714285714,0.25,0.4583333333333333,0.5714285714285714,0.25,0.4827586206896552,0.5714285714285714,0.25,0.2916666666666667,0.11764705882352941,,0.4,10.40268456375839,0.5,,,0.05747126436781609,0.08139534883720931,0.08333333333333333,0.07692307692307693,0.06666666666666667,0.07971014492753623,0.08823529411764706,0.08823529411764706,0.05555555555555555,0.07317073170731707,0.09090909090909091,0.03225806451612903,0.075,0.0625,0.05,0.25,0.7142857142857143,0.5,0.5,0.5,0.3333333333333333,0.20833333333333334,0.4,0.6666666666666666,,,0.125,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,,,,0.8571428571428571,0.6666666666666666,,,,0.75,0.3333333333333333,,,,,0.7916666666666666,,0.5621666666666667,0.6403399999999999,0.569225,0.20689655172413793,0.2727272727272727,0.2857142857142857,0.07142857142857142,3.1529411764705886,24.185714285714287,0.1141732283464567,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,0.08333333333333333,,,,,,,,1.0,1.0,1.0,,,,,,True,
202355,1610612748,Hassan Whiteside,Hassan Whiteside,202355,MIA,39755.0,663.0,-52.0,1309.0,1317.0,307.0,320.0,164.0,2626,107.0,149.0,34.0,56.0,21.0,28.0,42.0,112.0,31.0,,,,,,,1.0,1.0,,,159.0,292.0,1.0,1.0,74.0,395.0,1425.0,48.0,81.0,,,115.0,29.0,52.0,,,26.0,84.0,192.0,126.0,3.0,56.0,1.0,1.0,28.0,18.0,11.0,29.0,11.0,,7.0,6.0,5.0,69.0,24.0,71.0,,94.0,120.0,11.0,225.0,95.0,320.0,16.0,15.0,1.0,29.0,2.0,12.0,26.0,1.0,17.0,1.0,6.0,55.0,7.0,14.0,30.0,64.0,10.0,96.0,11.0,1.0,105.0,23.0,58.0,6.0,45.0,25.0,18.0,46.0,31.0,,83.0,302.0,6.0,5.0,0.6037735849056604,0.732824427480916,1.0,1.0,,,1.0,0.5445205479452054,0.5925925925925926,0.5576923076923077,0.5477815699658704,0.5925925925925926,0.5576923076923077,0.5913173652694611,0.625,0.6176470588235294,0.0034129692832764505,0.0958904109589041,0.10738255033557047,0.10714285714285714,25.830013280212484,0.5272727272727272,0.4074074074074074,,0.29055690072639223,0.16359447004608296,0.376,0.1111111111111111,0.32277526395173456,0.14615384615384616,0.21678321678321677,0.15463917525773196,0.10309278350515463,0.12658227848101267,0.06896551724137931,0.2153846153846154,0.3434343434343434,0.2823529411764706,0.3864734299516908,0.32558139534883723,0.6739130434782609,0.5085324232081911,0.7181208053691275,0.8045112781954887,0.5981308411214953,0.3822525597269625,0.375,0.42,0.5714285714285714,0.10580204778156997,,,,,0.0034129692832764505,1.0,1.0,1.0,0.691358024691358,0.6071428571428571,,,,0.5384615384615384,0.75,,,,,0.5119453924914675,1.0,0.4988655290102389,0.555095081967213,0.5206769230769231,0.17682926829268292,0.17737003058103976,0.2911392405063291,0.21265822784810126,5.915068493150685,27.8,0.2345301757066463,,19.0,9.0,,10.0,,,,,14.0,2.0,2.0,1.0,,,,,,,,0.13333333333333333,0.3225806451612903,0.3225806451612903,0.8,0.11764705882352941,,,,1.0,1.0,2.0,,1.0,3.0,1.0,,True,
1628389,1610612748,Bam Adebayo,Bam Adebayo,1628389,MIA,31720.0,529.0,-82.0,1040.0,1069.0,266.0,300.0,102.0,2109,71.0,101.0,19.0,31.0,22.0,31.0,2.0,27.0,3.0,,1.0,,1.0,,1.0,,,,,74.0,131.0,,1.0,54.0,202.0,1153.0,19.0,33.0,,1.0,49.0,23.0,36.0,,1.0,17.0,63.0,106.0,42.0,,22.0,,,9.0,8.0,16.0,24.0,13.0,3.0,3.0,,5.0,64.0,13.0,33.0,1.0,34.0,61.0,13.0,108.0,47.0,155.0,11.0,8.0,3.0,11.0,2.0,4.0,16.0,,7.0,,1.0,27.0,1.0,7.0,34.0,69.0,4.0,70.0,6.0,1.0,77.0,9.0,37.0,6.0,14.0,13.0,,16.0,8.0,3.0,63.0,265.0,9.0,6.0,0.7162162162162162,0.8412698412698413,,,,,,0.5648854961832062,0.5757575757575758,0.6388888888888888,0.5606060606060606,0.5588235294117647,0.6216216216216216,0.608433734939759,0.5833333333333334,0.65625,0.007575757575757576,0.06870229007633588,0.07920792079207921,0.037037037037037035,16.73894189071986,0.4074074074074074,0.48148148148148145,0.03225806451612903,0.190625,0.12043795620437957,0.1878453038674033,0.06372549019607843,0.18962075848303392,0.09623430962343096,0.2018348623853211,0.10476190476190476,,0.06962025316455696,0.043478260869565216,0.17692307692307693,0.19469026548672566,0.2077922077922078,0.2,0.14634146341463414,0.5,0.7651515151515151,0.7029702970297029,0.7634408602150538,0.704225352112676,0.20454545454545456,0.07407407407407407,0.07692307692307693,1.0,0.022727272727272728,0.007575757575757576,,,,,,,,0.9117647058823529,0.6129032258064516,0.029411764705882353,,,0.8378378378378378,0.7096774193548387,0.02702702702702703,,,,0.7727272727272727,,0.5805791666666665,0.640276923076923,0.619158108108108,0.23125,0.23270440251572327,0.24257425742574257,0.3118811881188119,2.944274809160305,22.2,0.25576923076923075,,11.0,6.0,,1.0,,,,,10.0,4.0,3.0,3.0,2.0,,,,,,,0.2127659574468085,0.3333333333333333,0.3333333333333333,1.0,0.2631578947368421,,,,2.0,2.0,1.0,,1.0,1.0,,,True,
