EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,BlockedAtRim,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,PtsUnassisted3s,LongMidRangeFGM,Corner3FGM,Corner3FGA,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,DefCorner3ReboundPct,BadPassOutOfBoundsTurnovers,ShortMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimAccuracy,Loose Ball Fouls,on,SecondChanceFtPoints,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,3SecondViolations,SecondChanceCorner3FGM,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,OffensiveGoaltends,HeaveMakes
1627215,1610612740,Walter Lemon Jr.,Walter Lemon Jr.,1627215,NOP,2106.0,35,-15,74,76,10.0,22.0,5.0,150,4.0,10.0,2.0,2.0,4.0,1.0,1.0,1.0,6.0,15.0,1.0,1.0,2.0,17.0,100,1.0,1.0,3.0,1.0,3.0,4.0,8.0,3.0,1.0,1.0,4.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,12.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,5.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,10.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.4,0.3333333333333333,0.46875,0.3333333333333333,0.5,0.375,0.0625,0.26666666666666666,0.3,0.25,26.923076923076923,0.25,0.1111111111111111,0.07692307692307693,0.3333333333333333,1.0,0.625,0.4,0.5714285714285714,0.5,0.25,0.5,0.6666666666666666,0.0625,0.0625,1.0,1.0,1.0,0.6666666666666666,0.6875,1.0,0.4858656250000001,0.2827,0.40123333333333333,0.11764705882352941,0.125,0.17647058823529413,4.38,25.0,0.13513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627767,1610612740,Cheick Diallo,Cheick Diallo,1627767,NOP,1655.0,28,-6,59,61,10.0,22.0,4.0,120,10.0,11.0,1.0,,1.0,1.0,,,10.0,13.0,,,1.0,21.0,75,2.0,,1.0,,,16.0,4.0,,,,1.0,1.0,,1.0,,,,1.0,2.0,6.0,10.0,11.0,1.0,,1.0,,2.0,,1.0,2.0,1.0,,3.0,,1.0,3.0,1.0,3.0,2.0,,10.0,,0.8,0.8888888888888888,,,,0.7692307692307693,,0.7692307692307693,,0.75,,,0.07692307692307693,0.09090909090909091,,25.806451612903228,0.5,0.35294117647058826,0.36,0.16666666666666666,0.6666666666666666,0.8461538461538461,0.9090909090909091,1.0,0.8,0.07692307692307693,,,0.07692307692307693,,,,,1.0,0.8461538461538461,,0.6293000000000001,0.76655,0.3055,0.07142857142857142,0.07142857142857142,,2.992307692307693,,0.1694915254237288,2.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.05263157894736842,0.375,0.047619047619047616,0.1111111111111111,0.4444444444444444,0.5,0.42857142857142855,1.0,1.0,0.5,0.19047619047619047,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200765,1610612740,Rajon Rondo,Rajon Rondo,200765,NOP,119.0,2,-2,4,4,,4.0,,8,,,,,,,1.0,1.0,,,1.0,1.0,,3.0,7,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.5,,1.5,,1.0,,,,25.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,0.5184,,,,,,,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202732,1610612740,DeAndre Liggins,DeAndre Liggins,202732,NOP,1129.0,19,-7,39,39,,12.0,2.0,78,,,,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,,13.0,56,,,,,,,4.0,9.0,2.0,2.0,,3.0,1.0,4.0,1.0,,3.0,,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.6666666666666666,,1.0833333333333333,,1.0833333333333333,,0.5,,,,14.634146341463415,,0.1111111111111111,0.07142857142857142,,,,,,,0.16666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,0.5,1.0,0.43529166666666663,,,,,,14.9,24.766666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,1.0,1.0,1.0,0.5,0.5,0.16666666666666666,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203546,1610612740,Ian Clark,Ian Clark,203546,NOP,2106.0,35,-15,74,76,10.0,22.0,5.0,150,3.0,4.0,,1.0,1.0,7.0,1.0,2.0,6.0,12.0,1.0,3.0,,15.0,100,,1.0,1.0,,2.0,2.0,10.0,,2.0,1.0,1.0,4.0,1.0,5.0,1.0,,4.0,,11.0,2.0,4.0,4.0,1.0,,,,1.0,,2.0,2.0,,,,,,,,,,2.0,10.0,,0.16666666666666666,0.16666666666666666,,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,1.0,0.5,1.0,0.2,0.08333333333333333,0.25,,20.51282051282051,1.0,0.1111111111111111,0.15384615384615385,0.16666666666666666,,0.26666666666666666,0.75,1.0,0.3333333333333333,0.06666666666666667,1.0,1.0,0.4666666666666667,0.13333333333333333,0.5,0.5,,,0.4666666666666667,0.5,0.4770766666666667,,0.4276,,,0.13333333333333333,12.274999999999999,25.066666666666666,0.13513513513513514,,,,,,,2.0,,,3.0,2.0,1.0,1.0,,,,,,,,,,0.25,,,0.1111111111111111,,0.14285714285714285,,,,,3.0,2.0,,1.0,0.2857142857142857,0.2857142857142857,0.06666666666666667,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202703,1610612740,Nikola Mirotic,Nikola Mirotic,202703,NOP,946.0,16,-7,32,34,3.0,4.0,1.0,66,1.0,2.0,,1.0,1.0,1.0,,1.0,2.0,4.0,,2.0,,4.0,40,,1.0,1.0,,2.0,4.0,,,1.0,,1.0,1.0,2.0,3.0,2.0,,1.0,,8.0,2.0,2.0,2.0,,,2.0,1.0,2.0,,1.0,4.0,,,,,,,,,,2.0,3.0,,1.0,1.0,,,,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.25,0.5,,24.242424242424242,,0.25,0.18181818181818182,,,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,,,,,0.6666666666666666,,0.5147416666666667,,0.374,,,0.5,9.1,24.15,0.09375,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.3333333333333333,,,,,,,,,1.0,,,0.16666666666666666,,,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203121,1610612740,Darius Miller,Darius Miller,203121,NOP,1987.0,33,-13,70,72,10.0,18.0,5.0,142,,,,,,1.0,2.0,4.0,,1.0,2.0,4.0,,6.0,93,,,,,,,,6.0,4.0,2.0,,2.0,,2.0,,,2.0,,4.0,,1.0,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,10.0,,,,1.0,0.5,0.5,,,0.6,,0.6,,0.8,,,,6.756756756756757,,,0.04,,,,,,,,,,0.2,0.8,0.5,0.5,1.0,,0.8,0.5,0.4673,,,,,,20.9,26.325,0.14285714285714285,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,0.125,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203076,1610612740,Anthony Davis,Anthony Davis,203076,NOP,360.0,6,-5,14,13,7.0,6.0,2.0,27,1.0,1.0,1.0,1.0,2.0,,,,2.0,3.0,,,2.0,6.0,21,,1.0,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,1.0,2.0,,1.0,,,,,2.0,7.0,,0.5,0.5,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.75,1.0,,,,,26.666666666666668,,,,,,0.3333333333333333,1.0,1.0,,0.6666666666666666,0.5,0.5,,,,,,1.0,0.3333333333333333,,0.4232666666666667,,0.4384,0.25,0.25,0.3333333333333333,7.533333333333334,,0.5,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201950,1610612740,Jrue Holiday,Jrue Holiday,201950,NOP,41.0,1,-2,1,2,,,1.0,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,1610612740,Emeka Okafor,Emeka Okafor,2731,NOP,81.0,1,-3,3,3,,,,6,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
