EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,DefThreePtRebounds,FTDefRebounds,DefensiveGoaltends,DefFTReboundPct,DefThreePtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PtsUnassisted2s,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,LiveBallTurnoverPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,LostBallSteals,Travels,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceTurnovers,SecondChanceArc3Frequency,PtsUnassisted3s,Corner3Assists,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceFtPoints,Loose Ball Fouls,OffCorner3ReboundPct,BlockedAtRim,Blocked3s,BlockedArc3,AtRimPctBlocked,OffShortMidRangeReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,BlockedShortMidRange,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,HeaveAttempts,Fg3aBlocked,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,3SecondViolations,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Charge Fouls,Clear Path Fouls,Technical Free Throw Trips,BlockedCorner3,Arc3PctBlocked,OffensiveGoaltends
1626173,1610612749,Rashad Vaughn,Rashad Vaughn,1626173,MIL,1859.0,31,-10.0,66,64,36.0,47.0,9.0,130,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,7.0,3.0,6.0,1.0,18.0,70,1.0,2.0,2.0,3.0,1.0,9.0,8.0,9.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,36.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.5,0.5714285714285714,0.5,0.6538461538461539,0.8,0.6428571428571429,0.75,0.46153846153846156,0.14285714285714285,0.3333333333333333,19.736842105263158,0.06666666666666667,0.06666666666666667,0.045454545454545456,0.037037037037037035,0.125,0.14285714285714285,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.23076923076923078,0.6666666666666666,1.0,1.0,0.07692307692307693,0.15384615384615385,1.0,1.0,1.0,0.3076923076923077,0.25,0.25,1.0,0.4,0.5,0.2,1.0,0.4,0.5,0.6923076923076923,0.25,0.5199846153846154,0.5725,0.07142857142857142,0.125,0.5,6.7857142857142865,24.96666666666667,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627748,1610612749,Thon Maker,Thon Maker,1627748,MIL,1600.0,27,-26.0,54,55,32.0,27.0,1.0,109,2.0,2.0,1.0,1.0,,,2.0,,1.0,,,,2.0,,,3.0,4.0,,3.0,,6.0,71,1.0,1.0,,,,2.0,6.0,,2.0,,,,,,,,,,4.0,7.0,,7.0,2.0,2.0,,,,,4.0,4.0,,,,,,,,2.0,32.0,1.0,1.0,,,,,0.75,1.0,0.42857142857142855,1.0,0.42857142857142855,1.0,0.42857142857142855,,,12.727272727272727,0.36363636363636365,,0.3157894736842105,,,0.3333333333333333,,0.2857142857142857,1.0,1.0,1.0,,,,,0.2857142857142857,0.14285714285714285,,,,0.2857142857142857,,,,1.0,1.0,,,,,0.7142857142857143,,0.5520214285714286,0.8814,,,0.3333333333333333,10.3,25.03333333333333,0.5925925925925926,1.0,2.0,1.0,1.0,0.5,0.25,0.3333333333333333,0.5,0.3333333333333333,0.2,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,1669.0,28,-17.0,56,58,26.0,18.0,,114,3.0,5.0,1.0,1.0,2.0,2.0,2.0,,,,,,3.0,,3.0,6.0,9.0,,3.0,3.0,15.0,64,2.0,3.0,,3.0,,4.0,4.0,,3.0,,,3.0,,3.0,,,6.0,,1.0,1.0,,1.0,2.0,2.0,,,2.0,1.0,,,2.0,4.0,2.0,,,,,4.0,26.0,0.3333333333333333,0.3333333333333333,,,,,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5357142857142857,0.3333333333333333,0.25,,,28.57142857142857,0.07142857142857142,,0.047619047619047616,,,0.2,,0.4166666666666667,0.6,0.6,0.6666666666666666,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,,,0.25,,,,0.16666666666666666,1.0,,,0.5,,0.6666666666666666,,0.48566250000000005,0.5085416666666667,0.14285714285714285,0.18181818181818182,0.26666666666666666,6.577777777777778,26.46666666666667,0.4642857142857143,1.0,,,,,,,,,,0.5,0.5,,8.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628391,1610612749,D.J. Wilson,D.J. Wilson,1628391,MIL,4262.0,71,-41.0,144,142,83.0,71.0,12.0,286,5.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,7.0,11.0,2.0,5.0,1.0,21.0,166,3.0,5.0,2.0,3.0,1.0,13.0,10.0,6.0,4.0,1.0,,3.0,,3.0,,2.0,6.0,1.0,3.0,8.0,2.0,10.0,3.0,2.0,,2.0,4.0,3.0,6.0,7.0,1.0,2.0,,1.0,1.0,1.0,1.0,13.0,83.0,0.7142857142857143,0.8333333333333334,1.0,0.4,0.6666666666666666,0.4,0.6363636363636364,0.6,0.625,0.75,0.6176470588235294,0.7222222222222222,0.3125,,,13.375796178343949,0.10344827586206896,0.02857142857142857,0.14893617021276595,0.031746031746031744,0.09090909090909091,0.07142857142857142,1.0,0.375,0.8333333333333334,0.8333333333333334,0.6,0.125,1.0,1.0,1.0,0.1875,0.0625,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.375,0.6666666666666666,0.125,1.0,0.25,0.5,0.6875,0.25,0.546875,0.56755,,,0.6190476190476191,7.2272727272727275,25.44,0.5763888888888888,,4.0,1.0,,0.3333333333333333,0.2222222222222222,0.09090909090909091,0.25,0.16666666666666666,0.3333333333333333,,,,4.0,,2.0,1.0,1.0,0.5,2.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.03571428571428571,0.041666666666666664,1.0,0.6666666666666666,0.6970000000000001,0.19047619047619047,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628425,1610612749,Sterling Brown,Sterling Brown,1628425,MIL,1622.0,27,-12.0,54,54,42.0,34.0,5.0,108,2.0,2.0,2.0,2.0,1.0,4.0,1.0,,,,,,2.0,,1.0,4.0,7.0,,2.0,,8.0,58,3.0,6.0,,1.0,,6.0,4.0,,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,3.0,4.0,1.0,5.0,2.0,2.0,,1.0,2.0,1.0,,,1.0,,,,,,,6.0,42.0,0.5,0.5,,,,,0.5714285714285714,0.5,0.4444444444444444,0.42857142857142855,0.4444444444444444,0.42857142857142855,0.2222222222222222,0.14285714285714285,0.25,18.333333333333336,0.375,,0.26666666666666666,0.04,,0.3333333333333333,,0.2222222222222222,1.0,1.0,1.0,0.4444444444444444,0.25,0.3333333333333333,,0.1111111111111111,,,,,0.2222222222222222,,,,0.2857142857142857,1.0,,,0.14285714285714285,,0.4444444444444444,,0.39499999999999996,0.3832785714285714,,,0.75,8.5,25.25,0.7777777777777778,1.0,1.0,,,,0.14285714285714285,1.0,,0.16666666666666666,,1.0,1.0,,4.0,,1.0,,1.0,0.5,,,1.0,1.0,2.0,,,1.0,,1.0,,,,1.0,0.5,0.5,0.1,0.1111111111111111,,,0.3298,0.25,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,1027.0,17,-7.0,36,34,19.0,4.0,,70,,,,,2.0,4.0,2.0,,,,,1.0,2.0,,,3.0,6.0,1.0,2.0,4.0,13.0,39,3.0,6.0,,,2.0,8.0,6.0,,2.0,1.0,,1.0,1.0,2.0,,1.0,5.0,,1.0,3.0,,3.0,,,,,,,,,3.0,4.0,2.0,,,,,8.0,19.0,1.0,1.0,,0.5,,0.5,0.5,0.5,0.5625,0.5,0.65,0.5714285714285714,0.25,,,27.77777777777778,0.1,,0.11764705882352941,,,,,,,,,0.5,0.5,0.5,1.0,0.25,,,,,0.25,0.5,0.5,,,,,,,,0.25,0.5,0.4442625,0.41095,0.2,0.25,0.6153846153846154,11.416666666666666,25.7,0.5277777777777778,1.0,1.0,1.0,,0.5,0.14285714285714285,0.2,,,0.25,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202732,1610612749,DeAndre Liggins,DeAndre Liggins,202732,MIL,1575.0,26,-14.0,55,51,16.0,32.0,3.0,106,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,8.0,60,1.0,1.0,1.0,1.0,,5.0,,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,5.0,,,,1.0,1.0,2.0,2.0,,1.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,,,,,5.0,16.0,,,1.0,0.5,1.0,0.5,1.0,1.0,0.875,1.25,1.0,1.25,0.5,,,13.333333333333334,,,,0.043478260869565216,,,,0.25,1.0,1.0,,0.25,1.0,1.0,,,0.25,,,,0.25,1.0,1.0,1.0,0.5,1.0,,,0.5,1.0,0.75,1.0,0.5058875,0.5748,0.25,0.5,0.625,5.15,24.5,0.2909090909090909,,,,,,,,,,,,,,4.0,,3.0,3.0,,0.75,,,,,,,,1.0,,1.0,,,,,,,0.09090909090909091,0.1111111111111111,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627762,1610612749,Joel Bolomboy,Joel Bolomboy,1627762,MIL,581.0,10,-9.0,21,19,6.0,13.0,2.0,40,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,3.0,18,1.0,1.0,,,,2.0,2.0,,1.0,,,,,,,,,,,,2.0,2.0,,,,,1.0,1.0,,1.0,2.0,4.0,2.0,,,,,2.0,6.0,1.0,1.0,,,,,1.0,1.0,0.5,1.0,0.375,1.0,0.5,,,21.73913043478261,,,,0.2222222222222222,,,,0.5,1.0,1.0,1.0,,,,,,,,,,0.5,,,,1.0,1.0,,,,,1.0,,0.752475,0.9495,0.5,0.6666666666666666,0.6666666666666666,0.6,25.4,0.2857142857142857,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,2.0,,,,,,,,0.25,0.2857142857142857,0.2,,,,0.3333333333333333,,,,,,,,,,1.0,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627780,1610612749,Gary Payton II,Gary Payton II,1627780,MIL,537.0,9,-9.0,19,17,7.0,14.0,2.0,36,,,,,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,2.0,,,20,,,,1.0,,,,,1.0,,,1.0,,1.0,,,2.0,,2.0,2.0,,2.0,,,,,1.0,,,1.0,,,,,,,,,7.0,,,,,,,,,,,,,0.6666666666666666,,,19.047619047619047,0.6666666666666666,,0.3333333333333333,,,1.0,,,,,,0.3333333333333333,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,1.0,,,,0.6666666666666666,,0.42855,0.6024,,,,10.3,24.5,0.3684210526315789,,,,,,,0.5,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612749,Jason Terry,Jason Terry,1891,MIL,719.0,12,-7.0,24,25,9.0,14.0,1.0,49,,,,,1.0,1.0,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,5.0,32,1.0,1.0,1.0,1.0,,5.0,,3.0,3.0,1.0,,2.0,,2.0,,1.0,4.0,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,5.0,9.0,,,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.625,1.25,0.625,1.25,0.75,,,16.666666666666668,,,,,,,1.0,,,,,0.25,1.0,1.0,,,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,1.0,0.75,0.3333333333333333,0.4172625,0.372075,,,1.0,11.2,24.7,0.375,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
