EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,Corner3Assists,ShortMidRangeAssists,SecondChanceTurnovers,Loose Ball Fouls Drawn,BlockingFoulsDrawn,HeaveAttempts,Fg3aBlocked,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,3SecondViolations,ThreePtShootingFoulsDrawnPct,Travels,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,BlockingFouls,OffensiveGoaltends,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Clear Path Fouls,Corner3PctBlocked
1626209,1610612753,Mario Hezonja,Mario Hezonja,1626209,ORL,8613.0,144,31,284,286,93.0,91,37.0,570,12.0,18.0,1.0,2.0,4.0,5.0,3.0,10.0,2.0,9.0,2.0,4.0,1.0,3.0,13.0,27.0,1.0,4.0,7.0,9.0,17.0,37,15.0,31.0,14.0,93.0,287,1.0,3.0,1.0,4.0,2.0,7.0,6.0,11.0,8.0,12.0,8.0,44.0,16.0,18.0,39.0,6.0,27.0,13.0,1.0,8.0,8.0,8.0,16.0,1.0,6.0,13.0,2.0,21.0,1.0,22.0,8.0,6.0,2.0,5.0,4.0,1.0,1.0,1.0,6.0,3.0,8.0,9,15.0,1.0,18.0,3.0,1.0,8.0,2.0,6.0,1.0,1.0,3.0,3.0,7.0,5.0,43.0,90.0,1.0,0.47058823529411764,0.47058823529411764,0.8666666666666667,0.4838709677419355,0.25,0.6666666666666666,0.4838709677419355,0.4594594594594595,0.3333333333333333,0.5454545454545454,0.5808823529411765,0.35714285714285715,0.782608695652174,0.6133333333333333,0.4375,0.7962962962962963,0.45588235294117646,0.02702702702702703,0.1,24.923076923076923,0.8333333333333334,0.2222222222222222,0.17105263157894737,0.09375,0.02040816326530612,0.1357142857142857,0.0070921985815602835,0.02857142857142857,0.08571428571428572,0.2857142857142857,0.2,0.08163265306122448,0.13333333333333333,0.7142857142857143,0.2647058823529412,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.14705882352941177,0.3,0.3333333333333333,0.3333333333333333,0.1323529411764706,0.2222222222222222,0.2222222222222222,0.058823529411764705,0.5,0.5,1.0,0.39705882352941174,0.48148148148148145,0.48148148148148145,0.8461538461538461,0.2857142857142857,0.5,0.5714285714285714,0.25,1.0,0.21739130434782608,0.8,0.13043478260869565,0.3333333333333333,0.391304347826087,0.7777777777777778,0.7205882352941176,0.48148148148148145,0.5053566176470587,0.526575,0.5037391304347826,0.1095890410958904,0.19047619047619047,0.07526881720430108,0.4731182795698925,8.013513513513516,25.90967741935484,0.3274647887323944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628411,1610612753,Wes Iwundu,Wes Iwundu,1628411,ORL,7322.0,122,16,242,243,81.0,84,38.0,485,11.0,19.0,2.0,5.0,4.0,6.0,3.0,6.0,2.0,3.0,,4.0,,,1.0,2.0,,,,,16.0,28,1.0,6.0,5.0,40.0,265,2.0,6.0,,,,4.0,6.0,9.0,,,1.0,13.0,20.0,12.0,3.0,,2.0,1.0,2.0,5.0,8.0,3.0,19.0,5.0,2.0,5.0,,7.0,11.0,18.0,3.0,2.0,1.0,,,4.0,1.0,,4.0,2.0,7.0,12,8.0,,9.0,1.0,,4.0,1.0,2.0,,,2.0,,2.0,2.0,13.0,80.0,1.0,0.625,0.7142857142857143,1.0,0.16666666666666666,,,0.16666666666666666,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.5147058823529411,0.3333333333333333,0.6666666666666666,0.5263157894736842,0.2857142857142857,0.65,0.17647058823529413,0.07142857142857142,,14.788732394366198,,,0.08196721311475409,0.041666666666666664,0.13157894736842105,0.06422018348623854,0.09243697478991597,0.13793103448275862,0.11538461538461539,,0.10526315789473684,0.05,,1.0,0.5588235294117647,0.5789473684210527,0.6470588235294118,0.6363636363636364,0.17647058823529413,0.5,0.5,0.3333333333333333,0.08823529411764706,0.6666666666666666,0.6666666666666666,0.11764705882352941,,,,0.058823529411764705,0.5,0.5,1.0,0.8333333333333334,0.4,,,,0.6666666666666666,0.6666666666666666,,,,,0.7352941176470589,0.5,0.5566941176470589,0.6469499999999999,0.5313888888888889,0.10810810810810811,0.12903225806451613,0.1,0.325,4.8,23.983333333333334,0.3347107438016529,4.0,3.0,3.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,0.10526315789473684,0.07407407407407407,0.13043478260869565,0.06451612903225806,0.037037037037037035,0.1111111111111111,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628503,1610612753,Jamel Artis,Jamel Artis,1628503,ORL,16740.0,279,-6,553,554,164.0,173,75.0,1107,9.0,15.0,,1.0,2.0,3.0,9.0,20.0,5.0,15.0,2.0,10.0,1.0,3.0,6.0,19.0,1.0,2.0,,5.0,23.0,50,8.0,29.0,7.0,77.0,590,2.0,6.0,1.0,2.0,2.0,9.0,6.0,13.0,1.0,8.0,3.0,18.0,32.0,14.0,21.0,3.0,19.0,6.0,3.0,7.0,18.0,5.0,47.0,1.0,12.0,20.0,2.0,34.0,4.0,38.0,2.0,2.0,,5.0,2.0,3.0,1.0,3.0,8.0,1.0,6.0,11,11.0,,12.0,2.0,,5.0,2.0,3.0,,,1.0,2.0,3.0,1.0,18.0,161.0,2.0,0.6956521739130435,0.7272727272727273,0.875,0.27586206896551724,0.5,0.125,0.27586206896551724,0.46,0.3333333333333333,0.46153846153846156,0.4430379746835443,0.4375,0.35714285714285715,0.4583333333333333,0.45,0.375,0.3670886075949367,0.06,0.05,14.442700156985872,0.625,0.14285714285714285,0.12578616352201258,0.11320754716981132,0.009708737864077669,0.12075471698113208,0.013937282229965157,0.012345679012345678,0.08955223880597014,0.16326530612244897,0.13953488372093023,0.0975609756097561,0.16666666666666666,0.3333333333333333,0.189873417721519,0.6,0.6923076923076923,0.8888888888888888,0.25316455696202533,0.45,0.47368421052631576,0.6666666666666666,0.189873417721519,0.3333333333333333,0.3333333333333333,0.12658227848101267,0.2,0.2,1.0,0.24050632911392406,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.125,,0.25,0.5,1.0,0.14285714285714285,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.23809523809523808,,0.5569620253164557,0.3157894736842105,0.4756683544303797,0.47117857142857134,0.4572761904761905,0.06097560975609756,0.09433962264150944,0.11688311688311688,0.23376623376623376,9.474,24.799999999999997,0.2965641952983725,2.0,11.0,8.0,,3.0,1.0,1.0,1.0,,1.0,0.13333333333333333,0.016304347826086956,,0.030303030303030304,0.016129032258064516,,0.022727272727272728,0.4,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628681,1610612753,Rodney Purvis,Rodney Purvis,1628681,ORL,7428.0,124,23,250,250,75.0,88,29.0,500,5.0,10.0,,1.0,1.0,1.0,4.0,6.0,2.0,19.0,2.0,7.0,2.0,4.0,3.0,13.0,1.0,2.0,1.0,4.0,11.0,35,5.0,20.0,8.0,45.0,247,,4.0,1.0,2.0,,3.0,2.0,3.0,3.0,8.0,7.0,20.0,12.0,10.0,12.0,3.0,12.0,3.0,1.0,8.0,13.0,6.0,31.0,,6.0,9.0,,15.0,1.0,16.0,,,,,,3.0,1.0,,3.0,,6.0,10,7.0,,10.0,,,2.0,3.0,1.0,,,,1.0,1.0,1.0,18.0,73.0,1.0,0.5454545454545454,0.5454545454545454,0.8,0.25,0.5,0.375,0.2631578947368421,0.3142857142857143,,0.6666666666666666,0.33636363636363636,0.25,0.5909090909090909,0.375,0.25,0.6666666666666666,0.36363636363636365,0.02857142857142857,,22.183098591549296,,,0.1111111111111111,0.13043478260869565,,0.11811023622047244,0.007936507936507936,,0.07692307692307693,0.13636363636363635,0.15,0.17647058823529413,,1.0,0.18181818181818182,0.5,0.5555555555555556,0.8,0.10909090909090909,0.6666666666666666,0.6666666666666666,0.5,0.34545454545454546,0.10526315789473684,0.10526315789473684,0.12727272727272726,0.2857142857142857,0.2857142857142857,1.0,0.23636363636363636,0.23076923076923078,0.25,0.6666666666666666,0.16666666666666666,,0.3333333333333333,0.5,1.0,0.09090909090909091,1.0,0.36363636363636365,0.5,0.36363636363636365,0.25,0.5454545454545454,0.25,0.49767407407407405,0.43842,0.536455,0.03508771929824561,0.05405405405405406,0.06666666666666667,0.4444444444444444,12.174285714285716,26.294999999999998,0.3,,5.0,3.0,,1.0,1.0,2.0,,,1.0,0.1,0.01282051282051282,,,0.034482758620689655,,0.02857142857142857,,2.0,2.0,,,,1.0,1.0,1.0,1.0,0.05,0.07692307692307693,,,,,,,,,,,,,,,True,,,,,,,,
203920,1610612753,Khem Birch,Khem Birch,203920,ORL,8513.0,142,33,281,284,87.0,97,32.0,565,20.0,25.0,7.0,9.0,6.0,7.0,2.0,10.0,1.0,2.0,,,,,,,,,,,23.0,37,,,20.0,66.0,280,8.0,11.0,,,3.0,19.0,8.0,12.0,,,10.0,26.0,32.0,14.0,,,,,1.0,7.0,10.0,3.0,23.0,6.0,11.0,20.0,5.0,36.0,17.0,53.0,4.0,2.0,2.0,1.0,,3.0,1.0,1.0,4.0,1.0,10.0,14,21.0,1.0,26.0,2.0,,13.0,1.0,6.0,,,5.0,1.0,6.0,4.0,26.0,84.0,1.0,0.6956521739130435,0.9411764705882353,,,,,,0.6216216216216216,0.7272727272727273,0.6666666666666666,0.6216216216216216,0.7272727272727273,0.6666666666666666,0.673469387755102,0.7916666666666666,0.7222222222222222,,0.02702702702702703,0.1,16.772151898734176,0.25,0.5555555555555556,0.2222222222222222,0.1896551724137931,0.12,0.20945945945945946,0.11940298507462686,0.15384615384615385,0.358974358974359,0.13333333333333333,0.09523809523809523,0.2,0.15384615384615385,0.6666666666666666,0.6756756756756757,0.8,0.8,0.65,0.2702702702702703,0.2,0.2222222222222222,1.0,0.05405405405405406,0.5,0.5,,,,,,,,,0.8181818181818182,0.7777777777777778,,,,0.5833333333333334,0.8571428571428571,,,,,0.6756756756756757,,0.5437513513513513,0.5699555555555554,0.5011916666666667,0.2708333333333333,0.2708333333333333,0.2878787878787879,0.3939393939393939,4.021621621621622,,0.3096085409252669,12.0,3.0,3.0,2.0,10.0,2.0,,1.0,1.0,,,0.11904761904761904,0.21739130434782608,0.08,0.08333333333333333,,0.15384615384615385,1.0,,2.0,1.0,5.0,,,,1.0,,,,1.0,1.0,0.08333333333333333,0.14285714285714285,,,,,,,,,,,True,,,,,,,,
201571,1610612753,D.J. Augustin,D.J. Augustin,201571,ORL,5154.0,86,-21,171,173,43.0,36,27.0,344,5.0,8.0,,1.0,1.0,1.0,1.0,5.0,3.0,3.0,,,,,6.0,15.0,,1.0,1.0,3.0,9.0,16,6.0,15.0,9.0,45.0,192,,1.0,,1.0,,,1.0,2.0,1.0,3.0,6.0,11.0,6.0,12.0,9.0,9.0,15.0,6.0,1.0,7.0,8.0,5.0,17.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,,,3.0,,,1,10.0,1.0,10.0,1.0,,3.0,1.0,,,,,,,,11.0,43.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.4,,0.3333333333333333,0.4,0.5625,,0.5,0.5806451612903226,,0.5,0.6428571428571429,,0.6875,0.4838709677419355,0.0625,,18.627450980392158,0.6666666666666666,0.2,0.02,0.034482758620689655,0.02702702702702703,0.02531645569620253,0.019801980198019802,0.03333333333333333,,,0.07142857142857142,0.041666666666666664,,,0.25806451612903225,0.625,0.7142857142857143,0.4,0.16129032258064516,0.2,0.2,1.0,0.0967741935483871,1.0,1.0,,,,,0.4838709677419355,0.4,0.4,0.5,0.5,,0.5,,,0.2,1.0,,,0.6,0.3333333333333333,0.7419354838709677,0.4,0.48011774193548384,,0.51196,0.11764705882352941,0.16666666666666666,,0.24444444444444444,7.8687499999999995,25.66666666666667,0.25146198830409355,,1.0,1.0,2.0,1.0,,,,,1.0,0.125,0.015625,,0.038461538461538464,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,0.0625,,,,,,,,True,,,,,,,,
201578,1610612753,Marreese Speights,Marreese Speights,201578,ORL,1365.0,23,-5,45,46,14.0,14,6.0,91,1.0,1.0,,,1.0,1.0,,1.0,,2.0,,,,,2.0,7.0,,,1.0,2.0,1.0,4,2.0,7.0,2.0,10.0,61,,,,,,,1.0,1.0,1.0,2.0,,5.0,2.0,,6.0,,7.0,2.0,,1.0,2.0,1.0,5.0,,,3.0,,3.0,,3.0,,,,,,1.0,,,1.0,,,3,4.0,,7.0,,,2.0,,,,,,,,,5.0,14.0,,1.0,1.0,1.0,0.2857142857142857,,0.5,0.2857142857142857,0.25,,1.0,0.36363636363636365,,0.8333333333333334,0.35714285714285715,,0.8333333333333334,0.6363636363636364,,,29.41176470588235,,,0.23076923076923078,,,0.14285714285714285,,,,,0.42857142857142855,,,,0.09090909090909091,1.0,1.0,1.0,0.09090909090909091,,,,0.18181818181818182,,,,,,,0.6363636363636364,0.2857142857142857,0.2857142857142857,1.0,,,,,,0.3333333333333333,1.0,,,0.6666666666666666,0.5,0.7272727272727273,0.2857142857142857,0.47724090909090916,,0.4694833333333333,0.21428571428571427,0.3333333333333333,,0.5,11.9,26.171428571428574,0.3111111111111111,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,0.125,,,,,,,,True,,,,,,,,
202687,1610612753,Bismack Biyombo,Bismack Biyombo,202687,ORL,5968.0,99,-49,194,189,40.0,43,28.0,383,14.0,21.0,4.0,6.0,1.0,2.0,4.0,11.0,1.0,3.0,,,,,,,,,,,19.0,35,,,6.0,44.0,225,4.0,7.0,,,3.0,11.0,2.0,3.0,,,3.0,7.0,30.0,8.0,,,,,7.0,6.0,6.0,3.0,12.0,3.0,10.0,10.0,1.0,21.0,8.0,29.0,,,,2.0,1.0,1.0,,1.0,3.0,,9.0,11,14.0,1.0,11.0,1.0,,5.0,1.0,5.0,,,3.0,2.0,5.0,2.0,7.0,40.0,1.0,0.7894736842105263,0.8823529411764706,,,,,,0.5428571428571428,0.5714285714285714,0.6666666666666666,0.5428571428571428,0.5714285714285714,0.6666666666666666,0.55,0.55,0.7,,0.2,0.18181818181818182,19.11111111111111,0.6666666666666666,0.5,0.18181818181818182,0.3125,0.07317073170731707,0.22988505747126436,0.07079646017699115,0.06060606060606061,0.2222222222222222,0.07142857142857142,0.21428571428571427,0.3333333333333333,0.25,0.4,0.6,0.6666666666666666,0.875,0.8571428571428571,0.3142857142857143,0.36363636363636365,0.4444444444444444,0.5,0.08571428571428572,0.3333333333333333,0.3333333333333333,,,,,,,,,0.8571428571428571,0.6666666666666666,,,,0.6666666666666666,0.5,,,,,0.6,,0.5197571428571429,0.5264833333333333,0.5881666666666666,0.1282051282051282,0.1282051282051282,0.25,0.1590909090909091,4.945714285714286,,0.20618556701030927,4.0,,,2.0,5.0,,1.0,,,,0.23809523809523808,0.06944444444444445,0.05,0.12121212121212122,,0.125,,1.0,,1.0,,3.0,,,,,,,,,,,0.5,,,,,,,,,,,True,,,,,,,,
202696,1610612753,Nikola Vucevic,Nikola Vucevic,202696,ORL,2776.0,46,4,90,95,14.0,28,15.0,185,9.0,14.0,6.0,8.0,,,2.0,6.0,2.0,6.0,,,,,1.0,4.0,,,,,13.0,26,1.0,4.0,5.0,34.0,92,6.0,8.0,,,3.0,15.0,,1.0,,,,,6.0,20.0,3.0,,4.0,1.0,2.0,3.0,4.0,3.0,9.0,4.0,4.0,9.0,1.0,14.0,9.0,23.0,1.0,1.0,,3.0,2.0,1.0,,1.0,4.0,,5.0,5,4.0,,5.0,1.0,,3.0,,,,,,,,,,14.0,,0.23076923076923078,0.3333333333333333,1.0,0.25,,,0.25,0.5,0.75,,0.48333333333333334,0.75,,0.53125,0.8333333333333334,,0.13333333333333333,0.07692307692307693,0.16666666666666666,32.43243243243243,0.75,0.25,0.375,0.19047619047619047,0.23529411764705882,0.28888888888888886,0.17307692307692307,0.26666666666666666,0.2857142857142857,0.4166666666666667,0.4,0.2222222222222222,,,0.4666666666666667,0.6428571428571429,0.6923076923076923,0.1111111111111111,0.2,0.3333333333333333,0.4,0.5,0.2,0.3333333333333333,0.3333333333333333,,,,,0.13333333333333333,0.25,0.25,1.0,1.0,0.75,,,,,,,,,,0.6,0.25,0.5272316666666667,0.6263166666666667,0.403,0.09375,0.10714285714285714,0.4411764705882353,,6.8307692307692305,26.025000000000002,0.15555555555555556,8.0,1.0,1.0,,5.0,3.0,,,,,0.07142857142857142,0.14285714285714285,0.26666666666666666,0.09090909090909091,,,0.21428571428571427,0.5,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,
203940,1610612753,Adreian Payne,Adreian Payne,203940,ORL,1936.0,32,-1,64,64,35.0,24,11.0,128,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,4.0,1.0,1.0,,,1.0,2.0,,,1.0,1.0,4.0,6,2.0,3.0,5.0,19.0,70,2.0,2.0,,,2.0,6.0,2.0,3.0,1.0,1.0,4.0,11.0,6.0,2.0,6.0,,2.0,1.0,,,,,,1.0,4.0,2.0,,6.0,2.0,8.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,2.0,5,5.0,,6.0,,,1.0,2.0,,,,,,,,11.0,35.0,2.0,0.75,1.0,1.0,0.6666666666666666,,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.7777777777777778,1.0,0.875,0.7916666666666666,1.0,0.9166666666666666,0.3333333333333333,,,17.56756756756757,1.0,,0.15384615384615385,0.4444444444444444,0.1111111111111111,0.2727272727272727,0.0625,0.125,0.3333333333333333,0.3333333333333333,,0.5714285714285714,,,0.1111111111111111,1.0,1.0,,0.1111111111111111,1.0,1.0,1.0,0.4444444444444444,0.5,0.5,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.5,1.0,,,,,,,,0.25,1.0,0.4444444444444444,0.5,0.43251111111111107,0.40590000000000004,0.40893749999999995,0.1,0.14285714285714285,0.3157894736842105,0.5789473684210527,15.033333333333333,24.36666666666667,0.546875,2.0,,,,1.0,,,,,,,0.043478260869565216,,,0.1111111111111111,,,1.0,,,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,True,,,,,,,,
