EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChancePointsPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,DefensiveGoaltends,Blocked3s,BlockedCorner3,3SecondViolations,BlockedArc3,Defensive 3 Seconds Violations,on,Corner3PctBlocked,Clear Path Fouls
1626199,1610612759,Darrun Hilliard,Darrun Hilliard,1626199,SAS,3313.0,55,16.0,111,107,49,54,12,218,2,1.0,3.0,3.0,4.0,5.0,1.0,2.0,3.0,9,5.0,2.0,8.0,108,1.0,2.0,5.0,2.0,2.0,6.0,2.0,4.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,5,6,6,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1,1,1.0,2.0,1.0,6.0,49,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.21428571428571427,0.2857142857142857,0.26666666666666666,0.375,0.35714285714285715,0.2222222222222222,0.5,0.3333333333333333,14.634146341463415,0.3333333333333333,0.18518518518518517,0.043478260869565216,0.12,0.2857142857142857,0.3333333333333333,0.043478260869565216,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.75,0.75,0.3333333333333333,0.35714285714285715,1.0,0.14285714285714285,0.2857142857142857,0.5,0.44786785714285715,0.51375,0.43566428571428567,0.06666666666666667,0.1,0.75,11.133333333333333,25.340000000000003,0.44144144144144143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627749,1610612759,Dejounte Murray,Dejounte Murray,1627749,SAS,37150.0,619,120.0,1234,1239,360,248,158,2473,104,26.0,70.0,9.0,32.0,4.0,,,92.0,206,6.0,53.0,243.0,1205,,23.0,52.0,1.0,25.0,71.0,50.0,134.0,4.0,11.0,60.0,31.0,91.0,20.0,11.0,25.0,19.0,213.0,47.0,75,125,164,35.0,22.0,33.0,21.0,14.0,3.0,54.0,16.0,24,55,60.0,71.0,30.0,71.0,360,0.2717391304347826,0.29411764705882354,0.44660194174757284,0.4423076923076923,0.4481132075471698,0.4339622641509434,0.4979508196721312,0.5144927536231884,0.02830188679245283,0.05339805825242718,0.0673076923076923,0.04285714285714286,21.015514809590975,0.6111111111111112,0.1893939393939394,0.21658986175115208,0.19902120717781402,0.16025641025641027,0.23469387755102042,0.23353293413173654,0.49056603773584906,0.330188679245283,0.1509433962264151,0.28125,0.2903225806451613,0.1111111111111111,0.018867924528301886,,0.49056603773584906,,0.5188679245283019,0.5141004716981132,0.5570291666666666,0.5114103773584906,0.1276595744680851,0.13100436681222707,0.29218106995884774,6.699514563106796,24.649999999999995,0.2917341977309562,55.0,12.0,26.0,14.0,28.0,2.0,1.0,2.0,2.0,13.0,36.0,2.0,28.0,6.0,14.0,2.0,16.0,9.0,29.0,1.0,3.0,39.0,9.0,13.0,6.0,19.0,5.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,7.0,9.0,12.0,8.0,1.0,3.0,12.0,7.0,1.0,3.0,9.0,1.0,0.3333333333333333,0.3333333333333333,0.3611111111111111,0.3611111111111111,0.3783783783783784,0.03125,0.13043478260869565,0.02857142857142857,0.06807511737089202,0.054878048780487805,0.06440677966101695,0.12698412698412698,0.03867403314917127,0.05042016806722689,0.050359712230215826,0.08,0.19014084507042253,0.16,0.08653846153846154,0.5833333333333334,0.5288461538461539,0.5670103092783505,0.3090909090909091,0.4,0.417910447761194,0.25,0.009433962264150943,0.5,0.5,1.0,0.7222222222222222,0.46153846153846156,0.16666666666666666,0.5384615384615384,0.018867924528301886,0.5,0.11522633744855967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627854,1610612759,Bryn Forbes,Bryn Forbes,1627854,SAS,91009.0,1517,122.0,3017,3002,841,710,349,6019,45,15.0,101.0,49.0,123.0,182.0,16.0,42.0,120.0,269,228.0,48.0,555.0,3176,18.0,30.0,70.0,59.0,25.0,151.0,164.0,76.0,181.0,16.0,49.0,31.0,80.0,20.0,11.0,25.0,12.0,191.0,38.0,58,98,110,28.0,18.0,19.0,18.0,11.0,8.0,37.0,6.0,48,108,64.0,72.0,22.0,151.0,839,0.6833333333333333,0.6833333333333333,0.44609665427509293,0.42857142857142855,0.5100603621730382,0.4883720930232558,0.5276717557251909,0.5246478873239436,0.45875251509054327,0.05947955390334572,0.06666666666666667,0.07920792079207921,16.431924882629108,0.5135135135135135,0.06636155606407322,0.07335907335907337,0.06896551724137931,0.04854368932038835,0.07480314960629922,0.07673267326732673,0.09054325955734406,0.20321931589537223,0.24748490945674045,0.3983739837398374,0.4152542372881356,0.673469387755102,0.36619718309859156,0.41025641025641024,0.11627906976744186,0.32558139534883723,0.5492957746478874,0.48768790322580613,0.4699375,0.484064453125,0.05973025048169557,0.07746478873239436,0.27207207207207207,11.862453531598515,25.145175438596485,0.27875372886973815,25.0,,2.0,9.0,46.0,46.0,17.0,66.0,89.0,8.0,21.0,5.0,36.0,252.0,,66.0,12.0,5.0,6.0,1.0,2.0,12.0,2.0,10.0,,8.0,3.0,,4.0,1.0,,7.0,7.0,1.0,11.0,,7.0,5.0,2.0,1.0,,1.0,2.0,2.0,,10.0,3.0,0.9438202247191011,0.39035087719298245,0.3920704845814978,0.38095238095238093,0.3974358974358974,0.42857142857142855,0.04065040650406504,0.024390243902439025,0.012195121951219513,0.0062827225130890054,0.011061946902654867,0.007818052594171997,,0.005194805194805195,0.012861736334405145,0.013550135501355014,,0.07717041800643087,0.06140350877192982,0.007575757575757576,1.0,0.5555555555555556,0.5952380952380952,0.72,0.45544554455445546,0.4946236559139785,0.6739130434782609,0.0925553319919517,0.3626373626373626,0.3687150837988827,0.9242424242424242,0.05128205128205128,,,0.6,0.13178294573643412,0.36464088397790057,0.06486486486486487,23.0,1.0,2.0,9.0,4.0,13.0,5.0,22.0,15.0,1.0,3.0,2.0,2.0,9.0,0.2777777777777778,0.3728813559322034,0.013157894736842105,0.016483516483516484,0.5,0.5,1.0,0.05128205128205128,0.5,1.0,0.25,1.0,0.5294117647058824,0.30952380952380953,0.03829787234042553,,,,,,,,True,,
1627856,1610612759,Matt Costello,Matt Costello,1627856,SAS,1494.0,25,6.0,51,50,14,15,3,101,2,,,,,,,,2.0,2,,,4.0,54,,,,,,,4.0,,,,,2.0,2.0,2.0,,,,6.0,3.0,2,6,6,2.0,1.0,,,,,,,4,5,,,,,14,1.0,1.0,1.0,,1.0,,1.0,,,,,,3.7037037037037033,,0.2222222222222222,0.25,0.23809523809523808,0.3333333333333333,,0.375,1.0,,,,,,,,,,1.0,0.6213500000000001,,,,,,1.3,,0.27450980392156865,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,2.0,2.0,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,0.25,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202722,1610612759,Davis Bertans,Davis Bertans,202722,SAS,29511.0,492,55.0,998,979,350,311,97,1977,22,8.0,8.0,2.0,11.0,93.0,6.0,29.0,23.0,41,109.0,16.0,185.0,1000,7.0,11.0,15.0,35.0,5.0,69.0,36.0,10.0,93.0,3.0,23.0,9.0,32.0,7.0,2.0,15.0,5.0,73.0,18.0,41,62,70,14.0,11.0,16.0,5.0,2.0,1.0,21.0,5.0,20,45,26.0,20.0,5.0,69.0,349,0.782608695652174,0.8571428571428571,0.5609756097560976,0.7333333333333333,0.5633333333333334,0.64,0.5817610062893082,0.6509433962264151,0.7266666666666667,0.07317073170731707,0.09090909090909091,,16.260162601626014,0.7619047619047619,0.14909090909090908,0.10650887573964497,0.13288288288288289,0.13333333333333333,0.136986301369863,0.11627906976744186,0.14666666666666667,0.05333333333333334,0.07333333333333333,0.18181818181818182,0.2,0.5,0.62,0.5454545454545454,0.16,0.58,0.8733333333333333,0.5175516666666666,0.55181875,0.5130490000000001,0.044585987261146494,0.10869565217391304,0.372972972972973,7.441463414634147,25.644036697247707,0.35070140280561124,17.0,2.0,3.0,8.0,4.0,16.0,6.0,34.0,41.0,2.0,4.0,2.0,12.0,123.0,4.0,34.0,3.0,1.0,7.0,,3.0,8.0,1.0,3.0,1.0,14.0,2.0,,,3.0,,1.0,1.0,4.0,2.0,,,2.0,14.0,9.0,,5.0,14.0,7.0,,7.0,2.0,1.0,0.3761467889908257,0.3761467889908257,0.5,0.45454545454545453,0.5,0.09090909090909091,0.1,,0.025,0.00641025641025641,0.01834862385321101,0.013333333333333334,0.034482758620689655,0.02247191011235955,0.007518796992481203,,0.16964285714285715,0.075,0.012345679012345678,0.5,0.7727272727272727,0.85,0.8235294117647058,0.5,0.5,0.75,0.10666666666666667,0.3655913978494624,0.3655913978494624,1.0,0.2727272727272727,0.6666666666666666,,1.0,0.12,0.3655913978494624,0.06486486486486487,7.0,,1.0,3.0,2.0,11.0,2.0,14.0,,,,,,2.0,0.2857142857142857,0.4,,,0.4375,0.4375,1.0,0.09090909090909091,,,0.3333333333333333,1.0,0.5,0.3793103448275862,0.018018018018018018,1.0,2.0,,,,,,True,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,25244.0,421,26.0,837,824,306,275,98,1661,50,14.0,28.0,4.0,11.0,55.0,7.0,20.0,47.0,89,62.0,44.0,195.0,916,9.0,15.0,23.0,21.0,20.0,65.0,44.0,50.0,54.0,5.0,46.0,19.0,65.0,13.0,6.0,26.0,11.0,149.0,13.0,31,49,56,9.0,6.0,21.0,10.0,3.0,1.0,31.0,11.0,18,45,53.0,52.0,18.0,65.0,306,0.46808510638297873,0.4782608695652174,0.5280898876404494,0.6521739130434783,0.5,0.5113636363636364,0.5578034682080925,0.5625,0.4105960264900662,0.056179775280898875,0.08,0.03571428571428571,21.656050955414013,0.6774193548387096,0.11923076923076924,0.09701492537313433,0.1116751269035533,0.1,0.17045454545454544,0.11711711711711711,0.33112582781456956,0.18543046357615894,0.0728476821192053,0.36363636363636365,0.36363636363636365,0.5,0.36423841059602646,0.4117647058823529,0.3181818181818182,0.45454545454545453,0.7417218543046358,0.5174362416107382,0.5441499999999999,0.49566744186046524,0.11515151515151516,0.17647058823529413,0.3333333333333333,5.977528089887642,25.790322580645167,0.3655913978494624,31.0,4.0,6.0,8.0,12.0,7.0,1.0,16.0,19.0,4.0,8.0,1.0,21.0,48.0,2.0,16.0,9.0,3.0,4.0,,5.0,7.0,1.0,3.0,7.0,18.0,1.0,,3.0,3.0,,1.0,1.0,2.0,4.0,3.0,5.0,8.0,3.0,2.0,,1.0,4.0,1.0,,7.0,8.0,0.8421052631578947,0.3064516129032258,0.3114754098360656,0.5,0.5882352941176471,0.6176470588235294,,0.19230769230769232,,0.015873015873015872,0.023622047244094488,0.018469656992084433,,0.030927835051546393,0.0125,0.028846153846153848,,0.08695652173913043,,0.0136986301369863,0.25,0.62,0.6739130434782609,0.45161290322580644,0.42857142857142855,0.4444444444444444,0.5,0.046357615894039736,0.2909090909090909,0.2909090909090909,0.8125,0.35294117647058826,0.6666666666666666,0.5,0.5714285714285714,0.022727272727272728,0.2962962962962963,0.1076923076923077,3.0,1.0,2.0,,3.0,5.0,4.0,5.0,9.0,1.0,,,2.0,1.0,0.4444444444444444,0.23809523809523808,,,0.42857142857142855,0.42857142857142855,1.0,0.11764705882352941,0.5,1.0,0.42857142857142855,0.6666666666666666,,0.25,0.015873015873015872,4.0,,1.0,1.0,,,,True,,
200746,1610612759,LaMarcus Aldridge,LaMarcus Aldridge,200746,SAS,45582.0,760,110.0,1478,1463,341,240,174,2941,118,35.0,147.0,41.0,100.0,19.0,1.0,,186.0,365,20.0,111.0,507.0,1589,1.0,47.0,81.0,,36.0,130.0,178.0,194.0,19.0,15.0,28.0,20.0,48.0,17.0,3.0,12.0,4.0,116.0,38.0,76,124,211,10.0,7.0,13.0,19.0,8.0,2.0,32.0,8.0,31,53,101.0,127.0,54.0,130.0,339,0.478494623655914,0.5816993464052288,0.5095890410958904,0.5802469135802469,0.5142857142857142,0.5802469135802469,0.5730593607305936,0.6435643564356436,0.05194805194805195,0.0410958904109589,0.059322033898305086,0.05442176870748299,27.976190476190474,0.40625,0.16964285714285715,0.15510204081632653,0.1645021645021645,0.15333333333333332,0.20567375886524822,0.14893617021276595,0.3064935064935065,0.38181818181818183,0.2597402597402597,0.41,0.41,0.6829268292682927,0.04935064935064935,0.015625,0.43209876543209874,,0.35844155844155845,0.4645336363636364,0.5940040000000001,0.48446543209876536,0.12910798122065728,0.13333333333333333,0.2564102564102564,9.109315068493153,25.73,0.2307171853856563,84.0,34.0,46.0,26.0,61.0,1.0,,7.0,8.0,45.0,63.0,27.0,120.0,24.0,66.0,7.0,12.0,25.0,62.0,,10.0,87.0,8.0,3.0,3.0,5.0,5.0,,5.0,1.0,,2.0,5.0,5.0,,3.0,14.0,12.0,26.0,17.0,,9.0,26.0,19.0,,6.0,11.0,1.0,0.4,0.4,0.7142857142857143,0.7265625,0.7792207792207793,,0.2857142857142857,,0.12836438923395446,0.11312217194570136,0.12357954545454546,0.2109375,0.11827956989247312,0.07692307692307693,0.11475409836065574,0.10526315789473684,0.15286624203821655,0.17543859649122806,0.045714285714285714,0.7307692307692307,0.711864406779661,0.7567567567567568,0.5119047619047619,0.41496598639455784,0.43884892086330934,0.29508196721311475,0.0025974025974025974,0.3684210526315789,0.3684210526315789,1.0,0.71875,0.7391304347826086,0.058823529411764705,0.7428571428571429,,0.3684210526315789,0.23668639053254437,1.0,,,,1.0,,1.0,,,,,,6.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,0.047619047619047616,,1.0,,,2.0,,,True,,
2200,1610612759,Pau Gasol,Pau Gasol,2200,SAS,36908.0,615,-24.0,1213,1214,260,229,144,2427,85,23.0,60.0,19.0,53.0,19.0,,6.0,97.0,198,33.0,58.0,285.0,1305,,21.0,38.0,8.0,26.0,77.0,130.0,64.0,19.0,14.0,66.0,21.0,87.0,20.0,1.0,36.0,12.0,195.0,67.0,98,176,227,8.0,5.0,25.0,12.0,7.0,1.0,37.0,9.0,28,36,74.0,76.0,33.0,77.0,260,0.6701030927835051,0.7926829268292683,0.4898989898989899,0.5526315789473685,0.49134199134199136,0.5543478260869565,0.5377358490566038,0.6209677419354839,0.14285714285714285,0.0707070707070707,0.09411764705882353,0.1,22.076023391812868,0.6756756756756757,0.2613333333333333,0.3031674208144796,0.27684563758389263,0.2536231884057971,0.22935779816513763,0.29444444444444445,0.36796536796536794,0.2597402597402597,0.22943722943722944,0.3584905660377358,0.3584905660377358,0.9473684210526315,0.08225108225108226,,0.5,0.13043478260869565,0.5108225108225108,0.5028945887445888,0.6398,0.5587228260869566,0.12890625,0.14798206278026907,0.27017543859649124,8.135353535353536,24.62121212121212,0.21434460016488047,60.0,18.0,28.0,17.0,18.0,14.0,2.0,6.0,11.0,19.0,33.0,13.0,51.0,33.0,30.0,6.0,18.0,10.0,40.0,1.0,11.0,51.0,5.0,3.0,4.0,18.0,1.0,,3.0,3.0,3.0,3.0,,18.0,,1.0,8.0,9.0,21.0,17.0,,4.0,21.0,13.0,2.0,1.0,9.0,1.0,0.3333333333333333,0.3333333333333333,0.5757575757575758,0.5757575757575758,0.6071428571428571,,0.34375,0.030303030303030304,0.09523809523809523,0.05917159763313609,0.08488964346349745,0.14035087719298245,0.11515151515151516,0.03546099290780142,0.06201550387596899,0.05,0.296875,0.34146341463414637,0.04672897196261682,0.6190476190476191,0.7058823529411765,0.7792207792207793,0.6166666666666667,0.3,0.3333333333333333,0.5555555555555556,0.06060606060606061,0.3157894736842105,0.3157894736842105,1.0,0.8484848484848485,0.6428571428571429,0.1111111111111111,0.7391304347826086,0.043478260869565216,0.3157894736842105,0.17894736842105263,5.0,,,1.0,,2.0,,3.0,,,,,,,,0.375,,,0.35714285714285715,0.35714285714285715,1.0,,,,,,0.5,0.3333333333333333,,,,,,1.0,,,True,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,20279.0,338,-30.0,658,665,96,100,90,1323,18,2.0,12.0,3.0,8.0,36.0,4.0,5.0,15.0,38,55.0,9.0,102.0,735,7.0,2.0,4.0,6.0,3.0,16.0,20.0,10.0,36.0,2.0,18.0,2.0,20.0,,2.0,8.0,6.0,42.0,13.0,23,38,45,10.0,5.0,7.0,2.0,1.0,,9.0,1.0,11,20,11.0,10.0,,16.0,95,0.6666666666666666,0.7142857142857143,0.39473684210526316,0.5,0.5,0.65,0.5257731958762887,0.6666666666666666,0.5913978494623656,0.05263157894736842,,0.16666666666666666,13.892529488859765,0.7777777777777778,0.12105263157894737,0.10317460317460317,0.11392405063291139,0.0963855421686747,0.21951219512195122,0.11458333333333333,0.1935483870967742,0.12903225806451613,0.08602150537634409,0.375,0.375,0.6666666666666666,0.3870967741935484,0.3333333333333333,0.2,0.5,0.7849462365591398,0.5101559139784947,0.5645388888888889,0.49049,0.021052631578947368,,0.1568627450980392,6.557894736842105,24.97454545454546,0.1458966565349544,8.0,1.0,2.0,1.0,4.0,19.0,1.0,13.0,21.0,1.0,5.0,,8.0,63.0,2.0,13.0,4.0,5.0,2.0,,2.0,7.0,1.0,5.0,2.0,6.0,,,,,,3.0,,1.0,3.0,1.0,,2.0,18.0,13.0,,5.0,20.0,13.0,,,2.0,1.0,0.38181818181818183,0.38181818181818183,0.2,0.3333333333333333,0.3333333333333333,,0.125,,0.008403361344537815,0.04672897196261682,0.020289855072463767,,,0.03076923076923077,0.046511627906976744,0.047619047619047616,0.09090909090909091,0.06666666666666667,0.018867924528301886,0.65,0.4444444444444444,0.4444444444444444,0.75,0.3333333333333333,0.4,0.5,0.20430107526881722,0.3611111111111111,0.37142857142857144,1.0,0.16666666666666666,0.5,,0.5,0.1,0.3611111111111111,0.0784313725490196,8.0,,3.0,,2.0,3.0,2.0,3.0,,,1.0,,,2.0,0.2857142857142857,0.5,0.01818181818181818,0.027777777777777776,0.42105263157894735,0.42105263157894735,1.0,0.25,,,0.5,1.0,,0.6,0.03508771929824561,1.0,1.0,2.0,2.0,,,,True,,
203530,1610612759,Joffrey Lauvergne,Joffrey Lauvergne,203530,SAS,17570.0,293,,594,596,200,198,70,1190,53,15.0,40.0,1.0,2.0,2.0,,1.0,52.0,95,5.0,17.0,121.0,620,,13.0,24.0,3.0,9.0,35.0,56.0,48.0,,12.0,17.0,8.0,25.0,5.0,3.0,10.0,4.0,58.0,23.0,33,64,99,5.0,4.0,5.0,10.0,3.0,,15.0,6.0,11,21,23.0,29.0,11.0,35.0,200,0.5384615384615384,0.7567567567567568,0.5473684210526316,0.5416666666666666,0.52,0.48148148148148145,0.5260869565217391,0.5147058823529411,0.05,0.12631578947368421,0.07547169811320754,0.2,19.11111111111111,0.3333333333333333,0.21153846153846154,0.23711340206185566,0.22134387351778656,0.16071428571428573,0.34146341463414637,0.23076923076923078,0.53,0.4,0.02,0.5,0.5,1.0,0.02,,0.5555555555555556,0.037037037037037035,0.58,0.5185035714285714,0.6119727272727273,0.5526961538461539,0.0990990990990991,0.10377358490566038,0.2892561983471074,4.2515789473684205,33.32,0.3367003367003367,39.0,17.0,22.0,11.0,12.0,3.0,2.0,,,18.0,26.0,3.0,39.0,,30.0,,3.0,10.0,25.0,,8.0,35.0,4.0,1.0,3.0,2.0,3.0,,2.0,2.0,,1.0,3.0,4.0,,,,4.0,2.0,2.0,,,2.0,1.0,,4.0,2.0,,,,0.6923076923076923,0.6923076923076923,0.6964285714285714,,0.42105263157894735,,0.14619883040935672,0.11235955056179775,0.1346153846153846,0.09302325581395349,0.19230769230769232,0.12,0.1,0.15789473684210525,0.1694915254237288,0.2631578947368421,0.11764705882352941,0.5,0.7358490566037735,0.7959183673469388,0.48717948717948717,0.3,0.375,0.6666666666666666,0.03,,,,0.8461538461538461,0.7727272727272727,0.11764705882352941,0.7333333333333333,0.07407407407407407,,0.32231404958677684,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,
