EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,SelfOReb,BlockingFouls,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsPutbacks,FTOffRebounds,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,OffCorner3ReboundPct,Technical Free Throw Trips,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedArc3,Corner3PctBlocked,Clear Path Fouls,on,DefensiveGoaltends
1626166,1610612741,Cameron Payne,Cameron Payne,1626166,CHI,17037.0,284,-44,587,589,113,155,79,1176,12.0,24.0,3.0,5.0,2.0,8.0,8.0,24.0,4.0,12.0,1.0,3.0,1.0,1.0,10.0,36.0,1.0,2.0,6.0,24.0,60.0,11.0,39.0,8.0,89.0,682,3.0,5.0,2.0,3.0,2.0,14.0,5.0,15.0,6.0,2.0,12.0,8.0,40.0,24.0,9.0,1.0,35.0,10.0,12.0,1.0,29.0,29.0,58.0,23.0,6.0,20.0,3.0,6.0,145.0,3.0,6.0,18.0,8.0,1.0,27.0,9.0,36.0,18.0,10.0,8.0,12.0,3.0,8.0,6.0,1.0,4.0,1.0,1.0,18.0,3.0,3.0,13.0,21.0,2.0,19.0,3.0,11.0,1.0,5.0,1.0,5.0,2.0,3.0,5.0,4.0,1.0,12.0,113,2.0,1.0,0.16666666666666666,0.16666666666666666,0.7272727272727273,0.28205128205128205,0.6666666666666666,0.2894736842105263,0.4,0.6,0.3333333333333333,0.4090909090909091,0.75,0.23809523809523808,0.42788461538461536,0.7777777777777778,0.2727272727272727,0.3939393939393939,0.02564102564102564,0.2,0.20833333333333334,0.25,0.08333333333333333,0.027777777777777776,17.99410029498525,0.6666666666666666,0.07692307692307693,0.07142857142857142,0.03296703296703297,0.12949640287769784,0.023809523809523808,0.10358565737051793,0.02922077922077922,0.04225352112676056,0.047619047619047616,0.02702702702702703,0.023809523809523808,0.1,0.1,0.10476190476190476,0.20588235294117646,0.8,0.24242424242424243,0.5,0.631578947368421,0.25,0.24242424242424243,0.3333333333333333,0.4444444444444444,0.125,0.12121212121212122,0.3333333333333333,0.36363636363636365,0.030303030303030304,0.3333333333333333,0.3333333333333333,1.0,0.36363636363636365,0.2777777777777778,0.2857142857142857,0.7,0.625,0.6,0.6666666666666666,0.125,1.0,1.0,0.25,0.5,1.0,0.38095238095238093,0.25,0.2857142857142857,0.6363636363636364,0.2857142857142857,0.5025780612244898,0.54848,0.4847425,0.04854368932038835,0.078125,0.15730337078651685,0.1348314606741573,7.351666666666666,26.487179487179482,0.19250425894378195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626170,1610612741,Jerian Grant,Jerian Grant,1626170,CHI,50340.0,839,-79,1678,1672,415,455,193,3350,35.0,53.0,1.0,2.0,8.0,14.0,16.0,51.0,29.0,66.0,4.0,6.0,,,25.0,88.0,3.0,11.0,26.0,80.0,170.0,29.0,94.0,74.0,321.0,1922,2.0,8.0,3.0,11.0,4.0,17.0,20.0,42.0,27.0,25.0,89.0,22.0,138.0,60.0,27.0,3.0,85.0,25.0,7.0,,95.0,76.0,171.0,53.0,23.0,47.0,25.0,23.0,418.0,5.0,7.0,33.0,20.0,3.0,56.0,12.0,68.0,30.0,15.0,15.0,30.0,6.0,25.0,15.0,,5.0,,4.0,45.0,4.0,19.0,35.0,74.0,5.0,90.0,6.0,100.0,12.0,42.0,9.0,5.0,3.0,2.0,5.0,2.0,3.0,89.0,413,6.0,8.0,0.1375,0.1375,0.6896551724137931,0.30851063829787234,0.2727272727272727,0.31868131868131866,0.47058823529411764,0.25,0.47619047619047616,0.4678030303030303,0.34210526315789475,0.463768115942029,0.5245098039215687,0.40476190476190477,0.5297619047619048,0.3560606060606061,,0.041176470588235294,0.05660377358490566,0.058823529411764705,0.015151515151515152,,18.454258675078865,0.6666666666666666,0.09375,0.04914004914004914,0.014314928425357873,0.09348441926345609,0.01592356687898089,0.06973684210526315,0.014943960149439602,0.005714285714285714,0.012195121951219513,0.019011406844106463,0.044585987261146494,0.05785123966942149,0.046511627906976744,0.08888888888888889,0.10843373493975904,0.4,0.20075757575757575,0.660377358490566,0.7,0.14285714285714285,0.19318181818181818,0.3137254901960784,0.3333333333333333,0.125,0.25,0.4393939393939394,0.4461538461538462,0.022727272727272728,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.2840909090909091,0.2840909090909091,0.64,0.10526315789473684,0.5,,,,,0.5789473684210527,0.2727272727272727,1.0,0.2028985507246377,0.5714285714285714,0.37681159420289856,0.5568181818181818,0.29411764705882354,0.4727735632183908,0.48716875000000004,0.43820746268656724,0.15488215488215487,0.21,0.0529595015576324,0.2772585669781931,10.47235294117647,26.541489361702137,0.24731823599523242,1.0,1.0,7.0,8.0,3.0,2.0,3.0,1.0,2.0,7.0,4.0,1.0,4.0,0.2962962962962963,0.02666666666666667,0.02142857142857143,0.13793103448275862,0.014492753623188406,1.0,0.2692307692307692,0.041237113402061855,,,,,,,,,,,,,,True,
1626171,1610612741,Bobby Portis,Bobby Portis,1626171,CHI,98542.0,1642,-83,3342,3349,772,915,397,6691,155.0,281.0,58.0,117.0,29.0,59.0,84.0,170.0,63.0,137.0,9.0,25.0,,1.0,71.0,198.0,6.0,20.0,47.0,302.0,588.0,80.0,223.0,120.0,964.0,3764,70.0,140.0,6.0,21.0,16.0,174.0,59.0,117.0,52.0,38.0,210.0,326.0,278.0,240.0,,1.0,197.0,71.0,55.0,1.0,65.0,58.0,123.0,48.0,10.0,37.0,15.0,13.0,304.0,50.0,108.0,144.0,169.0,26.0,339.0,159.0,498.0,50.0,34.0,16.0,49.0,3.0,18.0,54.0,5.0,31.0,3.0,13.0,103.0,16.0,22.0,58.0,130.0,8.0,148.0,4.0,156.0,28.0,82.0,10.0,23.0,21.0,2.0,23.0,12.0,2.0,209.0,760,12.0,9.0,0.5397350993377483,0.6442687747035574,1.0,0.35874439461883406,0.2857142857142857,0.36036036036036034,0.5136054421768708,0.5,0.5042735042735043,0.5203452527743526,0.4906832298136646,0.5088757396449705,0.5508571428571428,0.5178571428571429,0.5497382198952879,0.2749691738594328,0.004484304932735426,0.0935374149659864,0.12455516014234876,0.11176470588235295,0.0072992700729927005,0.005050505050505051,25.682773109243698,0.47572815533980584,0.28888888888888886,0.2128463476070529,0.10821643286573146,0.2036775106082037,0.07680491551459294,0.20852764823451034,0.09581564584596726,0.15404699738903394,0.10153846153846154,0.07649253731343283,0.238562091503268,0.20425531914893616,0.18972332015810275,0.1944954128440367,0.2345679012345679,0.5217391304347826,0.34648581997533906,0.5516014234875445,0.6300813008130082,0.4838709677419355,0.2096177558569667,0.49411764705882355,0.5562913907284768,0.4166666666666667,0.16892725030826142,0.45985401459854014,0.4632352941176471,0.030826140567200986,0.36,0.36,1.0,0.2441430332922318,0.35858585858585856,0.3604060913705584,1.0,0.7267080745341615,0.49572649572649574,0.1206896551724138,0.006211180124223602,,,0.12422360248447205,0.3,1.0,0.34911242603550297,0.4915254237288136,0.2781065088757396,0.6214549938347719,0.3604060913705584,0.5055652469135801,0.5889853658536587,0.4983854166666665,0.09479768786127167,0.1277258566978193,0.18049792531120332,0.21784232365145229,7.464455782312923,25.439013452914804,0.23099940155595453,2.0,5.0,16.0,18.0,21.0,,8.0,15.0,1.0,17.0,,,,0.34615384615384615,0.05517241379310345,0.05722070844686648,0.8412698412698413,0.029585798816568046,0.4,0.3404255319148936,,98.0,1.0,2.0,2.0,0.010869565217391304,0.0782608695652174,,,,,,,,True,
1626245,1610612741,Cristiano Felicio,Cristiano Felicio,1626245,CHI,18603.0,310,-130,621,622,107,133,77,1243,31.0,44.0,5.0,7.0,3.0,6.0,7.0,14.0,,6.0,,,,,,1.0,,1.0,1.0,38.0,64.0,,1.0,14.0,90.0,737,5.0,9.0,,1.0,4.0,14.0,3.0,8.0,1.0,4.0,10.0,56.0,20.0,,,,1.0,,5.0,,9.0,6.0,15.0,5.0,1.0,4.0,2.0,3.0,36.0,5.0,14.0,18.0,15.0,4.0,37.0,19.0,56.0,6.0,5.0,1.0,6.0,1.0,2.0,8.0,,4.0,1.0,1.0,14.0,3.0,2.0,12.0,36.0,4.0,21.0,1.0,23.0,5.0,14.0,,3.0,2.0,1.0,3.0,2.0,,10.0,107,2.0,,0.7368421052631579,0.8235294117647058,,,,,0.59375,0.5555555555555556,0.375,0.5846153846153846,0.5,0.3333333333333333,0.6081081081081081,0.5384615384615384,0.45454545454545453,0.015384615384615385,,0.078125,0.09090909090909091,0.07142857142857142,,,12.324929971988796,0.42857142857142855,0.25,0.11627906976744186,0.06829268292682927,0.13333333333333333,0.03546099290780142,0.125,0.05491329479768786,0.10294117647058823,0.07462686567164178,0.036036036036036036,0.14285714285714285,0.08571428571428572,0.1111111111111111,0.15625,0.07692307692307693,0.6666666666666666,0.676923076923077,0.7045454545454546,0.775,0.8064516129032258,0.2153846153846154,0.5,0.5384615384615384,0.42857142857142855,0.09230769230769231,,,,,,,0.015384615384615385,,,,0.7,0.7142857142857143,0.2,,,,0.1,,,0.6666666666666666,0.5,0.1111111111111111,0.6923076923076923,,0.5190369230769228,0.5767125,0.5508555555555554,0.1891891891891892,0.1917808219178082,0.15555555555555556,0.1111111111111111,4.6499999999999995,25.4,0.1723027375201288,,,,,,4.0,2.0,3.0,,2.0,,,,,0.02857142857142857,,,,,,,8.0,,,,,0.03333333333333333,,,,,,,,True,
1627756,1610612741,Denzel Valentine,Denzel Valentine,1627756,CHI,49113.0,819,9,1669,1669,353,472,206,3338,24.0,48.0,5.0,7.0,7.0,12.0,21.0,44.0,15.0,48.0,12.0,34.0,,1.0,49.0,121.0,4.0,12.0,26.0,60.0,140.0,61.0,155.0,20.0,323.0,1852,6.0,13.0,4.0,13.0,,24.0,11.0,27.0,33.0,9.0,64.0,60.0,60.0,159.0,24.0,2.0,119.0,49.0,10.0,2.0,64.0,43.0,107.0,33.0,10.0,38.0,13.0,13.0,257.0,10.0,7.0,79.0,56.0,4.0,139.0,18.0,157.0,22.0,15.0,7.0,21.0,7.0,14.0,15.0,3.0,7.0,1.0,1.0,36.0,,6.0,38.0,81.0,2.0,17.0,,25.0,,5.0,4.0,5.0,3.0,2.0,5.0,3.0,1.0,64.0,351,6.0,3.0,0.5,0.5172413793103449,0.8688524590163934,0.3935483870967742,0.3076923076923077,0.39869281045751637,0.42857142857142855,0.46153846153846156,0.4074074074074074,0.5135593220338983,0.46153846153846156,0.4583333333333333,0.5230263157894737,0.4444444444444444,0.49230769230769234,0.5254237288135594,0.012903225806451613,0.07142857142857142,0.16666666666666666,0.045454545454545456,,0.01652892561983471,17.69311064718163,0.5833333333333334,0.09302325581395349,0.14432989690721648,0.013972055888223553,0.21643835616438356,0.02932551319648094,0.17928286852589642,0.020190023752969122,0.015625,0.0064516129032258064,0.02877697841726619,0.125,0.15447154471544716,0.1592920353982301,0.22419928825622776,0.19047619047619047,0.6,0.16271186440677965,0.5,0.6,0.5833333333333334,0.14915254237288136,0.4772727272727273,0.5,0.38095238095238093,0.16271186440677965,0.3125,0.3125,0.1152542372881356,0.35294117647058826,0.35294117647058826,1.0,0.4101694915254237,0.4049586776859504,0.4117647058823529,0.8367346938775511,0.2692307692307692,0.7142857142857143,0.4,0.038461538461538464,,,0.46153846153846156,0.3333333333333333,1.0,0.2,0.5833333333333334,0.43333333333333335,0.688135593220339,0.4117647058823529,0.5045484641638227,0.505097619047619,0.4843758333333333,0.016666666666666666,0.034482758620689655,0.07430340557275542,0.19814241486068113,9.975,25.573548387096768,0.21150389454763333,3.0,7.0,8.0,11.0,2.0,1.0,3.0,,1.0,1.0,,,,0.3333333333333333,0.01948051948051948,0.01282051282051282,0.5333333333333333,0.11666666666666667,0.42857142857142855,0.3076923076923077,,4.0,1.0,,,0.021739130434782608,0.031746031746031744,8.0,,,,,,,True,
1627853,1610612741,Ryan Arcidiacono,Ryan Arcidiacono,1627853,CHI,10980.0,183,-14,371,370,67,86,39,741,3.0,3.0,,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,,,2.0,12.0,,,2.0,6.0,6.0,5.0,18.0,3.0,30.0,383,,,,,,,2.0,2.0,2.0,2.0,6.0,4.0,8.0,12.0,3.0,1.0,11.0,2.0,,,11.0,8.0,19.0,7.0,1.0,8.0,1.0,2.0,46.0,,,5.0,7.0,1.0,13.0,1.0,14.0,11.0,7.0,4.0,3.0,4.0,1.0,4.0,,2.0,,,7.0,,1.0,4.0,12.0,,12.0,1.0,4.0,,1.0,1.0,,,,,,,6.0,67,1.0,1.0,0.3333333333333333,0.3333333333333333,0.8,0.2777777777777778,,0.29411764705882354,1.0,,1.0,0.5625,,0.5,0.5769230769230769,,0.6,0.75,,,,,,,7.857142857142857,0.42857142857142855,0.08333333333333333,0.07692307692307693,,0.060240963855421686,,0.06896551724137931,,,,,0.08571428571428572,0.034482758620689655,0.1111111111111111,0.04411764705882353,0.13333333333333333,,0.125,1.0,1.0,0.6666666666666666,0.041666666666666664,1.0,1.0,,0.08333333333333333,1.0,1.0,0.25,0.5,0.5,1.0,0.5,0.16666666666666666,0.16666666666666666,0.5,,,,,,,,,,0.25,1.0,0.5,0.875,0.18181818181818182,0.5169956521739131,,0.5315333333333334,0.04,0.14285714285714285,,0.2,8.966666666666667,26.549999999999997,0.18059299191374664,,,,,,,,,3.0,2.0,,,,,,,,,,,,,1.0,,,0.25,,,,,,,,,True,
1628021,1610612741,David Nwaba,David Nwaba,1628021,CHI,50726.0,845,-17,1712,1729,368,457,213,3441,78.0,135.0,15.0,29.0,14.0,24.0,16.0,54.0,1.0,1.0,3.0,12.0,,,5.0,13.0,1.0,2.0,2.0,95.0,190.0,8.0,25.0,73.0,287.0,1920,17.0,36.0,1.0,2.0,10.0,47.0,17.0,34.0,4.0,16.0,56.0,110.0,80.0,24.0,,1.0,12.0,5.0,19.0,,35.0,24.0,59.0,20.0,4.0,23.0,8.0,4.0,142.0,21.0,33.0,46.0,41.0,8.0,95.0,56.0,151.0,33.0,20.0,13.0,22.0,6.0,11.0,29.0,3.0,11.0,2.0,7.0,51.0,7.0,12.0,47.0,95.0,4.0,83.0,6.0,108.0,10.0,58.0,1.0,12.0,7.0,3.0,14.0,9.0,1.0,55.0,358,9.0,,0.5789473684210527,0.6111111111111112,1.0,0.32,0.5,0.3333333333333333,0.5,0.4722222222222222,0.5,0.49767441860465117,0.4868421052631579,0.5263157894736842,0.5435606060606061,0.5222222222222223,0.5714285714285714,0.11627906976744186,,0.1,0.08888888888888889,0.12962962962962962,,,15.949367088607595,0.43137254901960786,0.16666666666666666,0.09808612440191387,0.06432748538011696,0.12266666666666666,0.06363636363636363,0.10970996216897856,0.06405693950177936,0.07655502392344497,0.03468208092485549,0.06593406593406594,0.07017543859649122,0.07758620689655173,0.15267175572519084,0.12367491166077739,0.11956521739130435,0.6428571428571429,0.627906976744186,0.5777777777777777,0.6341463414634146,0.5512820512820513,0.25116279069767444,0.2962962962962963,0.3404255319148936,0.6875,0.004651162790697674,1.0,1.0,0.05581395348837209,0.25,0.25,1.0,0.06046511627906977,0.38461538461538464,0.38461538461538464,1.0,0.7631578947368421,0.5172413793103449,0.26666666666666666,,,,0.05263157894736842,0.5,1.0,0.631578947368421,0.5833333333333334,0.05263157894736842,0.7441860465116279,0.4166666666666667,0.5520186915887851,0.5776339285714285,0.6096689189189188,0.22053231939163498,0.24369747899159663,0.16376306620209058,0.1951219512195122,3.3100000000000005,25.016000000000005,0.21495327102803738,1.0,2.0,1.0,2.0,9.0,,7.0,2.0,,3.0,,,,0.5,0.08396946564885496,0.1,1.0,0.05263157894736842,0.5,0.5,,10.0,2.0,,,0.04,0.05263157894736842,,2.0,2.0,2.0,,,,True,
203200,1610612741,Justin Holiday,Justin Holiday,203200,CHI,31710.0,528,37,1119,1111,408,438,125,2230,15.0,24.0,1.0,5.0,5.0,8.0,7.0,20.0,14.0,32.0,13.0,30.0,1.0,2.0,38.0,93.0,,4.0,30.0,36.0,76.0,51.0,123.0,38.0,263.0,1248,1.0,8.0,1.0,6.0,2.0,7.0,10.0,25.0,39.0,22.0,99.0,56.0,16.0,147.0,6.0,2.0,91.0,38.0,3.0,,25.0,10.0,35.0,7.0,3.0,11.0,10.0,4.0,80.0,3.0,3.0,17.0,26.0,,43.0,6.0,49.0,18.0,12.0,6.0,6.0,3.0,4.0,6.0,1.0,2.0,1.0,1.0,12.0,,7.0,15.0,30.0,1.0,32.0,3.0,46.0,6.0,13.0,8.0,4.0,3.0,1.0,4.0,1.0,,97.0,401,9.0,6.0,0.7777777777777778,0.8,0.9607843137254902,0.4146341463414634,0.16666666666666666,0.4214876033057851,0.47368421052631576,0.125,0.4,0.5653266331658291,0.17857142857142858,0.6015625,0.6036866359447005,0.21875,0.66,0.6180904522613065,,0.039473684210526314,0.041666666666666664,,0.0625,,18.167330677290835,0.5,,0.10236220472440945,0.00980392156862745,0.07327586206896551,0.013761467889908258,0.08847736625514403,0.011450381679389313,0.01652892561983471,,0.01092896174863388,0.06315789473684211,0.11594202898550725,0.13333333333333333,0.07386363636363637,0.07142857142857142,0.25,0.12060301507537688,0.625,0.6521739130434783,0.8666666666666667,0.10050251256281408,0.35,0.35,0.5714285714285714,0.16080402010050251,0.4375,0.4666666666666667,0.1507537688442211,0.43333333333333335,0.43333333333333335,1.0,0.46733668341708545,0.40860215053763443,0.40860215053763443,0.9473684210526315,0.35714285714285715,0.2,,0.14285714285714285,0.5,1.0,0.2857142857142857,,,0.125,0.625,0.46875,0.7386934673366834,0.4175824175824176,0.5074055837563451,0.50781,0.47368730158730155,0.08133971291866028,0.1566265060240964,0.026615969581749048,0.376425855513308,10.821052631578945,25.334146341463413,0.3646112600536193,4.0,9.0,15.0,19.0,2.0,,,,,,,1.0,4.0,0.48717948717948717,0.010416666666666666,0.020202020202020204,0.7857142857142857,0.140625,0.4444444444444444,0.5,0.031746031746031744,2.0,,,,,0.02857142857142857,1.0,,,,,,,True,
203930,1610612741,Sean Kilpatrick,Sean Kilpatrick,203930,CHI,6876.0,115,-14,232,229,36,53,24,461,7.0,12.0,,,,,2.0,8.0,2.0,6.0,4.0,9.0,,1.0,4.0,15.0,,1.0,5.0,11.0,26.0,8.0,24.0,15.0,61.0,248,1.0,3.0,,2.0,2.0,4.0,1.0,2.0,5.0,4.0,9.0,12.0,10.0,21.0,3.0,,15.0,4.0,1.0,,6.0,1.0,7.0,1.0,,1.0,2.0,3.0,15.0,,2.0,6.0,3.0,,9.0,2.0,11.0,5.0,4.0,1.0,4.0,,3.0,1.0,,1.0,,1.0,5.0,,2.0,1.0,2.0,,15.0,1.0,17.0,1.0,8.0,1.0,1.0,,,2.0,1.0,,9.0,36,,1.0,0.5454545454545454,0.5454545454545454,0.875,0.3333333333333333,,0.3333333333333333,0.4230769230769231,0.3333333333333333,0.5,0.46,0.2,0.35714285714285715,0.5258620689655172,0.3333333333333333,0.5,0.48,,0.038461538461538464,,0.125,,,24.324324324324326,0.8,,0.057692307692307696,0.029850746268656716,0.13333333333333333,,0.09278350515463918,0.018518518518518517,0.045454545454545456,0.037037037037037035,,,,0.2727272727272727,0.17142857142857143,,0.5,0.24,0.5833333333333334,0.5833333333333334,0.5714285714285714,0.16,0.25,0.2857142857142857,1.0,0.12,0.3333333333333333,0.3333333333333333,0.18,0.4444444444444444,0.4444444444444444,1.0,0.3,0.26666666666666666,0.26666666666666666,0.75,,,,0.2,,,0.2,,,,,0.7142857142857143,0.72,0.26666666666666666,0.537587,0.45203999999999994,0.4631142857142857,0.14035087719298245,0.24242424242424243,0.06557377049180328,0.14754098360655737,7.061538461538461,24.575,0.15517241379310345,,,1.0,1.0,,,,,,,,,,0.2,,,,,,0.2,,,,,,,,,1.0,1.0,1.0,,,,True,
203943,1610612741,Noah Vonleh,Noah Vonleh,203943,CHI,12824.0,214,23,440,440,100,120,60,880,19.0,28.0,6.0,9.0,4.0,6.0,4.0,7.0,,2.0,,3.0,,,10.0,27.0,1.0,1.0,4.0,23.0,37.0,10.0,30.0,6.0,82.0,478,6.0,10.0,1.0,1.0,3.0,18.0,4.0,8.0,5.0,3.0,14.0,16.0,30.0,30.0,,,27.0,10.0,3.0,,5.0,6.0,11.0,6.0,,3.0,1.0,1.0,28.0,9.0,7.0,29.0,26.0,1.0,56.0,16.0,72.0,4.0,2.0,2.0,3.0,5.0,1.0,6.0,,2.0,,1.0,9.0,,3.0,8.0,14.0,,16.0,,13.0,1.0,5.0,2.0,4.0,3.0,1.0,5.0,3.0,2.0,14.0,100,1.0,2.0,0.34782608695652173,0.4444444444444444,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6216216216216216,0.6,0.5,0.5671641791044776,0.6818181818181818,0.4230769230769231,0.5616438356164384,0.6923076923076923,0.4666666666666667,0.44776119402985076,,0.08108108108108109,0.10714285714285714,,,,16.015625,0.3333333333333333,0.08333333333333333,0.25742574257425743,0.05384615384615385,0.27358490566037735,0.10227272727272728,0.26570048309178745,0.07339449541284404,0.07142857142857142,0.045454545454545456,0.09210526315789473,0.21951219512195122,0.2727272727272727,0.2962962962962963,0.27906976744186046,0.25,0.6,0.417910447761194,0.6785714285714286,0.76,0.3684210526315789,0.1044776119402985,0.5714285714285714,0.5714285714285714,0.25,0.029850746268656716,,,0.04477611940298507,,,,0.40298507462686567,0.37037037037037035,0.37037037037037035,1.0,0.8181818181818182,0.6666666666666666,,,,,0.09090909090909091,1.0,1.0,0.46153846153846156,0.6666666666666666,0.3076923076923077,0.8656716417910447,0.37037037037037035,0.5363417910447761,0.5435142857142857,0.4948923076923077,0.07042253521126761,0.12195121951219512,0.21951219512195122,0.17073170731707318,3.9594594594594588,25.466666666666665,0.22727272727272727,,1.0,1.0,1.0,,1.0,,,,6.0,,,,0.2,0.03333333333333333,,,0.07692307692307693,,0.25,,10.0,,,,,0.16666666666666666,,1.0,,,1.0,,,True,
