EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,AtRimAssists,FTDefRebounds,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,LongMidRangeFGM,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,Offensive Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,PtsAssisted3s,Assisted3sPct,OffLongMidRangeReboundPct,Corner3Frequency,Arc3PctAssisted,SecondChanceCorner3Frequency,ShortMidRangePctBlocked,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,on,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,HeaveAttempts,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,BlockingFouls,Blocked3s,BlockedArc3,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceArc3FGM,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Clear Path Fouls,Arc3PctBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,DefensiveGoaltends,3SecondViolations
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,1746.0,29,1,62,62,38.0,26.0,9.0,124,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,7.0,1.0,4.0,5.0,14.0,60.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,5.0,12.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,2.0,1.0,12.0,38.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.5,0.25,0.42857142857142855,1.0,0.5,0.4090909090909091,1.0,0.5833333333333334,0.5,1.0,0.6666666666666666,0.36363636363636365,20.833333333333336,1.0,0.23076923076923078,0.038461538461538464,0.08333333333333333,0.1,0.16,0.05555555555555555,0.09090909090909091,0.1111111111111111,0.25,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.45454545454545453,0.4,0.4,0.5,0.09090909090909091,1.0,1.0,0.09090909090909091,0.36363636363636365,0.25,0.25,0.5,0.6666666666666666,0.3333333333333333,0.5,0.8181818181818182,0.25,0.49770000000000003,0.388,0.5478666666666666,0.15384615384615385,0.2222222222222222,0.14285714285714285,0.8571428571428571,5.6000000000000005,25.975,0.6129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,34.0,1,-2,1,1,1.0,1.0,,2,,,,,,,,,1.0,,1.0,,,,1.0,,,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,0.50865,,0.50865,,,,,,26.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628396,1610612762,Tony Bradley,Tony Bradley,1628396,UTA,1746.0,29,1,62,62,38.0,26.0,9.0,124,2.0,4.0,,,1.0,5.0,1.0,,1.0,,,3.0,10.0,,1.0,2.0,8.0,60.0,1.0,3.0,4.0,1.0,3.0,,,2.0,4.0,4.0,2.0,,1.0,,1.0,1.0,,2.0,2.0,2.0,1.0,5.0,7.0,4.0,11.0,,,,,,,,,,1.0,,1.0,2.0,1.0,,4.0,38.0,,,0.6666666666666666,1.0,,,,0.3,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.09090909090909091,16.666666666666668,,0.38461538461538464,0.07692307692307693,0.08333333333333333,0.2,0.24,0.1111111111111111,0.09090909090909091,0.2222222222222222,0.5,0.3333333333333333,,,0.36363636363636365,0.5,0.6666666666666666,0.5,0.45454545454545453,0.2,0.2,0.09090909090909091,0.09090909090909091,,,,,,,0.45454545454545453,,0.4672909090909091,0.6438,0.39926666666666666,0.08333333333333333,0.09090909090909091,0.5,0.5,8.209999999999999,26.4,0.6129032258064516,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.1,0.25,0.5,0.1,0.3333333333333333,0.1111111111111111,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203526,1610612762,Raul Neto,Raul Neto,203526,UTA,902.0,15,4,35,36,31.0,22.0,3.0,71,1.0,2.0,1.0,2.0,,2.0,2.0,,1.0,,1.0,2.0,6.0,,1.0,1.0,5.0,30.0,,1.0,,2.0,4.0,,1.0,1.0,5.0,,4.0,,1.0,,2.0,4.0,,10.0,,,,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,2.0,2.0,,1.0,5.0,31.0,,1.0,,,,,,0.3333333333333333,,0.5,0.2857142857142857,,0.4,0.3125,,0.4166666666666667,0.14285714285714285,21.62162162162162,,0.1,,,,0.07692307692307693,,,,,0.16666666666666666,,,0.2857142857142857,0.5,0.5,,0.2857142857142857,,,0.2857142857142857,0.14285714285714285,,,0.4,0.5,0.2,,0.42857142857142855,,0.48191428571428574,0.3639,0.5322,,,,1.0,9.549999999999999,24.2,0.8857142857142857,,,,,,1.0,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204060,1610612762,Joe Ingles,Joe Ingles,204060,UTA,92.0,2,-1,3,3,3.0,3.0,,6,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200757,1610612762,Thabo Sefolosha,Thabo Sefolosha,200757,UTA,316.0,5,2,11,12,4.0,,2.0,23,1.0,3.0,1.0,1.0,,,,,1.0,,1.0,1.0,3.0,,1.0,,2.0,9.0,,1.0,,1.0,1.0,,1.0,,2.0,,2.0,,1.0,,,,,,,,,2.0,2.0,,2.0,,1.0,1.0,,,,,,,,,1.0,,,,2.0,4.0,,,,,,,,0.3333333333333333,,1.0,0.25,,0.5,0.25,,0.5,0.25,30.769230769230766,,0.4,,,,0.3333333333333333,,,,,0.5,,,0.75,0.3333333333333333,0.3333333333333333,,,,,,0.25,,,0.5,1.0,0.5,,1.0,,0.549725,,0.623,,,,1.0,2.266666666666667,26.2,0.36363636363636365,,1.0,,,,,,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202692,1610612762,Alec Burks,Alec Burks,202692,UTA,1545.0,26,4,54,55,33.0,19.0,8.0,109,2.0,3.0,2.0,3.0,,,,2.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,5.0,15.0,52.0,,,,2.0,3.0,1.0,2.0,,7.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,,2.0,,1.0,3.0,2.0,5.0,1.0,6.0,,,,,,,,,,,,2.0,6.0,2.0,1.0,7.0,33.0,,,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,,0.6666666666666666,0.7142857142857143,,0.7,0.75,,0.7,0.5714285714285714,16.129032258064516,,0.16666666666666666,0.045454545454545456,0.2727272727272727,,0.21739130434782608,0.03333333333333333,,,0.25,,0.6666666666666666,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.4,0.5,1.0,0.6666666666666666,0.5286571428571428,,0.53693,0.2222222222222222,0.4,,0.4666666666666667,1.5999999999999999,25.475,0.6111111111111112,,,,,,1.0,,,,,,0.3333333333333333,0.125,,,,,,,,,,,,1.0,1.0,1.0,3.0,0.5,0.2,0.14285714285714285,0.5,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203489,1610612762,Nate Wolters,Nate Wolters,203489,UTA,1031.0,17,2,33,32,13.0,10.0,7.0,65,,,,,1.0,5.0,1.0,,,,,1.0,6.0,,,,2.0,36.0,,,,1.0,2.0,,,,2.0,,2.0,,,,,1.0,,3.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,1.0,1.0,,1.0,,,,2.0,13.0,,,,,,,,0.16666666666666666,,0.5,0.16666666666666666,,0.5,0.16666666666666666,,0.5,,14.285714285714286,,,0.0625,,,,0.05263157894736842,,,,,,,,,,,0.8333333333333334,0.2,0.25,0.16666666666666666,,,,,,,,,,0.3678333333333333,,0.33225,,,,1.0,10.1,,0.3939393939393939,,,,,1.0,,1.0,0.16666666666666666,,0.5,0.125,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201973,1610612762,Jonas Jerebko,Jonas Jerebko,201973,UTA,1025.0,17,-10,38,37,25.0,17.0,4.0,75,,,,,1.0,2.0,2.0,1.0,3.0,,2.0,2.0,4.0,2.0,4.0,1.0,11.0,41.0,,,,1.0,3.0,1.0,3.0,1.0,6.0,2.0,2.0,,3.0,1.0,1.0,1.0,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,2.0,,2.0,2.0,1.0,,6.0,25.0,,,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,,0.3333333333333333,0.625,,0.4166666666666667,0.6111111111111112,,0.42857142857142855,0.5,21.42857142857143,,,,0.16666666666666666,,0.09090909090909091,,,,,,,,,,,,0.25,0.5,0.5,0.25,0.375,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,0.5,0.3333333333333333,0.47131875,,0.483075,0.1111111111111111,0.2,,0.5454545454545454,13.5,25.15,0.6578947368421053,,,,,,1.0,,,,,,,0.25,,,,1.0,,,,,,0.5,0.5,1.0,,,6.0,1.0,,0.125,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202327,1610612762,Ekpe Udoh,Ekpe Udoh,202327,UTA,293.0,5,4,11,10,4.0,6.0,3.0,21,2.0,3.0,,,,,,,,,,2.0,3.0,,,,4.0,8.0,2.0,2.0,4.0,,,,,,,2.0,2.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,4.0,,,0.5,1.0,,,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,,18.75,,,0.14285714285714285,,,,0.125,,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,1.0,,0.6333333333333333,0.6540999999999999,,,,1.0,,1.5999999999999999,,0.36363636363636365,2.0,2.0,,2.0,,,,,,,0.25,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
